FID,LOCATIENAAM,STATUSONDERZOEK,RAPPORTAUTEUR,RAPPORTDATUM,RAPPORTNUMMER,CONCLUSIE,ONDERZOEKSNAAM,LOCATIE_ID,LOCATIECODE,ONDERZOEK_ID,NAZCACODE,GEOMETRIE
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35d0,Crescendostraat,Verkennend onderzoek NVN 5740,MTI milieutechnologie,13-08-1996,0959/216.M1442.A0/brief,"Er is geen hypothese gesteld.
Zintuigelijke waarnemingen: geen.
Resultaten:
  Grond: het PAK-gehalte overschrijdt de S-waarde.
  Grondwater: -
Conclusies en aanbevelingen: -",Verkennend Onderzoek 1,619,NZ026800169,887,,"POLYGON ((184617.268 427314.591, 184462.855 427209.204, 184465.998 427208.785, 184467.884 427208.995, 184550.223 427264.726, 184616.43 427310.4, 184617.059 427312.076, 184617.268 427314.591))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35d1,Krayenhofflaan b,Verkennend onderzoek NVN 5740,VWM Milieu,28-02-1997,1050/97603,"Hypothese wordt niet verworpen.
Zintuigelijke waarnemingen: puin.
Resultaten:
  Bovengrond: de gehalten aan koper, zink, lood, kwik, PAK en de EOX overschrijden de S-waarde.
  Ondergrond: de gehalten aan koper en zink overschrijden de S-waarde.
  Grondwater: bevindt zich dieper dan 5.0 m-mv.
Conclusies en aanbevelingen: de lichte verhogingen aan zware metalen zijn waarschijnlijk te wijten aan de zintuigelijk waargenomen puindeeltjes. Er zijn geen risico's voor volksgezondheid en milieu te verwachten. Nader onderzoek wordt niet aanbevolen. De grond is echter niet multifunctioneel inzetbaar. Aanbevolen wordt om eventuele vrijkomende grond op de lokatie te hergebruiken.",Verkennend Onderzoek 1,622,NZ026800642,891,,"POLYGON ((186872.019 428757.667, 186870.458 428751.544, 186898.687 428744.312, 186900.208 428750.188, 186872.019 428757.667))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35d2,Hogelandseweg 008,Verkennend onderzoek NVN 5740,Oko Care,29-11-1996,1169/96/CS1005.01/1V,"Hypothese wordt niet verworpen.
Zintuigelijke waarnemingen: er is sterk verontreinigde grond met diesel, smeerolie en zwarte plekken waargenomen.
Resultaten:
  Bovengrond: in mengmonster GM1 overschrijden de gehalten aan nikkel, koper, zink, cadmium en PAK de S-waarde. In mengmonster GM2 overschrijden de gehalten aan nikkel, cadmium, lood, kwik, minerale olie en PAK de S-waarde, het zinkgehalte de T-waarde en het kopergehalte de I-waarde. In boring 7 overschrijden de gehalten aan nikkel, zink, cadmium, lood, kwik en PAK de S-waarde en de gehalten aan koper en minerale olie de I-waarde. In boring 8 overschrijden de gehalten aan nikkel, zink en PAK de S-waarde en het minerale oliegehalte de I-waarde. In boring 11 overschrijden de gehalten aan cadmium, lood, kwik, PAK en minerale olie de S-waarde en het kopergehalte de T-waarde.
  Ondergrond: de gehalten aan koper, cadmium en minerale olie de S-waarde.
  Grondwater: de concentraties aan nikkel, koper en zink overschrijden de S-waarde, de chroomconcentratie de T-waarde en de cadmiumconcentratie de I-waarde.
Conclusies en aanbevelingen: ten westen van het voormalige tankeiland is een minerale olieverontreiniging gemeten. Voor de bepaling van de ernst en omvang van deze verontreiniging dient een nader onderzoek uitgevoerd te worden. Tevens kunnen dan de sterk verhoogde kopergehalten in de bovengrond worden onderzocht. Indien meer zekerheid gewenst is over de verhoogde concentraties aan metalen in het grondwater wordt geadviseerd om na te gaan of er in de omgeving vaker verhoogde concentraties metalen in het grondwater zijn gemeten. Daarbij kan herbemonstering van het grondwater worden overwogen.",Verkennend Onderzoek 1,625,NZ026800520,896,,"POLYGON ((184463.907 428930.06, 184503.558 429009.599, 184440.876 429040.702, 184401.226 428961.163, 184463.907 428930.06))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35d3,Voorstadslaan 23,Nader onderzoek,Afdeling Milieu Gemeente Nijmegen,30-04-1984,0758/?,"Hypothese is niet gesteld.
Zintuiglijke waarnemingen: tot 4 a 5 m-mv is de grond geroerd. Deze ophooglaag bestaat deels uit stadspuin. Er zijn drie olietanks aanwezig, waarvan 1 in goede staat.
Resultaten:
   Grond (0-3 m-mv): de loodgehalten liggen tussen kleiner dan de detectielimiet (10 mg/kg) en 6700 mg lood/kg. Van de geanalyseerde monsters overschrijdt 41% de B-waarde (150 mg/kg) en 7% de C-waarde (600 mg/kg). In vierkant 121 (noordoost, nabij spoorlijn) werd een verontreiniging met zware stookolie aangetroffen. Er werd 8,8 % olie (C-waarde 0.5%) gemeten.  
   Grondwater: niet onderzocht.
Conclusies en aanbevelingen: het gehele terrein is tot op de bemonsterde diepte (3 m-mv) plaatselijk licht tot ernstig verontreinigd met lood en zeer plaatselijk ernstig verontreinigd met minerale olie. Vooruitlopend op de sanering is een voor de voortgang van de sloop noodzakelijk gedeelte afgegraven. Hierbij is 2000 m3 met lood verontreinigde grond (>400 mg/kg) en 400 m3 met olie verontreinigde grond opgeslagen in een depot op het terrein. Er dient nog 4000 m3 grond te worden gesaneerd. De kosten van de totale sanering zullen zo'n 800,000 gulden bedragen (incl. BTW).",Nader Onderzoek 1,179,NZ026801122,914,,"POLYGON ((187035.986 428770.352, 187097.291 428896.775, 187096.338 428916.469, 187093.479 428943.786, 187090.303 428957.762, 187087.762 428965.386, 187081.726 428978.409, 187079.185 428985.398, 186963.245 428950.774, 186968.963 428928.857, 186944.186 428908.845, 186919.093 428940.292, 186889.552 428828.481, 187035.986 428770.352))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35d4,Bijsterhuizen h,Verkennend onderzoek NVN 5740,Heidemij Advies,28-02-1994,0463/634/EA94/A837/17932,"Hypothese wordt verworpen.
Zintuigelijke waarnemingen: geen.
Resultaten:
  Bovengrond: in de mengmonsters M01 en M03 overschrijdt het minerale oliegehalte de A-waarde.
  Ondergrond: in mengmonster M07 overschrijdt het minerale oliegehalte de A-waarde.
  Grondwater: in peilbuis 11 overschrijden de concentraties aan chroom, koper en nikkel de A-waarde. In peilbuis 21 overschrijden de concentraties aan koper en 1,2-dichloorethaan de A-waarde en de arseenconcentratie de B-waarde.
Conclusies en aanbevelingen: gezien het kooktraject is de respons van minerale olie vermoedelijk deels veroorzaakt door de aanwezigheid van humus. Het werkelijke minerale oliegehalte kan hierdoor lager zijn. Nader onderzoek naar de matig verhoogde arseenconcentratie wordt niet zinvol geacht omdat de B-waarde slechts licht wordt overschreden en de overschrijding waarschijnlijk van tijdelijke aard is gezien de hoge grondwaterstand tijdens het onderzoek. Vanuit milieukundig oogpunt bestaan er geen bezwaren tegen het in gebruik nemen van de lokatie door een transportbedrijf.",Verkennend Onderzoek 1,640,NZ026800106,919,,"POLYGON ((180779.39 426363.083, 180900.46 426342.904, 180967.401 426470.059, 180863.627 426519.704, 180779.39 426363.083))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35d5,Kronenburgersingel 269,Verkennend onderzoek NVN 5740,Willems milieutechniek,30-06-1997,1181/9705.09/VO1,"Er worden drie deellokaties onderscheiden:
1. oude opslagtank huisbrandolie (boring 17 t/m 20); verdacht
2. nieuwe opslagtank huisbrandolie (boring 25 t/m 28); verdacht
3. overig (onverdacht)

Hypothese wordt bevestigd voor deellokatie 2 en verworpen voor 1 en 3. 
Zintuiglijke waarnemingen: in veel boringen zijn puin en kooltjes aangetroffen. Bij boring 19 en 20 (oude tank in kelder) is een sterke oliegeur en bij boring 29 (opslag petroleumvaten) een petroleumgeur waargenomen.
Resultaten:
   Bovengrond: de gehalten aan de volgende stoffen zijn (plaatselijk) verhoogd: koper ( >I), lood (>T), zink (>T), kwik (>S), minerale olie (>I), PAK (>T). 
   Ondergrond: plaatselijk worden de T-waarden voor lood en zink overschreden en de S-waarde voor minerale olie.  
   Grondwater: niet onderzocht.
Conclusies en aanbevelingen: de verontreinigingen met koper, lood, zink en PAK's zoals deze zijn aangetroffen ter plaatse van het 'onverdachte' terreingedeelte passen binnen het verontreinigingspatroon van de binnenstad van Nijmegen. Bij de oude huisbrandolietank en de petroleumvaten zijn ernstige verontreinigingen met minerale olieprodukten aangetroffen. Deze geven aanleiding tot het instellen van een nader onderzoek.",Verkennend Onderzoek 1,662,NZ026800647,945,,"POLYGON ((187304.536 428825.453, 187304.536 428823.973, 187305.822 428825.259, 187304.536 428825.453, 187304.536 428823.973, 187304.536 428825.453, 187304.536 428857.094, 187306.465 428867.706, 187286.207 428871.564, 187243.761 428880.568, 187254.051 428920.442, 187269.164 428915.94, 187270.45 428915.297, 187281.384 428949.704, 187246.655 428961.281, 187223.502 428884.427, 187195.848 428751.621, 187248.584 428742.296, 187248.906 428755.802, 187254.694 428787.315, 187268.199 428783.135, 187272.701 428789.566, 187272.701 428797.605, 187268.199 428799.213, 187275.917 428829.761, 187304.536 428825.453))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35d6,Beetsplein 01,Verkennend onderzoek NVN 5740,MTI milieutechnologie,16-07-1996,0976/R96074/253.M1413.A0/,"Hypothese wordt niet verworpen.

Zintuigelijke waarnemingen: oliegeur van 0.5 tot 1.0 m-mv bij boring B10.

Resultaten:

  Bovengrond: in grondmengmonster MM-1 is het gehalte aan minerale olie licht verhoogd ten opzichte van de S-waarde.

  Ondergrond: in boring B10 in het monster van 0.5 tot 1.0 m-mv zijn de gehalten aan minerale olie verhoogd ten opzichte van de S-waarde.

  Grondwater: het grondwater zit dieper dan 5 m-mv.

Conclusies en aanbevelingen: -",Verkennend Onderzoek 1,681,NZ026800042,970,,"POLYGON ((186900.447 427190.523, 186898.857 427180.328, 186917.449 427176.907, 186918.659 427183.991, 186917 427187.171, 186908.153 427188.449, 186908.222 427189.209, 186900.447 427190.523))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35d7,Oude Graafseweg 194,Verkennend onderzoek NVN 5740,Inbodem,12-03-1996,0984/NIJMARK12.03.96,"Hypothese wordt deels verworpen.
Zintuiglijke waarnemingen: bij boring 7 werd op 0.15-0.50 m-mv een verdachte zwarte laag aangetroffen. In de laag zijn kool- en puinspoortjes waargenomen.
Resultaten:
   Bovengrond: de S-waarden voor zink, lood en PAK's worden overschreden. De gehalten aan PAK's en minerale olie liggen boven de T-waarde.
   Ondergrond: geen overschrijdingen geconstateerd.
   Grondwater: niet onderzocht (> 5 m-mv).
Conclusies en aanbevelingen: op het noordelijke deel van het terrein wordt op een diepte van 0.15-0.5 m-mv een verdachte laag aangetroffen met een matige verontreiniging van PAK's en minerale olie en een lichte verontreiniging met nikkel, koper en zink. Geadviseerd wordt om een nader onderzoek te laten verrichten om deze veromntreiniging te traceren. De op het overige deel van de lokatie lichte verontreiniging met zink, lood en PAK's kunnen gezien worden als de waarden die binnen stedelijke bebouwing wordt aangetroffen. De bovengrond kan niet zonder meer afgevoerd worden na ontgraving. Vanuit milieutechnisch oogpunt bestaan er geen bezwaren tegen nieuwbouw van de woning.",Verkennend Onderzoek 1,438,NZ026800853,613,,"POLYGON ((185580.776 427169.978, 185587.264 427174.364, 185566.978 427202.142, 185561.404 427197.756, 185580.776 427169.978))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35d8,Opaalstraat,Verkennend onderzoek NVN 5740,Afdeling Milieu Gemeente Nijmegen,30-06-1987,0334/POST/25WL11-11.3,"Hypothese is niet gesteld.
Zintuiglijke waarnemingen: geen
Resultaten:
   Grond: geen overschrijdingen van de B-waarden.
   Grondwater: het zinkgehalte in het grondwater (355 ug/l) overschrijdt de B-waarde.
Conclusies en aanbevelingen: het verhoogde zinkgehalte van het grondwater kan waarschijnlijk worden toegeschreven aan atmosferische depositie. De grond is niet verontreinigd en geschikt voor woningbouw.",Verkennend Onderzoek 1,441,NZ026800846,616,,"POLYGON ((184951.572 424831.759, 185005.134 424761.429, 185073.462 424814.74, 185021.152 424886.071, 184951.572 424831.759))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35d9,Oostkanaalhavens,Nader onderzoek,Heidemij Advies,31-10-1995,0873/634/OA95/5587/18384,"Het betreft een onderzoek naar waterbodemverontreiniging.
Resultaten:
18 van de 24 monsters vallen in de klasse 4 van de ENW (Evaluatie Nota Water, 1993), 6 monsters vallen in de klasse 3. Klassebepalende parameters zijnmet name zink, minerale olie en PAK, en in mindere mate ook koper en arseen. De bovenliggende sliblaag van 50 cm is over het algemeen minder sterk verontreinigd dan de laag eronder. De klasse 4 verontreiniging stret zich uit over de gehele locatie. Gezien de hoeveelheid klasse 4 specie is er sprake van een ernstig geval van bodemsanering en daarmee is er een noodzaak tot saneren. In 4 monsters overschrijden de gehalten aan arseen (3 maal) en organotin (1) de BAGA-norm, wat consequenties kan hebben voor baggeren, transport en verwerking. Aanbevolen wordt een aanvullend onderzoek te verrichten dat meer gericht is op het verwerken van het uiteindelijk te baggeren slib. Door het hoge percentage materiaal >63um heeft een scheidingstechniek als hydrocyclonage een goede haalbaarheid.",Nader Onderzoek 1,446,NZ026800843,622,,"POLYGON ((185368.281 429133.719, 185185.705 428827.193, 185175.655 428830.543, 185095.255 428719.993, 185101.955 428711.618, 185090.23 428689.843, 184979.68 428656.343, 184877.505 428706.593, 185209.155 429287.819, 185148.855 429321.319, 184743.504 428609.443, 184679.854 428579.293, 184611.179 428632.893, 184483.879 428408.442, 185063.43 428584.318, 185065.105 428596.043, 185157.23 428616.143, 185431.931 429103.569, 185368.281 429133.719))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35da,Oostkanaalhavens,Saneringsplan,IMd Micon,31-05-1996,0876/79009,"Verontreinigingssituatie:
Het slib in de kanaalhaven is setrk verontreinigd met koper, zink, arseen, PAK en minerale olie. De ernstige verontreinigingen komen voor in de laag van 0-200 cm  minus het grensvlak slib/water. In totaal gaat het om ca. 90.000 m3 ernstig verontreinigde specie waarvan ca. 35.000 m3 nautische specie en ca. 1500 m3 slib gelegen op de taluds.
   Milieuhygienische aspecten:
Het gemiddelde monster voldoet aan de strenge uitloognormen U1. De samenstellingsnorm S3 wordt echter overschreden voor het oliegehalte. De aanwezige olie bevat slechts een gering percentage lichte olie. Deze lichte olie is immers bijna volledig door het water in de haven uitgespoeld en/of afgebroken. Aangezien uit de uitloogproeven blijkt dat de aanwezige olie niet of nauwelijks uitloogt zijn de samenstellers van dit rapport van mening dat het milieuhygienisch verantwoord is om de sliblaag niet te verwijderen en te integreren in de geplande landaanwinning.
   Uitvoeringsaspecten:
Aanleggen damwand en toepassing stabilisatiedoek alvorens te beginnen met de aanvulling met zand.
   Conclusie:
Niet vermeld in het rapport.",Sanerings Plan 1,446,NZ026800843,627,,"POLYGON ((184524.079 428770.243, 184380.029 428457.017, 184488.904 428410.117, 184438.654 428309.617, 184475.504 428269.417, 184514.029 428266.067, 185133.78 428455.342, 185175.655 428441.942, 185493.906 429044.943, 185492.231 429103.569, 185482.181 429128.694, 185458.731 429163.869, 185359.906 429304.569, 185348.181 429373.244, 185343.156 429435.219, 185256.055 429438.569, 185153.88 429420.144, 185076.83 429349.794, 184972.98 429167.219, 184723.404 428699.893, 184524.079 428770.243))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35db,Kastanjelaan,Sanerings onderzoek,Haskoning,01-12-1989,0390/89/1470.27.01/2K,"Conclusies en aanbevelingen: de grond op en naast de lokatie is tot een diepte van maximaal 1.5 m-mv verontreinigd met metalen en minerale olie. 150 m3 grond is verontreinigd in gehalten aan olie en metalen boven de C-waarde, 710 m3 grond boven de B- en 2500 m3 grond is verontreinigd in gehalten boven de A-waarde. De grond is met behulp van flotatie en/of wassing goed reinigbaar. Verwacht wordt dat de gehalten aan verontreinigende componenten ruim beneden de A-waarde komen te liggen. Het residu van het reinigingsproces voor zowel licht als sterk verontreinigde grond zal circa 20% bedragen. In verband met de woonbestemming wordt aanbevolen het terrein volledig te saneren door middel van afgraven, afvoeren en reinigen van de verontreinigde grond.",Sanerings Onderzoek 1,448,NZ026800585,632,,"POLYGON ((187207.955 426290.903, 187193.855 426238.637, 187187.049 426240.582, 187183.159 426225.996, 187189.966 426224.052, 187175.623 426169.841, 187196.286 426171.299, 187196.773 426173.73, 187210.143 426174.946, 187216.707 426200.957, 187245.149 426202.659, 187252.685 426238.151, 187245.635 426239.367, 187257.304 426288.472, 187257.547 426290.417, 187242.961 426294.064, 187232.022 426290.174, 187231.536 426286.285, 187227.646 426284.826, 187207.955 426290.903))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35dc,Keizer Traianusplein,Verkennend onderzoek NVN 5740,MTI milieutechnologie,28-06-1994,1010/216.M0426.A0/brief,"Er is geen hypothese gesteld.
Zintuigelijke waarnemingen: -
Resultaten:
  Bovengrond: er zijn geen verhoogde gehalten gemeten.
  Ondergrond: -
  Grondwater: -
Conclusies en aanbevelingen:",Verkennend Onderzoek 1,456,NZ026800589,645,,"POLYGON ((188484.59 428849.523, 188485.341 428842.017, 188485.716 428830.009, 188484.59 428819.876, 188486.467 428819.501, 188488.343 428829.633, 188488.343 428834.137, 188487.968 428839.39, 188487.217 428845.02, 188486.467 428849.148, 188489.093 428840.516, 188492.846 428823.254, 188498.851 428823.629, 188492.096 428851.024, 188457.57 428972.238, 188450.065 428996.631, 188445.186 428995.505, 188476.334 428882.922, 188484.59 428849.523))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35dd,Kerkpad,Verkennend onderzoek NVN 5740,MTI milieutechnologie,27-06-1994,1001/00216.M0424.AO/brief,"Er is geen hypothese gesteld.
Zintuigelijke waarnemingen: -
Resultaten:
  Bovengrond: de gehalten aan lood en PAK overschrijden de S-waarde.
  Ondergrond: -
  Grondwater: -
Conclusies en aanbevelingen: -",Verkennend Onderzoek 1,468,NZ026800615,669,,"POLYGON ((185436.672 427945.186, 185456.382 427955.8, 185491.065 427974.563, 185539.205 427999.58, 185554.367 428008.298, 185564.791 428014.932, 185570.287 428018.722, 185590.566 428034.263, 185588.102 428036.917, 185577.489 428028.767, 185563.274 428018.343, 185550.387 428010.383, 185533.519 428000.717, 185515.704 427991.81, 185492.961 427979.68, 185461.31 427962.812, 185434.776 427949.356, 185436.672 427945.186))"
