"number","fraction","prefix","name","suffix","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or_lost","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","applicant_name","applicant_representative","owner_name","legal_description","property_description","location_1"
"9300",,"NW","PRAIRIE VIEW","RD","11","12","2010","Non-Residential","New Construction","NA","0","77751","2742170","1127441","201118131","329","Structures Other Than Buildings","TIFFANY SPRINGS AUTO PLAZA II","SUPERIOR LEXUS NORTH @ TIFFANY SPRINGS AUTO PLAZA","Platte","2","Park Hill","220206","PL201001000000031000","PRO ELECTRIC, L.C.","PERMIT SERVICE, INC.",,,,"9300 NW PRAIRIE VIEW RD
,  64153
(39.264039, -94.663013)"
"3000",,,"PENNSYLVANIA","AVE","12","27","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","1500","2762490","1058238","201420598","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ONE PARK PLACE","ANNEX GARAGE-STORAGE UNITS","Jackson","4","KANSAS CITY","240871","JA29910160400000000","ALLIANCE FIRE PROTECTION, LLC","STEPHEN VOGL","UNKNOWN","ONE PARK PLACE    LOT 2",,"3000 PENNSYLVANIA AVE
,  64108
(39.072998, -94.592132)"
"201",,"NW","101ST","ST","6","7","2011","Residential","Additions, Alterations, Repairs","NA","0","900","2765430","1132232","201211388","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","2","North Kansas City","103189","CL0991300170060001","B & L PLUMBING SERVICE, INC.","KERRI CLAYTON",,"ISKE MATTHEW A",,"201 NW 101ST ST
,  64155"
"201",,"NW","101ST","ST","7","18","2011","Residential","Additions, Alterations, Repairs","NA","0","900","2765430","1132232","201213075","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","2","North Kansas City","103189","CL0991300170060001","B & L PLUMBING SERVICE, INC.","KERRI CLAYTON",,,,"201 NW 101ST ST
,  64155"
"201",,"NW","101ST","ST","6","6","2012","Residential","Additions, Alterations, Repairs","NA","0","4030","2765430","1132232","201311561","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","2","North Kansas City","103189","CL0991300170060001","APEX HEATING AND AIR CONDITIONING INC.","SHIRLEY BEELEY",,,,"201 NW 101ST ST
,  64155"
"204",,"NW","101ST","ST","2","14","2011","Residential","Additions, Alterations, Repairs","NA","0","3000","2765300","1132293","201121391","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","2","North Kansas City","103173","CL0991300180100001","ANTHONY PLUMBING, HEATING & COOLING","PERMIT SERVICE",,"MORTON WESLEY & G MADELINE-TRUSTEES",,"204 NW 101ST ST
,  64155"
"209",,"NW","101ST","ST","9","20","2010","Residential","Additions, Alterations, Repairs","NA","0","1500","2765280","1132167","201115763","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","2","North Kansas City","103187","CL0991300170040001","DOLLAR CONSTRUCTION, INC.","FLOYD DOLLAR",,,,"209 NW 101ST ST
,  64155"
"209",,"NW","101ST","ST","10","15","2010","Residential","Additions, Alterations, Repairs","NA","0","48100","2765280","1132167","201116990","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","2","North Kansas City","103187","CL0991300170040001","PHIL APPLING","PHIL APPLING",,,,"209 NW 101ST ST
,  64155"
"209",,"NW","101ST","ST","12","10","2010","Residential","Additions, Alterations, Repairs","NA","0","2000","2765280","1132167","201119282","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","2","North Kansas City","103187","CL0991300170040001","DOLLAR CONSTRUCTION, INC.","BRYAN DOLLAR",,,,"209 NW 101ST ST
,  64155"
"209",,"NW","101ST","ST","12","13","2010","Residential","Additions, Alterations, Repairs","NA","0","1800","2765280","1132167","201119358","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","2","North Kansas City","103187","CL0991300170040001","MONTOYA PLUMBING","JAMES BANES",,,,"209 NW 101ST ST
,  64155"
"4036",,,"PROSPECT","AVE","6","3","2013","Residential","Demolition","Single Family","1","0","2773356","1050678","201411436","645","Demolition - One-Family Dwelling",,"SINGLE FAMIILY","Jackson","3","Kansas City","136521","JA30140161600000000","KAW VALLEY COMPANIES, INC.","TOM LYNCH","DUKES PERCY N & CASSIE MAE","4036 PROSPECT / W 127.45 FT OFS 16 2/3 FT LOT 10 W 127.45 FTOF N 16 2/3 FT LOT 11 BLK 8   GEO W WARDERS ADD",,"4036 PROSPECT AVE
,  64130
(39.052211, -94.55376)"
"11945",,,"PENNSYLVANIA","AVE","1","6","2012","Residential","Additions, Alterations, Repairs","NA","0","350","2760595","998748","201220027","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Grandview","156468","JA65440030500000000","STONES PLUMBING COMPANY","PERMIT SERVICE INC",,,,"11945 PENNSYLVANIA AVE
,  64145
(38.909327, -94.598982)"
"30",,"W","PERSHING","RD","11","29","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","14680","2764373","1062524","201118714","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","UNION STATION BASE BUILDING IMPROVEMENT","Jackson","4","Kansas City","239600","JA29530260101200000","PROGRESSIVE ELECTRONICS, INC.","NATHAN ISHUM",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"6401",,,"PASEO",,"3","11","2013","Non-Residential","New Construction","NA","0","199000","2769481","1035801","201323040","326","Schools And Other Educational Buildings",,"EWING MARION KAUFFMAN CHARTER SCHOOL, NORTH BUILDING (MIDDLE SCHOOL) & GYMNASIUM/CAFETERIA","Jackson","5","Kansas City","250890","JA47130010800000000","SIMPLEX GRINNELL LP","PERMIT SERVICE INC","UNKNOWN","0",,"6401 PASEO
,  64131
(39.01128, -94.568034)"
"4541",,,"PASEO",,"11","29","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","1200","2769438","1047523","201218587","437","EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV",,"GATES PLAZA","Jackson","3","Kansas City Missouri","138058","JA30620170200000000","PROSPERITY ELECTRIC LLC","PROSPERITY ELECTRIC LLC",,,,"4541 PASEO
,  64110
(39.043612, -94.568087)"
"2201",,,"POPLAR","AVE","7","9","2013","Residential","Additions, Alterations, Repairs","NA","0","1000","2781526","1062670","201412919","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","3","KANSAS CITY","18756","JA28520370400000000","JUST PLUMBING KCMO LLC","PERMIT SERVICE","FREEDOM HOME INSPECTION SERVICE LLC","2201 POPLAR / N 35 FT LOT 36  CORBIN PLACE",,"2201 POPLAR AVE
,  64127
(39.085182, -94.525465)"
"8665",,"NW","PRAIRIE VIEW","RD","5","1","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","80000","2743016","1123392","201410062","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","DICK'S SPORTING GOODS-TF","Platte","2","Park Hill","222868","PL201012100004009000","WDS CONSTRUCTION INC","TED CAMPHOUSE","ZONA ROSA DEVELOPMENT LLC","SEC 12-51-34 NE1/4 NE1/4 ZONA ROSA 2ND PLAT LOT 1",,"8665 NW PRAIRIE VIEW RD
,  64153
(39.251047, -94.661901)"
"8458",,"NW","PRAIRIE VIEW","RD","2","17","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","6500","2742928","1122259","201021574","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 3RD PLAT","COMPLETE NUTRITION","Platte","2","Park Hill","225480","PL201012100001096000","MILLER PLUMBING COMPANY, INC.","PERMIT SERVICE, INC.",,"SEC 12-51-34 SE1/4 NE1/4 ZONA ROSA 3RD PLAT LOT 2 BLK 1",,"8458 NW PRAIRIE VIEW RD
,  64153
(39.248175, -94.661215)"
"504",,"E","PORTE CIMI PAS",,"5","20","2010","Residential","Additions, Alterations, Repairs","NA","0","2400","2764700","1020034","201110798","97","Existing One Or Two Family Residence",,"SINGLE FAMILY RESIDENCE","Jackson","6","Center","150369","JA48240020900000000","WILSON PLUMBING COMPANY","PERMIT SERVICE, INC.",,"504 E PORTE CIMI PAS          INDIAN VILLAGE LOT 10 BLK 32",,"504 E PORTE CIMI PAS
,  64131
(38.967871, -94.584418)"
"9550",,"NW","PRAIRIE VIEW","RD","8","28","2012","Non-Residential","New Construction","NA","0","5393","2741839","1128555","201315436","320","Industrial Buildings","TIFFANY SPRINGS AUTO PLAZA","RANDY REED DETAIL SHOP","Platte","2","Park Hill","214237","PL201001000000029000","JAYHAWK FIRE SPRINKLER CO INC","DAN OCHS",,,,"9550 NW PRAIRIE VIEW RD
,  64153
(39.266789, -94.665021)"
"7612",,"NW","PRAIRIE VIEW","RD","3","27","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","1200","2744158","1117015","201323774","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","PLATTE WOODS CENTER","BILLBOARD","Platte","2","Park Hill","222804","PL194018200004015000","BLUE SPRINGS ELECTRICAL SERVICE COMPANY","JERRY LE COUNT","LC HAMBURGERS INC","SEC 18-51-33 SW1/4 NW1/4 PLATTE WOODS CENTER LOT 2",,"7612 NW PRAIRIE VIEW RD
,  64151
(39.233938, -94.65871)"
"8325",,"N","PLATTE PURCHASE","DR","9","30","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","6200","2760235","1121114","201416904","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","KCPL NORTHLAND SERVICE CENTER SECOND PLA","KCP+L CHILLER UPGRADE","Clay","2","PLATTE COUNTY","252387","CL1320400020090001","LIPPERT MECHANICAL SERVICE CORP.","PERMIT SERVICE, INC","KANSAS CITY POWER & LIGHT CO","0",,"8325 N PLATTE PURCHASE DR
,  64118
(39.242988, -94.601009)"
"11400",,,"PENNSYLVANIA","AVE","9","27","2010","Residential","Additions, Alterations, Repairs","NA","0","400","2760174","1002860","201116105","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Center","156055","JA65340161700000000","SUSAN'S SERVICE COMPANY, L.L.C.","SUSAN EVANS",,,,"11400 PENNSYLVANIA AVE
,  64114
(38.920913, -94.600037)"
"9550",,"NW","PRAIRIE VIEW","RD","8","16","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","29677","2741839","1128555","201314890","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","TIFFANY SPRINGS AUTO PLAZA","RANDY REED DEALERSHIP, DETAIL SHOP","Platte","2","Park Hill","214237","PL201001000000029000","R/S ELECTRIC CORP.","JACK HONTZ",,,,"9550 NW PRAIRIE VIEW RD
,  64153
(39.266789, -94.665021)"
"8534",,"NW","PRAIRIE VIEW","RD","5","18","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","9200","2742908","1122641","201210665","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 3RD PLAT","IDEAL IMAGE T/F","Platte","2","Park Hill","225481","PL201012100001097000","KASTL PLUMBING, INC.","PERMIT SERVICE",,"R E TAYLOR CONSTRUCTION LLC",,"8534 NW PRAIRIE VIEW RD
,  64153
(39.249531, -94.661226)"
"13305",,,"PENNSYLVANIA","CT","5","27","2011","Residential","Additions, Alterations, Repairs","NA","0","680","2760037","990404","201211014","97","Existing One Or Two Family Residence","NEWCASTLE EIGHTH PLAT","SINGLE FAMILY","Jackson","6","Grandview","222580","JA66310073900000000","METRO MECHANICAL SERVICES","BRENT MORRIS",,"DOWNTOWN KANSAS CITY CIVIC VENTURES",,"13305 PENNSYLVANIA CT
,  64145
(38.886805, -94.600658)"
"7110",,"N","POLK","AVE","3","29","2010","Residential","New Construction","Single Family","1","175000","2749915","1113220","201023112","101","New Single Family Dwelling","OVERLAND RIDGE FIRST PLAT","SINGLE FAMILY RES M/P NEW MARK 201010576","Platte","2","Park Hill","240151","T885.29","NEW MARK HOMES, LLC","CRAIG ARCHER",,,,"7110 N POLK AVE
,  64151
(39.223844, -94.635912)"
"3500",,,"PASEO",,"2","1","2013","Residential","Additions, Alterations, Repairs","NA","0","2025","2769397","1054532","201321692","434","Existing - Residential Bldg-Addn-Alter-Conv",,"SQUARE PARK APARTMENTS","Jackson","3","Kansas City","134861","JA30120052300000000","JOHNSON'S CONSTRUCTION LLC","RICKY A JOHNSON","SQUIER PARK LIMITED PTP","3500-04 PASEO                 1321 E ARMOUR BLVD            SQUIRE PARK TOWNHOMES LOT 1",,"3500 PASEO
,  64109
(39.063086, -94.567082)"
"8804",,"NE","PAWPAW","DR","5","2","2012","Residential","New Construction","Single Family","0","5450","2796434","1143681","201310052","101","New Single Family Dwelling","HUNTERS GLEN NORTH SECOND PLAT","NEW SINGLE FAMILY","Clay","1","Liberty","233794","CL1061300160020001","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS",,,,"8804 NE PAWPAW DR
,  64157
(39.307272, -94.472709)"
"1",,"E","PERSHING","RD","10","9","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","79175","2764884","1061942","201317240","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"Westin pool and restroom renovations","Jackson","4","Kansas City","125060","JA29530241200000000","LYTLE CONSTRUCTION INC","JIM SINGLETON",,,,"1 E PERSHING RD
,  64108
(39.083995, -94.583523)"
"7100",,"NW","PRAIRIE VIEW","RD","5","7","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","7100","2745928","1113078","201310271","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"KMART ADA BARRIER REMEDIATION PROJECT","Platte","2","Park Hill","163084","PL194019200001001002","STANGER INDUSTRIES, INC.","PERMIT SERVICE",,,,"7100 NW PRAIRIE VIEW RD
,  64151
(39.224146, -94.651237)"
"11205",,"N","PENNSYLVANIA","AVE","4","23","2013","Residential","New Construction","Single Family","0","150","2764454","1140240","201325046","101","New Single Family Dwelling","BRISTOL NORTH-FOURTH PLAT","SINGLE FAMILY","Clay","2","North Kansas City","241208","CL0952000040380001","HUNT PLUMBING CO., INC.","JAMES B HUNT","SHOAL CREEK PARTNERS LLC","BRISTOL NORTH 4TH PLAT LT 97",,"11205 N PENNSYLVANIA AVE
,  64155
(39.298123, -94.586102)"
"4050",,,"PENNSYLVANIA","AVE","4","12","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","1700","2762557","1051099","201224012","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"SCHLEE HUBER LAW OFFICE FIRE PROTECTION","Jackson","4","Kansas City","131083","JA30340130401000000","BAMFORD FIRE SPRINKLER CO., INC.","B. J. NEWLIN",,,,"4050 PENNSYLVANIA AVE
,  64111
(39.054355, -94.592656)"
"11828",,"NW","PLAZA","CIR","6","22","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","1000","2736577","1144124","201312406","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"CELL TOWER SITE","Platte","2","Platte County","171739","PL176023000000010000","PORTER ELECTRICAL, L.L.C.","KRISTIN CAMPBELL",,,,"11828 NW PLAZA CIR
,  64153
(39.308636, -94.6839)"
"11209",,"N","PENNSYLVANIA","AVE","11","20","2012","Residential","New Construction","Single Family","0","5550","2764454","1140311","201318964","101","New Single Family Dwelling","BRISTOL NORTH-FOURTH PLAT","NEW SINGLE FAMILY","Clay","2","North Kansas City","241209","CL0952000040370001","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS",,,,"11209 N PENNSYLVANIA AVE
,  64155
(39.298324, -94.586096)"
"2641",,,"PARK","AVE","12","28","2012","Residential","Demolition","Single Family","1","0","2772884","1059855","201320320","645","Demolition - One-Family Dwelling",,"SINGLE FAMILY","Jackson","3","Kansas City","14811","JA29640302000000000","KAW VALLEY WRECKING, LLC","TOM LYNCH",,,,"2641 PARK AVE
,  64127"
"6320",,,"PROSPECT","AVE","5","13","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","47920","2772570","1035626","201410542","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"Bank of america","Jackson","5","Kansas City","105579","JA47140015000000000","SCHWEIGER CONSTRUCITON CO","STEVE BARTHOL","MIDWEST DIVISION RMC LLC","6310 PROSPECT AVE             REASEARCH MEDICAL CENTER      PRT OF LOT 2 DAF: BEG NE COR  OF LOT 3 SD SUB TH W 285 FT   TH N 255 FT TH W 140 FT TH N  45 FT TH E 425 FT TH S 300    FT TO POB",,"6320 PROSPECT AVE
,  64132
(39.01154, -94.556224)"
"9420",,"NW","PRAIRIE VIEW","RD","6","21","2012","Non-Residential","New Construction","NA","0","2100","2742187","1127788","201312315","327","Stores And Customer Service Buildings","TIFFANY SPRINGS AUTO PLAZA II","HARLEY DAVIDSON WORTH PARK, EVENTS RESTAURANT","Platte","2","Park Hill","220207","PL201001000000033000","ALLSTATE FIRE CO.","ED CUNNUNGHAM",,,,"9420 NW PRAIRIE VIEW RD
,  64153
(39.265515, -94.664092)"
"5701",,"N","POLK","DR","10","27","2010","Residential","Additions, Alterations, Repairs","NA","0","499","2750135","1103694","201117434","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Platte","2","Park Hill","166486","PL199029300005028000","ADT SECURITY SERVICES, INC.","LISA PARK",,,,"5701 N POLK DR
,  64151
(39.197611, -94.636378)"
"7667",,"NW","PRAIRIE VIEW","RD","11","13","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","50000","2744285","1116847","201418921","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","PLATTE WOODS CENTER-REPLAT","BATTAGLIA PROPERTIES LLC","Platte","2","PARK HILL","228724","PL194018200004007002","SUNSMART TECHNOLOGIES, LLC","HARMONY SOUDERS","RLH PRAIRIE VIEW LLC","SEC 18-51-33 SW1/4 NW1/4 PLATTE WOODS CENTER-REPLAT LOT 2-A",,"7667 NW PRAIRIE VIEW RD
,  64151
(39.23317, -94.658526)"
"8734",,"NW","PRAIRIE VIEW","RD","7","15","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","10000","2742011","1123627","201213029","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","LIMITED STORE AT ZONA ROSA","Platte","2","Park Hill","222869","PL201012100005001000","RIDEN SERVICE COMPANY","PERMIT SERVICE INC",,,,"8734 NW PRAIRIE VIEW RD
,  64153
(39.252637, -94.663425)"
"1420",,,"PROSPECT","AVE","11","27","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","10000","2773999","1066471","201319164","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"RUSSELL'S CAR WASH","Jackson","3","Kansas City","12324","JA29140170800000000","SHAW ELECTRIC CO.","PERMIT SERVICE",,,,"1420 PROSPECT AVE
,  64127
(39.095426, -94.551595)"
"3901",,,"PROSPECT","AVE","2","3","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","2000","2773559","1051786","201221071","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"PICK-N-SAVE KITCHEN T/F","Jackson","3","Kansas City","29847","JA31330080300000000","IDEAL ELECTRIC","SCOTT GIBSON",,,,"3901 PROSPECT AVE
,  64130
(39.055237, -94.553597)"
"1601",,"NW","PLATTE","RD","11","18","2010","Non-Residential","New Construction","NA","0","3967","2760331","1092298","201118388","324","Office, Bank And Professional Buildings","BRIARCLIFF PROFESSIONAL PLAZA 3AC","SOCIAL SECURITY ADMINISTRATION (SSA) IVT STUDIO AT BRIARCLIFF","Clay","2","North Kansas City","254776","CL1720400010030201","AEGIS FIRE PROTECTION, LLC","MIKE BUTLER",,,,"1601 NW PLATTE RD
,  64116
(39.16703, -94.600555)"
"7146",,,"PENNSYLVANIA","AVE","9","24","2013","Residential","Additions, Alterations, Repairs","NA","0","8081","2761312","1030971","201416577","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","KANSAS CITY","110601","JA47440031400000000","ANTHONY PLUMBING, HEATING & COOLING","SUSAN HAMRICK","DECKER LORENA ANNETTE","7146 PENNSYLVANIA             NORWALDO LOT 63",,"7146 PENNSYLVANIA AVE
,  64114
(38.9981, -94.59619)"
"805",,,"PENNSYLVANIA","AVE","2","28","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","326500","2762960","1069870","201121918","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"STATE STREET CORPORATION OFFICE","Jackson","4","Kansas City","122905","JA29310183200000000","CAPITAL ELECTRIC CONSTRUCTION COMPANY, INC.","PERMIT SERVICE, INC.",,"UNKNOWN",,"805 PENNSYLVANIA AVE
,  64105
(39.104783, -94.590956)"
"8665",,"NW","PRAIRIE VIEW","RD","5","12","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","40104","2743016","1123392","201110450","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","DICK'S SPORTING GOODS STORE # 118, FOOTWEAR DEPT.   (ZONA ROSA 2ND PLAT, LOT 1)","Platte","2","Park Hill","222868","PL201012100004009000","SIMPLEX GRINNELL LP","PERMIT SERVICES INC.",,"SEC 12-51-34 NE1/4 NE1/4 ZONA ROSA 2ND PLAT LOT 1",,"8665 NW PRAIRIE VIEW RD
,  64153
(39.251047, -94.661901)"
"8680",,"NW","PRAIRIE VIEW","RD","3","13","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","1194","2742695","1123287","201323152","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 2ND PLAT","JUICY'S FIRE PROTECTION","Platte","2","Park Hill","254925","PL201012100005005001","JAYHAWK FIRE SPRINKLER CO INC","DREW ROBBINS","#N/A","#N/A",,"8680 NW PRAIRIE VIEW RD
,  64153
(39.251515, -94.662336)"
"8944",,"NE","PAWPAW","DR","12","15","2010","Residential","New Construction","Single Family","0","5270","2797584","1142966","201119450","101","New Single Family Dwelling","HUNTERS GLEN NORTH SECOND PLAT","SINGLE FAMILY","Clay","1","Liberty","233904","CL1061300070030001","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS",,,,"8944 NE PAWPAW DR
,  64157
(39.305255, -94.468699)"
