"number","fraction","prefix","street","suffix","full_address","zip","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","address","applicant_name","applicant_representative","legal"
"7505",,"E","100TH","ST","7505 E 100TH ST","64134","10","8","2014","Residential","Additions, Alterations, Repairs","NA","0","$   48","2788017","1010623","201518194","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70290","JA50920051600000000","7505 E 100TH ST","ADT LLC","JUANITA FARR","7505 E 100TH ST / LOT 56      BANNISTER SLOPES 2ND PLAT"
"7508",,"E","100TH","ST","7508 E 100TH ST","64134","1","8","2013","Residential","Additions, Alterations, Repairs","NA","0","$   1,918","2788095","1010767","201320588","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","70300","JA50920021300000000","7508 E 100TH ST","BUILDING CONTROL SOLUTIONS, LLC","CHERYL MORTON","7508 E 100TH ST / LOT 66      BANNISTER SLOPES 2ND PLAT"
"7517",,"E","100TH","ST","7517 E 100TH ST","64134","10","22","2010","Residential","Additions, Alterations, Repairs","NA","0","$   2,927","2788219","1010651","201117229","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Hickman Mills","70287","JA50920051300000000","7517 E 100TH ST","AB MAY COMPANY","JESSICA DICKSON","7517 E 100TH ST / LOT 53      BANNISTER SLOPES 2ND PLAT"
"7517",,"E","100TH","ST","7517 E 100TH ST","64134","2","15","2013","Residential","Additions, Alterations, Repairs","NA","0","$   99","2788219","1010651","201322274","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","70287","JA50920051300000000","7517 E 100TH ST","ADT SECURITY SERVICES, INC.","JUANITA FARR","7517 E 100TH ST / LOT 53      BANNISTER SLOPES 2ND PLAT"
"7600",,"E","100TH","ST","7600 E 100TH ST","64134","10","2","2014","Residential","Additions, Alterations, Repairs","NA","0","$   1,200","2788378","1010794","201517887","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70304","JA50920021700000000","7600 E 100TH ST","DG ELECTRIC, LLC","DONAVAN GINNINGS","7600 E 100TH ST / LOT 70      BANNISTER SLOPES 2ND PLAT"
"7608",,"E","100TH","ST","7608 E 100TH ST","64134","10","26","2015","Residential","Additions, Alterations, Repairs","NA","0","$   1,556","2788518","1010788","201619263","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70306","JA50920021900000000","7608 E 100TH ST","A.B. MAY COMPANY","ELYSE BASS","7608 E 100TH ST / BANNISTER   SLOPES 2ND PLAT LOT 72"
"7608",,"E","100TH","ST","7608 E 100TH ST","64134","8","14","2017","Residential","Additions, Alterations, Repairs","NA","0","$   2,900","2788518","1010788","201816085","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70306","JA50920021900000000","7608 E 100TH ST","BOB HAMILTON PLUMBING HEATING & A/C","TIFFANY FLING","7608 E 100TH ST / BANNISTER   SLOPES 2ND PLAT LOT 72"
"7613",,"E","100TH","ST","7613 E 100TH ST","64134","7","23","2010","Residential","Additions, Alterations, Repairs","NA","0","$   100","2788576","1010638","201113431","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Hickman Mills","70282","JA50920050800000000","7613 E 100TH ST","SAFELINK SECURITY INC.","KELLY SMITH","7613 E 100TH ST / LOT 48      BANNISTER SLOPES 2ND PLAT"
"7613",,"E","100TH","ST","7613 E 100TH ST","64134","9","14","2010","Residential","Additions, Alterations, Repairs","NA","0","$   1,200","2788576","1010638","201115602","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Hickman Mills","70282","JA50920050800000000","7613 E 100TH ST","JOE KILOWATT INC.","PERMIT SERVICE, INC","7613 E 100TH ST / LOT 48      BANNISTER SLOPES 2ND PLAT"
"7613",,"E","100TH","ST","7613 E 100TH ST","64134","9","21","2010","Residential","Additions, Alterations, Repairs","NA","0","$   671","2788576","1010638","201115874","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Hickman Mills","70282","JA50920050800000000","7613 E 100TH ST","AARON'S SERVICES, LLC","KELLY STUFFLEBEAN","7613 E 100TH ST / LOT 48      BANNISTER SLOPES 2ND PLAT"
"7613",,"E","100TH","ST","7613 E 100TH ST","64134","1","28","2011","Residential","Additions, Alterations, Repairs","NA","0","$   1,600","2788576","1010638","201120910","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","70282","JA50920050800000000","7613 E 100TH ST","ABRAHAM HEATING & COOLING L.L.C.","DAN GARTH","7613 E 100TH ST / LOT 48      BANNISTER SLOPES 2ND PLAT"
"7616",,"E","100TH","ST","7616 E 100TH ST","64134","2","17","2012","Residential","Additions, Alterations, Repairs","NA","0","$   7,000","2788649","1010746","201221606","97","Existing One Or Two Family Residence",,"SINGLE FAMILY RESIDENCE","Jackson","5","Hickman Mills","70308","JA50920022100000000","7616 E 100TH ST","KIMBROUGH ROOFING INC","SANDRA KIMBROUGH","7616 E 100TH ST / BANNISTER   SLOPES 2ND PLAT LOT 74"
"7616",,"E","100TH","ST","7616 E 100TH ST","64134","8","18","2017","Residential","Additions, Alterations, Repairs","NA","0","$   1,537","2788660","1010782","201816459","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70308","JA50920022100000000","7616 E 100TH ST","MORTAN MAN LLC","PAUL MORTON","7616 E 100TH ST / BANNISTER   SLOPES 2ND PLAT LOT 74"
"7620",,"E","100TH","ST","7620 E 100TH ST","64134","12","15","2014","Residential","Additions, Alterations, Repairs","NA","0","$   147","2788731","1010778","201521762","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70309","JA50920022200000000","7620 E 100TH ST","ADT LLC","JUANITA FARR","7620 E 100TH ST               BANNISTER SLOPES 2ND PLAT     LOT 75"
"7701",,"E","100TH","ST","7701 E 100TH ST","64134","2","10","2014","Residential","Additions, Alterations, Repairs","NA","0","$   627","2788784","1010588","201422124","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70279","JA50920050500000000","7701 E 100TH ST","A.B. MAY COMPANY","JOY YENZER","7701 E 100TH ST               BANNISTER SLOPES 2ND ADD      LOT 45"
"8001",,"E","100TH","ST","8001 E 100TH ST","64134","7","18","2017","Residential","Additions, Alterations, Repairs","NA","0","$   2,300","2789512","1010552","201814594","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70189","JA50920042200000000","8001 E 100TH ST","SIMMONS ELECTRICAL","PAUL SIMMONS","8001 E 100TH ST               BANNISTER ACRES LOT 156 EXC   E 52.50 FT"
"8005",,"E","100TH","ST","8005 E 100TH ST","64134","2","24","2010","Residential","Additions, Alterations, Repairs","NA","0","$   499","2789655","1010585","201021811","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Hickman Mills","70191","JA50920042100000000","8005 E 100TH ST","BROADVIEW SECURITY, INC.","LISA PARK","8005 E 100TH ST               BANNISTER ACRES LOT 157 EXC   W 12 FT"
"8005",,"E","100TH","ST","8005 E 100TH ST","64134","12","30","2015","Residential","Additions, Alterations, Repairs","NA","0","$   900","2789656","1010547","201622561","97","Existing One Or Two Family Residence",,"SINGLE FAMILY PLUMBING","Jackson","5","HICKMAN MILLS","70191","JA50920042100000000","8005 E 100TH ST","B & L PLUMBING SERVICE, INC.","KERRI CLAYTON","8005 E 100TH ST               BANNISTER ACRES LOT 157 EXC   W 12 FT"
"8005",,"E","100TH","ST","8005 E 100TH ST","64134","8","30","2016","Residential","Additions, Alterations, Repairs","NA","0","$   4,200","2789656","1010547","201716415","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70191","JA50920042100000000","8005 E 100TH ST","BOB HAMILTON PLUMBING HEATING & A/C","TIFFANY FLING","8005 E 100TH ST               BANNISTER ACRES LOT 157 EXC   W 12 FT"
"8005",,"E","100TH","ST","8005 E 100TH ST","64134","4","5","2017","Residential","Additions, Alterations, Repairs","NA","0","$   73","2789656","1010547","201727644","97","Existing One Or Two Family Residence",,"SINGLE FAMILY /  ELECTRICAL","Jackson","5","HICKMAN MILLS","70191","JA50920042100000000","8005 E 100TH ST","ADT LLC","JUANITA FARR","8005 E 100TH ST               BANNISTER ACRES LOT 157 EXC   W 12 FT"
"8015",,"E","100TH","ST","8015 E 100TH ST","64134","1","8","2016","Residential","Additions, Alterations, Repairs","NA","0","$   5,000","2789873","1010538","201622900","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70193","JA50920040400000000","8015 E 100TH ST","WILSON HOME RESTORATION, LLC","JOSH WILSON","8015 E 100TH ST / LOT 159     BANNISTER ACRES"
"8015",,"E","100TH","ST","8015 E 100TH ST","64134","1","19","2016","Residential","Additions, Alterations, Repairs","NA","0","$   300","2789873","1010538","201623272","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70193","JA50920040400000000","8015 E 100TH ST","TRI-COUNTY PLUMBING, LLC","FRANKIE MEINERSHAGEN","8015 E 100TH ST / LOT 159     BANNISTER ACRES"
"8015",,"E","100TH","ST","8015 E 100TH ST","64134","1","22","2016","Residential","Additions, Alterations, Repairs","NA","0","$   6,000","2789873","1010538","201623561","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70193","JA50920040400000000","8015 E 100TH ST","ARROW CIRCLE ELECTRIC, INC.","ANTHONY HALLORAN","8015 E 100TH ST / LOT 159     BANNISTER ACRES"
"8101",,"E","100th","St","8101 E 100th St","64134","7","16","2018","Residential","Additions, Alterations, Repairs","NA","0","$   1,800","2789985","1010534","CPEP-201834581","0",,"BANNISTER ACRES","SINGLE FAMILY","Jackson","5","HICKMAN MILLS","70194","JA50920040300000000","8101 E 100th St","FULTON ELECTRIC","DANIEL FULTON","ERROR: #N/A"
"404",,"NE","100TH","ST","404 NE 100TH ST",,"12","11","2014","Residential","New Construction","Single Family","1","$   265,000","2767011","1131682","201521652","101","New Single Family Dwelling","URBAN NORTH","NEW SINGLE FAMILY","Clay","2","NORTH KANSAS CITY","258569","T3471.1","404 NE 100TH ST","OWEN HOMES LLC","LUKE OWEN","URBAN NORTH LT 1"
"404",,"NE","100TH","ST","404 NE 100TH ST",,"12","19","2014","Residential","New Construction","Single Family","0","$   6,500","2767011","1131682","201522086","101","New Single Family Dwelling","URBAN NORTH","NEW SINGLE FAMILY","Clay","2","NORTH KANSAS CITY","258569","T3471.1","404 NE 100TH ST","MINDER PLUMBING, INC.","PERMIT SERVICE, INC","URBAN NORTH LT 1"
"404",,"NE","100TH","ST","404 NE 100TH ST",,"2","23","2015","Residential","New Construction","Single Family","0","$   3,500","2767011","1131682","201524827","101","New Single Family Dwelling","URBAN NORTH","NEW SINGLE FAMILY","Clay","2","NORTH KANSAS CITY","258569","T3471.1","404 NE 100TH ST","UNITED HEATING & COOLING, INC.","ASHLEY FINDLEY","URBAN NORTH LT 1"
"404",,"NE","100TH","ST","404 NE 100TH ST",,"3","9","2015","Residential","New Construction","Single Family","0","$   4,000","2767011","1131682","201525559","101","New Single Family Dwelling","URBAN NORTH","NEW SINGLE FAMILY","Clay","2","NORTH KANSAS CITY","258569","T3471.1","404 NE 100TH ST","LUCAS ELECTRIC LLC","LUCAS BORNTREGER","URBAN NORTH LT 1"
"503",,"NE","100TH","ST","503 NE 100TH ST",,"11","2","2015","Residential","New Construction","Single Family","1","$   260,000","2767339","1131517","201619657","101","New Single Family Dwelling","URBAN NORTH","SINGLE FAMILY","Clay","2","NORTH KANSAS CITY","258591","CL0991800030220001","503 NE 100TH ST","OWEN HOMES LLC","LUKE OWEN","URBAN NORTH LT 23"
"503",,"NE","100TH","ST","503 NE 100TH ST",,"2","1","2016","Residential","New Construction","Single Family","0","$   6,500","2767339","1131517","201624071","101","New Single Family Dwelling","URBAN NORTH","SINGLE FAMILY","Clay","2","NORTH KANSAS CITY","258591","CL0991800030220001","503 NE 100TH ST","MINDER PLUMBING, INC.","PERMIT SERVICE, INC","URBAN NORTH LT 23"
"503",,"NE","100TH","ST","503 NE 100TH ST",,"4","26","2016","Residential","New Construction","Single Family","0","$   3,500","2767340","1131518","201628674","101","New Single Family Dwelling","URBAN NORTH","SINGLE FAMILY","Clay","2","NORTH KANSAS CITY","258591","CL0991800030220001","503 NE 100TH ST","UNITED HEATING & COOLING, INC.","ASHLEY FINDLEY","URBAN NORTH LT 23"
"503",,"NE","100TH","ST","503 NE 100TH ST",,"5","16","2016","Residential","New Construction","Single Family","0","$   2,300","2767340","1131518","201710786","101","New Single Family Dwelling","URBAN NORTH","SINGLE FAMILY","Clay","2","NORTH KANSAS CITY","258591","CL0991800030220001","503 NE 100TH ST","LUCAS ELECTRIC LLC","LUCAS BORNTREGER","URBAN NORTH LT 23"
"503",,"NE","100TH","ST","503 NE 100TH ST","64155","2","23","2018","Residential","Additions, Alterations, Repairs","NA","0","$   2,000","2767339","1131517","201826413","97","Existing One Or Two Family Residence","URBAN NORTH","SINGLE FAMILY","Clay","2","NORTH KANSAS CITY","258591","CL0991800030220001","503 NE 100TH ST","DANIEL MONNIN",,"ERROR: #N/A"
"503",,"NE","100TH","ST","503 NE 100TH ST","64155","2","23","2018","Residential","Additions, Alterations, Repairs","NA","0","$   1,000","2767339","1131517","201826415","97","Existing One Or Two Family Residence","URBAN NORTH","SINGLE FAMILY","Clay","2","NORTH KANSAS CITY","258591","CL0991800030220001","503 NE 100TH ST","DANIEL MONNIN",,"ERROR: #N/A"
"504",,"NE","100th","St","504 NE 100th St","64155","6","25","2019","Residential","New Construction","Single Family","1","$   370,000","2767481","1131698","CPBR-2019-00931","101","New Single Family Dwelling",,"Single Family","Clay","2","NORTH KANSAS CITY","258570","CL0991800210140001","504 NE 100th St","Owen Homes LLC","Owen Homes","URBAN NORTH LT 2"
"504",,"NE","100th","St","504 NE 100th St","64155","7","12","2019","Residential","New Construction","Single Family","0","$   6,500","2767481","1131698","CPPR-2019-01524","101","New Single Family Dwelling",,"new s/f","Clay","2","NORTH KANSAS CITY","258570","CL0991800210140001","504 NE 100th St","MINDER PLUMBING, INC.",,"URBAN NORTH LT 2"
"504",,"NE","100th","St","504 NE 100th St","64155","9","19","2019","Residential","Additions, Alterations, Repairs","NA","0","$   14,400","2767481","1131698","CPMR-2019-02253","97","Existing 1 or 2 Family Residence",,"New Single Family","Clay","2","NORTH KANSAS CITY","258570","CL0991800210140001","504 NE 100th St","BUCKNER'S HEATING & COOLING, CO.",,"URBAN NORTH LT 2"
"504",,"NE","100th","St","504 NE 100th St","64155","10","22","2019","Residential","Additions, Alterations, Repairs","NA","0","$   2,500","2767481","1131698","CPER-2019-04963","97","Existing 1 or 2 Family Residence",,"Existing Single Family","Clay","2","NORTH KANSAS CITY","258570","CL0991800210140001","504 NE 100th St","LUCAS ELECTRIC","LUCAS BORNTREGER","URBAN NORTH LT 2"
"602",,"NE","100th","St","602 NE 100th St","64155","5","13","2019","Residential","New Construction","Single Family","1","$   330,000","2767541","1131697","CPBR-2019-00682","101","New Single Family Dwelling",,"Single Family","Clay","2","NORTH KANSAS CITY","258571","CL0991800210130001","602 NE 100th St","Owen Homes LLC","Owen Homes","URBAN NORTH LT 3"
"602",,"NE","100th","St","602 NE 100th St","64155","7","9","2019","Residential","New Construction","Single Family","0","$   6,500","2767541","1131697","CPPR-2019-01480","101","New Single Family Dwelling",,"new s/f","Clay","2","NORTH KANSAS CITY","258571","CL0991800210130001","602 NE 100th St","MINDER PLUMBING, INC.",,"URBAN NORTH LT 3"
"602",,"NE","100th","St","602 NE 100th St","64155","8","26","2019","Residential","New Construction","Single Family","0","$   12,200","2767541","1131697","CPMR-2019-02064","101","New Single Family Dwelling",,"New Single Family","Clay","2","NORTH KANSAS CITY","258571","CL0991800210130001","602 NE 100th St","BUCKNER'S HEATING & COOLING, CO.",,"URBAN NORTH LT 3"
"602",,"NE","100th","St","602 NE 100th St","64155","10","12","2019","Residential","Additions, Alterations, Repairs","NA","0","$   2,500","2767541","1131697","CPER-2019-04790","97","Existing 1 or 2 Family Residence",,,"Clay","2","NORTH KANSAS CITY","258571","CL0991800210130001","602 NE 100th St",,"LUCAS BORNTREGER","URBAN NORTH LT 3"
"606",,"NE","100th","St","606 NE 100th St","64155","1","8","2019","Residential","New Construction","Single Family","1","$   385,000","2767601","1131697","CPBR-2019-00033","101","New Single Family Dwelling",,"New single family","Clay","2","NORTH KANSAS CITY","258572","CL0991800210120001","606 NE 100th St","Owen Homes LLC","Owen Homes","URBAN NORTH LT 4"
"606",,"NE","100th","St","606 NE 100th St","64155","3","5","2019","Residential","New Construction","Single Family","0","$   6,500","2767601","1131697","CPPR-2019-00448","101","New Single Family Dwelling",,"new S/F","Clay","2","NORTH KANSAS CITY","258572","CL0991800210120001","606 NE 100th St","MINDER PLUMBING, INC.",,"URBAN NORTH LT 4"
"606",,"NE","100th","St","606 NE 100th St","64155","6","21","2019","Residential","New Construction","Single Family","0","$   12,200","2767601","1131697","CPMR-2019-01391","101","New Single Family Dwelling",,"New Single Family","Clay","2","NORTH KANSAS CITY","258572","CL0991800210120001","606 NE 100th St","BUCKNER'S HEATING & COOLING, CO.",,"URBAN NORTH LT 4"
"606",,"NE","100th","St","606 NE 100th St","64155","7","17","2019","Residential","New Construction","Single Family","0","$   6,000","2767601","1131697","CPER-2019-03255","101","New Single Family Dwelling",,"New single family","Clay","2","NORTH KANSAS CITY","258572","CL0991800210120001","606 NE 100th St","LUCAS ELECTRIC","Lucas Borntreger","URBAN NORTH LT 4"
"607",,"NE","100TH","ST","607 NE 100TH ST","64155","12","14","2017","Residential","New Construction","Single Family","1","$   191,165","2767740","1131517","201822895","101","New Single Family Dwelling","URBAN NORTH","NEW SINGLE FAMILY","Clay","2","NORTH KANSAS CITY","258589","CL0991800030200001","607 NE 100TH ST","OWEN HOMES LLC","OWEN HOMES LLC","ERROR: #N/A"
"607",,"NE","100TH","ST","607 NE 100TH ST","64155","1","22","2018","Residential","New Construction","Single Family","0","$   6,500","2767740","1131517","201824666","101","New Single Family Dwelling","URBAN NORTH","NEW SINGLE FAMILY","Clay","2","NORTH KANSAS CITY","258589","CL0991800030200001","607 NE 100TH ST","MINDER PLUMBING, INC.","PERMIT SERVICE, INC","ERROR: #N/A"
"607",,"NE","100TH","ST","607 NE 100TH ST","64155","4","16","2018","Residential","New Construction","Single Family","0","$   10,000","2767740","1131517","201829310","101","New Single Family Dwelling","URBAN NORTH","NEW SINGLE FAMILY","Clay","2","NORTH KANSAS CITY","258589","CL0991800030200001","607 NE 100TH ST","DELTA T HEATING & COOLING LLC","DELTA T HEATING & COOLING LLC","ERROR: #N/A"
"607",,"NE","100TH","ST","607 NE 100TH ST","64155","4","20","2018","Residential","New Construction","Single Family","0","$   10,000","2767740","1131517","201829671","101","New Single Family Dwelling","URBAN NORTH","NEW SINGLE FAMILY","Clay","2","NORTH KANSAS CITY","258589","CL0991800030200001","607 NE 100TH ST","LIGHTNING ELECTRIC, LLC","DUSTIN WILLIAMS","ERROR: #N/A"
