"fiscal_year","service","department","program","expense_category","posted_at_fund_name","fund_type","budget_object_name","expense_type","byproposed_submitted_budget_2017_18_budget_data","byadopted_adopted_budget_2017_18_budget_data"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","7200","7200"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Consultant Services","Operating Expense","15000","15000"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","General Fund","Tax Supported Funds","Consultant Services","Operating Expense","100000","100000"
"2018","Finance and Governance","Law","Corporate Legal Services","Contractual Services","Street Car ","Tax Supported Funds","Legal Services","Operating Expense","5000","5000"
"2018","Finance and Governance","Law","Corporate Legal Services","Personal Services","General Fund","Tax Supported Funds","Emp Charged-Out","Personnel Cost","-1228728","-1228728"
"2018","Finance and Governance","Law","Corporate Legal Services","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","2289","2289"
"2018","Finance and Governance","Law","Corporate Legal Services","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","209731","209731"
"2018","Finance and Governance","Law","Corporate Legal Services","Personal Services","General Fund","Tax Supported Funds","Management Automobile Allowanc","Personnel Cost","15501","15501"
"2018","Finance and Governance","Law","Corporate Legal Services","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","162912","162912"
"2018","Finance and Governance","Law","Corporate Legal Services","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","273670","273670"
"2018","Finance and Governance","Law","Corporate Legal Services","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","2129566","2129566"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Commodities","Domestic Violence Shelter Operations","Tax Supported Funds","Gen.Office Supplies","Operating Expense","3500","3500"
"2018","Public Safety","Police","Administration Bureau","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","74","74"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Contractual Services","Domestic Violence Shelter Operations","Tax Supported Funds","Printing-Duplicating-Multilith","Operating Expense","800","800"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Contractual Services","Domestic Violence Shelter Operations","Tax Supported Funds","Traveling Expenses-Non Local","Operating Expense","4200","4200"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Contractual Services","Domestic Violence Shelter Operations","Tax Supported Funds","Postage","Operating Expense","2000","2000"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Contractual Services","Domestic Violence Shelter Operations","Tax Supported Funds","Automobile Allowance","Operating Expense","200","200"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Contractual Services","Domestic Violence Shelter Operations","Tax Supported Funds","Training Svs/Registrations","Operating Expense","4000","4000"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Personal Services","Domestic Violence Shelter Operations","Tax Supported Funds","Emp Charged-Out","Personnel Cost","-201654","-201654"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Personal Services","Domestic Violence Shelter Operations","Tax Supported Funds","Emp Charged-In","Personnel Cost","120654","120654"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Personal Services","Domestic Violence Shelter Operations","Tax Supported Funds","Emp Charged-In","Personnel Cost","81000","81000"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Personal Services","Domestic Violence Shelter Operations","Tax Supported Funds","Life Insurance","Personnel Cost","303","303"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Personal Services","Domestic Violence Shelter Operations","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","28916","28916"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Personal Services","Domestic Violence Shelter Operations","Tax Supported Funds","FICA Benefits-City","Personnel Cost","22430","22430"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Personal Services","Domestic Violence Shelter Operations","Tax Supported Funds","Employee Pension","Personnel Cost","23829","23829"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Personal Services","Domestic Violence Shelter Operations","Tax Supported Funds","Wages-Contract Employees","Personnel Cost","35765","35765"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Personal Services","Domestic Violence Shelter Operations","Tax Supported Funds","Wages-Reg Part Time Employees","Personnel Cost","72017","72017"
"2018","Finance and Governance","Law","Domestic Violence Court Program","Personal Services","Domestic Violence Shelter Operations","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","185426","185426"
"2018","Finance and Governance","Law","Legal - Collections","Contractual Services","General Fund","Tax Supported Funds","Dues And Memberships","Operating Expense","3000","3000"
"2018","Finance and Governance","Law","Legal - Collections","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","8000","8000"
"2018","Finance and Governance","Law","Legal - Collections","Contractual Services","General Fund","Tax Supported Funds","Court Costs & Legal Services","Operating Expense","140000","140000"
"2018","Finance and Governance","Law","Legal - Collections","Personal Services","General Fund","Tax Supported Funds","Emp Charged-Out","Personnel Cost","-91793","-91793"
"2018","Finance and Governance","Law","Legal - Collections","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","615","615"
"2018","Finance and Governance","Law","Legal - Collections","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","94879","94879"
"2018","Finance and Governance","Law","Legal - Collections","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","43742","43742"
"2018","Finance and Governance","Law","Legal - Collections","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","73481","73481"
"2018","Finance and Governance","Law","Legal - Collections","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","571794","571794"
"2018","Finance and Governance","Law","Municipal Court Prosecution","Contractual Services","General Fund","Tax Supported Funds","Dues And Memberships","Operating Expense","17000","17000"
"2018","Finance and Governance","Law","Municipal Court Prosecution","Contractual Services","General Fund","Tax Supported Funds","Rent Of Office Equipment","Operating Expense","446","446"
"2018","Finance and Governance","Law","Municipal Court Prosecution","Contractual Services","General Fund","Tax Supported Funds","Automobile Allowance","Operating Expense","2000","2000"
"2018","Finance and Governance","Law","Municipal Court Prosecution","Contractual Services","General Fund","Tax Supported Funds","Training Svs/Registrations","Operating Expense","3000","3000"
"2018","Finance and Governance","Law","Municipal Court Prosecution","Personal Services","General Fund","Tax Supported Funds","Life Insurance","Personnel Cost","1027","1027"
"2018","Finance and Governance","Law","Municipal Court Prosecution","Personal Services","General Fund","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","180047","180047"
"2018","Finance and Governance","Law","Municipal Court Prosecution","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","73052","73052"
