"parcel_number","property_class","property_status","inventory_type","zoned_as","address1","city","state","postal_code","county","neighborhood","council_district","sold_date","school_district","potential_use","demo_needed","market_value_year","market_value","square_footage","property_condition","structure_square_footage","number_of_bedrooms","number_of_full_baths","date_evaluated","location"
"JA30130043800000000","Residential Vacant","Acquired","Land Bank","R-2.5","3912 FLORA AVE","KANSAS CITY","MO","64110","Jackson","Ivanhoe Southwest","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","8850.0","3942.596215","Vacant lot or land - usable",,,,"2013-12-26T00:00:00.000","POINT (-94.56636 39.0554)"
"JA46220062200000000","Residential Vacant","Acquired","Land Bank","R-2.5","5900 CYPRESS PL","KANSAS CITY","MO","64130","JACKSON","Swope Parkway-Elmwood","5th",,"KANSAS CITY MISSOURI 110",,"true","2019","6350.0","6004.315417","Vacant lot or land - usable",,,,,"POINT (-94.533631 39.018331)"
"JA31340130900000000","Residential Improved","Disposed","Land Bank","R-2.5","4016 MERSINGTON AVE","KANSAS CITY","MO","64130","JACKSON","Vineyard Northwest","3rd","2019-08-06T00:00:00.000","KANSAS CITY MISSOURI 110",,"false","2015","15518.0","4217.043854","Structure - fair condition",,,"1",,"POINT (-94.538748 39.052276)"
"JA29740241900000000","Residential Vacant","Disposed","Land Bank","R-2.5","1812 E 34th St","Kansas City","MO","64109","Jackson","Key Coalition","3rd","2015-08-06T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","120.0","1382.39941","Vacant lot or land - usable",,,,"2014-02-12T00:00:00.000","POINT (-94.561728 39.064722)"
"JA28930253300000000","Residential Improved","Disposed","Land Bank","R-2.5","3422 INDIANA AVE","KANSAS CITY","MO","64128","Jackson","Oak Park Northwest","3rd","2017-04-13T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","true","2012","22760.0","4674.312708","Structure - fair condition",,,,,"POINT (-94.54395 39.06329)"
"JA46930111500000000","Residential Vacant","Acquired","Land Bank","R-6","8022 South Benton St","Kansas City","MO","64132","Jackson","Marlborough East","5th",,"Center 120",,"false","2019","10950.0","5838.882361","Vacant lot or land - little or no use",,,,,"POINT (-94.554249 38.980936)"
"JA28440012900000000","Commercial Vacant","Disposed","Land Bank","B3-2","2302 Jackson Ave","Kansas City","MO","64127","Jackson","East Community Team South","3rd","2014-12-22T00:00:00.000","Kansas City Missouri 110","Assemblage","false","2012","4534.0","4124.599375","Vacant lot or land - usable",,,,,"POINT (-94.533739 39.083572)"
"JA31720061100000000","Residential Vacant","Disposed","Land Bank","R-7.5","5810 E 52nd Ter","Kansas City","MO","64129","Jackson","Brown Estates","5th","2015-03-31T00:00:00.000","Raytown 150","Infill construction","false","2012","6000.0","20055.44816","Vacant lot or land - usable",,,,"2014-01-29T00:00:00.000","POINT (-94.512764 39.029624)"
"JA13840132200000000","Residential Vacant","Acquired","Land Bank","R-2.5","5706 Smart Ave","Kansas City","MO","64123","Jackson","South Indian Mound","4th",,"Kansas City Missouri 110","Side Yard","false","2019","5500.0","2242.515","Vacant lot or land - usable",,,,,"POINT (-94.514915 39.108733)"
"JA31940111300000000","Residential Vacant","Acquired","Land Bank","R-2.5","5726 Mersington Ave","KANSAS CITY","MO","64130","JACKSON","Swope Parkway-Elmwood","5th",,"KANSAS CITY MISSOURI 110","Assemblage, Infill construction, Urban Agriculture","false","2019","9150.0","7398.6","Vacant lot or land - usable",,,,,"POINT (-94.540464 39.021294)"
"JA31520151700000000","Residential Improved","Disposed","Land Bank","R-2.5","4812 E 45th St","Kansas City","MO","64130","Jackson","Vineyard","3rd","2016-01-05T00:00:00.000","Kansas City Missouri 110","Affordable Housing","true","2012","9484.0","7603.934306","Structure - fair condition","1320","2","1","2014-01-13T00:00:00.000","POINT (-94.528294 39.043703)"
"JA28130313600000000","Residential Vacant","Acquired","Land Bank","R-2.5","6212 E 17th St","Kansas City","MO","64126","Jackson","East Blue Valley","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","4050.0","8730.49663194","Vacant lot or land - usable",,,,,"POINT (-94.509718 39.090218)"
"JA31330052700000000","Residential Vacant","Acquired","Land Bank","R-2.5","3936 Agnes Ave","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","2800.0","5414.239583","Vacant lot or land - usable",,,,,"POINT (-94.549055 39.053931)"
"JA46320042200000000","Residential Improved","Disposed","Land Bank","R-2.5","5938 Agnes Ave","Kansas City","MO","64130","Jackson","South Town Fork Creek","5th","2018-06-15T00:00:00.000","Kansas City Missouri 110","Affordable Housing","false","2012","26646.0","8236.332847","Structure - fair condition",,"3","1","2014-01-20T00:00:00.000","POINT (-94.551231 39.01789)"
"JA28420182300000000","Residential Vacant","Disposed","Land Bank","R-2.5","1919 KANSAS AVE","KANSAS CITY","MO","64127","Jackson","Washington Wheatley","3rd","2019-03-13T00:00:00.000","KANSAS CITY MISSOURI 110",,"false","2012","1702.0","3571.915035","Vacant lot or land - usable",,,,,"POINT (-94.548476 39.08813)"
"JA28220100900000000","Residential Vacant","Acquired","Land Bank","R-2.5","713 Kensington Ave","Kansas City","MO","64124","Jackson","Lykins","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","6250.0","6584.11572917","Vacant lot or land - usable",,,,,"POINT (-94.530424 39.103707)"
"JA28520383000000000","Residential Vacant","Acquired","Land Bank","R-2.5","2206 Poplar Ave","Kansas City","MO","64127","Jackson","East Community Team North","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","1700.0","3022.20277778","Vacant lot or land - usable",,,,,"POINT (-94.525474 39.084984)"
"JA48110022300000000","Residential Vacant","Acquired","Land Bank","R-6","8304 Wabash Ave","Kansas City","MO","64132","Jackson","Marlborough Heights/Marlborough Pride","5th",,"Center 120",,"false","2019","12150.0","7187.208958","Vacant lot or land - usable",,,,,"POINT (-94.559147 38.975984)"
"JA29740200100000000","Residential Vacant","Reserved","Land Bank","R-2.5","2223 E 33rd St","Kansas City","MO","64109","Jackson","Key Coalition","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","7500.0","3333.628021","Vacant lot or land - usable",,,,,"POINT (-94.556709 39.066371)"
"JA31320072300000000","Residential Improved","Disposed","Land Bank","R-2.5","3512 CHESTNUT AVE","Kansas City","MO","64130","Jackson","Oak Park Northwest","3rd","2016-05-06T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2015","12073.0","4826.952014","Structure - fair condition","1360","4","1","2015-12-04T00:00:00.000","POINT (-94.550919 39.062091)"
"JA28140180900000000","Residential Vacant","Acquired","Land Bank","R-2.5","1515 Winchester Ave","KANSAS CITY","MO","64126","JACKSON","East Blue Valley","3rd",,"KANSAS CITY MISSOURI 110",,"false","2020","10337.0","3251.42",,,,,,"POINT (-94.50109 39.09298)"
"JA28510130100000000","Residential Vacant","Disposed","Land Bank","R-2.5","5119 E 22nd St","Kansas City","MO","64127","Jackson","East Community Team North","3rd","2014-07-11T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","518.0","6260.342951","Vacant lot or land - usable",,,,,"POINT (-94.522287 39.085173)"
"JA28530251800000000","Commercial Vacant","Disposed","Land Bank","B3-2","4306 E 27th St","Kansas City","MO","64127","Jackson","East Community Team South","3rd","2017-12-13T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","1417.0","1723.998646","Vacant lot or land - usable",,,,,"POINT (-94.532694 39.076438)"
"JA28430170100000000","Residential Vacant","Disposed","Land Bank","B4-2","3319 E 24TH TER","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd","2017-12-28T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","true","2017","1768.0","4878.078924","Vacant lot or land - usable",,,,"2015-04-01T00:00:00.000","POINT (-94.543396 39.0817)"
"JA28530162200000000","Residential Vacant","Disposed","Land Bank","R-2.5","2463 Lister Ave","Kansas City","MO","64127","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","3000.0","5950.209132","Vacant lot or land - usable",,,,,"POINT (-94.527664 39.079845)"
"JA31820053200000000","Residential Vacant","Acquired","Land Bank","R-6","5104 Elmwood Ave","Kansas City","MO","64128","Jackson","Mount Cleveland","5th",,"KANSAS CITY MISSOURI 110","Side Yard","false","2019","2850.0","1997.459931","Vacant lot or land - usable",,,,,"POINT (-94.531692 39.032576)"
"JA28420441300000000","Residential Vacant","Acquired","Land Bank","R-2.5","2215 College","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","3300.0","4744.66878472","Vacant lot or land - usable",,,,,"POINT (-94.544612 39.084922)"
"JA28110151700000000","Residential Vacant","Acquired","Land Bank","R-2.5","904 Ewing Ave","Kansas City","MO","64126","Jackson","Sheffield","4th",,"Kansas City Missouri 110",,"false","2019","4450.0","3935.646111","Vacant lot or land - little or no use",,,,,"POINT (-94.502931 39.100675)"
"JA63340200300000000","Residential Vacant","Acquired","Land Bank","R-7.5","11404 Herrick Ave","Kansas City","MO","64134","Jackson","Ruskin Heights","6th",,"Hickman Mills 140",,"false","2019","17195.0","9732.660729","Vacant lot or land - usable",,,,"2014-01-09T00:00:00.000","POINT (-94.496604 38.915889)"
"JA30130222900000000","Residential Vacant","Disposed","Land Bank","R-1.5","4132 VIRGINIA AVE","KANSAS CITY","MO","64110","JACKSON","Manheim Park","3rd","2016-07-13T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","false","2015","551.0","6562.388403","Vacant lot or land - usable",,,,,"POINT (-94.568894 39.051178)"
"JA50530010900000000","Residential Improved","Disposed","Land Bank","R-6","9527 MANNING AVE","KANSAS CITY","MO","64134","Jackson","Robandee South","5th","2015-07-17T00:00:00.000","HICKMAN MILLS 140","Affordable Housing","false","2012","56900.0","4524.132431","Structure - fair condition",,,"2",,"POINT (-94.478368 38.950134)"
"JA28420290400000000","Residential Vacant","Disposed","Land Bank","R-2.5","3211 E 20TH TER","KANSAS CITY","MO","64127","Jackson","Washington Wheatley","3rd","2015-04-23T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","false","2012","1702.0","4069.030243","Vacant lot or land - usable",,,,,"POINT (-94.545166 39.087267)"
"JA31320312500000000","Residential Vacant","Reserved","Land Bank","R-2.5","3834 South Benton Ave","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd",,"Kansas City Missouri 110","Side Yard, Urban Agriculture","true","2019","2250.0","3980.354583","Vacant lot or land - little or no use",,,,"2014-06-12T00:00:00.000","POINT (-94.550113 39.055753)"
"JA47730331200000000","Residential Vacant","Acquired","Land Bank","R-6","1500 E 83rd St","KANSAS CITY","MO","64131","JACKSON","Marlborough Heights/Marlborough Pride","5th",,"CENTER 120","Side Yard, Urban Agriculture","false","2019","4850.0","2865.33","Vacant lot or land - little or no use",,,,,"POINT (-94.57068 38.977184)"
"JA28820030900000000","Commercial Vacant","Acquired","Land Bank","B3-2","2738 Raytown Rd","Kansas City","MO","64128","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","2450.0","4400.91020833","Vacant lot or land - little or no use",,,,,"POINT (-94.52643 39.074865)"
"JA31310292300000000","Residential Vacant","Disposed","Land Bank","R-2.5","3810 Myrtle Ave","Kansas City","MO","64128","Jackson","Palestine East","3rd","2018-07-12T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","1702.0","5495.708576","Vacant lot or land - usable",,,,,"POINT (-94.537386 39.056268)"
"JA31330262800000000","Residential Improved","Disposed","Land Bank","R-2.5","4224 AGNES AVE","KANSAS CITY","MO","64130","JACKSON","Oak Park Southwest","3rd","2017-06-13T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2015","22094.0","8333.636285","Structure - fair condition",,,"1",,"POINT (-94.549319 39.048966)"
"JA46410052300000000","Residential Improved","Disposed","Land Bank","R-5","6726 ASKEW AVE","Kansas City","MO","64132","Jackson","Self Help Neighborhood Council","5th","2016-01-05T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","false","2015","14034.0","7038.898611","Structure - fair condition","589","1","1","2015-12-04T00:00:00.000","POINT (-94.544977 39.003775)"
"JA28540043800000000","RESIDENTIAL VACANT","Disposed","Land Bank","R-2.5","2302 Drury Ave","KANSAS CITY","MO","64127.0","JACKSON","South Blue Valley","3rd","2020-08-24T00:00:00.000","KANSAS CITY MISSOURI 110",,"false","2019","2700.0","4782.07","Awaiting evaluation",,,,,"POINT (-94.518756 39.083043)"
"JA28140101700000000","Residential Vacant","Disposed","Land Bank","R-2.5","6811 E 13th St","Kansas City","MO","64126","Jackson","East Blue Valley","3rd","2016-03-01T00:00:00.000","Kansas City Missouri 110","Side Yard, Urban Agriculture","false","2012","228.0","3281.745451","Vacant lot or land - usable",,,,,"POINT (-94.502784 39.095502)"
"JA28540191800000000","Commercial Vacant","Disposed","Land Bank","B3-2","5012 E 27th St","Kansas City","MO","64127","Jackson","East Community Team South","3rd","2014-05-07T00:00:00.000","Kansas City Missouri 110","Assemblage","false","2012","9974.0","13446.54309","Vacant lot or land - usable",,,,,"POINT (-94.524144 39.076196)"
"JA29720212400000000","Residential Vacant","Disposed","Land Bank","R-1.5","2932 Wayne Ave","Kansas City","MO","64109","Jackson","Mount Hope","3rd","2015-03-16T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","1268.0","3969.18941","Vacant lot or land - usable",,,,,"POINT (-94.564228 39.072667)"
"JA28840150300000000","Residential Vacant","Disposed","Land Bank","R-2.5","5511 E 33rd Ter","Kansas City","MO","64128","Jackson","Dunbar","3rd","2015-04-15T00:00:00.000","Kansas City Missouri 110","Assemblage","false","2012","595.0","7370.212431","Vacant lot or land - usable",,,,,"POINT (-94.519312 39.064367)"
"JA28820050600000000","Residential Vacant","Acquired","Land Bank","R-2.5","2705 Elmwood Ave","Kansas City","MO","64128","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","3150.0","6349.142257","Vacant lot or land - usable",,,,,"POINT (-94.529496 39.075858)"
"JA13730134500000000","Residential Vacant","Disposed","Land Bank","R-2.5","422 White","KANSAS CITY","MO","64123","JACKSON","South Indian Mound","4th","2016-06-29T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","false","2015","1751.0","4059.296493","Awaiting evaluation",,,,,"POINT (-94.511653 39.108246)"
"JA28930142600000000","Residential Vacant","Disposed","Land Bank","R-2.5","3224 South Benton Ave","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd","2018-09-26T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","1702.0","4671.357118","Vacant lot or land - usable",,,,,"POINT (-94.54953 39.066905)"
"JA28430150100000000","Residential Vacant","Acquired","Land Bank","R-2.5","2400 COLLEGE","KANSAS CITY","MO","64127","JACKSON","Washington Wheatley","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","2600.0","6219.279896","Vacant lot or land - little or no use",,,,,"POINT (-94.544358 39.082784)"
"JA32120171200000000","Residential Improved","Disposed","Land Bank","R-7.5","3825 PITTMAN RD","KANSAS CITY","MO","64133","JACKSON","Ashland Ridge","3rd","2016-10-19T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","true","2015","149762.0","3945.312257","Structure - fair condition",,,,,"POINT (-94.461349 39.053157)"
"JA48120221700000000","Residential Vacant","Acquired","Land Bank","R-6","8601 Wayne Ave","Kansas City","MO","64131","Jackson","Legacy East","5th",,"Center 120","Infill construction, Side Yard, Urban Agriculture","false","2019","12850.0","8576.578438","Vacant lot or land - usable","768","2",,"2014-01-03T00:00:00.000","POINT (-94.56978 38.971186)"
"JA28910200300000000","Residential Vacant","Disposed","Land Bank","R-2.5","3609 E 29th St","Kansas City","MO","64128","Jackson","Ingleside","3rd","2019-03-25T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","1702.0","4328.026076","Vacant lot or land - usable",,,,,"POINT (-94.540458 39.072791)"
"JA47740080600000000","Residential Vacant","Acquired","Land Bank","R-6","8015 EUCLID AVE","KANSAS CITY","MO","64132","Jackson","Marlborough Heights/Marlborough Pride","5th",,"CENTER 120","Side Yard","true","2019","14350.0","9978.398333","Vacant lot or land - usable","1342","3",,"2014-05-21T00:00:00.000","POINT (-94.564657 38.981355)"
"JA28520381000000000","Residential Vacant","Acquired","Land Bank","R-2.5","2227 CHELSEA AVE","KANSAS CITY","MO","64127","JACKSON","East Community Team North","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","3100.0","6018.93191","Vacant lot or land - little or no use",,,,,"POINT (-94.526556 39.084237)"
"JA46920031900000000","Residential Vacant","Acquired","Land Bank","R-6","2714 E 77th Ter","Kansas City","MO","64132","Jackson","Marlborough East","5th",,"Center 120","Infill construction","false","2019","24950.0","15750.7154514","Vacant lot or land - usable",,,,,"POINT (-94.555421 38.986226)"
"JA31320110100000000","Residential Vacant","Acquired","Land Bank","R-2.5","3600 College Ave","Kansas City","MO","64128","Jackson","Oak Park Northwest","3rd",,"Kansas City Missouri 110","Assemblage, Side Yard","true","2019","1850.0","3285.183681","Vacant lot or land - little or no use",,,,"2015-04-08T00:00:00.000","POINT (-94.54525 39.060459)"
