Agency Number,Agency Name,Solicitation Number,Category,Quantity,"Unit of Sale (Each, Lot, Package, etc.)",Description,Estimated Worth,Contact Name,Contact Phone,Contact Email,Comments,Specs and Drawings,Agency Terms and Conditions,Solicitation Document
802,Texas Parks & Widllife Department,802-18-42459IF,Commodities,2,Each,"24"" Dell Monitors",500.00,Jodi Swonke,903-566-1615 x200,jodi.swonke@tpwd.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/7ece9a26-3fb5-417d-8fee-dbed43d89fe4?filename=204-60_42459_IF.docx
320,Texas Workforce Commission,14652A,Commodities,2,BOX,Pitney Bowes Postage Tape Strips,18.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #RPS/625-0,,https://data.texas.gov/views/hxv2-6hcs/files/881f46e6-cb2b-4e16-b16e-e927fe9f2deb?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14652B,Commodities,2,EACH,"Advanced Instant Hand Sanitizer, 20 oz. Pump Bottle",11.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #3023-12EA,,https://data.texas.gov/views/hxv2-6hcs/files/5cb88b3f-22da-43ff-b759-509aa4ed9f10?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
802,Texas Parks and Wildlife Department,802-18-42424SP,Commodities,2,Each,Chair Dolly,360.00,Kelly Hamby,512-389-8336,kelly.hamby@tpwd.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/dbe548f0-d231-4da2-813f-8c4ef6fffc77?filename=560-63_42424_SP.pdf
320,Texas Workforce Commission,14652C,Commodities,2,EACH,Pitney Bowes Ink Cartridge,36.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #793-5,,https://data.texas.gov/views/hxv2-6hcs/files/fd0dc49a-4053-4dc1-8846-3258423882fe?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14652D,Commodities,4,PACKAGE,"Post-it Note Miini Cube, 2 X 2, Asst. Ultra Colors",7.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"3-400 Sheet Pads/PK, MFG #MMM20513PK",,https://data.texas.gov/views/hxv2-6hcs/files/c76e741d-4f5b-41c0-a4b9-ff92cd8d6179?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14652E,Commodities,2,EACH,"Ink Roller, 1"" X 3/8"" X 1"", 3/PKG",19.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #IR40T,,https://data.texas.gov/views/hxv2-6hcs/files/c1f9971d-fc8d-4322-85a3-bb7102e7b555?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14652F,Commodities,2,PACKAGE,"Porelon 42-2 Replacement Ink Rollerts, Black/Red,",11.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"2/PK, MFG #848564",,https://data.texas.gov/views/hxv2-6hcs/files/33540674-7acb-447c-b33d-b3ef37459531?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14652G,Commodities,3,PACKAGE,"Uniball Signo Gel 207 Rollerball Retractable Gel Pen, ",4.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"Medium Pt., Medium, 4/PK, MFG #SAN45532PP",,https://data.texas.gov/views/hxv2-6hcs/files/188bd957-16a6-415e-bf65-e97537d3acbb?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14652H,Commodities,1,DOZEN,"Uniball Signo Gel 207 Rollerball Retractable Gel Pen, ",11.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"Micro Fine, Blue, MFG #SAN61256",,https://data.texas.gov/views/hxv2-6hcs/files/26fab17e-1ede-4a3f-96cd-544fef865b6b?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
802,Texas Parks and Wildlife Department,802-18-42401SP,Commodities,1,Each,Nail Gun,250.00,Kelly Hamby,512-389-8336,kelly.hamby@tpwd.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/5fce5842-f0cc-4d88-9b95-246fb9d29596?filename=445-30_42401_SP.pdf
734,Lamar University,IFB 734-05082018-TE,Commodities,1,ea,2018 Brand Specific Ford 550 or equivalent,50000.00,Tabitha Evans,409.880.8387,trlewis@lamar.edu,Please email questions,,,https://data.texas.gov/views/hxv2-6hcs/files/62f67f4b-8233-43ca-94d4-50e514f5932d?filename=IFB_734-05082018-TE.pdf
764,Texas A&M University-Texarkana,764-18-206130-A037,Commodities,3,each,"Toner Cartridges, various",,Cynthia Henderson,903-223-3053,cynthia.henderson@tamut.edu,All freight charges must be included with bid pricing submitted,https://data.texas.gov/views/hxv2-6hcs/files/5088b4b6-e25d-465b-8cc4-a73dc2005fcd?filename=ACCESS.2018.CoverPage.041618.doc,https://data.texas.gov/views/hxv2-6hcs/files/4f817d89-8751-4ede-b5ef-1b19a50966a1?filename=Terms+and+Conditions+of+Purchase.TAMUT.FY2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/1720f272-8714-4ff5-bdd0-030bd19a5de7?filename=764-18-206130-A037_toner.pdf
750,University of Texas at Tyler,750-17/18-06,Commodities,1,2018 Kawasaki Mule 4000 4x2 Side x Side Utility Vehicle,"Kawasaki Mule, fully enclosed cab, Model: KAF620PJF-CAB",13701.00,Daniel Pippin / Paula Grabowski,903-566-7226,dpippin@uttyler.edu,"Spot Bid Fair, May 7-8",,,https://data.texas.gov/views/hxv2-6hcs/files/7ae6ec5f-b120-4de6-a165-073e9c1e0e94?filename=IFB+750-17+18-06.pdf
320,Texas Workforce Commission,14572A,Commodities,6,CARTON,"Box, Archive Storage w/Removable Lid, Letter/Legal, Recycled, 25/CTN, MFG #61537130850",58.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/31da40a0-d1ca-4a5c-a027-22e23fb6dff4?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14572B,Commodities,2,BOX,"Oxford Contour Twin-Pocket Folders, Dark Blue, 25/BX, MFG #106752",24.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/2d5f38cd-0373-4d28-8bee-a8e421f6e459?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14529C,Commodities,2,PACK,"Energizer MAX Alkaline Batteries, AAA, 36/PK, MFG # EVEE92BP24",33.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/15435f99-1d4d-40b7-9d63-e59854d6a846?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14529E,Commodities,1,PACK,"Writing Pads, Ruled, White, 8.5 X 11.75, Legal, 50 Sheets, 12 Pads, MFG #UNV30730",11.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/a6077357-2da1-44f0-809c-0850d979e744?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14529H,Commodities,2,PACK,"Laminating Pouches, 3mil, 9 X 11-1/2, Letter, 100/PK, MFG #FEL5743301",20.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/f2a1718b-273b-4aef-a188-ea392613ee2a?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14529I,Commodities,2,BOX,"Peel Seal Strip Catalog Envelope, 10 X 13, Kraft, 100/BX, MFG #UNV40099",10.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/0dd48a9f-c5d3-4992-a1a8-93a69abcc9e5?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14572C,Commodities,14,EACH,"Phone Message Book, Carbonless, 5-1/2"" X 11"", MFG #UNV48003",3.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/e2d3dc85-72b7-45ca-b79b-f7996b47fc0f?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
734,Lamar University,734-18-0014,Commodities,,ea,Brand Specific Camera and Accessories,4000.00,Tabitha Evans,409.880.8387,trlewis@lamar.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/f0f3c401-6db8-47e8-8a89-5d62cb497074?filename=734-18-0014_Camera_MarketingCommunications.pdf
320,Texas Workforce Commission,14572D,Commodities,2,PACK,"Self-Adhesive Note, Lined, 4"" X 4"", 6/PK, MFG #MMM6756SST",10.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/53eb24c0-77e8-42aa-816a-c9efbe1c6812?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14572E,Commodities,2,PK,"Post-it Notes, 3"" X 3"", Neon Collection, 100 Sheets, 6/PKG., MFG #630-6AN",10.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/38f5320e-b837-4365-8e11-2ecc2f23be9b?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14572F,Commodities,1,EACH,"Kelly Computer Supply Viscoflex Wrist Support, Black, MFG #KCS51306",16.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/d936f52c-c14e-417c-b914-fb62b706251f?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
802,Texas Parks and Wildlife Department,802-18-42418SP,Commodities,2,each,Utility Line Locator,6200.00,Kelly Hamby,512-389-8336,kelly.hamby@tpwd.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/7358586e-5f39-4233-b785-535c1a26582a?filename=285-60_42418_SP.pdf
320,Texas Workforce Commission,14529A,Commodities,4,BOX,"Jumbo Stems, 12"" X 6mm, Asst Colors, 1,000/PK, MFG #CKC911001",14.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/1a0c4573-8658-48ce-8854-a9c97b1b092e?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14529D,Commodities,1,CARTON,"Kleenex Facial Tissue, White, 12/125, MFG #KCC03076",29.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/f1789508-35bc-4c3b-893b-015124727cc1?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
764,Texas A&M University-Texarkana,764-18-203668-A033,Commodities,10,cases,copy paper,,Cynthia Henderson,903-223-3053,cynthia.henderson@tamut.edu,All freight charges must be included with bid pricing submitted,https://data.texas.gov/views/hxv2-6hcs/files/32d48c78-5be6-413d-9431-50dab74ca901?filename=ACCESS.2018.CoverPage.041618.doc,https://data.texas.gov/views/hxv2-6hcs/files/9686a908-518a-4d32-8fe0-1fdf166d203b?filename=Terms+and+Conditions+of+Purchase.TAMUT.FY2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/e99f0072-e1a2-4102-9bd1-4e3362b8007e?filename=764-18-203668-A033.copy+paper.pdf
320,Texas Workforce Commission,14572G,Commodities,1,CARTON,"Lysol Wipes, 35 Wipes/Tub, 7"" X 8"", 12/CT, Ocean Fresh, MFG #RAC81146CT",50.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/2d1f7269-786f-446d-847e-81d881641f53?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14572H,Commodities,2,EACH,"Metro Mesh Business Card Holder, Black, MFG #346429",4.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/3ddb94d2-5a2f-4b94-9a1a-55546deb0813?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14572I,Commodities,5,BOX,"Avery Unpunched Index Dividers, 5-Tab, Letter, White, 30 Sets, MFG #AVE20405",15.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/1b36bdb6-75b8-4605-a846-7300a721404a?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
764,Texas A&M University-Texarkana,764-18-206130-B037,Commodities,3,each,copy paper,,Cynthia Henderson,903-223-3053,cynthia.henderson@tamut.edu,All freight charges must be included with bid pricing submitted,https://data.texas.gov/views/hxv2-6hcs/files/4ed75955-1ec9-4907-bb9c-b8317385388d?filename=ACCESS.2018.CoverPage.041618.doc,https://data.texas.gov/views/hxv2-6hcs/files/3ccad1a7-feb4-4542-a059-4e09de81822a?filename=Terms+and+Conditions+of+Purchase.TAMUT.FY2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/6676d039-05fc-440a-a588-1ce83c3d58a9?filename=764-18-206130-B037.copy+paper.pdf
320,Texas Workforce Commission,14572J,Commodities,8,BOX,"Classification Folders, Letter, 2 Dividers, Red, MFG #SMD14024",21.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/35abfdf6-8d7e-49ed-affc-9360293ecbd7?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
802,Texas Parks and Wildlife Department,802-18-42405SP,Commodities,1,Each,Strapping starter kit,300.00,Kelly Hamby,512-389-8336,kelly.hamby@tpwd.texas.gov,,,,https://data.texas.gov/views/hxv2-6hcs/files/1f44adde-f261-4e91-8d60-cbd7f7555b15?filename=075-87_42405_SP.pdf
320,Texas Workforce Commission,14572K,Commodities,4,BOX,"Hanging Folder, 1/3 Cut Adjustable Tab, Letter, Green, 25/BX, MFG #PXF372 1/3",5.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/1faa8a84-0700-45b7-9a7f-0e205871d6bf?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14572L ,Commodities,2,BX,"Quality Redi-Seal Catalog Envelope, 10 X 13, Brown Kraft, 100/BX, MFG QUA43767",16.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/394b7f1b-0179-41ef-85e3-ed578d774ccd?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14572M,Commodities,10,CARTON,"Paper, Bond, Recycled, Premium No. 4, 20 lb, Letter, MFG #64521210100-1",37.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/2a38aae6-4060-46e0-8ab0-2892d9b6f08b?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
764,Texas A&M University-Texarkana,764-18-206100-A031,Commodities,8,each,"Toner Cartridges, various",,Cynthia Henderson,903-223-3053,cynthia.henderson@tamut.edu,All freight charges must be included with bid pricing submitted,https://data.texas.gov/views/hxv2-6hcs/files/cbe0fb5a-c772-49ea-af9f-0712a1d18180?filename=ACCESS.2018.CoverPage.041618.doc,https://data.texas.gov/views/hxv2-6hcs/files/4b5fe0a0-13fe-40e3-b870-592ec053380f?filename=Terms+and+Conditions+of+Purchase.TAMUT.FY2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/f3b518e4-0e01-4b6c-a4ba-1bfcc4552d08?filename=764-18-206100-A031_toner.pdf
320,Texas Workforce Commission,14529F,Commodities,1,PACK,"Z-Grip Retractable Ballpoint Pen, Medium Pt., Black, 24/PK, MFG #ZEB12221",9.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/6f0b9df7-b31b-40ca-a202-44be19760c5b?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14529J,Commodities,1,BOX,"Paper Mate Mechanical Pencil, HB, .7mm, Yellow, 36/CRTN, MFG #PAP1921221",10.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/9c7379bc-8575-49a9-ab79-d849cee53302?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14572N,Commodities,10,BOX,"Binder Clips, Small, 3/4"" Wide, MFG #36550",0.23,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/0b5cb95f-75be-445b-a23d-9898ede496bb?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14572O,Commodities,3,PACK,"Post-it Notes Super Sticky, 2"" X 2"", Miami Colors, 90/Pad, 8 PDS/PK, MFG #MMM6228SSMIA",6.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/48e76221-7df9-4288-9e84-8b53783c10f1?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
802,Texas Parks and Wildlife Department,802-18-42415SP,Commodities,5,Each,Printer and Printer Cartridges,830.00,Kelly Hamby,512-389-8336,kelly.hamby@tpwd.texas.gov,Re-manufactured items not acceptable,,,https://data.texas.gov/views/hxv2-6hcs/files/9057cd64-2f3a-43cb-be91-ae99a9822f44?filename=600-72_207-72_42415_SP.pdf
764,Texas A&M University-Texarkana,764-18-206100-B031,Commodities,2,cases,copy paper,,Cynthia Henderson,903-223-3053,cynthia.henderson@tamut.edu,All freight charges must be included with bid pricing submitted,https://data.texas.gov/views/hxv2-6hcs/files/e4281438-815a-4366-a586-8a108af5ee39?filename=ACCESS.2018.CoverPage.041618.doc,https://data.texas.gov/views/hxv2-6hcs/files/d599ea1a-ae90-4b56-91ea-6cdb1192c897?filename=Terms+and+Conditions+of+Purchase.TAMUT.FY2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/6931a51f-c299-41de-bcd2-821b876b791d?filename=764-18-206100-B031.copy+paper.pdf
734,Lamar University,734-05082018-MP,Commodities,,ea,Digital Electronic Carillon System,30000.00,Marc Paine,409.880.1783,marc.paine@lamar.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/fc48614e-4bba-4d1f-ae65-2f32d4c01527?filename=734-05082018-MP.pdf
764,Texas A&M University-Texarkana,764-18-206100-C031,Commodities,1,each,printer,,Cynthia Henderson,903-223-3053,cynthia.henderson@tamut.edu,All freight charges must be included with bid pricing submitted,https://data.texas.gov/views/hxv2-6hcs/files/26628633-f8fc-40e0-93f1-5bb1663801eb?filename=ACCESS.2018.CoverPage.041618.doc,https://data.texas.gov/views/hxv2-6hcs/files/1cd221da-ce75-4af2-8e5f-c1ec4fd8d496?filename=Terms+and+Conditions+of+Purchase.TAMUT.FY2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/8d58b907-77d7-4621-af54-a7525018dc1f?filename=764-18-206100-C031.Printer.pdf
320,Texas Workforce Commission,14529G,Commodities,1,PACK,"Z-Grip Retractable Ballpoint Pen, Medium Pt., Blue, 24/PK, MFG #ZEB12225",9.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/a21ed1be-b347-45d5-b2e4-02f3eee7323b?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14529B,Commodities,2,PACK,"Energizer MAX Alkaline Batteries, AA, 36/PK, MFG # EVEE91SBP36H",39.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/84961a2c-0b7c-49d3-a0c6-8edf20d9ac30?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
764,Texas A&M University-Texarkana,764-18-203668-B033,Commodities,6,each,monitorn wipes / air cleaning duster,,Cynthia Henderson,903-223-3053,cynthia.henderson@tamut.edu,All freight charges must be included with bid pricing submitted,https://data.texas.gov/views/hxv2-6hcs/files/7d743ce4-790c-4261-9edb-25f7a9fca46a?filename=ACCESS.2018.CoverPage.041618.doc,https://data.texas.gov/views/hxv2-6hcs/files/c096c06f-06b5-4ca8-96bd-22a384d764be?filename=Terms+and+Conditions+of+Purchase.TAMUT.FY2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/d921e32f-545f-43f9-8aa1-0439ea4d64e0?filename=764-18-203668-B033.compsupplies.pdf
764,Texas A&M University-Texarkana,764-18-203668-C033,Commodities,37,packages/packs/dozen/each,"office supplies, various",,Cynthia Henderson,903-223-3053,cynthia.henderson@tamut.edu,All freight charges must be included with bid pricing submitted,https://data.texas.gov/views/hxv2-6hcs/files/f590d554-1d62-4491-acb9-b8a6413eaaa0?filename=ACCESS.2018.CoverPage.041618.doc,https://data.texas.gov/views/hxv2-6hcs/files/491595ca-d852-4845-ac80-518deb505902?filename=Terms+and+Conditions+of+Purchase.TAMUT.FY2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/bc66f225-0068-46ab-ae93-21603d224612?filename=764-18-203668-C033.officesupplies.docx
761,Texas A&M International University,761-18-009,Commodities,150,ea,Captains Boat Bag with logo,,Annie Gutierrez,,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/8bca9e32-3bd2-46ae-bbc5-4f4aa8e59b4a?filename=761-18-009+Captains+Boat+Bag.pdf
320,Texas Workforce Commission,14740A,Commodities,10,PACKAGE,"Magnetic Dry Erase Sheets, White, Blank, 13.75 X 17.75, 2/PK",9.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG # WDE1375X1775,,https://data.texas.gov/views/hxv2-6hcs/files/bd5432b2-1723-4778-8b59-1641ae7481ba?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14740B,Commodities,1,CARTON,"Paper Towels, C-Fold, 2400/PK, MFG #GJO21120",20.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/10d9707d-db8f-480c-89c0-9af6131f805a?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14740C,Commodities,1,BOX,"Fabric Panel Wall Clips, Asst. Colors, 20/PK, MFG #10166",11.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/393cb9c2-624d-4055-9a9c-e9ebfa60cb72?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14740D,Commodities,10,EACH,"EXPO Dry Erase Set, Low Odor, Chisel Tip, Asst. Colors, 6 PC, MFG #80653",13.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/882c1a0a-7198-44fb-9070-007695411736?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14561A,Commodities,10,CARTON,"Paper, Bond, Recycled, Premium No. 4, 20 lb, Letter, MFG #64521210100-1",37.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/dc45ac23-d9c4-4404-9da7-3d8b5e2437d2?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
761,Texas A&M International University,761-18-010,Commodities,,,Promotional Items,,Annie Gutierrez,,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/10a81e61-d3fb-4624-a1a6-a129bc2bd770?filename=761-18-010+Promotionals+ATHD.pdf
320,Texas Workforce Commission,14561G,Commodities,6,PACK,"Portfolio Cover, Twin Pocket, 8-1/2"" X 11"", Dark Blue, 10/PK, MFG #OD433664",1.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/b48ca7e1-d572-4702-b981-3bd9eafda9ae?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
