"license_type","license_number","business_name","license_expiration_date_mmddccyy","mailing_address_line1","mailing_address_line2","mailing_address_city_state_zip","owner_telephone"
"Cosmetology Manicure Salon","806076","NAILS DONE EASLEY","01/08/2024","1891 N LEE TREVINO DR STE 800",,"EL PASO TX 79936-4126",
"Cosmetology Manicure Salon","820729","SANDY TOES","06/11/2023","PO BOX 1179",,"CRYSTAL BEACH TX 77650-1179",
"Cosmetology Manicure Salon","813081","GENTLE TOUCH FOOT MEDSPA","09/09/2022","1108 W PIONEER PKWY STE 200",,"ARLINGTON TX 76013-7627",
"Cosmetology Manicure Salon","831244","THE FILL BEAUTY BAR","06/06/2024","902 W FLOURNOY ST",,"BEEVILLE TX 78102-3022",
"Cosmetology Manicure Salon","809196","TIPS TOES & TEALIGHTS","05/11/2024","PO BOX 445",,"WHITE DEER TX 79097-0445",
"Cosmetology Manicure Salon","830235","BY KATE NAIL STUDIO","05/05/2024","6309 ROCKFORD DR",,"COLLEGE STATION TX 77845-7063",
"Cosmetology Manicure Salon","797535","GAYLENE'S NAILS","02/25/2021","1509 SEMINARY RDG",,"GARLAND TX 75043-1246",
"Cosmetology Manicure Salon","830584","CK NAILS & SPA","05/16/2024","10780 WESTVIEW DR E",,"HOUSTON TX 77043",
"Cosmetology Manicure Salon","816034","FUSION FOOT & ANKLE","01/08/2023","2505 BOWMAN AVE",,"MANSFIELD TX 76063-3722",
"Cosmetology Manicure Salon","626693","NAIL MAGIC","06/18/2023","1010 E DENMAN AVE STE 103",,"LUFKIN TX 75901-4801",
"Cosmetology Manicure Salon","812599","DVS","08/24/2022","900 N BONHAM ST STE 2",,"SAN BENITO TX 78586-0097",
"Cosmetology Manicure Salon","805237","VALENS BEAUTY PALACE","12/02/2021","3600 S ZARZAMORA ST",,"SAN ANTONIO TX 78225-1359",
"Cosmetology Manicure Salon","798853","MB NAILS SALON","04/08/2023","511 E SCHUNIOR ST",,"EDINBURG TX 78541-2519",
"Cosmetology Manicure Salon","788033","LCS NAILS","03/19/2024","4350 MAIN ST STE 150",,"FRISCO TX 75033-2993",
"Cosmetology Manicure Salon","789575","CHRISTINAS NAILS","05/28/2024","13310 RUSTIC GARDEN DR",,"HOUSTON TX 77083-0106",
"Cosmetology Manicure Salon","775336","FIZZ NAILS & WAXING","12/22/2022","6001 WASHINGTON AVE STE 300",,"HOUSTON TX 77007-5055",
"Cosmetology Manicure Salon","682967","RED NAILS","09/30/2023","4720 W SUBLETT RD STE 108",,"ARLINGTON TX 76017-4016",
"Cosmetology Manicure Salon","827957","GOAT NAIL BAR","03/02/2024","102 MOSS HILL DR",,"ARLINGTON TX 76018-4018",
"Cosmetology Manicure Salon","830318","NAIL NOOK","05/09/2024","4333 WOODGLEN DR",,"GRAPEVINE TX 76051-6709",
"Cosmetology Manicure Salon","815294","NAIL HAVEN","12/02/2022","3510 W LAMB AVE",,"HARLINGEN TX 78552-7874",
"Cosmetology Manicure Salon","728668","EXPERT NAILS","07/11/2022","14910 OLDE MANOR LN",,"HOUSTON TX 77068-2131",
"Cosmetology Manicure Salon","751959","ENCHANTED NAILS","06/03/2021","157 PINE VALLEY DR",,"PINELAND TX 75968-5256",
"Cosmetology Manicure Salon","803978","BELLA SPA & NAILS","10/10/2021","12846 SOUTH FWY STE 108",,"BURLESON TX 76028-8452",
"Cosmetology Manicure Salon","794197","PS SALON & SPA","10/16/2022","55 PUBLIC SQ STE 1180",,"CLEVELAND OH 44113-1901",
"Cosmetology Manicure Salon","825238","SELINAS BEAUTY STUDIO","11/12/2023","118 S EAGLE PASS ST",,"ALTON TX 78573-3895",
"Cosmetology Manicure Salon","780097","SOLAR NAILS","08/18/2023","4201 E RANCIER AVE STE 108",,"KILLEEN TX 76543-3811",
"Cosmetology Manicure Salon","812732","CACTUS STREET NAILS & SPA","08/27/2022","PO BOX 1492",,"FREER TX 78357-1492",
"Cosmetology Manicure Salon","796914","ALL ABOUT YOUR NAILS","02/01/2023","5369 GRENADA DR",,"FORT WORTH TX 76119-6563",
"Cosmetology Manicure Salon","808245","POLISHED LIFE","03/24/2024","1106 W PIONEER PKWY STE 200",,"ARLINGTON TX 76013-7626",
"Cosmetology Manicure Salon","824319","E.S NAIL & SPA","10/12/2023","14807 MESITA DR",,"HOUSTON TX 77083-3206",
"Cosmetology Manicure Salon","671546","PERFECT NAILS NO 2","08/29/2023","1831 N ZARAGOZA RD STE 114",,"EL PASO TX 79936-7914",
"Cosmetology Manicure Salon","807031","KIM K NAILS","02/10/2022","2214 N 44TH LN",,"MCALLEN TX 78501-3638",
"Cosmetology Manicure Salon","825591","VICKY NAILS","11/29/2023","13907 HOHMANN CT",,"SAN ANTONIO TX 78249-2520",
"Cosmetology Manicure Salon","818197","JEWETT NAIL&SPA","03/25/2023","16635 BISHOP KNOLL LN",,"HOUSTON TX 77084-5891",
"Cosmetology Manicure Salon","805646","GREENWOOD NAILS AND SPA","12/18/2021","4625 PLEASANT DR",,"MIDLAND TX 79703-6849",
"Cosmetology Manicure Salon","830166","EPIC NAIL SPA","05/04/2024","12615 KINGSTON SPRINGS CT",,"HOUSTON TX 77089-1597",
"Cosmetology Manicure Salon","817653","NAILZ BY A QUEEN","03/05/2023","623 E MAIN ST",,"HENDERSON TX 75652-2675",
"Cosmetology Manicure Salon","813557","LAS DELLET","09/28/2022","1950 SPENWICK DR UNIT 415",,"HOUSTON TX 77055-2118",
"Cosmetology Manicure Salon","828163","MV NAILS LLC","03/08/2024","1405 BOCA CHICA BLVD APT 39",,"BROWNSVILLE TX 78520-8254",
"Cosmetology Manicure Salon","765300","IVY'S NAIL SPA","11/24/2023","610 LINDA DR",,"DAINGERFIELD TX 75638-2116",
"Cosmetology Manicure Salon","792544","SPA NAILS","08/22/2022","1905 KELLY LN",,"KINGSVILLE TX 78363-2879",
"Cosmetology Manicure Salon","813265","SLEEK'D NAILS","09/16/2022","733 MORGAN CIR",,"CEDAR HILL TX 75104-4237",
"Cosmetology Manicure Salon","689474","AVIVA NAIL SPA","04/08/2021","2449 FOREST PARK BLVD",,"FORT WORTH TX 76110-1703",
"Cosmetology Manicure Salon","825497","ADORE NAIL LOUNGE","11/23/2023","4400 N LAMAR BLVD STE 103",,"AUSTIN TX 78756-3401",
"Cosmetology Manicure Salon","800021","AJ NAILS","05/16/2021","222 W POLK AVE",,"PHARR TX 78577-3049",
"Cosmetology Manicure Salon","818319","MAD BEAUTY NAILS, LLC","03/26/2023","PO BOX 721004",,"MCALLEN TX 78504-1004",
"Cosmetology Manicure Salon","798365","STAR NAILS & SPA","03/22/2021","1532 OLD ORCHARD DR",,"IRVING TX 75061-7865",
"Cosmetology Manicure Salon","787664","RIGHT BY U WITH A TWIST","05/05/2024","17310 CRICKET MILL DR",,"HUMBLE TX 77346-3746",
"Cosmetology Manicure Salon","819873","LET'S GET NAILED","05/13/2023","306 FERRELL DR",,"SEAGOVILLE TX 75159-2110",
"Cosmetology Manicure Salon","802987","VENICE SPA & NAILS","09/09/2023","6607 W ADAMS AVE APT B",,"TEMPLE TX 76502-5846",
"Cosmetology Manicure Salon","716380","NAIL SOLUTIONS","08/11/2022","414 E LOOP 281 STE 22",,"LONGVIEW TX 75605-7931",
"Cosmetology Manicure Salon","756760","U.S. NAILS","01/23/2023","151 HUTTON",,"KYLE TX 78640-8934",
