"rowid","fiscal_year","fund","fund_description","project_id","project_description","dept","department_description","actuals","budget"
"2016-202-9370025-8000","2016",,"CITY FUNDED CIP","9370025","PD IMPOUND DETENTION POND","8000","PROJECTS FACIL ENG","0","65000"
"2016-202-9370026-3700","2016",,"CITY FUNDED CIP","9370026","DAM REPAIRS","3700","PROJECTS GEN FUND STRMWTR","0","0"
"2016-202-9370027-3700","2016",,"CITY FUNDED CIP","9370027","DOWNTOWN DRAINAGE IMPROVEMENTS","3700","PROJECTS GEN FUND STRMWTR","0","750000"
"2016-202-9370028-3700","2016","12","CITY FUNDED CIP","9370028","EMERGENCY STORMWATER PROJECTS","3700","PROJECTS GEN FUND STRMWTR","1295973.31","1700000"
"2016-202-9370029-3700","2016",,"CITY FUNDED CIP","9370029","ERINDALE DRAINAGE IMPROVEMENTS","3700","PROJECTS GEN FUND STRMWTR","0","0"
"2016-202-9370030-3700","2016","12","CITY FUNDED CIP","9370030","FAIRFAX TRIBUTARY DETENTN PND","3700","PROJECTS GEN FUND STRMWTR","31323.57","400000"
"2016-202-9370031-3700","2016","12","CITY FUNDED CIP","9370031","GM-FEMA DR-4229GR PROJ-MAY-JUL","3700","PROJECTS GEN FUND STRMWTR","1081082","1081082"
"2016-202-9370032-3700","2016","12","CITY FUNDED CIP","9370032","KING STREET DETENTION POND","3700","PROJECTS GEN FUND STRMWTR","29340","250000"
"2016-202-9370033-3700","2016",,"CITY FUNDED CIP","9370033","OLD ANNEX DRAINAGE IMPROVEMENT","3700","PROJECTS GEN FUND STRMWTR","0","0"
"2016-202-9370034-3700","2016",,"CITY FUNDED CIP","9370034","SOUTH PINE CREEK DETENTION PON","3700","PROJECTS GEN FUND STRMWTR","0","0"
"2016-202-9370035-3700","2016","12","CITY FUNDED CIP","9370035","USAFA DRAINAGES (NORTHGATE ARE","3700","PROJECTS GEN FUND STRMWTR","99727.33","500000"
"2016-202-9370036-3700","2016","12","CITY FUNDED CIP","9370036","WATER QUALITY PROJECTS","3700","PROJECTS GEN FUND STRMWTR","20470.25","500000"
"2016-202-9370037-3700","2016","12","CITY FUNDED CIP","9370037","GM-SOUTH DOUGLAS-AUTISM","3700","PROJECTS GEN FUND STRMWTR","115000","115000"
"2016-202-9370038-3700","2016","12","CITY FUNDED CIP","9370038","GM-CAMP CRK-GARDEN OF THE GODS","3700","PROJECTS GEN FUND STRMWTR","265500","265500"
"2016-202-9370039-3700","2016",,"CITY FUNDED CIP","9370039","CAMP CREEK FLOOD MITIGATION 20","3700","PROJECTS GEN FUND STRMWTR","0","0"
"2016-202-9370040-3700","2016","12","CITY FUNDED CIP","9370040","CSU-2015 MAY STORM-PW-#2/5-PEB","3700","PROJECTS GEN FUND STRMWTR","0","0"
"2016-202-9370041-3700","2016","12","CITY FUNDED CIP","9370041","GM-PLATTE BRIDGE STABILIZATION","3700","PROJECTS GEN FUND STRMWTR","241679","241679"
"2016-202-9370048-3700","2016","12","CITY FUNDED CIP","9370048","MAY 15 STORM-CHUCKWAGON DESIGN","3700","PROJECTS GEN FUND STRMWTR","59459.86","98450"
"2016-202-9370049-3700","2016","12","CITY FUNDED CIP","9370049","MAY15 STORM-N DOUGLAS DESIGN","3700","PROJECTS GEN FUND STRMWTR","34003.5","161642"
"2016-202-9400393-5000","2016","12","CITY FUNDED CIP","9400393","GM-PP GRNWY IMPROV","5000","PROJECTS PARKS AND REC","800","76141"
"2016-202-9400420-5000","2016",,"CITY FUNDED CIP","9400420","TURF REDUCTION","5000","PROJECTS PARKS AND REC","0","1"
"2016-202-9400428-5000","2016","12","CITY FUNDED CIP","9400428","MUSEUM EXTERIOR RENOVATION","5000","PROJECTS PARKS AND REC","75000","75000"
"2016-202-9400438-5000","2016","12","CITY FUNDED CIP","9400438","MUSEUM HVAC UPGRADES","5000","PROJECTS PARKS AND REC","51782","23547"
"2016-202-9400442-5000","2016",,"CITY FUNDED CIP","9400442","TABOR-15-HOMESTEAD TRAIL","5000","PROJECTS PARKS AND REC","0","280000"
"2016-202-9400443-5000","2016","12","CITY FUNDED CIP","9400443","TABOR-15-PALMER MESA TRAIL","5000","PROJECTS PARKS AND REC","362680.9","392000"
"2016-202-9400444-5000","2016","12","CITY FUNDED CIP","9400444","TABOR-15-PP GREENWAY TRAIL","5000","PROJECTS PARKS AND REC","309436","343978"
"2016-202-9400445-5000","2016","12","CITY FUNDED CIP","9400445","TABOR-15-ROCK ISLAND TRAIL","5000","PROJECTS PARKS AND REC","277000","277000"
"2016-202-9400446-5000","2016","12","CITY FUNDED CIP","9400446","TABOR-15-SAND CREEK TRAIL","5000","PROJECTS PARKS AND REC","78435","162700"
"2016-202-9400447-5000","2016","12","CITY FUNDED CIP","9400447","TABOR-15-SHOOKS RUN TRAIL","5000","PROJECTS PARKS AND REC","9559.98","197000"
"2016-202-9400448-5000","2016","12","CITY FUNDED CIP","9400448","TABOR-15-SINTON TRAIL","5000","PROJECTS PARKS AND REC","29688.18","244000"
"2016-202-9400449-5000","2016","12","CITY FUNDED CIP","9400449","TABOR-15-SKYLINE TRAIL","5000","PROJECTS PARKS AND REC","203304.59","203322"
"2016-202-9400452-5000","2016","12","CITY FUNDED CIP","9400452","DEERFIELD EXPAN PHASE 1","5000","PROJECTS PARKS AND REC","70000","70000"
"2016-202-9400453-5000","2016","12","CITY FUNDED CIP","9400453","WILSON POOL REPAIRS","5000","PROJECTS PARKS AND REC","80000","80000"
"2016-202-9400454-5000","2016","12","CITY FUNDED CIP","9400454","COTTONWOOD POOL REPAIRS","5000","PROJECTS PARKS AND REC","40000","40000"
"2016-202-9870015-8700","2016","12","CITY FUNDED CIP","9870015","ELECTRONIC DOCUMENT MGMT SYS","8700","PROJECTS INFO TECHNOLOGY","131100.5","235374"
"2016-202-9870020-8700","2016","12","CITY FUNDED CIP","9870020","RADIO INFRASTRUCTURE","8700","PROJECTS INFO TECHNOLOGY","1733376.02","1876224"
"2016-202-9870021-8700","2016",,"CITY FUNDED CIP","9870021","HIGH PRIORITY IT PROJECTS","8700","PROJECTS INFO TECHNOLOGY","0","1650000"
"2016-202-9870022-8700","2016",,"CITY FUNDED CIP","9870022","IT DISASTER RECOVERY","8700","PROJECTS INFO TECHNOLOGY","0","469030"
"2016-460-9730001-7300","2016",,"PIKES PEAK AMERICAS MTN","9730001","EROSION","7300","PROJECTS PIKES PEAK","0","134748"
"2016-460-9730011-7300","2016","12","PIKES PEAK AMERICAS MTN","9730011","PIKES PEAK GATEWAY VIS CNTR","7300","PROJECTS PIKES PEAK","1518","1875"
"2016-460-9730012-7300","2016","12","PIKES PEAK AMERICAS MTN","9730012","SUMMIT HOUSE DESIGN","7300","PROJECTS PIKES PEAK","865244.21","3218856"
"2016-460-9739001-7300","2016",,"PIKES PEAK AMERICAS MTN","9739001","PPH NOXIOUS WEED CONTROL","7300","PROJECTS PIKES PEAK","0","1801"
"2016-470-9750009-7500","2016","12","PARKING SYSTEM GROSS INCOME","9750009","CIP DOWNTOWN","7500","PROJECTS PARKING","856663.25","1430086"
"2016-470-9750013-7500","2016","12","PARKING SYSTEM GROSS INCOME","9750013","ONGOING PARKING MAINTENANCE","7500","PROJECTS PARKING","20964.48","167980"
"2016-470-9750014-7500","2016",,"PARKING SYSTEM GROSS INCOME","9750014","SWURA HOTEL PROJECT","7500","PROJECTS PARKING","0","899707"
"2022-001-9370141-3700","2022","1","GENERAL FUND","9370141","MIDDLE CREEK UPSTREAM OF I-25","3700","PROJECTS GEN FUND STRMWTR","3025.6","0"
"2022-485-9370000-7850","2022","485","STORMWATER ENTERPRISE","9370000","PROJECTS TO BE DETERMINED","7850","SWE ENGINEERING","0","0"
"2022-485-9370151-7800","2022","485","STORMWATER ENTERPRISE","9370151","USAFA-BLK SQUIRREL CREEK PH1&2","7800","PROJECTS STORMWATER","0","150000"
"2017-001-9080015-4800","2017","12","GENERAL FUND","9080015","COMPREHENSIVE PLAN UPDATE","4800","PROJECTS DEVELOPMENT REVIEW","315774.26","467165"
"2018-119-9400248-5000","2018","12","CONSERVATION TRUST","9400248","SERTICH REPAIRS","5000","PROJECTS PARKS AND REC","3183","9935"
"2018-119-9400332-5000","2018",,"CONSERVATION TRUST","9400332","MAINT OF OUTDOOR SCULPTURE","5000","PROJECTS PARKS AND REC","0","31556"
"2018-119-9400378-5000","2018","12","CONSERVATION TRUST","9400378","RED ROCK LANDFILL MONITOR","5000","PROJECTS PARKS AND REC","45562.65","211730"
"2018-119-9400417-5000","2018","12","CONSERVATION TRUST","9400417","PLAYGROUND RENOVATION","5000","PROJECTS PARKS AND REC","50082.14","67084"
"2018-119-9400419-5000","2018","12","CONSERVATION TRUST","9400419","TENNIS COURT REPLACEMENT","5000","PROJECTS PARKS AND REC","13775","32000"
"2018-119-9400420-5000","2018","12","CONSERVATION TRUST","9400420","TURF REDUCTION","5000","PROJECTS PARKS AND REC","1.33","28194"
"2018-119-9400421-5000","2018",,"CONSERVATION TRUST","9400421","BUILDING RENOVATION","5000","PROJECTS PARKS AND REC","0","6608"
"2018-119-9400432-5000","2018","12","CONSERVATION TRUST","9400432","PARK ADA IMPROVEMENTS","5000","PROJECTS PARKS AND REC","15000","37116"
"2018-119-9400464-5000","2018","12","CONSERVATION TRUST","9400464","BANCROFT PARK","5000","PROJECTS PARKS AND REC","14147.96","59128"
"2018-119-9400465-5000","2018",,"CONSERVATION TRUST","9400465","SINTON TRAIL ADDL IMPROVEMENTS","5000","PROJECTS PARKS AND REC","0","27536"
"2018-151-9160022-1300","2018","12","PUBLIC SPACE AND DEVELOPMENT","9160022","FOR FINANCE JOURNALS","1300","PROJECTS FINANCE","1961.08","3520"
"2018-151-9400369-5000","2018",,"PUBLIC SPACE AND DEVELOPMENT","9400369","MON VALLEY PRK MICKELSON AREA","5000","PROJECTS PARKS AND REC","0","22599"
"2018-151-9400381-5000","2018","12","PUBLIC SPACE AND DEVELOPMENT","9400381","VENEZIA COM PRK DEV PHASE I","5000","PROJECTS PARKS AND REC","229721.54","760343"
"2018-151-9400463-5000","2018","12","PUBLIC SPACE AND DEVELOPMENT","9400463","LARRY OCHS SPORTS COMPLEX PLAN","5000","PROJECTS PARKS AND REC","10374.75","19787"
"2018-151-9400472-5000","2018",,"PUBLIC SPACE AND DEVELOPMENT","9400472","LEGACY LOOP","5000","PROJECTS PARKS AND REC","0","900000"
"2018-151-9400476-5000","2018","12","PUBLIC SPACE AND DEVELOPMENT","9400476","INSPIRE-FOUNTAIN PARK","5000","PROJECTS PARKS AND REC","100000","100000"
"2018-151-9400477-5000","2018","12","PUBLIC SPACE AND DEVELOPMENT","9400477","INSPIRE-MEMORIAL PARK","5000","PROJECTS PARKS AND REC","37600","150000"
"2018-166-9160004-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160004","FINE ARTS CT","1300","PROJECTS FINANCE","25000","25000"
"2018-166-9160022-1300","2018","12",,"9160022","FOR FINANCE JOURNALS","1300","PROJECTS FINANCE","334.35","0"
"2018-166-9160023-1300","2018","12",,"9160023","US SENIOR OPEN","1300","PROJECTS FINANCE","70910","70910"
"2018-166-9160024-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160024","COPPER WEB EVENTS CALENDAR","1300","PROJECTS FINANCE","199999.92","200000"
"2018-166-9160033-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160033","COLO SPGS PHILHARMONIC","1300","PROJECTS FINANCE","146500","146500"
"2018-166-9160038-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160038","RCKY MTN ST GMS OLYMPIC CELEBR","1300","PROJECTS FINANCE","48250","48250"
"2018-119-9400019-5000","2018","12","CONSERVATION TRUST","9400019","TRAILS","5000","PROJECTS PARKS AND REC","2713","2713"
"2018-166-9160042-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160042","ST PATRICKS DAY PARADE","1300","PROJECTS FINANCE","15000","15000"
"2018-166-9160049-1300","2018",,"LODGERS AND AUTO RENTAL TAX","9160049","SK-8 STRONG","1300","PROJECTS FINANCE","0","20000"
"2018-166-9160052-1300","2018","12",,"9160052","ADRENALINE LACROSSE SHOWCASE","1300","PROJECTS FINANCE","30000","30000"
"2018-166-9160053-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160053","COMMUNITY VENTURES","1300","PROJECTS FINANCE","18000","18000"
"2018-166-9160054-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160054","FESTIVAL OF LIGHTS PARADE","1300","PROJECTS FINANCE","13500","13500"
"2018-166-9160057-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160057","PIKES PEAK AIRSTRIP ATTACK","1300","PROJECTS FINANCE","15000","15000"
"2018-166-9160058-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160058","PIKES PEAK CELTIC FESTIVAL","1300","PROJECTS FINANCE","8000","8000"
"2018-166-9160059-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160059","PIKES PEAK OR BUST RODEO","1300","PROJECTS FINANCE","21000","21000"
"2018-166-9160061-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160061","VETERANS DAY PARADE","1300","PROJECTS FINANCE","22000","22000"
"2018-166-9160066-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160066","CS LABR DAY HOT AIR BALLN EVNT","1300","PROJECTS FINANCE","134000","134000"
"2018-166-9160068-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160068","GOG RESTORATION & TRAIL PROJ","1300","PROJECTS FINANCE","10000","10000"
"2018-166-9160078-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160078","CO SPGS INTL DRAGON BOAT FESTI","1300","PROJECTS FINANCE","10000","10000"
"2018-166-9160082-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160082","FALLEN FIREFIGHTER MEMORIAL","1300","PROJECTS FINANCE","19500","19500"
"2018-166-9160084-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160084","GRAND PRIX-TAKE 5 IN THE GOG","1300","PROJECTS FINANCE","1800","1800"
"2018-166-9160085-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160085","GRAND PRIX-CLASSIC 10K RUN","1300","PROJECTS FINANCE","700","700"
"2018-166-9160086-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160086","GR PLNS REGNL PICKLEBALL TRNY-","1300","PROJECTS FINANCE","7500","7500"
"2018-166-9160087-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160087","HOLLY BERRY HSE FOLK ART FESTV","1300","PROJECTS FINANCE","4300","4300"
"2018-166-9160098-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160098","STARLIGHT SPECTACULAR","1300","PROJECTS FINANCE","6500","6500"
"2017-001-9370049-3700","2017",,"GENERAL FUND","9370049","MAY15 STORM-N DOUGLAS DESIGN","3700","PROJECTS GEN FUND STRMWTR","0","370"
"2018-166-9160107-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160107","WESTERN STREET BREAKFAST","1300","PROJECTS FINANCE","4000","4000"
"2018-166-9160110-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160110","HAUTE ROUTE CYCLING EVENT","1300","PROJECTS FINANCE","50000","50000"
"2018-166-9160115-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160115","GALAXYFEST","1300","PROJECTS FINANCE","5000","5000"
"2018-166-9160118-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160118","PP CYCL HILL CLM/USA CYCL HILL","1300","PROJECTS FINANCE","15000","15000"
"2018-166-9160145-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160145","FLYING W TOURISM PROMO","1300","PROJECTS FINANCE","75000","75000"
"2018-166-9160146-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9160146","WALK YOUR CITY","1300","PROJECTS FINANCE","1000","1000"
"2018-166-9160147-1300","2018","12",,"9160147","CO MIDDLE SCH BASKETBALL CHAMP","1300","PROJECTS FINANCE","15000","15000"
"2018-166-9160148-1300","2018","12",,"9160148","CS SPORTS AUTHORITY","1300","PROJECTS FINANCE","35106.5","100000"
"2018-166-9520004-1300","2018","12","LODGERS AND AUTO RENTAL TAX","9520004","TOUR PROMO","1300","PROJECTS FINANCE","3862600","3862600"
"2018-173-9320037-3200","2018","12","2C-ROAD RPR,MNT,IMPRVMT-SLS TX","9320037","SPEC REV FUND-ROADWAY IMPRVMTS","3200","PROJECTS STREETS","58778763.34","60400877"
"2018-202-9090036-2200","2018","12","CITY FUNDED CIP","9090036","SELF-CONTAINED BREATHING APP","2200","PROJECTS FIRE","163679.55","163682"
"2018-202-9090040-2200","2018","12","CITY FUNDED CIP","9090040","CRITICAL FIRE STATION REPAIRS","2200","PROJECTS FIRE","25017","25017"
"2018-202-9090041-2200","2018","12","CITY FUNDED CIP","9090041","EQUIPMENT FIRE STATION 22","2200","PROJECTS FIRE","2611","2611"
"2018-202-9100026-2100","2018",,"CITY FUNDED CIP","9100026","EMERGENCY RESPOND DRIVE SIMULA","2100","PROJECTS POLICE","0","230000"
"2018-202-9100031-2100","2018",,"CITY FUNDED CIP","9100031","PD MDC REPLACEMENT","2100","PROJECTS POLICE","0","360000"
"2018-202-9150001-1300","2018","12","CITY FUNDED CIP","9150001","PRIORITIZED CIP PROJECTS","1300","PROJECTS FINANCE","1091076.56","1348400"
"2018-202-9150001-8000","2018","12","CITY FUNDED CIP","9150001","PRIORITIZED CIP PROJECTS","8000","PROJECTS FACIL ENG","31508.85","31509"
"2018-202-9160071-1300","2018","12","CITY FUNDED CIP","9160071","CITYWIDE FACILITIES SECURITY","1300","PROJECTS FINANCE","232496.86","296984"
"2018-202-9160125-1300","2018",,"CITY FUNDED CIP","9160125","JANUARY 2017 WIND STORM DAMAGE","1300","PROJECTS FINANCE","0","539000"
"2018-202-9310211-3100","2018","12","CITY FUNDED CIP","9310211","CSU WDMN CORIDR I25 TO PWRS P1","3100","PROJECTS CITY ENGINEERING","949406.63","1064634"
"2021-001-9370113-3700","2021","1","GENERAL FUND","9370113","TABOR16-009 SOMMERLYN HILLS","3700","PROJECTS GEN FUND STRMWTR","0","0"
"2020-001-9310272-3100","2020","1","GENERAL FUND","9310272","CSU VERMIJO/SIERRA MADRE","3100","PROJECTS CITY ENGINEERING","0","0"
"2018-202-9310212-3100","2018",,"CITY FUNDED CIP","9310212","NORTHGATE BLVD REALIGNMENT","3100","PROJECTS CITY ENGINEERING","0","451740"
"2018-202-9310229-3100","2018","12","CITY FUNDED CIP","9310229","CSU AUSTIN BLUFFS CORRIDOR","3100","PROJECTS CITY ENGINEERING","58777.56","58782"
"2018-202-9310247-3100","2018","12","CITY FUNDED CIP","9310247","CASCADE AVE CHEYENNE RUN REPLA","3100","PROJECTS CITY ENGINEERING","-4032.22","1089766"
"2018-202-9310256-3100","2018","12","CITY FUNDED CIP","9310256","VERDE DR SPRNG CRK BRIDGE REPL","3100","PROJECTS CITY ENGINEERING","4517.48","629212"
"2018-202-9310257-3100","2018",,"CITY FUNDED CIP","9310257","GM-CHEYENN CAN RD BRDG REPLACE","3100","PROJECTS CITY ENGINEERING","0","236844"
"2018-202-9310263-3100","2018","12","CITY FUNDED CIP","9310263","PP CORRIDOR IMPS-NEV TO COLRDO","3100","PROJECTS CITY ENGINEERING","98288.32","98289"
"2018-202-9310269-3100","2018","12","CITY FUNDED CIP","9310269","CSU PIKES PEAK AVE RECONSTRUCT","3100","PROJECTS CITY ENGINEERING","1243887.43","1757599"
"2018-202-9310271-3100","2018","12","CITY FUNDED CIP","9310271","CSU PIKES PEAK IMPS-NEV TO COR","3100","PROJECTS CITY ENGINEERING","22807.26","27137"
"2018-202-9310272-3100","2018","12","CITY FUNDED CIP","9310272","CSU VERMIJO/SIERRA MADRE","3100","PROJECTS CITY ENGINEERING","-2153042.28","140982"
"2018-202-9310273-3100","2018","12","CITY FUNDED CIP","9310273","CSU CASCADE RT9 PH II","3100","PROJECTS CITY ENGINEERING","5163.84","13453"
"2018-202-9310274-3100","2018",,"CITY FUNDED CIP","9310274","CSU MONUMENT BRANCH PH II","3100","PROJECTS CITY ENGINEERING","0","500000"
"2018-202-9310276-3100","2018",,,"9310276","30TH ST-FONTANERO TO MESA RD","3100","PROJECTS CITY ENGINEERING","0","2280320"
"2018-202-9310277-3100","2018","12",,"9310277","CSU PRINTERS PKWY/PARKSIDE","3100","PROJECTS CITY ENGINEERING","-421756.98","0"
"2018-202-9310278-3100","2018","12",,"9310278","CSU 31ST STREET BRIDGE","3100","PROJECTS CITY ENGINEERING","-120497","0"
"2018-202-9310279-3100","2018","12",,"9310279","CSU TEJON ROUNDABOUT","3100","PROJECTS CITY ENGINEERING","-104367","0"
"2018-202-9310280-3100","2018",,,"9310280","LAS VEGAS COLONY HILLS BRIDGE","3100","PROJECTS CITY ENGINEERING","0","1350000"
"2018-202-9310961-3100","2018",,"CITY FUNDED CIP","9310961","GM-TEJON/CHEYNNE ROUNDABOUT","3100","PROJECTS CITY ENGINEERING","0","65000"
"2018-202-9310962-3100","2018",,"CITY FUNDED CIP","9310962","GM-RT 8-PED/TRANSIT ACCESSIBIL","3100","PROJECTS CITY ENGINEERING","0","204176"
"2018-202-9310963-3100","2018",,"CITY FUNDED CIP","9310963","GM-ROUTE 9 IMPRVMNTS-PHASE 4","3100","PROJECTS CITY ENGINEERING","0","107000"
"2018-202-9320034-3200","2018","12","CITY FUNDED CIP","9320034","ST PAVE IMPROVE PRIORITY CORR","3200","PROJECTS STREETS","1440455.8","1629458"
"2018-202-9330004-3300","2018","12","CITY FUNDED CIP","9330004","SIGNAL ADDTN","3300","PROJECTS TRAFFIC ENG","152236.2","350540"
"2018-202-9330047-3300","2018",,"CITY FUNDED CIP","9330047","GM-GRNT MTCH ADVANCED DETECTN","3300","PROJECTS TRAFFIC ENG","0","531644"
"2018-202-9330055-3300","2018",,"CITY FUNDED CIP","9330055","GM-TRAFFIC SIG UPGRADE GRT MTC","3300","PROJECTS TRAFFIC ENG","0","558412"
"2018-202-9330059-3300","2018",,"CITY FUNDED CIP","9330059","I-25-CIMARRON LANDSCAPING","3300","PROJECTS TRAFFIC ENG","0","750000"
"2018-202-9370008-3700","2018","12","CITY FUNDED CIP","9370008","STORMWATER IMPROVEMENTS","3700","PROJECTS GEN FUND STRMWTR","10","2696"
"2018-202-9370010-3700","2018",,"CITY FUNDED CIP","9370010","GM-31ST CULVERT REPLACE","3700","PROJECTS GEN FUND STRMWTR","0","20482"
"2018-202-9370016-3700","2018","12","CITY FUNDED CIP","9370016","GM-CAMP CREEK FLOOD MITIGATION","3700","PROJECTS GEN FUND STRMWTR","72363.48","97964"
"2018-202-9370027-3700","2018","12","CITY FUNDED CIP","9370027","DOWNTOWN DRAINAGE IMPROVEMENTS","3700","PROJECTS GEN FUND STRMWTR","217.52","1343"
"2018-202-9370028-3700","2018","12","CITY FUNDED CIP","9370028","EMERGENCY STORMWATER PROJECTS","3700","PROJECTS GEN FUND STRMWTR","7730.72","7731"
"2018-202-9370030-3700","2018","12","CITY FUNDED CIP","9370030","FAIRFAX TRIBUTARY DETENTN PND","3700","PROJECTS GEN FUND STRMWTR","6072.5","364860"
"2018-202-9370032-3700","2018","12","CITY FUNDED CIP","9370032","KING STREET DETENTION POND","3700","PROJECTS GEN FUND STRMWTR","5052.29","34906"
"2018-202-9370035-3700","2018","12","CITY FUNDED CIP","9370035","USAFA DRAINAGES (NORTHGATE ARE","3700","PROJECTS GEN FUND STRMWTR","25406.55","314121"
"2018-202-9370036-3700","2018","12","CITY FUNDED CIP","9370036","WATER QUALITY PROJECTS","3700","PROJECTS GEN FUND STRMWTR","355715.81","374759"
"2018-202-9370049-3700","2018","12","CITY FUNDED CIP","9370049","MAY15 STORM-N DOUGLAS DESIGN","3700","PROJECTS GEN FUND STRMWTR","204","204"
"2018-202-9370050-3700","2018","12","CITY FUNDED CIP","9370050","2015 MAY STORM-PW-MONMNT BRNCH","3700","PROJECTS GEN FUND STRMWTR","0","0"
"2017-001-9090041-2200","2017","12","GENERAL FUND","9090041","EQUIPMENT FIRE STATION 22","2200","PROJECTS FIRE","4367.53","5260"
"2018-202-9400428-5000","2018","12",,"9400428","MUSEUM EXTERIOR RENOVATION","5000","PROJECTS PARKS AND REC","0","0"
"2018-202-9400478-5000","2018","12",,"9400478","GOG TRAILS LART FUNDING","5000","PROJECTS PARKS AND REC","180000","180000"
"2018-460-9730012-7300","2018","12","PIKES PEAK AMERICAS MTN","9730012","SUMMIT HOUSE DESIGN","7300","PROJECTS PIKES PEAK","7500119.81","17659869"
