"release_number","event_id","facility_id","site_name","address","city","zip","state","county","status","release_date","closure_date","no_further_action_type","contact","phone","email","latitude","longitude","latitude_longitude","release_source","release_cause","reimbursement_total","release_record_link"
"REL-003419","287","8926","CCOD Parks & Rec - Overland Golf","800 W Jewell Ave","Denver","80223","CO","Denver","Closed","3/31/1993","1/12/1995","Pre-RBCA","Andy Flurkey","303-318-4357","cdle_ops_public_record_center@state.co.us","39.680981","-104.998747","39.680981, -104.998747",,,,"https://socgov18.force.com/s/release/a183h000003KW97"
"REL-000832","288","104","Colorado Retail Ventures Services","315 E Edison St","Brush","80723","CO","Morgan","Closed","8/24/1995","4/20/2012","Tier II","Erik Gessert","303-318-4357","cdle_ops_public_record_center@state.co.us","40.25548","-103.62259","40.25548, -103.62259","Dispenser",,,"https://socgov18.force.com/s/release/a183h000003KVTO"
"REL-012504","289","2603","Verns Place","4120 W CR 54G","Laporte","80535","CO","Larimer","Closed","8/3/1990","2/20/1992","Pre-RBCA","Michelle Howard","303-318-8507","michelle.howard@state.co.us","40.633058","-105.154","40.633058, -105.154",,,,"https://socgov18.force.com/s/release/a183h000003KYVe"
"REL-012293","290","8167","AT&T Information Systems","2551 E 40th Ave","Denver","80205","CO","Denver","Closed",,,"Administrative","Unknown","303-318-4357","cdle_ops_public_record_center@state.co.us","39.772924","-104.956833","39.772924, -104.956833",,,,"https://socgov18.force.com/s/release/a183h000003KYSF"
"REL-004121","291","13584","Brotherton Chiropractic Clinic","1700 W Mulberry","Fort Collins","80521","CO","Larimer","Closed","10/4/1990","2/24/2011","Tier II","Vinny Secondo","303-318-4357","cdle_ops_public_record_center@state.co.us","40.582186","-105.106754","40.582186, -105.106754",,,,"https://socgov18.force.com/s/release/a183h000003KWKR"
"REL-008320","292","11934","MCI Telecommunications","601 E 18th Ave","Denver","80203","CO","Denver","Closed","1/4/1991","3/26/1992","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","39.74523","-104.979292","39.74523, -104.979292",,,,"https://socgov18.force.com/s/release/a183h000003KXQA"
"REL-002225","293","13354","Custer County Medical Clinic","5th & Rosita Ave","Westcliffe","81252","CO","Custer","Closed","3/3/1995","4/21/1995","Pre-RBCA","Doug Pratto","303-318-4357","cdle_ops_public_record_center@state.co.us","38.134805","-105.464979","38.134805, -105.464979",,,,"https://socgov18.force.com/s/release/a183h000003KVpr"
"REL-012616","294","10683","Wallers Vehicle Repair Center Inc","1683 W Sheri Ln","Littleton","80120","CO","Arapahoe","Closed","9/28/1990","4/24/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.623145","-105.00754","39.623145, -105.00754",,,,"https://socgov18.force.com/s/release/a183h000003KYXS"
"REL-000886","295","14104","CCOD Waste Water Management","10500 E Smith Rd","Denver","80239","CO","Denver","Closed","7/26/1990",,"Administrative","Dennis C. Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.768469","-104.865554","39.768469, -104.865554",,,,"https://socgov18.force.com/s/release/a183h000003KVUG"
"REL-002967","296","3874","Aspen Streets Department","1080 Power Plant Rd","Aspen","81611","CO","Pitkin","Closed","10/29/1992","3/20/1995","Administrative","Lauri Lundie","303-318-4357","cdle_ops_public_record_center@state.co.us","39.195772","-106.833715","39.195772, -106.833715",,,,"https://socgov18.force.com/s/release/a183h000003KW1p"
"REL-007634","297","5273","Lambert Auto Electric","4619 Brighton Blvd","Denver","80216","CO","Denver","Closed","11/10/1993","6/19/1997","Pre-RBCA","Craig Workman","303-318-4357","cdle_ops_public_record_center@state.co.us","39.780928","-104.966868","39.780928, -104.966868",,,,"https://socgov18.force.com/s/release/a183h000003KXF6"
"REL-010718","298","13054","Shockley Trucking","120 18th St","Greeley","80631","CO","Weld","Closed",,"3/25/1994","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","40.409739","-104.679411","40.409739, -104.679411",,,,"https://socgov18.force.com/s/release/a183h000003KY2q"
"REL-007770","299","4288","Glenns Scaffolding","981 E 64th Ave","Denver","80229","CO","Adams","Closed","8/28/1991","8/23/1999","Pre-RBCA","Winifred Bromley","303-318-4357","cdle_ops_public_record_center@state.co.us","39.81334","-104.97531","39.81334, -104.97531",,,,"https://socgov18.force.com/s/release/a183h000003KXHI"
"REL-001177","300","8726","Commerce City Public Works","4407 E 60th Ave","Commerce City","80022","CO","Adams","Closed","11/14/1991","1/18/2000","Pre-RBCA","Eric Gillespie","303-318-4357","cdle_ops_public_record_center@state.co.us","39.806039","-104.935363","39.806039, -104.935363",,,,"https://socgov18.force.com/s/release/a183h000003KVYx"
"REL-008781","301","12862","National Renewable Energy Lab","1617 Cole Blvd","Golden","80401","CO","Jefferson","Closed","3/23/1992","9/9/1992","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.744491","-105.152","39.744491, -105.152",,,,"https://socgov18.force.com/s/release/a183h000003KXXb"
"REL-006597","302","7115","Dinosaur National Monument","Box 210","Dinosaur","81610","CO","Moffat","Closed",,"7/8/1993","Pre-RBCA","Doug Pratto","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KWyN"
"REL-004073","303","3412","Bevington Antiques","223 E 1st St","Salida","81201","CO","Chaffee","Closed",,,"Administrative","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","38.5352","-105.990581","38.5352, -105.990581",,,,"https://socgov18.force.com/s/release/a183h000003KWJf"
"REL-000044","304","8930","7-Eleven #20308","283 Hwy 105","Monument","80132","CO","El Paso","Closed","11/8/1993","4/26/1995","Pre-RBCA","Lauri Lundie","303-318-4357","cdle_ops_public_record_center@state.co.us","39.09283","-104.824939","39.09283, -104.824939",,,,"https://socgov18.force.com/s/release/a183h000003KVGg"
"REL-007150","305","12268","Jt Septic Tank Co","3676 S Natches Ct","Englewood","80110","CO","Arapahoe","Closed","8/22/1991","8/6/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.651486","-105.003928","39.651486, -105.003928",,,,"https://socgov18.force.com/s/release/a183h000003KX7I"
"REL-012559","306","4491","Speedway 9497","25 N Pagosa Blvd","Pagosa Springs","81147","CO","Archuleta","Closed",,"6/20/1997","Pre-RBCA","Robert Shoup","303-318-4357","cdle_ops_public_record_center@state.co.us","37.296224","-107.112479","37.296224, -107.112479",,,,"https://socgov18.force.com/s/release/a183h000003KYWX"
"REL-008436","307","13341","Metzger Property","5450 Wadsworth Bypass","Arvada","80002","CO","Jefferson","Closed","2/14/1995","12/4/1995","Pre-RBCA","Cindy Silva-Burbach","303-318-4357","cdle_ops_public_record_center@state.co.us","39.794904","-105.077768","39.794904, -105.077768",,,,"https://socgov18.force.com/s/release/a183h000003KXS2"
"REL-008956","308","866","AppOgee Kazmira","34501 E Quincy Ave","Watkins","80137","CO","Arapahoe","Closed",,"5/28/1996","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","39.645264","-104.575278","39.645264, -104.575278",,,,"https://socgov18.force.com/s/release/a183h000003KXaQ"
"REL-012915","309","324","Widefield Conoco","1 Widefield Blvd","Fountain","80817","CO","El Paso","Closed","7/1/1994","11/2/1995","Pre-RBCA","Cindy Silva-Burbach","303-318-4357","cdle_ops_public_record_center@state.co.us","38.736898","-104.729469","38.736898, -104.729469",,,,"https://socgov18.force.com/s/release/a183h000003KYcH"
"REL-010505","310","12703","Diamond Shamrock","520 Hwy 24 W","Woodland Park","80863","CO","Teller","Closed",,"8/25/1995","Pre-RBCA","Robert Shoup","303-318-4357","cdle_ops_public_record_center@state.co.us","38.993738","-105.058942","38.993738, -105.058942",,,,"https://socgov18.force.com/s/release/a183h000003KXzP"
"REL-004242","311","6307","D & R Service Station","19001 E Quincy Ave","Aurora","80015","CO","Arapahoe","Closed","9/7/1995","4/8/1997","Pre-RBCA","Steve Noel","303-318-4357","cdle_ops_public_record_center@state.co.us","39.638949","-104.766725","39.638949, -104.766725",,,,"https://socgov18.force.com/s/release/a183h000003KWMO"
"REL-001127","313","2720","Farmland Co-Op Inc","17292 US Hwy 34","Fort Morgan","80701","CO","Morgan","Closed","4/3/1996","1/5/2012","Tier I","Erik Gessert","303-318-4357","cdle_ops_public_record_center@state.co.us","40.253988","-103.823764","40.253988, -103.823764","Unknown",,,"https://socgov18.force.com/s/release/a183h000003KVY9"
"REL-001933","314","10904","Durango-La Plata County Airport","1300 CR 309","Durango","81301","CO","La Plata","Closed",,"5/16/1997","Pre-RBCA","Null User7","303-318-4357","cdle_ops_public_record_center@state.co.us","37.157884","-107.752311","37.157884, -107.752311",,,,"https://socgov18.force.com/s/release/a183h000003KVl9"
"REL-000959","315","7321","CDOT Villa Grove","Hwy 285 MP 10494","Villa Grove","81155","CO","Saguache","Closed",,"6/6/1996","Pre-RBCA","Mark Walker","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KVVR"
"REL-003618","316","8886","CCOD Fire Station #1","745 W Colfax Ave","Denver","80204","CO","Denver","Closed","6/13/1991","5/4/1995","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","39.740418","-104.997511","39.740418, -104.997511",,,,"https://socgov18.force.com/s/release/a183h000003KWCK"
"REL-005875","317","7324","Frito-Lay Distribution","11645 E 37th Ave Bldg B","Denver","80239","CO","Denver","Closed",,"3/30/1998","Pre-RBCA","Jennifer Steffes","303-318-4357","cdle_ops_public_record_center@state.co.us","39.769254","-104.852979","39.769254, -104.852979",,,,"https://socgov18.force.com/s/release/a183h000003KWmj"
"REL-008192","318","12163","Maintenance Shop","78900 US Hwy 40","Winter Park","80482","CO","Grand","Closed","8/31/1992","9/12/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.917911","-105.784345","39.917911, -105.784345",,,,"https://socgov18.force.com/s/release/a183h000003KXO6"
"REL-012314","319","9527","CenturyLink - Vail Central Office","169 N Frontage Rd","Vail","81657","CO","Eagle","Closed",,"4/4/1994","Pre-RBCA","Kathy Kosklin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.645156","-106.378976","39.645156, -106.378976",,,,"https://socgov18.force.com/s/release/a183h000003KYSa"
"REL-011235","320","3604","Alta Convenience #3501","3213 Main St","Alamosa","81101","CO","Alamosa","Closed","8/22/1996","7/10/2000","Pre-RBCA","Jennifer Steffes","303-318-4357","cdle_ops_public_record_center@state.co.us","37.478037","-105.900885","37.478037, -105.900885",,,,"https://socgov18.force.com/s/release/a183h000003KYBB"
"REL-002050","321","12703","Diamond Shamrock","520 Hwy 24 W","Woodland Park","80863","CO","Teller","Closed","7/2/1993","10/28/1993","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","38.993738","-105.058942","38.993738, -105.058942",,,,"https://socgov18.force.com/s/release/a183h000003KVn2"
"REL-010570","322","9756","Shamrock #4077","495 S Colorado Blvd","Denver","80222","CO","Denver","Closed","10/13/1994","12/27/2000","Tier I","Eric Gillespie","303-318-4357","cdle_ops_public_record_center@state.co.us","39.707536","-104.940837","39.707536, -104.940837",,,,"https://socgov18.force.com/s/release/a183h000003KY0S"
"REL-001586","323","8122","FAA Brush RCLR","3 1/2 Mi E On Hwy 34","Brush","80723","CO","Morgan","Closed",,"12/5/1995","Pre-RBCA","Kathy Wahlberg","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KVfY"
"REL-011056","325","5485","Saint Anthony Hospital North","2551 W 84th Ave","Westminster","80030","CO","Adams","Closed",,"2/10/1997","Pre-RBCA","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us","39.850118","-105.018155","39.850118, -105.018155",,,,"https://socgov18.force.com/s/release/a183h000003KY8I"
"REL-008446","326","8881","Micro Motion Inc - 80k Flow Facility","6930 Winchester Cir","Boulder","80301","CO","Boulder","Closed","7/27/1994","10/23/1995","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","40.077308","-105.19159","40.077308, -105.19159",,,,"https://socgov18.force.com/s/release/a183h000003KXSC"
"REL-012315","327","9752","Fox Garage","5151 Fox St","Denver","80216","CO","Denver","Closed","11/30/1992","1/18/2002","Tier II","John Gould","303-318-4357","cdle_ops_public_record_center@state.co.us","39.789828","-104.995923","39.789828, -104.995923",,,,"https://socgov18.force.com/s/release/a183h000003KYSb"
"REL-011057","328","5485","Saint Anthony Hospital North","2551 W 84th Ave","Westminster","80030","CO","Adams","Closed",,"3/30/1993","Pre-RBCA","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us","39.850118","-105.018155","39.850118, -105.018155",,,,"https://socgov18.force.com/s/release/a183h000003KY8J"
"REL-002091","331","10897","Circle K Store #2740678","1801 Main St","Colorado Springs","80911","CO","El Paso","Closed","2/1/1993","12/2/1999","Pre-RBCA","Larry Delin","303-318-4357","cdle_ops_public_record_center@state.co.us","38.766829","-104.738879","38.766829, -104.738879",,,,"https://socgov18.force.com/s/release/a183h000003KVnh"
"REL-000531","332","6553","Amoco #5475","7300 E Belleview","Englewood","80111","CO","Arapahoe","Closed","8/21/1990","12/6/2006","Tier II","Mike Kwiecinski","303-318-4357","cdle_ops_public_record_center@state.co.us","39.623449","-104.903611","39.623449, -104.903611",,,,"https://socgov18.force.com/s/release/a183h000003KVOX"
"REL-002945","333","13743","City Maintenance Shop","2024 Clarkson St","Denver","80205","CO","Denver","Closed","8/8/1996","10/30/2002","Tier I","John Gould","303-318-4357","cdle_ops_public_record_center@state.co.us","39.747986","-104.976638","39.747986, -104.976638",,,,"https://socgov18.force.com/s/release/a183h000003KW1T"
"REL-002051","334","12703","Diamond Shamrock","520 Hwy 24 W","Woodland Park","80863","CO","Teller","Closed","5/2/1994","9/15/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","38.993738","-105.058942","38.993738, -105.058942",,,,"https://socgov18.force.com/s/release/a183h000003KVn3"
"REL-011743","335","13272","Top Of Lift #10 Sust 24cr & Sast 20","Snowmass Ski Area","Snowmass","81654","CO","Pitkin","Closed","12/2/1994","3/23/1995","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KYJN"
"REL-000975","336","10081","Cherry Creek State Park","4201 S Parker Rd","Aurora","80014","CO","Arapahoe","Closed","12/1/1993","6/28/1995","Pre-RBCA","Andy Flurkey","303-318-4357","cdle_ops_public_record_center@state.co.us","39.640727","-104.82867","39.640727, -104.82867",,,,"https://socgov18.force.com/s/release/a183h000003KVVh"
"REL-005951","337","13817","Galligan Property","2870 North Ave","Grand Junction","81501","CO","Mesa","Closed",,"7/14/1997","Pre-RBCA","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us","39.077805","-108.520414","39.077805, -108.520414",,,,"https://socgov18.force.com/s/release/a183h000003KWnx"
"REL-003171","338","4686","Cherry Hills Country Club","4125 S University Blvd","Englewood","80110","CO","Arapahoe","Closed","9/2/1992","9/18/1992","Pre-RBCA","Larry Delin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.642922","-104.962569","39.642922, -104.962569",,,,"https://socgov18.force.com/s/release/a183h000003KW57"
"REL-007132","339","9376","Jorgensen Construction","5665 Eldora St","Commerce City","80022","CO","Adams","Closed","6/8/1992","7/21/1992","Pre-RBCA","Null User7","303-318-4357","cdle_ops_public_record_center@state.co.us","39.881419","-104.927525","39.881419, -104.927525",,,,"https://socgov18.force.com/s/release/a183h000003KX70"
"REL-007996","340","12191","Louise A Leeman","550 Broadway","Denver","80203","CO","Denver","Closed",,"5/28/1991","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","39.72524","-104.987","39.72524, -104.987",,,,"https://socgov18.force.com/s/release/a183h000003KXKw"
"REL-007818","341","2038","Littleton Fire Station #5","2702 E Dry Creek Rd","Littleton","80122","CO","Arapahoe","Closed","12/6/1990","2/13/1991","Pre-RBCA","Larry Delin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.580489","-104.95751","39.580489, -104.95751",,,,"https://socgov18.force.com/s/release/a183h000003KXI4"
"REL-003507","342","12438","CDOT Cotopaxi","Hwy 50","Cotopaxi","81223","CO","Fremont","Closed","10/11/1989","3/28/1995","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","38.390192","-105.653334","38.390192, -105.653334",,,,"https://socgov18.force.com/s/release/a183h000003KWAX"
"REL-000898","343","7715","CDOT Ault","253 E 2nd St","Ault","80610","CO","Weld","Closed","1/20/1989","10/1/1993","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","40.583499","-104.729301","40.583499, -104.729301",,,,"https://socgov18.force.com/s/release/a183h000003KVUS"
"REL-004385","344","9326","Bellvue Water Treatment Plant","4505 Filter Plant Rd","Bellvue","80512","CO","Larimer","Closed","2/7/1992","4/27/2000","Pre-RBCA","Winifred Bromley","303-318-4357","cdle_ops_public_record_center@state.co.us","40.653639","-105.1916","40.653639, -105.1916",,,,"https://socgov18.force.com/s/release/a183h000003KWOh"
