"point","permitnum","address","applicant","category","description","proposedusecode","proposedusedescription","permitteddiscretionary","landusedistrict","landusedistrictdescription","concurrent_loc","statuscurrent","applieddate","decisiondate","releasedate","mustcommencedate","canceledrefuseddate","decision","decisionby","sdabnumber","sdabhearingdate","sdabdecision","sdabdecisiondate","communitycode","communityname","ward","quadrant","latitude","longitude","locationcount","locationtypes","locationaddresses","locationsgeojson","locationswkt"
"POINT (-114.08488549838273 51.02216734133648)","DP2022-06146","3630 8A ST SW","EDWARD GALLAGHER DESIGN","Relaxation - New - Residential","RELAXATION: RETAINING WALL - HEIGHT","C2535","RETAINING WALL","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Hold","2022-08-30T00:00:00.000",,,,,,,,,,,"EPK","ELBOW PARK","8","SW","51.022","-114.085","2","Titled Parcel;Building","3630 8A ST SW;3630 8A ST SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0848855,51.0221673],[-114.0847541,51.0221774]]}","MULTIPOINT ((-114.08488549838273 51.02216734133648),(-114.08475414038759 51.02217744229393))"
"POINT (-114.21612155341604 51.13086103998836)","DP2022-06145","80 ARBOUR LAKE VW NW","S2 ARCHITECTURE","Temporary Structure","TEMPORARY USE: TEMPORARY RESIDENTIAL SALES CENTRE","C2840","TEMPORARY RESIDENTIAL SALES CENTRE","Discretionary","M-H1","Multi-Residential - High Density Low Rise",,"Hold","2022-08-30T00:00:00.000",,,,,,,,,,,"ARB","ARBOUR LAKE","2","NW","51.131","-114.216","1","Titled Parcel","80 ARBOUR LAKE VW NW","{""type"":""Point"",""coordinates"":[-114.2161216,51.130861]}","POINT (-114.21612155341604 51.13086103998836)"
"POINT (-113.93847289899998 51.15552317140081)","DP2022-06144","#1010 1155 CORNERSTONE BV NE",,"Outdoor Cafe","CHANGES TO SITE PLAN: OUTDOOR CAFE","C2130","OUTDOOR CAFE","Discretionary","C-C2  f4.0h30","Commercial - Community 2",,"Under Review","2022-08-30T00:00:00.000",,,,,,,,,,,"CNS","CORNERSTONE","5","NE","51.156","-113.938","3","Titled Parcel;Building;Building Suite","1155 CORNERSTONE BV NE;#1000 1155 CORNERSTONE BV NE;#1010 1155 CORNERSTONE BV NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9384729,51.1555232],[-113.9400497,51.1552584],[-113.940081,51.1550617]]}","MULTIPOINT ((-113.93847289899998 51.15552317140081),(-113.9400496818146 51.15525839347491),(-113.94008102743196 51.15506173586826))"
"POINT (-114.20469567466596 51.07236714430549)","DP2022-06143","50 COUGAR RIDGE VW SW",,"Relaxation - Existing - Residential - FastTrack - Comp Follow-Up","RELAXATION: AIR CONDITIONING EQUIPMENT (EXISTING) - PROJECTION INTO SIDE SETBACK","C1045","AIR CONDITIONING EQUIPMENT","Permitted with a Relaxation","R-1","Residential - One Dwelling",,"In Advertising","2022-08-30T00:00:00.000","2022-09-02T00:00:00.000",,"2024-09-02T00:00:00.000",,"Approval","Development Authority",,,,,"CGR","COUGAR RIDGE","6","SW","51.072","-114.205","2","Titled Parcel;Building","50 COUGAR RIDGE VW SW;50 COUGAR RIDGE VW SW","{""type"":""MultiPoint"",""coordinates"":[[-114.2046957,51.0723671],[-114.2048544,51.0723676]]}","MULTIPOINT ((-114.20469567466596 51.07236714430549),(-114.20485443527521 51.072367639325115))"
"POINT (-114.09191836909878 50.95944502620635)","DP2022-06142","1316 SOUTHBOW PL SW","T N T CONTRACTING","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (CONTRACTOR)","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-30T00:00:00.000",,,,,,,,,,,"SOW","SOUTHWOOD","11","SW","50.959","-114.092","2","Titled Parcel;Building","1316 SOUTHBOW PL SW;1316 SOUTHBOW PL SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0919184,50.959445],[-114.0920226,50.959531]]}","MULTIPOINT ((-114.09191836909878 50.95944502620635),(-114.09202260745161 50.95953102210964))"
"POINT (-114.01181067494224 51.09023668440817)","DP2022-06141","4239 19 ST NE","P&P MOTORS","Change of Use - Discretionary Use or Relaxations Required","CHANGE OF USE: VEHICLE SALES - MAJOR","C2940","VEHICLE SALES - MAJOR","Discretionary","I-C","Industrial - Commercial",,"Hold","2022-08-30T00:00:00.000",,,,,,,,,,,"NAW","NORTH AIRWAYS","10","NE","51.090","-114.012","2","Titled Parcel;Building","4239 19 ST NE;4239 19 ST NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0118107,51.0902367],[-114.0122719,51.0902836]]}","MULTIPOINT ((-114.01181067494224 51.09023668440817),(-114.01227192875578 51.09028355395419))"
"POINT (-114.05429416352743 51.04732287535333)","DP2022-06140","436 6 AV SE","ACE ARCHITECTURE","Commercial - Downtown","ADDITION: RETAIL AND CONSUMER SERVICE (2ND  FLOOR)","C2515","RETAIL AND CONSUMER SERVICE","Discretionary","DC","Direct Control (1P2007)",,"Under Review","2022-08-30T00:00:00.000",,,,,,,,,,,"DNE","DOWNTOWN EAST VILLAGE","7","SE","51.047","-114.054","3","Titled Parcel;Building;Building Suite","430 6 AV SE;430 6 AV SE;436 6 AV SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0542942,51.0473229],[-114.0542436,51.0476618],[-114.0538319,51.0475192]]}","MULTIPOINT ((-114.05429416352743 51.04732287535333),(-114.05424356051606 51.047661784685864),(-114.05383185031596 51.04751918216831))"
"POINT (-114.105858336089 51.03031164578775)","DP2022-06139","1923 26 AV SW","K5 DESIGNS","Residential - Multi-Family - Minor and Rowhouses","NEW: MULTI-RESIDENTIAL DEVELOPMENT (1 BUILDING), ACCESSORY RESIDENTIAL BUILDING (GARAGE)","C1020; C2050","ACCESSORY RESIDENTIAL BUILDING; MULTI-RESIDENTIAL DEVELOPMENT","Discretionary","M-CG d75","Multi-Residential - Contextual Grade-Oriented  ",,"In Circulation","2022-08-30T00:00:00.000",,,,,,,,,,,"SOC","SOUTH CALGARY","8","SW","51.030","-114.106","2","Titled Parcel;Building","1923 26 AV SW;1923 26 AV SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1058583,51.0303116],[-114.1058575,51.0302393]]}","MULTIPOINT ((-114.105858336089 51.03031164578775),(-114.10585752967086 51.03023926098199))"
"POINT (-114.06738863098408 51.014329588431316)","DP2022-06138","4504 STANLEY DR SW",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: SINGLE DETACHED DWELLING (EXISTING) - BUILDING PROJECTION INTO SIDE SETBACK.","C2730","SINGLE DETACHED DWELLING","Permitted with a Relaxation","R-C1","Residential - Contextual One Dwelling",,"Cancelled","2022-08-30T00:00:00.000",,,,"2022-09-07T00:00:00.000",,,,,,,"PKH","PARKHILL","8","SW","51.014","-114.067","2","Titled Parcel;Building","4504 STANLEY DR SW;4504 STANLEY DR SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0673886,51.0143296],[-114.0673904,51.0141797]]}","MULTIPOINT ((-114.06738863098408 51.014329588431316),(-114.06739042320511 51.014179718750654))"
"POINT (-114.18331814171725 51.019005455878705)","DP2022-06137","145 SIERRA VISTA TC SW",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Hold","2022-08-30T00:00:00.000",,,,,,,,,,,"SIG","SIGNAL HILL","6","SW","51.019","-114.183","2","Titled Parcel;Building","145 SIERRA VISTA TC SW;145 SIERRA VISTA TC SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1833181,51.0190055],[-114.1832086,51.0189297]]}","MULTIPOINT ((-114.18331814171725 51.019005455878705),(-114.18320855323621 51.018929736001056))"
"POINT (-114.10324987872892 51.032365163253644)","DP2022-06136","2424 17A ST SW",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - HEIGHT & PROJECTION INTO SIDE SETBACK ","C1455","DECK","Discretionary","M-CG d111","Multi-Residential - Contextual Grade-Oriented  ",,"In Advertising","2022-08-30T00:00:00.000","2022-09-02T00:00:00.000",,"2024-09-02T00:00:00.000",,"Approval","Development Authority",,,,,"BNK","BANKVIEW","8","SW","51.032","-114.103","2","Titled Parcel;Building","2424 17A ST SW;2424 17A ST SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1032499,51.0323652],[-114.1031321,51.0323656]]}","MULTIPOINT ((-114.10324987872892 51.032365163253644),(-114.10313210389657 51.0323655639071))"
"POINT (-114.18456615776363 51.05560415206436)","DP2022-06134","6619 COACH HILL RD SW","STUDIO WOLF DESIGNS","Residential - New Single / Semi / Duplex","NEW: SINGLE DETACHED DWELLING, SECONDARY SUITE (BASEMENT)","C2626; C2730","SECONDARY SUITE; SINGLE DETACHED DWELLING","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-08-30T00:00:00.000",,,,,,,,,,,"COA","COACH HILL","6","SW","51.056","-114.185","1","Titled Parcel","6619 COACH HILL RD SW","{""type"":""Point"",""coordinates"":[-114.1845662,51.0556042]}","POINT (-114.18456615776363 51.05560415206436)"
"POINT (-114.20141535719621 51.12944606715977)","DP2022-06133","#301 400 CROWFOOT CR NW",,"Change of Use - Discretionary Use or Relaxations Required","CHANGE OF USE: OFFICES","B6700","OFFICES","Discretionary","DC","DIRECT CONTROL DISTRICT                                 ",,"In Circulation","2022-08-30T00:00:00.000",,,,,,,,,,,"ARB","ARBOUR LAKE","2","NW","51.129","-114.201","3","Titled Parcel;Building;Building Suite","400 CROWFOOT CR NW;400 CROWFOOT CR NW;#301 400 CROWFOOT CR NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2014154,51.1294461],[-114.2008069,51.129986],[-114.2009714,51.1300785]]}","MULTIPOINT ((-114.20141535719621 51.12944606715977),(-114.20080688418469 51.129985977859484),(-114.2009714421552 51.13007852194652))"
"POINT (-114.03303486636614 51.040615485691625)","DP2022-06132","1323 9 AV SE",,"Change of Use - Discretionary Use or Relaxations Required","CHANGE OF USE: LIQUOR STORE","B6380","LIQUOR STORE","Discretionary","DC","DIRECT CONTROL DISTRICT                                 ",,"Cancelled","2022-08-30T00:00:00.000",,,,"2022-09-07T00:00:00.000",,,,,,,"ING","INGLEWOOD","9","SE","51.041","-114.033","2","Titled Parcel;Building","1323 9 AV SE;1323 9 AV SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0330349,51.0406155],[-114.0331681,51.040516]]}","MULTIPOINT ((-114.03303486636614 51.040615485691625),(-114.03316813466914 51.04051603940465))"
"POINT (-114.07592018827033 50.914443148783214)","DP2022-06130","82 MILLBANK HL SW",,"Residential - Fence","RELAXATION: FENCE - HEIGHT","C1575","FENCE","Discretionary","R-C2","Residential - Contextual One/Two Dwelling",,"In Advertising","2022-08-30T00:00:00.000","2022-09-09T00:00:00.000",,"2024-09-09T00:00:00.000",,"Approval","Development Authority",,,,,"MLR","MILLRISE","13","SW","50.914","-114.076","2","Titled Parcel;Building","82 MILLBANK HL SW;82 MILLBANK HL SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0759202,50.9144431],[-114.0759081,50.9145441]]}","MULTIPOINT ((-114.07592018827033 50.914443148783214),(-114.07590813677683 50.91454405966243))"
"POINT (-113.90403576392414 51.039475018777964)","DP2022-06129","50 BELVEDERE CM SE","DS HOMES","Relaxation - New - Residential","RELAXATION: SEMI-DETACHED DWELLING (CANTILEVER) - BUILDING SETBACK FROM SIDE PROPERTY LINE, EAVES - PROJECTION INTO SIDE SETBACK","C2640","SEMI-DETACHED DWELLING","Permitted with a Relaxation","R-Gm","Residential - Low Density Mixed Housing",,"Under Review","2022-08-30T00:00:00.000",,,,,,,,,,,"BVD","BELVEDERE","9","SE","51.039","-113.904","2","Titled Parcel;Titled Parcel","54 BELVEDERE CM SE;50 BELVEDERE CM SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9040358,51.039475],[-113.9040533,51.0395514]]}","MULTIPOINT ((-113.90403576392414 51.039475018777964),(-113.90405333003297 51.03955144602176))"
"POINT (-114.03188529118144 50.872307460180174)","DP2022-06128","13 WALDEN PA SE","EVERGREEN LIGHTS","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (LIGHT INSTALLATION CONTRACTOR )","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-1","Residential - One Dwelling",,"Under Review","2022-08-30T00:00:00.000",,,,,,,,,,,"WAL","WALDEN","14","SE","50.872","-114.032","2","Titled Parcel;Building","13 WALDEN PA SE;13 WALDEN PA SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0318853,50.8723075],[-114.0320666,50.8723432]]}","MULTIPOINT ((-114.03188529118144 50.872307460180174),(-114.03206660913098 50.872343217681724))"
"POINT (-114.03697379823024 50.871429434208984)","DP2022-06126","268 WALDEN HT SE","NEW MAPLE GEOMATICS","Relaxation - Existing - Residential - FastTrack - Comp Follow-Up","RELAXATION: DECK (EXISTING) - PROJECTION INTO REAR SETBACK","C1455","DECK","Permitted with a Relaxation","R-1N","Residential - Narrow Parcel One Dwelling",,"In Advertising","2022-08-30T00:00:00.000","2022-09-02T00:00:00.000",,"2024-09-02T00:00:00.000",,"Approval","Development Authority",,,,,"WAL","WALDEN","14","SE","50.871","-114.037","2","Titled Parcel;Building","268 WALDEN HT SE;268 WALDEN HT SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0369738,50.8714294],[-114.0370444,50.8715546]]}","MULTIPOINT ((-114.03697379823024 50.871429434208984),(-114.03704442434001 50.87155456162853))"
"POINT (-113.90408515364417 51.03969081316796)","DP2022-06125","42 BELVEDERE CM SE","DS HOMES","Relaxation - New - Residential","RELAXATION: SEMI-DETACHED DWELLING (CANTILEVER) - BUILDING SETBACK FROM SIDE PROPERTY LINE, EAVES - PROJECTION INTO SIDE SETBACK","C2640","SEMI-DETACHED DWELLING","Permitted with a Relaxation","R-Gm","Residential - Low Density Mixed Housing",,"Under Review","2022-08-30T00:00:00.000",,,,,,,,,,,"BVD","BELVEDERE","9","SE","51.040","-113.904","2","Titled Parcel;Titled Parcel","42 BELVEDERE CM SE;46 BELVEDERE CM SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9040852,51.0396908],[-113.9040696,51.0396234]]}","MULTIPOINT ((-113.90408515364417 51.03969081316796),(-113.90406955087262 51.03962337728591))"
"POINT (-113.96517659103645 51.15539932534875)","DP2022-06123","39 SKYVIEW SHORES LI NE","HORIZON LAND SURVEYS","Relaxation - Existing - Residential - FastTrack - Comp Follow-Up","RELAXATION: SINGLE DETACHED DWELLING (EXISTING) - BUILDING SETBACK FROM REAR PROPERTY LINE, DECK (EXISTING) - PROJECTION INTO REAR SETBACK","C1455; C2730","DECK; SINGLE DETACHED DWELLING","Permitted with a Relaxation","R-1N","Residential - Narrow Parcel One Dwelling",,"In Advertising","2022-08-30T00:00:00.000","2022-09-02T00:00:00.000",,"2024-09-02T00:00:00.000",,"Approval","Development Authority",,,,,"SKR","SKYVIEW RANCH","5","NE","51.155","-113.965","2","Titled Parcel;Building","39 SKYVIEW SHORES LI NE;39 SKYVIEW SHORES LI NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9651766,51.1553993],[-113.9653597,51.1554159]]}","MULTIPOINT ((-113.96517659103645 51.15539932534875),(-113.96535970819103 51.15541592051231))"
"POINT (-114.10776853158822 51.0741560508292)","DP2022-06122","2025 24 AV NW","VSDG","Residential - Multi-Family - Minor and Rowhouses","NEW: ROWHOUSE BUILDING (1 BUILDING),SECONDARY SUITE (1 BUILDING, 5 UNITS)  ACCESSORY RESIDENTIAL BUILDING (CARPORT)","C9999","OTHER","Permitted","R-C2","Residential - Contextual One/Two Dwelling",,"Under Review","2022-08-30T00:00:00.000",,,,,,,,,,,"BNF","BANFF TRAIL","7","NW","51.074","-114.108","2","Titled Parcel;Building","2025 24 AV NW;2025 24 AV NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1077685,51.0741561],[-114.1077688,51.0740055]]}","MULTIPOINT ((-114.10776853158822 51.0741560508292),(-114.10776875268849 51.07400550027054))"
"POINT (-114.10708446832096 50.93512045845774)","DP2022-06121","31 WOOD WILLOW BA SW","WOOD WILLOW STUDIO","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-08-30T00:00:00.000",,,,,,,,,,,"WOO","WOODLANDS","13","SW","50.935","-114.107","2","Titled Parcel;Building","31 WOOD WILLOW BA SW;31 WOOD WILLOW BA SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1070845,50.9351205],[-114.107211,50.9350857]]}","MULTIPOINT ((-114.10708446832096 50.93512045845774),(-114.10721103800952 50.93508574917262))"
"POINT (-114.01186200807444 51.08471833618123)","DP2022-06120","#7 3601 19 ST NE",,"Change of Use - Permitted Use","CHANGE OF USE: GENERAL INDUSTRIAL - LIGHT","C1685","GENERAL INDUSTRIAL - LIGHT","Permitted","I-G","Industrial - General",,"Cancelled - Pending Refund","2022-08-30T00:00:00.000",,,,,,,,,,,"NAW","NORTH AIRWAYS","10","NE","51.085","-114.012","3","Titled Parcel;Building;Building Suite","3601 19 ST NE;3601 19 ST NE;#7 3601 19 ST NE","{""type"":""MultiPoint"",""coordinates"":[[-114.011862,51.0847183],[-114.0125729,51.0843426],[-114.0125729,51.0843426]]}","MULTIPOINT ((-114.01186200807444 51.08471833618123),(-114.01257292590786 51.08434261048671),(-114.01257292590786 51.08434261048671))"
"POINT (-113.9626449060283 51.09467468659401)","DP2022-06117","760 WHITEMONT DR NE","AXIOM GEOMATICS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: SINGLE DETACHED DWELLING (EXISTING) - BUILDING SETBACK FROM SIDE PROPERTY LINE","C2730","SINGLE DETACHED DWELLING","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Advertising","2022-08-30T00:00:00.000","2022-09-06T00:00:00.000",,"2024-09-06T00:00:00.000",,"Approval","Development Authority",,,,,"WHI","WHITEHORN","10","NE","51.095","-113.963","2","Titled Parcel;Building","760 WHITEMONT DR NE;760 WHITEMONT DR NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9626449,51.0946747],[-113.9626371,51.0947523]]}","MULTIPOINT ((-113.9626449060283 51.09467468659401),(-113.96263713443598 51.09475231878134))"
"POINT (-114.07731031965683 51.01303709736874)","DP2022-06116","615 CRESCENT BV SW","ELLERGODT DESIGN","Residential - Secondary Suite","NEW: BACKYARD SUITE (ATTACHED)","C1175","BACKYARD SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-08-30T00:00:00.000",,,,,,,,,,,"EYA","ELBOYA","8","SW","51.013","-114.077","2","Titled Parcel;Building","615 CRESCENT BV SW;615 CRESCENT BV SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0773103,51.0130371],[-114.0772434,51.0128865]]}","MULTIPOINT ((-114.07731031965683 51.01303709736874),(-114.07724343220269 51.012886472825315))"
"POINT (-113.95322684432243 51.0088769261343)","DP2022-06114","5510 50 AV SE","EXP SERVICES","Excavating, Stripping and Grading","CHANGES TO SITE PLAN: EXCAVATION, STRIPPING AND GRADING","C1560","EXCAVATION, STRIPPING AND GRADING","Discretionary","I-G","Industrial - General",,"In Circulation","2022-08-30T00:00:00.000",,,,,,,,,,,"STD","STARFIELD","9","SE","51.009","-113.953","1","Titled Parcel","5510 50 AV SE","{""type"":""Point"",""coordinates"":[-113.9532268,51.0088769]}","POINT (-113.95322684432243 51.0088769261343)"
"POINT (-114.24323279439852 51.091311530839405)","DP2022-06113","48 VALLEY MEADOW CL NW","SARA KARIMI AVVAL*","Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-08-30T00:00:00.000",,,,,,,,,,,"VAL","VALLEY RIDGE","1","NW","51.091","-114.243","2","Titled Parcel;Building","48 VALLEY MEADOW CL NW;48 VALLEY MEADOW CL NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2432328,51.0913115],[-114.2430621,51.0913191]]}","MULTIPOINT ((-114.24323279439852 51.091311530839405),(-114.24306213400267 51.09131911344658))"
"POINT (-113.95611880609523 50.90766579696424)","DP2022-06112","56 ELGIN MEADOWS MR SE",,"Residential - Secondary Suite","NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE), BACKYARD SUITE (ABOVE GARAGE) - SEPARATION FROM MAIN RESIDENTIAL BUILDING","C2626","SECONDARY SUITE","Permitted with a Relaxation","DC","DIRECT CONTROL DISTRICT                                 ",,"Under Review","2022-08-30T00:00:00.000",,,,,,,,,,,"MCT","MCKENZIE TOWNE","12","SE","50.908","-113.956","2","Titled Parcel;Building","56 ELGIN MEADOWS MR SE;56 ELGIN MEADOWS MR SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9561188,50.9076658],[-113.9559872,50.9076399]]}","MULTIPOINT ((-113.95611880609523 50.90766579696424),(-113.95598716523787 50.907639937281665))"
"POINT (-113.94634004920003 51.10260447601724)","DP2022-06111","120 FALCHURCH CR NE",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: OTHER (EXISTING EAVES) - PROJECTION INTO SIDE SETBACK","C9999","OTHER","Permitted with a Relaxation","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-08-30T00:00:00.000",,,,,,,,,,,"FAL","FALCONRIDGE","5","NE","51.103","-113.946","2","Titled Parcel;Building","120 FALCHURCH CR NE;120 FALCHURCH CR NE","{""type"":""MultiPoint"",""coordinates"":[[-113.94634,51.1026045],[-113.9464511,51.1027132]]}","MULTIPOINT ((-113.94634004920003 51.10260447601724),(-113.94645113825045 51.102713202753364))"
