"tradename","address","licencetypes","comdistnm","jobstatusdesc","jobcreated","longitude","latitude"
"FUJI RAMEN AND SUSHI","#111 12100 MACLEOD TR SE","FOOD SERVICE - PREMISES (SEATING)","LAKE BONAVISTA","Renewal Licensed","2020-01-03T00:00:00.000","-114.06896035443044","50.94485318452151"
"PAINT UR ART OUT","1510 7 ST SW","RETAIL DEALER - PREMISES","BELTLINE","Licensed","2021-09-13T00:00:00.000","-114.07902047362485","51.0384934372371"
"UPS STORE (THE)","#45 2000 AIRPORT RD NE","RETAIL DEALER - PREMISES","CALGARY INTERNATIONAL AIRPORT","Renewal Licensed","2013-05-09T00:00:00.000","-114.01110744045015","51.13106487117581"
"HAIR KIX","#11 8720 MACLEOD TR SE","PERSONAL SERVICE","ACADIA","Renewal Licensed","2003-03-26T00:00:00.000","-114.06993407997416","50.97560924466435"
"SILVER MOUNTAIN (THE)","#15C 6455 MACLEOD TR SW","RETAIL DEALER - PREMISES","MEADOWLARK PARK","Renewal Licensed","2008-07-22T00:00:00.000","-114.07367018750668","50.99801742927944"
"KAWA ESPRESSO BAR","#101 1333 8 ST SW","OUTDOOR PATIO","BELTLINE","Renewal Licensed","2008-12-10T00:00:00.000","-114.082052106479","51.04032713464226"
"ROYAL KABAB EXPRESS","#B  20 14 ST NW","FOOD SERVICE - PREMISES (SEATING)","HILLHURST","Renewal Licensed","2008-12-22T00:00:00.000",,
"HUMPTY'S FAMILY RESTAURANT","6510 4 ST NE","ALCOHOL BEVERAGE SALES (RESTAURANT)","HUNTINGTON HILLS","Renewal Licensed","2018-06-11T00:00:00.000","-114.05619724269188","51.111425588636855"
"DOLPHIN DRYCLEANERS","37 HIGH ST SE","FABRIC CLEANING","MCKENZIE TOWNE","Renewal Licensed","2018-04-17T00:00:00.000","-113.9607846795601","50.91578352057066"
"HONKY TONK BAR AND RESTAURANT","219 10 AV SW","ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT)","BELTLINE","Licensed","2021-04-26T00:00:00.000","-114.06716013731042","51.043181812237115"
"HERITAGE WINE & SPIRITS","8419 ELBOW DR SW","FOOD SERVICE - PREMISES","HAYSBORO","Renewal Licensed","2013-01-18T00:00:00.000","-114.0838333781574","50.9787498399792"
"FASHION ADDITION 14+","#114 10816 MACLEOD TR SE","RETAIL DEALER - PREMISES","WILLOW PARK","Renewal Licensed","2019-04-17T00:00:00.000","-114.06927643979459","50.9574287327229"
"LAST BEST BREWING & DISTILLING EATERY & BREWPUB","607 11 AV SW","ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT)","BELTLINE","Renewal Licensed","2015-04-09T00:00:00.000","-114.0746042807776","51.04259663250798"
"SHOPPERS DRUG MART #353","#1000 150 MILLRISE BV SW","FOOD SERVICE - PREMISES","MILLRISE","Renewal Licensed","2015-05-08T00:00:00.000","-114.07323490918583","50.915323009755035"
"CHOICE OFFICE FURNITURE","#2 5905 11 ST SE","SECONDHAND DEALER","BURNS INDUSTRIAL","Renewal Licensed","2015-04-01T00:00:00.000","-114.03843188644328","51.000902836714936"
"CAN WEST LEGACY","#34 4216 54 AV SE","MANUFACTURER","FOOTHILLS","Renewal Licensed","2013-12-05T00:00:00.000","-113.97566231923729","51.00394356536398"
"BIOI","#2 1336 9 AV SE","RETAIL DEALER - PREMISES","INGLEWOOD","Renewal Licensed","2015-04-17T00:00:00.000","-114.03199943700562","51.040553474872475"
"KAWA ESPRESSO BAR","#101 1333 8 ST SW","ENTERTAINMENT ESTABLISHMENT","BELTLINE","Renewal Licensed","2008-12-10T00:00:00.000","-114.082052106479","51.04032713464226"
"QUICK PRINT","#1 5508 1 ST SE","MANUFACTURER","MANCHESTER INDUSTRIAL","Renewal Licensed","2016-05-31T00:00:00.000","-114.06178604021576","51.00521998854134"
"WESTCAN BUILDERS","#2 4616 6A ST NE","CONTRACTOR","GREENVIEW INDUSTRIAL PARK","Renewal Licensed","2010-01-06T00:00:00.000","-114.04641662594258","51.09365637331688"
"GLOBAL NEWS & TOBACCO","#178 125 9 AV SE","RETAIL DEALER - PREMISES","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2002-07-23T00:00:00.000","-114.06152710996729","51.04416443494095"
"ORIGINAL JOE'S RESTAURANT & BAR","#100 1220 KENSINGTON RD NW","OUTDOOR PATIO","HILLHURST","Renewal Licensed","2011-05-31T00:00:00.000","-114.08982407038786","51.05272320551324"
"INGEAR STORE","#100 206 10A ST NW","RETAIL DEALER - PREMISES","HILLHURST","Licensed","2022-03-23T00:00:00.000","-114.08682009620588","51.05282374204782"
"YIFANG TAIWAN FRUIT TEA","#A 1607 CENTRE ST NW","FOOD SERVICE - PREMISES (NO SEATING)","CRESCENT HEIGHTS","Licensed","2022-05-16T00:00:00.000","-114.0628312259642","51.066370888397756"
"RGO TECHNOLOGIES","#100 229 33 ST NE","WHOLESALER","FRANKLIN","Pending Renewal","2017-10-31T00:00:00.000","-113.98772142965149","51.05265957180386"
"MUCHO BURRITO","#102 428 36 ST NE","OUTDOOR PATIO","MARLBOROUGH","Renewal Licensed","2014-05-26T00:00:00.000","-113.98110393613662","51.054560797092655"
"JOBSITE TWO","#6 5269 MEMORIAL DR SE","TOBACCO RETAILER","FOREST HEIGHTS","Renewal Licensed","2003-04-16T00:00:00.000","-113.95720491766394","51.052651411637704"
"QUALICASE","2715 61 AV SE","MANUFACTURER","OGDEN SHOPS","Pending Renewal","2001-11-22T00:00:00.000","-113.99702027451767","50.99797406549326"
"KELLY BROTHERS PRODUCTIONS","#400 119 14 ST NW","PHOTOGRAPHER","HILLHURST","Renewal Licensed","2020-07-02T00:00:00.000","-114.0951549254676","51.05317492809362"
"GO GLASS & ACCESSORIES","#121 10836 24 ST SE","RETAIL DEALER - PREMISES","SHEPARD INDUSTRIAL","Renewal Licensed","2014-02-24T00:00:00.000","-113.99957182236263","50.955204658475836"
"KFC (KENTUCKY FRIED CHICKEN)","#2210 6004 COUNTRY HILLS BV NE","FOOD SERVICE - PREMISES (SEATING)","SKYVIEW RANCH","Renewal Licensed","2020-03-31T00:00:00.000","-113.95054326747055","51.155462572314754"
"ONIGIRI JAPAN","#280 801 7 AV SW","FOOD SERVICE - PREMISES (NO SEATING)","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2018-05-22T00:00:00.000","-114.07928053609892","51.046487745490104"
"SUNBIRD MANUFACTURING","#1070 4385 104 AV SE","CONTRACTOR","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2008-06-10T00:00:00.000","-113.97224437927967","50.95982997488494"
"STAMPEDE ELECTRIC","#16 4041 74 AV SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","FOOTHILLS","Licensed","2022-05-19T00:00:00.000","-113.98098029410697","50.98747709185793"
"POPEYES LOUISIANA KITCHEN","4049 MACLEOD TR SW","FOOD SERVICE - PREMISES (SEATING)","PARKHILL","Licensed","2022-05-25T00:00:00.000","-114.06365938130271","51.017870541838484"
"BOTANECO","#134 2985 23 AV NE","MANUFACTURER","SUNRIDGE","Licensed","2022-06-08T00:00:00.000","-113.99410693070145","51.071202164769225"
"JHT FITNESS CANADA","#9 7130 FISHER RD SE","WHOLESALER","FAIRVIEW INDUSTRIAL","Renewal Licensed","2020-03-23T00:00:00.000","-114.06743233398855","50.9903440848162"
"STAR CHOICE COFFEE SERVICES","#14 2928 18 ST NE","FOOD SERVICE - PREMISES","SOUTH AIRWAYS","Renewal Licensed","2009-08-18T00:00:00.000","-114.01374911946581","51.078758828410685"
"CAL-MED THERAPEUTIC MASSAGE","#107 12018 SYMONS VALLEY RD NW","MASSAGE CENTRE (COMMERCIAL)","EVANSTON","Pending Renewal","2017-10-13T00:00:00.000","-114.12300316773278","51.161876733878984"
"MUCHO BURRITO","160 STEWART GR SW","ALCOHOL BEVERAGE SALES (RESTAURANT)","SIGNAL HILL","Renewal Licensed","2015-03-12T00:00:00.000","-114.16739484563689","51.016314256450876"
"JCI SAND SEPARATORS","2929 15 ST NE","MANUFACTURER","SOUTH AIRWAYS","Renewal Licensed","2015-07-06T00:00:00.000","-114.02360460213312","51.078646923599344"
"DEVILLE COFFEE","#292 10816 MACLEOD TR SE","FOOD SERVICE - PREMISES (SEATING)","WILLOW PARK","Licensed","2022-06-07T00:00:00.000","-114.07007443958811","50.95668450676442"
"AYDIN'S NAILS & SPA","#7143 8650 112 AV NW","PERSONAL SERVICE","ROYAL VISTA","Renewal Licensed","2013-07-31T00:00:00.000","-114.21137882457343","51.152128575048835"
"OSTERIA DE MEDICI RESTAURANT","#4 201 10 ST NW","OUTDOOR PATIO","HILLHURST","Renewal Licensed","1997-03-14T00:00:00.000","-114.08636585960392","51.05276284056905"
"DYNAMITE BOXING & FITNESS CLUB","#5 1715 27 AV NE","SCHOOL (PROV. NOT REQUIRED)","SOUTH AIRWAYS","Renewal Licensed","2019-02-07T00:00:00.000","-114.01823911237925","51.07635240433878"
"SIZZLING GRILL","#2170 4310 104 AV NE","OUTDOOR PATIO","STONEY 3","Renewal Licensed","2021-08-20T00:00:00.000","-113.97082103053391","51.14853149147745"
"TELUS","#263 6455 MACLEOD TR SW","RETAIL DEALER - PREMISES","MEADOWLARK PARK","Pending Renewal","2012-10-31T00:00:00.000","-114.07367018750668","50.99801742927944"
"BATL GLOBAL","#80 2151 32 ST NE","ENTERTAINMENT ESTABLISHMENT","SUNRIDGE","Renewal Licensed","2015-03-10T00:00:00.000","-113.99001195024255","51.070355426136956"
"CALGARY INSTITUTE OF CLINICAL AESTHETICIANS","#1114 12 ROYAL VISTA WY NW","SCHOOL (PROV. NOT REQUIRED)","ROYAL VISTA","Licensed","2021-10-01T00:00:00.000","-114.2063490104958","51.15252691265038"
"TELEPHONE BOOTH (THE)","#156 6455 MACLEOD TR SW","RETAIL DEALER - PREMISES","MEADOWLARK PARK","Renewal Licensed","2009-02-24T00:00:00.000","-114.07421250742657","50.99975368276405"
"FITHOUSE","245 61 AV SE","SCHOOL (PROV. NOT REQUIRED)","MANCHESTER INDUSTRIAL","Renewal Licensed","2018-04-25T00:00:00.000","-114.06022316551085","50.99750664715101"
"BATL GLOBAL","#80 2151 32 ST NE","ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT)","SUNRIDGE","Renewal Licensed","2015-03-10T00:00:00.000","-113.99001195024255","51.070355426136956"
"GOOD SALON","1345 9 AV SE","RETAIL DEALER - PREMISES","INGLEWOOD","Renewal Licensed","2021-07-16T00:00:00.000","-114.03221863598347","51.0402718919538"
"CALGARY CO-OP WINES & SPIRITS - #35 KINGSLAND","6907 MACLEOD TR SW","LIQUOR STORE","KINGSLAND","Renewal Licensed","2010-05-12T00:00:00.000","-114.07283081767787","50.991761244377464"
"STAR JEWELLERS","#1118 4310 104 AV NE","RETAIL DEALER - PREMISES","STONEY 3","Renewal Licensed","2020-08-04T00:00:00.000","-113.97179895044331","51.147512430556354"
"CUBIC HAIR ART","#24 132 3 AV SE","PERSONAL SERVICE","CHINATOWN","Renewal Licensed","2009-07-27T00:00:00.000","-114.06083271433397","51.05060133722302"
"SAFEWAY #874","375 ASPEN GLEN LD SW","RETAIL DEALER - PREMISES","ASPEN WOODS","Pending Renewal","2013-09-20T00:00:00.000","-114.20884884684857","51.041021942644385"
"BROKEN SPIRITS DISTILLERY","#4 3320 14 AV NE","ALCOHOL BEVERAGE MANUFACTURER","FRANKLIN","Renewal Licensed","2020-01-30T00:00:00.000","-113.98651461062252","51.0656973781163"
"2359418 ALBERTA","#115 1925 18 AV NE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","VISTA HEIGHTS","Renewal Licensed","2021-07-23T00:00:00.000","-114.01585201828603","51.067975529326965"
"COOKBOOK CO","#A 722 11 AV SW","RETAIL DEALER - PREMISES","BELTLINE","Renewal Licensed","1996-10-25T00:00:00.000","-114.07786505882234","51.04303457126698"
"STRIVE PHYSIOTHERAPY","#202 11 HIDDEN CREEK DR NW","MASSAGE CENTRE (COMMERCIAL)","HIDDEN VALLEY","Renewal Licensed","2014-01-14T00:00:00.000","-114.10618212345551","51.154985237218355"
"ALANA RICH","#205 8855 MACLEOD TR SW","PERSONAL SERVICE (INDEPENDENT CHAIR OPERATOR)","HAYSBORO","Pending Renewal","2018-10-04T00:00:00.000","-114.07288271615975","50.97463743825049"
"PET VALU BRAE CENTRE","#43 11440 BRAESIDE DR SW","RETAIL DEALER - PREMISES","BRAESIDE","Pending Renewal","2017-10-02T00:00:00.000","-114.11691788121384","50.95296072932099"
"BLONDE HUSTLER (THE)","#301 4620 BOW TR SW","PERSONAL SERVICE (INDEPENDENT CHAIR OPERATOR)","WILDWOOD","Licensed","2022-03-22T00:00:00.000","-114.15334799043895","51.04936079112329"
"MAJESTIC HYDROTEST AND FIRE EXTINGUISHER SERVICES","#36 4807 32 ST SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","GOLDEN TRIANGLE","Move in Progress","2021-11-25T00:00:00.000","-113.98767544281141","51.01068881812363"
"PENBROOKE LIQUOR","#318 5320 8 AV SE","LIQUOR STORE","PENBROOKE MEADOWS","Renewal Licensed","2009-03-10T00:00:00.000","-113.9566207300514","51.04582791288877"
"COOKBOOK CO","#A 722 11 AV SW","ALCOHOL BEVERAGE SALES (RESTAURANT)","BELTLINE","Renewal Licensed","1996-10-25T00:00:00.000","-114.07786505882234","51.04303457126698"
"SHELF LIFE BOOKS","#100 1302 4 ST SW","RETAIL DEALER - PREMISES","BELTLINE","Renewal Licensed","2010-06-09T00:00:00.000","-114.07122242078944","51.04048992919178"
"BLISS AND CO CUPCAKES AND DESSERTS","#120 30 BRENTWOOD CM NW","FOOD SERVICE - PREMISES","BRENTWOOD","Licensed","2022-01-11T00:00:00.000","-114.1289353204738","51.087144499293"
"CALGARY CO-OP GAS BAR #26","#200 100 AUBURN MEADOWS DR SE","TOBACCO RETAILER","AUBURN BAY","Pending Renewal","2016-09-21T00:00:00.000","-113.94469464149034","50.89411724244242"
"FRIENDS AUTO","#160 10990 42 ST NE","MOTOR VEHICLE REPAIR AND SERVICE (1)","STONEY 3","Renewal Licensed","2020-06-11T00:00:00.000","-113.97078692103935","51.152505016613674"
"LOMANA STUDIO","#8 3304 64 ST NE","RETAIL DEALER - PREMISES","TEMPLE","Renewal Licensed","2021-05-12T00:00:00.000","-113.94044246163995","51.08194221229253"
"NORTHMOUNT INDUSTRIES","#110 2800 107 AV SE","MANUFACTURER","SHEPARD INDUSTRIAL","Renewal Licensed","2003-04-28T00:00:00.000","-113.996323155331","50.9572921390917"
"ARTANE WOODWORK","#3 4460 75 AV SE","MANUFACTURER","FOOTHILLS","Renewal Licensed","2003-06-19T00:00:00.000","-113.97055424930417","50.98761008225795"
"DOLLARAMA (#1325)","#42 7740 18 ST SE","RETAIL DEALER - PREMISES","OGDEN","Renewal Licensed","2020-07-27T00:00:00.000","-114.01412049986743","50.98353113679762"
"VAPE DISTRO","#5 6115 4 ST SE","WHOLESALER","MANCHESTER INDUSTRIAL","Renewal Licensed","2019-03-18T00:00:00.000","-114.05441331905287","50.99835006221804"
"AVANICA","#3 7395 11 ST SE","RETAIL DEALER - PREMISES","EAST FAIRVIEW INDUSTRIAL","Renewal Licensed","2018-01-16T00:00:00.000","-114.04036046230112","50.98785280993281"
"OSTERIA DE MEDICI RESTAURANT","#4 201 10 ST NW","FOOD SERVICE - PREMISES (SEATING)","HILLHURST","Renewal Licensed","1997-03-14T00:00:00.000","-114.08636585960392","51.05276284056905"
"PIESZAK CUSTOM CABINETS","#9 1236 38 AV NE","MANUFACTURER","MCCALL","Renewal Licensed","2018-05-16T00:00:00.000","-114.03340743640989","51.08757376980526"
"VALUE BUDS AT BEACON HILL","11662 SARCEE TR NW","CANNABIS STORE","SHERWOOD","Renewal Licensed","2021-05-21T00:00:00.000","-114.15966589573232","51.1568178455712"
"CDE","#9 1435 40 AV NE","WHOLESALER","MCCALL","Licensed","2021-12-10T00:00:00.000","-114.02875638886702","51.08807683642343"
"GLOBAL PET FOODS EDGEMONT","#106 5149 COUNTRY HILLS BV NW","RETAIL DEALER - PREMISES","EDGEMONT","Renewal Licensed","2015-08-06T00:00:00.000","-114.15974840490999","51.13763146590093"
"PORTUGUESE SOCIETY OF CALGARY","4888 35 ST SE","ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT)","EASTFIELD","Renewal Licensed","2003-03-11T00:00:00.000","-113.98109999893552","51.01078265595755"
"STRIDES RUNNING STORE","#1119 380 CANYON MEADOWS DR SE","RETAIL DEALER - PREMISES","LAKE BONAVISTA","Renewal Licensed","2015-03-10T00:00:00.000","-114.06493706527948","50.93073624200489"
"GREAT CLIPS","#4112 15 SUNPARK PZ SE","RETAIL DEALER - PREMISES","SUNDANCE","Renewal Licensed","2012-03-08T00:00:00.000","-114.05874304907945","50.905399354542425"
"DENG'S DUMPLING","#4 6208 RUNDLEHORN DR NE","FOOD SERVICE - PREMISES","PINERIDGE","Licensed","2021-12-06T00:00:00.000","-113.94404795189179","51.07158064927129"
"RICKY'S ALL DAY GRILL","#620 500 COUNTRY HILLS BV NE","FOOD SERVICE - PREMISES (SEATING)","COUNTRY HILLS VILLAGE","Renewal Licensed","2017-03-09T00:00:00.000","-114.05482514095874","51.155432042116516"
"LONDON DRUGS STORE #68","#500 8888 COUNTRY HILLS BV NW","SECONDHAND DEALER","ROYAL VISTA","Renewal Licensed","2004-09-07T00:00:00.000","-114.21504748261647","51.15374974805681"
"TACO TIME - TTC045","#5F 6455 MACLEOD TR SW","FOOD SERVICE - PREMISES (NO SEATING)","MEADOWLARK PARK","Renewal Licensed","2018-05-18T00:00:00.000","-114.07367018750668","50.99801742927944"
"INS MARKET - INTACT PLACE","#224 321 6 AV SW","FOOD SERVICE - PREMISES","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2017-04-19T00:00:00.000","-114.06938006428264","51.04738650622787"
"GMS MACHINE WORKS","#19 7003 30 ST SE","MANUFACTURER","FOOTHILLS","Renewal Licensed","2013-09-04T00:00:00.000","-113.98456941213534","50.99167151517811"
"VANTAGE MOTORS YYC","#1080 4385 104 AV SE","MOTOR VEHICLE DEALER - PREMISES","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2021-05-25T00:00:00.000","-113.97224423111835","50.95972027153059"
"CHOICE OFFICE FURNITURE","#2 5905 11 ST SE","RETAIL DEALER - PREMISES","BURNS INDUSTRIAL","Renewal Licensed","2015-04-01T00:00:00.000","-114.03843188644328","51.000902836714936"
"MAANES FILIPINO FOOD STUFF","3607 17 AV SE","ALCOHOL BEVERAGE SALES (RESTAURANT)","SOUTHVIEW","Renewal Licensed","2021-06-14T00:00:00.000","-113.9826200856497","51.037423907812226"
"WESTERN STYLE CHICKEN & PIZZA","#308 5320 8 AV SE","FOOD SERVICE - PREMISES (NO SEATING)","PENBROOKE MEADOWS","Renewal Licensed","2000-10-24T00:00:00.000","-113.9570411549434","51.04593864187136"
"FITHOUSE","245 61 AV SE","RETAIL DEALER - PREMISES","MANCHESTER INDUSTRIAL","Renewal Licensed","2018-04-25T00:00:00.000","-114.06022316551085","50.99750664715101"
"EMPIRE BARBER SUPPLY","#105 2750 22 ST NE","WHOLESALER","SOUTH AIRWAYS","Renewal Licensed","2020-07-28T00:00:00.000","-114.00658444764993","51.07632925267354"
"MUCHO BURRITO","#721 388 COUNTRY HILLS BV NE","FOOD SERVICE - PREMISES (SEATING)","COUNTRY HILLS VILLAGE","Renewal Licensed","2018-08-16T00:00:00.000","-114.0668432368569","51.15413998781652"
"TIM HORTONS WOODBINE","#303 2525 WOODVIEW DR SW","RETAIL DEALER - PREMISES","WOODBINE","Renewal Licensed","2017-04-11T00:00:00.000","-114.12048721897177","50.94053198776759"
"BOXSMITH MODERN GIFTS","#14 5660 10 ST NE","FOOD SERVICE - PREMISES","SKYLINE EAST","Renewal Licensed","2021-07-22T00:00:00.000","-114.03718491762486","51.104064114521556"
"VITALITY CHIROPRACTIC AND COUNSELLING","#1 2220 20 AV NW","MASSAGE CENTRE (COMMERCIAL)","BANFF TRAIL","Renewal Licensed","2021-08-23T00:00:00.000","-114.11115551888041","51.07049649229654"
"JCI SAND SEPARATORS","2929 15 ST NE","WHOLESALER","SOUTH AIRWAYS","Renewal Licensed","2015-07-06T00:00:00.000","-114.02360460213312","51.078646923599344"
"TURNER SIGNS","#4 4451 58 AV SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","FOOTHILLS","Renewal Licensed","2009-12-15T00:00:00.000","-113.97064459787941","51.000383126237786"
"SIGNATURE PALACE RESTAURANT","#206 1919 SIROCCO DR SW","ALCOHOL BEVERAGE SALES (RESTAURANT)","SIGNAL HILL","Renewal Licensed","2012-06-19T00:00:00.000","-114.16679153450235","51.03638217228719"
"TIM HORTONS WOODBINE","#303 2525 WOODVIEW DR SW","FOOD SERVICE - PREMISES (SEATING)","WOODBINE","Renewal Licensed","2017-04-11T00:00:00.000","-114.12048721897177","50.94053198776759"
"BATL GLOBAL","#80 2151 32 ST NE","RETAIL DEALER - PREMISES","SUNRIDGE","Renewal Licensed","2015-03-10T00:00:00.000","-113.99001195024255","51.070355426136956"
"TURNER SIGNS","#4 4451 58 AV SE","MANUFACTURER","FOOTHILLS","Renewal Licensed","2009-12-15T00:00:00.000","-113.97064459787941","51.000383126237786"
"CALGARY CO-OP CANNABIS OAKRIDGE","#110 125 OAKMOOR PZ SW","CANNABIS STORE","OAKRIDGE","Licensed","2022-07-27T00:00:00.000","-114.12183065903538","50.9624569149932"
"REXALL PHARMACIES #9806","#120 4448 FRONT ST SE","RETAIL DEALER - PREMISES","SETON","Renewal Licensed","2016-07-29T00:00:00.000","-113.95279895456788","50.88163177221792"
"MOUSSE CHILDREN'S ART STUDIO","#202 8408 ELBOW DR SW","SCHOOL (PROV. NOT REQUIRED)","HAYSBORO","Licensed","2021-12-16T00:00:00.000","-114.08259269780696","50.979248131394236"
"MACLEODS PUBLIC HOUSE","#335 12100 MACLEOD TR SE","ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT)","LAKE BONAVISTA","Renewal Licensed","2021-08-03T00:00:00.000","-114.06919167112198","50.943736422486836"
"CRISTY'S ROTISERRIE CHICKEN","2775 32 AV NE","ALCOHOL BEVERAGE SALES (RESTAURANT)","SUNRIDGE","Renewal Licensed","1997-02-12T00:00:00.000","-113.9956729388335","51.081021998235535"
"JONATHAN MORGAN & COMPANY LIMITED","#100 7211 8 ST NE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","DEERFOOT BUSINESS CENTRE","Pending Renewal","2018-08-22T00:00:00.000","-114.045672293352","51.11759438630119"
"GREAT CLIPS","#4112 15 SUNPARK PZ SE","PERSONAL SERVICE","SUNDANCE","Renewal Licensed","2012-03-08T00:00:00.000","-114.05874304907945","50.905399354542425"
"OSMOWS SHAWARMA","4129 UNIVERSITY AV NW","FOOD SERVICE - PREMISES (SEATING)","UNIVERSITY DISTRICT","Renewal Licensed","2021-08-03T00:00:00.000","-114.14649883337603","51.07777265517656"
"SHAWARMA STATION","#106 227 10 ST NW","FOOD SERVICE - PREMISES (SEATING)","HILLHURST","Renewal Licensed","2019-02-13T00:00:00.000","-114.08627674234987","51.053713920084654"
"FLAWLESS JEWELLERS","#132 8400 BLACKFOOT TR SE","RETAIL DEALER - PREMISES","EAST FAIRVIEW INDUSTRIAL","Renewal Licensed","2019-08-26T00:00:00.000","-114.0471885925496","50.977682268842166"
"LOUNGE ELECTROLYSIS","#200 2120 KENSINGTON RD NW","PERSONAL SERVICE","WEST HILLHURST","Renewal Licensed","2020-06-30T00:00:00.000","-114.10913972895702","51.052858197854015"
"KENSHO TATTOO COMPANY","#202 320 10 ST NW","PERSONAL SERVICE (TATTOO)","SUNNYSIDE","Renewal Licensed","2014-12-11T00:00:00.000","-114.08561312200891","51.05481906487364"
"PIZZA 73","#2108 380 CANYON MEADOWS DR SE","ALCOHOL BEVERAGE SALES (RESTAURANT)","LAKE BONAVISTA","Renewal Licensed","2008-01-08T00:00:00.000","-114.06460829383863","50.93126998452196"
"EVEREST WINE & SPIRITS","#232 7171 80 AV NE","LIQUOR STORE","TARADALE","Renewal Licensed","2014-10-16T00:00:00.000","-113.93150693932967","51.12465683450042"
"EMERALD ASH HAIR STUDIO","#300 1918 KENSINGTON RD NW","RETAIL DEALER - PREMISES","WEST HILLHURST","Renewal Licensed","2021-06-11T00:00:00.000","-114.10444245579468","51.052757911976784"
"PABLO CALGARY","602B 16 AV NW","FOOD SERVICE - PREMISES (SEATING)","MOUNT PLEASANT","Renewal Licensed","2021-04-08T00:00:00.000","-114.07435294342385","51.06729238632996"
"ADRIA INTERNATIONAL","7004K 5 ST SE","MANUFACTURER","FAIRVIEW INDUSTRIAL","Pending Renewal","2012-10-30T00:00:00.000","-114.04957140946425","50.99295024020801"
"LABELS","#234 2525 36 ST NE","RETAIL DEALER - PREMISES","SUNRIDGE","Renewal Licensed","2020-08-10T00:00:00.000","-113.98559185613476","51.07411782465096"
"CLC MASSAGE","4626 16 AV NW","BODY RUB CENTRE","MONTGOMERY","Renewal Licensed","2016-06-27T00:00:00.000","-114.16189826738987","51.07108871466711"
"MUCHO BURRITO","160 STEWART GR SW","FOOD SERVICE - PREMISES (SEATING)","SIGNAL HILL","Renewal Licensed","2015-03-12T00:00:00.000","-114.16739484563689","51.016314256450876"
"CANADIAN PIZZA","#2014 356 CRANSTON RD SE","FOOD SERVICE - PREMISES (NO SEATING)","CRANSTON","Renewal Licensed","2010-06-15T00:00:00.000","-113.97738246154174","50.88080435857423"
"IMAGINE WIRELESS","11644 SARCEE TR NW","RETAIL DEALER - PREMISES","SHERWOOD","Renewal Licensed","2007-06-01T00:00:00.000","-114.16028514133629","51.156795315883926"
"X-TREME HAIR","#1105 9650 HARVEST HILLS BV NE","PERSONAL SERVICE","AURORA BUSINESS PARK","Renewal Licensed","2018-06-07T00:00:00.000","-114.06946955754975","51.140532114355395"
"LEGACY BARBER SHOP","#110 1625 210 AV SE","PERSONAL SERVICE","LEGACY","Renewal Licensed","2018-07-20T00:00:00.000","-114.02529768186129","50.86352350858807"
"SEN VIETNAMESE KITCHEN","#31 4307 130 AV SE","ALCOHOL BEVERAGE SALES (RESTAURANT)","MCKENZIE TOWNE","Renewal Licensed","2018-04-10T00:00:00.000","-113.97192133191474","50.930218044126825"
"PAUL AUTO TRADERS","#136 3132 26 ST NE","MOTOR VEHICLE DEALER - PREMISES","SUNRIDGE","Renewal Licensed","2021-04-15T00:00:00.000","-113.99707578145151","51.0803754771713"
"AUTOLEADER SOUTH","5003 1 ST SW","MOTOR VEHICLE REPAIR AND SERVICE (1)","MANCHESTER","Renewal Licensed","2019-05-22T00:00:00.000","-114.06638170359925","51.00922729297233"
"AVIS AUTO BODY","#6 4101 19 ST NE","AUTO BODY SHOP","NORTH AIRWAYS","Renewal Licensed","2018-08-15T00:00:00.000","-114.0125483991272","51.089542533639374"
"JOYDROP","#P46 3625 SHAGANAPPI TR NW","RETAIL DEALER - PREMISES","VARSITY","Renewal Licensed","2014-06-11T00:00:00.000","-114.15461066379848","51.08398946174889"
"PIESZAK CUSTOM CABINETS","#9 1236 38 AV NE","CONTRACTOR","MCCALL","Renewal Licensed","2018-05-16T00:00:00.000","-114.03340743640989","51.08757376980526"
"SHOPPERS DRUG MART","#4000 873 85 ST SW","FOOD SERVICE - PREMISES","WEST SPRINGS","Renewal Licensed","2010-04-19T00:00:00.000","-114.21273503742069","51.06036862327318"
"REDBLOOM SALON","#2106 8561 8A AV SW","RETAIL DEALER - PREMISES","WEST SPRINGS","Renewal Licensed","2013-05-28T00:00:00.000","-114.20929534355714","51.06130959276963"
