"permit_number","location","additional_reference","parcel_number","permit_type","work_class","apply_date","issue_date","project_name","permit_details","work_description","valuation","sq_ft","number_of_units","owner","applicant","contractor","contractor_phone","company","tenant","lender","designer_of_record","total_fees"
"BLDG-2013-02384","12265 168TH CT NE
REDMOND, WA 98052
(47.709901241000466, -122.11664354899972)","SYCAMORE PARK LOT 9","8163500090","Residential","New","2013-03-27T00:00:00.000","2013-05-07T00:00:00.000","Sycamore Park","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-02384","New fire sprinklered 2 story 4 star Built Green home consisting of 2363 Sq ft dwelling space/ 56 sq ft covered porch/ 559 sq ft garage. Area of construction 2978 sq ft","267581.68","2363.00","1",,"Sharon Hill",,"4254541900","STEVE BURNSTEAD CONSTRUCTION LLC",,"None",,"21493.27"
"MECH-2013-03103","9660 153RD AVE NE
REDMOND, WA 98052
(47.68761998000048, -122.13568942999973)","-PENNY ARCADE / Willows Industrial Center","9430500121","Mechanical Plan Review","Commercial","2013-04-18T00:00:00.000","2013-05-07T00:00:00.000","70","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-03103","Install 3 new rooftop units/ 5 exhaust fans & 1 ductless air conditioner with associated gas pipe/ ducts/ and diffusers.  Fixtures - 1 air conditioner/ 1 compressor/ 5 ductwork system remodels/ 3 gas appliance and piping/ 3 package HVAC units/ 5 vent fans - 18 fixtures.","56000","16305.00",,,"Heath Hutchens",,"4258859100","UNIVERSAL MECHANICAL SVC CO./ INC.",,,,"1676.98"
"BLDG-2013-02386","12247 168TH CT NE
REDMOND, WA 98052
(47.70973418500046, -122.1166421909997)","SYCAMORE PARK - LOT 10","8163500100","Residential","New","2013-03-27T00:00:00.000","2013-05-07T00:00:00.000","Sycamore Park","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-02386","New two-story/ fire sprinklered/ 4 Star Built Green single family residence consisting of 2407 sq ft dwelling space/ 122 sq ft covered porch/ 561 sq ft garage. Total area of construction 3090 sq ft.","275487.02","2407.00","1",,"Kevin Moos",,"4254541900","STEVE BURNSTEAD CONSTRUCTION LLC",,"None",,"21579.05"
"PLUM-2013-03684","17325 NE 85TH PL
REDMOND, WA 98052
(47.678929466000454, -122.10535905399968)","EAGLE RIM APTS PHASE II - BLDG O 229","125059022","Plumbing - OTC","Multi-Family","2013-05-07T00:00:00.000","2013-05-07T00:00:00.000","EAGLE RIM APARTMENTS","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-03684","Renovate Kitchen and bath.  Install 2 bathtubs/ 1 dishwasher/ 2 sink/bathroom/ 1 sink/kitchen/ 1 ice/coffee maker for a total of 7 fixtures.","1000","0.00",,,"Cosmin Trif",,"2062288593","SALTAIRE CRAFTSMEN LLC",,,,"147.73"
"ELEC-2013-03724","8397 158TH AVE NE
REDMOND, WA 98052
(47.678424032000464, -122.13031832399969)","PINE FOREST APARTMENTS","7198900010","Electrical - OTC","Multi-Family","2013-05-08T00:00:00.000","2013-05-08T00:00:00.000","PINE FOREST","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-03724","Low voltage access and DAS Customer Paid For:(25) Low Voltage","35000","245118.00",,,"Thomas Jordal",,"4253551593","SKYLINE COMMUNICATIONS INC",,,,"983.07"
"ELEC-2013-03719","6222 185TH AVE NE
REDMOND, WA 98052
(47.66254977200049, -122.09426948799972)","MICROVISION-BLDG C","7198970010","Electrical - OTC","Commercial","2013-05-08T00:00:00.000","2013-05-08T00:00:00.000","1868 MICROVISION BLDG C","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-03719","Install low voltage access controls to 2 new and 3 existing doors.  5 low voltage.","3200","23917.00",,,"Jeff Tobin",,"4255821222","SPECIALTY ELECTRIC INC",,,,"170.05"
"BLDG-2013-02875","13505 NE 75TH ST
REDMOND, WA 98052
(47.67164934700048, -122.15889985399969)",,"1025059119","Stormwater Vault","None","2013-04-11T00:00:00.000","2013-05-08T00:00:00.000","ROSE HILL JUNIOR HIGH SCHOOL","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-02875","Stormwater quality vault #2.  Vault size - 15' X 45'.","71400","657.00",,,"Michael Romero",,"2858459544","ABSHER CONSTRUCTION CO",,,,"1708.83"
"BLDG-2013-01352","17325 NE 36TH ST
REDMOND, WA 98052
(47.642272670000466, -122.10774068999973)","LAKEVIEW LANE SP LOT 2","3134100117","Residential","New","2013-02-21T00:00:00.000","2013-05-08T00:00:00.000","Lakeview Lane Short Plat Lot 2","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-01352","Construction of a new 3 story fire-sprinklered SFR consisting of 3705 sq ft dwelling/ 36 sq ft covered porch/ 200 sq ft uncovered deck/ 467 sq ft garage for a total of 4408 sq ft.","408452.5","4408.00","1",,"Gary Upper",,"2063903802","JAYMARC HOMES LLC",,"None",,"20367.57"
"BLDG-2013-01660","8091 142ND AVE NE
REDMOND, WA 98052
(47.676242371000455, -122.1509495469997)","LAM SHORT PLAT LOT 1","325059286","Residential","New","2013-03-04T00:00:00.000","2013-05-09T00:00:00.000","Lam Short Plat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-01660","New 2 story/ fire sprinklered single-family residence 3/462 sf dwelling/ 88 sf covered porch/deck/ 644 sf attached garage.","385565.02","4194.00","1","Phong Lam","Troy Schmeil",,"4258188829","CALLIDUS DEVELOPMENT INC",,"None",,"24129.47"
"BLDG-2013-01663","8071 142ND AVE NE
REDMOND, WA 98052
(47.67613569800051, -122.15098294999973)","LAM SHORT PLAT LOT 2","325059286","Residential","New","2013-03-04T00:00:00.000","2013-05-09T00:00:00.000","Lam Short Plat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-01663","New fire sprinklered 2 story/ single-family residence 3/140 sf dwelling/ 74 sf covered porch 150 sq ft covered patio/ 604 sf attached garage. 3/968 sf total.","357682","3140.00","1","Phong Lam","Troy Schmeil",,"4258188829","CALLIDUS DEVELOPMENT INC",,"None",,"23829.2"
"BLDG-2013-01661","8081 142ND AVE NE
REDMOND, WA 98052
(47.67618903400046, -122.15096624799969)","LAM SHORT PLAT LOT 3","325059287","Residential","New","2013-03-04T00:00:00.000","2013-05-09T00:00:00.000","Lam Short Plat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-01661","Construction of a new 2 story fire-sprinklered SFR consisting of 3376 sq ft dwelling/ 85 sq ft covered patio/ 35 sq ft covered front porch/ 731 sq ft garage for a total of 4227 sq ft.","381677.31","3376.00","1","Phong Lam","Troy Schmeil",,"4258188829","CALLIDUS DEVELOPMENT INC",,"None",,"24082.16"
"BLDG-2013-00406","15120 NE 40TH ST
REDMOND, WA 98052
(47.645959210000456, -122.13889968899969)","MICROSOFT-BLDG 122 RM 3247 3271","1425059054","Commercial","Tenant Improvement","2013-01-18T00:00:00.000","2013-05-09T00:00:00.000","MICROSOFT-BLDG 122","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-00406","Converting an open office area to a Sound Studio and converting an existing Sound Studio to a new open office area. This will include the construction of a new wall and doors. Area of construction 850 sq ft. Microsoft-Bldg 122","120000","850.00",,,"Randy Morgan",,"4257759400","DAVIS SCHUELLER INC",,"None",,"2826.47"
"PLUM-2013-03859","17187 NE 117TH ST
REDMOND, WA 98052
(47.7043772180005, -122.11497709199972)","PARKRIDGE LOT 32","6666830320","Plumbing - OTC","Residential","2013-05-10T00:00:00.000","2013-05-10T00:00:00.000","PARKRIDGE AT THE WOODLANDS aka 116th Assemblage","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-03859","(1) Back Flow Preventer & Vaccum Breaker","357311.25","3831.00",,,"Chris Miller",,"3606683829","MILLER BROTHERS LANDSCAPING INC",,,,"67.15"
"ELEC-2013-03820","15011 NE 36TH ST
REDMOND, WA 98052
(47.64075896100047, -122.13771975199973)","MICROSOFT-BLDG 111 MAIN ENTRANCE","2499900020","Electrical - OTC","Commercial","2013-05-10T00:00:00.000","2013-05-10T00:00:00.000","MICROSOFT-BLDG 111","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-03820","Install power for (2) new building identification sign. Customer Paid For:(1) New Circuit","5000","3970.00",,,"Prime Electric",,"4253918230","PRIME ELECTRIC/ INC.",,,,"220.11"
"ELEC-2013-03924","8807 148TH AVE NE
REDMOND, WA 98052
(47.6816528920005, -122.14404897099968)","PLAYNETWORK - 2ND FLR","9286900050","Electrical - OTC","Commercial","2013-05-13T00:00:00.000","2013-05-13T00:00:00.000","PLAYNETWORK","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-03924","Install 54 data cables to 11 locations.","9250","0.00",,,"Shannon Woodbury",,"2066862000","C T S",,,,"367.86"
"RGD-2013-03069","16027 NE 124TH ST
REDMOND, WA 98052
(47.711089667000465, -122.12585930999973)",,"2626059037","Rough Grade","None","2013-04-17T00:00:00.000","2013-05-13T00:00:00.000","GREYSTONE MANOR","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/RGD-2013-03069","Rough Grade","0","0.00",,,"Mike Miller",,,,,,,"5081.97"
"DEMO-2013-02577","16827 NE 122ND ST
REDMOND, WA 98052
(47.70922988300049, -122.1149391299997)","THORN PROPERTY","2526059048","Demolition","None","2013-04-02T00:00:00.000","2013-05-13T00:00:00.000","THORN PROPERTY","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/DEMO-2013-02577","Demo and remove barn - 1/469 sf.","10000","0.00","1","Thom Gebhard","Nick Wylie",,"3606529168","SNOHOMISH COUNTY EXCVTNG INC",,"None",,"471.7"
"ROW-2013-03602","16345 CLEVELAND STREET
REDMOND, WA 98052
(47.67313913100048, -122.12216736999972)","C2","225059099","Right of Way","Miscellaneous","2013-05-03T00:00:00.000","2013-05-14T00:00:00.000","Frontier Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-03602","Frontier to place new fiber cable from Redmond Way and Cleveland Street along the existing underground system through Cleveland Street/ into the new apartment building Elan Redmond Town Center","0","0.00",,,"Mike Hakahan",,,,,,,"120.92"
"ROW-2013-03777","NE 28TH STREET at 156TH AVE NE
REDMOND, WA 98052
(47.63515661100047, -122.13242948999971)",,"673100050","Right of Way","Miscellaneous","2013-05-09T00:00:00.000","2013-05-14T00:00:00.000","Frontier Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-03777","Frontier to access  underground system/ without affecting traffic/ for the Capstone Development of the old Group Health Hospital property.  One manhole (MH29) is in a sidewalk/ but inSidewalk Closedin signs can be used briefly for access.","0","0.00",,,"Mike Hakahan",,,,,,,"120.92"
"ROW-2013-03647","8397 158TH AVE NE
REDMOND, WA 98052
(47.678424032000464, -122.13031832399969)",,"7198900010","Right of Way","Surface Improvements","2013-05-06T00:00:00.000","2013-05-14T00:00:00.000","Frontier Permits","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2013-03647","Access multiple manholes for fiber splice rearrangement and to place cable entering into the new apartment building project across the street from Redmond City Hall.  The manhole in the sidewalk of City Hall can be accessed without a Traffic Control Plan.","0","0.00",,,"Mike Hakahan",,,,,,,"423.24"
"ELEC-2013-04018","15590 NE 31ST ST
REDMOND, WA 98052
(47.638149041000474, -122.13379968799973)","MICROSOFT-BLDG 42/43 DRIVEWAY","2325059049","Electrical - OTC","Commercial","2013-05-15T00:00:00.000","2013-05-15T00:00:00.000","MICROSOFT-BLDG 42","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-04018","We are upgrading the exisitng pedestrian cross walk on NE 31st. Customer Paid For:(1) New Circuit/ (2) Ground Ufer - per inspector visit","17500","0.00",,,"Prime Electric",,"4253918230","PRIME ELECTRIC/ INC.",,,,"588.8"
"ELEC-2013-04026","4001 156TH AVE NE
REDMOND, WA 98052
(47.64750903000049, -122.1324088829997)","MICROSOFT-BLDG 50/INTERSECTION 156TH & 40TH","1425059068","Electrical - OTC","Commercial","2013-05-15T00:00:00.000","2013-05-15T00:00:00.000","MICROSOFT-BLDG 50 & GARAGE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-04026","We are relocating existing PS Poles and upgrading the existing pushbuttons. Customer Paid For:(1) New Circuit","8000","0.00",,,"Prime Electric",,"4253918230","PRIME ELECTRIC/ INC.",,,,"334.39"
"PLUM-2013-04045","5231 157TH PL NE
REDMOND, WA 98052
(47.65470494700048, -122.13135480799968)","MARYMOOR COURT LOT 5","1425059205","Plumbing - OTC","Residential","2013-05-15T00:00:00.000","2013-05-15T00:00:00.000","ANSPACH SHORT PLAT","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-04045","1 back flow preventer & vacuum breaker.","2000","3423.00",,,"Kim Bansemer",,"3606688530","NATURAL CONCEPT LANDSCAPE",,,,"67.15"
"ELEC-2013-04022","15001 NE 36TH ST
REDMOND, WA 98052
(47.64102064600047, -122.1392401119997)","HONEYWELL-BLDG 1/INTERSECTION 150TH & 36TH","6448200030","Electrical - OTC","Commercial","2013-05-15T00:00:00.000","2013-05-15T00:00:00.000","HONEYWELL-BLDG 1","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-04022","Customer paid for 1 new circuit.","4500","0.00",,,"Prime Electric",,"4253918230","PRIME ELECTRIC/ INC.",,,,"206.21"
"ELEC-2013-04016","5020 148TH AVE NE
REDMOND, WA 98052
(47.652509936000456, -122.14321959599971)","WIPRO SUITE 100/ B","1425059020","Electrical - OTC","Commercial","2013-05-15T00:00:00.000","2013-05-15T00:00:00.000","936 Redmond Woods","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-04016","Relocate fire alarm devices - 2 fire alarms.","500","750.00",,,"Soonjung Vellek",,"2064365200","VECA ELECTRIC CO INC",,,,"72.59"
"ELEC-2013-04023","15255 NE 40TH ST
REDMOND, WA 98052
(47.64495173200049, -122.13775601299972)","MICROSOFT-BLDG 98 GARAGE/INTERSECTION OF 150TH & 40TH","5503500030","Electrical - OTC","Commercial","2013-05-15T00:00:00.000","2013-05-15T00:00:00.000","MICROSOFT-BLDG 98 GARAGE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-04023","We are relocating exisitng PS Poles and upgrading the existing pushbuttons Customer Paid For:(1) Service - New","7500","0.00",,,"Prime Electric",,"4253918230","PRIME ELECTRIC/ INC.",,,,"321"
"ELEC-2013-04019","5600 148TH AVE NE
REDMOND, WA 98052
(47.6581296170005, -122.14317926599972)","MICROSOFT REDWEST-GAR M/INTERSECTION OF 148TH & 5600 BLCK","2182500013","Electrical - OTC","Commercial","2013-05-15T00:00:00.000","2013-05-15T00:00:00.000","MICROSOFT REDWEST-GAR M","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-04019","We are relocating and existing PS Pole and PPB Post and New push buttons Customer Paid For:(1) New Circuit","3500","0.00",,,"Prime Electric",,"4253918230","PRIME ELECTRIC/ INC.",,,,"178.4"
"BLDG-2013-00239","13524 NE 70TH ST
REDMOND, WA 98052
(47.66759571300048, -122.1602286379997)","BIRCHWOOD LOT 24","818000240","Residential","New","2013-01-11T00:00:00.000","2013-05-16T00:00:00.000","BIRCHWOOD","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-00239","Residential new 3 story with fire sprinklers. 4357 sq ft living/ 280 covered deck/ 950 garage for total of 5587 sq ft. Revision #1 11-1-13 Change windows in office to french doors. Changed windows in bonus room to french doors.  Added covered deck outside bonus room-48sf.  Added covered front entry-150sf. Removed columns outside of living room & added knee braces.","508996.37","2128.00","1","Dariush Esfandi","Artoush Fanaiyan",,"4258909995","ARTOUSH CONSTRUCTION AND REMODELING",,,,"9159.66"
"BLDG-2013-01393","16771 REDMOND WAY
REDMOND, WA 98052
(47.67248429300048, -122.11675224699968)","VALUE VILLAGE","1225059094","Commercial","Tenant Improvement","2013-02-22T00:00:00.000","2013-05-16T00:00:00.000","297 VALUE VILLAGE CENTER","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-01393","Interior tenant improvement consisting of partition walls and finishes. Area of construction 25/941 sq ft","600000","25941.00",,,"Jim Wieben",,"2534350949","INTERSTATE CONSTRUCTION GROUP INC",,"None",,"8215.33"
"BLDG-2013-02239","8400 167TH AVE NE
REDMOND, WA 98052
(47.6780099450005, -122.11800996199969)","THE RETREAT RETAINING WALL","125059124","Retaining Wall","None","2013-03-21T00:00:00.000","2013-05-16T00:00:00.000","The Retreat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-02239","Shoring per approved civil plans and attached shoring calculations - The Retreat Retaining Wall","14000","0.00",,"Robert Pantley","Paul Beck",,"4258284663","NATURAL AND BUILT ENVIRONMENTS LLC",,,,"577.24"
"BLDG-2013-02237","8400 167TH AVE NE
REDMOND, WA 98052
(47.6780099450005, -122.11800996199969)","THE RETREAT VAULT","125059124","Stormwater Vault","None","2013-03-21T00:00:00.000","2013-05-16T00:00:00.000","The Retreat","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-02237","Concrete vault for infiltration - 270 sf  The Retreat Stormwater Vault","14000","270.00",,"Robert Pantley","Paul Beck",,"4258284663","NATURAL AND BUILT ENVIRONMENTS LLC",,,,"636.19"
"BLDG-2013-01507","16771 REDMOND WAY
REDMOND, WA 98052
(47.67248429300048, -122.11675224699968)","VALUE VILLAGE","1225059094","Commercial","Exterior Alteration","2013-02-26T00:00:00.000","2013-05-16T00:00:00.000","297 VALUE VILLAGE CENTER","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-01507","Remove existing asphalt paving.  Construct exterior covered loading dock and associated truck bay compactor storage.  Area of construction is 814 sq ft. Revision 1 - 8/22/13 - Original design did not work because existing grades exceeds 5% slope.  Walkway does not function as required.  Exit passage/ so revision includes stair/ 1 riser/ landing in lieu of sloping walkway.","100000","814.00",,,"Bob Brazier",,"2534350949","INTERSTATE CONSTRUCTION GROUP INC",,"None",,"2646.44"
"MECH-2013-04141","16400 NE 74TH ST
REDMOND, WA 98052
(47.67065953600047, -122.12117989099971)","EDDIE BAUER STE B105","7202410010","Mechanical - OTC","Commercial","2013-05-17T00:00:00.000","2013-05-17T00:00:00.000","REDMOND TOWN CENTER","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-04141","Install one new cooling VAV box.","2959","7576.00",,,"Glenn Forbes",,"2067623311","MCKINSTRY CO LLC",,,,"132.41"
"BLDG-2013-03559","14980 NE 31ST WAY
REDMOND, WA 98052
(47.638439416000494, -122.14135981199968)","HCL AMERICA INC STE 300","2499900030","Commercial","Tenant Improvement","2013-05-02T00:00:00.000","2013-05-17T00:00:00.000","1883 LAGUNA SOUTH","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-03559","Expedited TI. Non-structural interior TI to construct a new partition to divide/ and existing open office area into two rooms.  Total area of construction 3/000 sf.","6000","0.00",,,"Amie Joyce",,"4257461000","FOUSHEE & ASSOCIATES CO./ INC.",,,,"478.54"
"BLDG-2013-02783","16325 CLEVELAND ST
REDMOND, WA 98052
(47.6731795770005, -122.1222296199997)","CENTER POINTE","7198800016","Awning","No Signage","2013-04-09T00:00:00.000","2013-05-17T00:00:00.000","7024 CENTER POINTE MIXED USE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-02783","Rainier to install 26 new fabric awnings with no signage onto 4 faces of building.  Area of construction is approximately 1/327 sq ft.","51292","1327.00",,,"Ian Mayther",,"4252511800","RAINIER INDUSTRIES LTD",,"None",,"1383.09"
"ELEC-2013-04130","8102 161ST AVE NE
REDMOND, WA 98052
(47.675519944000484, -122.12549655799972)","D190","225059110","Electrical - OTC","Commercial","2013-05-17T00:00:00.000","2013-05-17T00:00:00.000","6295 REDMOND TOD-BLDG D GARAGE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-04130","Add 200a-200v panel off existing 480v service - wire lights devices and equipment for new vet clinic.","38000","2081.00",,,"Sandya Sadhanala",,"4257606151","PREFERRED ELECTRIC INC",,,,"1041.78"
"ELEC-2013-04153","3750 163RD AVE NE
REDMOND, WA 98052
(47.643799834000504, -122.12316988299972)","MICROSOFT PEBBLE BEACH CAFE","5503000230","Electrical - OTC","Commercial","2013-05-20T00:00:00.000","2013-05-20T00:00:00.000","MICROSOFT PEBBLE BEACH-CAFE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-04153","1 service - altered.","4000","17100.00",,,"Jim Thomas",,"2067623311","MCKINSTRY ELECTRIC",,,,"192.3"
"SITE-2013-03104","10901 176TH CIR NE
REDMOND, WA 98052
(47.697352896000496, -122.10948671599971)","Bus and Courtyard","3626059003","Civil Site Construction Permit","Commercial/Multi-Family/Mixed Use","2013-04-18T00:00:00.000","2013-05-20T00:00:00.000","167 EMERALD HEIGHTS RETIREMENT","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SITE-2013-03104","Emerald Heights Bus & Courtyard Expansion","0","0.00",,,,"Robert Cochrun","4254518877","GLY CONSTRUCTION",,,,"18305.18"
"ELEC-2013-04163","15291 NE 40TH ST
REDMOND, WA 98052
(47.64526899300046, -122.13729916899968)","MICROSOFT BLDG 97  RM 4434","5503500020","Electrical - OTC","Commercial","2013-05-20T00:00:00.000","2013-05-20T00:00:00.000","6269 MICROSOFT BLDG 97/ STUDIO A","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-04163","Install CATV drop in office 4434 for WO#482204 Customer Paid For:(1) Low Voltage","268","0.00",,,"Jim Thomas",,"2067623311","MCKINSTRY ELECTRIC",,,,"72.59"
"ELEC-2013-04276","10732 154TH PL NE
REDMOND, WA 98052
(47.69576892100048, -122.1343988749997)","VERONA LOT 23","8895800230","Electrical - OTC","Residential","2013-05-21T00:00:00.000","2013-05-21T00:00:00.000","Verona","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-04276","new 200 amp single family / with security Customer Paid For:(1) Service - New/ (1) Ground Ufer - per inspector visit","5000","4435.00",,,"Daniel Dimascio",,"3606591361","R & S ELECTRIC",,,,"187.99"
