Permit Number,Location,Additional Reference,Permit Type,Work Class,Issue Date,Project Name,Permit Details,Work Description,Valuation,Number of Units,Owner,Applicant,Contractor,Company,Tenant,Total Fees,Zip Codes
ELEC-2019-05412,"18200 UNION HILL RD
REDMOND, WA 98052
(47.676357, -122.095431)",,Electrical - OTC,Commercial,07/29/2019,1929_MILLENNIUM-BLDG A,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05412,SOPA #59992 - Microsoft Millennium A - Removal of Juuntion box and size upgrade to correct improper Box Fill. Customer Paid For:(1) Circuits 425-301-3065,100,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
ELEC-2019-04797,"5454 160TH PL NE
REDMOND, WA 98052",,Electrical - OTC,Residential,07/01/2019,23296_HENAIRE/ MATHIEU,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04797,OTC � Mathieu Henaire � Add (5) recessed cans/ (5) receptacles and (2) switches/ (2) smoke detectors/ move data location.  Customer paid for (1) low voltage and (1) circuit,2550,,MATHIEU HENAIRE,Mike Linder,Linder Electric,LINDER ELECTRIC,,222.08,
ELEC-2019-05222,"11991 159TH AVE NE
REDMOND, WA 98052",,Electrical - OTC,Residential,07/17/2019,_Kensington Lane-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05222,SOPA #59920 Kensington Lane-Lot 4. NEW 200 AMP SFR; NEW 100 AMP TEMP POLE; UFER; LOW VOLT Customer Paid For:(1) Low Voltage/ (1) Temporary Service/ (1) Service - New/ (1) Ground Ufer - per inspector visit,10000,,Steve Burnstead Construction LLC,Provident Electric,,PROVIDENT ELECTRIC INC,,322.42,
BLDG-2019-04741,"17440 NE 38TH ST
REDMOND, WA 98052
(47.643891, -122.106325)",A,Multi-Family,Exterior Alteration,07/25/2019,IDYLWOOD PLACE-Bldg A,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-04741,Idylwood Place Condominiums - Bldg A Roof damage repair.  This permit involves removal and replacement of roofing & plywood roof sheathing and installation of new roof venting per plans. .  Once roof sheathing is removed/ Contractor will review current conditions of existing roof trusses and sister new roof trusses as required. Total  SF 5/552,120000,1,IDYLWOOD PLACE HOA,Chris Bacus,McBride Construction Resources,McBride Construction Resources,,2940.75,17806
SWR-2019-05407,"16481 NE 47TH ST
REDMOND, WA 98052",Lot 5,Side Sewer,Connection,07/30/2019,Duke's Landing,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SWR-2019-05407,RNEW � Duke's Landing � Lot 5 � Enatai Craftsman - Construction of a new 2-stories + basement/ garage right/ fire sprinkled single-family residence including 3/934 sf of dwelling area/ a 680 sf garage/ a 64 sf covered entry porch/ a 146 sf porte cochere/ a 92 sf covered front deck and a 290 sf covered rear porch. Total area of construction = 5/206 sf.,518730.58,,TOLL BROS./ INC.,Kyle Jesus,Kevin Hager,Builders Supply,,1437.32,
ELEC-2019-04891,"16147 NE 112TH ST
REDMOND, WA 98052
(47.700711, -122.124281)",,Electrical - OTC,Residential,07/03/2019,8698_VILLENEUVE DENIS J,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04891,SOPA #59687 AC Unit Customer Paid For:(1) Circuits,450,,Denis Villeneuve,Nikolay Ninkov,,STEELHEAD ELECTRIC,,195.32,17806
MECH-2019-04378,"18001 UNION HILL RD
REDMOND, WA 98052
(47.67613, -122.097182)",,Mechanical Plan Review,Commercial,07/01/2019,211_UPS,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-04378,UPS - Main Buidling - Rooftop - Replace (1) Rooftop package unit.  Customer paid for (1) packaged HVAC Unit.,9500,,BT-OH LLC,Kim Lange,,HERMANSON COMPANY LLP,,468.91,17806
BLDG-2019-03768,"8441 154TH AVE NE
REDMOND, WA 98052
(47.677945, -122.134672)",,Commercial,Exterior Alteration,07/03/2019,890_WESTPARK BUSINESS PARK-BLDG H,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-03768,CALT - Building H - Exterior Alteration to Rooftop - Installation of Solar Rooftop Screening System and Solar Felt for HVAC.,6700,,KEPPEL-KBS WESTPARK LLC/ATT,John Wabel,SUNREPS,SUNREPS,,968.2,17806
PLUM-2019-05206,"14820 REDMOND WAY
REDMOND, WA 98052
(47.675167, -122.142414)",BLDG 6 121,Plumbing - OTC,Multi-Family,07/17/2019,The Summit Apartments - BLDG 6 Unit 121,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05206,SOPA #59904 - The Summit BLDG 6 Unit 121 Hall Closet 4256367084 (1) Electric water heater,1456,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
PLUM-2019-05079,"3835 W LK SAMMAMISH PKWY
REDMOND, WA 98052
(47.644825, -122.107639)",,Plumbing - OTC,Residential,07/11/2019,14617_STAMM BEAT,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05079,Beat Residence - Install new water service from meter to irrigation box to corner of driveway and entry to crawl (no joint here).  Customer paid for (1) water service.,10000,,BEAT STAMM,Debra Tvedt,,2 Sons Plumbing LLC,,127.74,17806
ELEC-2019-04761,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG L,Electrical - OTC,Multi-Family,07/02/2019,1323_Avalon Bay Eaves Campus Bldg L,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04761,Avalon Bay Eaves Campus Bldg L-The scope of this project is to replace the existing fire alarm control panel. Paid for 1 Fire Alarm.,1546,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,141.78,17806
FIRE-2019-05012,"18465 NE 68TH ST
REDMOND, WA 98052
(47.6676, -122.094429)",200,Fire Sprinkler - Commercial,Quick Start,07/11/2019,Inventprise TI-2nd floor(Phase II),https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-05012,SOPA #59757 - Abossein TI for Inventprise(phase II) - Phase 2 - second floor Add 1 upright sprinkler and relocate 19 pendent sprinklers to conform with tenant improvement. Plans on site,0,,,Jennifer Bremmeyer,,COSCO FIRE PROTECTION INC,,800.84,17806
BLDG-2019-03500,"15365 NE 90TH ST
REDMOND, WA 98052
(47.682171, -122.135454)",,Commercial,Exterior Alteration,07/01/2019,Earth Solutions-Suite 100,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-03500,EXT ALT - Suite 100 - Earth Solutions - TI - NON-STRUCTURAL INTERIOR TENANT IMPROVEMENT. WORK INCLUDES NON-STRUCTURAL DEMOLITION/ NEW PARTITIONS/ DOORS and SIDELIGHTS CHANGING (1) EXTERIOR DOOR SWING IN SAME LOCATION - ANSI upgrades- Vertical Grab Bars/ New Water Fountain,150000,,Calwest Industrial Properties,Sarah Wynne,Northland Development Co Inc.,NORTHLAND DEVELOPMENT CO INC,,4454.75,17806
ELEC-2019-05075,"8867 161ST AVE NE
REDMOND, WA 98052
(47.681153, -122.12553)",180,Electrical - OTC,Commercial,07/12/2019,4198_BELLA BOTTEGA PHASE I,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05075,SOPA #59798 - QFC - Unit 180 - 206 367 7606 - Install 15 fluorescent fixtures Customer Paid For:(1) Circuits,1100,,,Karen Hanson,,BOYER ELECTRIC CO INC,,129.38,17806
BLDG-2019-04342,"16425 NE 80TH ST
REDMOND, WA 98052
(47.674863, -122.120554)",,Commercial,Tenant Improvement,07/31/2019,Shalimar Grocery,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-04342,COMM TI - Shalimar Grocery - Convert existing NAPA Auto Parts to new grocery store with accessory storage. Demolition work includes all existing restrooms/ office area/ lighting. Construct new walls/ doors/ lighting for bathrooms/ food prep areas/ walk in coolers/ office. new separation wall between storage and grocery store. Area of work 4/654 SF. Exterior Work-Demoing 400sf of patio pavers to install ADA ramps at both entrances.,200000,,Anu Tewari,Heather Pogue,,WU CONSTRUCTION INC,,4728.2,17806
FIRE-2019-04828,"4306 156TH AVE NE
REDMOND, WA 98052
(47.647925, -122.132256)",BLDG VV,Fire Alarm,Existing System Modification,07/17/2019,1340_Avalon Bay Eaves Campus Bldg VV,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04828,THE SCOPE OF THIS PROJECT IS TO REPLACE THE EXISTING FIRE ALARM CONTROL PANEL. PAID FOR CONTROL PANEL AND 1 DEVICE,0,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,780.7,17806
BLDG-2019-02820,"16723 NE 103RD PL
REDMOND, WA 98052
(47.69241, -122.116755)",,Residential,Remodel,07/10/2019,10359_EPSTEIN,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-02820,RREM - Remodel to enlarge kitchen and dining rooms/ and reconfigure master suite. Replace all windows. Area of work: 2470 sq ft.,88000,1,LAURA WELTON,Adam Clark,RAINIER CUSTOM HOMES,RAINIER CUSTOM HOMES,,2029.96,17806
BLDG-2019-02327,"7410 185TH AVE NE
REDMOND, WA 98052
(47.671155, -122.093709)",,Rack Storage,None,07/26/2019,_METRO AUTO PARK,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-02327,Metro Auto Park - Steel Parking Stacker - Installation of automated car lifts in concrete stacker pits for long term automobile storage.  Studio 2 is the northernmost 4435 s.f. of  the Metro Auto Park.  The shell portion of Studio 2/ including the structural pits for the car stackers were permitted under BLDG-2017-03933.,80000,,,Doug Perry,,SYNERGY CONSTRUCTION/ INC.,,2248.65,17806
FIRE-2019-04821,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG P,Fire Alarm,Existing System Modification,07/16/2019,Avalon Bay Eaves Campus-Bldg P,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04821,Avalon Bay Eaves Campus-Bldg P- THE SCOPE OF THIS PROJECT IS TO REPLACE THE EXISTING FIRE ALARM CONTROL PANEL. PAID FOR CONTROL PANEL AND 1 DEVICE,0,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,780.7,17806
ELEC-2019-05455,"19326 NE 68TH WAY
REDMOND, WA 98052
(47.666068, -122.081913)",,Electrical - OTC,Residential,07/29/2019,20577_PRUNK VIOLETA+GORAN,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05455,SOPA #60022 - Prunk residence Installation of a wireless low voltage home security system Customer Paid For:(1) Low Voltage - 866 502 3559,850,,Violeta Prunk,Permits Team,,PROTECT YOUR HOME,,121.73,17806
MECH-2019-05304,"11720 165TH PL NE
REDMOND, WA 98052
(47.704878, -122.119914)",,Mechanical - OTC,Residential,07/19/2019,16826_NONG SHUZHEN+LI YONGHAI,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05304,OTC - Li residence - Furnace change out add A/C - Customer paid for (1) a/c and (1) air handler,5500,,Yonghai Li,Permits MM Comfort,,MM COMFORT SYSTEMS,,160.08,17806
ELEC-2019-05477,"3800 148TH AVE NE
REDMOND, WA 98052
(47.643569, -122.142888)",,Electrical - OTC,Commercial,07/29/2019,526_MICROSOFT-BLDG 116 (STUDIO G),https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05477,SOPA #60038 - Microsoft bldg. 116 Rm 1381 taking Meter readings for the Quarterly inspection of UPS Battery system PER OEM specs. Customer Paid For:(1) Circuits 425-766-1801,50,,Microsoft Corporation,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
PLUM-2019-05509,"8301 161ST AVE NE
REDMOND, WA 98052
(47.677035, -122.125563)",,Plumbing - OTC,Commercial,07/29/2019,Eastside Research Associates,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05509,Eastside Research Associates - Suite #105 - Adding 2 sinks and 1 floor drain as part of TI - Customer Paid For: (1) Backflow Preventer/Vacuum Breaker/ (1) Floor Drain/ (2) Sink (Bar),1200,,KFP REDMOND MEDICAL LLC,Kevin Roggenkamp,,CITY PLUMBING INC,Chad Crystal,226.06,17806
ELEC-2019-05541,"16525 NE 47TH ST
REDMOND, WA 98052",,Electrical - OTC,Residential,07/30/2019,_Duke's Landing-Lot 10,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05541,SOPA #60080 Dukes Landing - Lot 10 - NEW 200AMP SFR; UFER Customer Paid For:(1) Service - New/ (1) Ground Ufer - per inspector visit,10000,,TOLL BROS./ INC.,Provident Electric,,PROVIDENT ELECTRIC INC,,262.21,
ELEC-2019-05096,"17906 NE 29TH ST
REDMOND, WA 98052
(47.636186, -122.100615)",,Electrical - OTC,Residential,07/15/2019,20358_Sullivan Ashley,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05096,SOPA #59823 Master Bath circuit and alterations Customer Paid For:(2) Circuits,2500,,ASHLEY A SULLIVAN,Todd Czapiewski,,SKICO ELECTRIC INC.,,195.32,17806
ELEC-2019-05316,"15710 NE 59TH WAY
REDMOND, WA 98052
(47.659968, -122.130095)",,Electrical - OTC,Residential,07/19/2019,22172_LIN CHING-WEI & CHOU YA,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05316,OTC - Lin residence - Customer paid for (1) service altered,2000,,Ching Lin,Steven Smith,,SMITH ELECTRIC,,228.75,17806
MECH-2019-05562,"8531 134TH CT NE
REDMOND, WA 98052
(47.679453, -122.160943)",,Mechanical - OTC,Residential,07/31/2019,22858_PRATT KATHERINE,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05562,SOPA #60096 Paid for 1 Air Conditioners,5600,,KATHERINE PRATT,Carol Bengtson,,B & C COMFORT LLC,,127.52,17806
ELEC-2019-05315,"15030 NE 36TH ST
REDMOND, WA 98052
(47.640892, -122.138406)",,Electrical - OTC,Commercial,07/22/2019,6266_MICROSOFT-BLDG 94 (STUDIO D),https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05315,SOPA #59952 - Microsoft BLDG 92 - installing burglar alarm door sensors and alarm Customer Paid For:(1) Service - Altered,2580,,MICROSOFT CORPORATION,Aimee Curley,,JOHNSON CONTROLS SEC SOL LLC,,170.54,17806
ELEC-2019-05450,"17991 REDMOND WAY
REDMOND, WA 98052
(47.666559, -122.100798)",,Electrical - OTC,Commercial,07/26/2019,Whole Foods-Cheese Island Remodel,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05450,SOPA #60021 - Whole Foods Market - Cheese Island Remodel - Relocate 8-120v 20A ckts for cheese island Customer Paid For:(8) Circuits -  206-406-7741,6500,,,Service Department,,SEA TAC ELECTRIC INC,,335.58,17806
ELEC-2019-05343,"18465 NE 68TH ST
REDMOND, WA 98052
(47.6676, -122.094429)",,Electrical - OTC,Commercial,07/22/2019,Inventprise-Phase 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05343,SOPA #59963 - Inventprise - Suite 101 - 3606580501 800a service Customer Paid For:(1) Service - Added,29200,,,Shannon Schwartz,,H & M ELECTRIC/ INC.,,981.85,17806
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
ELEC-2019-04958,"9106 133RD CT NE
REDMOND, WA 98052
(47.683292, -122.161275)",,Electrical - OTC,Residential,07/08/2019,22134_KRAKER RICHARD,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04958,SOPA #59727 addition - (5) Low Voltage/ (13) Circuits.  Customer Paid For:(1) Service altered/ (1) Feeder/ (1) Subpanel,12000,,Richard Kraker,Gavril Mogovan,,BRIGHT & RIGHT ELECT SRVS LLC,,429.46,17806
ELEC-2019-04547,"3925 159TH AVE NE
REDMOND, WA 98052
(47.645416, -122.127149)",,Electrical - OTC,Commercial,07/01/2019,1168_MICROSOFT-BLDG 21,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04547,SOPA #59486 - Microsoft Bldg. 21 Rm 2325 425-766-1801  Quarterly inspection and testing of battery with meters of UPS Battery system PER OEM specs. Needs to be visible by David Mitchell & Richard Wilson. Customer Paid For:(1) Circuits,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
ELEC-2019-04550,"4480 154TH PL NE
REDMOND, WA 98052
(47.649806, -122.134688)",,Electrical - OTC,Commercial,07/01/2019,6273_MICROSOFT-BLDG 83,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04550,SOPA #59491 - Microsoft bldg. 83 Rm 2530 425-766-1801 Quarterly inspection and testing of battery with meters of UPS Battery system PER OEM specs. Needs to be visible by David Mitchell & Richard Wilson. Customer Paid For:(1) Circuits,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
FIRE-2019-04457,"3550 172ND AVE NE
REDMOND, WA 98052
(47.641664, -122.110916)",,Fire Sprinkler - Residential,New System,07/03/2019,_Harvey Short Plat-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04457,Harvey Short Plat - Lot 2 - Install new NFPA 13D flow through system in new residential single family construction.  Includes a total of (41) heads.,0,,CR HOME BUILDERS LLC,Andrew Prokash,,GARY PROKASH PLUMBING & FIRE SPRINKLER INC,,649.85,17806
ELEC-2019-05058,"15340 NE 92ND ST
REDMOND, WA 98052
(47.684063, -122.136811)",C,Electrical - OTC,Commercial,07/12/2019,310_JOBE BUILDING II,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05058,SOPA #59791 - C3M POWER SYSTEMS LLC - Unit C - 425-489-3657 - Low volt security & CCTV System Customer Paid For:(2) Low Voltage,2800,,,adt llc,,ADT LLC,,176.66,17806
FIRE-2013-05388,"9040 WILLOWS RD NE
REDMOND, WA 98052
(47.683295, -122.14344)",102,Fire Life Safety,Tenant,07/01/2019,Arena Sports,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-05388,Arena Sports,0,,,,,,,2605.17,17806
BLDG-2019-03688,"14720 NE 87TH ST
REDMOND, WA 98052
(47.6805, -122.144115)",,Commercial,Tenant Improvement,07/05/2019,Playnetwork-Bldg A Floor 1 and 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-03688,COMM TI - PlayNetwork Building A - Floor 1 and 2 - complete demolition of existing interior walls of offices/ conference rooms. Construct new walls for  offices/ breakrooms/ conference rooms/ bathrooms. Area of work 19/388 SF.,300000,,Alco West Willows LLC,Accounting JPC Architects,,JMS Construction,,5975.63,17806
SIGN-2019-05008,"9461 WILLOWS RD NE
REDMOND, WA 98052
(47.685524, -122.145698)",,Sign,Non-Illuminated,07/12/2019,B.E. Meyers-Sign,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SIGN-2019-05008,SOPA# 59750 - B.E. Meyers Sign - 425.861.9341 - Refurbishing double sided existing monument sign. ACM panels with digital print and laser cut black acrylic letters and logos.,9362,,,Sharon Khoo,,JASSMARKETING LLC /DBA SIGNARAMA REDMOND,,427.63,17806
FIRE-2016-04754,"6101 152ND AVE NE
REDMOND, WA 98052
(47.661559, -122.137961)",,Fire Life Safety,Tenant,07/01/2019,(LWSD) Benjamin Rush Elementary School,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2016-04754,(LWSD) Benjamin Rush Elementary School,0,,,,,,,201.48,17806
ELEC-2019-05512,"16633 NE 118TH WAY
REDMOND, WA 98052
(47.705406, -122.118231)",,Electrical - OTC,Residential,07/29/2019,16834_TODD DAVID,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05512,SOPA #60062 RETROFIT 60AMP CIRCUIT FOR KILN IN GARAGE Customer Paid For:(1) Circuits,770,,David Todd,Provident Electric,,PROVIDENT ELECTRIC INC,,195.32,17806
PLUM-2019-04959,"15365 NE 90TH ST
REDMOND, WA 98052
(47.682171, -122.135454)",,Plumbing - OTC,Commercial,07/08/2019,Earth Solutions-Suite 100,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-04959,Suite 100 - Earth Solutions - Adding 2 sinks/wash basins. Adding bubbler and drinking fountain. Paid for 2 utility sinks and 1 drinking fountain.,3500,,Calwest Industrial Properties,Paul Muongvang,,HD PARTNERS,,193.29,17806
ELEC-2019-05165,"10545 WILLOWS RD NE
REDMOND, WA 98052
(47.695001, -122.151445)",,Electrical - OTC,Commercial,07/15/2019,SEA114 WCA-Facebook/Oculus,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05165,OTC -SEA 114 Facebook - Installation of Security Cameras and Card access - Customer paid for (1) Low voltage,51000,,,Danny Morgan,,AMERICAN EAGLE SYSTEMS INC,,1578.91,17806
ELEC-2019-04619,"18200 UNION HILL RD
REDMOND, WA 98052
(47.676357, -122.095431)",,Electrical - OTC,Commercial,07/01/2019,1929_MILLENNIUM-BLDG A,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04619,SOPA #59549 - Microsoft Mill-A Rm 1087 Quarterly inspection and testing of battery with meters of UPS Battery system PER OEM specs. Needs to be visible by David Mitchell & Richard Wilson. Customer Paid For:(1) Circuits 425-766-1801,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
MECH-2019-05359,"16563 NE 47TH ST
REDMOND, WA 98052",,Mechanical - OTC,Residential,07/23/2019,_Duke's Landing-Lot 12,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05359,SOPA #59976 - Duke's Landing-Lot 12 Brent Hill 360-907-0894 - Customer paid for (1) gas logs insert,703,,TOLL BROS./ INC.,John Waterstraat,,FIRESIDE HOME SOLUTIONS,,127.52,
FIRE-2019-04583,"7225 170TH AVE NE
REDMOND, WA 98052
(47.668529, -122.115697)",105,Fire Alarm,Existing System Modification,07/03/2019,Department of Licensing,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04583,Install a new power supply in the IT equipment room. There is an existing smoke detector above. Notification will be installed throughout. 27 devices and 1 sub power supply.,0,,REDMOND TOWN CENTER,Kathi O'Rear,,NORTHWEST FIRE SYSTEMS LLC,,901.57,17806
BLDG-2019-04161,"15010 NE 36TH ST
REDMOND, WA 98052
(47.640725, -122.137511)",,Commercial,Tenant Improvement,07/17/2019,Microsoft-Bldg 92 Rm 0260 Clean Room,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-04161,COMM TI - Microsoft BLDG 92 - Room 0260 Cleaning Room - Non-structural tenant improvement.  Install a pre-manufactured modular Clean Room inside suite 0260.  No demolition. Updated accessible parking space upgrades. Total area of work = 330 SF,30000,,MICROSOFT CORPORATION,Chad Linder,DAVIS SCHUELLER INC,DAVIS SCHUELLER INC,,1747.29,17806
