Location,Apply Date,Issue Date,Project Name,Permit Details,Work Description,Valuation,Sq Ft,Company,Zip Codes
"17225 NE 116TH WAY
REDMOND, WA 98052",02/05/2018,04/09/2018,23649_Hillbrooke Crest-Lot 9,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00782,RNEW Hillbrooke Crest Lot 9 - Construct a new/ Plan 3012-03B fire-sprinklered/ Garage Left/ SFR with 3/012 SF dwelling/ 57 SF front covered porch/ 135 SF rear covered patio/ and 544 SF garage.  Total Area of Work = 3/748 SF.,384739.16,3748,HILLBROOKE CREST LLC,
"13277 NE 110TH PL
REDMOND, WA 98052",01/25/2018,02/14/2018,_Terrene at 132nd-Lot 19,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00372,RNEW Terrene@ 132nd-Lot 19  PLan 4520B garage (R) Construction of 2 story SFR with fire sprinklers. Consisting of 3/500 sf dwelling/ 509 sf garage/ 40 sf covered porch(front)/ 87 sf covered patio (rear) and 357 sf uncovered concrete patio (rear).  Area of work 4/493 sf.,436456.56,4136,TERRENE AT RH 132ND LLC,
"13301 NE 110TH PL
REDMOND, WA 98052",01/19/2018,02/14/2018,_Terrene at 132nd-Lot 18,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00059,RNEW- Terrene at 132nd Lot 18- Plan 5070B Garage (L) 2 story fire sprinklered SFR consisting of 3/735 sf dwelling/ 510 sf garage/ 72 sf covered porch and 335 sf uncovered patio.  Total are of work 4/652 sf.,460957.53,4317,TERRENE AT RH 132ND LLC,
"17238 NE 121ST PL
REDMOND, WA 98052",01/09/2018,02/05/2018,_Edgewood West-Lot 47,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08844,RNEW- Edgewood West-Lot 47 Plan H341-04EL inCin Garage Left- 2-stories w/habitable attic fire sprinklered SFR consisting of 4/105 sq dwelling/ 605 sf garage/ 55 sf covered porch and 167 sf covered patio.  Total area 4/932 sf.,516041.43,4932,QUADRANT HOMES,
"17295 NE 121ST PL
REDMOND, WA 98052",01/08/2018,02/05/2018,_Edgewood West-Lot 40 ,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08837,RNEW Edgewood West-Lot 40  Plan- P330 17EL Elevation inBin Garage right- 3 story fire sprinklered SFR consisting of 3290 sf dwelling/ 428 sf garage / 41 sf covered porch and 174 sf covered patio. Total area of work 3933sf,412889.86,3933,QUADRANT HOMES,
"17226 NE 121ST PL
REDMOND, WA 98052",01/05/2018,02/06/2018,_Edgewood West-Lot 46,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08843,RNEW Edgewood West-Lot 46 Plan P330-17EL Elevation A Garage (R) 2-stories w/habitable attic fire sprinklered SFR consisting of 3/290 sf dwelling/ 428 sf garage/ 30 sf covered porch/ 174 sf covered patio. Total area of work 3/922 sf.,412321.82,3922,QUADRANT HOMES,
"11530 174TH AVE NE
REDMOND, WA 98052",01/04/2018,01/16/2018,_Hawthorne Lane-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00013,RNEW - Hawthorne Lane - Lot 4 - Registered Basic #BPLN-2017-00640 - Plan HP-4 - Construction of a new fire sprinklered single family residence. House consists of 3/299 SF dwelling/ covered front porch 52 SF/ garage 470 SF. Total 3/821 SF.,407446.53,3821,RICK BURNSTEAD CONSTRUCTION LLC,
"12373 178TH PL NE
REDMOND, WA 98052",01/04/2018,01/26/2018,_Edgewood East-Lot 13,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08929,RNEW Edgewood East Lot 13- Plan U320-20EL Elevation B Garage (L) 3 story fire sprinklered SFR consisting of 3/229 sf dwelling/ 472 sf garage/ 59 sf covered porch/ 173 sf covered balcony/ 170 sf main floor deck and 170 sf upper floor deck.  Total area of work 4/273sf.,424268.27,4273,QUADRANT HOMES,
"12151 173RD PL NE
REDMOND, WA 98052",01/04/2018,01/23/2018,_Edgewood West-Lot 48,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08846,RNEW Edgewood West-Lot 48 plan H341-04EL Elevation C Garage (R) 2-stories w/habitable attic fire sprinklered SFR consisting of 4/105 sf dwelling/ 605 sf garage/ 55sf covered porch and 167 sf covered patio. Total area of work 4/932 sf.,516041.43,4932,QUADRANT HOMES,
"11501 174TH AVE NE
REDMOND, WA 98052",01/04/2018,01/16/2018,_Hawthorne Lane-Lot 29,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-00066,RNEW -Hawthorne Lane Lot 29 - Registered basic Plan HP-4/ permit # BPLN-2017-00640 to construct a new SFR within Hawthorne Park (a PRD neighborhood). Project includes 2-story/ plus habitable attic/ garage right/ fire sprinklered  3/299 SF of dwelling area/ 52 SF of front covered porch and 470 SF of garage for a total of 3/821 SF.,407446.53,3821,RICK BURNSTEAD CONSTRUCTION LLC,
"12359 178TH PL NE
REDMOND, WA 98052",01/03/2018,01/25/2018,_Edgewood East-Lot 12,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08928,RNEW Edgewood East- Lot 12- Plan U320-20EL Elevation A Garage (L) 3 story fire-sprinklered SFR consisting of 3/438 sf dwelling/ 659 sf garage/ 53 sf covered porch/ 173 sf covered balcony/ 200 sf main floor covered deck and 200 sf upper floor covered deck. Total area 4/723sf.,459567.62,4723,QUADRANT HOMES,
"17239 NE 121ST PL
REDMOND, WA 98052",01/03/2018,01/23/2018,_Edgewood West-Lot 44 ,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08841,RNEW Edgewood West-Lot 44 Plan H341 04EL Elevation D Garage R- 2-stories w/habitable attic fire sprinklered SFR consisting of 4/105 sf dwelling/ 605 sf garage/ 47 sf covered porch and 167 sf covered patio.  Area of work 4/924 sf.,515628.31,4924,QUADRANT HOMES,
"17249 NE 121ST PL
REDMOND, WA 98052",01/03/2018,01/24/2018,_Edgewood West-Lot 43,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08840,RNEW Edgewood West-Lot 43 Plan H241 01EL Elevation B  Garage left- 2 story fire sprinklered SFR consisting of 2/576sf dwelling/ 462 sf garage/ 26 sf covered porch and 114 sf covered patio.  Total area of work 3/178 sf.,327647.04,3178,QUADRANT HOMES,
"17219 NE 121ST PL
REDMOND, WA 98052",01/03/2018,01/19/2018,_Edgewood West-Lot 45,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08842,RNEW- Edgewood West-Lot 45 Plan H281 09EL Elevation A Garage Left. 2 story fire sprinklered SFR consisting of 2/849 sf dwelling/ 462 sf garage/ 44 sf covered porch and 176 sf uncovered concrete patio.  Total area of work 3/531 sf.,354398.55,3355,QUADRANT HOMES,
"17269 NE 121ST PL
REDMOND, WA 98052",01/03/2018,01/24/2018,_Edgewood West-Lot 42,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08839,RNEW Edgewood West-Lot 42; 2 story fire sprinklered SFR PLan H303 03EL Elev A garage right- consisting of 3024 sf dwelling/ 463 sf garage/ 59 sf covered porch and 180sf uncovered patio.,375545.32,3546,QUADRANT HOMES,
"13290 NE 110TH PL
REDMOND, WA 98052",01/02/2018,01/24/2018,_Terrene at 132nd-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08918,RNEW-Terrene@132nd-Lot 4 Plan 5011C Garage left Construction of 2 story + habitable attic fire sprinklered SFR consisting of 4/090 sf dwelling/419 sf garage/ 58 sf covered porch/ and 188 sf uncovered concrete patio.  Total area of work 4/755 sf.,497289.1,4567,TERRENE AT RH 132ND LLC,
"17289 NE 121ST PL
REDMOND, WA 98052",12/29/2017,01/16/2018,_Edgewood West-Lot 41,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08838,RNEW Edgewood West-Lot 41 2 story fire sprinklered SFR- Plan H241 01EL Elevation A Garage Left- Consisting of 2/566 sf dwelling/ 462 sf garage/ 35 sf covered porch and 114 sf covered patio. Total area of work 3/177 sf,326950.3,3177,QUADRANT HOMES,
"12020 173RD PL NE
REDMOND, WA 98052
(47.708261, -122.10895)",12/28/2017,01/10/2018,_Edgewood West-Lot 39,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08836,RNEW EDGEWOOD WEST-LOT 39 PLan H345 05EL Elevation inDin Garage Left- 2 stories w/habitable attic fire sprinklered SFR consisting of 4/192 sf dwelling/ 466 sf garage/ 31 sf covered porch and 217 sf uncovered deck.  Area of work 4/906 sf,518563,4906,QUADRANT HOMES,17806
"12140 173RD PL NE
REDMOND, WA 98052",12/22/2017,01/05/2018,_Edgewood West-Lot 38,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08835,RNEW EDGEWOOD WEST LOT 38-Plan P330 17EL inBin garage right- 2 stories + habitable attic fire sprinklered SFR- 3/290 sf dwelling/ 428 sf garage/ 41 sf covered porch and 174 sf covered deck.  Area of work 3/933 sf,412889.86,3933,QUADRANT HOMES,
"12160 173RD PL NE
REDMOND, WA 98052",12/21/2017,01/05/2018,_Edgewood West-Lot 37,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08834,RNEW EDGEWOOD WEST LOT 37 2 story fire sprinklered SFR consisting of 2849sf dwelling/ 462 sf garage and 44 sf covered porch. Plan name H281 09EL Elevation A Garage right- Area of work 3355sf.,354398.55,3355,QUADRANT HOMES,
"13333 NE 110TH PL
REDMOND, WA 98052",12/15/2017,01/18/2018,Terrene at 132nd Ave NE Plat (Rose Hill Dev),https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08757,RNEW - Terrene Homes at 132nd - Lot 17 - Plan 4520A -Construction of a new 2 story garage right fire sprinkled SFR. Includes 3/508 sq ft of dwelling area/ 509 sq ft of garage/ 16 sq ft of covered front porch and 87 sq ft of covered rear patio.  Total area of construction = 4/120 sq ft,436146.4,4120,TERRENE AT RH 132ND LLC,
"13488 NE 110TH PL
REDMOND, WA 98052",12/05/2017,12/29/2017,_Terrene at 132nd-Lot 9,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-08484,RNEW Terrene at 132nd-LOT 9 - Plan 4040-AB/ Construction of new garage right/ 2-story with daylight basement/ fire sprinklered SFR.  Dwelling = 4604 SF/ 460 SF garage/ 81 SF front covered porch/ 165 SF rear covered deck/ 53 SF uncovered deck/ and 215 SF concrete patio.  Total Area of Work = 5/363 SF,570697,5363,TERRENE AT RH 132ND LLC,
"11580 174TH AVE NE
REDMOND, WA 98052",11/27/2017,12/15/2017,Hawthorne Lane-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-07709,RNEW - Hawthorne Lane - Lot 1 - Plan HP-01 Garage Right - Construction of new 2-stories w/habitable attic fire sprinklered single family house. SFR consists of 3/241 SF dwelling/ 475 SF garage/ 43 SF covered front porch/ 128 SF covered rear patio. Total 3/887 SF.,407084.59,3887,RICK BURNSTEAD CONSTRUCTION LLC,
"11560 174TH AVE NE
REDMOND, WA 98052",11/20/2017,11/30/2017,Hawthorne Lane-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-07708,RNEW - Hawthorne Lane - Lot 2 - Plan HP-4 from registered basic (BPLN-2017-00640) Garage left - Construction of new 2-stories w/a habitable attic fire sprinklered single family residence. SFR consists of 3/299 SF dwelling/ 470 SF garage/ 52 SF covered front porch. Total 3/821 SF.,407446.53,3821,RICK BURNSTEAD CONSTRUCTION LLC,
"11557 174TH AVE NE
REDMOND, WA 98052",11/20/2017,12/11/2017,Hawthorne Lane-Lot 33,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-07710,RNEW - Hawthorne Lane - Lot 33 - Plan HP35-10 Garage Left - Construct a new 2-stories w/habitable attic fire sprinklered single family residence. SFR consists of 3/264 SF dwelling/ 462 SF garage/ 108 SF covered rear patio/ 91 SF covered front entry porch. Total 3/915 SF.,410145.8,3915,RICK BURNSTEAD CONSTRUCTION LLC,
"11550 174TH AVE NE
REDMOND, WA 98052",11/17/2017,12/13/2017,Hawthorne Lane-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-07707,RNEW - Hawthorne Lane - Lot 3 - Plan HP-3 Garage Right - Construction of new 2-stories w/habitable attic fire sprinklered single family residence. SFR consists of 3/336 SF dwelling/ 451 SF garage/ 53 SF covered front porch. Total 3/840 SF.,410923.24,3840,RICK BURNSTEAD CONSTRUCTION LLC,
"11488 174TH AVE NE
REDMOND, WA 98052",11/16/2017,11/28/2017,Hawthorne Lane-Lot 9,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-07697,RNEW - Hawthorne Lane - Lot 9 -  Plan HP-6 from registered basic plan (BPLN-2017-00645) - Construction of new 2-story fire w/habitable attic sprinklered single family residence. SFR consists of 3/413 SF dwelling/ 430 SF garage/ 106 SF covered front porch/ 66 SF covered rear patio. Total 4/015 SF.,425047.63,4015,RICK BURNSTEAD CONSTRUCTION LLC,
"11559 174TH AVE NE
REDMOND, WA 98052",11/15/2017,11/28/2017,Hawthorne Lane-Lot 34,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-07698,RNEW - Hawthorne Lane - Lot 34 - Plan from Registered Basic HP-6 (BPLN-2017-00645) - Construction of new 2-story w/habitable attic fire sprinklered single family residence. SFR consists of 3/413 SF dwelling/ 430 SF garage/ 106 SF covered front entry/ 66 SF covered rear patio. Total 4/015 SF.,425047.63,4015,RICK BURNSTEAD CONSTRUCTION LLC,
"11731 177TH PL NE
REDMOND, WA 98052",11/15/2017,02/07/2018,_Ray Meadows-Lot 14,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-07871,RNEW - Ray Meadows (Hawk's Glen) - Lot 14 - Plan 01RM/ Elevation C/ garage left - Construction of new 2-stories w/habitable attic fire sprinklered single family house. SFR consists of 3/335 SF dwelling/ 447 SF garage/ 145 SF covered front porch/ 144 SF uncovered rear deck/ 191 SF uncovered 3rd story deck. Total 4/262 SF.,428747.49,4262,QUADRANT HOMES,
"17222 NE 85TH PL
REDMOND, WA 98052
(47.679398, -122.10621)",11/03/2017,02/09/2018,TRITON SHORT PLAT-LOT 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-07870,RNEW - Triton Short Plat - Lot 2 - Construction of a new fire sprinkled 2 story garage right single family residence.  Includes 2/776 SF of dwelling area/ 400 SF garage/ an 81 SF covered porch and a 148 SF covered deck.  Total area of construction = 3/405 SF.,352625.96,3405,TRITON HOMES LLC,17806
"16667 NE 88TH ST
REDMOND, WA 98052
(47.680732, -122.117629)",10/24/2017,11/27/2017,_Trio in Redmond-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-07618,RNEW- Trio Lot 2 - Fire-sprinklered 2-story with basement/ garage right SFR.  Dwelling consists of 3/968 SF/ garage is 554 SF/ rear covered deck is 473 SF/ and front covered porch is 84 SF.  Total Area of Work = 5/079 SF,515086.36,5079,BELMARK LLC,17806
"16671 NE 88TH ST
REDMOND, WA 98052
(47.680731, -122.117536)",10/24/2017,11/27/2017,_Trio in Redmond-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-07619,RNEW - Trio Lot 3 - New fire-sprinklered 2-story/ garage right SFR.  Dwelling consists of 3/293 SF/ garage is 578 SF/ 75 SF front covered porch/ 256 SF rear porch of which 100 SF is covered and 156 SF is uncovered.  Total Area of Work = 4/202 SF,424288.23,4202,BELMARK LLC,17806
"12180 173RD PL NE
REDMOND, WA 98052",10/24/2017,01/08/2018,_Edgewood West-Lot 36,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-07483,RNEW - Edgewood West - Lot 36 - Plan H345/05EL D - Construction of new 2-story w/habitable attic fire sprinklered single family residence. New SFR consists of 4/200 SF dwelling/ 466 SF garage/ 21 SF covered front porch/ 312 SF rear uncovered deck. Total 5/009 SF.,523284.6,5009,QUADRANT HOMES,
"15604 NE 59TH WAY
REDMOND, WA 98052
(47.660053, -122.131634)",10/20/2017,01/17/2018,23622_Cornell Short Plat-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-07506,RNEW - Cornell Short Plat - Lot 2 - Construction of a new garage left 2 story fire sprinkled single family residence.  Project includes 4/792 sq ft of dwelling area/ a 726 sq ft garage and 146 sq ft of front covered porch/ and 125 sq ft of rear covered porch.  Total area of work = 5/789 sq ft,603923.16,5789,,17806
"12232 178TH PL NE
REDMOND, WA 98052",10/19/2017,11/15/2017,Edgewood East-Lot 24,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-06824,RNEW English Landing Phase 2 Lot 24- Plan Name P330 17EL Elevation B garage(L) 2-story with habitable attic fire sprinklered SFR consisting of 3/231 sf dwelling/ 428 sf garage/ 41 sf covered porch and 174 sf covered patio.  Total area of work 3/874 sf.,393823.79,3874,QUADRANT HOMES,
"12215 178TH PL NE
REDMOND, WA 98052",10/18/2017,11/13/2017,Edgewood East-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-06823,RNEW English Landing Phase 2 Lot 3- Plan Name P330 17EL Elevation B garage(L) 2-story w/habitable attic fire sprinklered SFR consisting of 3/231 sf dwelling/ 428 sf garage/ 41 sf covered porch and 174 sf covered patio.  Total area of work 3/874 sf.,393823.79,3874,QUADRANT HOMES,
"12332 178TH PL NE
REDMOND, WA 98052",10/13/2017,11/08/2017,Edgewood East-Lot 20,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-06673,RNEW - Edgewood East-Lot 20 - Plan H303XDL - Elevation C - Garage Right - Construction of new 2-story w/basement fire sprinklered single family residence. House consists of 4/128 SF dwelling/ 407 SF garage/ 41 SF covered front porch and 131 SF covered rear deck. Total 4/707 SF.,491783.61,4707,QUADRANT HOMES,
"16566 NE 47TH ST
REDMOND, WA 98052
(47.651591, -122.11866)",10/12/2017,01/11/2018,Duke's Landing-Lot 15,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-07087,RNEW Duke's Landing Lot 15- Plan-Ballard Shingle Garage (R) 2 Story fire sprinklered SFR consisting of 3/322 sf dwelling with 421 sf garage/ 51 sf covered porch/ 124 sf covered deck and 305 sf covered patio.  Total area of work 4/223 sf.,417012.53,4223,TOLL BROS INC,17806
"16365 NE 117TH CT
REDMOND, WA 98052
(47.704317, -122.118908)",10/09/2017,02/20/2018,KUNISETTY ESWARA-INFILL LOT,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-07184,RNEW - INFILL - Kunisetty - Construction of a fire-sprinklered two-story w/unfinished basement sfr. 3/329 sf dwelling/ 860 sf unfinished basement/ 111 sf covered porch/ 599 sf garage/ and 245 sf uncovered decks: 126 sf rear 1st floor/ 29 sf living room 1st floor/ 18 sf master/ and 72 sf off of 2nd story office. Total area of construction 5/144 sf.,438264.47,5144,TRITON HOMES LLC,17806
"12314 178TH PL NE
REDMOND, WA 98052",09/27/2017,10/18/2017,Edgewood East-Lot 21,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-06674,RNEW - Edgewood East-Lot 21 - Plan H241-DL Garage left. SFR 2-story w/basement fire sprinkled. 3/277 SF Dwelling/ 462 SF Garage/ 26 SF covered porch/ 144 SF covered rear deck/ 144 SF covered rear patio. 4/053 SF total.,398273.11,4053,QUADRANT HOMES,
"12296 178TH PL NE
REDMOND, WA 98052",09/27/2017,10/24/2017,Edgewood East-Lot 22,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-06675,Edgewood East-Lot 22 Plan H303x/19EL Garage right. SFR 2-story w/basement fire sprinkled. 4/128 SF dwelling space/ 407 SF garage/ 38 SF covered porch/ 180 SF covered deck. 4/753 SF total.,494083.61,4753,QUADRANT HOMES,
"12368 178TH PL NE
REDMOND, WA 98052",09/21/2017,10/17/2017,Edgewood East-Lot 18,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-06671,RNEW - Edgewood East-Lot 18 -Plan H303-DL Elevation B Garage Right. SFR 2-Story w/basement fire sprinkled. 3/998 SF dwelling/ 469 SF Garage/ 67 Sf covered front porch/ 212 SF covered rear deck/ 113 SF covered rear patio. 4/859 SF total.,490906.17,4859,QUADRANT HOMES,
"12350 178TH PL NE
REDMOND, WA 98052",09/21/2017,10/17/2017,Edgewood East-Lot 19,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-06672,RNEW - Edgewood East-Lot 19 - Plan H241-DL Elevation A Left garage. SFR 2 Story with basement Fire sprinkled. 3277 SF dwelling/ 462 SF Left Garage/ 35SF Covered porch. 144 SF Covered Back Deck/ 144 SF Covered Back Patio. 4062 SF Total.,398723.11,4062,QUADRANT HOMES,
"17829 NE 117TH CT
REDMOND, WA 98052
(47.704705, -122.101124)",09/08/2017,11/14/2017,116th St Short Plat-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2017-06149,RNEW 116th ST Short Plat Lot 4- Project includes construction of a new 3-story SFR garage (R) fire sprinklered.  Including 3/013sf dwelling/ 401sf garage/ 83 sf covered rear deck and 146sf covered front porch.  Total area of construction 3/643sf,368761.08,3643,EKAM CONSTRUCTION,17806
