"rowid","permit_number","property_address","street_number","street_direction","street_name","street_type","unit_number","council_district","issued_date","issued_year","issued_month","finaled_date","finaled_year","finaled_month","permit_year","status","description","value","use","icc_value","type_of_work","contractor_name","contractor_address","cofo_date","parcel_number","total_sq_ft","applicant","number_of_dwellings","number_of_dwelling_units","residential_permit","latitude","longitude","location"
"MST2016-00024","MST2016-00024","  SUNSTATE FIRE PROTECTION #2 ",,,"SUNSTATE FIRE PROTECTION #2",,,"0","2016-02-25T00:00:00.000","2016","Feb",,,,"2016","Issued","MASTER PLAN FOR FIRE SPRINKLERS FOR ALBANY VILLAGE 2","1200","RES","0","Res (OTH) -- Fire Sprinklers","SUNSTATE FIRE PROTECTION","PO BOX 86324 PHOENIX AZ 85080 ",,"MASTER PLAN",,"SUNSTATE FIRE PROTECTION",,,"N",,,
"PMT17-03530","PMT17-03530","4332 S INTENSITY MESA","4332","S","INTENSITY",,,"6","2017-09-21T00:00:00.000","2017","Sep","2018-04-24T00:00:00.000","2018","Apr","2017","C of O Issued","WOODSIDE HOMES MASTER PLAN #5003 AT EASTMARK PARCEL 7-3B. TWO STORY SINGLE FAMILY RESIDENCE. OPT. MULTI-GEN SUITE. WOOD FRAMED, TRUSSES, POST-TENSION SLAB, STUCCO, STONE VENEER, CONCRETE TILE. SEE ADDENDUM MST2017-00077 FOR REVISION TO MASTER BATH WINDOWS FOR STANDARD PLAN 5003.","444698.1","RES",,"Single Family (Detached)","Woodside Homes of AZ, LLC","1811 S. Alma School Rd., Ste 190","2018-04-24T00:00:00.000","31410663",,"Woodside Homes of Arizona, LLC",,,"Y","33.336339","-111.608353","POINT (-111.608353 33.336339)"
"BLD2017-00424","BLD2017-00424","2707 S VALLE VERDE ","2707","S","VALLE VERDE",,,"6","2017-01-31T00:00:00.000","2017","Jan","2017-06-19T00:00:00.000","2017","Jun","2017","Finaled","MASTER PLAN # 3 FOR MULBERRY GREEN COURT FOR 2152 S.F. (793 SF 1ST FLOOR & 1359 SF 2ND FLOOR) TWO STORY HOME WITH 473 S. F. GARAGE AND SEVERAL PORCH OPTIONS. HOUSE HAS STUCCO, CONCRETE TILE ROOF, POST-TENSIONED SLABS. SEE ADDENDUM BLD2015-00100",,"RES","275826.49","Res (SFR) -- Single Family (Detached)","MBI BUILDERS LLC","3321 E BASELINE RD GILBERT AZ 85234 ",,"31202792",,"MBI BUILDERS LLC","1","1","Y","33.366258","-111.608111","POINT (-111.608111 33.366258)"
"BLD2017-01911","BLD2017-01911","10551 E SIMONE AVE","10551","E","SIMONE","AVE",,"6","2017-03-21T00:00:00.000","2017","Mar","2017-07-06T00:00:00.000","2017","Jul","2017","Finaled","MASTER PLAN 3 SYCAMORE WITH A 3 CAR GARAGE. 3 DIFFERENT STYLES. ",,"RES","350065.05","Res (SFR) -- Single Family (Detached)","WRH CONSTRUCTION, INC","8283 N HAYDEN RD STE 155 SCOTTSDALE AZ 85258 ","2017-07-05T00:00:00.000","30494215",,"WRH CONSTRUCTION, INC","1","1","Y","33.331153","-111.605593","POINT (-111.605593 33.331153)"
"PMT17-03564","PMT17-03564","3227 E JAVELINA AVE MESA","3227","E","JAVELINA","AVE",,"2","2017-09-26T00:00:00.000","2017","Sep","2017-11-13T00:00:00.000","2017","Nov","2017","C of C Issued","MASTER-  EXISTING SHOWER DEMO IS DONE. INSTALL SHOWER PAN AND WALL SURROUNDS. UPDATE VALVE AND TRIM. 
1ST FLOOR GUEST- TUB STAYS. DEMO WALL SURROUNDS, INSTALL WALL SURROUNDS. UPDATE FIXTURES.
2ND FLOOR GUEST- TUB STAYS. DEMO WALL SURROUNDS, INSTALL WALL SURROUNDS. UPDATE FIXTURES.","5000","RES",,"Plumbing","KKITTLE, LLC","4102 W ADAMS SUITE 4-6",,"14065029",,"rebath and kitchens",,,"N","33.38042","-111.761724","POINT (-111.761724 33.38042)"
"BLD2016-00897","BLD2016-00897","2358 E EVERGREEN ST","2358","E","EVERGREEN","ST",,"1","2016-03-22T00:00:00.000","2016","Mar","2016-04-12T00:00:00.000","2016","Apr","2016","Finaled","REF #COD2016-01372-PERMIT 14'-6"" X 10'-0"" DETACHED STORAGE SHED WITH ELECTRIC WITH 14'-6"" X 8'-0"" ATTACHED PATIO COVER-SHINGLE ROOF, OVER WOOD FRAME STRUCTURE WITH T1-11 SIDING ON CONCRETE PAD WITH FOOTINGS","0","RES","14702.13","Res (OTH) -- Additions",,"   ",,"14008230",,"SANDRA PEPPER",,,"N","33.432472","-111.779872","POINT (-111.779872 33.432472)"
"BLD2016-05209","BLD2016-05209","1452 S ELLSWORTH RD","1452","S","ELLSWORTH","RD","1624","6","2016-08-24T00:00:00.000","2016","Aug","2017-01-24T00:00:00.000","2017","Jan","2016","Finaled","ALL INCLUSIVE PERMIT FOR PARK MODEL SET, AWNING AND ARIZONA ROOM.  PARK MODEL SHALL NOT BE OCCUPIED UNTIL ALL STRUCTURES ARE COMPLETE AND FINAL INSPECTION IS PERFORMED.
INSTALLATION OF 11' 6"" X 35' 2016 CHAMPION SPRING CREEK PARK MODEL (SERIAL #1C9123538G7324456) WITH A/C IN REAR. NO GAS OR LP TANKS. CONSTRUCT 249 SF ARIZONA ROOM UNDER NEW AWNING (ENGINEERING PROVIDED BY ALUMI-COVER AWNING CO) WITH ELECTRIC AND PLUMBING FOR BATHROOM WITH TJI JOISTS.  MIN (1) 9' X 18' UNOBSTRUCTED PAVED PARKING SPACE REQUIRED BEHIND FRONT SETBACK.  MIN SETBACKS: 7' FRONT PER ZA98-85, 5' REAR, 3' SIDES. APPROVED AS NOTED
","40000","RES","0","Res(MBL) - New Mobile Home","CAL-AM CONSTRUCTION SERVICES","385 CLINTON ST COSTA MESA CA 92626 ",,"21874694",,"CAL-AM CONSTRUCTION SERVICES",,,"N","33.389137","-111.634032","POINT (-111.634032 33.389137)"
"BLD2017-00425","BLD2017-00425","11426 E ONZA AVE","11426","E","ONZA","AVE",,"6","2017-01-31T00:00:00.000","2017","Jan","2017-08-07T00:00:00.000","2017","Aug","2017","Issued","IRC 2006.  FARNSWORTH HOMES MASTER PLAN #2100W. WOOD AND BLOCK CONSTRUCTION  CONV. FRAMED ROOF SYSTEM ASPHALT ROOF STUCCO AND STONE FINISH (NO GAS ) ",,"RES","276503.49","Res (SFR) -- Single Family (Detached)","FARNSWORTH HOMES","2351 S SIGNAL BUTTE MESA AZ 85212 ",,"31207867",,"FARNSWORTH HOMES, INC","1","1","Y","33.360613","-111.587396","POINT (-111.587396 33.360613)"
"BLD2017-03525","BLD2017-03525","2724 E BIRCHWOOD AVE","2724","E","BIRCHWOOD","AVE",,"2","2017-07-18T00:00:00.000","2017","Jul",,,,"2017","Issued","(City only reviews setbacks; state inspects and permits the install now)
CITY OF MESA ZONING CLEARANCE PERMIT ONLY FOR INSTALLATION OF 14' X 66' 1984 ABOVE GROUND SET MELODY MH WITH NO A/C. NO GAS. (1) 9' X 36' R & R  AWNING . NO OTHER ACCESSORY STRUCTURES AT THIS TIME. MIN (2) 9' X 18' COVERED UNOBSTRUCTED PAVED PARKING SPACES ARE REQUIRED BEHIND FRONT SETBACK. MIN SETBACKS: 10' FRONT, 15' REAR, 5' & 10' SIDES. APPROVED AS NOTED. SEPARATE PERMIT/APPROVAL IS REQUIRED FROM STATE OFFICE OF MANUFACTURED HOUSING FOR INSTALLATION AND SET UP.
","500","RES","0","Res(MBL) - New Mobile Home",,"   ",,"14026086",,"SALLY RUARK",,,"N","33.410777","-111.772534","POINT (-111.772534 33.410777)"
"MST2016-00049","MST2016-00049","  SUNSTATE FIRE PROTECTION #7 ",,,"SUNSTATE FIRE PROTECTION #7",,,"0","2016-03-03T00:00:00.000","2016","Mar",,,,"2016","Issued","MASTER PLAN FOR ALBANY VILLAGES #7",,"RES","0","Res (OTH) -- Fire Sprinklers","SUNSTATE FIRE PROTECTION","PO BOX 86324 PHOENIX AZ 85080 ",,"MASTER PLAN",,"SUNSTATE FIRE PROTECTION",,,"N",,,
"PMT17-03571","PMT17-03571","125 N 22ND PL 136 MESA","125","N","22ND","PL","136","2","2017-10-12T00:00:00.000","2017","Oct",,,,"2017","Issued","DEMO 1 PIECE FIBERGLASS UNIT, INSTALL RIGHT HAND SHOWER PAN AND WALL SURROUNDS. UPDATE VALVE AND TRIM.","1500","RES",,"Plumbing","KKITTLE, LLC","4102 W ADAMS SUITE 4-6",,"14077136",,"rebath and kitchens",,,"N","33.418356","-111.781451","POINT (-111.781451 33.418356)"
"BLD2013-04962","BLD2013-04962","10161 E RAY RD","10161","E","RAY","RD",,"6","2017-04-10T00:00:00.000","2017","Apr",,,,"2013","Issued","EASTMARK PARCEL 8-1 (THE ESTATES), SUBDIVISION IMPROVEMENT PLANS FOR 74-LOT SINGLE FAMILY RESIDENTIAL SUBDIVISION, INCLUDES PRIVATE STREETS, GRADING & DRAINAGE, UTILITIES, STREET LIGHTS, RETENTION BASINS WITH AMENITIES AS SHOWN ON THE PLANS, LANDSCAPE/IRRIGATION, RETAINING WALLS, THEME WALLS, VIEW FENCES, INTERIOR SIDE YARD BLOCK WALLS, COMMON AREA PICKET FENCING, ENTRY GATES PER FIRE CODE INCLUDED.  ","328132.8","COM","0","Com (OTH) -- Public Works/Utilities",,"   ",,"30434005D",,"TERRAWEST MANAGEMENT CO",,,"N","33.320925","-111.614526","POINT (-111.614526 33.320925)"
"BLD2017-00427","BLD2017-00427","7820 E BASELINE RD","7820","E","BASELINE","RD",,"6","2017-06-08T00:00:00.000","2017","Jun",,,,"2017","Issued","SUPER EXPEDITED - NEW (5) 6-PLEX R2 RESIDENTIAL BUILDINGS WITH UNIT TYPES D,E,F,G,H AND I FROM PHASE I. GARAGES, PORCHES AND PATIOS ARE USE U. POOL AND GAZEBO UNDER SEPARATE PERMIT. FIRE ALARM AND SPRINKLERS DEFERRED.","2850000","COM","4379139.9","Com (MFR) -- Five to Nine Family","BELA FLOR COMMUNITIES, LLC","1635 N GREENFIELD RD STE 115 MESA AZ 85205-4010 ",,"21857978",,"EDMIR DZYDZA",,,"Y","33.379507","-111.661636","POINT (-111.661647 33.379968)"
"BLD2016-00934","BLD2016-00934","131 N HIGLEY RD","131","N","HIGLEY","RD","37","2","2016-03-10T00:00:00.000","2016","Mar","2016-04-07T00:00:00.000","2016","Apr","2016","Finaled","ENCLOSE EXSITING COVERED PATIO INTO ARIZONA ROOM. NO AC/HEATING. MINOR ELECTRICAL",,"RES","16762.2","Res (OTH) -- Renovations/Remodels",,"   ",,"14176117A",,"BILL WALL",,,"N","33.417584","-111.715644","POINT (-111.715644 33.417584)"
"BLD2016-05210","BLD2016-05210","1925 N SHELBY ","1925","N","SHELBY",,,"5","2016-08-25T00:00:00.000","2016","Aug","2016-11-09T00:00:00.000","2016","Nov","2016","Finaled","CONSTRUCT A 469 SF SWIMMING POOL NO SPA/NO HEAT ","31500","RES","0","Res (MSC) -- Swimming Pool","CALIFORNIA POOLS & SPAS","4320 W CHANDLER BLVD #1 MESA AZ 85226 ",,"21931442",,"CALIFORNIA POOLS & SPAS",,,"N","33.449942","-111.649131","POINT (-111.649131 33.449942)"
"BLD2016-05212","BLD2016-05212","4830 S DASSAULT WAY","4830","S","DASSAULT","WAY",,"6","2016-08-17T00:00:00.000","2016","Aug",,,,"2016","Finaled","ADDENDA TO BLD2016-01246 TO REVISE SF LIVABLE FROM 3911 SF TO 3696 SF AND ADD 241 SF GARAGE.","1000","RES","37795.28","Res (SFR) -- Single Family (Detached)","MARACAY HOMES","15279 N. SCOTTSDALE RD. #300 SCOTTSDALE AZ 85254 ",,"30432242",,,,,"N","33.327366","-111.613341","POINT (-111.613341 33.327366)"
"BLD2017-03527","BLD2017-03527","5001 E MAIN ST","5001","E","MAIN","ST","21 DOUGLAS RD","2","2017-05-11T00:00:00.000","2017","May",,,,"2017","Issued","ELECTRICAL PERMIT TO REPLACE 100AMP SERVICE PEDESTAL, LIKE FOR LIKE AT EXISTING SFR, TO BE INSTALLED PER 2005 NEC AND SRP SPECIFICATIONS. ALL IN ONE METER SOCKETNO PLANS REQUIRED.","2000","RES","0","Res (OTH) -- Electrical","CIRTCELE ELECTRIC","1919 N ROSEMONT MESA AZ 85205 ",,"14034825",,"CIRTCELE ELECTRIC",,,"N","33.414375","-111.724678","POINT (-111.724743 33.413033)"
"BLD2016-01453","BLD2016-01453","7006 E JENSEN ST","7006","E","JENSEN","ST","174","5","2016-03-08T00:00:00.000","2016","Mar","2016-03-25T00:00:00.000","2016","Mar","2016","Finaled","ELECTRICAL PERMIT TO REPLACE 200AMP SERVICE LIKE FOR LIKE AT EXISTING SFR, TO BE INSTALLED PER 2005 NEC AND SRP SPECIFICATIONS. NO PLANS REQUIRED.","1200","RES","0","Res (OTH) -- Electrical","MORE THAN ELECTRIC","15402 N 28TH  PHOENIX AZ 85032 ",,"21801551",,"MORE THAN ELECTRIC",,,"N","33.450569","-111.67862","POINT (-111.67862 33.450569)"
"BLD2016-05996","BLD2016-05996","10450 E POINT TWENTY-TWO BLVD","10450","E","POINT TWENTY-TWO","BLVD",,"6","2016-09-14T00:00:00.000","2016","Sep",,,,"2016","Issued","AT RISK GRADING PERMIT FOR EASTMARK SU6 SOUTH. DUST CONTROL PERMIT #E16100 AND NOI AZCON-78643",,"COM","0","Com (OTH) -- Public Works/Utilities",,"   ",,"30433011V",,"ERIC TUNE",,,"N","33.3345","-111.608177","POINT (-111.608177 33.3345)"
"BLD2017-03533","BLD2017-03533","1833 W SOUTHERN AVE","1833","W","SOUTHERN","AVE",,"3","2017-09-06T00:00:00.000","2017","Sep",,,,"2017","Approved","REMOVE EXISTING MICROWAVE ANTENNA. ADD ONE 1'-3"" MICROWAVE ANTENNA. ADD ONE RFU BEHIND MICROWAVE ANTENNA. ADD TWO 1/2"" COAX CABLES INSIDE POLE UP TO MICROWAVE ANTENNA. PAINT ANTENNAS AND APPURTENANCES TO MATCH EXISTING.","1500","COM","0","Com (OTH) -- Communications Towers","HIGH DESERT COMMUNICATIONS","372 W CULLUMBER AVE GILBERT AZ 85233 ",,"13426767C",,"T-MOBILE",,,"N","33.39051","-111.870879","POINT (-111.870879 33.39051)"
"PMT17-03680","PMT17-03680","45 W MAIN ST MESA","45","W","MAIN","ST",,"4","2017-12-07T00:00:00.000","2017","Dec",,,,"2017","Issued","This is a City of Mesa CIP project that is utilizing federal CDBG funds to renovate building facades downtown.  This building permit is for 45 West Main St.  The work involves façade improvements only, no interior renovations.","0","COM",,"Other Commercial","RYTAN","15015 N 74TH ST",,"13841021C",,"City of Mesa Engineering",,,"N","33.41486","-111.833133","POINT (-111.833133 33.41486)"
"BLD2013-04978","BLD2013-04978","10161 E RAY RD","10161","E","RAY","RD",,"6","2017-04-10T00:00:00.000","2017","Apr",,,,"2013","Issued","EASTMARK PARCEL 8-3 (THE ESTATES), SUBDIVISION IMPROVEMENT PLANS FOR 64-LOT SINGLE FAMILY RESIDENTIAL SUBDIVISION, INCLUDES PRIVATE STREETS, GRADING & DRAINAGE, UTILITIES, STREET LIGHTS, RETENTION BASINS WITH AMENITIES AS SHOWN ON THE PLANS WITH SHADE SAIL (DEFERED) AND PICNIC TABLE, LANDSCAPE/IRRIGATION, RETAINING WALLS, THEME WALLS, VIEW FENCES, INTERIOR SIDE YARD BLOCK WALLS.  AMENITIES ON TRACT E WILL BE SUBMITTED UNDER SEPARATE PERMIT.","125343.85","COM","0","Com (OTH) -- Public Works/Utilities",,"   ",,"30434005D",,"TERRAWEST MANAGEMENT CO",,,"N","33.320925","-111.614526","POINT (-111.614526 33.320925)"
"BLD2017-00428","BLD2017-00428","11514 E OCASO AVE","11514","E","OCASO","AVE",,"6","2017-01-31T00:00:00.000","2017","Jan","2017-07-24T00:00:00.000","2017","Jul","2017","Finaled","IRC 2006.  FARNSWORTH HOMES MASTER PLAN #2300W. NSFR WOOD CONSTRUCTION TRUSSE ASPHALT ROOF STUCCO FINISH WITH 3 ELAVATIONS A, B, AND C . (NOGAS).  SEE MASTER PLAN ADDENDA MST2010-00023 FOR ADDING 73 SF FOR LIVABLE BREAKFAST NOOK AND DEDUCTING 73 SF FROM COVERED PATIO.",,"RES","308552.46","Res (SFR) -- Single Family (Detached)","FARNSWORTH HOMES","2351 S SIGNAL BUTTE MESA AZ 85212 ",,"31207939",,"FARNSWORTH HOMES INC","1","1","Y","33.360147","-111.58566","POINT (-111.58566 33.360147)"
"BLD2017-03536","BLD2017-03536","1731 W BASELINE RD","1731","W","BASELINE","RD","112","3","2017-05-15T00:00:00.000","2017","May","2017-06-20T00:00:00.000","2017","Jun","2017","Finaled","REMODEL OF INTERIOR FIRE DAMAGE (REF BLD2017-02658) - ALL REPAIRS AND REPLACEMENTS SHALL COMPLY WITH 2006 IBC. NO PLANS REQUIRED.","60000","COM","0","Com (OTH) -- Renovations/Remodels","EAST VALLEY DISASTER SERVICES","257 W BROADWAY RD MESA AZ 85210 ",,"30507571G",,"EAST VALLEY DISASTER SERVICES",,,"N","33.377683","-111.87229","POINT (-111.87229 33.377683)"
"BLD2017-03541","BLD2017-03541","219 E MCKELLIPS RD","219","E","MCKELLIPS","RD",,"1","2017-12-19T00:00:00.000","2017","Dec",,,,"2017","Under Review","FIRE SPRINKLER PLANS FOR RV PARKING CANOPY. REF - BLD2017-00272.",,"COM","0","Com (OTH) -- Deferred Fire Alarms","COMPLETE FIRE PROTECTION, INC.","22130 S SCOTLAND CT SUITE 102 QUEEN CREEK AZ 85142 ",,"13623005B",,"COMPLETE FIRE PROTECTION, INC.",,,"N","33.451234","-111.826112","POINT (-111.826112 33.451234)"
"PMT17-03711","PMT17-03711","3347 E GARNET AVE MESA","3347","E","GARNET","AVE",,"2","2017-11-09T00:00:00.000","2017","Nov","2018-08-16T00:00:00.000","2018","Aug","2017","C of O Issued","Construction of a new single family residence. SINGLE STORY FRAME BUILT WITH STUCCO FINISH, CONCRETE TILE ROOF OVER PRE-ENGINEERED WOOD ROOF TRUSSES. FIVE BEDROOM, FOUR CAR GARAGE. THERE ARE GAS APPLIANCES.","653645.25","RES",,"Single Family (Detached)","BUENA VISTA HOMES LLC","1225 W MAIN #101","2018-08-16T00:00:00.000","14058347",,"Buena Vista Homes, LLC","1","1","Y","33.392162","-111.758682","POINT (-111.758682 33.392162)"
"PMT17-03746","PMT17-03746","2630 N SAFFRON CIR MESA","2630","N","SAFFRON","CIR",,"5","2017-09-28T00:00:00.000","2017","Sep",,,,"2017","C of O Issued","GROUP HOME REGISTRATION:","0","RES",,"Non-Structural",,,"2017-09-28T00:00:00.000","14167122",,,,,"N","33.463534","-111.687618","POINT (-111.687618 33.463534)"
"BLD2016-00978","BLD2016-00978","8035 E BROWN RD","8035","E","BROWN","RD",,"5","2016-02-23T00:00:00.000","2016","Feb",,,,"2016","Issued","INSTALLATION OF AUTOMATIC KITCHEN HOOD SYSTEM","1200","COM","0","Com (OTH) -- Mechanical","METRO FIRE EQUIPMENT INC","63 S HAMILTON PL GILBERT AZ 85233 ",,"21808853A",,"METRO FIRE EQUIPMENT INC",,,"N","33.43665","-111.656549","POINT (-111.656549 33.43665)"
"BLD2017-01329","BLD2017-01329","4558 E VIRGINIA ST","4558","E","VIRGINIA","ST",,"5","2017-02-27T00:00:00.000","2017","Feb","2017-06-20T00:00:00.000","2017","Jun","2017","Finaled","AFP: RELOCATE AND INSTALL ATHE NB PRODUCTION LINE",,"COM","0","Com (OTH) -- Renovations/Remodels","SPECTRA ELECTRICAL","2519 W GENEVA TEMPE AZ 85282 ",,"14137050A",,"DAICEL SAFTEY SYSTEMS AMERICA",,,"N","33.477558","-111.731742","POINT (-111.731742 33.477558)"
"BLD2016-01454","BLD2016-01454","1348 W ESPLANADE ST","1348","W","ESPLANADE","ST",,"1","2016-03-08T00:00:00.000","2016","Mar","2017-03-09T00:00:00.000","2017","Mar","2016","Finaled","ENCLOSE GARAGE TO GAME ROOM. PROVIDE LIGHT WEIGHT AWNING FOR TWO COVERED PARKING SPACES BEHIND RV ACCESS GATE. ENSURE DUST APPROVED DRIVEWAY SURFACE. 2 INSPECTIONS","6000","RES","0","Res (OTH) -- Additions","VALLEY SERVICES","75 W BASELINE RD #31 GILBERT AZ 85233 ",,"13533486",,"VALLEY SERVICES",,,"N","33.431158","-111.860361","POINT (-111.860361 33.431158)"
"BLD2016-05213","BLD2016-05213","7504 E PORTOBELLO AVE","7504","E","PORTOBELLO","AVE",,"6","2016-08-29T00:00:00.000","2016","Aug","2016-09-16T00:00:00.000","2016","Sep","2016","Finaled","P.E. GAS LINE TO 40,000 BTU FIRE RING, TO BE RUN 120' OF 1 1/4"" P.E. GAS LINE TO 50,000 BTU BBQ, TO BE RUN 10 OF 1/1/4"" ALL TO BE 18"" UNDERGROUND, WITH 18 GAUGE TRACER WIRE & APPROVED TRANSITION RISER. UPGRADE GAS METER TO A 400 CLASS METER.","550","RES","0","Com (OTH) -- Plumbing","KERNS PLUMBING","3625 N KATMAL MESA AZ 85213 ",,"30417468",,"HOROWITZ",,,"N","33.361184","-111.672708","POINT (-111.672708 33.361184)"
"BLD2016-01937","BLD2016-01937","9557 E FAIRBROOK ST","9557","E","FAIRBROOK","ST",,"5","2016-03-28T00:00:00.000","2016","Mar","2016-03-28T00:00:00.000","2016","Mar","2016","Finaled","REPLACE 200 AMP ELECTRIC PANEL","1800","RES","0","Res (OTH) -- Electrical","RICKS ADVANCED ELECTRIC LLC","711 N 22ND ST MESA AZ 85213 ",,"22019202",,"RICK SCHMITZ",,,"N","33.435752","-111.62445","POINT (-111.62445 33.435752)"
"BLD2016-05215","BLD2016-05215","601 S ALMA SCHOOL RD","601","S","ALMA SCHOOL","RD","351","4","2016-08-16T00:00:00.000","2016","Aug","2016-09-30T00:00:00.000","2016","Sep","2016","Finaled","MASTER PLAN FOR WASHER AND DRYER HOOK UPS BLDG H. INSPECTIONS WILL BE PER BLDG. PERMIT. REFERENCE MASTER PLAN AT PERMIT ISSUANCE.. SEE ADDENDUM MST2015-00209
","1000","RES","0","Res (OTH) -- Plumbing","REI CONSTRUCTION","4845 W MCDOWELL RD #70A PHOENIX AZ 85035 ",,"13413001J",,"BEACON @ 601",,,"N","33.403501","-111.85661","POINT (-111.85661 33.403501)"
"BLD2016-05216","BLD2016-05216","601 S ALMA SCHOOL RD","601","S","ALMA SCHOOL","RD","329","4","2016-08-16T00:00:00.000","2016","Aug","2016-09-29T00:00:00.000","2016","Sep","2016","Finaled","MASTER PLAN FOR WASHER AND DRYER HOOK UPS BLDG B. INSPECTIONS WILL BE PER BLDG. PERMIT. REFERENCE MASTER PLAN AT PERMIT ISSUANCE. SEE ADDENDUM MST2015-00209
","1000","RES","0","Res (OTH) -- Plumbing","REI CONSTRUCTION","4845 W MCDOWELL RD #70A PHOENIX AZ 85035 ",,"13413001J",,"BEACON @ 601",,,"N","33.403501","-111.85661","POINT (-111.85661 33.403501)"
"BLD2017-00429","BLD2017-00429","738 S LONGMORE ","738","S","LONGMORE",,,"3","2017-06-05T00:00:00.000","2017","Jun","2017-11-01T00:00:00.000","2017","Nov","2017","Issued","REMOVE (3) EXISTING ANTENNAS, (1) PER SECTOR.  REMOVE (6) TMA'S, (2) PER SECTOR. REMOVE (1) RADIO MODULE. ADD (3) NEW ANTENNAS, (1) PER SECTOR.  ADD (3) GROUND MOUNTED RADIO MODULES.  PAINT ANTENNAS AND ALL APPURTENANCES TO MATCH EXISTING.","18500","COM","0","Com (OTH) -- Communications Towers","BLUE STREAM","3344 N NEVADA WAY CHANDLER AZ 85225 ",,"13448145",,"DECLAN MURPHY",,,"N","33.40138","-111.866066","POINT (-111.866066 33.40138)"
"BLD2004-01007","BLD2004-01007","1051 W PLATA AVE","1051","W","PLATA","AVE",,"3","2004-02-06T00:00:00.000","2004","Feb","2004-07-15T00:00:00.000","2004","Jul","2004","Finaled","ADDING 80 AMP SUB-PANEL ADJACENT TO EXISTING SERVICE.","325","RES","0",,,,,"30277115",,,,,"N","33.360827","-111.857154","POINT (-111.857154 33.360827)"
"BLD2017-03551","BLD2017-03551","533 N SIRRINE ","533","N","SIRRINE",,,"4","2017-05-15T00:00:00.000","2017","May",,,,"2017","Issued","ELECTRICAL PERMIT TO CHANGE OUT PANEL AND RISER. NEW INSTALLATION SHALL BE INSTALLED PER CITY OF MESA STANDARDS. NO PLANS REQUIRED.","100","RES","0","Res (OTH) -- Electrical",,"   ",,"13725061",,"MARTHA AMADOR",,,"N","33.424544","-111.82857","POINT (-111.82857 33.424544)"
"BLD2017-00430","BLD2017-00430","1904 N LINDSAY RD","1904","N","LINDSAY","RD",,"1","2017-03-28T00:00:00.000","2017","Mar","2017-04-05T00:00:00.000","2017","Apr","2017","Finaled","REPLACEMENT OF EXISTING FIRE ALARM PANEL AND DEVICES ","13000","COM","0","Com (OTH) -- Fire Alarms","COMPASS FIRE & SECURITY LLC","3961 E CHANDLER BLVD #111-313 PHOENIX AZ 85048 ",,"14109215",,"COMPASS FIRE & SECURITY LLC",,,"N","33.450113","-111.771283","POINT (-111.771283 33.450113)"
"BLD2017-03552","BLD2017-03552","1011 W HOLMES AVE","1011","W","HOLMES","AVE",,"3","2017-06-28T00:00:00.000","2017","Jun",,,,"2017","Issued","REMODEL OF INTERIOR FINISHES AND FURNITURE OF THE PRIMARY ASSEMBLEY AREAS ON THE GROUND FLOOR SUCH AS THE EXISTING LOBBY, MEETING ROOMS, BALLROOM, FOYER, ATRIUN AND RESTROOMS AND A REMODELED RESTAURANT INCLUDING A NEW LAYOUT AND ADDED EXECUTIVE LOUNGE FUNCTION. 39,444 SF TOAL AFFECTED AREA.  NO CHANGE IN OCCUPANT LOAD EXCEPT FOR RESTAURANT AREA OF 444 PERSONS. DEFERRED FIRE ALARM AND FIRE SPRINKLERS.","1050000","COM","5847178.56","Com (OTH) -- Renovations/Remodels","ANGELONE BUILDERS LLC","15511 N. 76TH ST. SCOTTSDALE AZ 85260 ",,"13423031A",,"BEN MEYER",,,"N","33.387792","-111.854125","POINT (-111.854125 33.387792)"
"BLD2016-04799","BLD2016-04799","460 S WILBUR ","460","S","WILBUR",,"1","4","2016-07-25T00:00:00.000","2016","Jul","2016-08-01T00:00:00.000","2016","Aug","2016","Finaled","ELECTRICAL PERMIT TO REPLACE 200AMP SERVICE LIKE FOR LIKE AT EXISTING SFR, TO BE INSTALLED PER 2005 NEC AND CITY OF MESA SPECIFICATIONS. NO PLANS REQUIRED.","1000","RES","0","Res (OTH) -- Electrical",,"   ",,"13936011A",,"MI CASA PROPERTY MANAGEMENT",,,"N","33.406286","-111.825334","POINT (-111.825334 33.406286)"
"BLD2017-00434","BLD2017-00434","1641 E DANA AVE","1641","E","DANA","AVE",,"4","2017-01-23T00:00:00.000","2017","Jan","2017-02-01T00:00:00.000","2017","Feb","2017","Finaled","REPLACE ELECTRIC PANEL, LIKE FOR LIKE. NO PLANS PER 2005 NEC AND SRP STANDARDS.","1000","RES","0","Res (OTH) -- Electrical","OTS ELECTRIC INC","16218 E JULIS RD GILBERT AZ 85297 ",,"13812167",,"OTS ELECTRIC INC",,,"N","33.412223","-111.795434","POINT (-111.795434 33.412223)"
"BLD2017-02786","BLD2017-02786","213 S ALMA SCHOOL RD","213","S","ALMA SCHOOL","RD",,"4","2017-04-17T00:00:00.000","2017","Apr","2017-05-04T00:00:00.000","2017","May","2017","Finaled","DEMO PERMIT OF ABANDON CELL TOWER SITE",,"COM","0","Com (MSC) -- Demolition",,"   ",,"13405004A",,"MAX KRAUSE",,,"N","33.41068","-111.85638","POINT (-111.85638 33.41068)"
