"ident","sex","age","race","education","income","location","respondent_type","health_priority","other_priority"
"R_1DU4KOmxXnTUmTh2","Female","65 Years And Older","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$100,000 - $149,999",,"Resident","Shortage of Health Professionals","Unemployment / Underemployment"
"R_1DU4KOmxXnTUmTh3","Female","65 Years And Older","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$100,000 - $149,999",,"Resident","Low Physical Activity","Low College Readiness"
"R_1DU4KOmxXnTUmTh4","Female","65 Years And Older","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$100,000 - $149,999",,"Resident","Air Quality","High Housing Costs (Purchase or Rental)"
"R_1DU4KOmxXnTUmTh5","Female","65 Years And Older","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$100,000 - $149,999",,"Resident","High Blood Pressure","Poor Student-Teacher Ratios"
"R_1DU4KOmxXnTUmTh6","Female","65 Years And Older","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$100,000 - $149,999",,"Resident","Disabilities (Hearing Loss, Blindness, Etc.)",
"R_1DU4KOmxXnTUmTh7","Female","65 Years And Older","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$100,000 - $149,999",,"Resident","Obesity / Overweight",
"R_1DYYbP5PcSsvlJ51","Female","44 to 64","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$75,000 - $99,999","Loma Linda","Resident","Delay In Access To Health Care","Homelessness"
"R_1DYYbP5PcSsvlJ52","Female","44 to 64","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$75,000 - $99,999","Loma Linda","Resident","Air Quality","High Housing Costs (Purchase or Rental)"
"R_1DYYbP5PcSsvlJ53","Female","44 to 64","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$75,000 - $99,999","Loma Linda","Resident","Cancer","Domestic Violence"
"R_1DYYbP5PcSsvlJ54","Female","44 to 64","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$75,000 - $99,999","Loma Linda","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","Gun Violence"
"R_1DYYbP5PcSsvlJ55","Female","44 to 64","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$75,000 - $99,999","Loma Linda","Resident","Environmental Pollution","Child Abuse"
"R_1DYYbP5PcSsvlJ56","Female","44 to 64","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$75,000 - $99,999","Loma Linda","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1DYYbP5PcSsvlJ57","Female","44 to 64","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$75,000 - $99,999","Loma Linda","Resident","Respiratory / Lung Disease",
"R_1DoEEdqBr70vYRO1","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$75,000 - $99,999","San Bernardino City","Resident","Shortage of Health Professionals","Traffic Injuries"
"R_1DoEEdqBr70vYRO2","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$75,000 - $99,999","San Bernardino City","Resident","Asthma","Homelessness"
"R_1FIJFgnRqYV18Dt7",,,,"Did Not Finish High School",,,"Resident",,
"R_1onhG5284iuOi0p7",,,,,,,"Resident",,
"R_1DoEEdqBr70vYRO3","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$75,000 - $99,999","San Bernardino City","Resident","Sexually Transmitted Disease (STDs)","Unemployment / Underemployment"
"R_1DoEEdqBr70vYRO4","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$75,000 - $99,999","San Bernardino City","Resident","Infant Mortality","High Housing Costs (Purchase or Rental)"
"R_1DoEEdqBr70vYRO5","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$75,000 - $99,999","San Bernardino City","Resident","Environmental Pollution","Poor Student-Teacher Ratios"
"R_1DoEEdqBr70vYRO6","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$75,000 - $99,999","San Bernardino City","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1DoEEdqBr70vYRO7","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$75,000 - $99,999","San Bernardino City","Resident","Respiratory / Lung Disease",
"R_1DuqYZC93gAy7cd1","Female","44 to 64","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Redlands","Resident","Delay In Access To Health Care","Low Reading Levels"
"R_1DuqYZC93gAy7cd2","Female","44 to 64","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Redlands","Resident","Suicide","Homelessness"
"R_1DuqYZC93gAy7cd3","Female","44 to 64","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Redlands","Resident","Air Quality","Unemployment / Underemployment"
"R_1DuqYZC93gAy7cd4","Female","44 to 64","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Redlands","Resident","Cancer","Poverty"
"R_1DuqYZC93gAy7cd5","Female","44 to 64","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Redlands","Resident","Environmental Pollution","High Housing Costs (Purchase or Rental)"
"R_1DuqYZC93gAy7cd6","Female","44 to 64","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Redlands","Resident","Poor Nutrition / Diet",
"R_1DuqYZC93gAy7cd7","Female","44 to 64","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Redlands","Resident","Obesity / Overweight",
"R_1EXMzbZXmH3wjmy1","Male","65 Years And Older","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Ontario","Resident","Delay In Access To Health Care","Unemployment / Underemployment"
"R_1EXMzbZXmH3wjmy2","Male","65 Years And Older","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Ontario","Resident","Not Having Health Insurance Coverage","Poverty"
"R_1EXMzbZXmH3wjmy3","Male","65 Years And Older","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Ontario","Resident","Limited Access To Healthy Foods","Poor Educational Attainment"
"R_1EXMzbZXmH3wjmy4","Male","65 Years And Older","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Ontario","Resident","Air Quality","High Housing Costs (Purchase or Rental)"
"R_1EXMzbZXmH3wjmy5","Male","65 Years And Older","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Ontario","Resident","Environmental Pollution","Low English Literacy"
"R_1EXMzbZXmH3wjmy6","Male","65 Years And Older","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Ontario","Resident","Respiratory / Lung Disease",
"R_1EXMzbZXmH3wjmy7","Male","65 Years And Older","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Ontario","Resident","Poor Nutrition / Diet",
"R_1EXUeRn2wSPq1Uj1","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Colton","Resident","Delay In Access To Health Care","Low Reading Levels"
"R_1EXUeRn2wSPq1Uj2","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Colton","Resident","Not Having A Usual Source of Care","Unemployment / Underemployment"
"R_1EXUeRn2wSPq1Uj3","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Colton","Resident","Not Having Health Insurance Coverage","Poverty"
"R_1EXUeRn2wSPq1Uj4","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Colton","Resident","Low Physical Activity","High Housing Costs (Purchase or Rental)"
"R_1EXUeRn2wSPq1Uj5","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Colton","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Gun Violence"
"R_22kJAR2uVcD9jha7",,,,,,,"Resident",,
"R_1EXUeRn2wSPq1Uj7","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Colton","Resident","Obesity / Overweight",
"R_1EbaMOenzX4SBTe1","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","Less than $24,999","Twentynine Palms","Resident","Diabetes","Homelessness"
"R_1EbaMOenzX4SBTe2","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","Less than $24,999","Twentynine Palms","Resident","High Blood Pressure","Poverty"
"R_1EbaMOenzX4SBTe3","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","Less than $24,999","Twentynine Palms","Resident","Cancer","High Housing Costs (Purchase or Rental)"
"R_1EbaMOenzX4SBTe4","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","Less than $24,999","Twentynine Palms","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","Poor Student-Teacher Ratios"
"R_1EbaMOenzX4SBTe5","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","Less than $24,999","Twentynine Palms","Resident","Poor Dental Hygiene","Child Abuse"
"R_1EbaMOenzX4SBTe6","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","Less than $24,999","Twentynine Palms","Resident","Respiratory / Lung Disease",
"R_1EbaMOenzX4SBTe7","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","Less than $24,999","Twentynine Palms","Resident","Obesity / Overweight",
"R_1Ec8CC5YVlV9wX11","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Yucaipa","Resident","Diabetes","Homelessness"
"R_1Ec8CC5YVlV9wX12","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Yucaipa","Resident","Limited Access To Healthy Foods","Poverty"
"R_1Ec8CC5YVlV9wX13","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Yucaipa","Resident","Low Physical Activity","High Housing Costs (Purchase or Rental)"
"R_1Ec8CC5YVlV9wX14","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Yucaipa","Resident","High Blood Pressure","Walkability / Bikability"
"R_1Ec8CC5YVlV9wX15","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Yucaipa","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Poor Public Transportation"
"R_1Ec8CC5YVlV9wX16","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Yucaipa","Resident","Poor Nutrition / Diet",
"R_1Ec8CC5YVlV9wX17","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Yucaipa","Resident","Obesity / Overweight",
"R_1F2O46vPNKs83AN1","Female","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Did Not Finish High School","$25,000 - $49,999","Ontario","Resident","Diabetes","Low School Attendance"
"R_1F2O46vPNKs83AN2","Female","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Did Not Finish High School","$25,000 - $49,999","Ontario","Resident","Air Quality","Unemployment / Underemployment"
"R_1F2O46vPNKs83AN3","Female","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Did Not Finish High School","$25,000 - $49,999","Ontario","Resident","Environmental Pollution","Low College Readiness"
"R_1F2O46vPNKs83AN4","Female","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Did Not Finish High School","$25,000 - $49,999","Ontario","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Walkability / Bikability"
"R_1F2O46vPNKs83AN5","Female","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Did Not Finish High School","$25,000 - $49,999","Ontario","Resident","Respiratory / Lung Disease","Poor Public Transportation"
"R_1F2O46vPNKs83AN6","Female","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Did Not Finish High School","$25,000 - $49,999","Ontario","Resident","Poor Nutrition / Diet",
"R_1F2O46vPNKs83AN7","Female","Under 18 years","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Did Not Finish High School","$25,000 - $49,999","Ontario","Resident","Obesity / Overweight",
"R_1F37G1nLLIDYm721","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","Redlands","Resident","Not Having Health Insurance Coverage","Violent Crime"
"R_1F37G1nLLIDYm722","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","Redlands","Resident","Low Physical Activity","Poverty"
"R_1F37G1nLLIDYm723","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","Redlands","Resident","Suicide","Low English Literacy"
"R_1F37G1nLLIDYm724","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","Redlands","Resident","Air Quality","Gun Violence"
"R_1F37G1nLLIDYm725","Female","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","Redlands","Resident","Cardivascular Disease (Heart Attacks, Etc.)","Rape / Sexual Assault"
