"grantee_name","address_line_1","address_line_2","city","state","zip","state_of_vermont_granting_department","grant_number","grant_description","funding_source","cfda","start_date","end_date","award_amount","year","location_1"
"Hartford Town School District","% Hartford Supervisory Union","73 Highland Ave","White River Jct","VT","05001","Education Agency","05100-4226T0931201","IDEA B BASIC REGULAR GRANT","Federal Fund","84.027","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","453329.90","2012-01-01T00:00:00.000","
White River Jct, VT 05001
(43.659852970000486, -72.34645879999965)"
"Westminster Town Treasurer","PO Box 147",,"Westminster","VT","05158","Transportation Agency","08131-BC1406","Town of Westminster TH7 Culvert","Special Fund",,"2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","40500.00","2013-01-01T00:00:00.000","
Westminster, VT 05158
(43.10446133200048, -72.46045870899962)"
"Southern Windsor County Regional","Ascutney Professional Bldg","PO Box 320","Ascutney","VT","05030","Transportation Agency","08122-GR0211","RPC","Federal Fund","20.205","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","121840.00","2013-01-01T00:00:00.000","
Ascutney, VT 05030
(43.4068824040005, -72.40745833199963)"
"Porter Hospital, Inc","Porter Practice Management","104 Porter Dr","Middlebury","VT","05753","Health","03420-5796S","Community assessments for hospital service areas","Federal Fund","93.507","2011-08-01T00:00:00.000","2012-07-31T00:00:00.000","5100.00","2012-01-01T00:00:00.000","
Middlebury, VT 05753
(44.00681034900049, -73.17264856099968)"
"Burlington City School District","% Burlington Sup Union","150 Colchester Ave Ste 2","Burlington","VT","05401","Education Agency","05100-4449T0371201","FRESH FRUIT AND VEGETABLE","Federal Fund","10.582","2011-08-01T00:00:00.000","2011-09-30T00:00:00.000","12700.00","2012-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Elmore Town Treasurer","PO Box 123",,"Lake Elmore","VT","05657","Housing & Comm Development","07110 MP-2012-ELMORE-00008","Municipal Plan Update","Special Fund",,"2011-11-15T00:00:00.000","2013-05-17T00:00:00.000","7330.00","2012-01-01T00:00:00.000","
Lake Elmore, VT 05657
(44.56188914600045, -72.59839959799967)"
"Lamoille South Supervisory Union","46 Copley Ave",,"Morrisville","VT","05661","Education Agency","05100-3219S0261201","ACT 230","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","4678.67","2012-01-01T00:00:00.000","
Morrisville, VT 05661
(44.54626885200048, -72.60108915699965)"
"Orange East Supervisory Union","PO Box 396",,"Bradford","VT","05033","Education Agency","05100-4651S0271301","TITLE II, PART A, TEACHER AND PRINCIPAL TRAINING AND RECRUITING FUND","Federal Fund","84.367","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","275731.48","2013-01-01T00:00:00.000","
Bradford, VT 05033
(43.99925003900046, -72.15923685799964)"
"Mount Holly Town Treasurer","PO Box 248",,"MT Holly","VT","05758","Transportation Agency","08131-P01420","Town of Mount Holly TH1 Shim/Pave","Special Fund",,"2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","175000.00","2013-01-01T00:00:00.000","
MT Holly, VT 05758
(43.45352169300048, -72.78861959499966)"
"Windsor County Sheriff's Dept","62 Pleasant Street","PO Box 478","Woodstock","VT","05091","Public Safety","02140-0912-3555","2012 FFY Equipment Incentives","Federal Fund","20.609","2011-12-09T00:00:00.000","2012-09-30T00:00:00.000","4000.00","2012-01-01T00:00:00.000","
Woodstock, VT 05091
(43.6202916950005, -72.53962905499964)"
"Addison Central Supervisory Union","49 Charles Ave",,"Middlebury","VT","05753","Education Agency","05100-4263S0031201","TITLE II D ENHANCING EDUCATION THROUGH TECHNOLOGY","Federal Fund","84.318","2011-11-28T00:00:00.000","2012-06-30T00:00:00.000","226.88","2012-01-01T00:00:00.000","
Middlebury, VT 05753
(44.00681034900049, -73.17264856099968)"
"Mount Tabor Town Treasurer","PO Box 245",,"MT Tabor","VT","05739","Transportation Agency","08131-P01411","Town of Mt. Tabor TH1 & 2 Shim/Pave","Special Fund",,"2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","20560.00","2013-01-01T00:00:00.000","
MT Tabor, VT 05739
(43.36457074100048, -73.02983691999964)"
"Rutland County Court Diversion &","PO Box 761",,"Rutland","VT","05701","Attorney General's Office","02100-2100002000-FY2012-11","Court Diversion","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","115748.00","2012-01-01T00:00:00.000","
Rutland, VT 05701
(43.619414003000486, -72.96350606599964)"
"Rivendell Interstate School District","10 School Dr",,"Orford","NH","03777","Education Agency","05100-5555U1461201","TOBACCO USE PREVENTION","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","7000.00","2012-01-01T00:00:00.000","
Orford, NH 03777
(43.89461361700046, -72.08223901499963)"
"Brattleboro Town Treasurer","230 Main Street",,"Brattleboro","VT","05301","AOT Maintenance Headquarters","08131-FE0498","Town of Brattleboro FEMA 4022 Disaster","Federal Fund","97.036","2011-08-27T00:00:00.000","2014-03-01T00:00:00.000","1274647.71","2012-01-01T00:00:00.000","
Brattleboro, VT 05301
(42.84563370000046, -72.60088928699963)"
"Bridport Town Treasurer","PO Box 27",,"Bridport","VT","05734","AOT Maintenance Headquarters","08131-FE0499","Town of Bridport FEMA 4022 Disaster","Federal Fund","97.036","2011-08-27T00:00:00.000","2014-10-01T00:00:00.000","487359.88","2012-01-01T00:00:00.000","
Bridport, VT 05734
(43.991880910000475, -73.33676810799966)"
"Women's Freedom Center","PO Box 933",,"Brattleboro","VT","05302","Crime Victims' Services Center","02160-12VOCA11","OVC FY12 VOCA Victim Assistance Formula","Federal Fund","16.575","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","18262.00","2013-01-01T00:00:00.000","
Brattleboro, VT 05302
(42.85464089600049, -72.55918592399962)"
"Northeast Kingdom Learning Services Inc","55 Seymour Lane Ste 11",,"Newport","VT","05855","Health","03420-5946S","NORTHEAST KINGDOM LEARNING SERVICES","Federal Fund","93.507","2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","11000.00","2013-01-01T00:00:00.000","
Newport, VT 05855
(44.93800585800045, -72.19859826299967)"
"Family Tree Access Center","1 Scale Ave Ste 62",,"Rutland","VT","05701","Crime Victims' Services Center","02160-12SVP09","Superrvised Visitation Program Grant","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","13750.00","2012-01-01T00:00:00.000","
Rutland, VT 05701
(43.619414003000486, -72.96350606599964)"
"Lamoille North Supervisory Union","95 Cricket Hill Rd",,"Hyde Park","VT","05655","Education Agency","05100-4757S0251201","SIG ARRA","Federal Fund","84.388","2011-07-27T00:00:00.000","2012-06-30T00:00:00.000","224548.49","2012-01-01T00:00:00.000","
Hyde Park, VT 05655
(44.61892603400048, -72.58650731899962)"
"Vermont Grape & Wine Council","69 E Shore Rd N",,"Grand Isle","VT","05458","Agriculture, Food&Mrkts Agency","02200-SCBGP-8-11","Enhance the competitiveness of VT specialty crop producers","Federal Fund","10.170","2012-10-15T00:00:00.000","2014-12-31T00:00:00.000","10000.00","2013-01-01T00:00:00.000","
Grand Isle, VT 05458
(44.71480727000045, -73.29735890899963)"
"Fletcher Allen Health Care","BAR - Professional Remits","PO Box 1063","Burlington","VT","054021063","Health","03420-5957S","FLETCHER ALLEN HEALTH CARE","Federal Fund","93.251","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","292252.00","2013-01-01T00:00:00.000","
Burlington, VT 054021063
(44.48074802600047, -73.21366833099967)"
"St Johnsbury Area Youth Service Bureau","Northeast Kingdom Youth Services","24 Bagley St","ST Johnsbury","VT","05819","Mental Health","03150-A5024","Peer Outreach Services","GC Fund",,"2012-11-01T00:00:00.000","2013-06-30T00:00:00.000","62622.00","2013-01-01T00:00:00.000","
ST Johnsbury, VT 05819
(44.42087633800048, -72.00629700999963)"
"Abacus Automation","264 Shields DR",,"Bennington","VT","05201","Housing & Comm Development","07110-VGTP032","Reimbursement US Commercial Services","Federal Fund","11.113","2012-01-05T00:00:00.000","2012-01-19T00:00:00.000","550.00","2012-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Womens' Information Service","38 Bank St",,"Lebanon","NH","03766","Crime Victims' Services Center","02160-13DVSV14","State of Vermont Anti-Violence","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","43254.00","2013-01-01T00:00:00.000","
Lebanon, NH 03766
(43.64311166400046, -72.24819650099965)"
"Pownal Town Treasurer","PO Box 411",,"Pownal","VT","05261","Transportation Agency","08131-P01408","Town of Pownal TH3 Ditch/Pave","Special Fund",,"2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","126600.00","2013-01-01T00:00:00.000","
Pownal, VT 05261
(42.7834132210005, -73.21559893999967)"
"Orange County Sheriff's Dept","11 VT Rte 113",,"Chelsea","VT","05038","AOT Maintenance Headquarters","08131-FE0632","Orange Co. Sheriff's Dept. FEMA 4022 Disaster","Federal Fund","97.036","2011-08-27T00:00:00.000","2013-03-01T00:00:00.000","3055.67","2012-01-01T00:00:00.000","
Chelsea, VT 05038
(43.992072091000466, -72.46657647699965)"
"Lamoille South Supervisory Union","46 Copley Ave",,"Morrisville","VT","05661","Education Agency","05100-4250S0261301","TITLE I GRANTS TO LOCAL EDUCATION AGENCIES","Federal Fund","84.010","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","924771.31","2013-01-01T00:00:00.000","
Morrisville, VT 05661
(44.54626885200048, -72.60108915699965)"
"Waterbury Town Treasurer","Waterbury Public Library","28 N Main St","Waterbury","VT","05676","Libraries","01130_SMITH_FY12- 072","Performer's grant","Special Fund",,"2012-02-03T00:00:00.000","2012-10-31T00:00:00.000","100.00","2012-01-01T00:00:00.000","
Waterbury, VT 05676
(44.3421404930005, -72.76712919699963)"
"Rivendell Interstate School District","10 School Dr",,"Orford","NH","03777","Education Agency","05100-4449U1461201","FRESH FRUIT & VEGETABLE PROGRAM","Federal Fund","10.582","2011-08-01T00:00:00.000","2011-09-30T00:00:00.000","900.00","2012-01-01T00:00:00.000","
Orford, NH 03777
(43.89461361700046, -72.08223901499963)"
"VT Consultants for Language & Learning","9 West St",,"Montpelier","VT","05602","Education Agency","05100-4250R8921301","PROVIDE EDUCATIONAL SERVICES TO NEGLECTED AND DELINQUENT STUDENTS ENROLLED IN BENNINGTON SCHOOL","Federal Fund","84.010","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","377981.00","2013-01-01T00:00:00.000","
Montpelier, VT 05602
(44.263391614000454, -72.58152794299963)"
"Vermont Adult Learning","60 S Main St",,"Waterbury","VT","05676","Education Agency","05100-3272R2061301","ADULT DIPLOMA PROGRAM FEES","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","702460.00","2013-01-01T00:00:00.000","
Waterbury, VT 05676
(44.3421404930005, -72.76712919699963)"
"Weidmann Electrical Technology Inc","One Gordon Mills Way","PO Box 903","St Johnsbury","VT","05819","Housing & Comm Development","07110-VTP-OJT-12-032","FY 12 VTP grant","General Fund",,"2012-05-01T00:00:00.000","2013-02-28T00:00:00.000","70042.24","2012-01-01T00:00:00.000","
St Johnsbury, VT 05819
(44.42087633800048, -72.00629700999963)"
"River Valley Technical Center","307 South St",,"Springfield","VT","05156","Education Agency","05100-4318V0161201","CP SECONDARY AND ADULT","Federal Fund","84.048","2011-07-01T00:00:00.000","2011-09-30T00:00:00.000","3163.61","2012-01-01T00:00:00.000","
Springfield, VT 05156
(43.30748171400046, -72.47202945899966)"
"Bennington-Rutland Supervisory Union","6378 VT Rte 7A",,"Sunderland","VT","05250-8427","Education Agency","05100-5555S0061201","TOBACCO USE PREVENTION","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","10658.00","2012-01-01T00:00:00.000","
Sunderland, VT 05250-8427
(43.1171028490005, -73.11160849999965)"
"Westford Town Treasurer","1713 VT Rte 128",,"Westford","VT","05494","Housing & Comm Development","07110-MP-2013-WESTFORD-00055","Form Based Code/Smart Growth for Town Center Revitalization","Special Fund",,"2012-12-01T00:00:00.000","2014-05-16T00:00:00.000","10010.00","2013-01-01T00:00:00.000","
Westford, VT 05494
(44.6019370620005, -73.05548983299963)"
"Windham Southwest Supervisory Union","211 Rte 9-W",,"Wilmington","VT","053639500","Education Agency","05100-4651S0491201","TITLE I-A TEACHER & PRINCIPAL TRAINING & RECRUITMENT FUND","Federal Fund","84.367","2011-08-04T00:00:00.000","2012-06-30T00:00:00.000","94299.00","2012-01-01T00:00:00.000","
Wilmington, VT 053639500
(42.87423008400049, -72.89275926899967)"
"Milton Town Treasurer","43 Bombardier Rd","PO Box 18","Milton","VT","05468","AOT Maintenance Headquarters","08131-FE0512","Town of Milton FEMA 4022 Disaster","Special Fund",,"2011-08-27T00:00:00.000","2013-12-18T00:00:00.000","2580.00","2012-01-01T00:00:00.000","
Milton, VT 05468
(44.66029917600048, -73.13747574099966)"
"Richmond Town Treasurer","PO Box 285",,"Richmond","VT","05477","AOT Maintenance Headquarters","08131-FE0624","Town of Richmond FEMA 4022 Disaster","Special Fund",,"2011-08-27T00:00:00.000","2013-09-30T00:00:00.000","6898.30","2012-01-01T00:00:00.000","
Richmond, VT 05477
(44.3971308830005, -72.98316721499964)"
"Vermont Agency of Agriculture Food","116 State St Drawer 20",,"Montpelier","VT","05620-2901","Environmental Conservation","06140-VAAFM-MOA","Implementation of a corrdinated Edge-Of-Field Best Management Practice Monitoring Project","General Fund",,"2012-04-18T00:00:00.000","2013-06-30T00:00:00.000","16500.00","2012-01-01T00:00:00.000","
Montpelier, VT 05620-2901
(44.2607734390005, -72.57849806599967)"
"HOPE Works Inc","PO Box 92",,"Burlington","VT","05402","Crime Victims' Services Center","02160-12ACT17415","ACT174 FY12","Special Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","33626.00","2012-01-01T00:00:00.000","
Burlington, VT 05402
(44.48075920400049, -73.21366975699965)"
"Addison County Regional Planning & Dev","14 Seminary St",,"Middlebury","VT","05753-1220","Public Safety","02140-31292-006","12 Hazardous Materials Preparedness Planning&Training Activities (HMEP)","Federal Fund","20.703","2012-10-23T00:00:00.000","2013-09-30T00:00:00.000","3400.00","2013-01-01T00:00:00.000","
Middlebury, VT 05753-1220
(44.01651027200046, -73.16533883599965)"
"Meadowbrook Acres Inc","47 Beebe Hill Rd",,"Milton","VT","05468","Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2013-029","Implement Farm Agronomic Practices on farm","General Fund",,"2012-10-01T00:00:00.000","2013-06-30T00:00:00.000","4980.00","2013-01-01T00:00:00.000","
Milton, VT 05468
(44.66029917600048, -73.13747574099966)"
"Enosburgh Town School District","% Franklin Northeast Sup Union","PO Box 130","Richford","VT","05476","Education Agency","05100-4459T0681301","TEAM NUTRITION - HUSSC INITIATIVE","Federal Fund","10.574","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","500.00","2013-01-01T00:00:00.000","
Richford, VT 05476
(44.975976861000504, -72.67368985399963)"
"Franklin Northeast Supervisory Union","PO Box 130",,"Richford","VT","05476","Education Agency","05100-4449S0201202","FRESH FRUIT & VEGETABLE PROGRAM","Federal Fund","10.582","2011-10-01T00:00:00.000","2012-06-30T00:00:00.000","46321.00","2012-01-01T00:00:00.000","
Richford, VT 05476
(44.975976861000504, -72.67368985399963)"
"Central Vermont Council on Aging","59 North Main St Suite 200",,"Barre","VT","05641","Children and Families","03440-10091B-12","FUEL ASSISTANCE OUTREACH","Federal Fund","93.568","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","15000.00","2012-01-01T00:00:00.000","
Barre, VT 05641
(44.196374249000485, -72.49216855999964)"
"Bakersfield Volunteer Fire Dept., Inc","PO Box 12",,"Bakersfield","VT","05441","Public Safety","02140-70164V-168","FFY10 State Homeland Security Grant Program","Federal Fund","97.067","2012-11-28T00:00:00.000","2013-03-31T00:00:00.000","3421.00","2013-01-01T00:00:00.000","
Bakersfield, VT 05441
(44.77935667200046, -72.78570844099966)"
"Northeast Kingdom Council on Aging Inc","481 Summer St Ste 101",,"ST Johnsbury","VT","05819","Children and Families","03440-10095A-12","HEALTHCARE OUTREACH TO AGING","Federal Fund","93.778","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","21768.00","2012-01-01T00:00:00.000","
ST Johnsbury, VT 05819
(44.42087633800048, -72.00629700999963)"
"Springfield Area Parent Child Center","6 Main St",,"N Springfield","VT","05150","Education Agency","05100-4458R4391301","TEAM NUTRITION - GMHK CHALLENGE","Federal Fund","10.574","2012-10-01T00:00:00.000","2013-04-30T00:00:00.000","500.00","2013-01-01T00:00:00.000","
N Springfield, VT 05150
(43.336571525000465, -72.52944870699963)"
"Swanton Village Treasurer","PO Box 279",,"Swanton","VT","05488","Public Safety","02140-70164V-200","FFY10 State Homeland Security Grant Program","Federal Fund","97.067","2013-01-03T00:00:00.000","2013-05-31T00:00:00.000","60660.80","2013-01-01T00:00:00.000","
Swanton, VT 05488
(44.921938027000465, -73.12694779299966)"
"Poultney-Mettawee Natural Resources","Treasurer","PO Box 209","Poultney","VT","05764","Environmental Conservation","06140-20110725-PMNRCD","Implementation of projects that exclude livestock exclusion from surface water areas (ACAP)","Federal Fund","66.481","2012-02-27T00:00:00.000","2013-12-31T00:00:00.000","67131.00","2012-01-01T00:00:00.000","
Poultney, VT 05764
(43.52219016000049, -73.21596826499967)"
"Fairfield Town Treasurer","PO Box 5",,"Fairfield","VT","05455","BGS Capital Projects","01181-72-REC-001","FY13 RECREATION GRANT - Storage shed","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","4000.00","2013-01-01T00:00:00.000","
Fairfield, VT 05455
(44.80595679600049, -72.97553738599964)"
"Two Rivers-Ottauquechee Regional","128 King Farm Rd",,"Woodstock","VT","05091","Public Safety","02140-71311P-001","2011 Homeland Security Grant Program (Citizen Corp Program)","Federal Fund","97.067","2012-01-01T00:00:00.000","2012-12-31T00:00:00.000","15000.00","2012-01-01T00:00:00.000","
Woodstock, VT 05091
(43.6202916950005, -72.53962905499964)"
