"propletter","proptitle","month","day","year","date","description","pass_fail","vote_counts_yes","vote_counts_no","percent_vote_yes","percent_vote_no","percent_required_to_pass","kind","howplaced","voter_information_pamphlet"
"44","Gateman and Hydrantman Positions in the Fire Department","November","5","1918","1918-11-05T00:00:00.000","Any person who has served in the position of gateman or hydrantman in the Fire Department for a period of one year continuously is hereby declared to be appointed to the position and to be entitled to all the benefits of the position.","F","32878","38100","0.46","0.54","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1918.pdf"
"45","Civil Service Extension","November","5","1918","1918-11-05T00:00:00.000","To allow for any person serving in any position in any of the offices or departments included in this amendment for a period of one year continuously and who shall be employed in said offices at the approval of this amendment shall be declared to be appointed to the position according to the provisions of this Charter and to be entitled to all the benefits of the position.","F","21530","49895","0.30","0.70","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1918.pdf"
"46","Police Patrol Drivers","November","5","1918","1918-11-05T00:00:00.000","In addition to the Police Force, there shall be three patrol drivers for each police company. Each patrol driver shall receive a yearly salary of not less than $1464 and for purposes of a pension shall be considered part of the Police Force.","P","42546","37467","0.53","0.47","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1918.pdf"
"47","Salary Increase for Uniformed Force of Police Department","November","5","1918","1918-11-05T00:00:00.000","The following positions shall receive annual salaries in the following amounts: Chief Clerk, Property Clerk, Captain - $2640; Lieutenants - $2160; Sergeants - $1920; Corporals - $1800; Captain of Detectives - $3000; Uniformed Officers - $1704.","P","48769","41504","0.54","0.46","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1918.pdf"
"48","Salary Increase for Officers and Members of Fire Department","November","5","1918","1918-11-05T00:00:00.000","Fire Department members who receive an annual salary of $1860 or less shall during the five years commencing on July 1, 1919, receive $20 per month in addition to the salaries specified.","P","59805","32836","0.65","0.36","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1918.pdf"
"21","Charge for Excavation of Sub-Sidewalk Areas of Public Streets","November","2","1920","1920-11-02T00:00:00.000","Every person who excavates, or maintains an area extending into such street, shall be required to pay for the use of such area, a sum equal to four percent of the amount produced by multiplying the number of square feet of such area by a sum equal to 1/10 of the land value of the average square foot of the lot abutting such area.","F","40096","79107","0.34","0.66","50%+1","Ordinance","Mayor","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1920.pdf"
"22","Organ Recitals at Exposition Auditorium","November","2","1920","1920-11-02T00:00:00.000","The Board of Supervisors shall arrange and provide for a weekly series of organ recitals at Exposition Auditorium whenever said building is available. An organist shall be employed and paid for his services at $100 for each recital where an admission fee is charged not to exceed $5,000 in any one year.","P","61581","57892","0.52","0.49","50%+1","Ordinance","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1920.pdf"
"23","Chief of Police; Appointment and Duties; Police Surgeon","November","2","1920","1920-11-02T00:00:00.000","The Chief of Police shall be appointed by the Board of Police Commissioners, serve for 4 years and have an annual salary of $6,000. He shall control, manage and direct the department and have the power to suspend temporarily any member of the department. He shall have control of such prisons as are not under the control of the Sheriff. There shall be a Police Surgeon appointed who shall have an annual salary of $1860.","P","86742","52686","0.62","0.38","50%+1","Charter Amendment","Initiative","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1920.pdf"
"24","Police Department; Women Protective Officers; Police Matrons","November","2","1920","1920-11-02T00:00:00.000","The Board of Police Commissioners may appoint three women protective officers and four police matrons to receive an annual salary equal to the salary of a police officer and to be subject to the provisions and entitled to the benefits of other department employees.","P","74194","49125","0.60","0.40","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1920.pdf"
"25","Teachers in Civil Service; Teachers' Salary Fund; Common School Fund","November","2","1920","1920-11-02T00:00:00.000","Employees of the School Department including teachers to be part of the Civil Service System. Establishing regulations for disbursement of all moneys belonging to the School Department, the Common School Fund and  the Teachers' Salary Fund. A separate fund shall be designated ""The School Buildings and Grounds Funds"" for school buildings and the land necessary by the levy of a tax of not less than ten cents and not more than fifteen cents of each $100 assessed valuation.","F","61975","69806","0.47","0.53","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1920.pdf"
"26","Purchase of Annual Supplies and Contracts for Same","November","2","1920","1920-11-02T00:00:00.000","The Board of Supervisors shall have the power to purchase supplies and award contracts for same for a period of less than one year or it may authorize purchase at one time for a quantity of supplies not to exceed that which is necessary for one year. Every bid for any contract shall be accompanied by an affidavit of the bidder.","F","35807","76074","0.32","0.68","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1920.pdf"
"27","Establishment of a City Retirement System","November","2","1920","1920-11-02T00:00:00.000","The Board of Supervisors on the vote of 14 members and with the approval of the Mayor are empowered to establish a retirement system and to provide for death benefits for public employees other than policemen and firemen and elective officers and officers appointed by the Mayor.","P","79090","49437","0.62","0.39","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1920.pdf"
"28","Limit on Bonded Indebtedness","November","2","1920","1920-11-02T00:00:00.000","No indebtedness shall be incurred for the acquisition or construction of any public utility which together with the existing bonded indebtedness shall exceed at any one time 15% (percent) of the assessed value of all real and personal property in the City, with the exception of bonds for the Panama Canal Exposition and any bonded indebtedness already incurred or that may hereafter be incurred for the acquisition and construction of a water supply or water works.","F","55681","66970","0.45","0.55","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1920.pdf"
"29","Sale of Bonds for Less Than Par; Limit to Rate of Interest on Future Bonds","November","2","1920","1920-11-02T00:00:00.000","The Board of Supervisors is hereby authorized to sell certain bonds described as ""School Bonds"" and ""Water Bonds"" below the par or face value, not to be less than that which will net the purchaser 5 1/2% (percent) according to the standard table of bond values. The interest on bonds hereafter may be fixed at any rate not in excess of 5 1/2% per year.","P","74652","45979","0.62","0.38","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1920.pdf"
"30","Acquisition of Public Utilities","November","2","1920","1920-11-02T00:00:00.000","The mode and procedure for the acquisition of any utility in whole or in part shall not be deemed exclusive. The Board of Supervisors by not less than a two-thirds vote may adopt an ordinance providing for the mode and procedure for acquisition by purchase of any public utility in whole or in part. Said ordinance must be approved by a majority of the electors and such acquisition by bonded indebtedness must be approved by a two-thirds vote of the electors.","P","75853","49531","0.60","0.40","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1920.pdf"
"31","Signature of City Officials to be Valid Until Delivery of Bonds","November","2","1920","1920-11-02T00:00:00.000","In case any of the officers whose signatures appear on the bonds shall cease to be such officers before the delivery of such bonds to the purchaser, such signatures shall nevertheless be valid for all purposes, the same as if they had remained in office until the delivery of the bonds.","P","78561","32731","0.71","0.30","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1920.pdf"
"32","Control of the Wharves, Waterfront and Harbor","November","2","1920","1920-11-02T00:00:00.000","The Board of Supervisors of the Board of Public Works shall continue their control and management of the wharves, waterfront and harbor of San Francisco until such time as the lands situated on the City side of the Bay transfer from the jurisdiction of the Board of State Harbor Commissioners to the jurisdiction of the Board of Supervisors or the Board of Public Works. Thereafter, the Board of Supervisors or the Board of Public Works will have the authority to govern, administer and control such lands and to improve and develop navigation, commerce and fishing thereon and thereover.","P","71033","48854","0.59","0.41","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1920.pdf"
