"fiscal_year","eff_date","job_code","title","union_code","setid","grade","biweekly_min","biweekly_max","extended_range","step_1","step_2","step_3","step_4","step_5","step_6","step_7","step_8","step_9","step_10","step_11","step_12","step_13","step_14","step_15","step_16","step_17","step_18","step_19","step_20"
"FY18-19","2018-07-01T00:00:00.000","3289","Recreation Supervisor","790","SFMTA","3289P","3079","3742",,"38.4875","40.4000","42.4250","44.5500","46.7750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3291","Principal Recreation Supervisor","790","COMMN","3291P","3549","4315",,"44.3625","46.5875","48.9250","51.3625","53.9375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3292","Assistant Superintendent Recreation","790","COMMN","3292P","4170","5070",,"52.1250","54.7500","57.4750","60.3625","63.3750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3302","Admission Attendant","790","COMMN","3302P","1709","2074",,"21.3625","22.4125","23.5125","24.7000","25.9250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3310","Stable Attendant","790","COMMN","3310P","1995","2427",,"24.9375","26.1875","27.5000","28.8750","30.3375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3320","Animal Keeper","856","COMMN","3320P","2362","2871",,"29.5250","30.9875","32.5500","34.1750","35.8875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3370","Animal Care Attendant","856","COMMN","3370P","1985","2534",,"24.8125","26.0625","27.3625","28.7250","30.1500","31.6750",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3371","Animal Care Supervisor","790","COMMN","3371P","2343","2849",,"29.2875","30.7625","32.2875","33.9125","35.6125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3372","Animal Control Officer","856","COMMN","3372P","2200","2808",,"27.5000","28.8750","30.3375","31.8375","33.4375","35.1000",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3373","Animal Control Supervisor","790","COMMN","3373P","2402","2920",,"30.0250","31.5125","33.1000","34.7625","36.5000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3374","Volunteer/Outreach Coordinator","021","COMMN","3374P","2734","3574","6","34.1750","35.8875","37.6750","39.5500","41.5375","42.5375","43.6250","44.6750",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3375","Animal Health Technician","250","COMMN","3375P","1863","2265",,"23.2875","24.4500","25.6750","26.9625","28.3125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3376","Animal Care Assistant Supervisor","790","COMMN","3376P","2211","2687",,"27.6375","29.0250","30.4625","31.9875","33.5875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3378","Field Services Assistant Supervisor","790","COMMN","3378P","2265","2754",,"28.3125","29.7250","31.2250","32.7750","34.4250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3402","Farmer","261","COMMN","3402P","2349","2857",,"29.3625","30.8500","32.3750","34.0000","35.7125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3402","Farmer","261","SFMTA","3402P","2349","2857",,"29.3625","30.8500","32.3750","34.0000","35.7125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3406","Land Use Aide","790","COMMN","3406P","2243","2727",,"28.0375","29.4625","30.9250","32.4750","34.0875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3406","Land Use Aide","790","SFMTA","3406P","2243","2727",,"28.0375","29.4625","30.9250","32.4750","34.0875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3408","Apprentice Arborist Technician I","261","COMMN","3408P","1732","2048",,"21.6500","23.6125","25.6000",,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3408","Apprentice Arborist Technician I","261","SFMTA","3408P","1732","2048",,"21.6500","23.6125","25.6000",,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3409","Apprentice Arborist Technician II","261","COMMN","3409P","2204","2519",,"27.5500","29.5375","31.4875",,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3409","Apprentice Arborist Technician II","261","SFMTA","3409P","2204","2519",,"27.5500","29.5375","31.4875",,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3410","Apprentice Gardener","261","COMMN","3410P","1571","2286",,"19.6375","21.4250","23.2125","25.0000","26.7875","28.5750",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3417","Gardener","261","COMMN","3417P","2349","2857",,"29.3625","30.8500","32.3750","34.0000","35.7125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3417","Gardener","261","SFMTA","3417P","2349","2857",,"29.3625","30.8500","32.3750","34.0000","35.7125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3419","Municipal Stadium Groundskeeper","261","COMMN","3419P","2720","3307",,"34.0000","35.7125","37.4875","39.3750","41.3375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3419","Municipal Stadium Groundskeeper","261","SFMTA","3419P","2720","3307",,"34.0000","35.7125","37.4875","39.3750","41.3375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3422","Park Section Supervisor","261","COMMN","3422P","2857","3472",,"35.7125","37.4875","39.3750","41.3375","43.4000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3422","Park Section Supervisor","261","SFMTA","3422P","2857","3472",,"35.7125","37.4875","39.3750","41.3375","43.4000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3424","Integrated Pest Management Specialist","261","COMMN","3424P","2857","3472",,"35.7125","37.4875","39.3750","41.3375","43.4000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3424","Integrated Pest Management Specialist","261","SFMTA","3424P","2857","3472",,"35.7125","37.4875","39.3750","41.3375","43.4000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3425","Senior Integrated Pest Management Specialist","261","COMMN","3425P","3057","3716",,"38.2125","40.1500","42.1375","44.2500","46.4500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3426","Forester","351","COMMN","3426P","3496","4250",,"43.7000","45.8875","48.1750","50.5875","53.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3426","Forester","351","SFMTA","3426P","3496","4250",,"43.7000","45.8875","48.1750","50.5875","53.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3428","Nursery Specialist","261","COMMN","3428P","2720","3307",,"34.0000","35.7125","37.4875","39.3750","41.3375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3428","Nursery Specialist","261","SFMTA","3428P","2720","3307",,"34.0000","35.7125","37.4875","39.3750","41.3375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3430","Chief Nursery Specialist","261","COMMN","3430P","3150","3827",,"39.3750","41.3375","43.4000","45.5625","47.8375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3430","Chief Nursery Specialist","261","SFMTA","3430P","3150","3827",,"39.3750","41.3375","43.4000","45.5625","47.8375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3434","Arborist Technician","261","COMMN","3434P","2590","3549",,"32.3750","34.0000","35.7125","37.4875","39.3750","36.5000","38.3250","40.2500","42.2625","44.3625",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3434","Arborist Technician","261","SFMTA","3434P","2590","3549",,"32.3750","34.0000","35.7125","37.4875","39.3750","36.5000","38.3250","40.2500","42.2625","44.3625",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3435","Urban Forestry Inspector","261","COMMN","3435P","2590","3150",,"32.3750","34.0000","35.7125","37.4875","39.3750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3435","Urban Forestry Inspector","261","SFMTA","3435P","2590","3150",,"32.3750","34.0000","35.7125","37.4875","39.3750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3436","Arborist Technician Supervisor I","261","COMMN","3436P","3259","3961",,"40.7375","42.7875","44.9250","47.1750","49.5125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3436","Arborist Technician Supervisor I","261","SFMTA","3436P","3259","3961",,"40.7375","42.7875","44.9250","47.1750","49.5125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3438","Arborist Technician Supervisor II","261","COMMN","3438P","3372","4097",,"42.1500","44.2500","46.4500","48.7875","51.2125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3438","Arborist Technician Supervisor II","261","SFMTA","3438P","3372","4097",,"42.1500","44.2500","46.4500","48.7875","51.2125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3450","Agricultural Inspector","790","COMMN","3450P","2396","2912",,"29.9500","31.4375","33.0250","34.6625","36.4000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3450","Agricultural Inspector","790","SFMTA","3450P","2396","2912",,"29.9500","31.4375","33.0250","34.6625","36.4000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3464","Area Supervisor, Parks, Squares And Facilities","351","COMMN","3464P","3355","4078",,"41.9375","44.0375","46.2375","48.5500","50.9750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3464","Area Supervisor, Parks, Squares And Facilities","351","SFMTA","3464P","3355","4078",,"41.9375","44.0375","46.2375","48.5500","50.9750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3480","Farmers Market Manager","790","COMMN","3480P","2572","3125",,"32.1500","33.7500","35.4375","37.2125","39.0625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3480","Farmers Market Manager","790","SFMTA","3480P","2572","3125",,"32.1500","33.7500","35.4375","37.2125","39.0625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3486","Watershed Forester","351","COMMN","3486P","3671","4462",,"45.8875","48.1750","50.5875","53.1250","55.7750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3486","Watershed Forester","351","SFMTA","3486P","3671","4462",,"45.8875","48.1750","50.5875","53.1250","55.7750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3502","Museum Exhibit Packer And Repairer","790","COMMN","3502P","2054","2498",,"25.6750","26.9625","28.3125","29.7250","31.2250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3502","Museum Exhibit Packer And Repairer","790","SFMTA","3502P","2054","2498",,"25.6750","26.9625","28.3125","29.7250","31.2250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3518","Associate Museum Conservator, Asian Art Museum","790","COMMN","3518P","3020","3671",,"37.7500","39.6375","41.6125","43.7000","45.8875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3518","Associate Museum Conservator, Asian Art Museum","790","SFMTA","3518P","3020","3671",,"37.7500","39.6375","41.6125","43.7000","45.8875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3520","Museum Preparator","790","COMMN","3520P","2054","2498",,"25.6750","26.9625","28.3125","29.7250","31.2250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3520","Museum Preparator","790","SFMTA","3520P","2054","2498",,"25.6750","26.9625","28.3125","29.7250","31.2250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3522","Senior Museum Preparator","790","COMMN","3522P","2243","2727",,"28.0375","29.4625","30.9250","32.4750","34.0875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3522","Senior Museum Preparator","790","SFMTA","3522P","2243","2727",,"28.0375","29.4625","30.9250","32.4750","34.0875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3524","Principal Museum Preparator","790","COMMN","3524P","2675","3251",,"33.4375","35.1000","36.8500","38.7000","40.6375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3524","Principal Museum Preparator","790","SFMTA","3524P","2675","3251",,"33.4375","35.1000","36.8500","38.7000","40.6375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3525","Chief Preparator","790","COMMN","3525P","2941","3574",,"36.7625","38.5875","40.5250","42.5375","44.6750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3530","Chaplain","021","COMMN","3530P","2792","3394",,"34.9000","36.6500","38.4875","40.4000","42.4250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3530","Chaplain","021","SFMTA","3530P","2792","3394",,"34.9000","36.6500","38.4875","40.4000","42.4250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3541","Curator I","251","COMMN","3541P","2288","2781",,"28.6000","30.0250","31.5125","33.1000","34.7625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3541","Curator I","251","SFMTA","3541P","2288","2781",,"28.6000","30.0250","31.5125","33.1000","34.7625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3542","Curator II","251","COMMN","3542P","2792","3394",,"34.9000","36.6500","38.4875","40.4000","42.4250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3542","Curator II","251","SFMTA","3542P","2792","3394",,"34.9000","36.6500","38.4875","40.4000","42.4250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3544","Curator III","251","COMMN","3544P","2948","3583",,"36.8500","38.7000","40.6375","42.6625","44.7875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3544","Curator III","251","SFMTA","3544P","2948","3583",,"36.8500","38.7000","40.6375","42.6625","44.7875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3546","Curator IV","790","COMMN","3546P","3706","4504",,"46.3250","48.6375","51.0750","53.6250","56.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3546","Curator IV","790","SFMTA","3546P","3706","4504",,"46.3250","48.6375","51.0750","53.6250","56.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3549","Arts Program Assistant","790","COMMN","3549P","2521","3066",,"31.5125","33.1000","34.7625","36.5000","38.3250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3554","Associate Museum Registrar","790","COMMN","3554P","2106","2559",,"26.3250","27.6375","29.0250","30.4625","31.9875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3554","Associate Museum Registrar","790","SFMTA","3554P","2106","2559",,"26.3250","27.6375","29.0250","30.4625","31.9875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3556","Museum Registrar","790","COMMN","3556P","2449","2977",,"30.6125","32.1500","33.7500","35.4375","37.2125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3556","Museum Registrar","790","SFMTA","3556P","2449","2977",,"30.6125","32.1500","33.7500","35.4375","37.2125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3558","Senior Museum Registrar","790","COMMN","3558P","2948","3583",,"36.8500","38.7000","40.6375","42.6625","44.7875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3558","Senior Museum Registrar","790","SFMTA","3558P","2948","3583",,"36.8500","38.7000","40.6375","42.6625","44.7875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3602","Library Page","790","COMMN","3602P","1789","2172",,"22.3625","23.4625","24.6375","25.8750","27.1500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3602","Library Page","790","SFMTA","3602P","1789","2172",,"22.3625","23.4625","24.6375","25.8750","27.1500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3610","Library Assistant","790","COMMN","3610P","2195","2667",,"27.4375","28.8000","30.2375","31.7625","33.3375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3610","Library Assistant","790","SFMTA","3610P","2195","2667",,"27.4375","28.8000","30.2375","31.7625","33.3375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3616","Library Technical Assistant I","790","COMMN","3616P","2583","3140",,"32.2875","33.9125","35.6125","37.3875","39.2500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3616","Library Technical Assistant I","790","SFMTA","3616P","2583","3140",,"32.2875","33.9125","35.6125","37.3875","39.2500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3618","Library Technical Assistant II","790","COMMN","3618P","2808","3413",,"35.1000","36.8500","38.7000","40.6375","42.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3618","Library Technical Assistant II","790","SFMTA","3618P","2808","3413",,"35.1000","36.8500","38.7000","40.6375","42.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3630","Librarian I","790","COMMN","3630P","3008","3655",,"37.6000","39.4750","41.4625","43.5125","45.6875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3630","Librarian I","790","SFMTA","3630P","3008","3655",,"37.6000","39.4750","41.4625","43.5125","45.6875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3632","Librarian II","790","COMMN","3632P","3329","4047",,"41.6125","43.7000","45.8875","48.1750","50.5875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3632","Librarian II","790","SFMTA","3632P","3329","4047",,"41.6125","43.7000","45.8875","48.1750","50.5875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3633","Librarian II- Asian Arts","790","COMMN","3633P","3329","4047",,"41.6125","43.7000","45.8875","48.1750","50.5875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3633","Librarian II- Asian Arts","790","SFMTA","3633P","3329","4047",,"41.6125","43.7000","45.8875","48.1750","50.5875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3634","Librarian III","790","COMMN","3634P","3671","4462",,"45.8875","48.1750","50.5875","53.1250","55.7750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3634","Librarian III","790","SFMTA","3634P","3671","4462",,"45.8875","48.1750","50.5875","53.1250","55.7750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4119","Events & Facilities Specialist","790","COMMN","4119P","2963","3603",,"37.0375","38.9000","40.8375","42.8875","45.0375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4140","Real Property Officer","021","COMMN","4140P","3742","4547",,"46.7750","49.1125","51.5625","54.1250","56.8375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4142","Senior Real Property Officer","021","COMMN","4142P","4330","5263",,"54.1250","56.8375","59.6750","62.6625","65.7875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4143","Principal Real Property Officer","021","COMMN","4143P","5013","6564","6","62.6625","65.7875","69.0750","72.5250","76.1375","78.1500","79.9625","82.0500",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4202","Assessment Clerk","790","COMMN","4202P","2064","2509",,"25.8000","27.0875","28.4375","29.8750","31.3625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4213","Assessor-Recorder Office Assistant","790","COMMN","4213P","2064","2509","6","25.8000","27.0875","28.4375","29.8750","31.3625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4214","Assessor-Recorder Office Specialist","790","COMMN","4214P","2293","2787",,"28.6625","30.0875","31.6000","33.1750","34.8375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4215","Assessor-Recorder Senior Office Specialist","790","COMMN","4215P","2534","3232",,"31.6750","33.2375","34.9000","36.6500","38.4875","40.4000",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4220","Tax Auditor-Appraiser","021","COMMN","4220P","3087","3752",,"38.5875","40.5250","42.5375","44.6750","46.9000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4222","Senior Tax Auditor-Appraiser","021","COMMN","4222P","3574","4344",,"44.6750","46.9000","49.2500","51.7000","54.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4224","Principal Tax Auditor-Appraiser","021","COMMN","4224P","4136","5412","6","51.7000","54.3000","57.0125","59.8500","62.8375","64.4375","65.9875","67.6500",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4230","Estate Investigator","021","COMMN","4230P","3014","3664",,"37.6750","39.5500","41.5375","43.6250","45.8000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4231","Senior Estate Investigator","021","COMMN","4231P","3242","3940",,"40.5250","42.5375","44.6750","46.9000","49.2500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4260","Real Property Appraiser Trainee","021","COMMN","4260P","2328","2828",,"29.1000","30.5375","32.0750","33.6625","35.3500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4261","Real Property Appraiser","021","COMMN","4261P","3087","3752",,"38.5875","40.5250","42.5375","44.6750","46.9000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4265","Senior Real Property Appraiser","021","COMMN","4265P","3574","4344",,"44.6750","46.9000","49.2500","51.7000","54.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4267","Principal Real Property Appraiser","021","COMMN","4267P","4136","5412","6","51.7000","54.3000","57.0125","59.8500","62.8375","64.4375","65.9875","67.6500",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4290","Assessor","556","COMMN","4290P","8046","8046",,"100.5688",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4306","Collections Officer","790","COMMN","4306P","2479","3014",,"30.9875","32.5500","34.1750","35.8875","37.6750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4308","Senior Collections Officer","790","COMMN","4308P","2667","3242",,"33.3375","35.0125","36.7625","38.5875","40.5250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4310","Commercial Division Assistant Supervisor","351","COMMN","4310P","3096","4148","6","38.7000","40.6375","42.6625","44.7875","47.0375","49.3875","51.8500",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4320","Cashier I","790","COMMN","4320P","2001","2432",,"25.0125","26.2500","27.5625","28.9375","30.4000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4320","Cashier I","790","SFMTA","4320P","2001","2432",,"25.0125","26.2500","27.5625","28.9375","30.4000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4321","Cashier II","790","COMMN","4321P","2142","2604",,"26.7750","28.1250","29.5250","30.9875","32.5500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4321","Cashier II","790","SFMTA","4321P","2142","2604",,"26.7750","28.1250","29.5250","30.9875","32.5500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4322","Cashier III","790","COMMN","4322P","2402","2920",,"30.0250","31.5125","33.1000","34.7625","36.5000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4331","Security Analyst","790","COMMN","4331P","3940","4788",,"49.2500","51.7000","54.3000","57.0125","59.8500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4334","Investigator, Tax Collector","790","COMMN","4334P","3202","3891",,"40.0250","42.0250","44.1250","46.3250","48.6375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4334","Investigator, Tax Collector","790","SFMTA","4334P","3202","3891",,"40.0250","42.0250","44.1250","46.3250","48.6375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4335","Senior Investigator, Tax Collector","790","COMMN","4335P","3348","4070",,"41.8500","43.9250","46.1250","48.4500","50.8750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4337","Principal Investigator, Tax Collector","790","COMMN","4337P","3549","4315",,"44.3625","46.5875","48.9250","51.3625","53.9375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4366","Collection Supervisor","790","COMMN","4366P","2871","3490",,"35.8875","37.6750","39.5500","41.5375","43.6250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","4390","Treasurer","556","COMMN","4390P","7598","7598",,"94.9688",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5120","Architectural Administrator","021","COMMN","5120P","4242","5155",,"53.0250","55.6625","58.4375","61.3625","64.4375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5120","Architectural Administrator","021","SFMTA","5120P","4242","5155",,"53.0250","55.6625","58.4375","61.3625","64.4375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5268","Architect","021","COMMN","5268P","4815","5855",,"60.1875","63.2000","66.3750","69.6875","73.1875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5130","Sewage Treatment Plant Superintendent","021","COMMN","5130P","4884","6386","6","61.0500","64.1125","67.3125","70.6875","74.2250","76.0250","77.9375","79.8250",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5130","Sewage Treatment Plant Superintendent","021","SFMTA","5130P","4884","6386","6","61.0500","64.1125","67.3125","70.6875","74.2250","76.0250","77.9375","79.8250",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5148","Water Operations Analyst","039","COMMN","5148P","5589","5589",,"69.8625",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5149","Superintendent of Water Treatment Facilities","039","COMMN","5149P","6192","6192",,"77.4000",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5149","Superintendent of Water Treatment Facilities","039","SFMTA","5149P","6192","6192",,"77.4000",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5174","Administrative Engineer","021","COMMN","5174P","5179","6295",,"64.7375","67.9750","71.3750","74.9625","78.6875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5174","Administrative Engineer","021","SFMTA","5174P","5179","6295",,"64.7375","67.9750","71.3750","74.9625","78.6875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5177","Safety Officer","021","COMMN","5177P","4653","6082","6","58.1625","61.0500","64.1125","67.3125","70.6875","72.4125","74.2250","76.0250",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5177","Safety Officer","021","SFMTA","5177P","4653","6082","6","58.1625","61.0500","64.1125","67.3125","70.6875","72.4125","74.2250","76.0250",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5201","Junior Engineer","021","COMMN","5201P","3164","3847",,"39.5500","41.5375","43.6250","45.8000","48.0875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","5201","Junior Engineer","021","SFMTA","5201P","3164","3847",,"39.5500","41.5375","43.6250","45.8000","48.0875",,,,,,,,,,,,,,,
