"landuse","blklot","nameaddr","entitled","beststat","bestdate","units","unitsnet","affordable","affordablenet","section415","aff_target","tenure_type","caseno","descript","dbidesc","total_gsf","net_gsf","cie_exist","cie","cienet","med_exist","med","mednet","mips_exist","mips","mipsnet","pdr_exist","pdr","pdrnet","ret_exist","ret","retnet","restaurant","restaurantnet","visit_exist","visit","visitnet","hotel_room_exist","hotel_room_prop","hotel_room_net","planner","sponsor","contact","contactph","pd","sd","pda_exist","pda_proposed","nhood_37","nhood_41","plans","zoning","height_bulk","sud","latitude","longitude","geocoded_column",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"Resident","1233015","1346 HAIGHT ST","0","BP FILED","2016-12-22","3","2",,,,,,,,"RENOVATE WITHIN(E)BLDG ENVELOP&ENCLOSURE 2-STORY(E)4 STORY LITEWELL (E)1 RES&2 COMM UNIT BLDG.RELOCATE SOME(E) COMM SPACE TO CREATE 2 ADD DWELLING UNITS. FIRE RATING UPGRADES, MECH,ELEC&PLUMB UPGRADES.SPRINKLER UNDER SEP PERMIT.NEW UNITS ARE WITHIN ALLOWA","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,"6 - Buena Vista","5",,"Central City Neighborhoods","Haight Ashbury","Haight Ashbury","Haight Ashbury Public Realm Plan","NCD-HAIGHT","40-X","Fringe Financial Services RUD; Haight Street Alcohol Restricted Use","37.77061243","-122.4444397","POINT (-122.4444397 37.77061243)","25","25","7","11","3"
"Mixres","0346002","135 HYDE ST","1","BP ISSUED","2019-06-28 14:08","72","72","10","10","BMR","55% AMI;",,"2015-015203PRJ","SITE: One 7,562-square-foot, rectangular lot on west side of Hyde Street in block bound by Golden Gate Avenue and Turk, Hyde and Larkin streets in the Downton/Civic Center neighborhood, Uptown Tenderloin Historic District., C-3-G zoning district and 80-X height and bulk district. 

EXISTING: Single-story, 4,950-square-foot building (automotive repair garage) built in 1920. Contributor to Uptown Tenderloin Historic District.

PROPOSED:  Demolish existing building and construct new eight-story-over-basement, 80-foot-tall (96-foot-tall including elevator penthouse and solarium), 54,109-square-foot, mixed-use building with 69 dwelling units, 940 square feet of ground-floor commercial space and 3,336 square feet of common open space for residents. Underground garage with 19 vehicle parking spaces (including one car-share space) and 69 class 1 bicycle parking spaces. Six class 2 bicycle spaces would be provided on Hyde Sreet sidewalk. Underground garage would be accessed via new 10-foot-wide curb cut on Hyde Street; two existing curb cuts on Hyde Street would be removed. Construction expected to last 12 months. Excavation for the new foundation and parking garage would involve the removal of approximately 3,925 cubic yards of soil to a maximum depth of about 20 feet below ground surface.","TO ERECT 8 STORIES OF 72 DWELLING UNITS","1060","1060","0",,,"0",,,"0",,,"0",,,"0","1060","1060",,"0","0",,,,,,"APERRY","Dolmen Property Group",,"4155590057","4 - Downtown","6","Downtown-Van Ness-Geary","Downtown/Van Ness/Northeast Neighborhoods","Downtown/Civic Center","Tenderloin","Downtown","C-3-G","80-X",,"37.78214757","-122.4159657","POINT (-122.4159657 37.78214757)","20","20","5","10","36"
"Resident","1009012","3454 SACRAMENTO ST","0","BP Filed","2018-11-19","5","3",,"0",,,,,,"ADD 1 STORY & 3 UNITS, REMODEL & ADD TO (E) MIXED USE BLDG. HORIZONTAL ADDITION @ REAR & SIDE THOROU","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"1 - Richmond","2",,,"Presidio Heights","Presidio Heights",,"NCD-SACRAMENTO","40-X",,"37.78811519","-122.4495855","POINT (-122.4495855 37.78811519)","10","10","8","6","31"
"Resident","1194006","137 CLAYTON ST","0","BP FILED","2016-06-01","3","2",,,,,,"2015-018150PRJ","Proposed demolition of (E) SFH to construct (N) 3-family dwelling. Excavation for (N) basement/storage.","CONSTRUCT NEW 4-STORY, 1 BASEMENT, 3-FAMILY DWELLING UNIT.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"CMAY","Gabriel Ng & Architects, Inc.","Jeremy Schaub","4156828060","5 - Western Addition","5",,"Central City Neighborhoods","Haight Ashbury","Lone Mountain/USF",,"RH-3","40-X",,"37.77388681","-122.4497177","POINT (-122.4497177 37.77388681)","24","24","7","11","18"
"Resident","3777072","530, 542, & 548 BRANNAN ST","1","BP ISSUED","2016-12-30 10:07","42","10","0","0","Fee Payment",,,"2014.1021","Change in Use of 27 Units from Live/Work to Residential (530 Brannan = 10; 542 Brannan = 9; 548 Brannan = 8). Variances required for Rear Yard, Exposure, Open Space & Dwelling Unit Mix.","WORKING IN COMMON AREA. CHANGE OF OCCUPANCY FROM (E) LIVE/WORK UNITS INTO RESIDENTIAL DWELLING UNITS. DISCONNECT (E) ELECTRICAL @ SUBDIVIDED UNITS & RECONNECT TO NEW PG & E APPROVED METERS @ GARAGE LEVEL. COMPLIANCE W/ ORDINANCE NO. 155-13 NOT REQUIRED.","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"RSUCRE",,,,"9 - South of Market","6","Eastern Neighborhoods","Eastern Neighborhoods","South of Market","South of Market","Western SoMa (EN); Central SoMa","CMUO","65-X","Western SoMa; Central SoMa","37.77791647","-122.397636","POINT (-122.397636 37.77791647)","32","32","1","10","34"
"Vacant","0947009","2728 UNION ST","0","PL Filed","2019-03-28","2","2",,"0",,,,"2019-004455PRJ","Variance to the rear yard set-back requirement to permit a renovation & addition of unit #1 to include alterations to the facade including (n) roof dormer & (n) transom windows at 2nd floor. Additional exterior renovation to include various (n) windows, build-out at basement rear yard, build-out at 2nd floor rear yard, expansion of master bedroom roof line at rear yard, and replacement of fire-escape balconies with glass-guardrail decks.",,"0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,"SJIMENEZ","Huang Iboshi Architecture",,"4152177055","2 - Marina","2",,"Lombard Street","Marina","Marina",,"RH-2","40-X",,"37.79617211","-122.4443445","POINT (-122.4443445 37.79617211)","14","14","4","6","13"
"Resident","2406026","2450 20TH AV","0","BP Filed","2018-03-15","2","1",,"0",,,,,,"COMPLY W/ NOV# 201755441 TO REMOVE NORTH BEDRM & BATH @ 1ST FL; REMOVE TEMP PARTITION WALL & CLOSETO","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"15 - Outer Sunset","4",,"Sunset Corridors and Forest Hill","Parkside","Sunset/Parkside",,"RH-1(D)","40-X",,"37.74203745","-122.4763641","POINT (-122.4763641 37.74203745)","40","40","10","7","35"
"Resident","2039029","1762 11TH AV","1","BP ISSUED","2019-01-31 9:12","2","1",,"0",,,,,,"CONVERT GROUND FLOOR UNCONDITIONED SPACE INTO HABITABLE CONDITIONED SPACE. ADD FULL BATH, BEDROOM, K","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"14 - Inner Sunset","7",,,"Inner Sunset","Inner Sunset",,"RH-1","40-X",,"37.75533414","-122.4675224","POINT (-122.4675224 37.75533414)","44","44","10","8","14"
"Resident","1286004","567 BELVEDERE ST","1","BP ISSUED","2019-06-25 9:23","3","1",,"0",,,,,,"LEGALIZATION OF (E) ILLEGAL DWELLING UNIT @ GROUND FLR PER ORD# 43-14.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"6 - Buena Vista","5",,,"Haight Ashbury","Haight Ashbury",,"RH-2","40-X",,"37.76234559","-122.4481838","POINT (-122.4481838 37.76234559)","114","114","7","11","3"
"Resident","0478003","2815 POLK ST","1","CONSTRUCTION","2018-12-14","3","3",,,,,,"2014.1552","Demolish one-story single-family residence and construct three-story three-unit residential building.","CONSTRUCT NEW 3-STORY MULTI-FAMILY RESIDENCE","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,,"0",,,,,,"CGROB","Taylor Lombardo Architects",,"4154337777","3 - Northeast","2","Downtown-Van Ness-Geary","Downtown/Van Ness/Northeast Neighborhoods","Russian Hill","Russian Hill",,"RM-1","40-X",,"37.80275013","-122.4234101","POINT (-122.4234101 37.80275013)","107","107","4","6","32"
"Mixres","3753122","301 06TH ST","1","PL Approved","2017-10-06","95","95","13","13","BMR","55% AMI;",,"2013.0538","The proposed project would demolish a former gas station now car detailing structure to erect a 8-story mixed use building.    Ground level: commercial space and parking garage. 5,848 gsf of commercial space and  35 off-street residential parking spaces.  Floors 2 through 8: residential units. 95 residential units:  38 two-bedroom, 33 one-bedroom, and 24 studio.  Existing use of site is parking (primary) and auto detailing (secondary).",,"4700","3700","0",,,"0",,,"0",,,"0",,,"0","4700","3700",,,"0",,,,,,"ESAMONSK","Bruce Bau","Bruce Bau","397-7416","9 - South of Market","6","Eastern Neighborhoods","Eastern Neighborhoods","South of Market","South of Market","East SoMa (EN); Central SoMa","MUR","85-X","Youth and Family Zone; Central SoMa","37.77844191","-122.4050864","POINT (-122.4050864 37.77844191)","32","32","1","10","34"
"Resident","5501038","113 PRECITA AV","0","BP Filed","2017-11-09","3","1",,"0",,,,,,"TO CONSTRUCT A (N) ONE BEDROOM APARTMENT IN THE BASEMENT OF AN (E) 2 UNIT BUILDGING.THE APARTMENT WI","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"11 - Bernal Heights","9","Mission-San Jose Corridor","J Church and Mission Corridor","Bernal Heights","Bernal Heights","Mission District Streetscape Plan","RH-2","40-X","Bernal Heights","37.74702145","-122.4180706","POINT (-122.4180706 37.74702145)","83","83","9","2","2"
,"8954001","209 FOREST RD (BP Filed, Treasure Island)","1","BP FIled","2019-05-17","4","4",,,,,,,,"YERBA BUENA ISLAND PROJECT. BLDG# 20 (4Y). TO ERECT 4 STORIES, NO BASEMENT, TYPE III-A, 4 UNITS RESI",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0 - Treasure Island/Yerba Buena Island","6","Treasure Island & Yerba Buena Island","Treasure Island/Yerba Buena Island","Treasure Island/YBI","Treasure Island","Treasure Island","YBI-R","35-Low Rise YBI",,"37.81073104","-122.3659586","POINT (-122.3659586 37.81073104)","35","35","1","10","37"
"Resident","5386021","1547 UNDERWOOD AV","0","BP Filed","2018-03-21","2","1",,"0",,,,,,"UNIT LEGALIZATION ORD #43-14.  INSTALL PARTITION TO SEPARATE GARAGE & ENTRY TO STUDIO DWELLING UNIT.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Bayview Hunters Point","RH-1","40-X","3rd St Alcohol Restrict","37.72903483","-122.3910635","POINT (-122.3910635 37.72903483)","86","86","2","9","1"
"Resident","2052A023","1800 16TH AVE","0","PL FILED","2018-07-26","6","1",,,,,,"2018-005650PRJ","Legalization of an illegal dwelling unit at the ground floor per Ordinance 43-14.",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,"ESAMONSK","Xie Associates Inc.",,"4156523047","14 - Inner Sunset","7",,"Sunset Corridors and Forest Hill","Inner Sunset","Inner Sunset",,"RH-1(D)","40-X",,"37.75424387","-122.4729122","POINT (-122.4729122 37.75424387)","44","44","10","8","14"
"Resident","5338025","1780 REVERE AV","1","CONSTRUCTION","2017-02-08","2","1",,,,,,"2015-013583PRJ","The proposal includes the conversion of a single-family dwelling into a two-family dwelling by adding a second unit within the existing building envelope. The project also includes facade alterations such as two new windows and a new door at the front elevation, replacement & demolition of the existing front stair, and a new covered landing.","1) DEMOLISH EXTG FRONT STAIR. 2)INSTALL NEW FRONT STAIR AND LANDING. 3) INSTALL NEW EXTERIOR DOOR, EXTERIOR WINDOWS AND INSTALL NEW PLANTERS AND PAVERS. 5) FRAME NEW KITCHEN, LIVING ROOM, BEDROOM & LAUNDRY ROOM @ GROUND LVL. REMOVE UPPER LVL REAR STAIRWAY","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"CCLARKE",,"KELLEY JOSEPH M & CAROLINE",,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Bayview Hunters Point","RH-2","40-X","3rd St Alcohol Restrict","37.73371849","-122.3932459","POINT (-122.3932459 37.73371849)","87","87","2","9","1"
"Resident","0874009","22 CHURCH ST","0","BP FILED","2016-12-30","4","2",,,,,,"2017-000263PRJ","Proposes a vertical addition of approximately 6'4"" third story, at the front building and excavation of roughly 5'-3"" to 5'6"" to create a new unit in the existing basement. Proposed project will add approximately 1607 square feet of usable space and 2 new units.","VERTICAL ADDITION ADD A 3RD STORY. ADD 2 UNITS @ BASEMENT & 3RD FLOOR WITH 2 BATHROOMS & 1 BATH.","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"SYOUNG",,"HARTY CIARAN",,"6 - Buena Vista","8","Market & Octavia","Market Octavia","Western Addition","Hayes Valley","Lower Haight Public Realm Plan; Market and Octavia; Market and Octavia Living Alleys","RTO","40-X",,"37.76995891","-122.42947","POINT (-122.42947 37.76995891)","28","28","7","5","9"
"Resident","2383027","2414 43RD AV","0","BP Filed","2019-01-17","3","1",,"0",,,,,,"UNIT LEGALIZATION ORD 43-14.  523 SQ FT LIVING/DINING, KITCHEN, BEDROOM AND BATHROOM ON 1/FL IN EXIS","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"15 - Outer Sunset","4",,"Sunset Corridors and Forest Hill","Parkside","Sunset/Parkside",,"RH-1","40-X",,"37.74157681","-122.5011593","POINT (-122.5011593 37.74157681)","39","39","10","7","35"
"Resident","0179040","821 PACIFIC AV","1","BP APPROVED","2019-04-01 9:03","1","1",,"0",,,,,,"LEGALIZE UPPER FLOOR AS RESIDENTIAL UNIT PER ORDINANCE# 43-14. NO RECORD TO CONFIRM LEGALIZE IT AS 4","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"3 - Northeast","3","Downtown-Van Ness-Geary","Downtown/Van Ness/Northeast Neighborhoods","Chinatown","Chinatown","Chinatown","CRNC","65-N",,"37.79648565","-122.4088143","POINT (-122.4088143 37.79648565)","104","104","6","3","6"
"PDR","4912001","1300 FITZGERALD AV / 1401 EGBERT AV","1","BP ISSUED","2016-11-29 9:25",,,,,,,,"2014.0954","The proposed project would subdivide the existing three lots on the project site into four new lots, demolish six smaller-scale industrial buildings (collectively measuring approximately 27,170 square feet) and construct two new, larger-scale industrial buildings (each measuring 14,100 square feet; collectively measuring 28,200 square feet). The two new industrial buildings would be used for light manufacturing, and would be approximately 30-ft tall in height with a clear interior ceiling height of 25-ft 8-in. The two new industrial buildings would be subdivided into smaller commercial units, each measuring approximately 3,525 square feet. The project would retain an existing one-and-one-half-story industrial building (1324 Fitzgerald Street/1439 Egbert Avenue; measuring approximately 22,000 square feet) and the three, two-story, mixed-use buildings with ground floor retail (collectively measuring 2,425 square feet) and approximately five dwelling units (1401 Egbert Avenue/2814-2822 Jennings Street; 2824-2836 Jennings Street; 1300-1306 Fitzgerald Avenue) located along Jenning Street between Egbert and Fitzgerald Avenues. As part of the lot line subdivision, the project would provide for a rear yard for the adjacent mixed-use buildings, which front onto Jennings Street. The four new lots would be subdivided to align to the existing and proposed buildings on the project site.","ERECT 1-STORY, TYPE 5, WAREHOUSE BUILDING. N/A FOR MAHER ORDINANCE.","28200","1030","0",,,"0",,,"0",,,"27170","28200","1030","0",,,,,"0",,,,,,"RSUCRE",,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Bayview Hunters Point","PDR-2","40-X","3rd St Alcohol Restrict","37.72256883","-122.3929855","POINT (-122.3929855 37.72256883)","88","88","2","9","1"
"Resident","1082003","1327 LYON ST","0","PL FILED","2018-07-25","15","2",,,,,,"2018-008447PRJ","ADDING TWO ADU'S TO AN EXISTING BLDG PER ORDINANCE 162-16. PERMIT CANCELLED DUE TO INACTIVITY 12/14/2018",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,"DGANETSO","Tecta Associates",,,"1 - Richmond","2","Downtown-Van Ness-Geary","Central City Neighborhoods","Western Addition","Presidio Heights",,"RH-3","40-X",,"37.78317723","-122.4452058","POINT (-122.4452058 37.78317723)","103","103","8","6","31"
"Resident","3537086","439 DUBOCE AV","0","BP FILED","2017-02-10","4","1",,,,,,"2017-003826PRJ","CHANGE OF USE ON 1ST FLOOR. FROM LAUNDRY SHOP TO RESIDENTIAL UNIT. ADD 3 BEDROOMS, 3 BATHROOMS, 1 KITCHEN AND 1 LIVING ROOM.","CHANGE OF USE ON 1ST FLOOR. FROM LAUNDRY SHOP TO RESIDENTIAL UNIT. ADD 3 BEDROOMS, 3 BATHROOMS, 1 KITCHEN AND 1 LIVING ROOM.","0","-1500",,,,,,,,,,,,,,"0","-1500",,"0",,,,,,,"ESAMONSK",,"FENG BIN",,"6 - Buena Vista","8","Market & Octavia","Market Octavia","Castro/Upper Market","Castro/Upper Market","Market and Octavia; Market and Octavia Living Alleys","RTO","40-X",,"37.76915697","-122.4299906","POINT (-122.4299906 37.76915697)","28","28","7","5","5"
"Mixres","0836006","1550 MARKET ST","1","CONSTRUCTION","2016-11-21","0","0",,,,,,"2012.0877","Demolish existing one-story commercial buildings and construct new 12-story, 110 unit residential building with ground floor commercial. Revised project 4/9/13: also demo existing 3-story building at 1546-1550 Market Street (0836/006). New construction of one 12-story bldg w/ 109 units, 4560 retail, 28 vehicle parking spaces, and 105 bicycle spaces.",,"4560","-16928","0","0","0","0","0","0","0","0","-14822","0","0","0","0","4560","-2106",,,"0","0","0",,,,"CASBAGH","Christopher Davenport","Christopher Davenport","925-309-2503","6 - Buena Vista","5","Market & Octavia","Market Octavia","Downtown/Civic Center","Hayes Valley","Market and Octavia; The Market Street Hub Project; Market and Octavia Living Alleys; Downtown","C-3-G","120-R-2","Van Ness & Market Downtown Residential","37.77488927","-122.4200808","POINT (-122.4200808 37.77488927)","21","21","4","11","9"
"Resident","1104001","100 TERRA VISTA AV","1","CONSTRUCTION","2018-01-30","5","1",,,,,,"2015-012123PRJ","ADDING ADDITIONAL UNIT IN (E) 4-UNIT RESIDENTIAL BUILDING. DEVELOP (E) BASEMENT (426 SQ FT) ON SUB-LEVEL (C) FOR NEW UNIT W/ LIVING, KITCHEN, BEDROOM & BATHROOM. SPRINKLERS UNDER SEPARATE PERMIT.","ADDING ADDITIONAL UNIT IN (E) 4-UNIT RESIDENTIAL BUILDING. DEVELOP (E) BASEMENT (426 SQ FT) ON SUB-LEVEL (C) FOR NEW UNIT W/ LIVING, KITCHEN, BEDROOM & BATHROOM. SPRINKLERS to NFPA 13-R UNDER SEPARATE PERMIT.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"WFARRENS",,"BRAD KING MOY TR",,"5 - Western Addition","2","Downtown-Van Ness-Geary","Central City Neighborhoods","Western Addition","Lone Mountain/USF",,"RM-1","30-X",,"37.78161352","-122.4437921","POINT (-122.4437921 37.78161352)","13","13","7","6","18"
"Resident","5360024B","1539 SHAFTER AV","1","BP ISSUED","2019-06-06 13:18","2","1",,"0",,,,,,"LEGALIZE DWELLING UNIT INSTALLED W/O PERMIT PER ORD# 43-14. INSTALL FIRE RATED DOORS, MAKE EXISTING","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Bayview Hunters Point","RH-1","40-X","3rd St Alcohol Restrict","37.73020644","-122.3897972","POINT (-122.3897972 37.73020644)","86","86","2","9","1"
"Resident","5862A027","11 UNIVERSITY ST","0","BP Filed","2018-07-03","2","1",,"0",,,,,,"LEGALIZE UNIT UNDER ORDINANCE 43-14.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"12 - South Central","9",,,"Excelsior","Portola",,"RH-1(D)","40-X",,"37.73042004","-122.4154201","POINT (-122.4154201 37.73042004)","91","91","2","2","25"
"Resident","7539004","1915 Diamond St","0","BP Filed","2017-11-06","1","0",,"0",,,,"2015-003953PRJ","(2017.10.31.2725) The proposal is to construct vertical/side additions onto an existing two-family residence. Work includes basement level  excavation for additional habitable space, interior reconfiguration, new/expanded decks and facade changes. The project also proposes to subdivide the through lot and construct a new single-family dwelling along Beacon Street (under a separate building permit #2017.11.06.3204). The proposal includes a variance request for lot area. Information for the Variance hearing will be submitted through a separate notice.

(201711063204) The proposal is to subdivide the through lot with an existing two-family residence along Diamond Street and construct a new 3-story, single-family dwelling along Beacon Street. The proposal includes a variance request for lot area. Information for the Variance hearing will be submitted through a separate notice. Under a separate building permit, #2017.10.31.2725, the project also proposes vertical/side additions onto the existing two-family residence located along Diamond Street. Work includes basement level excavation for additional habitable space, interior reconfiguration, new/expanded decks and facade changes.
BPA #201305177238 for alteration of existing building along Diamond Street withdrawn.","COMPLY WITH N.O.V.#200225295. ADDING BEDROOM ABOVE GARAGE (E) ON STREET LEVEL (256 SQFT) & HORIZONTAL ADDITION AT REAR ON STREET LEVEL(305 SQFT) INTERIOR REMODEL.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,"FREITAS ELIZABETH A",,"7 - Central","8",,,"Noe Valley","Glen Park",,"RH-1","40-X",,"37.74214257","-122.4351107","POINT (-122.4351107 37.74214257)","59","59","9","5","10"
