"fund_type","study_area_code","company_name","carrier","latitude","longitude","deployment_address","deployment_city","deployment_state","deployment_zip_code","deployment_date","deployment_year","census_block","locations_obligation","locations_deployed","target_build_out","milestone_certification_date","speed_tier","technology","other_technology","latency","total_state_support"
"CAF II","105111","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","44.803509","-69.866890","139 PARK ST","MADISON","ME","04950","2019-01-01T00:00:00.000","2019","230259665003000","35500","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13289220"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.419824","-83.406569","1019 WELLS RD","CARNESVILLE","GA","30521","2019-01-01T00:00:00.000","2019","130119701002151","64721","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"24867804"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.716920600","-84.96934050","150 FURNISH RD","GALLATIN COUNTY","KY","41045","2019-12-13T00:00:00.000","2019","210779601012189","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","421885","WINDSTREAM HOLDINGS, INC.","WINDSTREAM MO","37.439554","-93.434956","1117 E 560TH RD","WILLARD","MO","65781","2019-01-01T00:00:00.000","2019","291679604002119","27509","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"14187912"
"CAF II","320750","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER OF INDIANA","41.551133","-86.048650","30413 COUNTY ROAD 38","WAKARUSA","IN","46573","2019-07-10T00:00:00.000","2019","180390013004023","59894","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"22815084"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","38.363908","-83.843158","268 TEA RUN RD","EWING","KY","41039","2019-01-01T00:00:00.000","2019","210699203001044","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7307065","-84.7996295","1590 HWY 16","GALLATIN COUNTY","KY","41046","2019-12-20T00:00:00.000","2019","210779601011042","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","40.734783","-78.024037","1801 MARENGO RD","WARRIORS MARK","PA","16877","2019-01-01T00:00:00.000","2019","420270119022025","34807","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13001364"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","38.499502","-82.841502","147 THARP RD","ARGILLITE","KY","41121","2019-01-01T00:00:00.000","2019","210890405023047","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","44.269409","-72.364234","1668 HOLT RD","MARSHFIELD","VT","05658","2019-10-04T00:00:00.000","2019","500239540002113","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","405211","AT&T INC.","SOUTHWESTERN BELL-AR","34.556634","-92.648501","5779 JOHN HANCOCK DR","BENTON","AR","72019","2016-12-31T00:00:00.000","2016","051250105083030","51792","1",,,"10 Mbps/1 Mbps",,,,"21350832"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7209358","-84.8525053","315 BOONE TRLS","GALLATIN COUNTY","KY","41086","2019-12-20T00:00:00.000","2019","210779601011014","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.74985000","-84.71433700","625 CREEK RD","ZION STATION","KY","41035","2019-02-15T00:00:00.000","2019","210819201002022","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","32.059451","-97.739991","6636 TEXAS ST","WALNUT SPRINGS","TX","76690","2019-01-01T00:00:00.000","2019","480359501003001","44580","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21260796"
"CAF II","320750","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER OF INDIANA","39.113817","-86.905494","1850 E CALVERTVILLE RD","BLOOMFIELD","IN","47424","2017-10-20T00:00:00.000","2017","180559548001036","59894","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"22815084"
"CAF II","200271","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-WV","39.627200","-78.209580","200 FAIRVIEW DR","BERKELEY SPRINGS","WV","25411","2015-12-31T00:00:00.000","2015","540659708001015","89190","1",,,"10 Mbps/1 Mbps",,,,"25768124"
"CAF II","255181","AT&T INC.","SO CENTRAL BELL-AL","33.467336","-87.621011","12724 ELZIE COLLINS RD","NORTHPORT","AL","35475","2019-12-31T00:00:00.000","2019","011250101031096","66766","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"23161776"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","46.158166","-89.320776","5726 S BLACK OAK LAKE RD","LAND O LAKES","WI","54540","2015-12-31T00:00:00.000","2015","551259502001044","76735","1",,,"10 Mbps/1 Mbps",,,,"29965774"
"CAF II","310682","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-MICHIGAN","42.927335","-82.743230","10558 LAMBS RD","MEMPHIS","MI","48041","2017-10-25T00:00:00.000","2017","261476585002051","68512","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21733860"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","29.797677","-82.885775","4700 NW COUNTY ROAD 340","BELL","FL","32619","2019-01-01T00:00:00.000","2019","120419501002057","17891","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"5236620"
"CAF II","230476","WINDSTREAM HOLDINGS, INC.","WINDSTREAM NC","35.225144","-82.037119","2662 GREEN CREEK DR","COLUMBUS","NC","28722","2019-01-01T00:00:00.000","2019","371499201012020","6988","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"1952076"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","35.354094","-91.833920","868 MOUNT PISGAH RD","SEARCY","AR","72143","2019-01-01T00:00:00.000","2019","051450702002099","32312","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"13163784"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.75222700","-84.74090100","505 FLAT CREEK RD","GRANT COUNTY","KY","41035","2019-02-15T00:00:00.000","2019","210819201002022","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","125113","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","45.067222","-71.326845","303 HILL RD","PITTSBURG","NH","03592","2016-12-31T00:00:00.000","2016","330079501001259","13131","1",,,"10 Mbps/1 Mbps",,,,"4376604"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","45.184616","-88.990229","N4334 POLAR RD","BRYANT","WI","54418","2015-12-31T00:00:00.000","2015","550679604003019","76735","1",,,"10 Mbps/1 Mbps",,,,"29965774"
"CAF II","361123","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-MN","46.236764","-92.742615","69943 ONE MILE RD","BRUNO","MN","55712","2015-12-31T00:00:00.000","2015","271159503002010","46910","1",,,"10 Mbps/1 Mbps",,,,"26839288"
"CAF II","431965","WINDSTREAM HOLDINGS, INC.","WINDSTREAM OK","35.503275","-96.976111","338303 E HIGHWAY 62","MEEKER","OK","74855","2019-11-15T00:00:00.000","2019","400819614002063","16741","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"7788216"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","44.677246","-72.258999","364 DANIELS POND RD","GLOVER","VT","05875","2019-01-01T00:00:00.000","2019","500199520001041","28399","1","80","2019-12-31T00:00:00.000","25 Mbps/5 Mbps",,,,"8789364"
"CAF II","315090","AT&T INC.","MICHIGAN BELL TEL CO","43.510613","-85.755425","1866 E 24TH ST  UNIT  BLDG  FLR","WHITE CLOUD","MI","49349","2019-12-31T00:00:00.000","2019","261239707003020","86635","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"29750676"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","33.806244","-92.400221","601 TOMLINSON ST","FORDYCE","AR","71742","2019-01-01T00:00:00.000","2019","050399703005059","32312","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13163784"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","36.720662","-84.974188","309 JENNINGS HOLLOW RD","MONTICELLO","KY","42633","2019-01-01T00:00:00.000","2019","212319204003025","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","38.147058","-84.422038","4675 RUSSELL CAVE RD","LEXINGTON","KY","40511","2019-01-01T00:00:00.000","2019","210670038022000","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","240517","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SC","34.494338","-80.477412","3912 COATS RD","KERSHAW","SC","29067","2019-09-10T00:00:00.000","2019","450559702002010","3144","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"935388"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.704926300","-84.95910200","5620 KNOX LILLARD RD","GALLATIN COUNTY","KY","41083","2019-12-13T00:00:00.000","2019","210779601012186","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","30.894058","-84.212541","1491 4TH ST","CAIRO","GA","39828","2019-01-01T00:00:00.000","2019","131319503001082","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","42.682709","-75.319549","4237 COUNTY HIGHWAY 18","NEW BERLIN","NY","13411","2016-02-12T00:00:00.000","2016","360775904003063","45610","1",,,"10 Mbps/1 Mbps",,,,"17406372"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.271760","-83.469570","194 KENDRA CT","COMMERCE","GA","30529","2019-01-01T00:00:00.000","2019","130119704001049","64721","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"24867804"
"CAF II","200271","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-WV","37.528080","-81.799250","7850 INTERSTATE HIGHWAY","HANOVER","WV","24839","2015-12-31T00:00:00.000","2015","541090030003027","89190","1",,,"10 Mbps/1 Mbps",,,,"25768124"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","43.829893","-72.346617","61 TURNPIKE RD","STRAFFORD","VT","05070","2019-01-01T00:00:00.000","2019","500179595004113","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.76825680","-84.98978000","166 CUB LN","GALLATIN COUNTY","KY","41045","2019-10-18T00:00:00.000","2019","210779601012010","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","300615","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER NORTH, INC.","39.110250","-82.676557","621 LLOYD BRIDGES RD","JACKSON","OH","45640","2017-01-11T00:00:00.000","2017","390799574001087","66592","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"22927848"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","35.448839","-92.300966","3216 HIGHWAY 356","BEE BRANCH","AR","72013","2019-01-01T00:00:00.000","2019","051414604002003","32312","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13163784"
"CAF II","275183","AT&T INC.","SO CENTRAL BELL-LA","32.174418","-93.304326","3033 THIRD ST","HALL SUMMIT","LA","71034","2019-12-31T00:00:00.000","2019","220819601004045","74978","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"27907596"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","31.668659","-83.376119","390 MONROE RD","FITZGERALD","GA","31750","2019-01-01T00:00:00.000","2019","131559501001135","64721","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"24867804"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","42.860057","-72.716484","2511 AMES HILL RD","MARLBORO","VT","05301","2019-01-01T00:00:00.000","2019","500259682002038","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","415214","AT&T INC.","SOUTHWESTERN BELL-KS","37.630907","-95.254532","15850 180TH RD","ERIE","KS","66733","2019-12-31T00:00:00.000","2019","201339516003026","35375","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"18942372"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.817597","-84.082179","479 STENNES GAP RD","BLAIRSVILLE","GA","30512","2019-01-01T00:00:00.000","2019","132910002012061","64721","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"24867804"
"CAF II","315090","AT&T INC.","MICHIGAN BELL TEL CO","43.867634","-84.706019","8387 S ROGERS AVE","CLARE","MI","48617","2019-12-31T00:00:00.000","2019","260350008002030","86635","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"29750676"
"CAF II","442109","CONSOLIDATED COMMUNICATIONS, INC.","CONSOLIDATED COMM-TX","31.417494","-94.802873","375 CIRCLE DR","CENTRAL","TX","75969","2016-12-01T00:00:00.000","2016","480050001013038","5088","1",,,"10 Mbps/1 Mbps",,,,"9648351"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","43.477831","-89.387205","N5561 NOVA DR","PARDEEVILLE","WI","53954","2015-12-31T00:00:00.000","2015","550219706002080","76735","1",,,"10 Mbps/1 Mbps",,,,"29965774"
"CAF II","300615","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER NORTH, INC.","38.886379","-83.224987","2680 RARDEN HAZELBAKER RD","OTWAY","OH","45657","2018-12-12T00:00:00.000","2018","391450023004148","66592","1","60","2018-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"22927848"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","43.718553","-87.951592","W5102 SUMAC RD","PLYMOUTH","WI","53073","2016-10-13T00:00:00.000","2016","551170105021081","76735","1",,,"10 Mbps/1 Mbps",,,,"30983712"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","34.407902","-117.526670","6225 SUNDOWN DR","PHELAN","CA","92371","2019-12-19T00:00:00.000","2019","060710091093024","90224","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"38074824"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.482070","-86.181735","923 MILLERSTOWN RD","CLARKSON","KY","42726","2019-01-01T00:00:00.000","2019","210859501001010","62070","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21576984"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.73794690","-84.85206150","120 SAYERSVILLE RD","GALLATIN COUNTY","KY","41095","2019-03-01T00:00:00.000","2019","210779601013066","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","105111","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","46.207161","-67.841309","1188 ROUTE 1","LITTLETON","ME","04730","2019-12-09T00:00:00.000","2019","230039523003089","35500","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13289220"
"CAF II","125113","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","44.775225","-71.138234","1 HURLBERT AVE","ERROL","NH","03579","2015-01-01T00:00:00.000","2015","330079503001281","13131","1",,,"10 Mbps/1 Mbps",,,,"3546398"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","44.005894","-89.940570","1735 W 19TH AVE","ARKDALE","WI","54613","2016-08-30T00:00:00.000","2016","550019502011089","76735","1",,,"10 Mbps/1 Mbps",,,,"30983712"
"CAF II","613000","ALASKA COMMUNICATIONS SYSTEMS HOLDINGS, INC.","ACS OF ANCHORAGE","64.040937","-145.706199","2755 NISTLER RD","DELTA JUNCTION","AK","99737","2016-01-01T00:00:00.000","2016","022400004002041","31571","1",,,"10 Mbps/1 Mbps",,,,"4930905"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7793463","-84.7377454","7415 HWY 16","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021060","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.659640","-85.700070","2260 SLACK RD","HODGENVILLE","KY","42748","2019-01-01T00:00:00.000","2019","211239601011028","62070","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21576984"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7733891","-84.767148","190 MILLERS RIDGE","GALLATIN COUNTY","KY","41095","2019-12-20T00:00:00.000","2019","210779601021065","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","371568","WINDSTREAM HOLDINGS, INC.","WINDSTREAM NE","40.893273","-96.585625","8300 N 98TH ST","LINCOLN","NE","68517","2019-09-10T00:00:00.000","2019","311090037171008","21560","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13591440"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","34.559016","-93.631464","130 N EAST ST","MOUNT IDA","AR","71957","2019-01-01T00:00:00.000","2019","050979530001209","32312","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"13163784"
"CAF II","250302","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AL","33.729145","-86.509981","2561 US HIGHWAY 11","TRUSSVILLE","AL","35173","2019-01-01T00:00:00.000","2019","011150405012089","1889","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"511032"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7246145","-84.7953648","1505 HWY 467 E","GALLATIN COUNTY","KY","41046","2019-12-20T00:00:00.000","2019","210779601011042","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","31.136130","-95.439710","167 MUSKOWIZC DR","LOVELADY","TX","75851","2019-01-01T00:00:00.000","2019","482259507002000","44580","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21260796"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.582360000","-84.445522000","387 ANTROBUS RD","PENDLETON COUNTY","KY","41003","2019-12-06T00:00:00.000","2019","211919302002049","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","31.407493","-95.598671","223 TEJAS TRL","GRAPELAND","TX","75844","2019-09-10T00:00:00.000","2019","482259505002019","44580","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21260796"
"CAF II","442109","CONSOLIDATED COMMUNICATIONS, INC.","CONSOLIDATED COMM-TX","31.323816","-94.401348","113 ACRES LN","ETOILE","TX","75944","2016-12-01T00:00:00.000","2016","483479511003090","5088","1",,,"10 Mbps/1 Mbps",,,,"9648351"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","34.488079","-94.391374","118 ROWE LN","HATFIELD","AR","71945","2019-01-01T00:00:00.000","2019","051139503002129","32312","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"13163784"
"CAF II","325080","AT&T INC.","INDIANA BELL TEL CO","39.33714409","-85.96958367","1071 CHARLOTTE DR","EDINBURGH","IN","46124","2019-12-31T00:00:00.000","2019","180050111002053","45136","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"17576784"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7736916","-84.7578295","245 WILDER CT","GALLATIN COUNTY","KY","41095","2019-12-20T00:00:00.000","2019","210779601021065","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","265182","AT&T INC.","SO CENTRAL BELL-KY","37.795637","-86.871914","10926 STATE ROUTE 951","HAWESVILLE","KY","42348","2019-12-31T00:00:00.000","2019","210590015021000","84333","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"30962544"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","31.955980","-83.543350","401 10TH ST","PITTS","GA","31072","2019-01-01T00:00:00.000","2019","133159603001072","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","40.839171","-79.480859","310 IRON BRIDGE RD","KITTANNING","PA","16201","2019-01-01T00:00:00.000","2019","420059506003019","34807","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13001364"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.76628500","-84.71522900","340 CONCORD RD","GRANT COUNTY","KY","41092","2019-02-15T00:00:00.000","2019","210819201002009","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","29.798374","-82.302093","1798 NE 156TH AVE","GAINESVILLE","FL","32609","2019-01-01T00:00:00.000","2019","120010019081050","17891","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"5236620"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","29.644835","-95.682313","11618 CURATE WIND CT","RICHMOND","TX","77407","2019-01-01T00:00:00.000","2019","481576729001300","44580","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21260796"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","43.975448","-73.011314","661 WAGON WHEEL RD","RIPTON","VT","05766","2019-01-01T00:00:00.000","2019","500019606002034","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","125113","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","43.786158","-71.362515","180 MOUNTAIN RD","SANDWICH","NH","03227","2017-12-31T00:00:00.000","2017","330039556003197","13131","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"4376604"
