"entity_name","entity_number","entity_type","parent_entity_name","parent_entity_number","parent_entity_type","fcc_registration_number","status","fcc_form_498_form_number","fcc_form_498_status_date_time","form498_status","physical_address","physical_address_2","physical_city","physical_county","physical_state","physical_zipcode","physical_zipcode_ext","mailing_address","mailing_address_2","mailing_city","mailing_county","mailing_state","mailing_zipcode","mailing_zipcode_ext","phone_number","email","website_url","account_administrator_name","general_contact_name","latitude","longitude","user_entered_urban_rural_status","urban_rural_status","is_school_library_independent","private_school_district","public_school_district","esa_school_district","charter_school_district","c2_student_count_reporting_type","c2_district_student_count","c2_school_student_count","main_library_branch_school_district_name","main_library_branch_school_district_number","private_library_system","public_library_system","esa_consortium","non_profit_purchasing_group","state_wide","state_education_agency","state_library_agency_consortium","other_state_agency","fscs_key","fscs_seq","locale_code","square_footage","academic","bookmobile","kiosk","main_branch","new_construction_library","private_library","public_library","research","state_library_agency_library","tribal_library","state_school_code","state_lea_code","nces_public_state_code","nces_public_district_code","nces_public_building_code","nces_private_school_id","number_of_full_time_students","total_number_of_part_time_students","peak_number_of_part_time_students","number_of_nslp_students","community_eligibility_program_cep","cep_percentage","alternative_discount_method","does_this_organization_have_an_endowment","bie","charter_school","dormitory","esa_school","esa_school_district_with_no_schools","head_start","juvenile_justice","new_construction_school","pre_k","private_school","public_school","tribal_school","adult_education","swing_space","detention_center","general_use_school","entity_last_modified_by","last_updated_date"
"Ford Intermediate School","48159","School",,,,,"Closed",,,,"17001 Holland Road",,"Brook Park","Cuyahoga","OH","44142","3523","17001 Holland Road",,"Brook Park","Cuyahoga","OH","44142","3523","216-433-1133","mmucha@berea.k12.oh.us","http://www.berea.k12.oh.us",,,"41.394423","-81.819832","Urban",,"No","No","No","No","No","A number for each school in the district",,"883",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","014242",,,,,,"883","0","0","336","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","lisa.reyes@usac.org","2020-11-19T12:13:00.000"
"Rutherford-Spindale Central Hs","29100","School","Rutherford Co School District","126967","School District",,"Active",,,,"641 Us Hwy N 221",,"Rutherfordton","Rutherford","NC","28139",,"Po Box 1119,",,"Rutherfordton","Rutherford","NC","28139","1119","828-287-3304",,,"Kim Carpenter",,"35.4022","-81.970296","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","384","810",,,,,"780","0","0","780","Yes","0.7589",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2021-06-20T10:23:00.000"
"Linn Joint 6 School District","132836","School District","Teach Wisconsin","199528","Consortium","0011839297","Active","443011279","2016-08-26T14:53:00.000","Approved","4094 W S Lake Shore Dr",,"Lake Geneva","Walworth","WI","53147","3923","4094 W S Lake Shore Dr",,"Lake Geneva","Walworth","WI","53147","3923","262-248-4120","ckleinhans@linn6.k12.wi.us","www.linn6.k12.wi.us","Caleb Kleinhans","Caleb Kleinhans","42.543451","-88.364785",,,"No","No","Yes","No","No","One number for my whole district","175",,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","0020","3094",,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","avila.wimbish@usac.org","2020-11-19T12:15:00.000"
"Waterford Elementary School","8783","School","Waterford Township School District","123302","School District",,"Active",,,,"825 Old White Horse Pike",,"Waterford","Camden","NJ","08089","1807","825 Old White Horse Pike",,"Waterford","Camden","NJ","08089","1807","609-767-8293","bogle@wtsd.org",,"Barbara Ogle",,"39.742517","-74.866104","Rural",,"No","No","No","No","No","A number for each school in the district",,"400",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"439","0","0","105","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2021","2021-10-23T00:44:00.000"
"Brandywine Heights Intermediate-Middle School","17016219","School","Brandywine Hts Area Sch Dist","126262","School District",,"Active",,,,"200 W Weis St",,"Topton","Berks","PA","19562",,"200 W Weis St",,"Topton","Berks","PA","19562",,"610-682-5131",,"www.bhasd.org","Thomas Voelker",,"40.499331","-75.703247","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"532",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"532","0","0","174","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,"2021-02-11T14:18:00.000"
"Shelyn Elementary School","103272","School","Rowland Heights School Dist","143594","School District",,"Active",,,,"19500 Nacora St",,"Rowland Height","Los Angeles","CA","91748","3133","19500 Nacora St",,"Rowland Height","Los Angeles","CA","91748","3133","626-444-0584",,,"Kurt Schlatter",,"33.981858","-117.876004","Urban",,"No","No","No","No","No","A number for each school in the district",,"450",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"450","0","0","317","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2019","2021-01-13T23:20:00.000"
"Berea Elementary School","13960","School","Valley Central School District","124226","School District","0012815494","Active",,,,"946 State Route 17k",,"Montgomery","Orange","NY","12549","2213","946 State Route 17k",,"Montgomery","Orange","NY","12549","2213","914-457-3191",,,"Brad Conklin",,"41.528587","-74.189036","Rural",,"No","No","No","No","No","A number for each school in the district",,"487",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","441301","060007",,,,,"487","0","0","191","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","julann.troiano@dcboces.org","2021-12-07T08:52:00.000"
"Bryant Elementary School","32528","School","Cobb County School District","127276","School District","0013008750","Active",,,,"6800 Factory Shoals Rd",,"Mableton","Cobb","GA","30126","5040","6800 Factory Shoals Rd",,"Mableton","Cobb","GA","30126","5040","770-819-2402","bryant@cobbk12.org",,"Sinneshia Byrdsong",,"33.791687","-84.578308","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","592","633",,,,,"954","0","0","826","No",,"None",,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","julie.aronson@cobbk12.org","2022-08-25T12:38:00.000"
"Goodings Grove Elem School","69452","School","Homer School District 33 C","135575","School District",,"Active",,,,"12914 W 143rd St",,"Lockport","Will","IL","60441","7811","12914 W 143rd St",,"Lockport","Will","IL","60441","7811","708-226-7650",,,"Eric Nush",,"41.630947","-87.933951","Urban",,"No","No","No","No","No","A number for each school in the district",,"402",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","56099033C2003","56-099-033C-04",,,,,"402","0","0","39","No",,"Survey",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2019","2021-01-13T22:26:00.000"
"Ellenboro Elementary School","28921","School","Rutherford Co School District","126967","School District",,"Active",,,,"813 Piney Mountain Road",,"Ellenboro","Rutherford","NC","28040",,"Po Box 1419",,"Ellenboro","Rutherford","NC","28040","1419","828-453-8185",,,"Kim Carpenter",,"35.376182","-81.773759","Rural",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"587","0","0","587","Yes","0.7589",,,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","Commitment Batch Update","2021-06-20T10:07:00.000"
"Neshoba County School District","128658","School District","Mississippi Dept. Of Information Technology Services","154253","Consortium","0012669222","Active","443016229","2019-08-14T02:00:00.000","Approved","580 East Main Street",,"Philadelphia","Neshoba","MS","39350",,"580 East Main Street",,"Philadelphia","Neshoba","MS","39350","0338","312-402-0775","pbass@neshobacentral.com","WWW.neshobacentral.com","Chad Penson","Chad Penson","32.77086","-89.10028",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","divya.advani@usac.org","2022-01-31T16:39:00.000"
"Kenmore Elementary School","24139","School","Cecil County Public School District","126421","School District",,"Active",,,,"2475 Singerly Rd",,"Elkton","Cecil","MD","21921","2733","2475 Singerly Rd",,"Elkton","Cecil","MD","21921","2733","410-996-5060",,,"Richard Raulie",,"39.690867","-75.86801299999999","Urban",,"No","No","No","No","No","A number for each school in the district",,"302",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","0317","317","24","240","1491",,"302","0","0","82","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2020-11-19T16:11:00.000"
"Taylorville School District 3","136630","School District","Illinois Department Of Innovation And Technology Consortium","17022359","Consortium","0011988375","Active","443014541","2016-09-28T15:31:00.000","Approved","815 Springfield Rd, Suite B",,"Taylorville","Christian","IL","62568","2201","815 Springfield Rd, Suite B",,"Taylorville","Christian","IL","62568","2201","217-824-4951",,,"Jessica Miller","Jessica Miller","39.562718","-89.30475",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","aaron.richardson@usac.org","2021-08-20T10:40:00.000"
"Westside Middle School","78463","School","Westside Community Schools","138313","School District","0012467783","Active",,,,"8601 Arbor St",,"Omaha","Douglas","NE","68124","2149","8601 Arbor St",,"Omaha","Douglas","NE","68124","2149","402-390-6464",,,"Paul D Lindgren",,"41.236341","-96.046041","Urban",,"No","No","No","No","No","A number for each school in the district",,"963",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","28-0066-018","28-0066","31","7866","1915",,"969","0","0","351","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2020","2021-01-13T22:20:00.000"
"Marcy School","16085124","School",,,,,"Active",,,,"2716 Marcy Ave.",,"San Diego","San Diego","CA","92113",,"2716 Marcy Ave.",,"San Diego","San Diego","CA","92113",,"619-525-7372",,,,,"32.697742","-117.135566","Rural",,"No","No","No","No","No","A number for each school in the district",,"0",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"0","0","0","0","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","athayer@csmcentral.com","2021-01-13T23:01:00.000"
"Soar At Green Valley Ranch","16066374","School",,,,,"Active",,,,"4800 Telluride St Bld 4",,"Denver","Denver","CO","80249",,"4800 Telluride St Bld 4",,"Denver","Denver","CO","80249",,"720-287-5100",,,,,"39.784827","-104.779567","Urban",,"No","No","No","No","No","A number for each school in the district",,"453",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","8053",,,,,,"453","0","0","354","No",,"None",,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","ssmith@csmcentral.com","2021-01-13T22:54:00.000"
"World Harvest Church","17024630","Consortium",,,,"0006512560","Active","443027848","2020-11-19T16:02:00.000","Approved","4595 Gender Rd",,"Canal Winchester","Fairfield","OH","43110",,"4595 Gender Rd",,"Canal Winchester","Fairfield","OH","43110",,"614-837-1990",,,"Ben Dove","Ben Dove","39.89153","-82.827942",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","jasmine.artis@usac.org","2020-02-25T16:57:00.000"
"Harkham Hillel Hebrew Academy","16063813","School",,,,"0020613162","Active","443022344","2019-08-27T02:00:00.000","Approved","9120 W. Olympic Blvd.",,"Beverly Hills","Los Angeles","CA","90212",,"9120 W. Olympic Blvd.",,"Beverly Hills","Los Angeles","CA","90212",,"310-276-6135",,,"Daniel Silverman","Daniel Silverman","34.059068","-118.390311","Urban",,"Yes","No","No","No","No",,,"560",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"560","0","0","10","No",,"Survey",,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","rsenturia@erateprogram.com","2021-09-23T16:48:00.000"
"Mckeesport Dart Classroom","16053165","Non-Instructional Facility (Nif)",,,,,"Closed",,,,"Founders Hill","3600 O'Neil Blvd","Mckeesport","Allegheny","PA","15132",,"475 East Waterfront Drive","1415 California Avenue","Homestead","Allegheny","PA","15120","1144","412-948-1136",,,,,"40.341239","-79.844926",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","lisa.reyes@usac.org","2021-01-14T15:41:00.000"
"Smith Elementary School","92594","School","Lubbock Isd","141986","School District","0012704417","Active",,,,"8707 Dover Ave",,"Lubbock","Lubbock","TX","79424","4557","8707 Dover Ave",,"Lubbock","Lubbock","TX","79424","4557","806-219-6800","sfirenza@lubbockisd.org",,"Scott Firenza",,"33.513404","-101.932344","Urban",,"No","No","No","No","No","A number for each school in the district",,"585",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"579","0","0","455","Yes","0.4905",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","elias.bengoa@lubbockisd.org","2021-12-07T11:31:00.000"
"Windsor Elementary School","25501","School","Isle Of Wight County Sch Dist","126520","School District",,"Active",,,,"20008 Courthouse Hwy.",,"Windsor","Isle Of Wight","VA","23487","9601","20008 Courthouse Hwy.",,"Windsor","Isle Of Wight","VA","23487","9601","757-242-4193",,,"Eric Cooprider",,"36.8695577","-76.73840360000001","Rural",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"559","0","0","258","No",,"None",,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","Commitment Batch Update 2018","2020-11-19T11:03:00.000"
"Waters Elementary School","92585","School","Lubbock Isd","141986","School District","0012704441","Active",,,,"3006 78th St",,"Lubbock","Lubbock","TX","79423","1814","3006 78th St",,"Lubbock","Lubbock","TX","79423","1814","806-219-7000","sfirenza@lubbockisd.org",,"Scott Firenza",,"33.524312","-101.880144","Urban",,"No","No","No","No","No","A number for each school in the district",,"526",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"507","0","0","507","Yes","0.6627",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","elias.bengoa@lubbockisd.org","2021-12-07T09:24:00.000"
"Honiss Elementary School","7726","School","Dumont School District","122908","School District",,"Active",,,,"31 Depew St",,"Dumont","Bergen","NJ","07628","3628","31 Depew St",,"Dumont","Bergen","NJ","07628","3628","201-387-3020",,,"Kevin Cartotto",,"40.937682","-73.987577","Urban",,"No","No","No","No","No","A number for each school in the district",,"643",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","080","1130",,,,,"643","0","0","61","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2021","2021-12-07T14:31:00.000"
"Nettleton Jr High","16067020","School","Nettleton School District","128584","School District","0012327409","Active",,,,"170 Mullen Ave",,"Nettleton","Itawamba","MS","38858",,"170 Mullen Ave",,"Nettleton","Itawamba","MS","38858",,"662-963-2151","hrogers@nettleton.k12.ms.us","www.nettletonschools.com","Elsie Beard",,"34.090525","-88.619627","Rural",,"No","No","No","No","No","A number for each school in the district",,"176",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","411006","28","28","03090",,,"176","0","0","145","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","hrogers@nettleton.k12.ms.us","2021-01-14T19:25:00.000"
"Sheridan Elementary School","72071","School","Bloomington Public Schools, District 87","136200","School District",,"Active",,,,"1403 W Walnut St",,"Bloomington","Mclean","IL","61701","2652","1403 W Walnut St",,"Bloomington","Mclean","IL","61701","2652","309-828-2359","jim@district87.org",,"Jim Peterson",,"40.486786","-89.010731","Urban",,"No","No","No","No","No","A number for each school in the district",,"362",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"362","0","0","362","Yes","0.6417",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","meg.serke@erateportal.com","2020-11-19T15:49:00.000"
"Warren County School Board Office","16037067","Non-Instructional Facility (Nif)","Warren County School District","126458","School District",,"Active",,,,"210 North Commerce Avenue",,"Front Royal","Warren","VA","22630",,"210 North Commerce Avenue",,"Front Royal","Warren","VA","22630",,"540-635-2171",,,"Timothy Grant",,"38.922173","-78.191887",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","EPC System","2021-07-27T11:54:00.000"
