"applicant","award_fiscal_year","project_number","category","eligible_mitigation_action","old_vehicle_type","new_vehicle_type","new_fuel_type","est_lifetime_nox_reduction","funding_requested","actual_funding_awarded","maximum_vw_cost_share","vehicle_cost","address","city","zip","county","state","point"
"Ozarks Coca Cola/Dr Pepper Bottling Company","2020","NG03-OZAR-1904","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Combination",,"diesel","3.71","32387.50","30815.25","0.25",,"1777 N Packer Rd","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"Waste Management of Missouri, INC","2020","NG25-WAST-1/12-3070","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"CNG","3.403","55000.00","55000.00","0.25","345115.20","7320 Hall Street","St. Louis","63147","Saint Louis City","MO","POINT (-90.221068 38.695471)"
"Lincoln County R-III School District","2019","SB48-B2","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","1.126","22000.00","22000.00","0.25","95275.00","51 Clonts Field Drive Suite B","Troy","63379","Lincoln","MO","POINT (-90.980422 38.994368)"
"Grain Valley Schools","2019","SB29-B7","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.979","22000.00","22000.00","0.25","99981.00","31606 E. Pink Hill Rd.","Grain Valley","64029","Jackson","MO","POINT (-94.214042 39.009318)"
"Metropolitan St Louis Sewer District","2020","GT11-METR-6760","Category 2: Government Trucks","6. Class 4-7 Local Frieght","Short Haul Single Unit",,"diesel","0.784",,"37596.00",,"113100.00","2350 Market St","St. Louis","63103","Saint Louis City","MO","POINT (-90.215039 38.630287)"
"Department of Corrections","2020","DOC-2986-F0583M","Category 2: Government Trucks","6. Class 4-7 Local Frieght","Long Haul Combination",,"diesel","0.02","100590.00","100590.00","1.14","88279.25","2736 Plaza Drive","Jefferson City","65102","Cole","MO","POINT (-92.187689 38.577896)"
"Hiland Dairy Foods LLC","2020","NG10-HILA-21/43-8276","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","3.094","22500.00","22500.00","0.25","117724.00","1137 E Kearny Street","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"Hiland Dairy Foods LLC","2020","NG10-HILA-23/43-8267","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","2.87","25000.00","25000.00","0.25","120132.00","1133 E Kearny Street","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"Ash Grove R-IV School District","2019","SB04-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.197","22000.00","21157.00","0.25","84628.00","100 N. Maple Lane","Ash Grove","65604","Greene","MO","POINT (-93.582453 37.305448)"
"Lebanon R-III Schools","2019","SB44-B1","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","School Bus","School Bus","diesel","0.232","22000.00","21493.00","0.25","85972.00","224 W. Commercial","Lebanon","65536","Laclede","MO","POINT (-92.646476 37.686845)"
"EAST Carter County R2 Schools","2020","D11-EAST-1/1-4522","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","School Bus",,"diesel","0.216","35000.00","22500.00","0.25","104842.00","24 South Herren Ave","Ellsinore","63937","Carter","MO","POINT (-90.756558 36.957051)"
"Estes Express Lines","2020","NG03-ESTE-4/5-2288","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","4.147","25249.00","22082.01","0.25","88328.02","205 Soccer Park Road","Fenton","63026","Saint Louis County","MO","POINT (-90.463646 38.504609)"
"Metropolitan St. Louis Sewer District","2019","R-GT4-STLO-T3","Category 2: Government Trucks",,,,"diesel","1.32","49000.00","64000.00","0.5","398538.00","2350 Market Street","St. Louis","63103","Saint Louis City","MO","POINT (-90.215039 38.630287)"
"Salisbury R-IV School District","2019","SB71-B2","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.778","22000.00","21293.50","0.25","85174.00","1000 South Maple Avenue","Salisbury","65281","Chariton","MO","POINT (-92.797228 39.487371)"
"Joplin Stone Company","2020","D03-JOPL-1/1-4540","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","Haul Truck",,"diesel","13.785","243750.00","243750.00","0.25","975000.00","3253 E Chestnut Expy","Springfield","65802","Greene","MO","POINT (-93.331172 37.210611)"
"New Haven School District","2019","SB61-B1","State Clean Diesel","EMA 5","Bus",,"diesel","0.059","22000.00","21311.00","0.25","85244.00","100 Park Dr.","Franklin","63068","Franklin","MO","POINT (-91.233697 38.557584)"
"County of Audrain","2019","GT45-AUDR-T3","Category 2 - Large (Class 8)","EMA 1","2002 Tractor Trailer/Belly Dump Truck","Short Haul Combination","Diesel","2.720","68707.50","66942.93",,"133885.86","101 North Jefferson Street","Mexico","65265","Audrain","MO","POINT (-91.881761 39.186525)"
"Gasconade County R-II","2020","SB31-GASC-9578","Category 1: school Bus","EMA 45","School Bus","School Bus","Diesel","1.294","22500.00","22018.00","0.25","88072.00","402 E. Lincoln","Owensville","65066","Gasconade","MO","POINT (-91.488156 38.343261)"
"Republic Services Inc","2020","NG07-REPU-2233","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","1.628","20710.00","0.00","0.25",,"7185 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Republic Services INC","2020","NG20-REPU-28/30-2203","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","1.638","24484.50","24484.50","0.25","262490.00","7163 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"R+L Carriers, Inc","2020","NG18-R+LC-29/33-2011","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","0.808","24456.80","24456.80","0.25","101007.00","4055 N Pleasant Ave","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"St Louis, City of","2020","GT21-STLO-7233","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","0.462",,"22006.84",,"81241.00","1122 Clark Ave","St. Louis","63102","Saint Louis City","MO","POINT (-90.188556 38.631639)"
"Department of Corrections","2019","DOC-7","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","2.358","106448.83","106448.83",,"106448.83","2729 Plaza Drive","Jefferson City","65102","Cole","MO","POINT (-92.187689 38.577896)"
"L Davis Transports, LLC","2020","NG09-LDAV-3018","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Long Haul Combination",,"diesel","8.58","40000.00","26250.00","0.25",,"PO BOX 419","St. James","65559","Phelps","MO","POINT (-91.609245 38.007914)"
"R+L Carriers, Inc","2020","NG18-R+LC-16/33-8063","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","3.888","26303.63","26259.50","0.25","105038.00","4055 N Pleasant Ave","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Poplar Bluff R-I","2020","SB28-POPL-4637","Category 1: school Bus","EMA 39","School Bus","School Bus","Diesel","1.294","22500.00","22500.00","0.25","96916.00","1110 N. Westwood","Poplar Bluff","63901","Butler","MO","POINT (-90.437071 36.769948)"
"Republic Services Inc","2020","NG07-REPU-9430","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","1.212","15540.00","0.00","0.25",,"7212 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Metropolitan St. Louis Sewer Department","2020","GT17-MSWR-7952","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","0.858","33400.00","0.00","0.5",,"10 E Grand Ave","St. Louis","63147","Saint Louis City","MO","POINT (-90.221068 38.695471)"
"Wheaton R-III","2019","SB82-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","Diesel","0.721","22000.00","22000.00","0.25","97165.00","300 S Gilman Ave","Wheaton","64874","Barry","MO","POINT (-94.039897 36.766622)"
"R+L Carriers, Inc","2020","NG18-R+LC-4/33-8432","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","1.284","26303.63","26259.50","0.25","105038.00","4055 N Pleasant Ave","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Springfield R-XII","2020","SB19-SPRI-2963","Category 1: school Bus","EMA 26","School Bus","School Bus","Diesel","0.946","36000.00","36000.00","0.4","108856.00","2945 E Pythian Street","Springfield","65802","Greene","MO","POINT (-93.331172 37.210611)"
"Republic Services Inc","2020","NG07-REPU-7605","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","4.788","30726.75","0.00","0.25",,"7207 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"East Newton R6 School District","2019","SB18-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.144","22000.00","21840.00","0.25","87360.00","22808 East Highway 86","Granby","64844","Newton","MO","POINT (-94.243064 36.914095)"
"City of St. James","2019","R-GT3-STJA-T2","Category 2: Government Trucks",,,,"diesel","0.676","30000.00","6000.00","0.5","64849.90","1001 Main St","Lexington","64067","Lafayette","MO","POINT (-93.855192 39.157998)"
"Blue Springs School District","2020","D08-BLUE-1/1-4832","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","School Bus",,"diesel","0.136","22500.00","22500.00","0.25","95832.00","200 SE US 40 HWY","Blue Springs","64014","Jackson","MO","POINT (-94.258857 39.015376)"
"FedEx Freight Corporation","2020","NG27-FEDE-25/35-4458","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","1.441","21476.58","21476.58","0.25","101275.86","4094 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"George C Potterfield Trucking Inc","2020","NG07-GEOR-1/1-7028","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","4.445","150000.00","37000.00","0.25","148000.00","PO Box 296","Monroe City","63456","Monroe","MO","POINT (-91.714164 39.655916)"
"City Utilities of Springfield","2020","D04-CITY-2/7-3688","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","Backhoe",,"diesel","0.21","25000.00","23625.00","0.25","94500.00",,"Springfield","65802","Greene","MO","POINT (-93.331172 37.210611)"
"City Utilities of Springfield","2020","TS02-SPRG-1-1281","Category 3: Transit and Shuttle Buses","2. Class 4-8 School Bus, Shuttle Bus, or Transit Bus","Bus","Bus","all-electric","12.57","184000.00","184000.00","0.5","865000.00","1505 N Boonville Ave","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"First Student, Inc.","2019","SB23-B3","Category 7: DERA Option","Other","School Bus","School Bus","diesel","1.075","22000.00","20474.45","0.25","81897.80","807 Chambers Rd","St. Louis","63137","St. Louis","MO","POINT (-90.217202 38.750368)"
"Knox County R-I School District","2020","SB49-KNOX-4993","Category 1: school Bus","EMA 67","School Bus","School Bus","Electric","0.576","179000.00","169126.69","0.5","338253.38","55701 State Hwy 6","Edina","63537","Knox","MO","POINT (-92.098794 40.190781)"
"Republic Services Inc","2020","NG07-REPU-2876","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","1.498","19503.40","0.00","0.25",,"7190 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Rolla 31 School District","2019","SB70-B2","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.606","22000.00","21964.75","0.25","87859.00","500A Forum Drive","Rolla","65401","Phelps","MO","POINT (-91.760047 37.916461)"
"Ozark R-VI School District","2019","SB65-B3","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.642","22000.00","22000.00","0.25","90128.00","1826 S. 15th Street","Ozark","65721","Christian","MO","POINT (-93.213945 36.999652)"
"Department of Corrections","2019","DOC-8","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","1.547","96360.05","96360.05",,"96360.05","2729 Plaza Drive","Jefferson City","65102","Cole","MO","POINT (-92.187689 38.577896)"
"Department of Corrections","2020","DOC-2282-F0175M","Category 2: Government Trucks","2. Class 4-8 School Bus, Shuttle Bus, or Transit Bus","Bus",,"diesel","0.532","114100.00","114100.00","1","114100.00","2729 Plaza Drive","Jefferson City","65102","Cole","MO","POINT (-92.187689 38.577896)"
"Howell Valley R-I School District","2019","SB37-B1","State Clean Diesel","EMA 2","School Bus","School Bus","diesel","0.445","22000.00","22000.00","0.25","92615.00","6461 State Route ZZ","West Plains","65775","Howell","MO","POINT (-91.8681 36.7125)"
"Hiland Dairy Foods LLC","2020","NG10-HILA-12/43-3596","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","3.532","18750.00","18750.00","0.25","89854.00","1139 E Kearny Street","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"McDonald County R-1 Schools","2019","SB54-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.708","22000.00","21142.50","0.25","84570.00","100 Mustang Dr.","Anderson","64831","McDonald","MO","POINT (-94.471872 36.664965)"
"Republic Services INC","2020","NG20-REPU-12/30-9706","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","3","30726.75","30726.75","0.25","153889.70","7170 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Metropolitan St. Louis Sewer Department","2020","GT17-MSWR-8205","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","0.968","37800.00","37800.00","0.5","264995.00","10 E Grand Ave","St. Louis","63147","Saint Louis City","MO","POINT (-90.221068 38.695471)"
"Dora R-III School District","2020","D17-DORA-1/1-3932","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","School Bus",,"gasoline",,"22974.00","22974.00","0.25","106241.00","613 County Road 379","Dora","65637","Ozark","MO","POINT (-92.218669 36.765945)"
"Republic Services INC","2020","NG20-REPU-20/30-1897","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","1.13","16939.50","16939.50","0.25","262490.00","7158 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Mountain View-Birch Tree R-III","2019","SB60-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.801","22000.00","22000.00","0.25","105385.00","1056 Old Hwy 60","Mountain View","65548","Howell","MO","POINT (-91.749092 36.983705)"
"David & Jerrie Baum, LLC","2020","NG02-DAVI-2/4-4673","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","5.508","40000.00","40000.00","0.25","169825.00",,"Halltown","65664","Lawrence","MO","POINT (-93.628258 37.193049)"
"Logan Rogersville R-VIII School District","2019","SB49-B2","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.554","22000.00","22000.00","0.25","96726.00","100 East Front Street","Rogersville","65742","Webster","MO","POINT (-93.084819 37.124148)"
"Sullivan C-2","2019","SB79-B1","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","School Bus","School Bus","Diesel",,"22000.00","21110.00","0.25","84440.00","138 Taylor Street","Sullivan","63080","Franklin","MO","POINT (-91.146205 38.237839)"
"Hannibal Public School District #60","2019","SB31-B2","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.2","22000.00","22000.00","0.25","105343.00","4650 McMasters Avenue","Hannibal","63401","Marion","MO","POINT (-91.420452 39.702916)"
"Waste Management of Missouri, INC","2020","NG25-WAST-3/12-3628","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"CNG","3.055","42000.00","42000.00","0.25","345115.20","7320 Hall Street","St. Louis","63147","Saint Louis City","MO","POINT (-90.221068 38.695471)"
"Republic Services INC","2020","NG20-REPU-16/30-6447","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","2.21","33130.50","33130.50","0.25","222125.00","7154 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Hiland Dairy Foods LLC","2020","NG10-HILA-35/43-9458","Category 4: Nongovernment Trucks","6. Class 4-7 Local Frieght","Short Haul Single Unit",,"diesel","1.722","17500.00","17500.00","0.25","71205.00","1134 E Kearny Street","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"Reynolds County","2020","GT13-REYN-8224","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","1.677",,"66000.00",,"132000.00","PO Box 10","Centerville","63633","Reynolds","MO","POINT (-91.006202 37.444363)"
"Republic Services Inc","2020","NG07-REPU-6753","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","6.402","30726.75","0.00","0.25",,"7202 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Oak Hill R1 School District","2020","D12-OAKH-1/1-1816","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","School Bus",,"diesel","0.248","22500.00","22500.00","0.25","93590.00","6200 South Hwy 19","Salem","65560","Dent","MO","POINT (-91.429745 37.519736)"
"Hiland Dairy Foods LLC","2020","NG10-HILA-6/43-7005","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","4.86","18750.00","18750.00","0.25","89854.00","1144 E Kearny Street","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"Department of Corrections","2019","DOC-1","Category 2: Government Trucks","2. Class 4-8 School Bus, Shuttle Bus, or Transit Bus","Bus",,"diesel","0.705","114100.00","114100.00",,"114100.00","2729 Plaza Drive","Jefferson City","65102","Cole","MO","POINT (-92.187689 38.577896)"
