"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","expense_type"
"2013","Entity Revenue","Non-Departmental‚ Entity Revenue (101-000)","Orgs‚ RI‚ and Fed. pay/reimburse  (42000)","PAYMENT IN LIEU OF TAXES (42002)","5000.04","5000","General (101)","Tax Supported","REVENUE"
"2013","Entity Revenue","Non-Departmental‚ Entity Revenue (101-000)","Orgs‚ RI‚ and Fed. pay/reimburse  (42000)","PAYMENT IN LIEU OF TAXES (42002)","23109814.92","23460727","General (101)","Tax Supported","REVENUE"
"2013","Entity Revenue","Non-Departmental‚ Entity Revenue (101-000)","Orgs‚ RI‚ and Fed. pay/reimburse  (42000)","REIMB BLUE CROSS  PROVIDERS (42025)","750000","750000","General (101)","Tax Supported","REVENUE"
"2013","Entity Revenue","Non-Departmental‚ Entity Revenue (101-000)","Orgs‚ RI‚ and Fed. pay/reimburse  (42000)","SCHOOL DEBT CONSTRUCTION PAYMENTS (42004)","29026848","29026848","General (101)","Tax Supported","REVENUE"
"2013","Entity Revenue","Non-Departmental‚ Entity Revenue (101-000)","Orgs‚ RI‚ and Fed. pay/reimburse  (42000)","STATE REIMBURSEMENT EXCISE TAX (42008)","1617921.96","1617922","General (101)","Tax Supported","REVENUE"
"2013","Entity Revenue","Non-Departmental‚ Entity Revenue (101-000)","Orgs‚ RI‚ and Fed. pay/reimburse  (42000)","TELEPHONE TAX (42006)","1879800.96","2142738","General (101)","Tax Supported","REVENUE"
"2013","Excise Taxes","Gen Fund‚ Excise Tax (101-000)","TAX REVENUES (41000)","EXCISE TAX REVENUE (41200)","0","33837526.89","General (101)","Tax Supported","REVENUE"
"2013","Finance Departments","City Collector (101-205)","DEPARTMENTAL REVENUE (43000)","EXP OF COLLECT GENERAL PROPERTY TAX (43080)","600000","600000","General (101)","Tax Supported","REVENUE"
"2013","Finance Departments","City Collector (101-205)","DEPARTMENTAL REVENUE (43000)","SEARCHING RECORDS (43082)","124800","124800","General (101)","Tax Supported","REVENUE"
"2013","Finance Departments","City Collector (101-205)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Finance Departments","City Controller (101-202)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Finance Departments","City Tax Assessor (101-207)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","480000","480000","General (101)","Tax Supported","REVENUE"
"2013","Finance Departments","City Tax Assessor (101-207)","MISCELLANEOUS RECEIPTS (48000)","SALES (48030)","999.96","1000","General (101)","Tax Supported","REVENUE"
"2013","Finance Departments","Recorder of Deeds (101-901)","DEPARTMENTAL REVENUE (43000)","CERTIFIED COPIES (43002)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Finance Departments","Recorder of Deeds (101-901)","DEPARTMENTAL REVENUE (43000)","COPIES (43004)","69600","69600","General (101)","Tax Supported","REVENUE"
"2013","Finance Departments","Recorder of Deeds (101-901)","DEPARTMENTAL REVENUE (43000)","CUSTOMER USE OF COPY MACHINES (43006)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Finance Departments","Recorder of Deeds (101-901)","DEPARTMENTAL REVENUE (43000)","IRS LIEN DISCHARGES (43251)","8700","8700","General (101)","Tax Supported","REVENUE"
"2013","Finance Departments","Recorder of Deeds (101-901)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Finance Departments","Recorder of Deeds (101-901)","DEPARTMENTAL REVENUE (43000)","NO. BURIAL GROUNDS FEES (43860)","0","8268.95","General (101)","Tax Supported","REVENUE"
"2013","Finance Departments","Recorder of Deeds (101-901)","DEPARTMENTAL REVENUE (43000)","RECORDER OF DEEDS FEES (43250)","1200000","1200000","General (101)","Tax Supported","REVENUE"
"2013","Finance Departments","Recorder of Deeds (101-901)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Finance Departments","Recorder of Deeds (101-901)","OTHER REVENUES (48200)","RHODE ISLAND REAL ESTATE CONVEY TAX (48200)","979200","979200","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCOUNTS PAYABLE (20000)","A/P - CURRENT (20000)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","1033 P.A.C. WITHHOLDING (21310)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","1033 RETIREMENT SAVINGS ACCOUNT (21430)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","ACCRUED EXPENSE PAYABLE (21000)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","ACCRUED MISC LIABILITIES (21235)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","AFLAC DISABILITY INSURANCE (21367)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","ALLSTATE VOLUNTARY INSURANCE (21431)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","DELTA DENTAL PAYABLE (21321)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","EMPLOYEE STUDENT LOAN W/H (21352)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","FAMILY COURT WITHOLDINGS (21347)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","FEDERAL INCOME TAX W/H (21255)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","FEDERAL MEDICARE W/H (21265)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","FLEX SPENDING PLAN  URM (21428)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","FLEX SPENDING PLAN DDC (21427)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","GREAT WEST 457 PLAN CONTRIBUTIONS (21337)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","GREAT WEST 457 PLAN LOANS PAYABLE (21423)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","HARTFORD VARIABLE ANNUITY LIFE INS (21375)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","HEALTH CLUB EMPLOYEE DED. PAYABLE (21330)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","ING 457 PLAN CONTRIBUTIONS (21341)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","LOCAL 1033 BENEFITS PAYABLE (21422)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","LOCAL 1033 PENSION PAYABLE (21315)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","LOCAL 1033 PUBLIC EMPLOYEES UNION (21313)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","LOCAL 799 INT'L ASSN OF FIREFIGHT. (21311)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","LONG TERM DISABILITY INSURANCE (21429)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","MEDICAL CO-SHARE WITHOLD POST-TAX (21413)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","MEDICAL CO-SHARE WITHOLD PRE-TAX (21412)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","PROV LODGE #2-FOP (21307)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","PROVIDENCE LODGE F.O.P. P.A.C. (21309)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","RI  INCOME TAX W/H (21260)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","SECTION 125 CAFETERIA PLANS PAYABLE (21340)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","SOCIAL SECURITY TAX W/H (21250)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","WAGE GARNISHMENTS - WEEKLY (21348)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","WATER FOR PEOPLE (21346)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","AMOUNTS HELD FOR OTHERS (21475)","BUY BACK PROGRAM PAYABLE (PPD) (21495)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","AMOUNTS HELD FOR OTHERS (21475)","WAGE GARNISHMENTS - OTHER THAN WKLY (21485)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","AR TAXES (11000)","EXCISE TAX RECEIVABLE (11200)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","AR TAXES (11000)","PROPERTY TAX RECEIVABLE (11000)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","AR TAXES (11000)","TANGIBLE TAX RECEIVABLE (11100)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","BOND LOANS AND NOTES PAYABLE (22000)","OTHER PAYABLES (22035)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 231 (19231)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 232 (19232)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 233 (19233)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 239 (19239)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 240 (19240)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 241 (19241)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 242 (19242)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 245 (19245)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 246 (19246)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 250 (19250)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 252 (19252)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 254 (19254)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 256 (19256)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 258 (19258)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 260 (19260)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 261 (19261)","0","0","General (101)","Tax Supported","REVENUE"
"2013","Miscellaneous Departments","Bureau of Licenses (101-905)","DEPARTMENTAL REVENUE (43000)","BINGO (43420)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 277 (19277)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 283 (19283)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 383 (19383)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 601 (19601)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 620 (19620)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 621 (19621)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 657 (19657)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 659 (19659)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 660 (19660)","0","0","General (101)","Tax Supported","REVENUE"
"2013","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 665 (19665)","0","0","General (101)","Tax Supported","REVENUE"
