"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","PERSONNEL BENEFITS","1000","1000","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","ADMINISTRATION","ADMINISTRATION","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","500","500","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","PERSONNEL BENEFITS","85921.85","85921.85","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","TRAFFIC MITIGATION FEES","FINANCE","TRANSFERS-OUT","INTERGOVERNMENTAL/INTERFUND","188768","188768","MITIGATION FEES","NON-TAX SUPPORTED FUNDS","OPERATING TRANSFERS OUT","OPERATING EXPENSES"
"2015","AUBURN GOLF COURSE OPERATIONS","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","50500","50500","GENERAL","TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION","FINANCE","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","3000","3000","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","COMMUNITY SERVICES","ADMINISTRATION","ECONOMIC ENVIRONMENT","SUPPLIES","1000","1000","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","ADMINISTRATION","CITY ATTORNEY","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","25100","25100","GENERAL","TAX SUPPORTED FUNDS","INSURANCE","OPERATING EXPENSES"
"2015","PUBLIC SERVICES","ADMINISTRATION","MENTAL AND PHYSICAL HEALTH","INTERFUND PAYMENTS FOR SERVICES","2800","2800","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","OPERATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","INTERFUND PAYMENTS FOR SERVICES","271200","271200","GENERAL","TAX SUPPORTED FUNDS","INTERFUND SUPPLIES","OPERATING EXPENSES"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","OTHER SERVICES & CHARGES","1000","1000","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","200800","200800","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","MULTI-MEDIA SERVICES","IT","INTERNAL SERVICE","PERSONNEL BENEFITS","22089.19","22089.19","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","CITY CLERK","CITY ATTORNEY","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","1295.03","1295.03","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","20000","20000","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","FINANCE","DEBT SERVICE PRINCIPAL PAYMENT","DEBT SERVICE PRINCIPAL","220000","220000","2010C&D LOCAL REVITALIZATION","TAX SUPPORTED FUNDS","DEBT SERVICE PRINCIPAL","OPERATING EXPENSES"
"2015","HISTORICAL MUSEUM","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","23089.57","23089.57","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","MUNICIPAL COURT","HUMAN RESOURCES","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","669000","669000","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","BUILDING/PERMITS & INSPECTIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SECURITY OF PERSONS AND PROPERTY","SALARIES & WAGES","1208128.71","1208128.71","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","SALARIES & WAGES","83622.24","83622.24","DRUG FORFEITURE FUND","NON-TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","INTERFUND PAYMENTS FOR SERVICES","327431","327431","GENERAL","TAX SUPPORTED FUNDS","OTHER INTERFUND SERVICES/CHGS","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","9820.2","9820.2","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","BUILDING/PERMITS & INSPECTIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SECURITY OF PERSONS AND PROPERTY","INTERFUND PAYMENTS FOR SERVICES","135750","135750","GENERAL","TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","SALARIES & WAGES","484931.79","484931.79","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","CIVIL SERVICE COMMISSION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","SUPPLIES","200","200","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","MUNICIPAL COURT","HUMAN RESOURCES","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","2604.96","2604.96","GENERAL","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","ANIMAL CONTROL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","PHYSICAL ENVIRONMENT","OTHER SERVICES & CHARGES","821.03","821.03","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","OTHER SERVICES & CHARGES","28000","28000","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","COMPREHENSIVE PLANNING","ADMINISTRATION","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","110000","110000","HOUSING & COMM. DEVELOPMENT","NON-TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","COMMUNITY SERVICES","ADMINISTRATION","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","6000","6000","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","SUPPLIES","58500","58500","SEWER","NON-TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","PERSONNEL BENEFITS","121091.01","121091.01","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","8400","8400","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","INTERGOVERNMENTAL - FIRE MITIGATION FEES","FINANCE","SECURITY OF PERSONS AND PROPERTY","INTERGOVERNMENTAL/INTERFUND","33780","33780","MITIGATION FEES","NON-TAX SUPPORTED FUNDS","INTERGOVERNMENTAL","OPERATING EXPENSES"
"2015","SPECIAL UNITS","POLICE","SECURITY OF PERSONS AND PROPERTY","SUPPLIES","22500","22500","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","FINANCE","AIRPORT","PERSONNEL BENEFITS","2762.45","2762.45","AIRPORT","NON-TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","PUBLIC SERVICES","ADMINISTRATION","MENTAL AND PHYSICAL HEALTH","INTERFUND PAYMENTS FOR SERVICES","2170","2170","GENERAL","TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","44402.72","44402.72","GENERAL","TAX SUPPORTED FUNDS","HEALTH INSURANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","INTERGOVERNMENTAL/INTERFUND","148600","148600","GENERAL","TAX SUPPORTED FUNDS","INTERGOVERNMENTAL","OPERATING EXPENSES"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","10993.88","10993.88","DRUG FORFEITURE FUND","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","ADMINISTRATION","CITY ATTORNEY","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","37700","37700","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","MULTI-MEDIA SERVICES","IT","INTERNAL SERVICE","SUPPLIES","61650","61650","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","EQUIPMENT RENTAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","OTHER SERVICES & CHARGES","8000","8000","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","SPECIAL EVENTS","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","14609.24","14609.24","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","SALARIES & WAGES","89500","89500","WATER","NON-TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","OTHER SERVICES & CHARGES","1250","1250","WATER","NON-TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","DEBT SERVICE PRINCIPAL","562361.06","562361.06","WATER","NON-TAX SUPPORTED FUNDS","INTERGOVERNMENTAL","OPERATING EXPENSES"
"2015","ADMINISTRATION","CITY ATTORNEY","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","1500","1500","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","EQUIPMENT RENTAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","OTHER SERVICES & CHARGES","1200","1200","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","INTERNAL SERVICE","PERSONNEL BENEFITS","19071.12","19071.12","WORKER'S COMP SELF INS","NON-TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","CIVIL SERVICE COMMISSION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","79.77","79.77","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","ADMINISTRATION","ECONOMIC ENVIRONMENT","INTERFUND PAYMENTS FOR SERVICES","1800","1800","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","5500","5500","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","ADMINISTRATION","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","17600","17600","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","OTHER SERVICES & CHARGES","897280","897280","FACILITIES","NON-TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","MULTI-MEDIA SERVICES","IT","INTERNAL SERVICE","OTHER SERVICES & CHARGES","2500","2500","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","OTHER SERVICES & CHARGES","200000","200000","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","SALARIES & WAGES","13000","13000","GENERAL","TAX SUPPORTED FUNDS","OTHER WAGES","PERSONNEL COSTS"
"2015","SYSTEMS","IT","INTERNAL SERVICE","SALARIES & WAGES","25990","25990","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","SPECIAL UNITS","POLICE","SECURITY OF PERSONS AND PROPERTY","SUPPLIES","1000","1000","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","18591.71","18591.71","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","BUILDING/MAINTENANCE","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","SUPPLIES","20000","20000","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","17000","17000","DRUG FORFEITURE FUND","NON-TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","MULTI-MEDIA SERVICES","IT","INTERNAL SERVICE","SUPPLIES","2000","2000","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","INTERFUND PAYMENTS FOR SERVICES","75900","75900","WATER","NON-TAX SUPPORTED FUNDS","INTERFUND SUPPLIES","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INCREASE IN FIXED ASSETS","PERSONNEL BENEFITS","3042.27","3042.27","SEWER","NON-TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","SALARIES & WAGES","10000","10000","FACILITIES","NON-TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","COMMUNITY SERVICES","ADMINISTRATION","ECONOMIC ENVIRONMENT","INTERFUND PAYMENTS FOR SERVICES","23850","23850","GENERAL","TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","ENGINEERING/PLANS & SERVICE","COMMUNITY DEVELOPMENT & PUBLIC WORKS","PHYSICAL ENVIRONMENT","INTERFUND PAYMENTS FOR SERVICES","48500","48500","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","HISTORICAL MUSEUM","PARKS","CULTURE AND RECREATION","INTERFUND PAYMENTS FOR SERVICES","5900","5900","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","DEBT SERVICE INTEREST","FINANCE","AIRPORT","DEBT SERVICE INTEREST","41738.58","41738.58","AIRPORT","NON-TAX SUPPORTED FUNDS","DEBT SERVICE INTEREST","OPERATING EXPENSES"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","OTHER SERVICES & CHARGES","177600","177600","GENERAL","TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","15400","15400","GENERAL","TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","INTERFUND PAYMENTS FOR SERVICES","384835","384835","WATER","NON-TAX SUPPORTED FUNDS","INTERFUND OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","AUBURN GOLF COURSE OPERATIONS","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","5500","5500","GENERAL","TAX SUPPORTED FUNDS","OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","SUPPLIES","30000","30000","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","ENGINEERING/PLANS & SERVICE","COMMUNITY DEVELOPMENT & PUBLIC WORKS","PHYSICAL ENVIRONMENT","OTHER SERVICES & CHARGES","5000","5000","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","6200","6200","BUSINESS IMPROVEMENT AREA","NON-TAX SUPPORTED FUNDS","OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","ADMINISTRATION","FINANCE","AIRPORT","PERSONNEL BENEFITS","5301.2","5301.2","AIRPORT","NON-TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","95000","95000","GENERAL","TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","OTHER SERVICES & CHARGES","48600","48600","WATER","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","MUNICIPAL COURT","HUMAN RESOURCES","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","119500","119500","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","PERSONNEL BENEFITS","8699.51","8699.51","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","SALARIES & WAGES","156478.41","156478.41","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","AUBURN GOLF COURSE OPERATIONS","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","4000","4000","GENERAL","TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","SUPPORT SERVICES","POLICE","SECURITY OF PERSONS AND PROPERTY","SUPPLIES","25200","25200","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","OTHER SERVICES & CHARGES","1000","1000","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","AUBURN GOLF COURSE OPERATIONS","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","56330.88","56330.88","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","WORKER'S COMP SELF INS","HUMAN RESOURCES","INTERNAL SERVICE","OTHER SERVICES & CHARGES","25000","25000","WORKER'S COMP SELF INS","NON-TAX SUPPORTED FUNDS","THIRD PARTY ADMINISTRATOR","OPERATING EXPENSES"
"2015","LEGISLATIVE SERVICES","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","7900","7900","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","BUDGET, ACCT & AUDITING","FINANCE","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","100820","100820","GENERAL","TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","MULTI-MEDIA SERVICES","IT","INTERNAL SERVICE","OTHER SERVICES & CHARGES","11000","11000","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","SUPPLIES","1500","1500","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","INTERFUND PAYMENTS FOR SERVICES","395600","395600","GENERAL","TAX SUPPORTED FUNDS","INTERFUND OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","31000","31000","DRUG FORFEITURE FUND","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","PERSONNEL BENEFITS","211464.7","211464.7","SEWER","NON-TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INCREASE IN FIXED ASSETS","PERSONNEL BENEFITS","15480.06","15480.06","WATER","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","PARKS","DEBT SERVICE PRINCIPAL PAYMENT","DEBT SERVICE PRINCIPAL","51000","51000","GENERAL","TAX SUPPORTED FUNDS","CAPITAL LEASE PRINCIPAL PAYMENTS","OPERATING EXPENSES"
"2015","ENGINEERING/PLANS & SERVICE","COMMUNITY DEVELOPMENT & PUBLIC WORKS","PHYSICAL ENVIRONMENT","SALARIES & WAGES","35000","35000","GENERAL","TAX SUPPORTED FUNDS","OTHER WAGES","PERSONNEL COSTS"
"2015","OPERATING TRANSFER OUT","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","INTERGOVERNMENTAL/INTERFUND","414754.35","414754.35","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","OPERATING TRANSFERS OUT","OPERATING EXPENSES"
"2015","AUBURN GOLF COURSE OPERATIONS","PARKS","CULTURE AND RECREATION","SALARIES & WAGES","504632.88","504632.88","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","POLICE","SECURITY OF PERSONS AND PROPERTY","INTERFUND PAYMENTS FOR SERVICES","366500","366500","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","SERVICES - PROGRAMS","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","38000","38000","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","2217.76","2217.76","DRUG FORFEITURE FUND","NON-TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","FIRE RELIEF/PENSION","NON DEPARTMENTAL","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","200000","200000","GENERAL","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","SALARIES & WAGES","25000","25000","SEWER","NON-TAX SUPPORTED FUNDS","OTHER WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","15000","15000","GENERAL","TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","52613.54","52613.54","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","COMPREHENSIVE PLANNING","ADMINISTRATION","ECONOMIC ENVIRONMENT","PERSONNEL BENEFITS","4429.62","4429.62","HOUSING & COMM. DEVELOPMENT","NON-TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","COMPREHENSIVE PLANNING","ADMINISTRATION","ECONOMIC ENVIRONMENT","PERSONNEL BENEFITS","962.97","962.97","HOUSING & COMM. DEVELOPMENT","NON-TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","PERSONNEL BENEFITS","1000","1000","SEWER","NON-TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","SENIOR CITIZEN SERVICES","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","3500","3500","GENERAL","TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","REET 1","FINANCE","TRANSFERS-OUT","INTERGOVERNMENTAL/INTERFUND","1220188","1220188","CAPITAL IMPROVEMENT PROJECTS","TAX SUPPORTED FUNDS","OPERATING TRANSFERS OUT","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","FINANCE","CAPITAL OUTLAY","CAPITAL OUTLAY","165000","165000","CAPITAL IMPROVEMENT PROJECTS","TAX SUPPORTED FUNDS","CAPITAL OUTLAY","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","5200","5200","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
