"figure_table","title","indicator","sub_indicator","year","quintile","country","value","source","notes"
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2198"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Canada","22107.57","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2199"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Iceland","24248.19","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2200"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"United States","25021.06","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2201"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1980",,"Switzerland","26582.04","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2202"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Burundi","570.7681","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2203"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Burkina Faso","624.7874","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2204"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Uganda","625.3777","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2205"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Mali","635.3928","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2206"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"El Salvador","706.5262","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2207"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Central African Republic","756.1968","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2208"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Tanzania","836.321","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2209"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Lesotho","862.4992","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2210"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Nepal","919.3682","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2211"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Togo","959.8235","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2212"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Benin","1045.284","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2213"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Syrian Arab Republic","1051.467","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2214"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Rwanda","1069.209","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2215"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Gambia, The","1134.526","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2216"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"India","1217.345","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2217"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Bangladesh","1234.208","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2218"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Zambia","1285.281","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2219"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Mauritania","1339.902","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2220"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Ghana","1384.544","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2221"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Kenya","1620.792","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2222"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Congo, Rep.","1689.182","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2223"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Egypt, Arab Rep.","1826.244","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2224"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Senegal","1888.607","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2225"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Pakistan","1974.188","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2226"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Cote d'Ivoire","1997.158","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2227"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1990",,"Bolivia","2029.797","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
