"pais","idpilar","titulopilar","idcomponente","titulocomponente","idindicador","tituloindicador","idrequisito","t_tulorequisito","respuestarequisito","porcentaje","dias","promedio","titulosector","a_o_texto","a_o_fechayhora","id_paisrequisito"
"Perú","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","3","El país cuenta con una visión de largo plazo que supere el periodo de gobierno.","2","Inclusión de un diagnóstico de la situación y de los problemas de la población.","El requisito se cumple en su totalidad, es decir, la visión de largo plazo cuenta con un diagnóstico de la situación y de los problemas de la población sustentado en información cuantitativa y cualitativa, que se refleja en una conceptualización jerárquica y causal de la problemática capaz de ordenar las prioridades y las acciones de coordinación institucional para superarlas.",,,,,"2013","2013-01-01T00:00:00.000","Perú1132"
"Brasil","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","9","GESTIÓN PRESUPUESTARIA Y FINANCIERA","3","Diferencia entre el gasto ejecutado y el presupuesto original aprobado","1","Porcentaje de desviación del gasto ejecutado y el aprobado.",,"0.17899999999999999",,,,"2013","2013-01-01T00:00:00.000","Brasil3931"
"Jamaica","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","4","Existencia de un sistema de indicadores de desempeño para medir el progreso.","El requisito no se cumple.",,,,"Educación","2013","2013-01-01T00:00:00.000","Jamaica41624"
"Argentina","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","5","La planificación sectorial se realizó de manera participativa.","1","La elaboración del plan contó con la participación de la sociedad civil.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Argentina41651"
"Bahamas","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","3","Inclusión de información sobre los costos de los bienes y servicios producidos.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Bahamas42013"
"El Salvador","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","3","Características de la estructura programática del presupuesto","1","Utilización de programas para gasto de inversión y corriente.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","El Salvador2431"
"Paraguay","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","17","PRESUPUESTACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El presupuesto de gasto sectorial se estructura con base en programas","1","Porcentaje del presupuesto de gasto sectorial estructurado con base en programas.",,"0.90269999999999995",,,"Salud","2013","2013-01-01T00:00:00.000","Paraguay41711"
"Nicaragua","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","1","Inclusión de información sobre la producción de bienes y servicios.","El requisito se cumple en su totalidad, es decir, el sistema de información incluye datos históricos respecto a la producción de más del 8% de los bienes y servicios sectoriales (por ejemplo: número de escuelas construidas, número de pabellones hospitalarios modernizados, número de raciones alimenticias entregadas).",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Nicaragua42011"
"Belice","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","2","Existe una estrategia para mejorar la calidad de los bienes y servicios que produce el sector","1","Definición de estándares y/o normas de calidad.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Belice41921"
"Haití","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","7","INCENTIVOS PARA LA GESTIÓN EFECTIVA DEL GASTO","1","Existen mecanismos que incentivan la eficiencia y eficacia en la gestión del gasto","4","Utilización de incentivos no monetarios individuales.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Haití2714"
"Ecuador","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","21","SISTEMA NACIONAL DE ESTADÍSTICAS","3","Se generan estadísticas nacionales sociales, demográficas, económicas y ambientales que sirven para monitorear el cumplimiento de objetivos y metas del gobierno","2","Periodicidad de la generación de estadísticas económicas.","El requisito se cumple parcialmente, es decir, se recolecta información con la periodicidad indicada para al menos dos de los cinco censos y encuestas económicas descritos en esta condición.",,,,,"2013","2013-01-01T00:00:00.000","Ecuador52132"
"Bahamas","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","22","SEGUIMIENTO DE LA GESTIÓN DEL GOBIERNO","6","La información del sistema de seguimiento está a disposición de la ciudadanía.","2","Publicación de las metodologías de cálculo y de documentos explicativos.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Bahamas52262"
"Colombia","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","5","Longitud del periodo para el cual se planifica.","El requisito se cumple parcialmente, es decir, la visión sectorial de largo plazo analiza un periodo de menos de una década, y/o no se realizan revisiones intermedias de sus objetivos y metas.",,,,"Educación","2013","2013-01-01T00:00:00.000","Colombia41615"
"El Salvador","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","3","PLANIFICACIÓN PARTICIPATIVA","2","El Poder Legislativo participa en la discusión de los objetivos y metas del gobierno","1","    Existencia de un marco legal que establece la presentación del plan al Poder Legislativo.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","El Salvador1321"
"Surinam","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","4","Existen mecanismos que incentivan la obtención de resultados institucionales a nivel sectorial","2","Utilización de incentivos monetarios colectivos.",,,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Surinam41942"
"Argentina","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","15","SISTEMA NACIONAL DE INVERSIÓN PÚBLICA (SNIP)","1","Se dispone de un marco legal e institucional que establece un SNIP y la realización de evaluaciones ex -ante","4","Normas técnicas o metodologías para la realización de evaluaciones ex -ante.","El requisito se cumple parcialmente, es decir, la entidad del gobierno encargada de las evaluaciones ex –ante cuenta con normas técnicas o metodologías para las evaluaciones. Sin embargo, estas normas no incluyen aspectos específicos para las evaluaciones de proyectos de diferentes áreas sectoriales como educación, salud, e infraestructura, o no incluyen un catálogo de precios sociales.",,,,,"2013","2013-01-01T00:00:00.000","Argentina41514"
"El Salvador","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","5","FORMULACIÓN DE LA PERSPECTIVA PRESUPUESTARIA DE MEDIANO PLAZO","2","Se elaboran proyecciones presupuestales plurianuales consistentes con el  plan de gobierno","1","Elaboración de un Marco Fiscal de Mediano Plazo (MFMP).","El país cuenta con un Marco Fiscal de Mediano Plazo (MFMP), es decir, incluye para las proyecciones agregadas de ingresos y egresos, aspectos como:proyecciones del PIB, la inflación, los precios de los principales bienes de exportación y/o importación y el límite de la deuda pública.  Además, el MFMP cubre la totalidad del gobierno central, está articulado con el presupuesto anual y sus proyecciones se actualizan anualmente.",,,,,"2013","2013-01-01T00:00:00.000","El Salvador2521"
"Barbados","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","2","Existe una estrategia para mejorar la calidad de los bienes y servicios que produce el sector","3","Existencia de procedimientos y criterios institucionalizados para mejorar la calidad.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Barbados41923"
"Chile","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","6","Los ministerios sectoriales cuentan con un plan propio de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas","5","Existencia de líneas de base para medir el progreso.",,,,"1.25",,"2013","2013-01-01T00:00:00.000","Chile1165"
"Perú","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","2","Existe una estrategia para mejorar la calidad de los bienes y servicios que produce el sector","2","Recolección de información respecto a la calidad.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Perú41922"
"Haití","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","6","EVALUACIÓN DE LA EFECTIVIDAD DEL GASTO","1","Existe información de desempeño para evaluar los resultados del gasto del gobierno","5","Vínculos entre el plan anual o multianual de evaluaciones y el presupuesto.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Haití2615"
"Paraguay","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","5","El gobierno cuenta con un plan de gobierno de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas.","6","Definición de estrategias y programas para lograr los objetivos.","El requisito se cumple parcialmente, es decir, el plan de gobierno de mediano plazo cuenta con estrategias que se aplicarán durante el período de gestión para lograr los objetivos. Sin embargo, estas estrategias no se concretan en programas y proyectos.",,,,,"2013","2013-01-01T00:00:00.000","Paraguay1156"
"Barbados","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","1","Existe una cartera de los bienes y servicios que produce el sector","3","Inclusión de costos de producción y de las unidades responsables de la producción de los bienes y servicios.","El requisito se cumple parcialmente, es decir, únicamente las metas producción detallan las unidades responsables, o los costos de producción, pero no ambos.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Barbados41913"
"Rep. Domin.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","17","PRESUPUESTACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El presupuesto de gasto sectorial se estructura con base en programas","1","Porcentaje del presupuesto de gasto sectorial estructurado con base en programas.",,"0.95399999999999996",,,"Infraestructura","2013","2013-01-01T00:00:00.000","Rep. Domin.41711"
"Colombia","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","5","Existencia de líneas de base para medir el progreso.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Colombia41625"
"Ecuador","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","15","SISTEMA NACIONAL DE INVERSIÓN PÚBLICA (SNIP)","2","Existe un banco de proyectos de inversión","1","Existencia de criterios predefinidos para ingresar al banco de proyectos.","El requisito se cumple parcialmente, es decir, existen criterios predefinidos que deben cumplir los proyectos de inversión para ingresar al banco de proyectos, pero no los hay para para avanzar entre las diferentes etapas del ciclo de inversión.",,,,,"2013","2013-01-01T00:00:00.000","Ecuador41521"
"Rep. Domin.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","1","Inclusión de información sobre la producción de bienes y servicios.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Rep. Domin.42011"
"Belice","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","14","AUDITORÍA INTERNA Y EXTERNA","3","Se dispone de un marco legal e institucional para la realización de auditorías externas","2","Definición de responsabilidades institucionales.","El requisito se cumple parcialmente, es decir, el marco legal o reglamentario que regula la auditoría externa detalla específicamente a todas las entidades responsables de la coordinación y ejecución de procesos, o incluye aspectos relevantes para el desempeño de la entidad o unidad normativa de la auditoría externa, pero no ambos.",,,,,"2013","2013-01-01T00:00:00.000","Belice31432"
"Surinam","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","2","Inclusión de un diagnóstico de la situación y de los problemas de la población.",,,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Surinam41612"
"Colombia","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","2","Institucionalidad del presupuesto por resultados","4","Existencia de una oficina técnica de presupuesto en el poder  legislativo.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Colombia2424"
"Costa Rica","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","6","Los ministerios sectoriales cuentan con un plan propio de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas","1","Existencia de planes sectoriales de mediano plazo.",,,,"4",,"2013","2013-01-01T00:00:00.000","Costa Rica1161"
"El Salvador","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","2","Existen procesos para garantizar la calidad de los indicadores del sistema de seguimiento sectorial","1","Metodologías para la elaboración de indicadores del sistema de seguimiento.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","El Salvador42021"
"Trin. & Tob.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","3","Definición de objetivos y metas sectoriales a lograrse durante el período de gestión.","El requisito se cumple en su totalidad, es decir, el plan sectorial de mediano plazo cuenta con objetivos y metas. Los objetivos están expresados como cambios o mejoras en las condiciones de vida de la población (resultados, impactos) y las metas son una expresión cuantitativa de los objetivos que se pretenden alcanzar.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Trin. & Tob.41623"
