Permit Number,Permit Type,Issued,Address,City,State,Zipcode,Applicant,Contractor License Number,License Type,Fees,Value of Work,Plans Submitted,SBL,Land Use,Inspector,Expiration Date,Description of Work,Location,Latitude,Longitude,Council District,Police District,Census Tract,Census Block Group,Census Block,Neighborhood,Police Districts,Tracts,Council Districts,Zip Codes,Block Groups,Blocks,Local Historic Districts,Neighborhoods,Neighborhoods ,Tax Districts
REP17-9429476,REPAIR,04/06/2017,29 COLLEGE,BUFFALO,NY,14201,FRANK'S COMMERCIAL AND HOME SE,LTC11-548653,LIGHT COMMERCIAL CONTRACTOR,286.00,30100.00,3,1112100002005000,411,CHARLES DIDIO,10/06/2017,<P>***PLANS FILED***  REBUILD THE FIRST FLOOR SYSTEM AND FOUNDATION OF A 2 STORY 4 FAMILY FRAME DWELLING.</P><P>Start Date7/3/17Chuck Collen 327-6895 //Frank's 877-3008</P>,"(42.89772057346139, -78.8788693464999)",42.89772057346139,-78.8788693464999,FILLMORE,District B,68.02,3,3005,Allentown,1,13,5,15,92,1045,1,32,2,4
GC16-9425072,GC,01/03/2017,84 MINNESOTA,BUFFALO,NY,14214,ALL STATE FIRE EQUIP/WNY (FP2),SPC11-548287,SPECIALITY CONTRACTOR,250.00,9000.00,3,0796200004016000,220,CHARLES DIDIO,07/03/2017,INSTALL 13D SPRINKLER SYSTEM AT 3RD FLOOR AND EGRESS STAIRWAY AT 2-FAMILY DWELLING.  SPRINKLER SYSTEM IS REFERENCED IN PLANS FOR A/P# 212883 TO ESTABLISH 3RD FLOOR OCCUPANCY.  **SEE NOTE IN LOG**,"(42.94731560238165, -78.82631349066104)",42.94731560238165,-78.82631349066104,UNIVERSITY,District E,47.02,2,2001,University Heights,2,56,8,18,244,3262,,43,30,7
GC17-9434666,GC,08/15/2017,960 BUSTI,BUFFALO,NY,14213,ELLICOTT CONSTRUCTION INC.(GNC,GNC11-534646,GENERAL CONTRACTOR,3822.00,1400000.00,3,0995700004004000,710,CHARLES DIDIO,02/15/2018,***PLANS FILED***  ALTER THE 2ND FLOOR FROM PREVIOUSLY APPROVED COMMERCIAL SPACE ( A/P #218947) TO 9 ADDITIONAL APARTMENTS IN A 4 STORY  MASONRY  MIXED USE BUILDING.,"(42.908845411780014, -78.90024483800245)",42.908845411780014,-78.90024483800245,NIAGARA,District B,70,1,1000,West Side,1,69,3,2,256,1484,,40,29,4
GC17-9429934,GC,05/30/2017,100 HIGH,BUFFALO,NY,14203,KALEIDA HEALTH,,,1482.00,500000.00,3,1007900002001000,641,CHARLES DIDIO,11/30/2017,Convert office space to storage at Buffalo GENERAL HOSPITAL at ground floor.,"(42.900384001912684, -78.86575936429455)",42.900384001912684,-78.86575936429455,ELLICOTT,District B,31,4,4010,Fruit Belt,1,35,4,14,153,1002,,55,32,9
GC16-9416717,GC,11/21/2017,184 ASHLAND,BUFFALO,NY,14222,ROBERT M FLORIAN,,,473.00,10000.00,3,1004500002019000,230,CHARLES DIDIO,05/21/2018,"ZBA required 511-18A(2)  & 511-18A(3) Lot, Area & Yard requirements. Convert attic space to be used as a separate apt. in a 3 fam. MD for a total of 4 apts.***plans filed 8/10/16***","(42.90986087953795, -78.87878497803928)",42.90986087953795,-78.87878497803928,NIAGARA,District B,67.01,2,2001,Elmwood Bryant,1,58,3,12,109,1109,,20,5,4
GC16-9421227,GC,03/29/2017,618 DELAWARE,BUFFALO,NY,14201,BENDERSON DEVEL COMPANY (GNC),GNC11-518327,GENERAL CONTRACTOR,21046.00,8150000.00,3,1007000005002000,414,CHARLES DIDIO,09/29/2017,"CITY WIDE SITE PLAN APPROVAL REQ.    ALTER AN EXISTING 167 ROOM HOTEL (HOLIDAY INN) TO A RESIDENCE INN BY MARRIOTT WITH 105 ROOMS FOR EXTENDED STAY.  PLANS FILED 3/2/17 FOR CORE, SHELL AND INTERIOR FRAMING ONLY.  ""PLANS FILED 4/25/2017 FOR PHASE 2 MEPS"".","(42.90111359340579, -78.8734755012014)",42.90111359340579,-78.8734755012014,FILLMORE,District B,68.02,3,3000,Allentown,1,13,5,15,92,178,1,32,2,9
GC17-9426597,GC,02/28/2017,1225 NIAGARA,BUFFALO,NY,14213,LECHASE CONSTRUCTION SERV INC,,,1233.00,396000.00,3,0992600010011000,482,CHARLES DIDIO,08/28/2017,"RENOVATE 3-STORY MASONRY MIXED USE BUILDING INCLUDING 1ST FLOOR COMMERCIAL SPACE (TO BE FIT-OUT UNDER SEPARATE PERMIT), (2) DWELLING UNITS ON 2ND FLOOR ((1) NEW UNIT), AND 1-UNIT ON 3RD FLOOR.  PROJECT INCLUDES ADA RAMP (ON R.O.W.) AT BRECKENRIDGE AND (13) ACCESSORY PARKING SPACES AT 44 BRECKENRIDGE.","(42.91710147335937, -78.89914218796093)",42.91710147335937,-78.89914218796093,NIAGARA,District D,61,1,1012,Upper West Side,5,43,3,2,121,1138,13,14,26,3
GC17-9438555,GC,11/08/2017,618 DELAWARE,BUFFALO,NY,14201,TODD BENDERSON,GNC11-518327,GENERAL CONTRACTOR,2423.00,410000.00,3,1007000005002000,414,CHARLES DIDIO,05/08/2018,INSTALL A NEW INGROUND SWIMMING POOL AND ENCLOSE IT . ENCLOSURE WILL BE ATTACHED TO THE EXISTING HOTEL    PLANS FILED    PHASE I STRUCTURAL ONLY,"(42.90111359340579, -78.8734755012014)",42.90111359340579,-78.8734755012014,FILLMORE,District B,68.02,3,3000,Allentown,1,13,5,15,92,178,1,32,2,9
REP17-9442263,REPAIR,11/03/2017,164 NORMAL,BUFFALO,NY,14213,NURJAHAN   BEGUM,,,150.00,1000.00,0,0996700007017000,230,CHARLES DIDIO,05/03/2018,"REPOINT CHIMNEY, REPAIR BASEMENT STAIRS, AND REPLACE BRICK AT BASMENT WALL WHERE PLUMBING LINES WERE ACCESSED (PRIOR TO OWNERSHIP) AT M.D.  WORK BY OWNER.","(42.90488227848218, -78.88711859449367)",42.90488227848218,-78.88711859449367,NIAGARA,District B,69.04,2,2005,West Side,1,17,3,2,201,2248,,40,29,4
ELEC17-9427302,ELECTRICAL,02/23/2017,99999 NIAGARA,BUFFALO,NY,UNKNOWN,FERGUSON ELECTRIC,MEL11-549045,MASTER ELECTRICIAN,125.00,1.00,0,00000000000000000000,,CHARLES   MOORE,08/23/2017,<P>New 60a service for new traffic signal.</P><P> </P><P>ESR21589275</P>,,,,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,,,,,,,,,
ELEC17-9441719,ELECTRICAL,10/23/2017,87 MAYER,BUFFALO,NY,14207,AFFORDABLE ELECTRIC SERVICES,MEL13-10025839,MASTER ELECTRICIAN,100.00,1100.00,0,0776500003006000,210,CHARLES   MOORE,04/23/2018,100 amp service replacement ESR - 25224743,"(42.949986601744925, -78.89942948983155)",42.949986601744925,-78.89942948983155,NORTH,District D,57,3,3009,Riverside,5,9,1,10,204,3067,,50,18,1
ELEC17-9442390,ELECTRICAL,11/08/2017,193 CARMEL,BUFFALO,NY,14214,HDE ELECTRIC INC,MEL11-551615,MASTER ELECTRICIAN,150.00,1.00,0,0794500001017000,210,CHARLES   MOORE,05/08/2018,ESR#25282408 100AMP SVC120/240 V SGL PHASE SERVICE,"(42.95262708405588, -78.83760144861023)",42.95262708405588,-78.83760144861023,UNIVERSITY,District D,45,3,3000,Central Park,5,64,8,18,240,2159,,37,24,7
ELEC17-9438859,ELECTRICAL,09/29/2017,78 LANG,BUFFALO,NY,14215,RICHARD DERRAH,MEL11-192790,MASTER ELECTRICIAN,125.00,1000.00,0,1012500004023000,220,CHARLES   MOORE,03/29/2018,"Meter reset - Upper Apartment, Acct# 3837545180 ---  Meter Reset, Plus Rough in Inspection - Lower Apartment, Acct # 3857545300","(42.91869031698438, -78.81066229047461)",42.91869031698438,-78.81066229047461,LOVEJOY,District E,37,3,3005,Schiller Park,2,15,2,11,248,843,,53,12,8
ELEC17-9434889,ELECTRICAL,07/21/2017,127 THOMPSON,BUFFALO,NY,14207,RICHARD DERRAH,MEL11-192790,MASTER ELECTRICIAN,75.00,300.00,0,0883300005022000,220,CHARLES   MOORE,01/21/2018,Meter Reset -  Upper Apartment - Account # 4074910244,"(42.93770367943404, -78.8997073716015)",42.93770367943404,-78.8997073716015,NORTH,District D,59,4,4001,Black Rock,5,72,1,10,75,503,,38,9,1
ELEC17-9445115,ELECTRICAL,12/29/2017,550 SENECA,BUFFALO,NY,14204,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-195047,MASTER ELECTRICIAN,125.00,75000.00,0,,,CHARLES   MOORE,06/29/2018,Wire 7 - apartments,"(42.87740722381261, -78.85557890473929)",42.87740722381261,-78.85557890473929,FILLMORE,District A,164,2,2016,Ellicott,4,31,5,16,146,1260,,51,14,13
ELEC17-9437964,ELECTRICAL,09/11/2017,256 WEST,BUFFALO,NY,14201,GREER ELECTRIC INC,MEL11-192896,MASTER ELECTRICIAN,100.00,12000.00,0,0998400003010000,220,CHARLES   MOORE,03/11/2018,service ESR # 24256195 AND COMPLETE REWIRE,"(42.89949412714879, -78.88539630796234)",42.89949412714879,-78.88539630796234,ELLICOTT,District B,71.03,1,1001,Lower West Side,1,55,4,15,159,21,,13,11,4
ELEC17-9441666,ELECTRICAL,10/20/2017,105 PIERCE ST,BUFFALO,NY,14206,CHRISTOPHER   RICE,MEL13-10025807,MASTER ELECTRICIAN,100.00,1500.00,0,1234300009011000,210,CHARLES   MOORE,04/20/2018,service upgrade. ESR: 2521 3230,"(42.870216766503106, -78.7999965134229)",42.870216766503106,-78.7999965134229,LOVEJOY,District A,19,2,2000,Kaisertown,4,21,2,17,188,931,,10,34,12
ELEC17-9427138,ELECTRICAL,02/16/2017,301 OHIO,BUFFALO,NY,14203,RICMAR ELECTRIC INC.,MEL11-192897,MASTER ELECTRICIAN,241.00,1.00,0,1221000002024000,330,CHARLES   MOORE,08/16/2017,Office build out.,"(42.86905940209643, -78.86908854498985)",42.86905940209643,-78.86908854498985,FILLMORE,District A,164,1,1019,First Ward,4,31,5,14,38,965,,46,20,13
ELEC17-9433804,ELECTRICAL,06/26/2017,144 WINSPEAR WEST,BUFFALO,NY,14214,LANCE CHANDLER ELECTRIC,MEL11-561184,MASTER ELECTRICIAN,150.00,1000.00,0,0795400003007000,230,CHARLES   MOORE,12/26/2017,2 family service upgradeESR # 2434-7384,"(42.9515798843369, -78.83027940501786)",42.9515798843369,-78.83027940501786,UNIVERSITY,District E,47.02,3,3001,University Heights,2,56,8,18,216,315,,43,30,7
ELEC17-9428392,ELECTRICAL,03/27/2017,65 BOGARDUS,BUFFALO,NY,14206,RIES ELECTRICAL CONSTRUCTION,MEL11-210581,MASTER ELECTRICIAN,75.00,1.00,0,1124900002013000,210,CHARLES   MOORE,09/27/2017,150 amp service.,"(42.888804668429906, -78.81264569330564)",42.888804668429906,-78.81264569330564,LOVEJOY,District C,23,4,4005,Lovejoy,3,3,2,17,171,3086,,23,8,11
ELEC17-9438307,ELECTRICAL,09/18/2017,38 NAVEL,BUFFALO,NY,14211,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-195047,MASTER ELECTRICIAN,100.00,275.00,0,1012500008035000,210,CHARLES   MOORE,03/18/2018,Meter inspection for single 100 amp service. Acct # 8097545178,"(42.91788499368726, -78.81249039542004)",42.91788499368726,-78.81249039542004,LOVEJOY,District E,37,4,4002,Schiller Park,2,15,2,4,286,1409,,53,12,8
ELEC17-9432390,ELECTRICAL,05/17/2017,74 RIVERSIDE,BUFFALO,NY,14207,AFFORDABLE ELECTRIC SERVICES,MEL13-10025839,MASTER ELECTRICIAN,75.00,1100.00,0,0775600001005000,220,CHARLES   MOORE,11/17/2017,100 amp service replacement ESR - 24142982,"(42.95249008723633, -78.90653299733442)",42.95249008723633,-78.90653299733442,NORTH,District D,58.02,2,2002,Riverside,5,5,1,10,282,382,,50,18,1
ELEC17-9445099,ELECTRICAL,12/28/2017,1740 BAILEY,BUFFALO,NY,14211,O.S. ELECTRIC INC,MEL11-115032,MASTER ELECTRICIAN,125.00,3000.00,0,1017200004022000,710,CHARLES   MOORE,06/28/2018,Install 400 amp service esr#25573764 andany additional wiring as needed,"(42.90200133804714, -78.81391891493561)",42.90200133804714,-78.81391891493561,LOVEJOY,District C,28.02,1,1016,Genesee-Moselle,3,66,2,4,174,3008,,7,1,11
ELEC17-9432670,ELECTRICAL,05/25/2017,352 NORTH PARK,BUFFALO,NY,14216,PAUL H GATES,192765,MASTER ELECTRICIAN,100.00,3000.00,0,0784900003006000,220,CHARLES   MOORE,11/25/2017,2 meter service smoke detectors plugs and fixtures,"(42.95355962611791, -78.85584471152124)",42.95355962611791,-78.85584471152124,DELAWARE,District D,49.02,1,1002,North Park,5,51,7,5,190,3042,,28,25,2
ELEC17-9444303,ELECTRICAL,12/04/2017,90 GOODYEAR,BUFFALO,NY,14212,COMMUNITY ELECTRIC,MEL11-195028,MASTER ELECTRICIAN,125.00,1.00,0,1017900008016000,220,CHARLES   MOORE,06/04/2018,"ESR#25249706 150 AMO OVERLOAD RESIDENTIAL SVC. , 2-100AMP MAIN BREAKER PANELS","(42.89856873870783, -78.82196202007518)",42.89856873870783,-78.82196202007518,FILLMORE,District C,28.01,1,1003,Genesee-Moselle,3,66,5,8,242,1682,,7,1,11
ELEC17-9433020,ELECTRICAL,06/05/2017,123 MERCER,BUFFALO,NY,14214,CHRISTOPHER   RICE,MEL13-10025807,MASTER ELECTRICIAN,75.00,500.00,0,0902200002003000,220,CHARLES   MOORE,12/05/2017,METER RELEASE. ACC'T # 1432 4911 23  ESR# 2425 4666 (LOWER APT ONLY),"(42.941608763584, -78.8303861354304)",42.941608763584,-78.8303861354304,MASTEN,District E,45,2,2009,Central Park,2,64,9,18,118,411,,37,24,7
ELEC17-9441996,ELECTRICAL,10/30/2017,228 DEWITT,BUFFALO,NY,14213,DENNIS FIEGL,MEL11-147310,MASTER ELECTRICIAN,100.00,50.00,0,0887400006013000,210,CHARLES   MOORE,04/30/2018,Power was shut off for theft of service. Meter channel needs to be fixed slightly. I repaired the meter channel.,"(42.92316049524299, -78.89499150716772)",42.92316049524299,-78.89499150716772,NIAGARA,District D,171,1,1015,Upper West Side,5,27,3,2,53,669,,27,26,3
ELEC17-9427495,ELECTRICAL,02/28/2017,95 BROWNELL,BUFFALO,NY,14212,O.S. ELECTRIC INC,MEL11-115032,MASTER ELECTRICIAN,75.00,200.00,0,1123200001044000,220,CHARLES   MOORE,08/28/2017,meter release on double hourse front acct#4226317302rear #4246317362 and any additional wiring as needed,"(42.89469328633801, -78.81997323302433)",42.89469328633801,-78.81997323302433,FILLMORE,District C,24,5,5004,Lovejoy,3,28,5,8,267,1903,,23,8,11
ELEC17-9442701,ELECTRICAL,11/15/2017,1991 SENECA,BUFFALO,NY,14210,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-552373,MASTER ELECTRICIAN,125.00,900.00,0,1238100001014100,454,CHARLES   MOORE,05/15/2018,Add one 30 amp /208 Volt twist lock outlet on dedicated circuit,"(42.85726626983615, -78.81204296510242)",42.85726626983615,-78.81204296510242,SOUTH,District A,10,4,4003,Seneca-Cazenovia,4,22,6,19,106,895,,24,19,12
ELEC17-9431588,ELECTRICAL,04/27/2017,432 ABBOTT,BUFFALO,NY,14220,POWERED PROTECTION INC,,,350.00,8000.00,0,1333200005001100,620,CHARLES   MOORE,10/27/2017,INSTALL FIRE ALARM,"(42.85103709962367, -78.81603038913283)",42.85103709962367,-78.81603038913283,SOUTH,District A,9,3,3009,South Park,4,44,6,9,250,1561,,41,33,12
ELEC17-9427083,ELECTRICAL,02/15/2017,517 CRESCENT,BUFFALO,NY,14214,ROBERT KINDZIA,MEL11-192784,MASTER ELECTRICIAN,75.00,1000.00,0,0892700002034000,210,CHARLES   MOORE,08/15/2017,"Install new circuits for kitchen remodel, install 100amp main panel.","(42.94137597233231, -78.84667766894299)",42.94137597233231,-78.84667766894299,DELAWARE,District D,52.01,1,1001,Parkside,5,38,7,18,189,209,,21,28,2
ELEC17-9434429,ELECTRICAL,07/11/2017,1833 ELMWOOD,BUFFALO,NY,14216,PAUL DUGAS SR,MEL11-195049,MASTER ELECTRICIAN,125.00,3000.00,0,0786900002001000,453,CHARLES   MOORE,01/11/2018,AKA 1851 Elmwood - spoke with building dept. employee who said to file permit under 1833 and note address we have listed is 1851 Elmwood!commercial sign upgrade service to 200 amp and wire LED sign - ESR 24118747,"(42.94706219404453, -78.87682558219211)",42.94706219404453,-78.87682558219211,NORTH,District D,50,1,1005,North Park,5,70,1,5,94,2746,,5,25,2
ELEC17-9437346,ELECTRICAL,08/25/2017,66 MINERAL SPRING,BUFFALO,NY,14210,LANCE CHANDLER ELECTRIC,MEL11-561184,MASTER ELECTRICIAN,75.00,250.00,0,1237300002045000,220,CHARLES   MOORE,02/25/2018,Meter release pend acct 522907185,"(42.85911555706258, -78.81087504327908)",42.85911555706258,-78.81087504327908,SOUTH,District A,11,1,1010,Seneca-Cazenovia,4,10,6,19,170,1685,,35,19,12
ELEC17-9437452,ELECTRICAL,08/28/2017,98 DETROIT,BUFFALO,NY,14206,AFFORDABLE ELECTRIC SERVICES,MEL13-10025839,MASTER ELECTRICIAN,125.00,1000.00,0,1115900006024000,220,CHARLES   MOORE,02/28/2018,Three meter inspections Office acct. # 3789303058First floor acct. # 0605133195Second floor acct. # 0993146142,"(42.88674835937475, -78.84212427787281)",42.88674835937475,-78.84212427787281,FILLMORE,District C,16.02,1,1023,Broadway Fillmore,3,34,5,17,251,471,,16,23,10
ELEC17-9435710,ELECTRICAL,08/09/2017,34 PENHURST,BUFFALO,NY,14222,L & L ELECTRIC CONSTRUCTION,MEL11-195084,MASTER ELECTRICIAN,75.00,1.00,0,0891300002053000,210,CHARLES   MOORE,02/09/2018,New first and second addition power and lighting infloor heat hardwired smoke/CO detectors relocate existing overhead to underground service 200 amp,"(42.9289913851057, -78.87587304043547)",42.9289913851057,-78.87587304043547,DELAWARE,District D,63.02,1,1008,Elmwood Bidwell,5,54,7,12,193,2471,,42,27,5
ELEC17-9443225,ELECTRICAL,11/30/2017,128 LAIRD,BUFFALO,NY,14207,MICHAEL J MURPHY,MEL11-551521,MASTER ELECTRICIAN,100.00,1700.00,0,0774900002022000,210,CHARLES   MOORE,05/30/2018,ESR# 2544 7176100 amp service upgrade - single family,"(42.95550836197987, -78.90157007374937)",42.95550836197987,-78.90157007374937,NORTH,District D,58.02,3,3004,Riverside,5,5,1,10,14,1245,,50,18,1
ELEC17-9433428,ELECTRICAL,06/14/2017,187 LEMON,BUFFALO,NY,14204,JM&R ELECTRICAL & AC,MEL13-10025811,MASTER ELECTRICIAN,75.00,1000.00,0,1008100011013100,220,CHARLES   MOORE,12/14/2017,Electrical connection of solar panel install,"(42.89923803116121, -78.85920389715068)",42.89923803116121,-78.85920389715068,ELLICOTT,District B,31,3,3017,Fruit Belt,1,35,4,16,18,524,,55,32,9
ELEC17-9431873,ELECTRICAL,05/03/2017,171 PARKSIDE,BUFFALO,NY,14214,HUBER ELECTRIC INC,MEL13-10025817,MASTER ELECTRICIAN,75.00,4838.00,0,0894200001026000,210,CHARLES   MOORE,11/03/2017,ESR- 23592587Install/update 150 amp pipe riser service,"(42.93474762206306, -78.85130822234453)",42.93474762206306,-78.85130822234453,DELAWARE,District D,52.01,4,4002,Parkside,5,38,7,18,275,2138,,21,28,2
ELEC17-9427324,ELECTRICAL,02/22/2017,104 LARCHMONT,BUFFALO,NY,14214,BRADY ELECTRIC INC,MEL11-501367,MASTER ELECTRICIAN,75.00,1000.00,0,0793800004007000,210,CHARLES   MOORE,08/22/2017,Install new outside cable & meter channel ESR#23641926,"(42.95751045781469, -78.82497588569213)",42.95751045781469,-78.82497588569213,UNIVERSITY,District E,46.01,4,4004,University Heights,2,73,8,18,217,1934,,54,30,7
ELEC17-9439983,ELECTRICAL,10/04/2017,7 YALE,BUFFALO,NY,14210,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-195047,MASTER ELECTRICIAN,125.00,2200.00,0,1332500002003000,220,CHARLES   MOORE,04/04/2018,2 family residential 150 amp service. ESR #25057581,"(42.85412422210263, -78.81222207378205)",42.85412422210263,-78.81222207378205,SOUTH,District A,10,3,3000,Seneca-Cazenovia,4,22,6,19,120,2179,,24,19,12
ELEC17-9433241,ELECTRICAL,06/09/2017,191 LEMON,BUFFALO,NY,14204,JM&R ELECTRICAL & AC,MEL13-10025811,MASTER ELECTRICIAN,75.00,1000.00,0,1008100011032100,210,CHARLES   MOORE,12/09/2017,ELECTRICAL CONNECTIONS FOR SOLAR PANEL INSTALL,"(42.899350747581046, -78.85916771874204)",42.899350747581046,-78.85916771874204,ELLICOTT,District B,31,3,3017,Fruit Belt,1,35,4,16,18,524,,55,32,9
ELEC17-9426060,ELECTRICAL,01/12/2017,350 LINDEN AVE,BUFFALO,NY,14216,MICHAEL J MURPHY,MEL11-551521,MASTER ELECTRICIAN,100.00,2000.00,0,0788100002006000,220,CHARLES   MOORE,07/12/2017,Replaced outside service ESR 234  119  45,"(42.944477557805826, -78.85580046499052)",42.944477557805826,-78.85580046499052,DELAWARE,District D,54,4,4000,North Park,5,36,7,5,3,2849,,9,25,2
ELEC17-9432940,ELECTRICAL,06/16/2017,87 MONTCLAIR,BUFFALO,NY,14215,SIMON ELECTRIC CO INC,MEL11-210490,MASTER ELECTRICIAN,75.00,990.00,0,0903800005022000,210,CHARLES   MOORE,12/16/2017,100amp OUTSIDE service onlyESO# 24232404    Phone 939-8357,"(42.93490654928694, -78.82703185382482)",42.93490654928694,-78.82703185382482,MASTEN,District E,39.01,1,1000,Fillmore-Leroy,2,45,9,11,30,462,,8,6,7
ELEC17-9438925,ELECTRICAL,10/03/2017,2072 GENESEE,BUFFALO,NY,14211,NABALI ELECTRIC,MEL11-564182,MASTER ELECTRICIAN,125.00,1.00,0,1013400001003000,220,CHARLES   MOORE,04/03/2018,2 FAMILY SERVICE,"(42.91573810502103, -78.80613113618212)",42.91573810502103,-78.80613113618212,LOVEJOY,District E,37,1,1006,Schiller Park,2,15,2,4,173,3199,,53,12,8
ELEC17-9434514,ELECTRICAL,07/13/2017,3 ORSON,BUFFALO,NY,14216,J M & R ELECTRICAL & AIR CONDT,MEL11-210534,MASTER ELECTRICIAN,150.00,1500.00,0,0783800001006000,433,CHARLES   MOORE,01/13/2018,Electrical Repairs due to Fire Damage - Requesting Service Releases for 2 ServicesESR # 24524802  - Meter # 05528681ESR # 24524822  - Meter # 33722322,"(42.958629824405925, -78.87461853705943)",42.958629824405925,-78.87461853705943,NORTH,District D,50,3,3001,North Park,5,70,1,5,164,2936,,5,25,2
ELEC17-9438112,ELECTRICAL,09/12/2017,88 URBAN,BUFFALO,NY,14211,MICHAEL J MURPHY,MEL11-551521,MASTER ELECTRICIAN,100.00,200.00,0,1014500005060000,220,CHARLES   MOORE,03/12/2018,Meter release lower apartment release National Grid account number 29950  95248,"(42.90941333000505, -78.83580164210893)",42.90941333000505,-78.83580164210893,MASTEN,District C,35.02,2,2000,MLK Park,3,4,9,4,230,379,,47,35,6
225461,ELECTRICAL,07/13/2017,45 SHIRLEY,BUFFALO,NY,14215,EMPIRE ELECTRIC ENT LLC,,,77.00,0.00,0,0797900001014000,210,CHARLES   MOORE,01/13/2018,ESR# 19732551,"(42.94479717801851, -78.82230989756832)",42.94479717801851,-78.82230989756832,UNIVERSITY,District E,47.02,2,2008,University Heights,2,56,8,11,244,2438,,43,30,7
ELEC17-9442903,ELECTRICAL,11/21/2017,1028 WEST,BUFFALO,NY,14213,SIMON ELECTRIC CO INC,MEL11-210490,MASTER ELECTRICIAN,125.00,2650.00,0,0992600009002000,281,CHARLES   MOORE,05/21/2018,1030-1/2 WEST   REAR HOUSE150amp w/2 metersESO# 24790443    Phone 949-9724,"(42.9182454476742, -78.89716069235023)",42.9182454476742,-78.89716069235023,NIAGARA,District D,61,1,1020,Upper West Side,5,43,3,2,121,1446,,14,26,3
ELEC17-9434361,ELECTRICAL,07/11/2017,396 CAMBRIDGE,BUFFALO,NY,14215,TIMOTHY   GALLAGHER,MEL11-551531,MASTER ELECTRICIAN,75.00,1000.00,0,0907100002001000,210,CHARLES   MOORE,01/11/2018,Complete 100 amp service and all grounding per NEC.,"(42.925418126338926, -78.82313584752471)",42.925418126338926,-78.82313584752471,MASTEN,District E,170,1,1006,Delavan Grider,2,16,9,11,192,224,,19,7,7
ELEC17-9438318,ELECTRICAL,09/19/2017,1160 NIAGARA,BUFFALO,NY,14213,FERGUSON ELECTRIC,MEL11-549045,MASTER ELECTRICIAN,512.00,1.00,0,0994100001007100,464,CHARLES   MOORE,03/19/2018,"RENVATION OF 15,000 SQUARE  FEET ON 1ST FLOOR","(42.915180229115734, -78.89952263395146)",42.915180229115734,-78.89952263395146,NIAGARA,District B,61,1,1017,Upper West Side,1,43,3,2,121,1961,,14,26,4
ELEC17-9428264,ELECTRICAL,03/22/2017,72 HAVEN,BUFFALO,NY,14211,O.S. ELECTRIC INC,MEL11-115032,MASTER ELECTRICIAN,75.00,1500.00,0,1013300007011000,220,CHARLES   MOORE,09/22/2017,install 150 amp service on two family house esr#23799464and any additional wiring as needed.,"(42.914500780190075, -78.8119734009953)",42.914500780190075,-78.8119734009953,LOVEJOY,District E,37,4,4004,Schiller Park,2,15,2,4,286,1508,,53,12,8
ELEC17-9427586,ELECTRICAL,03/01/2017,50 WYANDOTTE,BUFFALO,NY,14207,NIAGARA ELECTRICAL CONTRACTING,MEL11-501375,MASTER ELECTRICIAN,75.00,1200.00,0,0773300004020100,210,CHARLES   MOORE,09/01/2017,Service upgrade from meter inESR# 23616809,"(42.96011609069638, -78.90042667638559)",42.96011609069638,-78.90042667638559,NORTH,District D,58.01,1,1006,Riverside,5,12,1,10,225,857,,50,18,1
ELEC17-9429638,ELECTRICAL,04/03/2017,579 BRECKENRIDGE,BUFFALO,NY,14222,ADVANCED ELECTRICAL,MEL13-10025833,MASTER ELECTRICIAN,75.00,1500.00,0,1002900002002000,210,CHARLES   MOORE,10/03/2017,"Relocate ceiling fan ,install new switches, install (3) new lights and fans, install all necessary smokes","(42.91686685262326, -78.87973212403058)",42.91686685262326,-78.87973212403058,DELAWARE,District D,65.01,1,1007,Elmwood Bidwell,5,49,7,12,191,531,,14,27,3
ELEC17-9428057,ELECTRICAL,03/16/2017,159 CRESTWOOD,BUFFALO,NY,14216,MICHAEL D. DIXON DELTEX ELECTRIC  INC.,MEL11-195047,MASTER ELECTRICIAN,75.00,1300.00,0,0786500001037000,210,CHARLES   MOORE,09/16/2017,single family service 100 amp (replace existing) ESR # 23768629,"(42.94943526166995, -78.86035948852643)",42.94943526166995,-78.86035948852643,DELAWARE,District D,49.02,2,2004,North Park,5,51,7,5,226,2075,,28,25,2
