"tipo_de_pqrsdf","tem_tica","remitente","pa_s","departamento","municipio","dependencia_actual","fecha_de_radicaci_n"
"Queja","Queja","Registrado"," "," "," ","Proc Provincial Manizales","2017-03-23T17:40:23.493"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Guateque","2017-03-23T18:52:55.233"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","ANTIOQUIA","MEDELLIN","Proc Provincial Rionegro","2017-03-23T19:35:27.067"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","PUTUMAYO","ORITO","Procuraduría Delegada para el Ministerio Público en Asuntos Penales","2017-03-23T23:20:27.800"
"Queja","Queja","Registrado"," "," "," ","Proc Provincial Bucaramanga","2017-03-24T07:21:14.050"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Meta","2017-03-24T08:16:08.730"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","<b>Procuraduría Delegada para la Policía Nacional</b>-(desactivado)","2017-03-24T10:05:01.903"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","<b>Procuraduría Delegada para la Policía Nacional</b>-(desactivado)","2017-03-24T10:05:01.903"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","Proc Regional Cundinamarca","2017-03-24T10:05:01.903"
"Queja","Queja","Registrado","COLOMBIA","VALLE DEL CAUCA","CALI","Proc Provincial Cali","2017-03-24T10:19:14.220"
"Queja","Queja","Registrado","COLOMBIA","NORTE DE SANTANDER","PAMPLONA","Proc Regional Norte de Santander","2017-03-24T11:05:41.610"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","Proc Segunda Distrital","2017-03-24T11:57:56.217"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Cundinamarca","2017-03-24T13:28:26.013"
"Queja","Queja","Registrado"," "," "," ","Pr. División de Relacionamiento con el ciudadano","2017-03-24T13:35:00.290"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","SANTANDER","BUCARAMANGA","Proc Provincial Cúcuta","2017-03-24T13:41:20.910"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Yarumal","2017-03-24T14:45:42.497"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","VALLE DEL CAUCA","CALI","Procuraduría Delegada para la Salud, La Protección Social y el Trabajo Decente","2017-03-24T15:11:43.300"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","VALLE DEL CAUCA","CALI","Procuraduría Delegada para Asuntos Civiles y Laborales","2017-03-24T15:11:43.300"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Primera Distrital","2017-03-24T16:30:39.613"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","División Centro de Atención al Público  - CAP","2017-03-24T16:43:13.327"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","División de Relacionamiento con el Ciudadano","2017-03-24T16:43:13.327"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","Grupo del Sistema de Información de Registro de Sanciones y Causas de Inhabilidad -   SIRI","2017-03-24T16:57:28.277"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Oficina Jurídica","2017-03-24T17:01:47.227"
"Queja","Queja","Registrado"," "," "," ","Procuraduría Delegada para Asuntos Civiles y Laborales","2017-03-24T17:05:55.370"
"Queja","Queja","Registrado"," "," "," ","Procuraduría Delegada para la Salud, La Protección Social y el Trabajo Decente","2017-03-24T17:05:55.370"
"Queja","Queja","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Proc Segunda Distrital","2017-03-24T17:13:35.353"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Barranquilla","2017-03-24T17:43:18.380"
"Queja","Queja","Registrado","COLOMBIA","VALLE DEL CAUCA","CALI","Proc Provincial Cali","2017-03-24T17:52:21.067"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","SANTANDER","BUCARAMANGA","Proc Provincial Cúcuta","2017-03-24T17:57:44.373"
"Agradecimiento","Agradecimiento","Registrado"," "," "," ","División de Relacionamiento con el Ciudadano","2017-03-24T18:08:33.557"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","RISARALDA","PEREIRA","División Centro de Atención al Público  - CAP","2017-03-24T18:46:59.097"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado","COLOMBIA","ANTIOQUIA","MEDELLIN","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-24T19:11:27.857"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","<b>Procuraduría Delegada para las Fuerzas Militares</b>-(desactivado)","2017-03-24T19:24:12.260"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Segunda Distrital","2017-03-24T19:43:14.707"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","Proc Primera Distrital","2017-03-24T20:05:58.630"
"Queja","Queja","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Grupo del Centro de Atención al Servidor ","2017-03-27T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Proc Primera Distrital","2017-03-27T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","<b>Procuraduría Delegada para las Fuerzas Militares</b>-(desactivado)","2017-03-27T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA"," "," ","Procuraduría Delegada para la Salud, La Protección Social y el Trabajo Decente","2017-03-27T00:00:01.000"
"Queja","Queja","Registrado"," "," "," ","Procuraduría Delegada para la Salud, La Protección Social y el Trabajo Decente","2017-03-27T00:00:01.000"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","División de Relacionamiento con el Ciudadano","2017-03-27T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","SANTANDER","BUCARAMANGA","Procuraduría 1 Delegada Para La Vigilancia Administrativa","2017-03-27T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA","ANTIOQUIA","MEDELLIN","Proc Provincial Valle del Aburrá","2017-03-27T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA","ANTIOQUIA","BELLO","Proc Provincial Valle del Aburrá","2017-03-27T00:00:01.000"
"Queja","Queja","Registrado"," "," "," ","Proc Provincial Valle del Aburrá","2017-03-27T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA","ANTIOQUIA","MEDELLIN","Proc Provincial Valle del Aburrá","2017-03-27T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Proc Provincial Valle del Aburrá","2017-03-27T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA","ANTIOQUIA","CALDAS","Proc Provincial Valle del Aburrá","2017-03-27T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA","ANTIOQUIA","ITAGÜI","Proc Provincial Valle del Aburrá","2017-03-27T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc 2 Del Contratación Estatal","2017-03-27T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Valle","2017-03-27T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Valle","2017-03-27T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc 2 Del Contratación Estatal","2017-03-27T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","VALLE DEL CAUCA","CALI","Proc Regional Valle","2017-03-27T00:00:01.000"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","Oficina Jurídica","2017-03-27T00:00:01.000"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado","COLOMBIA","BOGOTA"," ","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-27T00:00:01.000"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-27T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Girardot","2017-03-27T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","CUNDINAMARCA","SUBACHOQUE","Pr. División de Relacionamiento con el ciudadano","2017-03-27T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA","SANTANDER","FLORIDABLANCA","Pr. División de Relacionamiento con el ciudadano","2017-03-27T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA","SANTANDER","FLORIDABLANCA","Pr. División de Relacionamiento con el ciudadano","2017-03-27T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA","SANTANDER","FLORIDABLANCA","Pr. División de Relacionamiento con el ciudadano","2017-03-27T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","SECRETARÍA GENERAL","2017-03-27T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Veeduría","2017-03-27T00:00:01.000"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Proc Provincial Villavicencio","2017-03-27T00:00:01.000"
"Solicitud de Consulta","Solicitud de Consulta","Registrado","COLOMBIA","NORTE DE SANTANDER","CUCUTA","División de Relacionamiento con el Ciudadano","2017-03-27T01:47:15.437"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","DESPACHO PROCURADOR GENERAL","2017-03-27T03:14:22.437"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Secretaría Privada","2017-03-27T03:14:22.437"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","CUNDINAMARCA","SOACHA","Proc Provincial Fusagasugá","2017-03-27T08:07:49.587"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Grupo del Sistema de Información de Registro de Sanciones y Causas de Inhabilidad -   SIRI","2017-03-27T09:03:51.340"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Honda","2017-03-27T09:12:49.907"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado","COLOMBIA","BOLIVAR","ARJONA","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-27T09:55:27.723"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Procuraduría 1 Delegada Para La Vigilancia Administrativa","2017-03-27T10:24:33.930"
"Queja","Queja","Registrado"," "," "," ","Proc Segunda Distrital","2017-03-27T10:48:37.277"
"Queja","Queja","Registrado","COLOMBIA","ATLANTICO","SOLEDAD","Proc Primera Distrital","2017-03-27T11:02:21.723"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Proc Regional Valle","2017-03-27T11:34:08.460"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Pr. División de Relacionamiento con el ciudadano","2017-03-27T11:38:02.880"
