"nombre_punto_de_recolecci","direcci_n_punto_de_recolecci","ciudad","departamento","pa_s","categoria_residuo","tipo_residuo","nombre_residuo","ubicacion","horario","nombre_programa_posconsumo","persona_contacto","correo_electr_nico"
"UNIVERSIDAD UIS SEDE BARBOSA","Unnamed Road, Barbosa, Santander, Colombia","Barbosa","Santander","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(5.9490430885048, -73.606457973572)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"CDI María Magdalena","Cáceres, Antioquia, Colombia","Cáceres","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(7.579029, -75.349545)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"ARENOSA","Cl. 46 #50-28, Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(10.9899904, -74.7844525)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"UNIVERSIDAD UIS SEDE SOCORRO","Cl. 14 #6-7, Socorro, Santander, Colombia","Socorro","Santander","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(6.4682617, -73.2568762)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"TERPEL","Cra. 7 #75-85, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.65864890794, -74.05318634418)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"EUROFARMA COLOMBIA S.A.S.","Ak 68 #17-2 a 17-98, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.6414380444394, -74.113838142328)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Instituto tecnológico metropolitano ITM","Cl. 47 #85-20, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2569093, -75.6018774)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"LOCATEL CENTRO COMERCIAL HAYUELOS","Cl. 20 #82-52, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.6631929, -74.1312088)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"EMPRESA DE ACUEDUCTO, ALCANTARILLADO Y ASEO DE YOPAL","Cra. 19 #21-34, Yopal, Casanare, Colombia","Yopal","Casanare","Colombia","Plaguicidas","Uso doméstico","Plaguicidas","(5.3373212, -72.3960066)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Cierra el ciclo","JAIME EDUARDO FORERO CABRERA","info@cierraelciclo.com"
"HOTEL COLONIAL COLSUBSIDIO","Km 3 Via paipa- pantano de vargas, Paipa, Boyacá, Colombia","Paipa","Boyacá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(5.7621694, -73.110736)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 23:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"FERRETERIA LUZ VILLEGAS","Cl. 92 #79-4, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(6.289765, -75.5834721)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Mecanica Celular","Cra. 18 #20-1, Armenia, Quindío, Colombia","Armenia","Quindío","Colombia","Pilas","De todo tipo","Pilas","(4.5349475, -75.6747651)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"HOMECENTER VILLAVICENCIO","Carrera 48 # 1 - 180, Villavicencio, Meta, Colombia","Villavicencio","Meta","Colombia","Plaguicidas","Uso doméstico","Plaguicidas","(4.1216803, -73.6406044)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Cierra el ciclo","JAIME EDUARDO FORERO CABRERA","info@cierraelciclo.com"
"DEPÓSITO Y DROGAS SANTUARIO","Cereté, Córdoba, Colombia","Cereté","Córdoba","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(8.888785, -75.789633)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Transportes Alvarez S.A.S.","Cra. 6 #17-1 a 17-79, Mosquera, Cundinamarca, Colombia","Mosquera","Cundinamarca","Colombia","Llantas","Para vehículos de carga","Llantas","(4.6958847054716, -74.173991398148)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Energiteca A8","Calle 56 # 17 A - 117, Bucaramanga, Santander, Colombia","Bucaramanga","Santander","Colombia","Llantas","Para vehículos de carga","Llantas","(7.1080873, -73.1182532)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Granero Luz de Oriente","Cl. 124 #51b-4, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.3071206, -75.5549202)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Megatienda la avenida MG","Peñol, Antioquia, Colombia","Peñol","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2236778429368, -75.241685340198)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Fundación Gimnasio Moderno","Cra. 9 #74-99, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Computadores","Portátiles","Computadores Portátiles O impresoras O perisféricos","(4.6584748, -74.0553011)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Ecocomputo","Edgar Erazo","logistica@ecocomputo.com"
"CONSUMO ENVIGADO","Cra. 43, Envigado, Antioquia, Colombia","Envigado","Antioquia","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(6.1747491, -75.5852637)","SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"CORMACARENA","Cra. 35 #25-57, Villavicencio, Meta, Colombia","Villavicencio","Meta","Colombia","Neveras","Domésticas","Neveras","(4.1397621, -73.6333033)","MIE,JUE 09:00:00 a 17:00:00","Ministerio Ambiente Desarrollo Sostenible","Sebastián Santa Moyano","servicioalciudadano@minambiente.gov.co"
"CENTRO COMERCIAL MANILA","Cl. 22 #11d-1 a 11d-41, Fusagasugá, Cutucumayo, Fusagasugá, Cundinamarca, Colombia","Fusagasugá","Cundinamarca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.3329751531025, -74.37002194841)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Energiteca Girardot","Cl. 22 #3-1 a 3-73, Girardot, Cundinamarca, Colombia","Girardot","Cundinamarca","Colombia","Baterías plomo ácido","Para carros","Baterías plomo ácido","(4.2996159552703, -74.798981192065)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Mac Johnson Controls Colombia SAS","Luis Fernando Londoño","carolina.alvarez.serrano@jci.com"
"EDIFICIO CEDESARROLLO - COMFENALCO","Dg. 30 #53-69 a 53-141, Cartagena, Bolívar, Colombia","Cartagena","Bolívar","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(10.388463353201, -75.503066726984)","SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Corporación Autónoma Regional - CAR","Cra. 7 #36-45, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Computadores","Portátiles","Computadores Portátiles O impresoras O perisféricos","(4.62399, -74.0662763)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 16:00:00","Corporación Ecocomputo","Edgar Erazo","logistica@ecocomputo.com"
"Autollantas Nutibara","Carrera  43 A # 31 - 84, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Llantas","Para camiones","Llantas","(6.239351781885, -75.582066284131)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"TDA EL DESAFIO","Cra. 14c, Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(10.9560949, -74.8001028)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Homcenter Calima","Cl. 22 #29a-43 a 29a-93, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Computadores","O impresoras","Computadores Portátiles O impresoras O perisféricos","(4.6192863415873, -74.086422686786)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 20:00:00","Corporación Ecocomputo","Edgar Erazo","logistica@ecocomputo.com"
"CACHARRERIA CALI-VARGAS","Cra. 21, Pasto, Nariño, Colombia","Pasto","Nariño","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(1.209878, -77.2791281)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"TORO MANZO","Cl. 38 #33-3, Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(10.9731966, -74.7833516)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"DROGUERÍA SANTA MARÍA BARZAL 2","Cl. 32 #41-3, Villavicencio, Meta, Colombia","Villavicencio","Meta","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.1419051, -73.6407865)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 07:00:00 a 22:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Papeleria Estudiantil","Ibagué, Tolima, Colombia","Ibagué","Tolima","Colombia","Pilas","De todo tipo","Pilas","(4.4496633421849, -75.211032161902)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"CORPORACION AUTONOMA REGIONAL DE SUCRE - CARSUCRE -","Cra. 25 #25-382, Sincelejo, Sucre, Colombia","Sincelejo","Sucre","Colombia","Plaguicidas","Uso doméstico","Plaguicidas","(9.2998333933478, -75.386246065047)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Cierra el ciclo","JAIME EDUARDO FORERO CABRERA","info@cierraelciclo.com"
"Tellantas S.A.S. C.C. Santa Ana","Cl. 110 #9-4, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para camionetas","Llantas","(4.6907498, -74.038242)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Servielect","El Carmen de Viboral, Antioquia, Colombia","El Carmen de Viboral","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.0835203475522, -75.33583531485)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Interllantas S.A.","Carrera 10 # 14 - 71,Pereira","indefinido","indefinido","Colombia","Llantas","Para vehículos de carga","Llantas","(4.570868, -74.297333)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"U.D.C.A. CAMPUS NORTE","Udca Campo Sur, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.7994036966492, -74.05006620318)","LUN,MAR,MIE,JUE,VIE,SAB 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"MEDPLUS MEDICINA PREPAGADA","Cra. 14 #94-49, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6797072, -74.0496801)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"COLSUBSIDIO DISPENSARIO BARRIOS UNIDOS","Cra. 52 #67a-30, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.6649324, -74.0781752)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"COLSUBSIDIO DISPENSARIO BARRIOS UNIDOS","Cra. 52 #67a-30, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.6649324, -74.0781752)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"PriceSmart Colombia S.A.S Bogotá","Cl. 26 #68b-70, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Computadores","Portátiles","Computadores Portátiles O impresoras O perisféricos","(4.6576027, -74.1055581)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporación Ecocomputo","Edgar Erazo","logistica@ecocomputo.com"
"BELLEZA EXPRESS S.A","Simon Bolívar 129 #134-201, Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(3.3236483, -76.5221213)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"OLÍMPICA PLAZA DE LAS AMERICAS","CARRERA 71 d No. 6 - 94, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.6849402, -74.0940735)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Hotel Comfort San Diego Medellín","Cl. 31 #43-90, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2312758, -75.5695498)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Su Llanta del Norte","Carrera 2 # 43 - 21, Montería, Córdoba, Colombia","Montería","Córdoba","Colombia","Llantas","Para camiones","Llantas","(8.765770942902, -75.879239007427)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"TDA LA CAPICHOSA","Carrera 14 #60-4, Soledad, Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(10.959808031525, -74.805578857672)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Samuel Quiñones","Cl. 3 #5-85, Floridablanca, Santander, Colombia","Floridablanca","Santander","Colombia","Pilas","De todo tipo","Pilas","(7.0636006, -73.0883882)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Acacías","Acacías, Meta, Colombia","Acacías","Meta","Colombia","Computadores","O impresoras","Computadores Portátiles O impresoras O perisféricos","(3.991663, -73.766129)","MIE,JUE 09:00:00 a 17:00:00","Ministerio Ambiente Desarrollo Sostenible","Sebastián Santa Moyano","servicioalciudadano@minambiente.gov.co"
"GRANERO MONTERREY","Cra. 36 #36-40, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(6.2354385, -75.5630112)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"DROGUERÍA PALERMO","Cra. 21 #86-144, Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(10.9701832, -74.8297236)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"BOGOTA CORPORATE CENTER","Ac. 26 #32-45, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6289824, -74.0822509)","LUN,MAR,MIE,JUE,VIE,SAB 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Llantas Bogotá LTDA.","Cra. 16 # 61 A 48, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para vehículos de carga","Llantas","(4.6495351, -74.066781)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Autollantas Nutibara","Calle 33 # 63 B 251, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Llantas","Para buses","Llantas","(6.2393784808521, -75.582061719713)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Remates Michina","Valdivia, Antioquia, Colombia","Valdivia","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(7.2912977049758, -75.393394544983)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"DROGUERÍA  MORA","Cra. 20 #62-46, Soledad, Atlántico, Colombia","Soledad","Atlántico","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(10.9184401, -74.7985661)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Energiteca Santa Librada","Carrera 15 # 8 - 24, Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Llantas","Para carros","Llantas","(3.4414473262795, -76.534015187103)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"MABE","Cra. 21 #67-40 a 67-112, Manizales, Caldas, Colombia","Manizales","Caldas","Colombia","Plaguicidas","Uso doméstico","Plaguicidas","(5.0486644023134, -75.480990468123)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Cierra el ciclo","JAIME EDUARDO FORERO CABRERA","info@cierraelciclo.com"
"CAR Dirección Regional Ubate","Ubaté, Villa de San Diego De Ubaté, Villa de San Diego de Ubaté, Cundinamarca, Colombia","Villa de San Diego de Ubaté","Cundinamarca","Colombia","Computadores","O impresoras","Computadores Portátiles O impresoras O perisféricos","(5.312024, -73.818222)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Ecocomputo","Edgar Erazo","logistica@ecocomputo.com"
"IPS Universitaria","Cra. 16 #47B-06, Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas","(10.9605694, -74.8021306)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"ICBF CHIQUINQUIRA","Chiquinquirá, Boyacá, Colombia","Chiquinquirá","Boyacá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(5.614775, -73.819571)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Luifer Audio","Cl. 56 #34-15, Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas","(10.9793162, -74.7973238)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"LOS TRES HERMANOS","Cl. 89, Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(11.0207061, -74.8136048)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Soluambientes","Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2272897, -75.573519)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Comercial de Llantas y Rines Ariza","Carrera 23 # 7 - 79, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para camionetas","Llantas","(4.6045600909844, -74.091386351451)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Laura Catalina Peraza Arias","coordinacion@ruedaverde.com.co"
"ALCALDIA LOCAL DE KENNEDY","Cl. 41 Bis Sur #78j-1 a 78j-99, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6191687790314, -74.157220070639)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Variedades Jarlis","Montería, Córdoba, Colombia","Montería","Córdoba","Colombia","Pilas","De todo tipo","Pilas","(8.7380924251805, -75.888172774561)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Acostallantas S.A.","Carrera 42 # 24 a 25 , Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Llantas","Para camiones","Llantas","(6.2501074, -75.5765928)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Tienda Juanes","Maceo, Antioquia, Colombia","Maceo","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.5526247340305, -74.787712424606)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"DROGUERÍA   DELTA PLUSS","Cra. 8 #8-62, Sibaté, Cundinamarca, Colombia","Sibaté","Cundinamarca","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.4905894, -74.2605354)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
