"pais","numerodeplantasautorizadas","especies","razonsocial","productos","vigencia","observaciones"
"El Líbano","13.0","Bovina","034DM - ALIMENTOS CARNICOS SAS PLANTA ENVIGADO","Carne Bovina y Subproductos Cárnicos","No Aplica","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Se deben cumplir requisitos de certificación Halal. Los establecimientos pueden trabajar con Centros Islámicos ubicados en Colombia. Se debe dar cumplimiento con los requerimientos sanitarios descritos en el Decreto No. 1/828 de El Líbano. Se debe realizar registro del establecimiento que desea exportar a El LÍbano ante el Ministerio de Agricultura de este pais. Se permite carne con hueso."
"Libia","No Aplica","Bovina","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Carne Bovina","No Aplica","Los establecimientos que pueden exportar a Libia serán aquellos a los cuales el Invima les haya autorizado la comercialización de sus productos con destino a la exportación. Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Sólo se permite carne SIN hueso."
"Libia","No Aplica","Leche y Productos Lácteos","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Leche y Productos Lácteos","No Aplica","Los establecimientos que pueden exportar a Libia serán aquellos que cumplan con los requisitos de IVC de Invima. Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional. Sólo se permite carne SIN hueso."
"Macao","No Aplica","Bovina","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Carne Bovina (con y sin hueso) Congelada y Productos Cárnicos","No Aplica","1. Los cargamentos irán acompañados del modelo de certificado acordado entre Colombia y la autoridad sanitaria de la Región Administrativa Especial de Macao. 2. Sólo se permitirán exportaciones de establecimientos aprobados por la Dirección de Alimentos y Bebidas, bajo las condiciones establecidas por el Decreto 1500 de 2007 y sus normas reglamentarias, así como el Decreto 2270 de 2012, Resolución 5109 de 2005 y Resolución 2690 de 2015 y demás reglamentación aplicable. Se permite carne con hueso."
"Macao","No Aplica","Porcina","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Carne Porcina (con y sin hueso) Congelada y Productos Cárnicos Porcinos","No Aplica","1. Los cargamentos irán acompañados del modelo de certificado acordado entre Colombia y la autoridad sanitaria de la Región Administrativa Especial de Macao. 2. Sólo se permitirán exportaciones de establecimientos aprobados por la Dirección de Alimentos y Bebidas, bajo las condiciones establecidas por el Decreto 1500 de 2007 y sus normas reglamentarias, así como el Decreto 2270 de 2012, Resolución 5109 de 2005 y Resolución 2690 de 2015 y demás reglamentación aplicable."
"Marruecos","No Aplica","Leche y Productos Lácteos","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Mantequilla","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Para su ingreso debe cumplir con los requisitos establecidos por el país de destino. Requisitos: -Los productos se han elaborado a partir de leches o cremas que han sido sometidas a tratamiento térmico, tal y como establece el código sanitario de la OIE para los animales terrestres. dichos productos han sido sometidos a uno de los siguientes procedimientos: 1. Procedimiento de esterilización, aplicando una temperatura mínima de 132°C durante al menos un segundo (ultra alta temperatura (UAT), o 2. Procedimiento de pasteurización, aplicando una temperatura mínima de 85°C durante al menos 30 segundos (alta pasteurización) si la leche tiene un pH < 7, o 3. Alta pasteurización aplicada dos veces si la leche tiene un pH > 7. -Los productos no contienen ninguna sustancia antiséptica ni otros aditivos o colorantes no autorizados de acuerdo a los lineamientos y recomendaciones internacionales establecidas por el Codex Alimentarius. -De conformidad con la normativa y los planes de control colombianos vigentes: 1. En los animales de los que procede la leche no se ha efectuado ningún tratamiento prohibido o que genere residuos detectables en contenidos superiores a lo permitido por las normas en vigor. 2. Los productos lácteos exportados no presentan, en contenido superior al admitido por las normas, residuos de contaminantes procedentes del entorno. -Los productos han sido transportados y almacenados a una temperatura que no supere de -15°C en el caso de mantequillas congeladas."
"México","No Aplica","Productos de la Pesca","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Pescado Fresco y Congelado, en Filete o Entero","No Aplica","Requisitos generales: • Requiere un permiso sanitario previo de importación aplicable a alimentos, incluyendo productos de la pesca: - Modalidad a.- Importación de productos (COFEPRIS-01-002-A). • Para obtener el permiso de importación deberá presentar el formato de solicitud y cumplir con los requisitos especificados. y, en función de la fracción arancelaria del producto, éste deberá cumplir con las normas oficiales mexicana especificadas."
"México","24.0","Leche y Productos Lácteos","L18 - COOPERATIVA COLANTA - COLANTA (SAN PEDRO DE LOS MILAGROS ANTIOQUIA)","Leche en polvo, queso fresco, suero en polvo parcialmente desmineralizado, arequipe, yogurth, queso de pasta hilada","2022-08-23T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. La planta procesadora de lácteos de donde provienen los productos está aprobada por la SAGARPA para exportar a México. Los insumos lácteos y/o productos fueron sometidos a cualquiera de los siguientes tratamientos térmicos: a) Cuando menos 132°C por más de 1 segundo; o bien, b) Cuando menos 120°C por más de 60 segundos; o bien, c) Cuando menos 115°C por más de 120 segundos; o bien, d) Cuando menos 110°C por más de 180 segundos; o bien, e) Cuando menos 72°C por 15 segundos o más y con un pH inferior a 7.0 o bien, sometido a doble pasteurización, o bien, f) Que el producto fue sometido a un proceso de maduración en la planta de producción durante un mínimo de 60 días, o bien certifica que alcanzó un pH inferior a 6.0 durante el proceso."
"México","24.0","Leche y Productos Lácteos","L36 - PRODUCTORA Y COMERCIALIZADORA VALLECILLA LTDA - PROCOVAL LTDA","Leche condensada azucarada","2022-08-23T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. La planta procesadora de lácteos de donde provienen los productos está aprobada por la SAGARPA para exportar a México. Los insumos lácteos y/o productos fueron sometidos a cualquiera de los siguientes tratamientos térmicos: a) Cuando menos 132°C por más de 1 segundo; o bien, b) Cuando menos 120°C por más de 60 segundos; o bien, c) Cuando menos 115°C por más de 120 segundos; o bien, d) Cuando menos 110°C por más de 180 segundos; o bien, e) Cuando menos 72°C por 15 segundos o más y con un pH inferior a 7.0 o bien, sometido a doble pasteurización, o bien, f) Que el producto fue sometido a un proceso de maduración en la planta de producción durante un mínimo de 60 días, o bien certifica que alcanzó un pH inferior a 6.0 durante el proceso."
"México","24.0","Leche y Productos Lácteos","L08 - COOPERATIVA DE PRODUCTORES DE LECHE DE LA COSTA ATLANTICA LTDA - COOLECHERA (BARRANQUILLA ATLANTICO)","Leche en polvo","2022-08-23T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. La planta procesadora de lácteos de donde provienen los productos está aprobada por la SAGARPA para exportar a México. Los insumos lácteos y/o productos fueron sometidos a cualquiera de los siguientes tratamientos térmicos: a) Cuando menos 132°C por más de 1 segundo; o bien, b) Cuando menos 120°C por más de 60 segundos; o bien, c) Cuando menos 115°C por más de 120 segundos; o bien, d) Cuando menos 110°C por más de 180 segundos; o bien, e) Cuando menos 72°C por 15 segundos o más y con un pH inferior a 7.0 o bien, sometido a doble pasteurización, o bien, f) Que el producto fue sometido a un proceso de maduración en la planta de producción durante un mínimo de 60 días, o bien certifica que alcanzó un pH inferior a 6.0 durante el proceso."
"México","24.0","Leche y Productos Lácteos","L05 - PROCESADORA DE LECHES SA - PROLECHE SA (CERETÉ CORDOBA)","Leche en polvo instantanea, azucarada; alimento lacteo Peques; leche en polvo Nutre Mas (+); leche en polvo entera, deslactosada, descremada","2022-08-23T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. La planta procesadora de lácteos de donde provienen los productos está aprobada por la SAGARPA para exportar a México. Los insumos lácteos y/o productos fueron sometidos a cualquiera de los siguientes tratamientos térmicos: a) Cuando menos 132°C por más de 1 segundo; o bien, b) Cuando menos 120°C por más de 60 segundos; o bien, c) Cuando menos 115°C por más de 120 segundos; o bien, d) Cuando menos 110°C por más de 180 segundos; o bien, e) Cuando menos 72°C por 15 segundos o más y con un pH inferior a 7.0 o bien, sometido a doble pasteurización, o bien, f) Que el producto fue sometido a un proceso de maduración en la planta de producción durante un mínimo de 60 días, o bien certifica que alcanzó un pH inferior a 6.0 durante el proceso."
"México","24.0","Leche y Productos Lácteos","L20 - BOUBALOS SAS (PLANETA RICA - CÓRDOBA)","Queso fresco de pasta hilada mozzarella, suero costeño de bufala (crema acida), arequipe de bufala, yogurt entero natural y de sabores de bufala, queso fresco de pasta hilada mozzarella burrata de bufala","2022-08-23T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. La planta procesadora de lácteos de donde provienen los productos está aprobada por la SAGARPA para exportar a México. Los insumos lácteos y/o productos fueron sometidos a cualquiera de los siguientes tratamientos térmicos: a) Cuando menos 132°C por más de 1 segundo; o bien, b) Cuando menos 120°C por más de 60 segundos; o bien, c) Cuando menos 115°C por más de 120 segundos; o bien, d) Cuando menos 110°C por más de 180 segundos; o bien, e) Cuando menos 72°C por 15 segundos o más y con un pH inferior a 7.0 o bien, sometido a doble pasteurización, o bien, f) Que el producto fue sometido a un proceso de maduración en la planta de producción durante un mínimo de 60 días, o bien certifica que alcanzó un pH inferior a 6.0 durante el proceso."
"México","24.0","Leche y Productos Lácteos","L23 - FRESKALECHE SAS  (AGUACHICA CESAR)","Leche entera en polvo","2022-08-23T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. La planta procesadora de lácteos de donde provienen los productos está aprobada por la SAGARPA para exportar a México. Los insumos lácteos y/o productos fueron sometidos a cualquiera de los siguientes tratamientos térmicos: a) Cuando menos 132°C por más de 1 segundo; o bien, b) Cuando menos 120°C por más de 60 segundos; o bien, c) Cuando menos 115°C por más de 120 segundos; o bien, d) Cuando menos 110°C por más de 180 segundos; o bien, e) Cuando menos 72°C por 15 segundos o más y con un pH inferior a 7.0 o bien, sometido a doble pasteurización, o bien, f) Que el producto fue sometido a un proceso de maduración en la planta de producción durante un mínimo de 60 días, o bien certifica que alcanzó un pH inferior a 6.0 durante el proceso."
