"uid","name","description","owner","owner_uid","publication_stage","audience","approval_status","provenance","type","category","tags","url","api_endpoint","creation_date","last_data_updated_date","domain","derived_view","visits","downloads","row_count","column_count","contact_email","license","attribution","attribution_link","published_version_name","published_version_uid","parent_uid","commoncore_publisher","informacindedatos_fechaemisinddmmaaaa","commoncore_contactname","commoncore_language","commoncore_contactemail","commoncore_license","commoncore_issued","informacindelaentidad_sector","commoncore_references","informacindelaentidad_nombredelaentidad","commoncore_publicaccesslevel","commoncore_bureaucode","commoncore_describedby","commoncore_updatefrequency","informacindedatos_urlnormativa","informacindelaentidad_departamento","informacindelaentidad_autor","informacindelaentidad_orden","commoncore_programcode","commoncore_lastupdate","commoncore_homepage","commoncore_uniqueidentifier","informacindelaentidad_reaodependecia","informacindedatos_fechaemisinaaaammdd","informacindelaentidad_reaodependencia","informacindelaentidad_municipio","commoncore_geographiccoverage","informacindedatos_frecuenciadeactualizacin","informacindedatos_idioma","commoncore_theme","informacindedatos_coberturageogrfica","informacindedatos_urldocumentacin"
"95ns-sevp","Personas atendidas en Centros de Desarrollo Empresarial Zonal - CEDEZO","Es la recopilación de información estratégica sobre las personas que fueron atendidas en los Centros de Desarrollo Zonal en el municipio de Medellín","ALCALDÍA DE MEDELLÍN","x6fv-8vwk","published","public","approved","official","href","Economía y Finanzas","empresarial,fortalecimiento,emprendimiento,desarrollo,cedezo","https://www.datos.gov.co/d/95ns-sevp",,"2020-10-02T14:12:40.000","2020-10-02T14:12:40.000","www.datos.gov.co","false","68","0",,,"gobierno.digital@medellin.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Secretaría Desarrollo Económico",,,,,,,,,,,,"Hacienda y Crédito Público",,"Alcaldía Municipal de Medellín",,,,,,"Antioquia",,"Territorial",,,,,,"2020-04-28","Secretaría Desarrollo Económico","Medellín",,"Mensual","Español",,"Municipal",
"6mhh-j7rt","Evaluación de Tierras para el cultivo tecnificado de Guayaba criolla (Psidium guajava, L.), en el departamento de Atlántico.","El mapa es el producto resultante de la validación y aplicación de la metodología de evaluación de tierras con fines agropecuarios a escala 1:100.000 en el departamento del Atlántico, en el marco del convenio interadministrativo No. 254 de 2016, suscrito entre la Gobernación de Atlántico y la UPRA. El proceso de evaluación de tierras es un instrumento de planificación para las áreas rurales que facilita la identificación de áreas geográficas con una combinación de características físicas, biológicas, humanas e institucionales aptas para un uso determinado, que pueden ser interpretadas en términos de objetivos para la gestión de los territorios. El mapa de aptitud, es una herramienta que permite identificar posibles núcleos de desarrollo, orientar políticas del sector agropecuario y de la planificación rural del departamento.

Aptitud
Áreas con potencial para el establecimiento y desarrollo del cultivo comercial de la producción del cultivo tecnificado de Guayaba criolla (Psidium guajava, L.)para el mercado nacional y de exportación con fines comerciales, bajo un marco legal, normativo y técnico que las define y diferencia de otros usos posibles.

Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusión legal: Zonas en las cuales, por mandato legal, no se permite el desarrollo de la producción de cultivo tecnificado de Guayaba criolla (Psidium guajava, L.) con fines comerciales.","UPRA","mskn-mcjt","published","public","approved","official","dataset","Agricultura y Desarrollo Rural","upra,planificación,zonificación,aptitud,guayaba,sostenibilidad,productividad","https://www.datos.gov.co/d/6mhh-j7rt","https://www.datos.gov.co/resource/6mhh-j7rt.json","2022-06-03T19:43:43.000","2022-06-03T20:06:31.000","www.datos.gov.co","false","15","9","6693","9","atencionalusuario@upra.gov.co","Creative Commons 1.0 Universal (Public Domain Dedication)","Unidad de Planificación Rural Agropecuaria - UPRA","https://upra.gov.co/",,,,,,,,,,,"Agricultura y Desarrollo Rural",,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",,,,,"https://upra.gov.co/","Bogotá D.C.",,"Nacional",,,,,,"2020-07-28","Dirección de Uso eficiente del Suelo y Adecuación de Tierras","Bogotá D.C.",,"Trienio","Español",,"Departamental","https://sipra.upra.gov.co/ ; https://catalogometadatos.upra.gov.co:8443/uprageonet/srv/spa/catalog.search#/metadata/870e582d-4060-411b-9ed5-0f9f4e35336b ; https://geoservicios.upra.gov.co/arcgis/rest/services/tipo_utilizacion_tierra/atlantico_aptitud/MapServer/6"
"g38u-4pun","Plan de accion vigencia 2022","Se describe el plan de acción de la personería de tocancipa","personeriatocancipa","si3s-c24n","published","public","approved","official","dataset","Organismos de Control","organismos de control","https://www.datos.gov.co/d/g38u-4pun","https://www.datos.gov.co/resource/g38u-4pun.json","2022-02-16T13:49:03.000","2022-02-17T21:02:07.000","www.datos.gov.co","false","37","6","56","7","contactenos@personeria-tocancipa.gov.co",,"organizacion","https://www.datos.gov.co/d/g38u-4pun",,,,,,,,,,,"Organismos de control y vigilancia",,"Personería Municipal de Tocancipá Cundinamarca",,,,,,"Cundinamarca",,"Territorial",,,,,,"2022-01-27","Organismo de Control","Tocancipá",,"Anual","Español",,"Municipal",
"kyqn-fqfe","Estados Financieros Marzo 2021","Estados Financieros Marzo 2021","CONTRALORÍA DEPARTAMENTAL DEL VALLE DEL CAUCA","sag5-x55y","published","public","approved","official","dataset","Función pública",,"https://www.datos.gov.co/d/kyqn-fqfe","https://www.datos.gov.co/resource/kyqn-fqfe.json","2021-04-14T15:55:57.000","2021-04-14T15:59:28.000","www.datos.gov.co","false","153","23","94","4","contactenos@cdvc.gov.co","Creative Commons Attribution | Share Alike 4.0 International","CONTRALORIA DEPARTAMENTAL DEL VALLE DEL CAUCA","https://www.contraloriavalledelcauca.gov.co/publicaciones/31730/informacion-financiera-de-la-contraloria-departamental-del-valle-del-cauca/",,,,,,,,,,,"Función Pública",,"Contraloría Departamental del Valle del Cauca",,,,,,"Valle del Cauca",,"Territorial",,,,,,"2021-03-31","SUBDIRECCIÓN FINANCIERA","Cali",,"Semanal","Español",,"Departamental",
"n3iz-njv6","ARTESANOS DE SUTATAUSA - CUNDINAMARCA","Listado actualizado de datos sobre los artesanos de sutatausa 2021","Alcaldía Municipal de Sutatausa","7wj2-hg4b","published","public","approved","official","dataset","Cultura","departamento de cundinamarca,sutatausa artesanos,artesanos","https://www.datos.gov.co/d/n3iz-njv6","https://www.datos.gov.co/resource/n3iz-njv6.json","2021-06-21T16:08:54.000","2021-06-21T16:21:27.000","www.datos.gov.co","false","136","26","82","15","alcaldia@sutatausa-cundinamarca.gov.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Alcaldia Municipal de Sutatausa - Cundinamarca","https://www.datos.gov.co/d/n3iz-njv6",,,,,,,,,,,"Cultura",,"Alcaldía Municipal de Sutatausa",,,,,,"Cundinamarca",,"Territorial",,,,,,"2021/21/06","Dirección de Cultura, Turismo, Recreación y Deportes","Sutatausa",,"Anual","Español",,"Municipal",
"66bs-bivx","INDICE DE INFORMACIÓN CLASIFICADA Y RESERVADA SIVA","INDICE DE INFORMACIÓN CLASIFICADA Y RESERVADA SIVA","Sistema Integrado de Transporte de Valledupar - SIVA","tm9i-c2hh","published","public","approved","official","dataset","Trabajo","indice de información clasificada y reservada","https://www.datos.gov.co/d/66bs-bivx","https://www.datos.gov.co/resource/66bs-bivx.json","2021-10-08T15:05:13.000","2022-06-03T09:13:27.000","www.datos.gov.co","false","31","5","269","17","sistemastics@siva.gov.co","Creative Commons Attribution 4.0 International","Sistema Integrado de Transporte de Valledupar","https://siva.gov.co/transparencia-y-acceso-a-la-informacion/#1620227740450-e2b834a0-8d85",,,,,,,,,,,"Transporte",,"Sistema Integrado de Transporte de Valledupar",,,,,,"Cesar",,"Territorial",,,,,,"2021-09-27","Área de Planeación","Valledupar",,"Anual","Español",,"Municipal",
"gd2m-mne6","Evaluación de tierras con fines agrícolas para el cultivo tecnificado de patilla (Citrullus lanatus) en clima cálido, Semestre agrícola II, en el departamento del Meta. Escala 1:100.000. Diciembre 2018","El mapa es el producto resultante de la validación y aplicación de la metodología de Evaluación de Tierras para el departamento de Meta a escala general 1:100.000, incluyendo los componentes biofísicos, socioeconómicos y socioecosistémicos, en el marco del contrato Interadministrativo No 202 de 2017, suscrito entre la UPRA y la Gobernación de Meta. Se realiza la zonificación para la apuesta productiva de patilla (Citrullus lanatus) para el semestre agrícola II.
Categorías:
Aptitud Alta: Zonas con las mejores condiciones desde el punto de vista físico, socioecosistémico y socioeconómico.
Aptitud Media: Zonas con limitaciones moderadas de tipo físico, socioecosistémico y/o socioeconómico.
Aptitud Baja: Zonas con fuertes limitaciones de tipo físico, socioecosistémico y/o socioeconómico, las cuales podrían adecuarse con grandes inversiones y/o el desarrollo de nuevas tecnologías.
No Apta: Zonas con restricciones físicas y socioecosistémicas que imposibilitan el desarrollo de la actividad.
Exclusiones legales: Zonas en las cuales, por mandato legal, no se permite el desarrollo del cultivo comercial de patilla.","UPRA","mskn-mcjt","published","public","approved","official","dataset","Agricultura y Desarrollo Rural","zonificación,sostenibilidad,upra,competitividad,aptitud,cultivo,evaluación de tierras,productividad","https://www.datos.gov.co/d/gd2m-mne6","https://www.datos.gov.co/resource/gd2m-mne6.json","2020-08-04T02:29:48.000","2020-08-04T03:25:55.000","www.datos.gov.co","false","158","24","4227","5","atencionalusuario@upra.gov.co","Creative Commons 1.0 Universal (Public Domain Dedication)","Unidad de Planificación Rural Agropecuaria - UPRA","https://www.upra.gov.co/",,,,,,,,,,,"Agricultura y Desarrollo Rural",,"Unidad de Planificación de Tierras Rurales, Adecuación de Tierras y Usos Agropecuarios",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2018-12-28","Dirección de uso eficiente del suelo y adecuación de tierras","Bogotá D.C.",,"Trienio","Español",,"Departamental","https://sipra.upra.gov.co; https://catalogometadatos.upra.gov.co:8443/uprageonet/srv/spa/catalog.search#/metadata/49c621fa-4d30-40fa-bbae-4af383676070 ; http://geoservicios.upra.gov.co/arcgis/rest/services/tipo_utilizacion_tierra/meta_aptitud/MapServer   ;   http://geoservicios.upra.gov.co/arcgis/rest/services/tipo_utilizacion_tierra/meta_aptitud/MapServer"
"dk4s-b5dm","ACTIVIDADES RECREATIVAS POR TIPO DE ACTIVIDAD","Actividades recreativas de bienestar universitario por actividades desarrolladas varios periodos","Universidad del Quindio","r9f9-nfit","published","public","approved","official","dataset","Educación","estudiantes,género,estamento,periodos,docentes,administrativos,macroproceso,actividades","https://www.datos.gov.co/d/dk4s-b5dm","https://www.datos.gov.co/resource/dk4s-b5dm.json","2022-06-30T20:19:28.000","2022-06-30T20:46:19.000","www.datos.gov.co","false","21","4","12303","7","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-06-29","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"dryn-wbeu","Registro de Activos de Información EAMOS ESP","contiene información de los Activos de Información de la Empresa de Acueducto y Alcantarillado de Mosquera EAMOS ESP.","Empresa de Acueducto y Alcantarillado de Mosquera","m5t7-hjzz","published","public","approved","official","dataset",,"servicios públicos","https://www.datos.gov.co/d/dryn-wbeu","https://www.datos.gov.co/resource/dryn-wbeu.json","2022-03-31T16:02:47.000","2022-03-31T17:15:26.000","www.datos.gov.co","false","18","5","209","34","gestionti@eamosesp-mosquera-cundinamarca.gov.co","Creative Commons Attribution | NoDerivatives 4.0 International License","EAMOS ESP","https://www.datos.gov.co/d/dryn-wbeu",,,,,,,,,,,"No Aplica",,"E.S.P. Empresa de Acueducto y Alcantarillado Eamos Mosquera",,,,,,"Cundinamarca",,"Territorial",,,,,,"2022/03/30","Gestión Tecnológica ","Mosquera",,"Semestral","Español",,"Nacional",
"6exn-frei","CATEDRATICOS POR FACULTAD","Docentes catedraticos por facultad varios periodos uniquindio","Universidad del Quindio","r9f9-nfit","published","public","approved","official","dataset","Educación","dedicacion,categoria,formacion academica,facultad,genero,programa","https://www.datos.gov.co/d/6exn-frei","https://www.datos.gov.co/resource/6exn-frei.json","2021-11-09T13:18:04.000","2021-11-09T13:22:22.000","www.datos.gov.co","false","21","4","3351","9","datospersonales@uniquindio.edu.co","Creative Commons 1.0 Universal (Public Domain Dedication)","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2021-11-09","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","www.uniquindio.edu.co"
"dxs6-mdeg","INCAUTACIONES EXPLOTACIÓN ILÍCITA DE MINERALES","Incautación de maquinaria para la explotación ilícita de minerales por parte de la Fuerza Pública en cumplimiento de su deber.","johalda","g7xk-p77r","published","public","approved","official","dataset","Seguridad y Defensa","incautación,minerales,explotacion ilicita,fuerza pública","https://www.datos.gov.co/d/dxs6-mdeg","https://www.datos.gov.co/resource/dxs6-mdeg.json","2022-07-15T21:19:45.000","2022-07-15T21:28:17.000","www.datos.gov.co","false","20","6","4332","8","johan.aldana@mindefensa.gov.co",,"Ministerio de Defensa Nacional","https://www.mindefensa.gov.co",,,,,,,,,,,"Defensa",,"Ministerio de Defensa Nacional",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2022-07-15","Observatorio de Derechos Humanos y Defensa Nacional","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"5mz3-9uwg","Esquema de Publicación de Información de la Contraloría Municipal de Envigado","El Esquema de Publicación de Información es el instrumento del que disponen los sujetos obligados para informar, de forma ordenada, a la ciudadanía, interesados y usuarios, sobre la información publicada y que publicará, conforme al principio de divulgación proactiva de la información previsto en el artículo 3° de la Ley 1712 de 2014, y sobre los medios a través de los cuales se puede acceder a la misma.","Contraloria Municipal de Envigado","7if2-vi6t","published","public","approved","official","dataset","Función pública","esquema de publicación de la información,transparencia y acceso a la información publica,contraloria de envigado","https://www.datos.gov.co/d/5mz3-9uwg","https://www.datos.gov.co/resource/5mz3-9uwg.json","2019-10-24T16:55:19.000","2021-11-08T14:23:48.000","www.datos.gov.co","false","41","12","94","6","contraloria@contraloriaenvigado.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Contraloría Municipal de Envigado","http://www.contraloriaenvigado.gov.co/",,,,,,,,,,,"Organismos de control y vigilancia",,"Concejo Municipal de Envigado",,,,,,"Antioquia",,"Territorial",,,,,,"2019-09-30","Dirección Administrativa y Financiera ","Envigado",,"No aplica","Español",,"Municipal","http://www.contraloriaenvigado.gov.co/documentos/contraloria/Esquema_Publicacion_CME.pdf"
"vz6h-tizi","Pymes San Andres, Providencia y Santa Catalina","Pequeñas y medianas empresas San Andres, Providencia y Santa Catalina","CamaraSai","e3ji-92c5","published","public","approved","official","dataset","Estadísticas Nacionales",,"https://www.datos.gov.co/d/vz6h-tizi","https://www.datos.gov.co/resource/vz6h-tizi.json","2022-07-29T14:51:49.000","2022-07-29T15:36:18.000","www.datos.gov.co","false","26","8","5593","10","cadministrativa@camarasai.org","Public Domain",,,,,,,,,,,,,"No Aplica",,"Gobernación Archipiélago de San Andrés, Providencia y Santa Catalina",,,,,,"Archipiélago de San Andrés, Providencia y Santa Catalina",,"Territorial",,,,,,"2022-07-28","Camara de Comercio de San Andres Islas ","San Andrés",,"Anual","Español",,"Departamental",
"fm34-xein","Registro de Activos de Activos de Información","Registro de Activos de Informacion de la Contraloría General de santiago de Cali","Contraloría General de Santiago de Cali","f2nu-u2ve","published","public","approved","official","dataset","Organismos de Control","registro de activos de información","https://www.datos.gov.co/d/fm34-xein","https://www.datos.gov.co/resource/fm34-xein.json","2022-02-03T14:58:54.000","2022-02-03T15:19:28.000","www.datos.gov.co","false","40","7","191","9","oinformatica@contraloriacali.gov.co","Public Domain U.S. Government","Contraloría General de Santiago de Cali","https://www.datos.gov.co/d/fm34-xein",,,,,,,,,,,"Organismos de control y vigilancia",,"Contraloría General de Santiago de Cali",,,,,,"Valle del Cauca",,"Territorial",,,,,,"2020-12-31","Gestión Documental","Cali",,"Trienio","Español",,"Municipal",
"jw54-59y6","INSCRITOS POR FACULTAD","Estudiantes inscritos por facultad varios periodos uniquindio","Universidad del Quindio","r9f9-nfit","published","public","approved","official","dataset","Educación","estudiante,sede,programa,modalidad,metodologia,jornada,genero,facultad","https://www.datos.gov.co/d/jw54-59y6","https://www.datos.gov.co/resource/jw54-59y6.json","2021-11-10T16:17:47.000","2021-11-10T16:38:45.000","www.datos.gov.co","false","33","6","26990","17","datospersonales@uniquindio.edu.co","Creative Commons 1.0 Universal (Public Domain Dedication)","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2021-11-10","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","www.uniquindio.edu.co"
"6rje-qau3","INSCRITOS POR NACIONALIDAD","Estudiantes inscritos por nacionalidad varios periodos","Universidad del Quindio","r9f9-nfit","published","public","approved","official","dataset","Educación","facultad,genero,metodologia,modalidad,nacionalidad,sede,estudiantes,programa,jornada,inscritos,estrato","https://www.datos.gov.co/d/6rje-qau3","https://www.datos.gov.co/resource/6rje-qau3.json","2021-11-19T14:08:24.000","2021-11-19T14:13:55.000","www.datos.gov.co","false","37","11","26990","17","datospersonales@uniquindio.edu.co","Creative Commons 1.0 Universal (Public Domain Dedication)","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2021-11-19","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","www.uniquindio.edu.co"
