"n_expediente","tiposervicio","a_o","asuntoexpediente","municipio","vereda","coordenada_x","coordenada_y","estado"
"OOAF-0002/08","Aprovechamiento Forestal Comercial","2008","PERMISO BOSQUE NATURAL","MARIPI","CARRERA",,,"Archivo Definitivo"
"OOAF-0002/09","Aprovechamiento Forestal Comercial","2009","DOMESTICO","MIRAFLORES","PIE DE BUENOS AIRES",,,"Archivo Definitivo"
"OOAF-0002/10","Aprovechamiento Forestal Doméstico","2010","FORESTAL AMARILLO Y ENCENILLO","SAN EDUARDO","QUEBRADAS",,,"Archivo Definitivo"
"OOAF-0002/11","Aprovechamiento Forestal Comercial","2011","ÁRBOLES","DUITAMA","SAN ANTONIO NORTE",,,"Para Firma Acto Administrativo"
"OOAF-0002/12","Aprovechamiento Forestal Doméstico","2012","PODA Y TALA DE ARBOLES","TUNJA","ZONA URBANA",,,"Para Generar Acto Administrativo"
"OOAF-0002/13","Aprovechamiento Forestal Comercial","2013","PINO PATULA","SIACHOQUE","SIACHOQUE ARRIBA",,,"En Espera Cumplimiento Requerimientos"
"OOAF-0002/16","Autorizaciones Aprovechamiento Forestal Único o Persistente","2015","Consumo Domestico","VILLA DE LEYVA","CENTRO",,,"Para Seguimiento"
"OOAF-0002/18","Autorizaciones Aprovechamiento Forestal Único o Persistente","2018","APROVECHAMIENTO FORESTAL PERSISTENTE","OTANCHE","BUENAVISTA",,,"Para Visita"
"OOAF-0003/00","Aprovechamiento Forestal Comercial","2000","FINCA SAN JOSE","Sin Información","CANOCAS","NULL","NULL","Archivo Definitivo"
"OOAF-0003/01","Aprovechamiento Forestal Comercial","2001","Finca la primavera","Sin Información","PANTANITOS","NULL","NULL","Archivo Definitivo"
"OOAF-0003/02","Aprovechamiento Forestal Comercial","2002","FINCA SANTA RITA","Sin Información","AVENDANOS","NULL","NULL","Archivo Definitivo"
"OOAF-0003/03","Aprovechamiento Forestal Comercial","2003","FINCA LA VEGA","Sin Información","RESGUARDO","NULL","NULL","Archivo Definitivo"
"OOAF-0003/04","Aprovechamiento Forestal Comercial","2004","VILLA LUZ","Sin Información","RUPAVITA","NULL","NULL","Archivo Definitivo"
"OOAF-0003/05","Aprovechamiento Forestal Comercial","2005","FORESTAL Bosque Plantado","TUNJA","TRAS DEL ALTO","NULL","NULL","Archivo Definitivo"
"OOAF-0003/07","Aprovechamiento Forestal Comercial","2007","NO EXISTE","TUNJA","ZONA URBANA",,,"No Existe"
"OOAF-0003/09","Aprovechamiento Forestal Doméstico","2009","FORESTAL 8 ARBOLES","BERBEO","BATATAL",,,"Archivo Definitivo"
"OOAF-0003/10","Aprovechamiento Forestal Comercial","2009","VIVIENDA","SAN EDUARDO","CARDOZO",,,"Archivo Definitivo"
"OOAF-0003/11","Aprovechamiento Forestal Comercial","2011","ÁRBOLES","TOTA","ZONA URBANA",,,"Archivo Definitivo"
"OOAF-0003/12","Aprovechamiento Forestal Comercial","2012","TALA DE ARBOLES","BRICEÑO","TARPEYA",,,"Archivo Definitivo"
"OOAF-0003/13","Aprovechamiento Forestal Comercial","2013","EUCALIPTOS","SOTAQUIRA","PUEBLO VIEJO",,,"En Espera Cumplimiento Requerimientos"
"OOAF-0003/18","Autorizaciones Aprovechamiento Forestal Único o Persistente","2018","APROVECHAMIENTO FORESTAL PERSISTENTE","TUNUNGUA","SANTA ROSA",,,"Notificación realizada"
"OOAF-0004/00","Aprovechamiento Forestal Comercial","2000","FINCA EL SALITRE","Sin Información","AVENDANOS","NULL","NULL","En Tramite"
"OOAF-0004/01","Aprovechamiento Forestal Comercial","2001","Finca san jose","Sin Información","SAN PEDRO","NULL","NULL","Archivo Definitivo"
"OOAF-0004/02","Aprovechamiento Forestal Comercial","2002","FINCA SAN FRANCISCO","Sin Información","PIRGUA","NULL","NULL","Archivo Definitivo"
"OOAF-0004/03","Aprovechamiento Forestal Comercial","2003","URBANIZACION DE INTERES SOSCIAL EL ROBLE","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"OOAF-0004/04","Aprovechamiento Forestal Comercial","2004","PERMISO MENOR","Sin Información","GUAYABAL","NULL","NULL","Archivo Definitivo"
"OOAF-0004/05","Aprovechamiento Forestal Comercial","2005","Permiso Menor","MIRAFLORES","ESTANCIA Y TABLON","NULL","NULL","Archivo Definitivo"
"OOAF-0004/07","Aprovechamiento Forestal Comercial","2007","FORESTAL BOSQUE NATURAL","OTANCHE","CURUBITA","990862.00","1137850.00","Archivo Definitivo"
"OOAF-0004/08","Aprovechamiento Forestal Comercial","2008","PERMISO BOSQUE NATURAL","MARIPI","GUAYABAL",,,"Archivo Definitivo"
"OOAF-0004/09","Aprovechamiento Forestal Doméstico","2009","APROVECHAMIENTO FORESTAL","BERBEO","BATATAL",,,"Archivo Definitivo"
"OOAF-0004/10","Aprovechamiento Forestal Comercial","2010","PERMISO MENOR","PAEZ","PARAISO-GUARUMAL","1126175.00","1050620.00","Archivo Definitivo"
"OOAF-0004/11","Aprovechamiento Forestal Comercial","2011","EXPANSION GASODUCTO","MIRAFLORES","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"OOAF-0004/12","Aprovechamiento Forestal Doméstico","2012","TALA DE ARBOLES","PAUNA","MANOTE",,,"Archivo Definitivo"
"OOAF-0004/13","Aprovechamiento Forestal Comercial","2013","HOJARASCO. CHULO. JALAPO Y MOHO","PAEZ","MOCHILERO",,,"Archivo Definitivo"
"OOAF-0004/14","Autorizaciones Aprovechamiento Forestal Único o Persistente","2014","Tala de Arboles","SOGAMOSO","PANTANITOS",,,"Para Seguimiento"
"OOAF-0004/18","Autorizaciones Aprovechamiento Forestal Único o Persistente","2018","APROVECHAMIENTO FORESTAL PERSISTENTE","PAUNA","BOQUIPI",,,"Concepto Emitido"
"OOAF-0005/00","Aprovechamiento Forestal Comercial","2000","FINCA CASA DE TEJA","Sin Información","CARICHAMA","NULL","NULL","Archivo Definitivo"
"OOAF-0005/01","Aprovechamiento Forestal Comercial","2001","Finca el cerezo","Sin Información","REYES PATRIA","NULL","NULL","Archivo Definitivo"
"OOAF-0005/02","Aprovechamiento Forestal Comercial","2002","Finca pueblo viejo","Sin Información","QUEBRADA GRANDE","NULL","NULL","Archivo Definitivo"
"OOAF-0005/03","Aprovechamiento Forestal Comercial","2003","FINCA SAN PABLO","Sin Información","PARAMO","NULL","NULL","Archivo Definitivo"
"OOAF-0005/04","Aprovechamiento Forestal Comercial","2004","EL PINAR","Sin Información","MONQUIRA","NULL","NULL","Archivo Definitivo"
"OOAF-0005/05","Aprovechamiento Forestal Comercial","2005","FORESTAL Bosque Plantado","ARCABUCO","CENTRO","NULL","NULL","Archivo Definitivo"
"OOAF-0005/07","Aprovechamiento Forestal Comercial","2007","FORESTAL BOSQUE NATURAL","BRICEÑO","BUENAVISTA","1019856.00","1121514.00","Archivo Definitivo"
"OOAF-0005/08","Aprovechamiento Forestal Comercial","2008","FORESTAL BOSQUE NATURAL","MARIPI","CENTRO","1010356.00","1107213.00","Archivo Definitivo"
"OOAF-0005/09","Aprovechamiento Forestal Comercial","2008","PODA ARBOLES","TUNJA","ZONA URBANA",,,"Archivo Definitivo"
"OOAF-0005/10","Aprovechamiento Forestal Comercial","2010","PERMISO MENOR","PAEZ","AGUABLANCA","1192232.00","1053011.00","Archivo Definitivo"
"OOAF-0005/11","Aprovechamiento Forestal Doméstico","2011","ÁRBOLES","TOTA","LA PUERTA",,,"Archivo Definitivo"
"OOAF-0005/12","Aprovechamiento Forestal Comercial","2012","TALA DE ARBOLES","BRICEÑO","YOPOS",,,"Archivo Definitivo"
"OOAF-0005/13","Aprovechamiento Forestal Comercial","2013","MUCHE. CEDRILLO. CEDRO. CACO. HIGUERON Y FRIJOLILLO","MARIPI","ZULIA",,,"Archivo Definitivo"
"OOAF-0005/18","Autorizaciones Aprovechamiento Forestal Único o Persistente","2018","SOLICITUD APROVECHAMIENTO FORESTAL PERSISTENTE","OTANCHE","EL ROBLE",,,"Para Visita"
"OOAF-0005/97","Aprovechamiento Forestal Comercial","1997","LA ROSALIA","ARCABUCO","RUPAVITA",,,"Archivo Definitivo"
"OOAF-0005/98","Aprovechamiento Forestal Comercial","1998","LOS AMARILLOS","SOTAQUIRA","MORAL",,,"Archivo Definitivo"
"OOAF-0006/00","Aprovechamiento Forestal Comercial","2000","FINCA EL GUANABANO","Sin Información","ANCAMAY","NULL","NULL","Archivo Definitivo"
"OOAF-0006/01","Aprovechamiento Forestal Comercial","2001","FABRICA SANTA BARBARA","SOGAMOSO","ZONA URBANA",,,"Archivo Definitivo"
"OOAF-0006/02","Aprovechamiento Forestal Comercial","2002","PERMISO ESPECIAL DE EXPORTACION DE MUEBLES","Sin Información","BONZA","NULL","NULL","Archivo Definitivo"
"OOAF-0006/03","Aprovechamiento Forestal Comercial","2003","AVENDIDA ORIENTAL. GLORIETA NORTE","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"OOAF-0006/04","Aprovechamiento Forestal Comercial","2004","BUENAVISTA","Sin Información","CANOCAS","NULL","NULL","Archivo Definitivo"
"OOAF-0006/05","Aprovechamiento Forestal Comercial","2005","FORESTAL Bosque Plantado","TUNJA","LA HOYA","NULL","NULL","Archivo Definitivo"
"OOAF-0006/08","Aprovechamiento Forestal Comercial","2008","PERMISO BOSQUE NATURAL","COPER","CANTINO",,,"Archivo Definitivo"
"OOAF-0006/09","Aprovechamiento Forestal Comercial","2009","PERMISO BOSQUE NATURAL","PAUNA","PARAMO",,,"Archivo Definitivo"
"OOAF-0006/10","Aprovechamiento Forestal Comercial","2009","PERMISO MENOR","MIRAFLORES","PIE DE BUENOS AIRES",,,"Archivo Definitivo"
"OOAF-0006/11","Aprovechamiento Forestal Doméstico","2011","ÁRBOLES","TOTA","TOTA",,,"Archivo Definitivo"
"OOAF-0006/12","Aprovechamiento Forestal Comercial","2012","TALA DE ARBOLES","PAUNA","BOQUIPI",,,"Archivo Definitivo"
"OOAF-0006/13","Aprovechamiento Forestal Doméstico","2013","PODA DE 92 ARBOLES","SAN MATEO","CENTRO",,,"Para Generar Acto Administrativo"
"OOAF-0006/15","Autorizaciones Aprovechamiento Forestal Único o Persistente","2015","SOLICITUD DE APROVECHAMIENTO FORESTAL TALA DE ARBOLES","PAUNA","IBAMA",,,"Archivo Definitivo"
"OOAF-0006/18","Autorizaciones Aprovechamiento Forestal Único o Persistente","2018","APROVECHAMIENTO FORESTAL PERSISTENTE","OTANCHE","ALTAZAR",,,"Para Visita"
"OOAF-0007/00","Aprovechamiento Forestal Comercial","2000","FINCAS: CABAÃ‘AS Y PELADERO","Sin Información","PANTANITOS","NULL","NULL","Archivo Definitivo"
"OOAF-0007/01","Aprovechamiento Forestal Comercial","2001","Camino vecinal","Sin Información","MONQUIRA","NULL","NULL","Archivo Definitivo"
"OOAF-0007/02","Aprovechamiento Forestal Comercial","2002","FINCA EL CORAZON","TOCA","CHORRERA",,,"Archivo Definitivo"
"OOAF-0007/03","Aprovechamiento Forestal Comercial","2003","FINCA ALTO GRANDE","Sin Información","TOCAVITA","NULL","NULL","Archivo Definitivo"
"OOAF-0007/04","Aprovechamiento Forestal Comercial","2004","LA VEGA DE LA VENTA","Sin Información","CENTRO","NULL","NULL","Notificación realizada"
"OOAF-0007/05","Aprovechamiento Forestal Comercial","2005","FORESTAL Bosque Plantado","LA UVITA","CUSAGUI","NULL","NULL","Archivo Definitivo"
"OOAF-0007/06","Aprovechamiento Forestal Comercial","2006","FORESTAL BOSQUE NATURAL","MARIPI","CARRERA","1002891.00","1101744.00","Archivo Definitivo"
"OOAF-0007/07","Aprovechamiento Forestal Comercial","2007","Bosque natural","Sin Información","CHIZO CENTRO","NULL","NULL","Archivo Definitivo"
"OOAF-0007/09","Aprovechamiento Forestal Comercial","2008","FORESTAL BOSQUE NATURAL","MARIPI","CARRERA","1003311.00","1102857.00","Archivo Definitivo"
"OOAF-0007/10","Aprovechamiento Forestal Comercial","2009","PERMISO MENOR","MIRAFLORES","PIE DE BUENOS AIRES",,,"Archivo Definitivo"
"OOAF-0007/11","Aprovechamiento Forestal Comercial","2011","ÁRBOLES","TOTA","ZONA URBANA",,,"Archivo Definitivo"
"OOAF-0007/12","Aprovechamiento Forestal Comercial","2012","TALA DE ARBOLES","MONIQUIRA","SAN VICENTE",,,"Archivo Definitivo"
"OOAF-0007/13","Aprovechamiento Forestal Comercial","2013","PINO PATULA","SAMACA","PARAMO CENTRO",,,"Para Seguimiento"
"OOAF-0007/18","Autorizaciones Aprovechamiento Forestal Único o Persistente","2018","APROVECHAMIENTO FORESTAL ÚNICO","PUERTO BOYACA","CALDERON",,,"Notificación realizada"
"OOAF-0007/94","Aprovechamiento Forestal Comercial","1994","FORESTAL","OTANCHE","COBRE NUEVA",,,"Archivo Definitivo"
"OOAF-0008/00","Aprovechamiento Forestal Comercial","2000","FINCA N.N.","Sin Información","PIRGUA","NULL","NULL","Archivo Definitivo"
"OOAF-0008/01","Aprovechamiento Forestal Comercial","2001","Finca los pinos","Sin Información","LA CARRERA","NULL","NULL","Archivo Definitivo"
"OOAF-0008/02","Aprovechamiento Forestal Comercial","2002","FINCA LA RASTRA","Sin Información","CENTRO","NULL","NULL","Archivo Definitivo"
"OOAF-0008/04","Aprovechamiento Forestal Comercial","2004","RESGUARDO","Sin Información","AGUA BLANCA","NULL","NULL","Archivo Definitivo"
"OOAF-0008/05","Aprovechamiento Forestal Comercial","2005","FORESTAL Bosque Plantado","DUITAMA","SANTA ANA","NULL","NULL","Archivo Definitivo"
"OOAF-0008/07","Aprovechamiento Forestal Comercial","2007","Bosque natural","Sin Información","CHIZO CENTRO","1126703","998414","Archivo Definitivo"
"OOAF-0008/09","Aprovechamiento Forestal Comercial","2009","PERMISO BOSQUE NATURAL","MIRAFLORES","PIE DE BUENOS AIRES",,,"Archivo Definitivo"
"OOAF-0008/10","Aprovechamiento Forestal Comercial","2010","FORESTAL","BERBEO","GUARUMAL",,,"Archivo Definitivo"
"OOAF-0008/11","Aprovechamiento Forestal Comercial","2011","ARBOLLES PALMICHO","ARCABUCO","PEÑAS BLANCAS",,,"Para Generar Acto Administrativo"
"OOAF-0008/12","Aprovechamiento Forestal Comercial","2012","TALA DE ARBOLES","OTANCHE","SAN JOSE DE NAZARETH",,,"Archivo Definitivo"
"OOAF-0008/13","Aprovechamiento Forestal Comercial","2013","MOPO. MUCHE Y GUADUA","TUNUNGUA","VIJAGUAL",,,"Para Seguimiento"
"OOAF-0008/18","Autorizaciones Aprovechamiento Forestal Único o Persistente","2018","APROVECHAMIENTO FORESTAL UNICO","MIRAFLORES","ARRAYAN",,,"Notificación realizada"
"OOAF-0009/00","Aprovechamiento Forestal Comercial","2000","FINCA EMPORIOS","Sin Información","AVENDANOS","NULL","NULL","Archivo Definitivo"
"OOAF-0009/01","Aprovechamiento Forestal Comercial","2001","Finca el triunfo","Sin Información","CARICHAMA","NULL","NULL","Archivo Definitivo"
"OOAF-0009/02","Aprovechamiento Forestal Comercial","2002","FINCA PINAL","Sin Información","PARAMO","NULL","NULL","Archivo Definitivo"
"OOAF-0009/03","Aprovechamiento Forestal Comercial","2003","FINCA ROGITAMA","Sin Información","PEÑAS BLANCAS","NULL","NULL","Archivo Definitivo"
"OOAF-0009/04","Aprovechamiento Forestal Comercial","2004","LAS PEÃ‘ITAS","Sin Información","QUEBRADA GRANDE","NULL","NULL","Archivo Definitivo"
"OOAF-0009/05","Aprovechamiento Forestal Comercial","2005","Permiso menor","Sin Información","JURAL","1115760","1049083","Archivo Definitivo"
"OOAF-0009/07","Aprovechamiento Forestal Comercial","2007","Bosque natural","Sin Información","TARPEYA","11211089","1016089","Archivo Definitivo"
"OOAF-0009/08","Aprovechamiento Forestal Comercial","2008","FORESTAL BOSQUE NATURAL","MIRAFLORES","MORRO ARRIBA","1104854.59","1056641.99","Archivo Definitivo"
"OOAF-0009/09","Aprovechamiento Forestal Comercial","2008","FORESTAL BOSQUE NATURAL","BRICEÑO","MEDIA LUNA","1017390.00","1121857.00","Archivo Definitivo"
"OOAF-0009/10","Aprovechamiento Forestal Comercial","2010","PERMISO MENOR","ZETAQUIRA","GUANATA",,,"Archivo Definitivo"
"OOAF-0009/11","Aprovechamiento Forestal Comercial","2011","ÁRBOLES","TOTA","LA PUERTA",,,"Archivo Definitivo"
"OOAF-0009/12","Aprovechamiento Forestal Comercial","2012","TALA DE ARBOLES","PAUNA","TRAVESIA Y OTRO MUNDO",,,"Archivo Definitivo"
"OOAF-0009/13","Aprovechamiento Forestal Comercial","2013","GUACIMO. CARACOLI. CAIBA. MUCHE Y ACUAPAR","OTANCHE","EL CARMEN",,,"Archivo Definitivo"
"OOAF-0009/18","Autorizaciones Aprovechamiento Forestal Único o Persistente","2018","SOLICITUD APROVECHAMIENTO FORESTAL PERSISTENTE","OTANCHE","SAN PABLAL",,,"Para Visita"
"OOAF-0009/95","Aprovechamiento Forestal Comercial","1995","APROBECHAMIENTO FORESTAL","NOBSA","BONZA",,,"Archivo Definitivo"
"OOAF-0010/00","Aprovechamiento Forestal Comercial","2000","FINCA CAISIA","Sin Información","SAN JUDAS TADEO","NULL","NULL","Archivo Definitivo"
"OOAF-0010/01","Aprovechamiento Forestal Comercial","2001","Finca san luis","Sin Información","GUINTIVA","NULL","NULL","Archivo Definitivo"
"OOAF-0010/02","Aprovechamiento Forestal Comercial","2002","TALA TRES ARBOLES POR PELIGRO DE CAIDA","Sin Información","PIRGUA","NULL","NULL","Archivo Definitivo"
"OOAF-0010/03","Aprovechamiento Forestal Comercial","2003","FINCA EL RIO","Sin Información","CENTRO","NULL","NULL","Archivo Definitivo"
"OOAF-0010/04","Aprovechamiento Forestal Comercial","2004","PALMA","Sin Información","GUINTIVA","NULL","NULL","Archivo Definitivo"
"OOAF-0010/05","Aprovechamiento Forestal Comercial","2005","Forestal Bosque Natural","PAUNA","MIABE","1016433.00","1116866.00","Archivo Definitivo"
"OOAF-0010/07","Aprovechamiento Forestal Comercial","2007","Bosque natural","Sin Información","COBRE NUEVA","1131895","98645","Archivo Definitivo"
"OOAF-0010/08","Aprovechamiento Forestal Doméstico","2008","APROVECHAMIENTO FORESTAL TALA DE ARBOLES DE ESPECIE PINO PATULA Y EUCALIPTO","COMBITA","SAN ONOFRE",,,"Notificación realizada"
"OOAF-0010/09","Aprovechamiento Forestal Comercial","2009","PERMISO BOSQUE NATURAL","MIRAFLORES","PIE DE BUENOS AIRES",,,"Archivo Definitivo"
"OOAF-0010/10","Aprovechamiento Forestal Comercial","2010","PERMISO MEÑOR","MIRAFLORES","PIE DE BUENOS AIRES",,,"Archivo Definitivo"
"OOAF-0010/11","Aprovechamiento Forestal Doméstico","2011","Tala forestal","TUNJA","ZONA URBANA",,,"Archivo Definitivo"
"OOAF-0010/12","Aprovechamiento Forestal Comercial","2012","TALA DE ARBOLES","PAUNA","TRAVESIA Y OTRO MUNDO",,,"Archivo Definitivo"
"OOAF-0010/13","Aprovechamiento Forestal Comercial","2013","MOPO. MUCHE. CEIBA Y CARACOLI","PAUNA","TUNEL Y GUAMAL",,,"En Espera Cumplimiento Requerimientos"
"OOAF-0010/18","Autorizaciones Aprovechamiento Forestal Único o Persistente","2018","SOLICITUD APROVECHAMIENTO FORESTAL PERSISTENTE","OTANCHE","CAMBUCO",,,"Para Visita"
"OOAF-0010/95","Aprovechamiento Forestal Comercial","1995","APROBECHAMIENTO FORESTAL","SAMACA","ZONA URBANA",,,"Archivo Definitivo"
"OOAF-0010/98","Aprovechamiento Forestal Comercial","1998","EL VENADO","SAMACA","TIBAQUIRA",,,"Archivo Definitivo"
"OOAF-0011/00","Aprovechamiento Forestal Comercial","2000","FINCA SAN MIGUEL","Sin Información","CANOCAS","NULL","NULL","Archivo Definitivo"
"OOAF-0011/01","Aprovechamiento Forestal Comercial","2001","Finca el recuerdo","Sin Información","GUINTIVA","NULL","NULL","Archivo Definitivo"
"OOAF-0011/02","Aprovechamiento Forestal Comercial","2002","FINCA LOTE RURAL","Sin Información","AVENDANOS","NULL","NULL","Archivo Definitivo"
"OOAF-0011/03","Aprovechamiento Forestal Comercial","2003","FINCA ARRAYANES","Sin Información","SAN PEDRO","NULL","NULL","Archivo Definitivo"
"OOAF-0011/04","Aprovechamiento Forestal Comercial","2004","LA VEGA","Sin Información","GUINTIVA","NULL","NULL","Archivo Definitivo"
"OOAF-0011/05","Aprovechamiento Forestal Comercial","2005","FORESTAL Bosque Plantado","PAUNA","MIABE","NULL","NULL","Archivo Definitivo"
"OOAF-0011/07","Aprovechamiento Forestal Comercial","2007","Bosque natural","Sin Información","GUAYABAL","1109423","1000931","Archivo Definitivo"
"OOAF-0011/09","Aprovechamiento Forestal Comercial","2009","PERMISO MENOR","ZETAQUIRA","ESPERANZA",,,"Archivo Definitivo"
"OOAF-0011/10","Aprovechamiento Forestal Comercial","2010","FORESTAL VARIAS ESPECIES","BRICEÑO","TABOR","1018241.00","1121358.00","Archivo Definitivo"
"OOAF-0011/11","Aprovechamiento Forestal Doméstico","2011","ARBOLES","MIRAFLORES","PUEBLO Y CAJON",,,"Archivo Definitivo"
"OOAF-0011/12","Aprovechamiento Forestal Comercial","2012","TALA DE ARBOLES","PAUNA","CARACOL",,,"Archivo Definitivo"
"OOAF-0011/13","Aprovechamiento Forestal Comercial","2013","PINO PATULA","DUITAMA","SANTA ANA",,,"Archivo Definitivo"
"OOAF-0011/17","Autorizaciones Aprovechamiento Forestal Único o Persistente","2017","SOLICITUD APROVECHAMIENTO FORESTAL ÚNICO","SANTA ROSA DE VITERBO","CRECIENTE",,,"Notificación realizada"
"OOAF-0011/97","Aprovechamiento Forestal Comercial","1997","LAS CRUCES","TASCO","CALLE ARRIBA",,,"Archivo Definitivo"
"OOAF-0012/00","Aprovechamiento Forestal Comercial","2000","FINCA BUENOS AIRES","Sin Información","CHORRITO","NULL","NULL","Archivo Definitivo"
"OOAF-0012/01","Aprovechamiento Forestal Comercial","2001","Finca las brisas","Sin Información","PANTANITOS","NULL","NULL","Archivo Definitivo"
"OOAF-0012/02","Aprovechamiento Forestal Comercial","2002","FINCA LA FRANQUERA","Sin Información","RUPAVITA","NULL","NULL","Archivo Definitivo"
"OOAF-0012/03","Aprovechamiento Forestal Comercial","2003","FINCA SAN FRANCISCO","Sin Información","SAN PEDRO","NULL","NULL","Archivo Definitivo"
"OOAF-0012/04","Aprovechamiento Forestal Comercial","2004","APROVECHAMIENTO FORESTAL","SOTAQUIRA","BOSIGAS",,,"Archivo Definitivo"
"OOAF-0012/05","Aprovechamiento Forestal Comercial","2005","FORESTAL Bosque Plantado","TUNJA","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"OOAF-0012/09","Aprovechamiento Forestal Comercial","2009","PERMISO MENOR","MONGUA","SINGUAZA",,,"Archivo Definitivo"
"OOAF-0012/10","Aprovechamiento Forestal Comercial","2009","PERMISO MENOR","PAEZ","PAN DE AZUCAR","1114122","1052680","Archivo Definitivo"
"OOAF-0012/11","Aprovechamiento Forestal Doméstico","2011","Tala y aprovechamiento de árboles en riesgo de caída","TUNJA","ZONA URBANA","1078953","1106365","Archivo Definitivo"
"OOAF-0012/12","Aprovechamiento Forestal Comercial","2012","APROVECHAMIENTO FORESTAL","TUNUNGUA","SANTA ROSA",,,"Archivo Definitivo"
"OOAF-0012/13","Aprovechamiento Forestal Comercial","2013","PINO PATULA","TUNJA","RUNTA",,,"Archivo Definitivo"
"OOAF-0012/17","Autorizaciones Aprovechamiento Forestal Único o Persistente","2017","APROVECHAMIENTO PLANTACIÓN FORESTAL","JERICO","CENTRO",,,"Para Notificación"
"OOAF-0012/95","Aprovechamiento Forestal Comercial","1995","APROBECHAMIENTO FORESTAL","DUITAMA","TOCOGUA",,,"Archivo Definitivo"
"OOAF-0012/96","Aprovechamiento Forestal Comercial","1996","EXPLOTACION BOSQUE","TOTA","RANCHERIA",,,"Archivo Definitivo"
"OOAF-0013/00","Aprovechamiento Forestal Comercial","2000","PARQUE PRINCIPAL","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"OOAF-0013/01","Aprovechamiento Forestal Comercial","2001","LOs naranjitos","Sin Información","ESPERANZA","NULL","NULL","Archivo Definitivo"
"OOAF-0013/02","Aprovechamiento Forestal Comercial","2002","TALA DE ARBOLES","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"OOAF-0013/03","Aprovechamiento Forestal Comercial","2003","FINCA DURAZNO","Sin Información","LA CARRERA","NULL","NULL","Archivo Definitivo"
"OOAF-0013/04","Aprovechamiento Forestal Comercial","2004","SAN MARTIN","Sin Información","SAN MARTIN","NULL","NULL","Archivo Definitivo"
"OOAF-0013/05","Aprovechamiento Forestal Comercial","2005","FORESTAL Bosque Natural","TUNJA","LA HOYA","NULL","NULL","Archivo Definitivo"
"OOAF-0013/07","Aprovechamiento Forestal Comercial","2007","Bosque natural","Sin Información","GUAYABAL","1006554","1109213","Archivo Definitivo"
"OOAF-0013/09","Aprovechamiento Forestal Comercial","2009","PERMISO MENOR","BRICEÑO","TABOR","1019450.00","1122777.00","Archivo Definitivo"
"OOAF-0013/10","Aprovechamiento Forestal Comercial","2010","PERMISO BOSQUE NATURAL","PAUNA","HONDA Y VOLCAN",,,"Archivo Definitivo"
"OOAF-0013/11","Aprovechamiento Forestal Doméstico","2011","APROVECHAMIENTO FORESTAL","SAN PABLO DE BORBUR","ZONA URBANA",,,"Archivo Definitivo"
"OOAF-0013/12","Aprovechamiento Forestal Doméstico","2012","TALA DE ARBOLES CON RIESGO DE CAIDA","TUNJA","ZONA URBANA",,,"Para Generar Acto Administrativo"
"OOAF-0013/13","Aprovechamiento Forestal Comercial","2013","ACUAPAR. CARACOLI. MUCHE. CEIBA Y GUACIMO","OTANCHE","LA LAGUNA",,,"Archivo Definitivo"
"OOAF-0013/17","Autorizaciones Aprovechamiento Forestal Único o Persistente","2017","SOLICITUD APROVECHAMIENTO FORESTAL ÚNICO","SOTAQUIRA","CARRIZAL",,,"Notificación realizada"
"OOAF-0014/00","Aprovechamiento Forestal Comercial","2000","FINCA VISTA HERMOSA","Sin Información","NOVILLERO","NULL","NULL","Archivo Definitivo"
"OOAF-0014/01","Aprovechamiento Forestal Comercial","2001","Finca el alisal","Sin Información","TIBAQUIRA","NULL","NULL","Archivo Definitivo"
"OOAF-0014/02","Aprovechamiento Forestal Comercial","2002","FINCA EL OLIVO","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"OOAF-0014/03","Aprovechamiento Forestal Comercial","2003","FINCA EL BAMBU","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"OOAF-0014/04","Aprovechamiento Forestal Comercial","2004","EL DIAMANTE","Sin Información","DONACION","NULL","NULL","Archivo Definitivo"
"OOAF-0014/05","Aprovechamiento Forestal Comercial","2005","Bosque plantado","ARCABUCO","QUIRBAUIRA","NULL","NULL","Archivo Definitivo"
"OOAF-0014/09","Aprovechamiento Forestal Comercial","2008","PERMISO MENOR","SAN PABLO DE BORBUR","CHIZO CENTRO",,,"Archivo Definitivo"
"OOAF-0014/10","Aprovechamiento Forestal Comercial","2010","FORESTAL TALA - PERMISO ESPECIAL","SAN JOSE DE PARE","ZONA URBANA","1058653.00","1157233.00","Archivo Definitivo"
"OOAF-0014/11","Aprovechamiento Forestal Comercial","2011","APROVECHAMIENTO FORESTAL","CORRALES","ZONA URBANA",,,"Archivo Definitivo"
"OOAF-0014/12","Aprovechamiento Forestal Comercial","2012","TALA DE ARBOLES","OTANCHE","CURUBITA",,,"Notificación realizada"
"OOAF-0014/13","Aprovechamiento Forestal Comercial","2012","PODA DE ARBOLES","MIRAFLORES","ZONA URBANA",,,"Archivo Definitivo"
