"item","expediente","empresa","direccion","telefono","correo_electronico","tramite","no_resolucion_y_fecha","descripci_n","estado","aceites_usados","gasolina","nafta","petroleo_crudo","acpm","destilado","varsol","combustoleo","gas_natural","lodos_de_producci_n_borras","aguas_de_producci_n","ar_domesticas","rs_contaminados_con","condensado","butil_caustica","hipoclorito_de_sodio","detergente_industrial","corrosivos_low_cor","yodo","anhidro_aftalico","potasa_caustica","acido_nitrico","acido_clorhidrico","cloro","cloruro_de_sodio","soda_caustica","hidrocarburo_gnc","aceite_de_palma","hipoclorito_de_sodio_1","jarabe_de_maiz","aceite_hidraulico","acido_fosforico","acido_acetico","bicarbonato_de_sodio","butanediol","hidroxido_de_calcio","carbonato_de_calcio","carbonato_de_potasio","clorato_de_potasio","cloruro_de_calcio","formiato_de_potasio","etil_glicol","hipoclorito_de_calcio","hipoclorito_de_sodio_2","nitrato_de_potasio","nitrato_de_magnesio_liquido","alcohol_etileno_normal","monoxido_de_carbono","sulfato_de_potasio","thinner","tolueno","xileno","aceite_de_motor","estopas_trapos_geomembranas","envases_de_pintura","diluyente","baterias","tonner_y_cartucho_usado_de","tubos_flourescentes","madera_contaminada_con","filtros_contaminados_con","material_contaminado_con","manguera_contaminada_con","bolsas_de_cemento","icopor_contaminado_con","pvc_contaminado_con","residuos_de_aparatos","escombros","llantas","empaques_de_quimicos","fluidos_o_tierra_contaminada","rs_ordinarios","residuos_organicos","residuos_especiales","residuos_aceitosos_aguas","jet_a1","liquido_desintegrador_m_o","salmueras_y_fluidos_salinos","residuos_de_la_produccion","residuos_de_plaguicidas","residuos_desinfectantes","pinturas_y_barnices","cal","barita","flocs","estibas_contaminadas","metales_contaminados","hidroxido_de_sodio","dioxido_de_silicio","antiespumante_base_glicol","carbon_activado","cloruro_de_potasio","silicato_de_aluminio","metano","butano","propileno","disolvente_n4","dioxido_de_azufre","dioxido_de_nitrogeno","manganato_de_potasio","aserrin","cascara_de_nuez","nitrogeno_comprimido","aga_mix","oxido_nitroso","hexafloruro_de_azufre","helio","argon_comprimido","oxigeno_comprimido","dioxido_de_carbono","nitron","propanol","isobutanol","perlita_aislamiento_termico"
"118","3.37.18.010.001","SERVIAMBIENTAL S.A.","CLL 17 # 7A - 77 BARR QUIRIANAL NEIVA - HUILA","8744141 - 8752446","Info@serviambiental.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.015.0598 04/05/2015  y PS-GJ.1.2.6.016.0621 01/06/2016","Por el cual se acoge el concepto técnico PM-GA 3.44.15.416 del 06 de abril de 2015 y se aprueba el plan de contingencias para el transporte de residuos industriales peligrosos y hospitalarios presentado por la empresa SERVIAMBIENTAL S.A E.S.P identificada con Nit 830510145-9 y se dictan otras disposiciones.","ACTIVO","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","x","-","x","x","x","x","x","x","x","x","x","x","x","x","x","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"119","3.5.2.11.019.003","TRANSPORTES METROPLUS S.A.S.","CARRERA 44 N. 26-27 BAR. MONTECARLO - VILLAVICENCIO","3138306474 - 3138869691","administracion@transportesmetroplus.com - trans.metroplus@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19.0955  07/06/2019","Por medio del cual se acoge el concepto tecnico PM-GA  3.44.19.874 de 02 de abril de 2019 y se aprueba el plan de contingencias de transporte de Hidrocarburos, sus derivados y sustancias nocivas en el territorio nacional, a favor de la empresa TRANSPORTES METROPLUS S.A.S, identificada con NIT 900641316-7.","ACTIVO","-","X","X","X","X","-","-","-","-","X","X","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"120","3.5.2.11.019.006","MULTISERVICIOS D&S S.A.S.","MANZANA A CASA N.17 BAR. EL PROGRESO - CASTILLA LA NUEVA","3126906589 - 3203601300","stefanyoviedog@hotmail.com - multiserviciosdys@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19.2937  12/12/2019","Por medio del cual se acoge el concepto tecnico PM-GA  3.44.19.2007 de 12 de junio de 2019 y se aprueba el plan de contingencias de transporte de sustancias nocivas (aguas residuales nocivas) a favor de la empresa MULTISERVICIOS D&S S.A.S, identificada con NIT 901208949-7.","ACTIVO","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-"
"121","3.5.2.11.019.007","TRANSPORTES Y SERVICIOS LA ISLA S.A.S.","CALLE 13 N. 08-57  BAR. FUNDADORES","3203601300 - 3183343657","zuzug25@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19.2933  17/07/2019","Por medio del cual se acoge el concepto tecnico PM.GA.3.44.19.2531 de 17 de julio de 2019 y se aprueba el plan de contingencia para el transporte terrestre de aguas residuales domesticas, a favor de la empresa  TRANSPORTES Y SERVICIOS LA ISLA S.A.S, identificada con NIT 901081250-1.","ACTIVO","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"122","3.5.2.11.019.010","METATRANSPORTES S.A.S.","CALLE 6 N.14-141 BAR. CIUDAD JARDIN","3102767592","metatransporte2015@gmail.com - alfonsopedraza01@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19.3018  16/12/2019","Por medio del cual se acoge el concepto tecnico PM.GA.3.44.19.1970 de 11 de junio de 2019 y se aprueba el plan de contingencia para las operaciones de  transporte terrestre de Hidrocarburos y sustancias nocivas, a favor de la empresa  METATRANSPORTES S.A.S, identificada con NIT 900854190-0.","ACTIVO","-","X","X","X","X","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"123","3.5.2.11.019.014","TRANSPORTES Y SERVICIOS G.C.C. S.A.S.","KM 1 VIA YOPAL - AGUAZUL DIAGONAL ESTACION LA LLANERITA BAR. ZONA INDUSTRIAL","6333953 - 3138721907 - 3102879965","german.camargo@transportesgcc.com  -  ana.camargo@transportesgcc.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19.2941  21/11/2019","Por medio del cual se acoge el concepto tecnico PM.GA.3.44.19.4349 de 21 de noviembre de 2019 y se aprueba el plan de contingencia para el transporte de Hidrocarburos y sus derivados, a favor de la empresa  TRANSPORTES Y SERVICIOS GCC S.A.S, identificada con NIT 844001863-6.","ACTIVO","-","X","-","X","X","X","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"124","3.5.2.11.019.016","TRANPORTES LAS COROCORAS LOGISTICA A SU SERVICIO S.A.S.","CARRERA 26 N.16A - 112  BAR.PALMA REAL -  ACACIAS","3203487608 - 3103411497 - 6574582","gerencia@transcorocoras.co  - transcorocoras@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19.3228  26/12/2019","Por medio del cual se acoge el concepto tecnico PM.GA.3.44.19.2913 de 13 de agosto de 2019 y se aprueba el plan de contingencia para el transporte de Hidrocarburos, derivados y sustancias nocivas, a favor de la empresa  TRANSPORTES LAS COROCORAS LOGISTICA A SU SERVICIO S.A.S, identificada con NIT 900673667-4.","ACTIVO","-","X","X","X","X","-","X","-","X","-","-","-","-","-","-","X","-","X","X","X","X","X","-","-","-","X","-","-","-","-","-","X","X","-","-","-","-","-","-","-","-","-","X","-","-","X","X","X","X","-","-","X","X","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","X","X","X","X","X","X","X","-","-","X","X","X","X","X","X","X","X","-","X","X","-"
"125","3.5.2.11.019.018","SERVICENTRO S.A.S.","CARRERA 8 VIA CACAYAL- PISO 1 - OFI 102","6751530 -3107226246 -3142931293","servicentrosas2014@hotmail.com - gerencia@servicentro.com.co - operaciones@servicentro.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19.2699  22/10/2019","Por medio del cual se acoge el concepto tecnico PM.GA.3.44.19.2971 de 20 de agosto de 2019 y se aprueba el plan de contingencia para el transporte de Hidrocarburos y sus derivados, a favor de la empresa  SERVICENTRO S.A.S, identificada con NIT 900873997-1.","ACTIVO","X","X","X","X","X","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"126","3.5.2.11.019.024","SERVIPETROL DEL ORIENTE S.A.S.","CALLE 25 N. 8 C- 04 BAR. POPULAR- VILLAVICENCIO","3115120295 - 3115061945","eglis2007@hotmail.com - eglis2007@gmail.com - solucionesambientalesoficina@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19.2939  12/12/2019","Por medio del cual se acoge el concepto tecnico PM.GA.3.44.19.2890 de 12 de agosto de 2019 y se aprueba el plan de contingencia para el manejo de derrames de Hidrocarburos, derivados y sustancias nocivas, a favor de la empresa  SERVIPETROL DEL ORIENTE  S.A.S, identificada con NIT 900591441-4.","ACTIVO","-","X","X","X","X","-","X","X","-","-","X","-","-","-","-","X","-","-","-","-","-","X","-","-","-","X","-","X","-","-","-","X","X","-","-","-","-","-","-","-","-","-","-","-","-","X","X","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"127","3.5.2.11.019.034","TITANS TRANSPORT SOLUCIONES BIENES Y SERVICIOS S.A.S.","CALLE 15 N. 13-84 BAR. CENTRO - ACACIAS","3105709235 - 3132526291","titanstransportsas@gmail.com -  gerente.titans@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19.3048  18/12/2019","Por medio del cual se acoge el concepto tecnico PM.GA.3.44.19.3041 de 23 de agosto de 2019 y se aprueba el plan de contingencia para el manejo de derrames de Hidrocarburos, derivados y sustancias nocivas, a favor de la empresa  TITANS TRANSPORT SOLUCIONES BIENES Y SERVICIOS S.A.S, identificada con NIT 900807899-3.","ACTIVO","-","X","X","X","X","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"128","3.5.2.11.019.043","ECOLOGIA CIENCIA Y TECNOLOGIA AMBIENTAL S.A.S.","CARRERA 22 D N. 28-36 BAR. VEINTE DE JULIO - VILLAVICENCIO","3124517905","ecocyencia.gerencia@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19.2936  12/12/2019","Por medio del cual se acoge el concepto tecnico PM.GA.3.44.19.4019 de 05 de Noviembre de 2019 y se aprueba el plan de contingencias, a favor de la empresa  ECOLOGIA CIENCIA Y TECNOLOGIA AMBIENTAL S.A.S, identificada con NIT 901297863-2.","ACTIVO","-","X","X","X","X","-","X","-","X","-","-","-","-","-","-","X","X","X","X","X","X","X","-","-","-","X","-","-","-","-","-","X","X","-","-","-","-","-","-","-","-","-","X","-","-","X","X","X","X","-","-","X","X","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","X","X","X","X","X","X","X","-","-","X","X","X","X","-","X","X","X","X","-","X","-"
"129","3.5.2.11.015.038","TRANSPORTES G&T S.A.S.","CALLE 36 No 10-06 CONJUNTO CERRADO LOS TULIPANES - VILLAVICENCIO","3203416587 - 6662286","transportesgyt2@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.18.3049  22/11/2018","Por medio del cual se acoge el Concepto Tecnico No. PM.GA.3.44.18.454 de 14 de febrero de 2018 y se aprueba  el Plan de Contingencias para el manejo de derrames de Hidrocarburos, Derivados y sustancias Nocivas, a favor de la empresa TRANSPORTES G&T S.A.S., identificada con NIT.900487325-3","ACTIVO","-","X","X","X","X","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"130","3.5.2.11.018.003","TRANSPORTES ANA DOLORES RODRIGUEZ PULIDO","DIAGONAL 10 N° 2 - 57  GUAMAL - META","3134571456 3223874268","anarodriguezsurtidor@gmail.com anarodrigueztransportes@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19. 705 DEL 24/05/2019","Por medio de la cual se acoge el concepto tecnico no. pm.ga. 3.44.19.513 del 01 de marzo de 2019 y se aprueba el plan de contingencias para las operaciones de transporte terrestre de hidrocarburos y sustancias nocivas, a favor de la empresa adr transportes, identificada con nit.900.016.606-8 y se dictan otras disposiciones","ACTIVO","-","X","X","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","X","X","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"131","3.5.2.11.018.010","PROYECARGA S.A.","LOTE 14 MANZANA B SAN ROQUE - CASTILLA LA NUEVA","3176670293","gerencia@proyecarga.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19.0719 DEL 24/05/2019","Por medio del cual se acoge el concepto tecnico no. pm.ga. 3.44.19.418 del 21 de febrero de 2019 y se aprueba el plan de contingencias para el manejo de derrames de hidrocarburos, derivados y sustancias nocivas durante la operación de transporte terrestre, a favor de la empresa proyecarga identificada con n!t.900896648-1","ACTIVO","-","X","X","X","-","-","X","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"132","3.5.2.11.018.033","TRANSPORTE RED S.A.S.","CALLE 40 N° 27 - 60 APTO 203 EMPORIO - VILLAVICENCIO","3105527557","transporteredsas@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19. 2973 DEL 12/12/2019","Por medio de la cual se acoge el concepto tecnico no. pm.ga. 144.19.2770 del 06 de agosto de 2019 y se aprueba. el plan de contingencias para el transporte de hidrocarburos sustancias peligrosas, a favor de la empresa transportes red s.a.s., identificada con nit. 900.902.692-2 y se dictan otras dispocisiones","ACTIVO","X","X","X","-","X","X","X","X","X","X","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"133","3.5.2.11.018.039","PETROCO S.A.","KM 5.5 ANILLO VIAL FLORIDABLANCA - GIRON SANTANDER","3106806873","info@petroco.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.019.3049 DEL 18/12/2019","Por medio de la cual se acoge el concepto tecnico no. pm.ga. 3.44.19.2727 del 01 de agosto de 2019 y se aprueba el plan de contingencias para el transporte de aguas residuales domesticas a favor de la empresa petroco s.a., identificada con n1t.900.236.068-9 y se dictan otras disposiciones","ACTIVO","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"134","3.5.2.11.018.040","SERVINCE COLOMBIA JP S.A.S","CRA 35 N° 25 - 57 SAN BENITO - VILLAVICENCIO","3103286673","transporteservincejpsas@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.019.0699 24/05/2019","Por medio del cual se acoge el concepto tecnico no. pm.ga.3.44.19.1340 del 13 de mayo de 2019 y se aprueba el plan de contingencia para las operaciones de transporte terrestre de hidrocarburos, derivados, aceite de palma, crudo y líquidos en general, a favor de la empresa servince colombia jp s.a.s, identificada con nit. 9006132914","ACTIVO","-","-","X","X","X","-","X","X","-","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","X","-","-","X","-","X","X","-","X","-","-","-","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"135","3.5.2.11.019.006","MULTISERVICIOS D&S S.A.S. (2Q INGENERIA S.A.S)","MANZANA A CASA N.17 BAR. EL PROGRESO - CASTILLA LA NUEVA","3126906589","multiserviciosdys@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19.2937  12/12/2019","Por medio del la cual se acoge el concepto tecnico no. pm.ga. 3.44.19.2007 del 12 de junio de 2019 y se aprueba el plan de contingencias para el transporte de sustancias nocivas (aguas residuales nocivas) a favor de la empresa multiservicios d&s s.a.s, identificado con numero de nit 901.208.949-7 y se dictan otras disposiciones","ACTIVO","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"136","3.5.2.11.016.023","SERVICIOS Y SUMINISTROS ACMO S.A.S","CARRERA 75 N° 66 - 41 BOYACÁ REAL - BOGOTÁ","8145751","acmo_ltda@yahoo.es","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19.0706 DEL 06/06/2019","Por medio del la cual se acoge el concepto tecnico no. pm.ga. 3.44.18.4725 del 15 de noviembre de 2018 y se aprueba el plan de contingencias para las operaciones de transporte terrestre de hidrocarburos y sustancias nocivas con puntos de cargue en jurisdiccion de cormacarena a favor de la empresa servicios y suministros acmo s.a.s, identificado con numero de nit 900.232.814-9 y se dictan otras disposiciones","ACTIVO","-","X","-","X","-","-","-","-","-","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","X","X","-","-","-","X","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"137","3.5.2.11.013.126","OPERADORES LOGISTICOS DE CARGA S.A.S","KM 2. 176, ANILLO VIAL FLORIDABLANCA - GIRON","6780300 EXT. 1703","msandoval@oplcarga.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.19.2938 DEL 12/12/2019","Por medio del cual se acoge el concepto técnico no.pm.ga.3.44. 19.3187 del 02 de septiembre de 2019 y se aprueba la actualización del plan de contingencias para el transporte de carga, otorgado mediante resolución ps•gj.1.2.6. 18.2985 del 16 de noviembre de 2018, a favor de la empresa operadores logisticos de carga s.a.s identificada con nit.9000684264","ACTIVO","-","X","X","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"138","3.5.2.11.019.047","TRANSPORTES LLANOCOL S.A.S","MZ 7 LOTES 01 Y 02 VEREDA PUERTO TRIUNFO RUBIALES","3023047867","transportesllanocol@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ. 1.2.6.22.0173 DEL 14/02/2020","Por medio del cual se acoge el concepto técnico no. pm-ga. 3.44.20.302 del 14 de febrero de 2020 y se aprueba el plan de contingencias para el manejo de derrames de hidrocarburos, derivados y sustancias nocivas, a favor de la empresa transportes llanocol s.a.s. identificada con nit 901.165.951-6 y se dictan otras disposiciones","ACTIVO","-","X","X","X","X","-","-","-","-","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
