"dm_institucion_cod_institucion","nombre","ccb_nit_inst","orden","suborden","nivel_institucion","clasificacion_organica","sector","naturaleza_juridica","tipo_institucion","idmunicipio","municipio","iddepartamento","departamento","direccion","fax","email","ccb_telefono","ccb_pagina_web","longitud","latitud","estado_ins","nombre_representante","cargo_representante"
"4980","PERSONERÍA DE BUENAVISTA -- BUENAVISTA, BOYACÁ","820000408","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","109","BUENAVISTA","15","Boyacá","cll 4 # 4-44","NULL","personeria@buenavista-boyaca.gov.co","7265864","NO DISPONIBLE","-73.942428","5.51326","Activa","NULL","NULL"
"5777","PERSONERÍA DE OLAYA HERRERA","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","490","OLAYA HERRERA","52","Nariño","VACIA","NULL","NULL","3182723913","NO DISPONIBLE","-78.315941","2.274096","Activa","NULL","NULL"
"0838","ALCALDÍA DE PAIME","899999704","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","518","PAIME","25","Cundinamarca","Calle 3 No. 2- 30","091-918549494","alcaldia@paime-cundinamarca.gov.co","091-8086607","http://www.paime-cundinamarca.gov.co","-74.152796","5.370625","Activa","NULL","NULL"
"3023","CENTRO DE SALUD SAN RAFAEL DE UMBITA - BOYACÁ","820003782","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","842","UMBITA","15","Boyacá","carrera 7 No 4-123","(8)-7305054","eseumbita@yahoo.es","(8)-7305010-7305054","NO DISPONIBLE","-73.456773","5.218218","Activa","NULL","NULL"
"4042","EMPRESA DE SERVICIOS PUBLICOS EMPORITO","846000381","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","320","ORITO","86","Putumayo","Calle 8 11 - 87","091-4292008","shilavallejo@hotmail.com","4292008","NO DISPONIBLE","-76.867266","0.66644","Activa","NULL","NULL"
"8473","INSTITUTO MUNICIPAL PARA EL FOMENTO DEL DEPORTE, LA RECREACIÓN Y EL APROVECHAMIENTO DEL TIEMPO LIBRE CIMITARRA","901359630-0","Territorial","Municipal","Descentralizado","Ejecutiva","NULL","Establecimiento Público","No Aplica","190","CIMITARRA","68","Santander","Carrera 5 # 10-11 Centro Polifuncional Patinódromo","NULL","gerencia@indercim.gov.co","3176469449","http://www.indercim.gov.co","-73.948906","6.315209","Activa","NULL","NULL"
"0855","ALCALDÍA DE PASCA","890680154","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","535","PASCA","25","Cundinamarca","Carrera 1 No. 2-06","091-8688086","alcaldia@pasca-cundinamarca.gov.co","091-7954883","http://www.pasca-cundinamarca.gov.co","-74.299995","4.308498","Activa","NULL","Alcalde"
"1582","CONCEJO DE CACOTA","800099234","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","125","CÁCOTA","54","Norte de Santander","Carrera 3 Nº 3-57 - Barrio Centro","092-290010","fyscontadores1@hotmail.com","092-290010,290014,680551","http://cacota-nortedesantander.gov.co/concejo.shtml","-72.642495","7.268697","Activa","NULL","NULL"
"3475","HOSPITAL LOCAL SAN JUAN DE PUERTO RICO - TIQUISIO","806007567-1","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","810","TIQUISIO","13","Bolívar","Calle Principal Barrio Loma Fresca","095-879184","caarsoma@gmail.com","3116675180","NO DISPONIBLE","-74.265643","8.55592","Activa","NULL","NULL"
"0608","ALCALDÍA DE GÉNOVA","890000864","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","302","GÉNOVA","63","Quindio","Carrera  12 No  25-60","096-7672126","alcaldia@genova-quindio.gov.co","7672126-7672168","http://www.genova-quindio.gov.co","-75.79224","4.20558","Activa","NULL","NULL"
"1222","ALCALDÍA DE ULLOA","800100529","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","845","ULLOA","76","Valle del Cauca","Calle 5ª No 2 - 07","092-2075150","contactenos@ulloa-valle.gov.co
ulloa845_76@hotmail.com","(092) 2075150","http://www.ulloa-valle.gov.co","-75.738739","4.703208","Activa","NULL","NULL"
"6038","PERSONERÍA DE TURBO","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","837","TURBO","05","Antioquia","Kilometro 1 Via a Medellín  Carrra 13 Calle 100 No 13-10","NULL","juridica@turbo.gov.co
yulicordales24@hotmail.com","(4) 8273273","NO DISPONIBLE","-76.728456","8.095159","Activa","NULL","NULL"
"0991","ALCALDÍA DE SALAZAR DE LAS PALMAS","890501549","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","660","SALAZAR","54","Norte de Santander","Calle 2 Carrera 6 Esquina Palacio Municipal","097-5668039","alcaldia@salazardelaspalmas-nortedesantander.gov.co
tesoreriasalazar_08@hotmail.com","5668039","http://www.salazardelaspalmas-nortedesantander.gov.co","-72.809937","7.772786","Activa","NULL","NULL"
"4038","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE TUQUERRES - EMPSA","800170559","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","838","TÚQUERRES","52","Nariño","Calle 15 plaza Santa María","072-9999999","adriconta5@hotmail.com","7280130","NO DISPONIBLE","-77.618641","1.085739","Activa","NULL","NULL"
"3814","EMPRESA REGIONAL DE SERVICIO PÚBLICO DE ASEO DE CANDELARIA SA","900276577","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","130","CANDELARIA","76","Valle del Cauca","carrera 6  8-30 barrio Maria Auxiliadora","092-2648247","candeaseo@yahoo.es","2648247","NO DISPONIBLE","-76.348857","3.414112","Activa","NULL","NULL"
"3192","HOSPITAL  SAN FRANCISCO DE ASIS  -SAN FRANCISCO","800133887","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","652","SAN FRANCISCO","05","Antioquia","cra10 Nro.9-09","094-8323027","sfrahs01@edatel.net.co","8323027-8323136","NO DISPONIBLE","-75.102138","5.963428","Activa","NULL","NULL"
"4465","INSTITUCIÓN PRESTADORA DE SERVICIOS DE SALUD CENTRO DE SALUD DIVINO NIÑO JESÚS DE CHIPATÁ","804016288","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Institución prestadora de servicios de salid","Adscripción","179","CHIPATÁ","68","Santander","Calle 3 Centro chipatà","077-7565496","cesal68179@yahoo.es","7565496","NO DISPONIBLE","-73.637199","6.061617","Activa","NULL","NULL"
"0006","MINISTERIO DE AGRICULTURA Y DESARROLLO RURAL","899999028-5","Nacional","No Aplica","Central","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Ministerio","Cabeza","001","BOGOTÁ","11","Bogotá D.C","Avenida Jimenez N°. 7A - 17, Edificio Pedro A. Lopez","2865010","atencionalciudadano@minagricultura.gov.co","(571) 2543300","http://www.minagricultura.gov.co/","-74.072092","4.710989","Activa","ZEA NAVARRO, RODOLFO ENRIQUE","Ministro"
"1495","CONCEJO DE ACACIAS","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","006","ACACÍAS","50","Meta","Carrera 14 No. 13-30 Centro","(57+8) - 6469324","concejo@acacias-meta.gov.co","(57+8) - 6469324","NO DISPONIBLE","-73.766129","3.991663","Activa","NULL","NULL"
"6400","INTERCONEXIÓN ELÉCTRICA S.A. E.S.P.","860016610","Nacional","No Aplica","Descentralizado","Ejecutiva","Minas y Energía","Empresas de Servicios Públicos Domiciliarios - Mixtas","Vinculación","001","MEDELLÍN","05","Antioquia","Calle 12 sur No. 18 -168","513170848","isa@isa.com.co","(4) 3252270","http://www.isa.com.co","-75.564574","6.2530471","Activa","NULL","NULL"
"3081","HOSPITAL  EL SALVADOR DE UBATE","899999147","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","843","VILLA DE SAN DIEGO DE UBATE","25","Cundinamarca","carrera 4 No. 5-44  ","(1)-8553081","notificaciones_judiciales@hospitalubate.gov.co","(1)-8553222 - 8552249","NO DISPONIBLE","-73.815439","5.309822","Activa","NULL","NULL"
"4257","EMPRESAS PÚBLICAS DE SANTIAGO DE TOLÚ","999999999","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Mixtas","Vinculación","820","SANTIAGO DE TOLÚ","70","Sucre","Carrera 3  16 - 17","095-9999999","entidad@pordefinir.gov.co","095-9999999","NO DISPONIBLE","-75.581273","9.527515","Activa","NULL","NULL"
"6129","MONTERÍA CIUDAD AMABLE S.A.S.","900372918-6","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Sociedad de Economía Mixta","Vinculación","001","MONTERÍA","23","Córdoba","Carrera 4 No. 49 -112","NULL","NULL","000","http://www.monteriaamable.gov.co","-75.878535","8.750983","Activa","NULL","NULL"
"6206","U.A.E. CENTRO DE SALUD DE SAN ROQUE - TERUEL","813010472","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Unidad Administrativa Especial con Personería Jurídica","Adscripción","801","TERUEL","41","Huila","carrera 3 No 3- 38","098-8780303","cssroqueteruel@hotmail.com","8780303","NO DISPONIBLE","-75.568503","2.741117","Activa","NULL","NULL"
"4861","MANIZALES SEGURA","900089845","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Sociedad de Economía Mixta","Vinculación","001","MANIZALES","17","Caldas","Carrera 24# 22-02 ofi 701","096-8723489","manizalessegura@une.net.co","8723312","NO DISPONIBLE","-75.513817","5.070275","Activa","NULL","NULL"
"4723","INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTES DE SEVILLA","891902573","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","736","SEVILLA","76","Valle del Cauca","Calle 56, Carrera 49, segundo piso esquina","092-2191450","juan.rengifo@co.michelin.com","2196411","NO DISPONIBLE","-75.931004","4.274378","Activa","NULL","NULL"
"1429","CENTRO DE DIAGNOSTICO AUTOMOTOR DE NARIÑO LTDA.","800206629","Territorial","Departamental","Descentralizado","Ejecutiva","No Aplica","Sociedad de Economía Mixta","Adscripción","001","PASTO","52","Nariño","calle 19A No. 42-84","092-7313636","cdanar@telecom.com.co","7313636","http://www.cdan.gov.co","-77.285787","1.205884","Activa","NULL","NULL"
"5631","PERSONERÍA DE GUADALUPE -- GUADALUPE, SANTANDER","800099694","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","320","GUADALUPE","68","Santander","CARRERA  No.4-32","097-7180123","alguasan@yahoo.com.mx","091-7180032 - 315-3838496","http://www.guadalupe.gov.co","-73.418739","6.246049","Activa","NULL","NULL"
"3054","DEPARTAMENTAL DE PRIMER NIVEL MORENO Y CLAVIJO","900034131","Territorial","Departamental","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","001","ARAUCA","81","Arauca","calle 15 carrera 12 esquina barrio 20 de julio Tame - Arauca","NULL","siau@esemorenoyclavijo.gov.co","(607) 8880000","https://esemorenoyclavijo.gov.co/","-70.758423","7.088582","Activa","NULL","NULL"
"4347","FONDO MIXTO DE PROMOCIÓN DE LA CULTURA Y LAS ARTES DEL CAUCA","800223792","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","POPAYÁN","19","Cauca","VACIA","NULL","NULL","NULL","NO DISPONIBLE","-76.614739","2.444814","Activa","NULL","NULL"
"8038","MINISTERIO DEL DEPORTE","899999306-8","Nacional","No Aplica","Central","Ejecutiva","Del Deporte, la Recreación, la Actividad Física y el Aprovechamiento del Tiempo Libre","Ministerio","Cabeza","001","BOGOTÁ","11","Bogotá D.C","AVENIDA 68 # 55 - 65","NULL","contacto@mindeporte.gov.co","4377030","https://www.mindeporte.gov.co/","-74.072092","4.710989","Activa","HERRERA CASTAÑO, GUILLERMO ANTONIO","Ministro"
"3136","HOSPITAL  NUESTRA SEÑORA DEL CARMEN - GUAMAL","819002534","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","318","GUAMAL","47","Magdalena","CALLE 10 Nº 5 ESQUINA","095-182016","esehospguamalmagd@hotmail.com","4182016","NO DISPONIBLE","-74.226294","9.144527","Activa","NULL","NULL"
"1289","ÁREA METROPOLITANA CENTRO OCCIDENTE DE PEREIRA","891410902","Territorial","Área Metropolitana","Descentralizado","Ejecutiva","No Aplica","Área Metropolitana","No Aplica","001","PEREIRA","66","Risaralda","calle 25 No 7-48 piso 10","097-3352279","ametro@epm.net.co","(036) 3356535","http://www.amco.gov.co","-75.690601","4.808717","Activa","NULL","NULL"
"0186","ALCALDÍA DE CAMPOALEGRE","800196974","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","132","CAMPOALEGRE","41","Huila","Calle 18 No. 7-32","098-988380801","alcaldia@campoalegre-huila.gov.co","988380088","http://www.campoalegre-huila.gov.co","-75.326642","2.685106","Activa","NULL","NULL"
"2958","CENTRO DE SALUD DE TOGUI","820003435","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","816","TOGÜÍ","15","Boyacá","CRA 3 No. 1-58","091-7292032","esetogui@gmail.com","7292032","NO DISPONIBLE","-73.5153065","5.937359","Activa","NULL","NULL"
"8233","AGENCIA PARA LA COOPERACIÓN INTERNACIONAL DE MEDELLÍN - ACI","811036423","Territorial","Municipal","Descentralizado","Ejecutiva","NULL","Entidad descentralizada indirecta","Vinculación","001","MEDELLÍN","05","Antioquia","Calle 41 #55-80 Plaza Mayor, ala norte. Oficina 303","NULL","sescobar@acimedellin.org","3203430","http://www.acimedellin.org/","-75.564574","6.2530471","Activa","NULL","NULL"
"1800","CONCEJO DE EL ROSAL","832006125","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","260","EL ROSAL","25","Cundinamarca","Cra 6 No. 7-40. El Rosal, Cundinamarca","8240505","concejo@elrosal-cundinamarca.gov.co","8240505","http://www.elrosal-cundinamarca.gov.co/concejo.shtml","-74.264824","4.85225","Activa","NULL","NULL"
"4899","PERSONERÍA DE BELEN ANDAQUIES","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","094","BELÉN DE LOS ANDAQUIES","18","Caquetá","VACIA","NULL","NULL","VACIA","NO DISPONIBLE","-75.872318","1.420014","Activa","NULL","NULL"
"0002","MINISTERIO DE RELACIONES EXTERIORES","899999042-9","Nacional","No Aplica","Central","Ejecutiva","Relaciones Exteriores","Ministerio","Cabeza","001","BOGOTÁ","11","Bogotá D.C","Calle 10 No.5-51 - Palacio de San Carlos","3814747","contactenos@cancilleria.gov.co","3814000","http://www.cancilleria.gov.co/","-74.072092","4.710989","Activa","NULL","NULL"
"3799","EMPRESA MUNICIPAL DE SERVICIOS DE ASEO -EMSA- RIOSUCIO","890801631","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","614","RIOSUCIO","17","Caldas","CRA 7 CLLE 10 ESQUINA PALACIO MUNICIPAL","096-8599140","emsariosucio08@yahoo.es","8599140-8592201","NO DISPONIBLE","-75.705388","5.420684","Activa","NULL","NULL"
"1972","CONCEJO DE SALDAÑA","809004507-5","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","671","SALDAÑA","73","Tolima","Calle 16 # 16-20. Edificio Municipal","2266842","concejosal.123@hotmail.com","2266842","http://saldana-tolima.gov.co/concejo.shtml","-75.017821","3.929018","Activa","NULL","NULL"
"0693","ALCALDÍA DE LA MACARENA META","892099234","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","350","LA MACARENA","50","Meta","Carrera 6 No. 5-08 Barrio El Centro","(57+8) 560 32 09","alcaldia@lamacarena-meta.gov.co","(57+8) 560 32 09","http://www.lamacarena-meta.gov.co","-73.78645","2.181718","Activa","NULL","NULL"
"4096","EMPRESAS PÚBLICAS DE TAMARA S.A.S.","900297674","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","400","TÁMARA","85","Casanare","Carrera 11 No. 4 - 45","098-6361224","empresaspublicasdetamara@hotmail.com","314-2248964","NO DISPONIBLE","-72.163422","5.829953","Activa","NULL","NULL"
"0121","ALCALDÍA DE BAJO BAUDÓ (PIZARRO)","800095589","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","077","BAJO BAUDÓ","27","Chocó","alcaldiabajobaudo@yahoo.es","094-6713561,6806044,6806049","alcaldia@bajobaudo-choco.gov.co","3103722273","http://www.bajobaudo-choco.gov.co","-77.10249","6.497146","Activa","NULL","NULL"
"4494","INDUSTRIA LICORERA DE CALDAS","890801167","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Industriales y Comerciales del Estado","Vinculación","001","MANIZALES","17","Caldas","Zona Industrial Juanchito Kilometro 10 Via Magdalena","096-8782232","cesaraugusto.florez@licoreradecaldas.com.co","8782200 ext.1060","http://www.ilc.com.co","-75.513817","5.070275","Activa","NULL","NULL"
"5216","PERSONERÍA DE FLORIAN","890209640","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","271","FLORIÁN","68","Santander","Calle 4 Nº 1 A 45 segundo piso","097-266028","personeria@florian-santander.gov.co","310 804 01 08","http://www.florian-santander.gov.co/Personeria.shtml","-73.970703","5.803248","Activa","NULL","NULL"
"2868","CENTRO DE SALUD DE LOS ANDES","900142446","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","418","LOS ANDES","52","Nariño","Calle Araujo Parque Principal","092-7239699","eselosandes@hotmail.com","7287803","https://www.eselosandes.com.co/","-77.630702","1.618203","Activa","NULL","NULL"
"4888","PERSONERÍA DISTRITAL DE BARRANQUILLA, DISTRITO ESP, INDUSTRIAL Y PORTUARIO","NULL","Territorial","Distrital","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Distrital","No Aplica","001","BARRANQUILLA","08","Atlántico","VACIA","NULL","NULL","3721851","NO DISPONIBLE","-74.806981","11.004107","Activa","NULL","NULL"
"5946","PERSONERÍA DE SANTA BARBARA -- SANTA BÁRBARA, SANTANDER","890205973","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","705","SANTA BÁRBARA","68","Santander","Carrera 3ª # 4-50. Santa Barbara. Santander","097-6707626","minb08@hotmail.com","6569083","NO DISPONIBLE","-72.906681","6.990524","Activa","NULL","NULL"
