"resource_id","resource_name","resource_url","description","archived","format","type","runtime","subject_areas","authoring_organization","intended_audiences","record_modified","resource_revised"
"L002201112","Introducing RAPT, a Web Service for the Read Assembly and Annotation Pipeline Tool","https://www.youtube.com/watch?v=GVPnETb64XA","An easy-to-use pilot service for the assembly and gene annotation of public or private Illumina genomic reads sequenced from bacterial or archaeal isolates.","false","MP4 Video","YouTube Video","2","Genetics and Molecular Biology; Other","Training Team, NCBI","User; Trainer","2021-05-25T00:00:00.000","2021-05-12T00:00:00.000"
"L001568112","Introducing Track Hubs, a New Feature in the Genome Data Viewer","https://www.youtube.com/watch?v=n_q5iJpJ_8I","This is a brief introduction announcing a new feature in NCBI's genome browser, GDV, the Genome Data Viewer. The GDV now displays and provides a search interface to the Track Hub Registry based an EMBL-EBI.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2018-12-07T00:00:00.000"
"L002242112","Introducing the ClinVar Submission API","https://www.youtube.com/watch?v=4q_Cf19ndfY","A RESTful API to help with large submissions and to make it easier to update your existing data.","false","MP4 Video","YouTube Video","2","Genetics and Molecular Biology","Training Team, NCBI","User; Trainer","2021-07-13T00:00:00.000","2021-07-12T00:00:00.000"
"L001539112","Introducing the Genome Submission Wizard in Genome Workbench v3.0","https://www.youtube.com/watch?v=fnpf9PVAS1w","Genome Workbench version 3 is a major upgrade, including the addition of the Genome Submission Wizard. This video guides you through the wizard, from uploading your genome data file to completion of the submitter report, which is ready to submit to GenBank using tools such as Submission Portal or BankIt.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-17T00:00:00.000","2019-07-08T00:00:00.000"
"L000824112","Introducing the Multiple Sequence Alignment Viewer: a Tool for Displaying and Analyzing Alignment Data","https://www.youtube.com/watch?v=ldJmsVu63P8&feature=youtu.be","The NCBI Multiple Sequence Alignment Viewer (MSAV) is a versatile web application that helps you visualize and interpret multiple sequence alignments for both nucleotide and protein sequences. You can use the viewer to explore sequence conservation, investigate variation or troubleshoot assembly or sequencing errors. In this webinar you will learn how to display alignment data from many sources including NCBI BLAST results as well as precomputed multiple alignments of your own data. You will also see how to embed the viewer in your own web pages or share a link to a particular alignment display.","false","MP4 Video","YouTube Video","24","Genetics and Molecular Biology; Data Management; Data Science","Training Team, NCBI","User; Trainer; Developer","2018-12-12T00:00:00.000","2017-02-26T00:00:00.000"
"L001583112","Introducing the NCBI Pathogen Detection Isolates Browser","https://www.youtube.com/watch?v=T8HluuzOb5c","In this webinar you will learn how to search for pathogen isolates, identify closely related isolates of interest, and find pathogens encoding particular antimicrobial resistance genes.  The NCBI Pathogen Detection Project was created in collaboration with FDA, CDC, USDA and others to use whole genome sequencing data for foodborne disease surveillance. Pathogens isolated from patients, food and environmental samples, from state, federal, and other labs, are sequenced and the data submitted in real time to NCBI. The Pathogen Detection analysis pipeline assembles the sequences and compares them to other isolates in its database to identify closely related sequences, thereby facilitating identification of cases involved in an outbreak and potential sources of contamination. The Pathogen Detection Isolates Browser is a web-based portal that integrates the genomic sequences, metadata, antibiotic susceptibility and resistance gene information, and SNP cluster information.","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2018-03-31T00:00:00.000"
"L001644112","Introduction to Health Reference: Ethics and Best Practices","https://nnlm.gov/training/class-catalog/introduction-health-reference-ethics-and-best-practices","Learn how to conduct a health reference interview using ethical and effective communication strategies through interactive, self-paced tutorials and a synthesis exercise.","false","HTML","On-Demand Course","240","MedlinePlus; PubMed; Consumer Health","Network of the National Library of Medicine","User; Trainer","2022-02-18T00:00:00.000","2021-10-31T00:00:00.000"
"L000885112","Introduction to Medical Terminologies and RxNorm","https://www.nlm.nih.gov/bsd/disted/video/clin_info/rxnorm.html","As part of the series, Clinical Information, Librarians and the NLM: from Health Data Standards to Better Health, Mike Davidson from the Training Team and In Hye Cho from the Terminology team at the U.S. National Library of Medicine explain the basics of medical terminologies and provide an introduction to RxNorm - a standardized naming system for clinical drugs and tool for supporting semantic interoperation between different systems.","false","MP4 Video","Video Tutorial","33","RxNorm; Terminology","Office of Engagement and Training","User; Developer","2020-08-05T00:00:00.000","2019-11-25T00:00:00.000"
"L001065112","Introduction to PubMed","https://lor.nnlm.gov/op/op.Download_Share.php?documentid=1396","These slides were designed to introduce PubMed to new users who have no prior experience with PubMed, and can be presented in about 45 minutes, as-is. However, we encourage you to abridge, expand, adapt and/or redistribute these slides to better meet the needs of your audience. Additionally, five slides (numbers 1, 2, 5, 12, and 38) should be either removed or modified, depending on your specific needs. These slides are free of copyright restriction, but we appreciate attribution to the U.S. National Library of Medicine.","false","PowerPoint","Slides","45","PubMed","Office of Engagement and Training","Trainer","2022-03-04T00:00:00.000","2022-03-04T00:00:00.000"
"L001912112","Introduction to WISER","https://youtu.be/dkmYTZxTUHM","A visual overview of the features available in the WISER tool/app for first responders and first receivers.","false","MP4 Video","YouTube Video","4","Disasters and Emergencies; Drugs and Chemicals","National Library of Medicine","User","2020-12-01T00:00:00.000","2017-04-10T00:00:00.000"
"L00599080","Introduction to dbVar","https://www.youtube.com/watch?v=qkZiHPdyKng","Webinar introducing dbVar, NCBI's database of genomic structural variation – it contains insertions, deletions, duplications, inversions, multinucleotide substitutions, mobile element insertions, translocations, and complex chromosomal rearrangements","false","MP4 Video","YouTube Video","23","Genetics and Molecular Biology; Cancer","Training Team, NCBI","User","2016-05-27T00:00:00.000","2016-06-03T00:00:00.000"
"L000891112","Introduction to the Unified Medical Language System","https://www.nlm.nih.gov/bsd/disted/video/clin_info/umls.html","As part of the series, Clinical Information, Librarians and the NLM: from Health Data Standards to Better Health, David Anderson from the NLM explains how researchers and organizations can use the rich collection of terminology data in the UMLS to enhance interoperability and discoverability in research and clinical applications.","false","MP4 Video","Webinar","30","Unified Medical Language System (UMLS); Terminology","Office of Engagement and Training","User; Developer","2020-08-07T00:00:00.000","2019-11-25T00:00:00.000"
"L002883112","Journals that Deposit NIH-funded Articles to PMC","https://publicaccess.nih.gov/submit_process_journals.htm","The list of journals that submit directly to PMC (Method A).","false","HTML","Help Page or FAQ",,"Public Access","External Organization","User","2022-03-14T00:00:00.000","2022-01-18T00:00:00.000"
"L001781112","Know the Science: 9 Questions To Help You Make Sense of Health Research","https://www.nccih.nih.gov/health/know-science/make-sense-health-research","Resource from the National Center for Complementary and Integrative Health that breaks down the parts of and terminology of a scientific research article.","false","HTML","Page",,"Preprints","National Library of Medicine","User","2022-05-25T00:00:00.000","2022-05-25T00:00:00.000"
"L003223112","LactMed","https://lor.nnlm.gov/op/op.Download_Share.php?documentid=4226","An online database that provides peer-reviewed information on over 1,600 drugs and chemicals that breastfeeding people and their infants may be exposed to. This brief guide to LactMed is designed to quickly orient people who do outreach and training about the resource: Who uses it, for what, and how. The guide also includes teaching examples and alternative resources.","false","PDF","Pamphlet",,"Drugs and Chemicals; Other; Public Health","National Library of Medicine","Trainer","2022-08-17T00:00:00.000","2022-08-12T00:00:00.000"
"L002902112","Learn How to Report Your NIH-funded Publications Using My Bibliography","https://www.nlm.nih.gov/oet/ed/ncbi/2022_02_mybibliogrpahy.html","This workshop introduces tips and tricks for use of NCBI Account tools for NIH post-award reporting.","false","HTML","Webinar Source Page","85","Other; NCBI Workshops","Training Team, NCBI","User; Trainer","2022-07-15T00:00:00.000","2022-04-12T00:00:00.000"
