"name","description","feature","year","classification","latitude","longitude","location"
"Faith Clifton / Alan Macdonald Memorial Park","Edmonton actress Marguerite ""Mickey"" Macdonald requested that a park in the Glenora neighbourhood be named in honour of her mother and husband. Faith Clifton (1901-1959) was born in Saskatchewan and came to Edmonton around 1932. Clifton was involved in Edmonton's early theatre groups and was instrumental in opening Edmonton's original Canadian National Institute for the Blind building in 1949. In recognition of her 23 years of service, Clifton was made the organization's first life member. Macdonald's husband was the Edmonton-born lawyer Alan F. Macdonald (1913-1981). They were married before Macdonald went overseas to serve in WWII. He was awarded the Order of the British Empire. After the war he resumed his position with the City, retiring in 1973. Macdonald was also active with the Kiwanis Club and Edmonton's community theatres. The Faith Clifton/Alan MacDonald Memorial Park in the Glenora neighbourhood has an area of 0.43 ha.","Park","1997",,"53.544389","-113.4909267","POINT (-113.4909267 53.544389)"
"Blue Quill Crescent","See Blue Quill subdivision.","Road","1987","Commemorative (local)","53.4599064","-113.5394769","POINT (-113.5394769 53.4599064)"
"H.W. Heathcote Park","Henry W. Heathcote (1853-1936) emigrated from England to the Edmonton area in 1894. While his family settled near present-day New Sarepta, Heathcote took up work in Edmonton. He was employed at the Imperial Bank of Canada for more than thirty years. The H.W. Heathcote Park is located in the Westbrook Estates neighbourhood and has an area of 0.92 ha.","Park","1983",,"53.544389","-113.4909267","POINT (-113.4909267 53.544389)"
"Wedgewood Boulevard","See Wedgewood Heights.","Road","1988",,"53.4793389","-113.648131","POINT (-113.648131 53.4793389)"
"Gateway Boulevard","Calgary Trail Northbound and 103 Street were renamed Gateway Boulevard as part of a business-sponsored beautification project. The area along the roadway was landscaped and trees were planted in order to improve the roadway's appearance. The name was chosen because Edmonton is often called the ""Gateway to the North"" and because the roadway is a major corridor into the city.","Road","2000",,"53.4324013","-113.4909366","POINT (-113.4909366 53.4324013)"
"John Patrick Gillese Park","John Patrick Gillese (1926-1999) was an award-winning writer who published more than 5,000 articles and books. Born in Ireland, he and his family immigrated to Rochfort Bridge, Alberta, in the mid-1920s. His first story was published in 1939, but his career only began to take off after he wrote the short story ""Ashamed to Go Home."" In 1944, Gillese moved to Edmonton where he worked as a freelance writer. In 1971, the Alberta Department of Culture, Youth and Recreation hired him as the provincial supervisor of creative writing. Gillese won several awards for his writing, including the Catholic Press Association Award for fiction and nonfiction, the Vicky Metcalf Award and the Rothman's Award. Among his many books were People and Progress: Hospital District 24's World of Extended Care, 1961-1986 and Murder Will Out. The John Patrick Gillese Park is in the Glastonbury neighbourhood and has an area of 0.39 ha.","Park","1999",,"53.5034413","-113.6689935","POINT (-113.6689935 53.5034413)"
"Cutts Court","War veteran and postmaster Edward Cutts was born in St. Johnsbury and educated in Sherbrooke, QuÃƒÂ©bec. During WWI, Cutts served with the 117th Eastern Battalion Canadian Expeditionary Force. After the war he worked at the Sherbrooke post office until 1922, when he was transferred to Edmonton. In 1928 he was appointed to the investigations branch and in 1947 was promoted to post office inspector. In 1955 he became Edmonton's ninth postmaster. Cutts retired in 1963 after 46 years of service.","Road","2000",,"53.616069","-113.556222","POINT (-113.556222 53.616069)"
"Hardisty","Richard Hardisty (1831-1889) was the chief factor of Fort Edmonton from 1872 to 1882. He was born at Fort Mistassini
near James Bay, in present-day Québec, and began working for the Hudson’s Bay Company (HBC) in 1849. Hardisty’s role as
chief factor made him one of Edmonton’s pioneer leaders. In 1874 he built the first house outside the walls of the fort,
and in 1888 was appointed Alberta’s first senator.

Hardisty came from a family of fur traders. His father and his grandfather had also worked for the HBC. He was educated
at the Red River Academy at Fort Garry, later known as St. John’s College, Winnipeg. Hardisty worked at Fort Garry,
Cumberland House, Fort Carlton, Fort Victoria (now known as Pakan), Rocky Mountain House and Fort Edmonton. In 1867
Hardisty married Eliza Victoria McDougall, eldest daughter of Rev. George McDougall, the first Protestant missionary to
live in the district.

By the late 1870s, the massive herds of buffalo that had once ranged across the prairies were dwindling rapidly. As
chief factor of Fort Edmonton, Hardisty dealt with the imminent disappearance of the buffalo and the very real threat of
hunger by establishing HBC cattle ranches. This decision was to bring great change to the region as settlers soon
arrived to take part in the increasingly land-based, rather than fur trading, opportunities. Hardisty was also
responsible for the building of lumber and flour mills.

In 1888, the same year he became a senator, the HBC promoted Hardisty to inspecting chief factor. He died the next year
in Winnipeg after breaking his neck in a road accident. The two-storey Hardisty home, known as the “Big House,” was
located at the present-day site of the Alberta Legislature.","Subdivision","1956",,"53.554829","-113.4339162","POINT (-113.4339162 53.554829)"
"Woodcroft","Woodcroft, considered a descriptive name, was first used around 1907. Real estate tycoon J.R. McIntosh, who had come to Edmonton in 1902, was responsible for the sale of the original lots. Although Woodcroft was established in the early 1900s, the majority of its development did not occur until the 1950s. The Westmount Shopping Centre, located in Woodcroft and constructed in 1955, was the first mall in Edmonton and, after renovations, one of the first enclosed malls in North America.","Neighbourhood","CU",,"53.5668278","-113.5584459","POINT (-113.5584459 53.5668278)"
"Jarvis Crescent","William Drummer Jarvis (1834-1914) was one of the first members of the North West Mounted Police (NWMP). He was born in Upper Canada and served with the East Suffolk Regiment in the militia of Upper Canada. When the NWMP was first organized in 1873, Jarvis was appointed as a superintendent. He came to Edmonton the following year to establish a military post on the south side of the North Saskatchewan River, across from Edmonton House (Fort Edmonton). Instead, Jarvis chose a site 32 km downstream. Under his command, the Fort Saskatchewan NWMP post was built in 1875.","Road","1980",,"53.4863688","-113.4155238","POINT (-113.4155238 53.4863688)"
"Hayter Road","Henry ""Harry"" W. Hayter (1900-1974) was born in Prince Edward Island and served in WWI. He earned his pilot's licence in 1927 and in 1932 established his own air operation at Fort McMurray. During WWII he managed an aircraft maintenance plant in Edmonton. Hayter retired from professional flying in 1950, and was named to Canada's Aviation Hall of Fame in 1973.","Road","1982",,"53.5734705","-113.3540772","POINT (-113.3540772 53.5734705)"
"Laurier Place","See Laurier Heights.","Road","1968",,"53.5120728","-113.5594547","POINT (-113.5594547 53.5120728)"
"Minchau","August Minchau (1862-1937) was an early settler of the area. He was born in Poland and immigrated to Canada with his wife, Caroline, and their children in 1894. Three generations of the Minchau family homesteaded this land for more than 80 years.","Neighbourhood","1978",,"53.4675642","-113.4092562","POINT (-113.4092562 53.4675642)"
"Bergman Park","This park is in the Bergman neighbourhood and has an area of 1.71 ha. See Bergman.","Park","1987","Commemorative (local)","53.5791196","-113.4086622","POINT (-113.4086622 53.5791196)"
"Victoria Cross Memorial Park","This park was previously named Portage Avenue Park. It honours all Alberta recipients of the Victoria Cross. Instituted by Queen Victoria in 1856, the Victoria Cross is the Commonwealth's premier military decoration for gallantry. The Victoria Cross Memorial Park is in the Prince Rupert neighbourhood and has an area of 0.5 ha.","Park","1989",,"53.5593352","-113.5058143","POINT (-113.5058143 53.5593352)"
"Capilano Park","This park in the Capilano neighbourhood has an area of 13.76 ha. See Capilano.","Park","1964","Commemorative (Locations in British Columbia)","53.5602134","-113.4213187","POINT (-113.4213187 53.5602134)"
"Saddleback Road","Joe Saddleback, an educator and a teacher of Cree traditions, was a chief of the Samson Band of Hobbema (80 km south of Edmonton). He was considered a living legend of the Western Cree.","Road","1974",,"53.4549669","-113.5255498","POINT (-113.5255498 53.4549669)"
"Kulawy Drive North","This road in the Kiniski Gardens neighbourhood is named after three brothers, two of whom were murdered in the Auschwitz concentration camp in German occupied Poland during WWII. Polish-born brothers Albert, John and Paul Kulawy were all Oblate priests. Albert Kulawy (1871-1942) moved to Ottawa in 1894 and was ordained as a priest in 1898. For the next five years, he was based in Winnipeg. Albert later left the Oblate Order and from 1905 to 1921 served in the Diocese of Philadelphia. He returned to Poland in 1923 and ministered there until 1939. When the Germans invaded Poland in 1939, Albert fled and sought sanctuary at the Oblate Hospital in Swiety Krzyz. He died of natural causes at the hospital in 1942. Jan ""John"" Kulawy (1872-1941) came to Canada with his elder brother, Albert. He worked in Ottawa and published a Polish-language Roman Catholic newspaper. He was the first of the three brothers to return to Europe, leaving Canada in 1905. In 1919 John was appointed superior-general of the Oblates of Mary Immaculate in Poland. The third brother, Paul Kulawy (1877-1941), arrived in Canada in 1903. He was attached to various parishes in Alberta for 18 years. During this period, in 1915, he founded the Holy Rosary Parish in Edmonton. Paul returned to Poland in 1921 and continued his religious service there. In 1941, John and Paul were both arrested, on the same day, by the German Gestapo. The two brothers were interned at the Auschwitz concentration camp and died a short time later.","Road","1991",,"53.4748023","-113.408878","POINT (-113.408878 53.4748023)"
