"companyname","address1","address2","city","state","zipcode","website","contact1","phone1","fax1","email1","contracttitle","mwbecertified","vetservdisabled","delawarevendor","contracturl","expiredate","geocoded_location","awarded_vendor","count"
"Grassbusters Landscaping Company Inc","935 Rahway Drive",,"Newark","DE","19711",,"No Primary Contact Listed","000-000-0000",,,"SAFE ROUTES TO SCHOOL -CLAYMONT ELEMENTARY PHASE 2 and        -DOWNES ELEMENTARY","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5281","2022-11-19T00:00:00.000","935 Rahway Drive
Newark, DE 19711
(39.681195, -75.779856)","Y","1"
"Delmarva Veteran Builders LLC","120 East Market Street",,"Salisbury","MD","21801","www.delmarvaveteranbuilders.com","Kathryn Ellis","443-736-1584",,"kathryn@delmarvaveteranbuilders.com","Sussex Technical High School - Welding Shop Renovations","N","N","N","http://mmp.delaware.gov/Contracts/Details/5696","2022-11-19T00:00:00.000","120 East Market Street
Salisbury, MD 21801
(38.364521, -75.599418)","Y","1"
"Mumford & Miller Concrete Inc","1005 Industrial Drive",,"Middletown","DE","19709",,"No Primary Contact Listed","000-000-0000",,,"OPEN-END PEDESTRIAN ACCESS ROUTES AND SIDEWALK IMPROVEMENTS, KENT & SUSSEX COUNT","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5232","2022-11-20T00:00:00.000","1005 Industrial Drive
Middletown, DE 19709
(39.437667, -75.720419)","Y","1"
"Biohabitats Inc","2081 Clipper Park Road",,"Baltimore","MD","21211","www.biohabitats.com","Adam Feuerstein","667-401-8495","410-554-0168","afeuerstein@biohabitats.com","Stream Restoration Design & Oversight Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/577","2022-11-20T00:00:00.000",,"Y","1"
"McCormick Taylor Inc","56 West Main Street, Plaza 273","Suite 300","Newark","DE","19702","www.mccormicktaylor.com","Patrick J. Guise","215-592-4200","302-738-0275","PJGuise@mccormicktaylor.com","Stream Restoration Design & Oversight Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/577","2022-11-20T00:00:00.000",,"Y","1"
"Comcast Cable","5729 West Denneys Road",,"Dover","DE","19904",,"Michelle Langrell","302-632-8051",,"michelle.langrell@cable.comcast.com","Cable TV Services for Delaware Hospital for the Chronically ILL","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4828","2022-11-21T00:00:00.000","5729 West Denneys Road
Dover, DE 19904
(39.201121, -75.561264)","Y","1"
"Schlosser and Associates Inc","PO Box 7984",,"Newark","DE","19714",,"Andrew Baker","3027387333",,"abaker@saamci.com","Plummer Community Corrections Center-Middle Building Boiler Replacement","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5306","2022-11-21T00:00:00.000",,"Y","1"
"Assurance Media LLC","590 Century Boulevard","Suite B","Wilmington","DE","19808","www.assurancemedia.com","Joe Mirolli","000-000-0000","866-246-1153","jmirolli@assurancemedia.net","Holloway Campus ? Fire Alarm Monitoring System Phase II","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/5313","2022-11-21T00:00:00.000","590 Century Boulevard
Wilmington, DE 19808
(39.731914, -75.618608)","Y","1"
"Lawrence C Bathon Builders Inc","344 Appleton Road",,"Elkton","MD","21921",,"Lawrence Bathon","410-398-0800",,"kwilhelm@bathonbuilders.com","Ferris School - E-Pod Water Infiltration Repairs","N","N","N","http://mmp.delaware.gov/Contracts/Details/5307","2022-11-22T00:00:00.000","344 Appleton Road
Elkton, MD 21921
(39.63036, -75.818119)","Y","1"
"CherryRoad Technologies, Inc","301 Gibraltar Drive, Suite 2C","Powder Mill Plaza","Morris Plains","NJ","07950","www.cherryroad.com","Mr. Jeremy Gulban, Chief Executive Officer","973-541-4278",,"jgulban@cherryroad.com","Web Hosting Services - Contract No. 19-09-10-12","N","N","N","http://mmp.delaware.gov/Contracts/Details/4794","2022-11-28T00:00:00.000","301 Gibraltar Drive, Suite 2C
Morris Plains, NJ 07950
(40.85621, -74.487607)","Y","1"
"Tetra Tech Inc","240 Continental Drive","Suite 200","Newark","DE","19713","https://www.tetratech.com","Dan Reilly","302-738-7551","302-738-7551","dan.reilly@tetratech.com","Hazmat Flow Study","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5293","2022-11-29T00:00:00.000","240 Continental Drive
Newark, DE 19713
(39.686284, -75.660651)","Y","1"
"Bureau Veritas","10461 Mill Run Circle","Suite 1100","Owings Mills","MD","21117",,"Cheyenne Irby","800-733-0600",,,"Office of Management and Budget Statewide Facilities Assessment","N","N","N","http://mmp.delaware.gov/Contracts/Details/5525","2022-11-29T00:00:00.000","10461 Mill Run Circle
Owings Mills, MD 21117
(39.406815, -76.794388)","Y","1"
"Dempseys Specialized Services LLC","304B Markus Court",,"Newark","DE","19713",,"Warren C. Dempsey","302-530-7856",,"curt@dssfabrication.com","Leonard Williams/NCC Courthouse Roof Top Anchors","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5659","2022-11-30T00:00:00.000","304B Markus Court
Newark, DE 19713
(39.659701, -75.772911)","Y","1"
"Federal Hearings and Appeals Services Inc","117 West Main Street",,"Plymouth","PA","18651",,"Janice Bohan","570-779-5122",,"jbohan@fhas.com","Administrative Fair Hearing Officers","N","N","N","http://mmp.delaware.gov/Contracts/Details/4299","2022-11-30T00:00:00.000","117 West Main Street
Plymouth, PA 18651
(41.23996, -75.947209)","Y","1"
"J Arthur OP&C LLC","22988 Park Avenue",,"Georgetown","DE","19947",,"Joseph Hughes","302-242-8997",,"Joseph.hughes1@outlook.com","Administrative Fair Hearing Officers","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4299","2022-11-30T00:00:00.000","22988 Park Avenue
Georgetown, DE 19947
(38.6944, -75.344745)","Y","1"
"Martel, Inc.","4608 S. DuPont HWY","Suite 1","Dover","DE","19901","www.martelinc.com","Mark Carlson","302-674-5660 x111","302-674-0447","markc@martelinc.com","Unmanned Aircraft System","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4615","2022-11-30T00:00:00.000","4608 S. DuPont HWY
Dover, DE 19901
(39.094684, -75.546199)","Y","1"
"Medical Imaging/Imco, Inc.","4 Poulson Avenue.",,"Essington","PA","19029","www.medicalimaging.com","David Peterson","215-957-6540","215-957-0830","axavilla@cs.com","Mobile Xray","N","N","N","http://mmp.delaware.gov/Contracts/Details/2066","2022-11-30T00:00:00.000","4 Poulson Avenue.
Essington, PA 19029
(39.861069, -75.292276)","Y","1"
"Maximus Federal Services Inc","3120 Fairview Park Drive - Suite 400",,"Falls Church","VA","22042","www.maximus.com","Joan Kirby","585-348-3266","585-425-5296","JoanKirby@maximus.com","Administrative Fair Hearing Officers","N","N","N","http://mmp.delaware.gov/Contracts/Details/4299","2022-11-30T00:00:00.000","3120 Fairview Park Drive - Suite 400
Falls Church, VA 22042
(38.861341, -77.217403)","Y","1"
"The Electric Motor Repair Company (EMR)","9100 Yellow Brick Road",,"Rosedale","MD","21237","www.emrco.com","Richard Falkowski","302-322-1179  Ext. 4105","302-322-2207","rfalkowski@emrco.com","Kitchen Equipment Preventative Maintenance and Repair","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4242","2022-11-30T00:00:00.000","9100 Yellow Brick Road
Rosedale, MD 21237
(39.344737, -76.472058)","Y","1"
"Gregg & Sons Mechanical, LLC","256 Gum Bush Road",,"Townsend","DE","19734","www.greggandsons.com","Beverly Bartlett","302-223-8145","302-223-8146","beverly@greggandsons.com","Kitchen Equipment Preventative Maintenance and Repair","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4242","2022-11-30T00:00:00.000","256 Gum Bush Road
Townsend, DE 19734
(39.36734, -75.642125)","Y","1"
"Laser Technology, Inc.","6912 S. Quentin Street",,"Centennial","CO","80112","www.lasertech.com","Cheri Miller","303-649-1000 Ext. 175","303-649-1000","cmiller@lasertech.com","Police Radar, Lidar, Parts and Equipment","N","N","N","http://mmp.delaware.gov/Contracts/Details/4218","2022-11-30T00:00:00.000","6912 S. Quentin Street
Centennial, CO 80112
(39.591149, -104.845884)","Y","1"
"Applied Concepts, Inc.","855 E Collins Boulevard",,"Richardson","TX","75081","www.stalkerradar.com","Diane Satoren - Sales Contact","972-801-4843","972-398-3781","diane@stalkerradar.com","Police Radar, Lidar, Parts and Equipment","N","N","N","http://mmp.delaware.gov/Contracts/Details/4218","2022-11-30T00:00:00.000","855 E Collins Boulevard
Richardson, TX 75081
(32.968115, -96.715534)","Y","1"
"Kustom Signals, Inc.","9652 Loiret Blvd.",,"Lenexa","KS","66219","www.KustomSignals.com","Judy Beiriger","800-458-7866, Ext. 3010","913-492-1703","jbeiriger@kustomsignals.com","Police Radar, Lidar, Parts and Equipment","N","N","N","http://mmp.delaware.gov/Contracts/Details/4218","2022-11-30T00:00:00.000","9652 Loiret Blvd.
Lenexa, KS 66219
(38.953345, -94.770209)","Y","1"
"MPH Industries, Inc.","316 East Ninth Street",,"Owensboro","KY","42303","www.mphindustries.com","Steve Reiner","888-689-9222","270-685-6288","sjreiner@mphindustries.com","Police Radar, Lidar, Parts and Equipment","N","N","N","http://mmp.delaware.gov/Contracts/Details/4218","2022-11-30T00:00:00.000","316 East Ninth Street
Owensboro, KY 42303
(37.767698, -87.107108)","Y","1"
"The Brick Doctor, Inc.","130 Kruser Blvd",,"Dover","DE","19901","www.thebrickdoctor.com","Jason Goodnight","302-678-3380","302-269-3010","jason@thebrickdoctor.com","Masonry Repair","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4697","2022-11-30T00:00:00.000","130 Kruser Blvd
Dover, DE 19901
(39.205215, -75.482336)","Y","1"
"Paul?s Pointing, Inc","303 Astilbe Drive",,"Kennett Square","PA","19348",,"Paul Steiner","610-633-2510","610-793-7751","paul@paulspointing.com","Masonry Repair","N","N","N","http://mmp.delaware.gov/Contracts/Details/4697","2022-11-30T00:00:00.000","303 Astilbe Drive
Kennett Square, PA 19348
(39.885764, -75.710971)","Y","1"
"Precision Concrete Cutting of Delaware and Maryland","215 Middleboro Road",,"Wilmington","DE","19804","www.safesidewalks.com","Gary Tucker","302-543-5833","888-622-0490","gary@safesidewalksdemd.com","Masonry Repair","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4697","2022-11-30T00:00:00.000","215 Middleboro Road
Wilmington, DE 19804
(39.721285, -75.582804)","Y","1"
"Asylon, Inc.","3507 Scotts Lane",,"Philadelphia","PA","19129","www.dronecore.us","Michael Quiroga","305-496-3667",,"mquiroga@flyasylon.com","Unmanned Aircraft System","N","N","N","http://mmp.delaware.gov/Contracts/Details/4615","2022-11-30T00:00:00.000","3507 Scotts Lane
Philadelphia, PA 19129
(40.008167, -75.185824)","Y","1"
"Icarus Aerospace, Inc.","PO Box 36",,"Woodlyn","PA","19094","www.IcarusUAS.com","Joshua Brown","484-408-8248","484-479-3267","JBrown@IcarusUAS.com","Unmanned Aircraft System","Y","Y","Y","http://mmp.delaware.gov/Contracts/Details/4615","2022-11-30T00:00:00.000",,"Y","1"
"FleetCor Technologies Operating Co., LLC","2524 South Frontage Rd.",,"Vicksburg","MS","39180","www.fleetcor.com","Janet Ward","601-636-8518","601-634-1543","janet.ward@fleetcor.com","Fuel Management","N","N","N","http://mmp.delaware.gov/Contracts/Details/66","2022-11-30T00:00:00.000","2524 South Frontage Rd.
Vicksburg, MS 39180
(32.328183, -90.86108)","Y","1"
"Mailroom Systems, Inc.","340 Buttonwood St",,"West Reading","PA","19611","www.mailroomsystems.com","Stephen T. Trainer","610.236.9100 ext. 3001","610.372.4490","strainer@mailroomsystems.com","Pre-Sort Mail Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/3731","2022-11-30T00:00:00.000","340 Buttonwood St
West Reading, PA 19611
(40.337682, -75.94575)","Y","1"
"Enterprise Masonry Corporation","3010 Bellevue Avenue",,"Wilmington","DE","19802",,"Kyle Furtaw","302-764-6858",,"kfurtaw@emcbrick.com","Masonry Repair","N","Y","Y","http://mmp.delaware.gov/Contracts/Details/4697","2022-11-30T00:00:00.000","3010 Bellevue Avenue
Wilmington, DE 19802
(39.749781, -75.521583)","Y","1"
"Access Information Management of WI, LLC","105 Commerce Drive",,"Aston","PA","19014","informationprotected.com","Jim Mulholland","267-559-2639",,"jmulholland@accesscorp.com","Offsite Container Storage","N","N","N","http://mmp.delaware.gov/Contracts/Details/3751","2022-11-30T00:00:00.000","105 Commerce Drive
Aston, PA 19014
(39.846913, -75.407767)","Y","1"
"BSN Sports, LLC","P.O. Box 49",,"Jenkintown","PA","19046",,"Lyn Weiss, Senior Bid Specialist","877-888-0747",,"lweiss@bsnsports.com","Sport and Recreation Equipment","N","N","N","http://mmp.delaware.gov/Contracts/Details/4877","2022-12-01T00:00:00.000",,"Y","1"
"Tudor Electric Inc","801 Otis Drive",,"Dover","DE","19901",,"Joseph E Rentz","302-736-1444","302-736-1483","tudorelectric@comcast.net","Sussex County Family Court ? New Generator Installation","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5334","2022-12-06T00:00:00.000","801 Otis Drive
Dover, DE 19901
(39.154635, -75.497069)","Y","1"
"R G Architects LLC","200 West Main Street",,"Middletown","DE","19709",,"Gerald Rozanski","000-000-0000",,"grozanski@rgarchitects.net","Howard R. Young Correctional Institution (HRYCI) Security Cell Door Replacement","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5299","2022-12-10T00:00:00.000","200 West Main Street
Middletown, DE 19709
(39.449487, -75.720163)","Y","1"
"R G Architects LLC","200 West Main Street",,"Middletown","DE","19709",,"Gerald Rozanski","000-000-0000",,"grozanski@rgarchitects.net","Delaware State Police: Troop 6","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5300","2022-12-10T00:00:00.000","200 West Main Street
Middletown, DE 19709
(39.449487, -75.720163)","Y","1"
"Ver-Mac, Inc.","1781 Bresse Street",,"Quebec","CA","G2G 2V2","www.ver-mac.com","Kim Jack","418-654-0517",,"kim.jack@ver-mac.com","Portable Camera Systems","N","N","N","http://mmp.delaware.gov/Contracts/Details/4822","2022-12-10T00:00:00.000",,"Y","1"
"Hill & Smith","18 Blevins Drive",,"New Castle","DE","19720","www.workareaprotection.com","Todd Hartnett","302-420-5723",,"thartnett@workareaprotection.com","Portable Camera Systems","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4822","2022-12-10T00:00:00.000","18 Blevins Drive
New Castle, DE 19720
(39.663874, -75.599707)","Y","1"
"JJID Inc","100 Julian Lane",,"Bear","DE","19701","jjid.com","No Primary Contact Listed","000-000-0000",,,"REHABILITATION OF BRIDGES 1-242, 1-362, AND 1-406","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5233","2022-12-13T00:00:00.000","100 Julian Lane
Bear, DE 19701
(39.597335, -75.66363)","Y","1"
"Jacobs Engineering Group Inc","2301 Chestnut Street",,"Philadelphia","PA","19103",,"Brian DePan","267-234-9501",,"brian.depan@jacobs.com","Traffic Engineering and ITS","N","N","N","http://mmp.delaware.gov/Contracts/Details/4295","2022-12-14T00:00:00.000","2301 Chestnut Street
Philadelphia, PA 19103
(39.952695, -75.178667)","Y","1"
"Jacobs Engineering Group Inc","2301 Chestnut Street",,"Philadelphia","PA","19103",,"Jennifer Durva","215-569-2900",,"jennifer.duval@jacobs.com","Transportation Homeland Security","N","N","N","http://mmp.delaware.gov/Contracts/Details/4296","2022-12-14T00:00:00.000","2301 Chestnut Street
Philadelphia, PA 19103
(39.952695, -75.178667)","Y","1"
"Rybinski Engineering","21 Canterbury Drive",,"Kennett Square","PA","19348",,"Holly Rybinski","610-212-2309",,"holly.rybinski@rybinski.com","TMP Planning","Y","N","N","http://mmp.delaware.gov/Contracts/Details/4289","2022-12-14T00:00:00.000","21 Canterbury Drive
Kennett Square, PA 19348
(39.857832, -75.683296)","Y","1"
"Richard E Pierson Construction Co Inc","426 Swedesboro Road",,"Pilesgrove","NJ","08098","www.repierson.com","Cherri M. Sickler","856-769-8244","856-769-5630","pstubbs@repierson.com","BR 3-155N&S ON SR1 OVER BROADKILL RIVER","N","N","N","http://mmp.delaware.gov/Contracts/Details/4953","2022-12-15T00:00:00.000","426 Swedesboro Road
Pilesgrove, NJ 08098
(39.688891, -75.318247)","Y","1"
"Joseph T Richardson Inc","5 East Center Street","PO Box 269","Harrington","DE","19952",,,,,,"Southern Elementary School - HVAC Replacement #4-22-16","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5304","2022-12-15T00:00:00.000","5 East Center Street
Harrington, DE 19952
(38.928383, -75.577421)","Y","1"
"Fearn-Clendaniel Architiects Inc","6 Larch Avenue Suite 398",,"Wilmington","DE","19804",,"Ken Fearn","302-998-7615",,"kenfearn@fcarchitects.net","Seaford School District ? RFP for Architectural/Engineering Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5012","2022-12-18T00:00:00.000","6 Larch Avenue Suite 398
Wilmington, DE 19804
(39.715205, -75.602384)","Y","1"
"Johnson, Mirmiran & Thompson","Suite 109",,"Newark","DE","19713",,"David DuPlessis","302-266-6900",,"dduplessis@jmt.com","Pedestrian Access Routes and Pavement Rehabilitation Mgmnt Design and Review Svc","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4854","2022-12-19T00:00:00.000",,"Y","1"
"AECOM","1013 Centre Road","Suite 222","Wilmington","DE","19805",,"Bruce Kay","302-468-5901",,"bruce.kay@aecom.com","Pedestrian Access Routes and Pavement Rehabilitation Mgmnt Design and Review Svc","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4854","2022-12-19T00:00:00.000","1013 Centre Road
Wilmington, DE 19805
(39.75461, -75.60891)","Y","1"
"Century Engineering, Inc.","4134 N. DuPont Highway",,"Dover","DE","19901","www.centuryeng.com","Scott Rathfon","302-734-9188",,"srathfon@centuryeng.com","Pedestrian Access Routes and Pavement Rehabilitation Mgmnt Design and Review Svc","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4854","2022-12-19T00:00:00.000","4134 N. DuPont Highway
Dover, DE 19901
(39.20724, -75.565681)","Y","1"
"Rummel, Klepper & Kahl","One Riverwalk Center, 110 South Poplar Street","Suite 102","Wilmington","DE","19801","www.rkk.com","Nancy Bergeron","302-468-4880",,"nbergeron@rkk.com","Pedestrian Access Routes and Pavement Rehabilitation Mgmnt Design and Review Svc","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4854","2022-12-19T00:00:00.000",,"Y","1"
"Whitman, Requardt and Associates","1013 Centre Road","Suite 302","Wilmington","DE","19805","www.wrallp.com","Joseph Makar","302-571-9001",,"jmakar@wrallp.com","Pedestrian Access Routes and Pavement Rehabilitation Mgmnt Design and Review Svc","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4854","2022-12-19T00:00:00.000","1013 Centre Road
Wilmington, DE 19805
(39.75461, -75.60891)","Y","1"
