"permitnumber","projectname","owneroperator","project_location","datereceived","projecttype","delegateagency","permitstatuscode","latitude","longitude","estimatedarea","constructcounty","geocoded_location"
"5685","TYNDALL BRANCH TAX DITCH MAINTENANCE DIPOUT","TYNDALL BRANCH TAX DITCH","ASBURY ROAD","2018-02-13T00:00:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","38.624210","-75.473268","60.70",,"(38.62421, -75.473268)"
"3809","Fordmill Electrical Substation","City of Milford","Route 14 - Milford Harrington Highway - West of Wi",,"Municipal",,"Closed","38.921481","-75.446935","9.14","Kent","(38.921481, -75.446935)"
"4959","KENT COUNTY REGIONAL SPORTS COMPLEX","KENT COUNTY REGIONAL SPORTS COMPLEX CORPORATION","NORTH OF INTERSECTION US ROUTE 1 AND MILFORD NECK ROAD","2015-09-08T00:00:00.000","Other","Kent Conservation District","Closed","38.995278","-75.448889","90.00","Kent","(38.995278, -75.448889)"
"2308","Finish Line Mini-Storage","Jim Parker Builders Inc","North Rt 16 and SCR 22B Intersection","2007-01-16T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.789167","-75.312778","1.20","Sussex","(38.789167, -75.312778)"
"0300","Harvest Christian Church Facility","R E Gray & Associates","Along County Road 488 South of Seaford","2002-06-04T00:00:00.000","Other","Sussex Conservation District","Closed","38.620556","-75.600000","2.80","Sussex","(38.620556, -75.6)"
"2463","Seaford Projects LLC","Seaford Projects","Seaford-Ross Business Park","2007-05-15T00:00:00.000","Industrial","Sussex Conservation District","Closed","38.583333","-75.166667","1.20","Sussex","(38.583333, -75.166667)"
"6379","The Residences at Riverplace LLC, Phase 3","The Residences at Riverplace, LLC","701 Water Street","2021-01-29T10:56:00.000","Residential","Sussex Conservation District","Active","38.641984","-75.607274","1.52","Sussex","(38.641984, -75.607274)"
"4182","BR 3-463 OVER BUNTINGS BRANCH-T201347202","DELAWARE DEPT OF TRANSPORTATION","WEST LINE ROAD","2013-02-12T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","38.453889","-75.137778","0.50","Sussex","(38.453889, -75.137778)"
"0180","Washington Avenue Drainage","Lewes Board Of Public Works","Washington Avenue at the West End of Street","2002-02-13T00:00:00.000","Municipal","Sussex Conservation District","Closed","38.766667","-75.141667","1.40","Sussex","(38.766667, -75.141667)"
"5088","DERRICKSON CANAL TAX DITCH MAINTENANCE DIPOUT","DERRICKSON CANAL TAX DITCH","32263 BEACON BAPTIST ROAD","2016-02-10T00:00:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","38.547900","-75.121500","4.29",,"(38.5479, -75.1215)"
"1492","Wilmington RF Christina Crescent Utility Relocation Package","Delaware Department of Transportation","Wilmington","2005-02-17T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.687500","-75.558333","1.30","New Castle","(39.6875, -75.558333)"
"2697","Jahnigen-Laurel Commercial","MRJ RENTALS LLC","300 SOUTH WEST OF THE INTERSECTION OF TENTH ST ADN POPLAR ST","2007-12-27T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.912778","-75.958056","4.50","Sussex","(38.912778, -75.958056)"
"5070","BR 2 275 A ON PARK BROWN ROAD","DELAWARE DEPARTMENT OF TRANSPORATION","PARK BROWN ROAD","2016-01-07T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","38.950000","-75.658333","0.70","Kent","(38.95, -75.658333)"
"6133","T201901101 Miller Road Streetscape Improvements","Delaware Department of Transportation","Miller Road/34th Street","2020-01-22T09:25:00.000","State","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.767800","-75.534400","1.10","New Castle","(39.7678, -75.5344)"
"2645","Mispillion Riverwalk Trailhead","City of Milford","Approx. 200 ft. east of intersection S.E. Front Street","2007-10-25T00:00:00.000","Municipal","Sussex Conservation District","Closed","38.912400","-75.426900","0.80","Sussex","(38.9124, -75.4269)"
"2940","Bumblebee Transportation (Bus Storage Facility)","Bumblebee Transportation Inc","Horsepond Road, North of Lafferty Lane","2008-08-19T00:00:00.000","Other","Kent Conservation District","Closed","39.150950","-75.486630","2.00","Kent","(39.15095, -75.48663)"
"3187","Kew Garden","Quan, Tuong","SCR #78, 800' w/SCR #490-A","2009-05-26T00:00:00.000","Other","Sussex Conservation District","Active","38.597222","-75.649444","9.40",,"(38.597222, -75.649444)"
"2981","Boat ramp replacement & pavement reconstruction","DNREC Division of Parks & Recreation","Lums Pond State Park","2008-09-30T00:00:00.000","State",,"Closed","39.558333","-75.708333","0.80","New Castle","(39.558333, -75.708333)"
"4144","VINCENT PENNELL AG STURCTURES","PENNELL, VINCENT","CENTRAL CHURCH ROAD","2013-01-09T00:00:00.000","Other","Kent Conservation District","Closed","39.196111","-75.590556","11.00","Kent","(39.196111, -75.590556)"
"4940","DELMARVA POWER AND LIGHT COMPANY","DELMARVA POWER AND LIGHT COMPANY","EAGLE RUN ROAD","2015-08-10T00:00:00.000","Utility","New Castle County Department of Land Use","Active","39.671667","-75.667500","2.60",,"(39.671667, -75.6675)"
"0917","A.I. Dupont High School","Red Clay Consolidated School District","50 Hillside Road","2003-10-17T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.778000","-75.602000","2.21","New Castle","(39.778, -75.602)"
"1711","Scott Run Pumping Station","Department of Special Services",,"2005-07-01T00:00:00.000","County","New Castle County Department of Land Use","Closed","39.083056","-75.116667","2.00","New Castle","(39.083056, -75.116667)"
"1908","Blendt Farm","Delaware State University (DSU)","SW side of Smyrna Leipsic Road, East of Route 1","2006-02-16T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.283333","-75.583333","3.20","Kent","(39.283333, -75.583333)"
"3331","Inland Bays Regional Wastewater Facility Phase 1 Expansion","Sussex County Council","29445 Inland Bay Road","2009-12-09T00:00:00.000","County","Sussex Conservation District","Active","38.637500","-75.229444","87.00",,"(38.6375, -75.229444)"
"0315","Long Neck McDonalds","McDonalds","Route 24 South of Route 5","2002-06-13T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.633333","-75.200000","1.30","Sussex","(38.633333, -75.2)"
"3488","Shellhorn & Hill","Shellhorn & Hill","831 South DuPont Hwy","2010-07-15T00:00:00.000","County","New Castle County Department of Land Use","Active","39.625000","-75.640278","3.50",,"(39.625, -75.640278)"
"4391","BR1 826 N&S ON I495 OVER STONEY CRREK-T201107402","DELAWARE DEPT OF TRANSPORTATION","I495","2013-09-30T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.774444","-75.431111","1.97","New Castle","(39.774444, -75.431111)"
"0468","Steeles Ridge Estates","D&R Properties","East of Steeles Ridge Rd, 1700' south of intersection w/DE Rt 10","2002-10-18T00:00:00.000","Residential","Kent Conservation District","Closed","39.083056","-75.583056","46.80","Kent","(39.083056, -75.583056)"
"3471","Bayville Shores South","Bunting Construction Corporation","Off of Rte. 54 in Selbyville, between Swan Keys an","2010-06-15T00:00:00.000","Residential","Sussex Conservation District","Closed","38.462500","-75.143056","2.12","Sussex","(38.4625, -75.143056)"
"4491","ARTESIAN WATER COMPANY","ARTESIAN WATER COMPANY","VILLAGE OF CHRISTIANA","2014-01-09T00:00:00.000","Utility","New Castle County Department of Land Use","Closed","39.667778","-75.660000","0.55","New Castle","(39.667778, -75.66)"
"3683","385 Polly Drummond Hill Road - Rehabilitation Facility","Hawthorne, Jay","385 Polly Drummond Hill Road","2011-04-06T00:00:00.000","Other","New Castle County Department of Land Use","Active","39.725508","-75.715111","3.00",,"(39.725508, -75.715111)"
"6354","2021 Nanticoke River Tax Ditch Dipout","Nanticoke River Tax Ditch","Rifle Range Road","2020-12-30T08:35:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Active","38.728415","-75.562020","177.00","Sussex","(38.728415, -75.56202)"
"6639","Mallard Creek Sewer Expansion","Sussex County Engineering Department","Manor Drive and Irons Lane Rd 348","2022-02-08T07:46:00.000","County","Sussex Conservation District","Active","38.579956","-75.147669","2.00","Sussex","(38.579956, -75.147669)"
"2651","Cypress Hall","Shawnee Farm, LLC","West Side of Rt 113 South of RT 36","2007-11-05T00:00:00.000","Residential","Sussex Conservation District","Active","38.887589","-75.443298","86.00",,"(38.887589, -75.443298)"
"6638","Cedar Grove Substation","Delaware Electric Cooperative, inc","Cedar Grove Road","2022-02-04T08:15:00.000","Utility","Sussex Conservation District","Active","38.731342","-75.155328","4.00","Sussex","(38.731342, -75.155328)"
"6348","Logisticenter at I-95 Wilmington Revised","DPIF2 DE 1 New Castle, LLC c/o Dermody Properties","Boxwood and Centerville Road","2020-12-22T14:38:00.000","Industrial","New Castle County Department of Land Use","Active","39.731620","-75.603758","127.20","New Castle","(39.73162, -75.603758)"
"5338","MARTIN L ROSS POULTRY FARM","ROSS, MARTIN","5 MILES SE OF THE INTESECTION OF WHTIESVILLE AND RUSSEL ROAD","2016-11-21T00:00:00.000","Ag Structures","Sussex Conservation District","Closed","38.478380","-75.463330","10.32",,"(38.47838, -75.46333)"
"0902","Jewish Community Center Expansion","Jewish Federation of Delaware","Brandywine Hundred","2003-10-14T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.809722","-75.556389","15.60","New Castle","(39.809722, -75.556389)"
"6711","Blades Retail Building and 7-11 Entrance","Seaford US13, LLC","Concord Road","2022-05-04T11:44:00.000","Commercial","Sussex Conservation District","Active","38.640308","-75.594917","3.00","Sussex","(38.640308, -75.594917)"
"2549","Bridge 1-17 C on Robin Court","Delaware Department of Transportation","Robin Court, Village of Manly","2007-07-18T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.778889","-75.703333","0.20","New Castle","(39.778889, -75.703333)"
"4298","RUPP FARMS","Matt Dutt","City Of Newark",,"Residential","City Of Newark","Unknown","39.676944","-75.745000","0.55","New Castle","(39.676944, -75.745)"
"6301","301 Markus Court","Patriot Realty LLC","301 Markus Court","2020-10-13T09:27:00.000","Commercial","City Of Newark","Active","39.658845","-75.772774","1.38","New Castle","(39.658845, -75.772774)"
"0252","Parker Enterprises, Inc.","J & Y Parker Family","Millsboro","2002-04-19T00:00:00.000","Residential","Sussex Conservation District","Closed","38.577778","-75.283056","2.60","Sussex","(38.577778, -75.283056)"
"6604","Wrangle Hill Road","Wrangle Hill Properties LLC","3310 Wrangle Hill Road","2021-12-21T10:40:00.000","Commercial","New Castle County Department of Land Use","Active","39.590373","-75.690275","2.40","New Castle","(39.590373, -75.690275)"
"5418","DATWYLER MIDDLETOWN PLANT",,"MIDDLETOWN","2017-02-13T00:00:00.000","Comm/Residential","Middletown (Town Of)","Closed","39.437500","-75.739444","15.50",,"(39.4375, -75.739444)"
"1387","Zonko Builders, Inc.","Zonko, Charles A","Route 26, 589 feet west of Woodland Avenue","2004-11-15T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.565278","-75.101389","0.70","Sussex","(38.565278, -75.101389)"
"2018","Tatman Farm Spray Irrigation","Town of Bridgeville","WEST OF OAK ROAD ALONG GUM BRANCH EAST OF BRIDGEVILLE","2006-06-05T00:00:00.000","Municipal","Sussex Conservation District","Closed","38.725833","-75.556111","23.91","Sussex","(38.725833, -75.556111)"
"3030","16 Old Possum Park Road","Thomas, Shawn & Kimberlee","16 Old Possum Park Road","2008-11-25T00:00:00.000","Residential","New Castle County Department of Land Use","Active","39.683333","-75.750000","1.69",,"(39.683333, -75.75)"
"3689","240 Old Churchmans Road","Mellinger, Marty & Dawn","240 Old Churchmans Road","2011-04-13T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.682500","-75.627778","0.30","New Castle","(39.6825, -75.627778)"
"6231","Herring Creek Sanitary Sewer Dist - North Gravity Sewer & Force Main - Ph 1.","Sussex County Council","Sloan Rd","2020-06-22T07:58:00.000","County","Sussex Conservation District","Active","38.393040","-75.103370","4.00","Sussex","(38.39304, -75.10337)"
"1456","Methodist Country House Independent Living Cottages","Peninsula United Methodist Homes","Southern End of Site","2005-01-27T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.792778","-75.611944","2.20","New Castle","(39.792778, -75.611944)"
"6519","Carsyljan Acres","Sussex Conservation District","Sweetbriar Rd","2021-08-09T11:57:00.000","State","Sussex Conservation District","Closed","38.752562","-75.230095","4.00","Sussex","(38.752562, -75.230095)"
"0329","Br 229B on Kirkwood Highway over White Clay Creek","Delaware Department of Transportation","Br 229B on Kirkwood Highway over White Clay Creek","2002-06-25T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.691944","-75.725000","0.32","New Castle","(39.691944, -75.725)"
"0525","Paladin Club Parcel 2","Gregory Pettinaro","Edgemoor Road and Brandywine Blvd","2002-12-19T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.750000","-75.512500","11.20","New Castle","(39.75, -75.5125)"
"1062","Chestnut Crossing","Ruth B Jensen & Michael Kaplan","Shestnut Street, southside Milton","2004-02-24T00:00:00.000","Residential","Sussex Conservation District","Closed","38.770833","-75.312500","12.33","Sussex","(38.770833, -75.3125)"
"0683","Br 361 on SR 72 over Muddy Run","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Br 361 on SR 72 over Muddy Run","2003-05-05T00:00:00.000","State","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.626389","-75.725000","0.10","New Castle","(39.626389, -75.725)"
"6035","The Cascades","Route 40 Enterprises, LLC","0 Pulaski Highway","2019-07-22T08:32:00.000","Residential","New Castle County Department of Land Use","Active","39.605976","-75.771977","40.00","New Castle","(39.605976, -75.771977)"
"2910","River Road Industrial Park II Lot 3","NB Partners LLC","Carroll Drive 500 ft. west of Route 9","2008-07-22T00:00:00.000","Industrial","New Castle County Department of Land Use","Closed","38.833333","-75.650000","2.90","New Castle","(38.833333, -75.65)"
"6142","Dagsboro Trace","PR Builders, Inc.","Vines Creek Rd (Rt. 26)","2020-01-30T14:19:00.000","Residential","Sussex Conservation District","Active","38.551097","-75.214102","18.80","Sussex","(38.551097, -75.214102)"
"3237","AutoZone Store Development #3485","AutoZone, Inc","Northeast Corner of Asbury Avenue and Dupont Highway","2009-07-21T00:00:00.000","Commercial","Kent Conservation District","Closed","39.120833","-75.533333","0.90","Kent","(39.120833, -75.533333)"
"3319","Seaside Plaza","Seaside Plaza LLC","NW of Coastal highway and Munchy Branch Rd intersection","2009-11-24T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.724444","-75.123403","1.50","Sussex","(38.724444, -75.123403)"
"5326","WILMINGTON UNIVERSITY - NORTH CAMPUS","WILMINGTON UNIVERSITY","SW CORNER OF INTERSECTION AT BEAVER VALLEY AND CONCORD PIKE","2016-11-01T00:00:00.000","Other","New Castle County Department of Land Use","Active","39.827777","-75.547419","40.60",,"(39.827777, -75.547419)"
"6128","Bayside - Weidman Parcel","CMF Bayside, LLC","West and East side of Williamsville Road (SCR 395)","2020-01-16T14:21:00.000","Residential","Sussex Conservation District","Active","38.452647","-75.109011","19.60","Sussex","(38.452647, -75.109011)"
"5254","SEAFORD VILLAGE STORMWATER IMPROVEMENTS","DNREC DRAINAGE PROGRAM","SHOPPING CENTER AT CORNER OF SUSSEX HWY AND HERRING RUN ROAD","2016-08-15T00:00:00.000","Commercial","DE DNREC - Watershed Stewardship","Active","38.658889","-75.596111","6.20",,"(38.658889, -75.596111)"
"1519","Center for Neurology","Center for Neurology Properties","Corner of Route 24 and Dorman Road (288A)","2005-03-07T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.674722","-75.185278","3.15","Sussex","(38.674722, -75.185278)"
