"fiscal_year","fiscal_month","check_date","org","org_desc","object","object_desc","fund","fund_desc","payee","amount","payment_id","check_status","check_number","inv_number","char_code","char_code_desc","payment_type","vendor_no","goal_category"
"2019","5","2019-02-21T00:00:00.000","202000","EMERGENCY MEDICAL SERVICE","6210","MEDICAL SERVICES","100","GENERAL","US MED DISPOSAL","500","258703","CLEARED",,"6601","62","CONTRACTUAL SERVICES","PRINT","4911",
"2017","9","2017-06-20T00:00:00.000","405000","EQUIPMENT SERVICES","6278","MAINTENANCE OF MOTOR VEHICLES","100","GENERAL","MARTIN R SANCHEZ","452.2","178387","CLEARED",,"11793","62","CONTRACTUAL SERVICES","EFT","4014",
"2020","9","2020-06-18T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","W.W. GRAINGER, INC.","87","321401","CLEARED",,"9549014612","62","CONTRACTUAL SERVICES","EFT","1574",
"2020","11","2020-08-18T00:00:00.000","5003","DRAINAGE UTILITY CASH PROJECTS","2020","RETAINAGE PAYABLE","5003","DRAIN UTILITY DIST CASH PROJ","TEXAS STERLING CONSTRUCTION CO.","2886.5","328309","CLEARED",,"RT328309",,"BALANCE SHEET ACCOUNT","PRINT","8356",
"2018","10","2018-07-31T00:00:00.000","212000","POLICE CRIMINAL INVESTIGATION","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","SOUTHWESTERN BELL TELEPHONE COMPANY","70","231154","CLEARED",,"155284115.07-18","62","CONTRACTUAL SERVICES","PRINT","4283",
"2016","4","2016-01-28T00:00:00.000","254000","ANIMAL SERVICES","6108","SMALL TOOLS AND EQUIP","100","GENERAL","PETHEALTH SERVICES, INC (USA)","24.25","113116","CLEARED",,"SIUN6862729","61","SUPPLIES","PRINT","3497",
"2017","5","2017-02-28T00:00:00.000","604000","RECREATION SERVICES ADMIN","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","8.13","163564","CLEARED",,"8283486219","61","SUPPLIES","EFT","4917",
"2017","6","2017-03-16T00:00:00.000","2107060","4B CAPITAL PARD","8940","MAJOR CAPITAL OUTLAY","210","QUALITY OF LIFE CORP (4B)","GRAYBAR ELECTRIC CO., INC","36500","165194","CLEARED",,"990136128","64","CAPITAL OUTLAY-MAJOR","EFT","1602",
"2018","3","2017-12-19T00:00:00.000","405000","EQUIPMENT SERVICES","6278","MAINTENANCE OF MOTOR VEHICLES","100","GENERAL","HESTERS WRECKER SERVICE INC.","100","202257","CLEARED",,"213546","62","CONTRACTUAL SERVICES","EFT","1804",
"2019","5","2019-02-26T00:00:00.000","410531","WATER PRODUCTION","6277","MAINTENANCE OF INFRASTRUCTURE","4000","WATER SEWER OPERATING","HD SUPPLY FACILITIES MAINTENANCE","213.95","258947","CLEARED",,"817591","62","CONTRACTUAL SERVICES","PRINT","1973",
"2020","8","2020-05-28T00:00:00.000","200000","FIRE ADMINISTRATION","6212","COMPUTER SOFTWARE/LICENSES","100","GENERAL","KNOX ASSOCIATES, INC.","1999","318699","CLEARED",,"INV02106574","62","CONTRACTUAL SERVICES","PRINT","2424",
"2016","7","2016-05-05T00:00:00.000","110000","CITY ADMINISTRATION","6103","FOOD OR CONCESSIONS","100","GENERAL","CITY OF MESQUITE","97.49","128049","CLEARED",,"04000","61","SUPPLIES","PRINT","490",
"2017","4","2017-01-31T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","AUTONATION FORT WORTH MOTORS","239.4","159237","CLEARED",,"4760995",,"BALANCE SHEET ACCOUNT","PRINT","4641",
"2018","9","2018-06-21T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","W.W. GRAINGER, INC.","366.22","227015","CLEARED",,"9819683641",,"BALANCE SHEET ACCOUNT","EFT","1574",
"2019","7","2019-04-04T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","BLUE TARP FINANCIAL","2.42","264771","CLEARED",,"40051162","62","CONTRACTUAL SERVICES","PRINT","5700",
"2019","6","2019-03-14T00:00:00.000","110000","CITY ADMINISTRATION","6101","OFFICE SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","22.39","261570","CLEARED",,"3406598953","61","SUPPLIES","EFT","4343",
"2020","8","2020-06-02T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","XL PARTS, LP","58.99","317803","CLEARED",,"0106FT8655",,"BALANCE SHEET ACCOUNT","EFT","5309",
"2018","3","2017-12-28T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","GENUINE PARTS CO.","44.36","203279","CLEARED",,"4044-247667",,"BALANCE SHEET ACCOUNT","EFT","3165",
"2020","1","2019-10-08T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","MISC VENDOR","5366.82","289260","CLEARED",,"289260",,"BALANCE SHEET ACCOUNT","PRINT","999996",
"2020","6","2020-03-10T00:00:00.000","605623","GOODBAR ACTIVITY CENTER","4635","RESERVATIONS","100","GENERAL","PARKS AND REC REFUND","200","308724","CLEARED",,"20474811","46","CHARGES FOR SERVICE","PRINT","999992",
"2021","5","2021-02-25T00:00:00.000","202000","EMERGENCY MEDICAL SERVICE","6120","AMBULANCE SUPPLIES","100","GENERAL","BOUND TREE MEDICAL LLC","717.74","352181","CLEARED",,"83958458","61","SUPPLIES","PRINT","5715",
"2019","11","2019-08-08T00:00:00.000","601000","PARK SERVICES","6233","ELECTRICITY","100","GENERAL","GEXA ENERGY LP","120.25","281347","CLEARED",,"2644361-3 JULY","62","CONTRACTUAL SERVICES","PRINT","6276",
"2018","5","2018-03-06T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","212669","CLEARED",,"JP0222180015","62","CONTRACTUAL SERVICES","PRINT","999994",
"2017","4","2017-01-10T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","IRRIGATORS SUPPLY, INC.","56.46","156864","CLEARED",,"73047","61","SUPPLIES","EFT","2114",
"2020","12","2020-10-08T00:00:00.000","2038","2020 C.O. CAPITAL PROJECTS","2020","RETAINAGE PAYABLE","2038","2020 C.O. CAPITAL PROJECTS","SEDALCO, INC.","7769.59","335683","CLEARED",,"RT335683",,"BALANCE SHEET ACCOUNT","PRINT","9408",
"2021","5","2021-03-04T00:00:00.000","12007011","CAPITAL PROJECTS-ADMIN","8910","SUPPLIES","1200","CAPITAL PROJECTS RESERVE FUNDS","NT INFECTIOUS DISEASE CONSULTANTS, PA","429","352347","CLEARED",,"JGonzalez","61","SUPPLIES","PRINT","3303",
"2017","11","2017-08-15T00:00:00.000","140000","HUMAN RESOURCES ADMIN","6101","OFFICE SUPPLIES","100","GENERAL","DDD ENTERPRISES INC","32.64","186273","CLEARED",,"245776","61","SUPPLIES","EFT","915",
"2018","2","2017-11-09T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","BLUE TARP FINANCIAL","8.72","197494","CLEARED",,"40056293","62","CONTRACTUAL SERVICES","PRINT","5700",
"2018","9","2018-06-05T00:00:00.000","100","GENERAL","2101","A/P DUE TO OTHER CITY CRT COLL","100","GENERAL","CITY OF DALLAS","460.33","224612","CLEARED",,"Z2010702",,"BALANCE SHEET ACCOUNT","PRINT","413",
"2017","9","2017-07-06T00:00:00.000","600000","PARKS AND RECREATION ADMIN","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","THE PLANT PLACE INC","583.38","181069","CLEARED",,"75496","62","CONTRACTUAL SERVICES","PRINT","6639",
"2016","5","2016-02-03T00:00:00.000","153218","UTILITY BILLING","6218","CREDIT CARD CHARGES","4000","WATER SEWER OPERATING","TAX REFUNDS","1.75","115307","CLEARED",,"UV0201160978","62","CONTRACTUAL SERVICES","PRINT","999991",
"2021","6","2021-03-30T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","O REILLY AUTOMOTIVE STORE INC","106.04","356400","CLEARED",,"0685-125548",,"BALANCE SHEET ACCOUNT","PRINT","3321",
"2016","12","2016-09-20T00:00:00.000","601000","PARK SERVICES","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","WATTS ELLISON, LLC","6848.48","143692","CLEARED",,"13399","62","CONTRACTUAL SERVICES","EFT","6869",
"2016","4","2016-01-26T00:00:00.000","604000","RECREATION SERVICES ADMIN","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","0.46","112801","CLEARED",,"8283349420","61","SUPPLIES","EFT","4917",
"2019","2","2018-11-06T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","TEMPLE ELECTRIC SUPPLY","117.6","245335","CLEARED",,"523180","62","CONTRACTUAL SERVICES","EFT","4530",
"2018","6","2018-03-13T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","HERCO EQUIPMENT","314.62","213684","CLEARED",,"29058",,"BALANCE SHEET ACCOUNT","EFT","1785",
"2017","7","2017-05-02T00:00:00.000","201000","FIRE OPERATIONS","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","AXCESS FIRE & SAFETY SUPPLY INC","2959","172648","CLEARED",,"9973","62","CONTRACTUAL SERVICES","EFT","6943",
"2020","8","2020-05-19T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","W.W. GRAINGER, INC.","15.4","317248","CLEARED",,"9522531970","62","CONTRACTUAL SERVICES","EFT","1574",
"2019","2","2018-11-13T00:00:00.000","404516","STREET & STORM SEWER CLEANING","6104","CLOTHING/UNIFORM EXPENSE","5000","DRAIN UTILITY DIST OPERATING","UNIFIRST HOLDINGS,INC.","10.56","246578","CLEARED",,"828 3710702","61","SUPPLIES","EFT","4917",
"2017","7","2017-04-06T00:00:00.000","211000","POLICE OPERATIONS","6101","OFFICE SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","53.84","169200","CLEARED",,"3334233316","61","SUPPLIES","EFT","4343",
"2016","8","2016-05-12T00:00:00.000","605625","SCOTT DUNFORD COMM CENTER","6080","OTHER PERSONAL SERVICES","100","GENERAL","TANA BARKER GLENN","131.25","128850","CLEARED",,"April 2016","60","PERSONAL SERVICES","PRINT","1513",
"2021","12","2021-09-16T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","380770","NOT CLEARED",,"JP0909210016","62","CONTRACTUAL SERVICES","PRINT","999994",
"2018","10","2018-07-31T00:00:00.000","254000","ANIMAL SERVICES","6234","GAS","100","GENERAL","ATMOS ENERGY CORPORATION","76.57","231449","CLEARED",,"6/20-7/23/18 1650 GR","62","CONTRACTUAL SERVICES","EFT","3133",
"2016","9","2016-07-05T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","VOSS ELECTRIC CO","307.2","133795","CLEARED",,"40149581-00",,"BALANCE SHEET ACCOUNT","PRINT","5031",
"2020","11","2020-09-08T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","16.3","331627","CLEARED",,"016397580","61","SUPPLIES","EFT","9245",
"2016","12","2016-09-27T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","INLAND TRUCK PARTS CO.","98.37","144306","CLEARED",,"30-44868","61","SUPPLIES","EFT","2060",
"2019","8","2019-05-30T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","SIX CONSTRUCT, INC","766.64","271416","CLEARED",,"195","61","SUPPLIES","PRINT","140",
"2016","5","2016-02-16T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","117.86","117855","CLEARED",,"117855",,"BALANCE SHEET ACCOUNT","PRINT","999997",
"2021","9","2021-06-15T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","HERCO EQUIPMENT","371","366502","CLEARED",,"30522",,"BALANCE SHEET ACCOUNT","EFT","1785",
"2018","11","2018-08-21T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","24.95","234664","CLEARED",,"234664",,"BALANCE SHEET ACCOUNT","PRINT","999997",
"2017","11","2017-08-17T00:00:00.000","405000","EQUIPMENT SERVICES","6278","MAINTENANCE OF MOTOR VEHICLES","100","GENERAL","MCINTYRE CASA VIEW WRECKER","180","186846","CLEARED",,"14367","62","CONTRACTUAL SERVICES","PRINT","2850",
"2018","2","2017-11-28T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","6213","ADVERTISING","5500","AIRPORT OPERATING","AIRNAV LLC","704","199279","CLEARED",,"1972963","62","CONTRACTUAL SERVICES","PRINT","458",
"2017","2","2016-11-29T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","55.74","151597","CLEARED",,"151597",,"BALANCE SHEET ACCOUNT","PRINT","999997",
"2017","9","2017-06-20T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","178762","CLEARED",,"JP0615170002","62","CONTRACTUAL SERVICES","PRINT","999994",
"2019","1","2018-10-23T00:00:00.000","141000","RISK MANAGEMENT","6105","SAFETY EQUIPMENT","100","GENERAL","BOOT BARN, INC.","123.24","243157","CLEARED",,"IVC0154565","61","SUPPLIES","PRINT","7663",
"2017","8","2017-05-30T00:00:00.000","202000","EMERGENCY MEDICAL SERVICE","6120","AMBULANCE SUPPLIES","100","GENERAL","BOUND TREE MEDICAL LLC","500","176037","CLEARED",,"82507403","61","SUPPLIES","PRINT","5715",
"2017","7","2017-04-13T00:00:00.000","100","GENERAL","1145","PREPAID INVENTORY ITEMS","100","GENERAL","SW INTERNATL TRUCKS INC.","300","169498","CLEARED",,"D538423",,"BALANCE SHEET ACCOUNT","PRINT","4270",
"2017","7","2017-04-13T00:00:00.000","100","GENERAL","1145","PREPAID INVENTORY ITEMS","100","GENERAL","SW INTERNATL TRUCKS INC.","300","169498","CLEARED",,"D538423",,"BALANCE SHEET ACCOUNT","PRINT","4270",
"2019","12","2019-10-03T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","ADVANCE STORES CO., INC.","62.6","287678","CLEARED",,"14865-227850",,"BALANCE SHEET ACCOUNT","PRINT","8417",
"2021","9","2021-07-01T00:00:00.000","210","QUALITY OF LIFE CORP (4B)","2020","RETAINAGE PAYABLE","210","QUALITY OF LIFE CORP (4B)","REBCON, INC.","116.05","368034","CLEARED",,"RT368034",,"BALANCE SHEET ACCOUNT","EFT","1614",
"2021","11","2021-08-12T00:00:00.000","605627","RUTHERFORD COMM CENTER","6101","OFFICE SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","90.79","375014","CLEARED",,"3481650871","61","SUPPLIES","EFT","4343",
"2018","8","2018-05-03T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","BERGER ENGINEERING  COMPANY","996.75","220892","CLEARED",,"M35896","62","CONTRACTUAL SERVICES","EFT","5383",
"2018","10","2018-08-07T00:00:00.000","151201","PRINTSHOP/MAILROOM","6216","RENT AND LEASE PAYMENTS","100","GENERAL","QUADIENT LEASING USA, INC.","1266.09","233174","CLEARED",,"N7266081","62","CONTRACTUAL SERVICES","PRINT","3234",
"2021","10","2021-08-05T00:00:00.000","401500","TRAFFIC ENGINEERING","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","45.16","372915","CLEARED",,"828 4019912","61","SUPPLIES","EFT","4917",
"2016","2","2015-12-01T00:00:00.000","400000","PUBLIC WORKS ADMIN","6232","MEMBERSHIPS/DUES/SUBS","100","GENERAL","INTERNATIONAL CITY/COUNTY MGMT ASSOC","1056","105930","CLEARED",,"608735-2016","62","CONTRACTUAL SERVICES","PRINT","2022",
"2018","5","2018-02-15T00:00:00.000","153216","MUNICIPAL COURT","6283","UNIFORM CLEANING","100","GENERAL","FASHION PARK INC.","48.4","210058","CLEARED",,"JAN2018","62","CONTRACTUAL SERVICES","EFT","1238",
"2019","11","2019-08-08T00:00:00.000","254000","ANIMAL SERVICES","6200","PROFESSIONAL SERVICES","100","GENERAL","JOHN H. TEEL","1595","281447","CLEARED",,"TCS-M-02","62","CONTRACTUAL SERVICES","PRINT","9130",
"2018","9","2018-06-08T00:00:00.000","211000","POLICE OPERATIONS","6108","SMALL TOOLS AND EQUIP","100","GENERAL","CITY OF MESQUITE","56.23","225076","CLEARED",,"12415","61","SUPPLIES","PRINT","490",
"2020","1","2019-10-22T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","MISC VENDOR","1725.23","290913","CLEARED",,"290913",,"BALANCE SHEET ACCOUNT","PRINT","999996",
"2020","6","2020-03-12T00:00:00.000","111000","ECONOMIC DEVELOPMENT","6212","COMPUTER SOFTWARE/LICENSES","100","GENERAL","COSTAR REALTY INFORMATION, INC","1065.9","309425","CLEARED",,"110814893-1","62","CONTRACTUAL SERVICES","PRINT","679",
"2021","12","2021-09-21T00:00:00.000","120000","CITY SECRETARY","6213","ADVERTISING","100","GENERAL","DAILY COMMERCIAL RECORD, INC","103.13","381710","CLEARED",,"689275","62","CONTRACTUAL SERVICES","EFT","800",
"2018","11","2018-08-30T00:00:00.000","152203","CENTRAL COPY","6276","MAINT OF FURNITURE & FIXTURES","100","GENERAL","KONICA MINOLTA BUSINESS SOLUTIONS","23.2","235997","CLEARED",,"253164189","62","CONTRACTUAL SERVICES","EFT","2433",
"2016","5","2016-03-01T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","THE GOODYEAR TIRE & RUBBER CO","3759.28","119176","CLEARED",,"008-1226861",,"BALANCE SHEET ACCOUNT","EFT","1554",
"2018","6","2018-03-27T00:00:00.000","161000","PC NETWORK SUPPORT","6108","SMALL TOOLS AND EQUIP","100","GENERAL","BLUE TARP FINANCIAL","14.1","215286","CLEARED",,"40057720","61","SUPPLIES","PRINT","5700",
"2021","4","2021-01-26T00:00:00.000","752000","WATER AND SEWER RESERVES","6208","LEGAL SERVICES/COURT COSTS","4000","WATER SEWER OPERATING","VINSON & ELKINS LLP","2151.42","348886","CLEARED",,"25662341","62","CONTRACTUAL SERVICES","PRINT","8271",
"2018","7","2018-04-19T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","SW INTERNATL TRUCKS INC.","43.94","217890","CLEARED",,"D599191","61","SUPPLIES","PRINT","4270",
"2019","2","2018-11-06T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","ASSOCIATED SUPPLY CO INC","37.68","245404","CLEARED",,"PSO034709-1","61","SUPPLIES","PRINT","2997",
"2019","1","2018-10-18T00:00:00.000","120000","CITY SECRETARY","6213","ADVERTISING","100","GENERAL","DAILY COMMERCIAL RECORD, INC","131.95","242988","CLEARED",,"665343","62","CONTRACTUAL SERVICES","EFT","800",
"2018","6","2018-03-08T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","METRO BATTERY DIST LLC","636.25","213051","CLEARED",,"175541",,"BALANCE SHEET ACCOUNT","PRINT","6449",
"2017","2","2016-11-10T00:00:00.000","202000","EMERGENCY MEDICAL SERVICE","6210","MEDICAL SERVICES","100","GENERAL","QUEST DIAGNOSTICS","133.25","149964","CLEARED",,"9167768541","62","CONTRACTUAL SERVICES","PRINT","3705",
"2019","12","2019-09-12T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","GENUINE PARTS CO.","56.24","285928","CLEARED",,"4044-387747",,"BALANCE SHEET ACCOUNT","EFT","3165",
"2016","3","2015-12-31T00:00:00.000","410533","WATER DISTRIBUTION","6104","CLOTHING/UNIFORM EXPENSE","4000","WATER SEWER OPERATING","UNIFIRST HOLDINGS,INC.","14.08","110571","CLEARED",,"8283342161","61","SUPPLIES","EFT","4917",
"2017","5","2017-02-07T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","12.25","160698","CLEARED",,"160698",,"BALANCE SHEET ACCOUNT","PRINT","999997",
"2018","9","2018-06-26T00:00:00.000","161000","PC NETWORK SUPPORT","6276","MAINT OF FURNITURE & FIXTURES","100","GENERAL","FORD AUDIO-VIDEO SYSTEMS INC","340","227429","CLEARED",,"303005789","62","CONTRACTUAL SERVICES","PRINT","1337",
"2018","9","2018-06-28T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","227557","CLEARED",,"JP0621180007","62","CONTRACTUAL SERVICES","STALE DATED","999994",
"2019","8","2019-06-04T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","AUTONATION FORT WORTH MOTORS","134.03","271174","CLEARED",,"4992500",,"BALANCE SHEET ACCOUNT","PRINT","4641",
"2020","3","2019-12-19T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","MISC VENDOR","7.38","298425","CLEARED",,"298425",,"BALANCE SHEET ACCOUNT","PRINT","999996",
"2016","4","2016-01-26T00:00:00.000","401501","STREET LIGHTING","6233","ELECTRICITY","100","GENERAL","FARMERS ELECTRIC COOPERATIVE, INC","20.75","112159","CLEARED",,"4-2000","62","CONTRACTUAL SERVICES","PRINT","1234",
"2020","11","2020-08-25T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","111.97","329680","CLEARED",,"016306618","61","SUPPLIES","EFT","9245",
"2017","12","2017-09-26T00:00:00.000","202000","EMERGENCY MEDICAL SERVICE","6210","MEDICAL SERVICES","100","GENERAL","AIRGAS, INC","45.42","191729","CLEARED",,"9066143846","62","CONTRACTUAL SERVICES","PRINT","457",
"2018","12","2018-09-25T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","VERMEER EQUIPMENT OF TEXAS, INC.","82.56","239805","CLEARED",,"P11615","61","SUPPLIES","PRINT","4999",
"2021","1","2020-10-20T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","SW INTERNATL TRUCKS INC.","233.15","336831","CLEARED",,"01P83908",,"BALANCE SHEET ACCOUNT","PRINT","4270",
"2019","2","2018-11-13T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","SID TOOL CO., INC.","66.98","246513","CLEARED",,"29677870",,"BALANCE SHEET ACCOUNT","PRINT","2697",
"2017","7","2017-04-25T00:00:00.000","2805225","COM SRVS CONTRIBUTION/DONATION","8920","CONTRACTUAL SERVICES","280","CONTRIBUTIONS AND DONATIONS","TOWN EAST - GALLOWAY ANIMAL CLINIC","222.68","170934","CLEARED",,"267959","62","CONTRACTUAL SERVICES","PRINT","4800",
"2017","9","2017-07-11T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","181798","CLEARED",,"JP0629170014","62","CONTRACTUAL SERVICES","STALE DATED","999994",
