"fisc_period","fisc_year","region","office","town","ttl_cps_acept_m","ttl_cps_subs_m","ttl_allegat_m","ttl_allegat_subs_m","ttl_phys_abuse_m","ttl_educ_neglect_m","ttl_emot_neglect_m","ttl_high_risk_m","ttl_medi_neglect_m","ttl_at_risk_m","ttl_phys_neglect_m","ttl_sex_abuse_m","ttl_hmntr_m","ttl_em_ab_m","ttl_moral_neglect_m","subs_phys_abuse_m","subs_educ_neglect_m","subs_emot_neglect_m","subs_high_risk_m","subs_medi_neglect_m","subs_at_risk_m","subs_phys_neglect_m","subs_sex_abuse_m","sub_hmntr_m","sub_em_ab_m","sub_moral_neglect_m","children_subs","rate_phys_abuse_m","rate_educ_neglect_m","rate_emot_neglect_m","rate_high_risk_m","rate_medi_neglect_m","rate_at_risk_m","rate_phys_neglect_m","rate_sex_abuse_m","rate_hmntr_m","rate_em_ab_m","rate_moral_neglect_m"
"07/01/2018 - 06/30/2019","2019","REGION 3","WILLIMANTIC","MANSFIELD","67","11","140","41","<= 10","<= 10","29","-","<= 10","-","84","<= 10","-","<= 10","<= 10","-","-","15","-","-","-","25","-","-","-","<= 10","15","0 - 9 %","0 - 9 %","52%","-","0 - 9 %","-","30%","0 - 9 %","-","0 - 9 %","13 - 23 %"
"07/01/2018 - 06/30/2019","2019","REGION 3","WILLIMANTIC","PLAINFIELD","232","54","671","252","38","36","135","-","16","-","414","<= 10","-","12","<= 10","<= 10","<= 10","83","-","<= 10","-","146","<= 10","-","<= 10","-","79","12 - 22 %","24 - 34 %","61%","-","30 - 40 %","-","35%","29 - 39 %","-","7 - 17 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 3","WILLIMANTIC","POMFRET","30","<= 10","65","19","<= 10","<= 10","<= 10","-","<= 10","-","43","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","15","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","39 - 49 %","-","0 - 9 %","-","35%","0 - 9 %","-","0 - 9 %","-"
"07/01/2018 - 06/30/2019","2019","REGION 3","WILLIMANTIC","PUTNAM","191","41","509","169","39","17","120","-","14","-","287","<= 10","-","14","12","<= 10","<= 10","61","-","<= 10","-","94","<= 10","-","-","-","64","9 - 19 %","28 - 38 %","51%","-","28 - 38 %","-","33%","16 - 26 %","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 3","WILLIMANTIC","SCOTLAND","<= 10","<= 10","19","<= 10","<= 10","-","<= 10","-","-","-","12","<= 10","-","-","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","74 - 84 %","-","-","-","24 - 34 %","0 - 9 %","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 3","WILLIMANTIC","STERLING","41","<= 10","95","19","<= 10","<= 10","19","-","<= 10","-","58","<= 10","-","<= 10","<= 10","-","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","<= 10","0 - 9 %","0 - 9 %","46 - 56 %","-","0 - 9 %","-","15 - 25 %","32 - 42 %","-","0 - 9 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 3","WILLIMANTIC","THOMPSON","73","14","179","59","16","<= 10","34","-","<= 10","-","107","<= 10","-","<= 10","-","<= 10","<= 10","20","-","<= 10","-","35","-","-","-","-","24","5 - 15 %","16 - 26 %","59%","-","21 - 31 %","-","33%","0 - 9 %","-","0 - 9 %","-"
"07/01/2018 - 06/30/2019","2019","REGION 3","WILLIMANTIC","UNION","<= 10","<= 10","19","-","-","<= 10","<= 10","-","<= 10","-","<= 10","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","-","0 - 9 %","0 - 9 %","-","0 - 9 %","-","0 - 9 %","0 - 9 %","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 3","WILLIMANTIC","WILLINGTON","24","<= 10","49","14","<= 10","-","11","-","-","-","27","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","<= 10","11","32 - 42 %","-","35 - 45 %","-","-","-","29 - 39 %","0 - 9 %","-","0 - 9 %","32 - 42 %"
"07/01/2018 - 06/30/2019","2019","REGION 3","WILLIMANTIC","WINDHAM","376","89","946","308","95","55","197","-","11","-","539","26","-","<= 10","15","12","15","81","-","<= 10","-","189","<= 10","-","-","<= 10","139","13%","27%","41%","-","17 - 27 %","-","35%","22 - 32 %","-","0 - 9 %","19 - 29 %"
"07/01/2018 - 06/30/2019","2019","REGION 3","WILLIMANTIC","WOODSTOCK","34","<= 10","88","18","<= 10","<= 10","17","-","-","-","49","<= 10","-","<= 10","<= 10","-","-","<= 10","-","-","-","11","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","40 - 50 %","-","-","-","22%","0 - 9 %","-","0 - 9 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 4","HARTFORD","BLOOMFIELD","115","14","226","31","32","<= 10","28","-","<= 10","-","132","<= 10","-","14","-","<= 10","-","<= 10","-","<= 10","-","25","<= 10","-","-","-","20","2 - 12 %","0 - 9 %","3 - 13 %","-","42 - 52 %","-","19%","12 - 22 %","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 4","HARTFORD","HARTFORD","2797","419","5842","996","657","514","773","-","179","-","3426","155","<= 10","85","44","45","46","140","-","25","-","672","55","-","<= 10","<= 10","601","7%","9%","18%","-","14%","-","20%","35%","0 - 9 %","8 - 18 %","10 - 20 %"
"07/01/2018 - 06/30/2019","2019","REGION 4","HARTFORD","WEST HARTFORD","248","23","472","40","78","22","60","-","<= 10","-","276","12","-","11","<= 10","<= 10","<= 10","<= 10","-","-","-","23","<= 10","-","-","<= 10","27","4 - 14 %","13 - 23 %","9 - 19 %","-","0 - 9 %","-","8%","16 - 26 %","-","-","49 - 59 %"
"07/01/2018 - 06/30/2019","2019","REGION 4","HARTFORD","WINDSOR","208","27","437","57","67","<= 10","77","-","14","-","251","<= 10","-","11","-","-","-","<= 10","-","-","-","50","<= 10","-","-","-","45","-","0 - 9 %","7 - 17 %","-","-","-","20%","9 - 19 %","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","ANDOVER","17","<= 10","40","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","30","-","-","-","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","49 - 59 %","-","0 - 9 %","-","19 - 29 %","-","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","BOLTON","24","<= 10","46","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","27","<= 10","-","<= 10","-","<= 10","-","-","-","-","-","<= 10","-","-","-","-","<= 10","24 - 34 %","0 - 9 %","0 - 9 %","-","0 - 9 %","-","10 - 20 %","0 - 9 %","-","0 - 9 %","-"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","EAST GRANBY","17","<= 10","32","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","18","<= 10","<= 10","<= 10","-","-","-","-","-","-","-","<= 10","-","<= 10","-","-","<= 10","0 - 9 %","0 - 9 %","0 - 9 %","-","0 - 9 %","-","5 - 15 %","0 - 9 %","99 - 109 %","0 - 9 %","-"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","EAST HARTFORD","647","107","1353","288","177","100","191","-","31","-","764","69","-","14","<= 10","<= 10","23","54","-","<= 10","-","165","26","-","<= 10","<= 10","141","4 - 14 %","23%","28%","-","25 - 35 %","-","22%","38%","-","13 - 23 %","13 - 23 %"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","EAST WINDSOR","90","17","215","72","18","<= 10","28","-","<= 10","-","142","<= 10","-","<= 10","-","-","<= 10","13","-","-","-","56","<= 10","-","<= 10","-","23","-","9 - 19 %","46%","-","0 - 9 %","-","39%","16 - 26 %","-","12 - 22 %","0%"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","ELLINGTON","84","11","160","15","19","17","19","-","11","-","80","<= 10","-","<= 10","<= 10","-","-","-","-","-","-","11","<= 10","-","<= 10","-","13","-","-","-","-","-","-","14%","59 - 69 %","-","19 - 29 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","ENFIELD","404","70","989","222","81","74","223","-","19","-","539","14","<= 10","19","19","<= 10","<= 10","46","-","<= 10","-","143","<= 10","-","-","<= 10","99","10 - 20 %","6 - 16 %","21%","-","20 - 30 %","-","27%","35 - 45 %","0 - 9 %","-","52 - 62 %"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","GLASTONBURY","120","12","247","24","37","11","39","-","13","-","138","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","<= 10","-","17","-","-","-","-","16","4 - 14 %","-","4 - 14 %","-","22 - 32 %","-","12%","0 - 9 %","-","0 - 9 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","GRANBY","48","<= 10","117","11","11","<= 10","22","-","<= 10","-","69","<= 10","-","<= 10","<= 10","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","-","0 - 9 %","4 - 14 %","-","0 - 9 %","-","13 - 23 %","0 - 9 %","-","0 - 9 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","HEBRON","39","<= 10","85","22","14","<= 10","18","-","-","-","51","-","-","<= 10","-","-","-","<= 10","-","-","-","17","-","-","-","-","<= 10","-","0 - 9 %","27 - 37 %","-","-","-","33%","-","-","0 - 9 %","-"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","MANCHESTER","714","94","1523","242","153","74","229","-","36","-","975","28","-","19","<= 10","<= 10","<= 10","51","-","<= 10","-","173","<= 10","-","-","<= 10","143","2 - 12 %","3 - 13 %","22%","-","10 - 20 %","-","18%","20 - 30 %","-","-","10 - 20 %"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","MARLBOROUGH","20","<= 10","32","-","<= 10","<= 10","<= 10","-","<= 10","-","21","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","0 - 9 %","-","0 - 9 %","-","-","-","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","SOMERS","47","<= 10","132","31","<= 10","<= 10","27","-","<= 10","-","84","<= 10","-","-","<= 10","<= 10","<= 10","<= 10","-","-","-","24","-","-","-","-","11","12 - 22 %","16 - 26 %","18 - 28 %","-","0 - 9 %","-","29%","0 - 9 %","-","-","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","SOUTH WINDSOR","113","21","288","72","33","<= 10","63","-","<= 10","-","163","<= 10","-","<= 10","<= 10","<= 10","<= 10","30","-","<= 10","-","36","-","-","<= 10","-","28","2 - 12 %","24 - 34 %","48%","-","28 - 38 %","-","22%","0 - 9 %","-","19 - 29 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","STAFFORD","109","16","272","51","25","<= 10","35","-","<= 10","-","180","<= 10","-","<= 10","<= 10","-","-","<= 10","-","-","-","45","-","-","-","-","31","-","0 - 9 %","16 - 26 %","-","0 - 9 %","-","25%","0 - 9 %","-","0 - 9 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","SUFFIELD","51","<= 10","115","29","21","<= 10","15","-","<= 10","-","67","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","-","-","21","<= 10","-","-","-","12","4 - 14 %","0 - 9 %","39 - 49 %","-","0 - 9 %","-","31%","49 - 59 %","-","0 - 9 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","TOLLAND","51","<= 10","96","17","<= 10","<= 10","15","-","<= 10","-","61","<= 10","-","<= 10","-","<= 10","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","<= 10","9 - 19 %","0 - 9 %","39 - 49 %","-","0 - 9 %","-","12 - 22 %","49 - 59 %","-","0 - 9 %","-"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","VERNON","362","45","790","121","72","39","93","-","35","-","498","23","-","15","15","<= 10","<= 10","<= 10","-","<= 10","-","98","<= 10","-","-","<= 10","66","0 - 10 %","7 - 17 %","8 - 18 %","-","8 - 18 %","-","20%","29 - 39 %","-","-","6 - 16 %"
"07/01/2018 - 06/30/2019","2019","REGION 4","MANCHESTER","WINDSOR LOCKS","132","32","376","138","26","<= 10","48","-","<= 10","-","262","11","<= 10","<= 10","<= 10","<= 10","<= 10","22","-","-","-","102","<= 10","-","<= 10","<= 10","38","14 - 24 %","10 - 20 %","46%","-","0 - 9 %","-","39%","35 - 45 %","0 - 9 %","42 - 52 %","19 - 29 %"
"07/01/2018 - 06/30/2019","2019","REGION 4","TORRINGTON","HARTLAND","<= 10","<= 10","<= 10","-","-","-","-","-","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","-","-","-","-","-","-","0 - 9 %","-","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","DANBURY","BETHEL","103","22","197","47","26","<= 10","28","-","<= 10","-","112","<= 10","-","11","<= 10","-","<= 10","<= 10","-","<= 10","-","35","<= 10","-","<= 10","-","29","-","32 - 42 %","13 - 23 %","-","49 - 59 %","-","31%","32 - 42 %","-","8 - 18 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","DANBURY","BRIDGEWATER","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","-","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","-","0 - 9 %","-","-","-","-","99 - 109 %","-","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","DANBURY","BROOKFIELD","67","14","133","27","<= 10","11","23","-","<= 10","-","75","<= 10","-","<= 10","-","-","<= 10","<= 10","-","-","-","19","-","-","<= 10","-","19","0 - 9 %","17 - 27 %","21 - 31 %","-","0 - 9 %","-","25%","0 - 9 %","-","13 - 23 %","0%"
"07/01/2018 - 06/30/2019","2019","REGION 5","DANBURY","DANBURY","586","132","1262","338","146","81","161","-","34","-","766","31","<= 10","23","18","14","<= 10","42","-","<= 10","-","248","13","-","<= 10","<= 10","210","10%","9 - 19 %","26%","-","17 - 27 %","-","32%","42%","0 - 9 %","3 - 13 %","32 - 42 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","DANBURY","NEW FAIRFIELD","39","<= 10","91","29","<= 10","<= 10","14","-","<= 10","-","48","<= 10","-","<= 10","<= 10","-","-","<= 10","-","-","-","21","-","-","-","-","12","0 - 9 %","0 - 9 %","56 - 66 %","-","0 - 9 %","-","44%","0 - 9 %","-","0 - 9 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","DANBURY","NEW MILFORD","144","39","338","82","32","22","42","-","<= 10","-","218","<= 10","-","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","69","<= 10","-","-","-","55","2 - 12 %","35 - 45 %","1 - 11 %","-","12 - 22 %","-","32%","21 - 31 %","-","0 - 9 %","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","DANBURY","NEWTOWN","67","15","173","50","14","<= 10","33","-","<= 10","-","93","<= 10","-","<= 10","<= 10","-","-","12","-","<= 10","-","33","<= 10","-","-","-","26","-","0 - 9 %","36%","-","66 - 76 %","-","35%","10 - 20 %","-","0 - 9 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","DANBURY","REDDING","27","<= 10","60","<= 10","17","-","<= 10","-","<= 10","-","31","<= 10","-","-","<= 10","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","-","-","0 - 9 %","-","0 - 9 %","-","25 - 35 %","0 - 9 %","-","-","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","DANBURY","RIDGEFIELD","61","<= 10","112","<= 10","16","<= 10","18","-","<= 10","-","65","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","12 - 22 %","0 - 9 %","5 - 15 %","-","0 - 9 %","-","7 - 17 %","0 - 9 %","-","0 - 9 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","DANBURY","SHERMAN","21","<= 10","53","16","<= 10","<= 10","14","-","<= 10","-","26","-","-","-","-","<= 10","-","<= 10","-","<= 10","-","-","-","-","-","-","<= 10","39 - 49 %","0 - 9 %","56 - 66 %","-","99 - 109 %","-","-","-","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","BARKHAMSTED","17","<= 10","42","13","<= 10","<= 10","14","-","-","-","23","<= 10","-","-","-","-","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","<= 10","0 - 9 %","0 - 9 %","49 - 59 %","-","-","-","21 - 31 %","99 - 109 %","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","BETHLEHEM","<= 10","<= 10","<= 10","-","<= 10","<= 10","-","-","-","-","<= 10","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","-","-","-","-","0 - 9 %","0 - 9 %","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","CANAAN","24","<= 10","63","12","<= 10","-","15","-","-","-","32","<= 10","-","<= 10","<= 10","-","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","<= 10","0 - 9 %","-","46 - 56 %","-","-","-","12 - 22 %","32 - 42 %","-","0 - 9 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","CANTON","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","COLEBROOK","<= 10","<= 10","30","19","<= 10","-","12","-","-","-","<= 10","<= 10","-","<= 10","-","<= 10","-","<= 10","-","-","-","<= 10","-","-","<= 10","-","<= 10","66 - 76 %","-","82 - 92 %","-","-","-","39 - 49 %","0 - 9 %","-","74 - 84 %","0%"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","CORNWALL","<= 10","<= 10","<= 10","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","-","-","0 - 9 %","-","-","-","0 - 9 %","-","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","GOSHEN","15","<= 10","32","<= 10","<= 10","<= 10","<= 10","-","-","-","13","<= 10","-","-","<= 10","<= 10","-","-","-","-","-","-","-","-","-","-","<= 10","39 - 49 %","0 - 9 %","0 - 9 %","-","-","-","-","0 - 9 %","-","-","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","HARTLAND","<= 10","<= 10","26","14","<= 10","<= 10","12","-","-","-","<= 10","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","-","-","<= 10","<= 10","-","<= 10","-","<= 10","99 - 109 %","0 - 9 %","41 - 51 %","-","-","-","49 - 59 %","99 - 109 %","-","99 - 109 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","HARWINTON","28","<= 10","69","23","<= 10","<= 10","14","-","<= 10","-","37","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","-","-","<= 10","<= 10","-","<= 10","-","<= 10","49 - 59 %","0 - 9 %","63 - 73 %","-","0 - 9 %","-","18 - 28 %","66 - 76 %","-","49 - 59 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","KENT","<= 10","<= 10","12","<= 10","-","-","<= 10","-","<= 10","-","<= 10","-","-","-","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","-","-","0 - 9 %","-","0 - 9 %","-","66 - 76 %","-","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","LITCHFIELD","40","<= 10","69","16","<= 10","<= 10","11","-","<= 10","-","41","<= 10","-","<= 10","-","<= 10","-","<= 10","-","-","-","<= 10","-","-","<= 10","-","<= 10","16 - 26 %","0 - 9 %","54 - 64 %","-","0 - 9 %","-","19 - 29 %","0 - 9 %","-","16 - 26 %","0%"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","MORRIS","15","<= 10","23","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","<= 10","-","-","-","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","24 - 34 %","-","0 - 9 %","-","19 - 29 %","-","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","NEW HARTFORD","25","<= 10","55","14","11","-","<= 10","-","-","-","29","<= 10","-","<= 10","<= 10","-","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","<= 10","-","-","42 - 52 %","-","-","-","33 - 43 %","32 - 42 %","-","0 - 9 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","NORFOLK","14","<= 10","25","-","-","-","<= 10","-","<= 10","-","14","<= 10","-","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","-","-","0 - 9 %","-","0 - 9 %","-","-","0 - 9 %","-","0 - 9 %","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","NORTH CANAAN","<= 10","<= 10","30","<= 10","<= 10","<= 10","15","-","<= 10","-","<= 10","-","<= 10","-","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","6 - 16 %","-","0 - 9 %","-","24 - 34 %","-","0 - 9 %","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","ROXBURY","<= 10","<= 10","14","-","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","0 - 9 %","-","0 - 9 %","-","-","-","0 - 9 %","-","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","SALISBURY","12","<= 10","36","17","-","<= 10","<= 10","-","<= 10","-","17","-","-","-","-","-","<= 10","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","-","74 - 84 %","55 - 65 %","-","0 - 9 %","-","34 - 44 %","-","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","SHARON","<= 10","<= 10","13","<= 10","<= 10","-","-","-","-","-","12","-","-","-","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","-","-","-","-","32 - 42 %","-","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","THOMASTON","55","<= 10","151","43","<= 10","<= 10","32","-","<= 10","-","83","<= 10","-","<= 10","<= 10","-","-","15","-","-","-","24","-","-","<= 10","-","15","0 - 9 %","0 - 9 %","47%","-","0 - 9 %","-","29%","0 - 9 %","-","56 - 66 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","TORRINGTON","479","92","1076","287","106","64","240","-","26","-","594","23","<= 10","12","<= 10","<= 10","<= 10","107","-","-","-","152","<= 10","-","<= 10","<= 10","117","7 - 17 %","7 - 17 %","45%","-","-","-","26%","42 - 52 %","0 - 9 %","16 - 26 %","19 - 29 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","WARREN","<= 10","<= 10","<= 10","-","-","-","-","-","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","-","-","-","-","-","-","0 - 9 %","-","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","WASHINGTON","16","<= 10","27","<= 10","<= 10","-","<= 10","-","<= 10","-","18","<= 10","-","-","-","-","-","-","-","<= 10","-","-","<= 10","-","-","-","<= 10","0 - 9 %","-","0 - 9 %","-","66 - 76 %","-","-","99 - 109 %","-","-","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","WATERTOWN","127","15","277","44","29","18","55","-","11","-","154","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","-","-","36","<= 10","-","<= 10","-","22","2 - 12 %","-","6 - 16 %","-","-","-","23%","49 - 59 %","-","32 - 42 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","TORRINGTON","WINCHESTER","142","29","370","95","32","<= 10","71","-","<= 10","-","230","14","-","<= 10","<= 10","<= 10","-","33","-","-","-","54","<= 10","-","<= 10","-","46","2 - 12 %","0 - 9 %","46%","-","0 - 9 %","-","23%","35 - 45 %","-","19 - 29 %","0 - 9 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","WATERBURY","BEACON FALLS","27","<= 10","54","<= 10","13","<= 10","<= 10","-","-","-","25","-","-","-","<= 10","-","-","-","-","-","-","<= 10","-","-","-","<= 10","<= 10","-","0 - 9 %","0 - 9 %","-","-","-","11 - 21 %","-","-","-","99 - 109 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","WATERBURY","MIDDLEBURY","34","<= 10","74","24","13","<= 10","17","-","-","-","35","-","-","<= 10","-","-","<= 10","<= 10","-","-","-","11","-","-","-","-","<= 10","-","49 - 59 %","52 - 62 %","-","-","-","31%","-","-","0 - 9 %","-"
"07/01/2018 - 06/30/2019","2019","REGION 5","WATERBURY","NAUGATUCK","315","73","878","307","56","39","158","-","11","-","552","28","<= 10","16","16","<= 10","16","68","-","<= 10","-","200","17","-","-","<= 10","100","3 - 13 %","41%","43%","-","17 - 27 %","-","36%","61%","0 - 9 %","-","12 - 22 %"
"07/01/2018 - 06/30/2019","2019","REGION 5","WATERBURY","OXFORD","35","<= 10","107","42","<= 10","<= 10","14","-","<= 10","-","72","-","-","<= 10","<= 10","-","<= 10","<= 10","-","<= 10","-","31","-","-","-","-","<= 10","0 - 9 %","49 - 59 %","35 - 45 %","-","99 - 109 %","-","43%","-","-","0 - 9 %","0 - 9 %"
