"loanrange","loanamount","businessname","address","city","state","zip","naicscode","businesstype","raceethnicity","gender","veteran","nonprofit","jobsreported","dateapproved","lender","cd"
"b $2-5 million",,"WARD LEONARD CT, LLC","401 Watertown Rd.","THOMASTON","CT","06787","335312","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"175","2020-04-29T00:00:00.000","Bank of America, National Association","CT-05"
"b $2-5 million",,"STEWART EFI, LLC","45 OLD WATERBURY RD","THOMASTON","CT","06787","332119","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"158","2020-04-04T00:00:00.000","People's United Bank, National Association","CT-05"
"b $2-5 million",,"CNC SOFTWARE INC","671 OLD POST RD","TOLLAND","CT","06084","541511","Corporation","Unanswered","Unanswered","Unanswered",,"199","2020-05-03T00:00:00.000","Bank of America, National Association","CT-02"
"b $2-5 million",,"FRANKLIN PRODUCTS, INC.","153 WATER ST","TORRINGTON","CT","06790","336413","Subchapter S Corporation","White","Male Owned","Non-Veteran",,"180","2020-04-27T00:00:00.000","New Valley Bank & Trust","CT-05"
"b $2-5 million",,"WITTMANN BATTENFELD, INC.","1 Tecchnology Park Drive","TORRINGTON","CT","06790","326199","Corporation","Unanswered","Unanswered","Unanswered",,"161","2020-04-15T00:00:00.000","Webster Bank, National Association","CT-05"
"b $2-5 million",,"COMMUNITY SYSTEMS INC.","296 ALVORD PARK RD","TORRINGTON","CT","06790","531110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","367","2020-04-09T00:00:00.000","People's United Bank, National Association","CT-05"
"b $2-5 million",,"THURSTON FOODS, INC.","30 Thurston Drive","Wallingford","CT","06492","424420","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-15T00:00:00.000","Citizens Bank, National Association","CT-03"
"b $2-5 million",,"KAMCO SUPPLY CORP. OF NEW ENGLAND","2 BARNES INDUSTRIAL RD","WALLINGFORD","CT","06492","423310","Corporation","Unanswered","Unanswered","Unanswered",,"225","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-03"
"b $2-5 million",,"APS TECHNOLOGY INC","7 Laser Lane","WALLINGFORD","CT","06492","541713","Corporation","Unanswered","Unanswered","Unanswered",,"242","2020-04-13T00:00:00.000","KeyBank National Association","CT-03"
"b $2-5 million",,"CIDRA MINERALS PROCESSING, INC","50 BARNES PARK NORTH","WALLINGFORD","CT","06492","334513","Corporation","Unanswered","Unanswered","Unanswered",,"129","2020-04-27T00:00:00.000","Webster Bank, National Association","CT-03"
"b $2-5 million",,"FOSDICK FULFILLMENT CORPORATION","26 Barnes Industrial Rd N","WALLINGFORD","CT","06492","454390","Corporation","Unanswered","Unanswered","Unanswered",,"285","2020-05-01T00:00:00.000","Bank of America, National Association","CT-03"
"b $2-5 million",,"UNITED CONCRETE PRODUCTS INC.","173 CHURCH ST","WALLINGFORD","CT","06492","238120","Corporation","White","Male Owned","Non-Veteran",,"230","2020-04-03T00:00:00.000","Ion Bank","CT-03"
"b $2-5 million",,"AWARE RECOVERY CARE, INC.","35 THORPE AVENUE, SUITE 104","WALLINGFORD","CT","06492","622210","Corporation","White","Male Owned","Unanswered",,"241","2020-04-15T00:00:00.000","Webster Bank, National Association","CT-03"
"b $2-5 million",,"RADIOLOGY SERVICES, LLC","101 N. Plains Industrial Road - Bldg 1A","WALLINGFORD","CT","06492","621111","Limited  Liability Company(LLC)","Unanswered","Male Owned","Unanswered",,"196","2020-04-11T00:00:00.000","Webster Bank, National Association","CT-03"
"b $2-5 million",,"THE CLY-DEL MANUFACTURING COMPANY","151 Sharon Rd, P.O Box 1367","Waterbury","CT","06721","332911","Corporation","Unanswered","Unanswered","Unanswered",,"178","2020-04-16T00:00:00.000","Santander Bank, National Association","CT-05"
"b $2-5 million",,"CARMODY, TORRANCE, SANDAK & HENNESSEY, LLP.","50 LEAVENWORTH ST","WATERBURY","CT","06702","541110","Partnership","Unanswered","Unanswered","Unanswered",,"111","2020-04-07T00:00:00.000","People's United Bank, National Association","CT-05"
"b $2-5 million",,"WELLMORE, INC.","141 E MAIN ST","WATERBURY","CT","06702","624190","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","217","2020-04-07T00:00:00.000","Webster Bank, National Association","CT-05"
"b $2-5 million",,"LOEHMAN BLASIUS CHEVROLET, INC","90 Scott RD","WATERBURY","CT","06723","441110","Corporation","Unanswered","Unanswered","Unanswered",,"232","2020-04-03T00:00:00.000","Thomaston Savings Bank","CT-05"
"b $2-5 million",,"H&T WATERBURY INC","984 Waterville St","WATERBURY","CT","06710","332119","Corporation","Unanswered","Unanswered","Unanswered",,"398","2020-04-12T00:00:00.000","Bank of America, National Association","CT-05"
"b $2-5 million",,"M.J DALY LLC","110 Mattatuck Heights","WATERBURY","CT","06705","115310","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"117","2020-04-29T00:00:00.000","Bank of America, National Association","CT-05"
"b $2-5 million",,"HUBBARD-HALL INC","563 SOUTH LEONARD ST","WATERBURY","CT","06708","325998","Corporation","Unanswered","Male Owned","Unanswered",,"99","2020-04-16T00:00:00.000","Webster Bank, National Association","CT-05"
"b $2-5 million",,"H&T NEVADA, LLC","984 Waterville St.","WATERBURY","CT","06710","332119","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"198","2020-04-15T00:00:00.000","Bank of America, National Association","CT-05"
"b $2-5 million",,"TORRINGTON SUPPLY COMPANY, INC.","100 N Elm Street","WATERBURY","CT","06702","423840","Corporation","Unanswered","Unanswered","Unanswered",,"175","2020-04-06T00:00:00.000","Union Savings Bank","CT-05"
"b $2-5 million",,"ENERGY MANAGEMENT PROFESSIONALS, LLC.","165 RAILROAD HILL ST","WATERBURY","CT","06708","454310","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"140","2020-04-08T00:00:00.000","People's United Bank, National Association","CT-05"
"b $2-5 million",,"STEADFAST STAFFING SOLUTIONS","193 GRAND ST","WATERBURY","CT","06702","561311","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"26","2020-04-07T00:00:00.000","Ion Bank","CT-05"
"b $2-5 million",,"STAYWELL HEALTH CARE INC","80 PHOENIX AVE STE 201","WATERBURY","CT","06702","621111","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","222","2020-05-03T00:00:00.000","Bank of America, National Association","CT-05"
"b $2-5 million",,"ABBOTT TERRACE HEALTH CENTER","44 Abbott Terrace","WATERBURY","CT","06702","621111","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"309","2020-05-01T00:00:00.000","Webster Bank, National Association","CT-05"
"b $2-5 million",,"MICROBEST, INC","670 CAPTAIN NEVILLE DR","WATERBURY","CT","06705","332721","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-05"
"b $2-5 million",,"GLOBAL STEERING SYSTEMS, LLC","156 Park Road","WATERTOWN","CT","06795","336330","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"318","2020-04-11T00:00:00.000","KeyBank National Association","CT-05"
"b $2-5 million",,"BRAXTON MANUFACTURING COMPANY, INC.","858 ECHO LAKE RD","WATERTOWN","CT","06795","332119","Corporation","Unanswered","Unanswered","Unanswered",,"152","2020-04-10T00:00:00.000","Thomaston Savings Bank","CT-05"
"b $2-5 million",,"VESTA CORPORATION","175 powder forest dr","WEATOGUE","CT","06089","531110","Corporation","Unanswered","Unanswered","Unanswered",,"280","2020-04-11T00:00:00.000","KeyBank National Association","CT-05"
"b $2-5 million",,"CLINTON NURSERIES INC","517B POND MEADOW RD","WESTBROOK","CT","06498","111421","Corporation","Unanswered","Unanswered","Unanswered",,"432","2020-04-28T00:00:00.000","Webster Bank, National Association","CT-02"
"b $2-5 million",,"ENVIRONMENTAL SYSTEMS CORP","18 Jansen Ct.","West Harford","CT","06110","541990","Corporation","Unanswered","Unanswered","Unanswered",,"156","2020-04-29T00:00:00.000","Santander Bank, National Association","CT-01"
"b $2-5 million",,"KINGSWOOD OXFORD SCHOOL INC","170 KINGSWOOD RD","WEST HARTFORD","CT","06119","611110","Corporation","Unanswered","Unanswered","Unanswered",,"169","2020-04-15T00:00:00.000","Bank of America, National Association","CT-01"
"b $2-5 million",,"THE AMERICAN SCHOOL, AT HARTFORD, FOR THE DEAF","139 N MAIN ST","WEST HARTFORD","CT","06107","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","0","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-01"
"b $2-5 million",,"ANB-PTSMA HOLDINGS INC.","47 North Main Street","WEST HARTFORD","CT","06107","621340","Corporation","White","Male Owned","Unanswered",,"176","2020-04-03T00:00:00.000","Webster Bank, National Association","CT-01"
"b $2-5 million",,"GHP MEDIA INC. DBA SIGNCENTER","475 Heffernan Drive","West Haven","CT","06516","323111","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"168","2020-04-16T00:00:00.000","JPMorgan Chase Bank, National Association","CT-03"
"b $2-5 million",,"CITY LINE DISTRIBUTORS, INC","20 INDUSTRY DR","WEST HAVEN","CT","06516","423990","Corporation","Unanswered","Male Owned","Unanswered",,"240","2020-04-05T00:00:00.000","Fairfield County Bank","CT-03"
"b $2-5 million",,"EDER BROS INCORPORATED","11 Eder Rd","WEST HAVEN","CT","06516","424820","Corporation","Unanswered","Male Owned","Unanswered",,"134","2020-04-14T00:00:00.000","Bank of America, National Association","CT-03"
"b $2-5 million",,"STAR DISTRIBUTORS INC","460 FRONTAGE RD","WEST HAVEN","CT","06516","424810","Corporation","Unanswered","Unanswered","Unanswered",,"192","2020-04-14T00:00:00.000","People's United Bank, National Association","CT-03"
"b $2-5 million",,"CONNOISSEUR MEDIA, LLC","180 Post Road Suite 201","Westport","CT","06880","515112","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-15T00:00:00.000","Citizens Bank, National Association","CT-04"
"b $2-5 million",,"RESOURCE SYSTEMS GROUP INC","55 GREENS FARMS RD","WESTPORT","CT","06880","561312","Corporation","Unanswered","Unanswered","Unanswered",,"172","2020-04-15T00:00:00.000","Bank of America, National Association","CT-04"
"b $2-5 million",,"L.H. GAULT & SON, INCORPORATED","11 FERRY LN PO Box 2030","WESTPORT","CT","06880","454310","Corporation","Unanswered","Unanswered","Unanswered",,"207","2020-04-04T00:00:00.000","Fairfield County Bank","CT-04"
"b $2-5 million",,"FIRST AVIATION SERVICES INC","15 RIVERSIDE AVE","WESTPORT","CT","06880","336413","Corporation","Unanswered","Unanswered","Unanswered",,"196","2020-04-09T00:00:00.000","Truist Bank d/b/a Branch Banking & Trust Co","CT-04"
"b $2-5 million",,"ED MITCHELL INC.","670 Post Road East","WESTPORT","CT","06880","448140","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"219","2020-04-10T00:00:00.000","Connecticut Community Bank, National Association","CT-04"
"b $2-5 million",,"EASTERN COMPUTER EXCHANGE INC","61 WILTON RD Suite 202","WESTPORT","CT","06880","334112","Corporation","Unanswered","Unanswered","Unanswered",,"81","2020-04-10T00:00:00.000","HSBC Bank USA, National Association","CT-04"
"b $2-5 million",,"PRIME HEALTHCARE, PC","30 JORDAN LANE","WETHERSFIELD","CT","06109","621111","Professional Association","Unanswered","Unanswered","Unanswered",,"158","2020-04-27T00:00:00.000","Webster Bank, National Association","CT-01"
"b $2-5 million",,"GENERATIONS FAMILY HEALTH CENTER, INC.","40 Mansfield Ave","WILLIMANTIC","CT","06226","621399","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","207","2020-04-07T00:00:00.000","Berkshire Bank","CT-02"
"b $2-5 million",,"WILLIMANTIC WASTE PAPER CO., INC.","P.O Box 239","WILLIMANTIC","CT","06226","423930","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"320","2020-04-11T00:00:00.000","KeyBank National Association","CT-02"
"b $2-5 million",,"AERO GEAR INCORPORATED","1050 Day Hill Rd","Windsor","CT","06095","336412","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-15T00:00:00.000","Citizens Bank, National Association","CT-01"
"b $2-5 million",,"BCI INC","848 Marshall Phelps Rd","Windsor","CT","06095","236220","Corporation","Unanswered","Unanswered","Unanswered",,"222","2020-04-15T00:00:00.000","Santander Bank, National Association","CT-01"
"b $2-5 million",,"SCAPA TAPES NORTH AMERICA, LLC","111 Great Pond Drive","Windsor","CT","06095","325520","Corporation","Unanswered","Unanswered","Unanswered",,"311","2020-04-15T00:00:00.000","Santander Bank, National Association","CT-01"
"b $2-5 million",,"FABBRICA, LLC","1 Market Circle","WINDSOR","CT","06095","236220","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"186","2020-04-04T00:00:00.000","Windsor Federal Savings & Loan Association","CT-01"
"b $2-5 million",,"MICHELLE WOLF, LLC","334 ELLA GRASSO TPKE","WINDSOR LOCKS","CT","06096","722513","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"435","2020-04-28T00:00:00.000","First Secure Bank and Trust Co.","CT-01"
"b $2-5 million",,"ABTB LOUISVILLE LLC","245 Amity Road Suite 200","WOODBRIDGE","CT","06525","722513","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"500","2020-04-14T00:00:00.000","BMO Harris Bank National Association","CT-03"
"b $2-5 million",,"THE WOODSTOCK ACADEMY","57 ACADEMY RD","WOODSTOCK","CT","06281","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","226","2020-05-01T00:00:00.000","Hometown Bank","CT-02"
"c $1-2 million",,"COASTAL CARRIERS OF CT LLC","14 Riverside Drive","ANSONIA","CT","06401","484110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"62","2020-04-04T00:00:00.000","Thomaston Savings Bank","CT-03"
"c $1-2 million",,"BENISTAR ADMIN SERVICES, INC.","10 Tower Lane Suite 100","Avon","CT","06001","524292","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"95","2020-04-27T00:00:00.000","Bankwell Bank","CT-05"
"c $1-2 million",,"AVON CONVALESCENT HOME, INC.","652 WEST AVON ROAD","AVON","CT","06001","623110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"201","2020-04-29T00:00:00.000","Webster Bank, National Association","CT-05"
"c $1-2 million",,"DIGIORGI ROOFING & SIDING INC","33 LANCASTER DR","BEACON FALLS","CT","06403","238990","Corporation","White","Male Owned","Non-Veteran",,"86","2020-04-03T00:00:00.000","Ion Bank","CT-03"
"c $1-2 million",,"THE MUSIC PEOPLE, INC.","154 Woodlawn Road Suite C","Berlin","CT","06037","423490","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-15T00:00:00.000","Citizens Bank, National Association","CT-01"
"c $1-2 million",,"KEEPMEHOME CARE AND COMPANION LLC","1340 WORTHINGTON RDG","BERLIN","CT","06037","621610","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"335","2020-04-12T00:00:00.000","Liberty Bank","CT-01"
"c $1-2 million",,"GDS CONTRACTING CORP.","1623 Berlin Turnpike","BERLIN","CT","06037","236220","Corporation","Unanswered","Unanswered","Unanswered",,"140","2020-04-11T00:00:00.000","KeyBank National Association","CT-01"
"c $1-2 million",,"FORREST MACHINE INC","236 Christian Ln","BERLIN","CT","06037","332999","Corporation","Unanswered","Unanswered","Unanswered",,"76","2020-04-10T00:00:00.000","Bank of America, National Association","CT-01"
"c $1-2 million",,"ERECTION & WELDING CONTRACTORS, LLC","190 NEW PARK DR","BERLIN","CT","06037","238190","Limited  Liability Company(LLC)","Black or African American","Male Owned","Non-Veteran",,"215","2020-04-16T00:00:00.000","Webster Bank, National Association","CT-01"
"c $1-2 million",,"BRECKENRIDGE PHARMACEUTICAL INC","15 MASSIRIO DR","BERLIN","CT","06037","424210","Corporation","Unanswered","Unanswered","Unanswered",,"44","2020-04-30T00:00:00.000","Bank of America, National Association","CT-01"
"c $1-2 million",,"CAMBRIDGE SPECIALTY COMPANY, INC.","588 FOUR ROD ROAD","BERLIN","CT","06037","332216","Corporation","Unanswered","Unanswered","Unanswered",,"75","2020-04-28T00:00:00.000","Webster Bank, National Association","CT-01"
"c $1-2 million",,"MCS OPCO LLC","9 PARK LAWN DR","BETHEL","CT","06801","238210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"75","2020-04-15T00:00:00.000","Webster Bank, National Association","CT-05"
"c $1-2 million",,"MARS ELECTRIC, LLC","21 DIAMOND AVE","BETHEL","CT","06801","238210","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"84","2020-04-03T00:00:00.000","Savings Bank of Danbury","CT-05"
"c $1-2 million",,"WELLSPRING FOUNDATION INC","21 Arch Bridge RD PO Box 370","BETHLEHEM","CT","06751","621420","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","114","2020-04-07T00:00:00.000","Thomaston Savings Bank","CT-05"
"c $1-2 million",,"MK NORTH AMERICA INC","105 HIGHLAND PARK DR","BLOOMFIELD","CT","06002","423830","Corporation","Unanswered","Unanswered","Unanswered",,"66","2020-04-15T00:00:00.000","Bank of America, National Association","CT-01"
"c $1-2 million",,"LESRO INDUSTRIES, INC","1 griffin road south","BLOOMFIELD","CT","06002","337211","Corporation","Unanswered","Unanswered","Unanswered",,"114","2020-04-06T00:00:00.000","Windsor Federal Savings & Loan Association","CT-01"
"c $1-2 million",,"BECON INCORPORATED","522 Cottage Grove Rd Bldg H","BLOOMFIELD","CT","06002","334512","Corporation","Unanswered","Unanswered","Unanswered",,"65","2020-04-15T00:00:00.000","Bank of America, National Association","CT-01"
"c $1-2 million",,"HOOKER & HOLCOMBE INC","1300 Hall Blvd","BLOOMFIELD","CT","06002","812990","Corporation","Unanswered","Unanswered","Unanswered",,"72","2020-04-14T00:00:00.000","KeyBank National Association","CT-01"
"c $1-2 million",,"GARRITY ASPHALT RECLAIMING, INC.","22 PETERS RD","BLOOMFIELD","CT","06002","237310","Corporation","Unanswered","Unanswered","Unanswered",,"61","2020-04-08T00:00:00.000","Liberty Bank","CT-01"
