"re_continuing_ed_provider","web","email","coursenumber","coursename","course_hours","delivery_method","effective_date","expiration_date","course_type","phone","mandatory_year","course_offerings","additional_course_offerings"
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CREATING & MAINTAINING LOYALTY WITH INTERNATIONAL BUYERS","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CREATING A PROFITABLE REAL ESTATE COMPANY","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING PART 1","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING PART 2","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CT REAL ESTATE LAW: UPDATED AND REVISITED","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CT REAL ESTATE LEGAL REVIEW AND UPDATE","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CT STATE EXAM PREP COURSE FOR THOSE LICENSED IN ANOTHER STATE","3.00","Classroom","2021-09-22","2025-09-22","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","CT STATE EXAM PREP COURSE FOR THOSE LICENSED IN ANOTHER STATE","3.00","OnLine","2021-09-22","2025-09-22","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","DESIGNING & SUSTAINING SUCCESSFUL TEAM","6.00","Classroom","2020-07-07","2024-07-07","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","DESTINATION BUYER: YOUR GPS","3.00","Classroom","2020-07-28","2024-07-28","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","DESTINATION: SELLER YOUR GPS","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","DISCOVERING COMMERCIAL REAL ESTATE","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","DUAL AGENCY: DELIGHT OR DILEMMA","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","E-BUYER","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","E-PRO","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","EFFECTIVE NEGOTIATING FOR REAL ESTATE PROFESSIONALS","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","ENVIRONMENTAL ISSUES OF THE TWENTY FIRST CENTURY","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","Europe and International Real Estate","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","EXIT STRATEGIES FOR REAL ESTATE BROKERAGE OWNERS","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","FAIR HOUSING (2016-18 MANDATORY)","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","FOR SALE BY OWNER - OBSTACLE OR OPPORTUNITY?","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","FSBO - OBSTACLE OR OPPORTUNITY","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","Generation Buy","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","GETTING INTO GEAR FOR YOUR CLIENT","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","GLOBAL REAL ESTATE: LOCAL MARKETS","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","GLOBAL REAL ESTATE: TRANSACTION TOOLS","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","GOING GREEN WITHOUT GOING CRAZY","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","GREEN 200: THE SCIENCE OF GREEN BUILDING","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","GREEN 300: GREENING YOUR REAL ESTATE BUSINESS","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","GREEN: REPRESENTING BUYERS AND SELLERS","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","GREEN: THE RESOURCE-EFFICIENT HOME","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","GREEN100: REAL ESTATE FOR A SUSTAINABLE FUTURE","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","HAFA SHORT SALES","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","HR ESSENTIALS FOR TODAY'S REAL ESTATE COMPANIES","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","HR SOLUTIONS FOR TEAMS","6.00","Classroom","2020-07-07","2024-07-07","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","INDUSTRIAL LEASING AND SALES","3.00","Classroom","2020-07-29","2024-07-29","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","INTRODUCTION TO REAL ESTATE AUCTION","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","INTRODUCTION TO STAGING FOR YOUR CLIENTS","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","ISSUES AND OPTIONS OF COMPENSATION","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","IT'S RENTED-NOW WHAT?","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","LISTINGS: THE GOOD, THE BAD AND THE UGLY","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","MANAGING A MULTI-GENERATIONAL BUSINESS","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","MARKETING 101: DON'T OFFEND HUD","3.00","Classroom","2020-07-29","2024-07-29","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","MARKETING AND VALUATION OF ANTIQUE & HISTORIC HOMES","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","MARKETING STRATEGIES THAT DELIVER RESULTS","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","MILITARY RELOCATION PROFESSIONAL CERTIFICATION CORE COURSE","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","NAR'S GREEN DESIGNATION CORE COURSE","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","NAR'S GREEN DESIGNATION RESIDENTIAL ELECTIVE COURSE","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","NEGOTIATING CLIENT'S INTERESTS IN A BUYER AND SELLER MARKET","3.00","Classroom","2020-06-10","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","NONCOMPLIANCE CAN COST YOU","3.00","Classroom","2020-07-07","2024-07-07","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","OFFICE LEASING AND SALES","3.00","Classroom","2020-07-29","2024-07-29","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","OPPORTUNITIES OF WORKING WITH INTERNATIONAL BUYERS AND SELLERS","3.00","Classroom","2020-06-10","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","PERFORMANCE LEADERSHIP - COACH, MANAGE AND MENTOR","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","POSITION YOUR BUSINESS FOR PROFIT","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","POSITION YOUR TEAM FOR PROFIT","6.00","Classroom","2020-07-07","2024-07-07","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","POST MORTGAGE CRISIS PRODUCTS","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","POWER MARKETING FOR LUXERY REAL ESTATE","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","PRICING STRATEGY ADVISORS","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","PROPERTY MAID OR PROPERTY MANAGER?","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","PROPERTY MANAGEMENT","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","REAL ESTATE INVESTING: BUILD WEALTH REPRESENTING INVESTORS AND BECOME ONE YOURSELF - DAY 1","6.00","Classroom","2020-07-29","2024-07-29","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","REAL ESTATE INVESTING: BUILD WEALTH REPRESENTING INVESTORS AND BECOME ONE YOURSELF - DAY 2","6.00","Classroom","2020-07-29","2024-07-29","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","REAL ESTATE IS RISKY BUSINESS","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","REAL ESTATE LAW FOR BROKERS AND SALESPERSONS","3.00","Classroom","2020-11-18","2024-11-18","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","REAL ESTATE LAW FOR BROKERS AND SALESPERSONS","3.00","OnLine","2020-11-18","2024-11-18","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","REAL ESTATE MARKETING REBOOT","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","REAL ESTATE SAFETY MATTERS: SAFE BUSINESS=SMART BUSINESS""","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","RECRUITING FOR SUCCESS","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","RENE - REAL ESTATE NEGOTIATION EXPERT","6.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","RENTALS:  THE RULES OF THE ROAD","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
"DYNAMIC DIRECTIONS","www.dynamicdirections.com (http://www.dynamicdirections.com)","Info@DynamicDirections.com","RE CE","REPRESENTING SELLERS IN A CHANGING ENVIRONMENT","3.00","Classroom","1900-01-01","2024-08-01","Continuing Education Real Estate Salesperson and Broker",,,,
