"fiscal_year","company_name","company_address","municipality","state","zip_code","business_industry","naics_code","woman_minority_veteran_international_export","contract_execution_date","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","funding_source","statutory_reference","job_obligation_status","penalty_if_applicable","forgiveness_earned_if_applicable","status","count"
"2013","Cheminpharma, LLC","400 Farmington Avenue","Farmington","CT","06032","Biotechnology","541710","No","2012-08-31T00:00:00.000","0","250000","250000","461608","211608","Small Business Express Program","CGS Sec. 32-7g","Not Met","Amended","$   37,500","Active","1"
"2018","Cheryl Newton Architect, LLC","2400 Main Street","Glastonbury","CT","06033","Architecture/Construction","541310","Yes Woman","2018-05-01T00:00:00.000","0","30000","30000","124330","94330","Small Business Express Program","CGS Sec. 32-7g","Met and not Met","3.25 to 4.25%","$   20,000","Active","1"
"2012","Cheshire Fitness Zone, LLC","132 Elm Street","Cheshire","CT","06410","Service","621340","No","2012-03-01T00:00:00.000","100000","250000","350000","1500000","1150000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   50,000","Compliance Complete","1"
"2016","Cheshire Martial Acts & Fitness Center, Inc.","460 West Main Street","Cheshire","CT","06410","Wellness, Rehabilitation Fitness","541990","Yes Minority","2015-11-09T00:00:00.000","30000","0","30000","60000","30000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2021","ChiefofStaff.com, LLC","750 Main Street, Suite 311","Hartford","CT","06103","Internet Services","425110","No","2021-06-09T00:00:00.000","0","300000","300000","300000","0","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2016","ChiefofStaff.com, LLC","750 Main Street","Hartford","CT","06103","Internet Services","425110","No","2015-11-05T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$   100,000","n/a","Active","1"
"2013","Children's Museum, Inc.","950 Trout Brook Drive","West Hartford","CT","06119","Museum","712110","No","2013-06-07T00:00:00.000","61500","0","61500","123000","61500","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2014","Children's Tree Montessori, LLC","96 Essex Road","Old Saybrook","CT","06475","Education","611111","No","2013-10-30T00:00:00.000","100000","300000","400000","670000","270000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2017","Chip's Trumbull, LLC","321 Boston Post Road","Orange","CT","06477","Restaurant","722511","No","2016-09-01T00:00:00.000","100000","300000","400000","1360247","960247","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2018","Chip's Wethersfield, LLC","1301 Silas Deane Highway","Wethersfield","CT","06109","Food and Beverage","722513","No","2017-10-24T00:00:00.000","0","300000","300000","948000","648000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   60,000","Out of Business- confirmed","1"
"2014","Chris Cote's Golf Shop, LLC","750 Portland-Cobalt Road","Portland","CT","06480","Retail and Internet Sales of Golf Equipment","451110","No","2013-12-17T00:00:00.000","0","100000","100000","168776","68776","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Christopher William Architects, LLC","85 Willow Street, Building 54","New Haven","CT","06511","Architecture","541310","No","2016-09-07T00:00:00.000","20000","0","20000","144000","124000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2017","Chrysalis Center, Inc.","255 Homestead Avenue","Hartford","CT","06132","Non-Profit Social Services","621112","No","2016-08-09T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2015","Chuck's Automotive, LLC","633 Burnside Avenue","East Hartford","CT","06108","Automotive","447100","Yes Woman","2015-06-03T00:00:00.000","0","295600","295600","325600","30000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2014","Church Hill Classics, LTD","594 Pepper Street","Monroe","CT","06468","Manufacturing","423210","No","2013-12-16T00:00:00.000","36821","0","36821","73642","36821","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Church Hill Classics, LTD","594 Pepper Street","Monroe","CT","06468","Manufacturing","423210","No","2013-01-02T00:00:00.000","63179","0","63179","126358","63179","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Cinder & Salt, LLC","520 Main Street","Middletown","CT","06457","Supplier","524298","Yes Woman","2016-08-24T00:00:00.000","30000","30000","60000","92640","32640","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2012","Circle Commerce, Inc.","50 Avon Meadow Lane","Avon","CT","06001","Service","541512","No","2012-03-27T00:00:00.000","100000","250000","350000","605000","255000","Small Business Express Program","CGS Sec. 32-7g","Not Met","Loan repaid","n/a","Active","1"
"2012","Circle of Life: Arts for All, Inc.","50 Chapman Place, Box 3","East Hartford","CT","06108","Entertainment","712110","No","2012-06-18T00:00:00.000","12000","0","12000","24000","12000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Out of Business- written off","1"
"2016","Circulent, LLC","6 Thorndal Circle, Suite 14","Darien","CT","06820","All Other Publishers","511199","Yes Minority","2016-05-06T00:00:00.000","99684","0","99684","199368","99684","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2016","Citra-Solv, LLC","188 Shadow Lake Road","Ridgefield","CT","06877","Chemical","325612","Yes Woman/International Export","2015-11-05T00:00:00.000","0","50000","50000","50000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","CK Greenhouses, Inc.","200 Schoolhouse Road","Cheshire","CT","06410","Farm","111422","No","2012-12-18T00:00:00.000","100000","300000","400000","3500000","3100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   300,000","Active","1"
"2019","CK Property Services, LLC dba A Path to Discovery","707 Enfield Street","Enfield","CT","06082","Child Care/Daycare","511199","Yes Woman","2019-03-13T00:00:00.000","40000","300000","340000","380000","40000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Clarity Software Solutions, Inc.","2351 Boston Post Road, Suite 210","Guilford","CT","06437","Electronic Store","443142","No","2012-07-18T00:00:00.000","100000","0","100000","337500","237500","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2018","Clark Agency, LLC","180 Glastonbury Boulevard","Glastonbury","CT","06033","Insurance","524210","No","2017-10-23T00:00:00.000","0","200000","200000","200000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   30,000","Active","1"
"2012","Clay Furniture Industries, Inc.","41 A Chapel Street","Manchester","CT","06042","Manufacturing","337211","No","2012-05-08T00:00:00.000","50000","0","50000","100000","50000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Clear Water Manufacturing Corporation","900 Wells Road","Wethersfield","CT","06109","Pipe Fabrication","332900","Yes Woman","2014-12-29T00:00:00.000","50000","0","50000","109960","59960","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Cliniflow Technologies, LLC","590 Madison Avenue, 21st Floor","New York","NY","10022","Medical Technology","423450","No","2017-01-06T00:00:00.000","100000","300000","400000","500000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2015","Cloteam, LLC dba Cadenza Innovation, LLC","286 Millstone Road","Wilton","CT","06897","Research and Development of Batteries","541717","No","2014-08-01T00:00:00.000","100000","0","100000","232980","132980","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2018","Cloud Technologies, LLC","315 Riggs Street","Oxford","CT","06478","Broadband Communications","811212","No","2017-12-19T00:00:00.000","100000","200000","300000","596754","296754","Small Business Express Program","CGS Sec. 32-7g",,"n/a","n/a","Compliance Complete","1"
"2015","Clover Corporation","602-604 Tolland Street","East Hartford","CT","06108","Whole Distributor HVAC","423730","No","2015-04-28T00:00:00.000","0","200000","200000","200000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   30,000","Active","1"
"2012","CMB Exchange LLC dba American Oil Solutions","403 Washington Drive","Middlebury","CT","06762","Wholesale","421930","No","2012-06-07T00:00:00.000","100000","250000","350000","450000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 4% to 5%","n/a","Active","1"
"2014","CME Associates, Inc.","32 Crabtree Lane, P.O. Box 849","Woodstock","CT","06281","Engineering","541330","No","2014-01-29T00:00:00.000","100000","0","100000","556625","456625","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","C & M Screw Machine Products, Inc.","100 Broderick Road","Bristol","CT","06010","Manufacturing","332722","No","2012-07-27T00:00:00.000","100000","250000","350000","450000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","Loan repaid","n/a","Compliance Complete","1"
"2018","Coastal Connecticut Counseling, LLC","2960 Post Road, Suite 3B2","Fairfield","CT","06890","Health Services","621330","Yes Woman","2018-04-16T00:00:00.000","20000","0","20000","40000","20000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2012","Coastal Consulting Group, LTD","20 Old Stonington Road","Stonington","CT","06378","Service","541618",,"2012-02-17T00:00:00.000","0","40000","40000","40000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","OOB","n/a",,"1"
"2013","Cobalt Therapeutics, LLC","657 Orange Center Road","Orange","CT","06477","Electronic Store","443142","No","2012-12-06T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$2,000","n/a","Active","1"
"2013","Coffee Break Canteen, LLC","27 East Main Street","Clinton","CT","06413","Limited Service Restaurant","722513","No","2012-08-01T00:00:00.000","19934","0","19934","39868","19934","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2018","Cohen and Wolf, P.C.","1115 Broad Street","Bridgeport","CT","06604","Law Firm","541110","Yes Woman/Veteran","2017-12-08T00:00:00.000","100000","300000","400000","977970","577970","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2013","Colella, Angelo dba Formalwear by Debonaire","705 Farmington Avenue","New Britain","CT","06053","Women's Clothing Store","448120","No","2012-07-11T00:00:00.000","0","50000","50000","50000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","Loan repaid","n/a","Active","1"
"2016","Collective Planet, LLC dba Concept One Communications","1 Turkey Hill Road South","Westport","CT","06880","Advertising & Related Business Services","541800","No","2015-11-06T00:00:00.000","75000","0","75000","277950","202950","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Collins Bus Service, Inc.","1105 Strong Road","South Windsor","CT","06074","Charter Bus Services","485510","No","2012-09-20T00:00:00.000","70601","61330","131931","234420","102489","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 3% to 4%","n/a","Active","1"
"2016","Collins & Jewell Company, Inc.","5  Rachel Drive","Bozrah","CT","06334","Manufacturing","332312","No","2016-03-01T00:00:00.000","0","50000","50000","181202","131202","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2015","Colonial Bronze Company","511 Winsted Road","Torrington","CT","06790","Metal Fabrication","332510","No","2014-11-10T00:00:00.000","0","287789","287789","344856","57067","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2012","Colonial Bronze Company","511 Winsted Road","Torrington","CT","06790","Cabinet and Architectural hardware","332510","No","2012-05-07T00:00:00.000","100000","0","100000","220476","120476","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2019","Comfort Therapeutics, LLC","141 West Elm Street","New Haven","CT","06515","Wellness for Women","812199","Yes Woman","2019-03-22T00:00:00.000","34500",,"34500","103500","69000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Commerce Drivers, LLC","250 Myrtle Avenue","Bridgeport","CT","06604","Information Technology","541511","No","2013-05-28T00:00:00.000","82000","202000","284000","369046","85046","Small Business Express Program","CGS Sec. 32-7g","Not Met","OOB","n/a","Compliance Complete","1"
"2017","Commercial Storefront Services, Inc.","470 Governor's Highway","South Windsor","CT","06074","Other Building Material Dealer","444190","No","2016-12-14T00:00:00.000","0","179000","179000","251362","72362","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Commercial Storefront Services, Inc.","1265 John Fitch Boulevard","South Windsor","CT","06074","Commercial Glazing","238150","No","2013-01-11T00:00:00.000","100000","121000","221000","650000","429000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   20,000","Active","1"
"2012","Community Capital Fund, Inc.","240 Fairfield Avenue","Bridgeport","CT","06604","Financial Services","522291","No","2012-06-18T00:00:00.000","55000","0","55000","110000","55000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Community Child Guidance Clinic Manchester, Inc.","317 North Main Street","Manchester","CT","06042","Other Social Advocacy Organization","813319","No","2013-04-10T00:00:00.000","53000","0","53000","743214","690214","Small Business Express Program","CGS Sec. 32-7g","Not Met","$2,000","n/a","Active","1"
"2018","Community Economic Development Fund Foundation, Inc.","965 East Main Street","Meriden","CT","06450","Other Investment Pools & Funds","525990","No","2018-04-16T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2017","Community Health Center Association of Connecticut, Inc.","1484 Highland Avenue, Suite 2","Cheshire","CT","06410","Primary Care Association","813212","No","2017-05-01T00:00:00.000","40000","0","40000","80000","40000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2015","Community Health Center Association of Connecticut, Inc.","100 Great Meadow Road, Suite 400","Wethersfield","CT","06109","Primary Care Association","813212","No","2015-06-02T00:00:00.000","60000","200000","260000","1165755","905755","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
