"company","file_no","opened","closed","coverage","subcoverage","reason","subreason","disposition","conclusion","recovery","status"
"Cigna Health and Life Insurance Company","7043492","2022-03-03T00:00:00.000","2022-04-12T00:00:00.000","Group","A & H","Claim Handling","Denial of Claim",,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7043492","2022-03-03T00:00:00.000","2022-04-12T00:00:00.000","A & H","A & H","Claim Handling","Medical Necessity",,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7043492","2022-03-03T00:00:00.000","2022-04-12T00:00:00.000","Group","A & H","Claim Handling","Medical Necessity",,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7043492","2022-03-03T00:00:00.000","2022-04-12T00:00:00.000","A & H","A & H","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7043492","2022-03-03T00:00:00.000","2022-04-12T00:00:00.000","Group","A & H","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7043492","2022-03-03T00:00:00.000","2022-04-12T00:00:00.000","A & H","Health Only","Claim Handling","Denial of Claim",,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7043492","2022-03-03T00:00:00.000","2022-04-12T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7043492","2022-03-03T00:00:00.000","2022-04-12T00:00:00.000","A & H","Health Only","Claim Handling","Medical Necessity",,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7043492","2022-03-03T00:00:00.000","2022-04-12T00:00:00.000","Group","Health Only","Claim Handling","Medical Necessity",,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7043492","2022-03-03T00:00:00.000","2022-04-12T00:00:00.000","A & H","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7043492","2022-03-03T00:00:00.000","2022-04-12T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7041921","2022-01-06T00:00:00.000","2022-02-22T00:00:00.000","Group","Health Only","Claim Handling","Medical Necessity","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"Cigna Health and Life Insurance Company","7041921","2022-01-06T00:00:00.000","2022-02-22T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"Cigna Health and Life Insurance Company","7041731","2021-12-28T00:00:00.000","2022-03-14T00:00:00.000",,,,,,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7042148","2022-01-18T00:00:00.000","2022-01-18T00:00:00.000",,,"Claim Handling","Mental Health Parity",,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7040927","2021-11-16T00:00:00.000","2021-12-28T00:00:00.000","A & H","A & H","Claim Handling","Denial","Claim Settled","Claim Paid","1627.79","Closed"
"Cigna Health and Life Insurance Company","7040927","2021-11-16T00:00:00.000","2021-12-28T00:00:00.000","Group","A & H","Claim Handling","Denial","Claim Settled","Claim Paid","1627.79","Closed"
"Cigna Health and Life Insurance Company","7040927","2021-11-16T00:00:00.000","2021-12-28T00:00:00.000","A & H","A & H","Claim Handling","Denial of Claim","Claim Settled","Claim Paid","1627.79","Closed"
"Cigna Health and Life Insurance Company","7040927","2021-11-16T00:00:00.000","2021-12-28T00:00:00.000","Group","A & H","Claim Handling","Denial of Claim","Claim Settled","Claim Paid","1627.79","Closed"
"Cigna Health and Life Insurance Company","7040927","2021-11-16T00:00:00.000","2021-12-28T00:00:00.000","A & H","Dental","Claim Handling","Denial","Claim Settled","Claim Paid","1627.79","Closed"
"Cigna Health and Life Insurance Company","7040927","2021-11-16T00:00:00.000","2021-12-28T00:00:00.000","Group","Dental","Claim Handling","Denial","Claim Settled","Claim Paid","1627.79","Closed"
"Cigna Health and Life Insurance Company","7040927","2021-11-16T00:00:00.000","2021-12-28T00:00:00.000","A & H","Dental","Claim Handling","Denial of Claim","Claim Settled","Claim Paid","1627.79","Closed"
"Cigna Health and Life Insurance Company","7040927","2021-11-16T00:00:00.000","2021-12-28T00:00:00.000","Group","Dental","Claim Handling","Denial of Claim","Claim Settled","Claim Paid","1627.79","Closed"
"Cigna Health and Life Insurance Company","7041532","2021-12-17T00:00:00.000","2021-12-22T00:00:00.000",,,"Claim Handling","Mental Health Parity",,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7041150","2021-11-26T00:00:00.000","2022-01-03T00:00:00.000","A & H","A & H","Claim Handling","Denial","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"Cigna Health and Life Insurance Company","7041150","2021-11-26T00:00:00.000","2022-01-03T00:00:00.000","Group","A & H","Claim Handling","Denial","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"Cigna Health and Life Insurance Company","7041150","2021-11-26T00:00:00.000","2022-01-03T00:00:00.000","A & H","A & H","Claim Handling","Denial of Claim","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"Cigna Health and Life Insurance Company","7041150","2021-11-26T00:00:00.000","2022-01-03T00:00:00.000","Group","A & H","Claim Handling","Denial of Claim","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"Cigna Health and Life Insurance Company","7041150","2021-11-26T00:00:00.000","2022-01-03T00:00:00.000","A & H","Dental","Claim Handling","Denial","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"Cigna Health and Life Insurance Company","7041150","2021-11-26T00:00:00.000","2022-01-03T00:00:00.000","Group","Dental","Claim Handling","Denial","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"Cigna Health and Life Insurance Company","7041150","2021-11-26T00:00:00.000","2022-01-03T00:00:00.000","A & H","Dental","Claim Handling","Denial of Claim","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"ConnectiCare Insurance Company, Inc","7047372","2022-08-19T00:00:00.000",,"Group","Health Only","Claim Handling","Denial",,,"0","Sent to Company"
"Cigna Health and Life Insurance Company","7041150","2021-11-26T00:00:00.000","2022-01-03T00:00:00.000","Group","Dental","Claim Handling","Denial of Claim","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"Cigna Health and Life Insurance Company","7043654","2022-03-09T00:00:00.000","2022-04-21T00:00:00.000","Group","Health Only","Claim Handling","Medical Necessity","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"Cigna Health and Life Insurance Company","7043654","2022-03-09T00:00:00.000","2022-04-21T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"Cigna Health and Life Insurance Company","7043036","2022-02-15T00:00:00.000","2022-05-10T00:00:00.000","Group","Health Only","Claim Handling","Medical Necessity","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"Cigna Health and Life Insurance Company","7043036","2022-02-15T00:00:00.000","2022-05-10T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Company Position Substantiated","Company Position Upheld","0.00","Closed"
"Cigna Health and Life Insurance Company","7044875","2022-05-04T00:00:00.000","2022-05-18T00:00:00.000","Individual","Dental","Claim Handling","Denial","Contract Provision/Legal Issue","Contract Provision","0.00","Closed"
"Cigna Health and Life Insurance Company","7044875","2022-05-04T00:00:00.000","2022-05-18T00:00:00.000","Individual","Dental","Claim Handling","Denial of Claim","Contract Provision/Legal Issue","Contract Provision","0.00","Closed"
"Cigna Health and Life Insurance Company","7044875","2022-05-04T00:00:00.000","2022-05-18T00:00:00.000","Individual","Dental","Underwriting","Waiting Periods","Contract Provision/Legal Issue","Contract Provision","0.00","Closed"
"Cigna Health and Life Insurance Company","7044184","2022-04-05T00:00:00.000","2022-05-03T00:00:00.000","A & H","A & H","Claim Handling","Claim Delays","Claim Settled","Claim Paid","51.02","Closed"
"Cigna Health and Life Insurance Company","7044184","2022-04-05T00:00:00.000","2022-05-03T00:00:00.000","Group","A & H","Claim Handling","Claim Delays","Claim Settled","Claim Paid","51.02","Closed"
"Cigna Health and Life Insurance Company","7044184","2022-04-05T00:00:00.000","2022-05-03T00:00:00.000","A & H","A & H","Claim Handling","Delays","Claim Settled","Claim Paid","51.02","Closed"
"Cigna Health and Life Insurance Company","7044184","2022-04-05T00:00:00.000","2022-05-03T00:00:00.000","Group","A & H","Claim Handling","Delays","Claim Settled","Claim Paid","51.02","Closed"
"Cigna Health and Life Insurance Company","7044184","2022-04-05T00:00:00.000","2022-05-03T00:00:00.000","A & H","Health Only","Claim Handling","Claim Delays","Claim Settled","Claim Paid","51.02","Closed"
"Cigna Health and Life Insurance Company","7044184","2022-04-05T00:00:00.000","2022-05-03T00:00:00.000","Group","Health Only","Claim Handling","Claim Delays","Claim Settled","Claim Paid","51.02","Closed"
"Cigna Health and Life Insurance Company","7044184","2022-04-05T00:00:00.000","2022-05-03T00:00:00.000","A & H","Health Only","Claim Handling","Delays","Claim Settled","Claim Paid","51.02","Closed"
"Cigna Health and Life Insurance Company","7044184","2022-04-05T00:00:00.000","2022-05-03T00:00:00.000","Group","Health Only","Claim Handling","Delays","Claim Settled","Claim Paid","51.02","Closed"
"Cigna Health and Life Insurance Company","7044610","2022-04-22T00:00:00.000","2022-05-23T00:00:00.000",,,,,,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7043626","2022-03-08T00:00:00.000","2022-05-02T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement","Claim Settled","Additional Money Received","634.23","Closed"
"Cigna Health and Life Insurance Company","7043626","2022-03-08T00:00:00.000","2022-05-02T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Claim Settled","Additional Money Received","634.23","Closed"
"Cigna Health and Life Insurance Company","7044562","2022-04-21T00:00:00.000","2022-05-18T00:00:00.000","Group","Dental","Claim Handling","Delays","Company Position Overturned",,"301.65","Closed"
"Cigna Health and Life Insurance Company","7044562","2022-04-21T00:00:00.000","2022-05-18T00:00:00.000","Group","Dental","Claim Handling","Denial of Claim","Company Position Overturned",,"301.65","Closed"
"Cigna Health and Life Insurance Company","7044357","2022-04-12T00:00:00.000","2022-04-28T00:00:00.000",,,,,,,"0.00","Closed"
"Cigna Health and Life Insurance Company","7043662","2022-03-09T00:00:00.000","2022-03-30T00:00:00.000","Group","Dental","Claim Handling","Claim Delays","Claim Settled","Claim Paid","565.50","Closed"
"Cigna Health and Life Insurance Company","7043662","2022-03-09T00:00:00.000","2022-03-30T00:00:00.000","Group","Dental","Claim Handling","Delays","Claim Settled","Claim Paid","565.50","Closed"
"Cigna Health and Life Insurance Company","7044570","2022-04-21T00:00:00.000","2022-05-16T00:00:00.000","Group","Health Only","Claim Handling","Medical Necessity","Company Position Substantiated","External Review Info Sent","0.00","Closed"
"Cigna Health and Life Insurance Company","7044570","2022-04-21T00:00:00.000","2022-05-16T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Company Position Substantiated","External Review Info Sent","0.00","Closed"
"Cigna Health and Life Insurance Company","7042354","2022-01-25T00:00:00.000","2022-02-16T00:00:00.000","Group","Dental","Claim Handling","Claim Delays","Contract Provision/Legal Issue","Contract Provision","0.00","Closed"
"Cigna Health and Life Insurance Company","7042354","2022-01-25T00:00:00.000","2022-02-16T00:00:00.000","Group","Dental","Claim Handling","Delays","Contract Provision/Legal Issue","Contract Provision","0.00","Closed"
"Cigna HealthCare of Connecticut, Inc","7044323","2022-04-08T00:00:00.000","2022-07-22T00:00:00.000","Group","Health Only","Claim Handling","Eligibility of Provider",,"Justified","3509.15","Closed"
"Anthem Health Plans, Inc","7046055","2022-06-23T00:00:00.000","2022-07-22T00:00:00.000","A & H",,"Claim Handling","Provider Contract Issue","Company Position Overturned",,"0","Closed"
"Anthem Health Plans, Inc","7046199","2022-06-29T00:00:00.000","2022-07-22T00:00:00.000","Group","Health Only","Claim Handling","UR DENIAL OF CLAIM",,"External Review Info Sent","0","Closed"
"Travelers Home and Marine Insurance Company (The)","7046535","2022-07-15T00:00:00.000","2022-07-22T00:00:00.000","Homeowners",,"Claim Handling","Unsatisfactory Settlement/Offer","Company Position Substantiated",,"0","Closed"
"Cigna HealthCare of Connecticut, Inc","7045412","2022-05-23T00:00:00.000","2022-07-22T00:00:00.000","Group","Health Only","Claim Handling","Contract Provision",,"Contract Provision","0","Closed"
"Progressive Direct Insurance Company","7046170","2022-06-28T00:00:00.000","2022-07-22T00:00:00.000","Motorhome","Comprehensive","Claim Handling","Delays","Company Position Substantiated",,"0","Closed"
"Anthem Health Plans, Inc","7046447","2022-07-11T00:00:00.000","2022-07-22T00:00:00.000","Individual","Health Exchange","Claim Handling","Claim Procedure",,"Contract Provision","0","Closed"
"Cigna Health and Life Insurance Company","7044926","2022-05-05T00:00:00.000",,"Group","Health Only","Claim Handling","Provider Contract Issue",,,"0.00","Sent to Company"
"Cigna Health and Life Insurance Company","7044713","2022-04-27T00:00:00.000","2022-05-13T00:00:00.000","Group","Dental","Claim Handling","Claim Delays","Claim Settled","Claim Paid With Interest","872.96","Closed"
"Cigna Health and Life Insurance Company","7044713","2022-04-27T00:00:00.000","2022-05-13T00:00:00.000","Group","Dental","Claim Handling","Delays","Claim Settled","Claim Paid With Interest","872.96","Closed"
"Cigna Health and Life Insurance Company","7044341","2022-04-11T00:00:00.000","2022-05-02T00:00:00.000","A & H","A & H","Claim Handling","Claim Delays","Claim Settled","Claim Paid","157.02","Closed"
"Cigna Health and Life Insurance Company","7044341","2022-04-11T00:00:00.000","2022-05-02T00:00:00.000","Group","A & H","Claim Handling","Claim Delays","Claim Settled","Claim Paid","157.02","Closed"
"Cigna Health and Life Insurance Company","7044341","2022-04-11T00:00:00.000","2022-05-02T00:00:00.000","A & H","A & H","Claim Handling","Claim Handling Other","Claim Settled","Claim Paid","157.02","Closed"
"Cigna Health and Life Insurance Company","7044341","2022-04-11T00:00:00.000","2022-05-02T00:00:00.000","Group","A & H","Claim Handling","Claim Handling Other","Claim Settled","Claim Paid","157.02","Closed"
