"the_geom","crossing","railroad","rrdiv","rrsubdiv","highway","street","typexing","posxing","effdate","edate","reason","citycd","ttstn","milepost","prvcat","prvind","prvsign","latitude","longitud","llsource","stcyfips","inv_link","acc_link","objectid","statecode","countycode","type","init","whistban","rrcont","polcont","ttstnnam","xpurpose","operatingrailroadcode","operatingrailroadtype","daythru","nghtthru","maintrk","sidingtrk","yardtrk","transittrk","industrytrk","othrtrk","wdcode","revisiondate","lastupdated","crossingclosed","aadt","aadtyear","statename","stateab","countyname","cityname"
"POINT (-88.249500000125 40.567699999655)","289339T","IC","ILLINOIS","GILMAN","MUN7030","CENTER ST","3","1","200527","999999","14","170535460","387233","0100.400","13",,,"40.567663","-88.249489","1","1717053","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=289339T","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=289339T","212115","17","17053","0","1","0","8888885909","8004659239","MELVIN","1","IC","Primary","3","4","1","1","0","0","0","1","7","2020-05-27T00:00:00.000Z","2020-05-27T11:08:14.000Z","2","000225","2003","ILLINOIS","IL","FORD","MELVIN"
"POINT (-90.920299999845 44.437099999865)","281723M","WC","LAKES","WHITEHALL","95-STH","MAIN ST STH 95","3","1","200528","999999","14","550530080","327822","0152.140","12",,,"44.437084","-90.920274","2","5555053","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=281723M","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=281723M","48828","55","55053","0","1","0","8888885909","8004659239","MERRILLAN","1","WC","Primary","1","1","1","0","0","0","0","0","8","2020-05-28T00:00:00.000Z","2020-05-28T11:42:59.000Z","2","002200","2003","WISCONSIN","WI","JACKSON","ALMA CENTER"
"POINT (-81.322700000205 34.141899999885)","843363W","CSX","CAROLINAS","C N AND L","PRIVATE","PRIVATE ROAD","2","1","201005","999999","14","450630390","442878","0020.870","12","1",,"34.141894","-81.322714","1","4545063","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=843363W","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=843363W","68547","45","45063","0","1","0","9043663051","8002320144","SLIGHS","1","CSX","Primary","1","0","1","0","0","0","0","0",,"2020-10-05T00:00:00.000Z","2020-10-05T13:50:21.000Z","2",,"1970","SOUTH CAROLINA","SC","LEXINGTON","CHAPIN"
"POINT (-77.95179999997 42.126699999705)","265417E","WNYP","LEASEDFOREIGN","#N\A","Village","MARTIN-FARNUM","3","1","220203","999999","20","360036540",,"0357.69","12",,,"42.1267062","-77.951844","1","3636003","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=265417E","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=265417E","48522","36","36003","0","2","0","7163798412","8774560085","Wellsville","1","WNYP","Primary","0","0","1","1","0","0","0","3","8","2022-02-03T00:00:00.000Z","2022-02-03T09:26:38.000Z","2","001234","2009","NEW YORK","NY","ALLEGANY","WELLSVILLE"
"POINT (-77.99900000025 35.390699999605)","735302J","NS","BLUE RIDGE","ECBU","LS","VIRGINIA STREET","3","1","220509","999999","14","371911880","406630","0129.080","14",,,"35.3907338","-77.9990308","1","3737191","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=735302J","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=735302J","116961","37","37191","0","1","0","8009464744","8009464744","GOLDSBORO","1","NS","Primary","2","3","1","0","0","0","0","0","8","2022-05-09T00:00:00.000Z","2022-05-09T16:09:37.000Z","2","455","2015","NORTH CAROLINA","NC","WAYNE","GOLDSBORO"
"POINT (-96.08580000017 40.19080000002)","083667M","BNSF","HEARTLAND","ST JOSEPH","Not Yet Reported by State","PRIVATE","2","1","200903","999999","14","311334750","557314","0146.120","16","1",,"40.190838","-96.085842","1","3131133","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=083667M","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=083667M","172016","31","31133","0","1","0","8173521549","8008325452","TABLE ROCK","1","BNSF","Primary","12","12","1","0","0","0","0","0",,"2020-09-03T00:00:00.000Z","2020-09-03T17:55:09.000Z","2",,"1970","NEBRASKA","NE","PAWNEE","TABLE ROCK"
"POINT (-88.46819999963 44.279899999985)","926299G","FOXY","Valley","New London","PVT","Private Crossing","2","1","220427","999999","21","550870170",,"0124.150","14","2",,"44.2798533","-88.468229","1","5555087","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=926299G","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=926299G","102260","55","55087","0","1",,"8888885909","8004659239","Appleton","1","FOXY","Primary","2","0","1","0","0","0","0",,,"2022-04-27T00:00:00.000Z","2022-04-27T15:20:19.000Z","2",,,"WISCONSIN","WI","OUTAGAMIE","APPLETON"
"POINT (-115.6980000002 43.133700000355)","819288B","UP","Pacific Northwest","Nampa Sub","STC8073","5TH STREET NORTH","3","1","210706","999999","20","160391150","838577","0402.020","13",,,"43.1337271","-115.6979062","1","1616039","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=819288B","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=819288B","119475","16","16039","0","1","0","4025443721","8008488715",,"1","UP","Primary","9","8","1","0","1","0","1","3","8","2021-07-06T00:00:00.000Z","2021-07-06T09:14:38.000Z","2","3700","1994","IDAHO","ID","ELMORE","MOUNTAIN HOME"
"POINT (-102.9040000003 42.06039999996)","089109P","BNSF","POWDER RIVER","SOUTH ALLIANCE YD, NE","Not Yet Reported by State","SARPY RD","3","1","200903","999999","14","310130080","552460","0003.193","11",,,"42.060393","-102.904421","1","3131013","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=089109P","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=089109P","191475","31","31013","0","1","0","8173521549","8008325452","THIRD STREET","1","BNSF","Primary","0","0","0","0","2","0","0","2","3","2020-09-03T00:00:00.000Z","2020-09-03T19:36:19.000Z","2","000050","1993","NEBRASKA","NE","BOX BUTTE","ALLIANCE"
"POINT (-77.629700000355 36.82640000006)","464295B","NS","BLUE RIDGE","NW","FARM","PRIVATE ROAD","2","1","220306","999999","24","510251420","263110","0081.600","16","2",,"36.826351","-77.629677","1","5151025","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=464295B","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=464295B","138158","51","51025","0","1","0","8009464744","8009464744",,"1","NS","Primary","0","0","1","0","0","0","0","0",,"2022-03-06T00:00:00.000Z","2022-03-06T10:49:52.000Z","2",,"1970","VIRGINIA","VA","BRUNSWICK","LAWRENCEVILLE"
"POINT (-91.872499999575 29.95440000016)","744203K","LDRR","SOUTHERN REGION","MIDLAND","PRIVATE","PRIVATE ROAD","2","1","200911","999999","14","220451680","657762","0004.79","16","2",,"29.954446","-91.872529","1","2222045","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=744203K","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=744203K","113940","22","22045","0","1","0","3373649625","8774866992","DAVIDS","1","LDRR","Primary","2","0","1","0","0","0","0","0",,"2020-09-11T00:00:00.000Z","2020-09-11T16:31:13.000Z","2","000001","2010","LOUISIANA","LA","IBERIA","NEW IBERIA"
"POINT (-78.771099999865 42.895099999566)","955615F","NS","PITTSBURGH","LANCASTER IT","PRIVATE","RAILROAD ACCESS","2","1","191017","999999","14","360291117",,"0388.590","14","2",,"42.8951068","-78.7711114","1","3636029","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=955615F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=955615F","183192","36","36029","0","1",,"8009464744","8009464744",,"1","NS","Primary","4","4","1","0","0","0","0",,,"2019-10-17T00:00:00.000Z","2019-10-17T13:50:00.000Z","2",,,"NEW YORK","NY","ERIE","CHEEKTOWAGA"
"POINT (-77.69739999991 35.594299999745)","465563M","CLNA","CLNA","WILSON","LS","MAIN STREET","3","1","220118","999999","14","370794820","406234","0166.200","13",,,"35.594257","-77.697401","1","3737079","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=465563M","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=465563M","143995","37","37079","0","2","0","2522378259","8774147905","WALSTONBURG","1","CLNA","Primary","0","0","1","0","0","0","0","0","4","2022-01-18T00:00:00.000Z","2022-01-18T15:37:56.000Z","2","67","2014","NORTH CAROLINA","NC","GREENE","WALSTONBURG"
"POINT (-119.5680000002 36.33699999975)","969785R","SJVR","PACIFIC","HANFORD","NA","PRIVATE ROAD","2","1","200904","999999","20","060311540",,"0248.117","16","1",,"36.3369961","-119.5680541","1","066031","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=969785R","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=969785R","102507","6","6031","0","1",,"8008002203","8008002203","HANFORD","1","SJVR","Primary","1","1","1","0","0","0","0",,,"2020-09-04T00:00:00.000Z","2020-09-04T13:01:39.000Z","2",,,"CALIFORNIA","CA","KINGS","HANFORD"
"POINT (-89.14699999995 43.183899999585)","392193G","WSOR","SOUTHERN","WATERTOWN","lr","TWIN LANE ROAD","3","1","220601","999999","14","550254720","338417","0152.52","11",,,"43.183912","-89.147031","1","5555025","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=392193G","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=392193G","24913","55","55025","0","1","0","8663869321","8663869321","DEANSVILLE","1","WSOR","Primary","0","0","1","0","0","0","0","0","3","2022-06-01T00:00:00.000Z","2022-06-01T10:48:33.000Z","2","000075","2005","WISCONSIN","WI","DANE","SUN PRAIRIE"
"POINT (-94.44220000003 39.19579999967)","375411S","DME","EAST","KANSAS CITY","CITY ST","PRIVATE ROAD","2","1","211213","999999","14","290470750","566786","0492.640","12","2",,"39.1958301","-94.4421661","1","2929047","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=375411S","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=375411S","97115","29","29047","0","1","0","8007169132","8007169132","BIRMINGHAM","1","DME","Primary","3","7","2","0","0","0","0","0",,"2021-12-13T00:00:00.000Z","2021-12-13T14:44:27.000Z","2","1","1991","MISSOURI","MO","CLAY","BIRMINGHAM"
"POINT (-81.28120000018 37.2680000003)","469148F","NS","BLUE RIDGE","POCAHONTAS","PVT","HAWKEN DRIVE","2","1","220305","999999","14","511850200","268284","0367.630","12","2",,"37.2680104","-81.2811928","1","5151185","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=469148F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=469148F","228035","51","51185","0","1","0","8009464744","8009464744","BLUEFIELD","1","NS","Primary","10","10","2","0","0","0","0","0",,"2022-03-05T00:00:00.000Z","2022-03-05T22:15:08.000Z","2",,"1970","VIRGINIA","VA","TAZEWELL","BLUEFIELD"
"POINT (-93.089300000295 42.54559999994)","307263R","CC","IOWA","WATERLOO","PVT","PRIVATE","2","1","200527","999999","14","190830010","533811","0317.390","16","2",,"42.545643","-93.089325","1","1919083","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=307263R","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=307263R","672","19","19083","0","1","0","8888885909","8004659239","ACKLEY","1","CC","Primary","4","3","1","0","0","0","0","0",,"2020-05-27T00:00:00.000Z","2020-05-27T12:27:12.000Z","2","1","1970","IOWA","IA","HARDIN","ACKLEY"
"POINT (-86.64980000007 38.32639999976)","725071B","NS","MIDWEST","SOUTHERN EAST","PRIVATE","PRIVATE","2","1","220604","999999","14","180370350","377637","0216.740","16","2",,"38.3263664","-86.6498205","1","1818025","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=725071B","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=725071B","158679","18","18025","0","1","0","8009464744","8009464744","ECKERTY","1","NS","Primary","5","4","1","0","0","0","0","0",,"2022-06-04T00:00:00.000Z","2022-06-04T14:18:14.000Z","2",,"1970","INDIANA","IN","CRAWFORD","BIRDSEYE"
"POINT (-75.82539999991 38.48699999995)","529834W","DPL","EASTERN","PHILA",,"(FARM ROAD)","2","1","791210","999999","14","240191630","238240","0025.34","16","2",,"38.487022","-75.825403",,"2424019","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=529834W","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=529834W","18693","24","24019","0","2","0",,,,"1","DPL","Primary","0","0","0",,,,,"0","1","1979-12-10T00:00:00.000Z","2015-03-07T13:12:19.000Z","2",,"1979","MARYLAND","MD","DORCHESTER","VIENNA"
"POINT (-112.6020000002 43.275900000085)","975433Y","UP","Rocky Mountain","Scoville Sub","TBD","Private","2","1","210802","999999","24","160110130",,"0014.762","11","1",,"43.275889","-112.601686","1","1616011","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=975433Y","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=975433Y","130590","16","16011","0","1",,"4025443721","8008488715",,"1","UP","Primary","0","0","1","0","0","0","0",,,"2021-08-02T00:00:00.000Z","2021-08-02T14:21:03.000Z","2",,,"IDAHO","ID","BINGHAM","BLACKFOOT"
"POINT (-87.5879999999 37.99079999992)","342931J","CSX","NASHVILLE","EVANSVILLE TERMINAL","CITY ST","GROVE STREET","3","1","220203","999999","14","181631480","379500","0287.080","14",,,"37.9908166","-87.5880284","1","1818163","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=342931J","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=342931J","57894","18","18163","0","1","0","9043663051","8002320144","EVANSVILLE","1","CSX","Primary","0","0","1","1","0","0","0","1","3","2022-02-03T00:00:00.000Z","2022-02-03T16:51:46.000Z","2","3600","2018","INDIANA","IN","VANDERBURGH","EVANSVILLE"
"POINT (-123.07900000045 43.76959999994)","932352E","CORP","PACIFIC","ROSEBURG","NA","PRIVATE ROAD","2","1","200831","999999","20","410390430",,"0624.40","14","1",,"43.769602","-123.079351","2","4141039","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=932352E","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=932352E","202216","41","41039","0","1","0","8008002203","8008002203",,"1","CORP","Primary","2","2","1","0","0","0","0","0",,"2020-08-31T00:00:00.000Z","2020-08-31T14:14:10.000Z","2",,,"OREGON","OR","LANE","COTTAGE GROVE"
"POINT (-77.481299999795 37.75880000042)","860459F","CSX","CENTRAL","RF AND P","LS","ENGLAND STREET","3","1","220412","999999","14","510850110","257164","0014.780","13",,,"37.758754","-77.4812877","1","5151085","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=860459F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=860459F","74289","51","51085","0","1","1","9043663051","8002320144","ASHLAND","1","CSX","Primary","17","10","2","0","0","0","0","0","8","2022-04-12T00:00:00.000Z","2022-04-12T17:21:10.000Z","2","014000","2012","VIRGINIA","VA","HANOVER","ASHLAND"
"POINT (-90.98780000007 38.138699999905)","436189T","UP","Mid America","Cadet Ind Ld","NA","Private","2","1","211103","999999","24","292211245","571620","0080.380","16","1",,"38.138673","-90.987788","1","2929221","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=436189T","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=436189T","229860","29","29221","0","1","0","4025443721","8008488715",,"1","UP","Primary","0","0","1","0","0","0","0","0",,"2021-11-03T00:00:00.000Z","2021-11-03T16:07:17.000Z","2","1","1982","MISSOURI","MO","WASHINGTON","CADET"
"POINT (-92.091099999865 29.965300000095)","744250T","LDRR","SOUTHERN REGION","midland","RT","SOUTH AIRPORT ROAD","3","1","200512","999999","14","221130010","657848","0018.44","14",,,"29.965313","-92.091111","1","2222113","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=744250T","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=744250T","80391","22","22113","0","1","0","3373649625","8774866992","GROSSE ISLE","1","LDRR","Primary","2","0","1","0","0","0","0","1","3","2020-05-12T00:00:00.000Z","2020-05-12T17:04:56.000Z","2","4300","2016","LOUISIANA","LA","VERMILION","ABBEVILLE"
"POINT (-88.23540000011 43.00179999987)","689909H","WC","VALLEY","WAUKESHA","RD","WEST AVE","3","1","220802","999999","14","551335060","337160","0096.330","12",,,"43.0018","-88.2354","2","5555133","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=689909H","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=689909H","187721","55","55133","0","1","1","8888885909","8004659239","WAUKESHA","1","WC","Primary","17","17","1","0","0","0","0","0","8","2022-08-02T00:00:00.000Z","2022-08-02T10:55:19.000Z","2","005800","2018","WISCONSIN","WI","WAUKESHA","WAUKESHA"
"POINT (-98.62080000032 31.8960000001)","924804S","FWWR","SYSTEM","DUBLIN","US 0067","US 0067 SW BND FRNTG","3","1","220810","999999","14","480931480",,"0109.19","11",,,"31.8959887","-98.6207656","2","4848093","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=924804S","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=924804S","83492","48","48093","0","1","0","8008613657","8008613657",,"1","FWWR","Primary","2","2","1","0","0","0","0","0","8","2022-08-10T00:00:00.000Z","2022-08-10T12:42:14.000Z","2","009800","2011","TEXAS","TX","COMANCHE","COMANCHE"
"POINT (-85.804299999745 43.41840000016)","235147B","MQT","#N\A","#N\A","CITY","RIVER ST","3","1","210312","999999","20","261233490","314875","0036.10","13",,,"43.418355","-85.80432","1","2626123","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=235147B","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=235147B","26905","26","26123","0","1","0","8665273495","8665273499","NEWAYGO","1","MQT","Primary","2","0","1","0","0","0","0","3","7","2021-03-12T00:00:00.000Z","2021-03-12T10:36:30.000Z","2","001159","1997","MICHIGAN","MI","NEWAYGO","NEWAYGO"
