"license_number","license_type","establishment","street_address","city_town","province","postal_code","location"
"006120","Special Premises","Atlantic Funeral Home~Sackville","125 Sackville DR","Sackville","NS","B4C 2R3","125 Sackville DR
Sackville, NS B4C 2R3
(44.755318, -63.666864)"
"006614","Eating Establishment","North Brewing Taproom and Side Hustle Snack Bar","899 Portland ST","Dartmouth","NS","B2W 2N4","899 Portland ST
Dartmouth, NS B2W 2N4
(44.67099, -63.503465)"
"006853","Lounge","Drift Salon & Bar","1709 Lower Water ST","Halifax","NS","B3J 1S5","1709 Lower Water ST
Halifax, NS B3J 1S5
(44.648102, -63.571625)"
"002091","Eating Establishment","Fitzgerald's Restaurant","785 Highway 105","Boularderie","NS","B1Y 1J6","785 Highway 105
Boularderie, NS B1Y 1J6
(46.243281, -60.272034)"
"003090","Lounge","Anvil Lounge","10 Harbourside DR","Wolfville","NS","B4P 2N5","10 Harbourside DR
Wolfville, NS B4P 2N5
(45.092227, -64.359846)"
"004233","Eating Establishment","Restaurant Evangeline","15150 Cabot Trail","Cheticamp","NS","B0E 1H0","15150 Cabot Trail
Cheticamp, NS B0E 1H0
(46.627011, -61.015014)"
"006552","Special Premises","Truro Raceway","73 Ryland AV","Truro","NS","B2N2V5","73 Ryland AV
Truro, NS B2N2V5
(45.375456, -63.26663)"
"002792","Eating Establishment","River Oaks Golf Club Dining Room","3909 Hwy #357","Meaghers Grant","NS","B0N 1V0","3909 Hwy #357
Meaghers Grant, NS B0N 1V0
(44.916599, -63.232369)"
"003940","Eating Establishment","Captain's Cabin","1 Birch ST","Digby","NS","B0V 1A0","1 Birch ST
Digby, NS B0V 1A0
(44.625946, -65.75669)"
"005936","Eating Establishment","Westside Cafe","15844 Central AV","Inverness","NS","B0E 1N0","15844 Central AV
Inverness, NS B0E 1N0
(46.231341, -61.304939)"
"006382","Eating Establishment","Montana's BBQ & Bar","31 Reeves ST","Sydney","NS","B1P 6N2","31 Reeves ST
Sydney, NS B1P 6N2
(46.143771, -60.160198)"
"001980","Lounge","Glenghorm Beach Resort","36743 Cabot Trail","Ingonish","NS","B0C 1K0","36743 Cabot Trail
Ingonish, NS B0C 1K0
(46.681414, -60.40651)"
"001327","Special Premises","Harbourview Lounge","2615 Northwood Terrace","Halifax","NS","B3K 3S5","2615 Northwood Terrace
Halifax, NS B3K 3S5
(44.656979, -63.592295)"
"005162","Eating Establishment","Cafe Compose","235 St. George ST","Annapolis Royal","NS","B0S 1A0","235 St. George ST
Annapolis Royal, NS B0S 1A0
(44.744452, -65.519479)"
"005447","Special Premises","Riverside International Speedway","101 Beaver Mountain RD","James River","NS","B2G 2K8","101 Beaver Mountain RD
James River, NS B2G 2K8
(45.56511, -62.134338)"
"006140","Eating Establishment","Black Sheep Restaurant","1496 Lower Water ST","Halifax","NS","B3J 1R9","1496 Lower Water ST
Halifax, NS B3J 1R9
(44.644436, -63.569933)"
"004870","Special Premises","Four Points by Sheraton Halifax","1496 Hollis ST","Halifax","NS","B3J 3Z1","1496 Hollis ST
Halifax, NS B3J 3Z1
(44.644952, -63.571485)"
"005334","Lounge","Athens Lounge","6273 Quinpool RD","Halifax","NS","B3L 1A4","6273 Quinpool RD
Halifax, NS B3L 1A4
(44.645205, -63.598066)"
"004644","Special Premises","Lost Creek Golf Club","310 Kinsac RD","Beaverbank","NS","B4G 1C6","310 Kinsac RD
Beaverbank, NS B4G 1C6
(44.842239, -63.670639)"
"006461","Eating Establishment","Gold Bean Cafe","35 Beech Hill RD","Gold River","NS","B0J 1K0","35 Beech Hill RD
Gold River, NS B0J 1K0
(44.554386, -64.325802)"
"006226","Lounge","Salmon Pool Inn","9378 Cabot Trail","Margaree","NS","B0E 1Y0","9378 Cabot Trail
Margaree, NS B0E 1Y0
(46.393655, -61.083246)"
"005417","Lounge","Port Bistro Lounge","980 Terry's Creek RD","Port Williams","NS","B0P 1T0","980 Terry's Creek RD
Port Williams, NS B0P 1T0
(45.09682, -64.406478)"
"006442","Eating Establishment","Sushi Jet Dim Sum Fund","3471 Dutch Village RD","Halifax","NS","B3N 2S8","3471 Dutch Village RD
Halifax, NS B3N 2S8
(44.655204, -63.632062)"
"003500","Club","West River Fire Department","19 Gates RD","Saltsprings","NS","B0K 1P0","19 Gates RD
Saltsprings, NS B0K 1P0
(45.576979, -62.844867)"
"003592","Eating Establishment","Rusty Anchor Dining Room","23197 Cabot Trail RD","Pleasant Bay","NS","B0E 2P0","23197 Cabot Trail RD
Pleasant Bay, NS B0E 2P0
(46.824155, -60.819773)"
"005454","Eating Establishment","Battery Park Beer Bar & Eatery","62 Ochterloney ST","Dartmouth","NS","B2Y 1C2","62 Ochterloney ST
Dartmouth, NS B2Y 1C2
(44.666916, -63.56805)"
"001528","Lounge","White Point Beach Lodge Lounge","75 White Point RD","Hunts Point","NS","B0T 1G0","75 White Point RD
Hunts Point, NS B0T 1G0
(44.031366, -64.719831)"
"005710","Lounge","Seamus David's Pub","21 Logiealmond Close","Dartmouth Crossing","NS","B3B0C7","21 Logiealmond Close
Dartmouth Crossing, NS B3B0C7
(44.704198, -63.563828)"
"005716","Eating Establishment","Willman's Fried Foods Ltd.","3154 Isleville ST","Halifax","NS","B3K 3Y2","3154 Isleville ST
Halifax, NS B3K 3Y2
(44.662368, -63.60104)"
"002388","Permanent  Special Occasion","Ocean View Continuing Care Centre","1909 Caldwell RD","Eastern Passage","NS","B3G 1M4","1909 Caldwell RD
Eastern Passage, NS B3G 1M4
(44.607161, -63.469559)"
"005833","Lounge","Super Star Karaoke","2099B Gottingen ST","Halifax",,"B3K 3B4","2099B Gottingen ST
Halifax,  B3K 3B4
(44.651771, -63.583022)"
"001293","Club","Armdale Yacht Club","75 Burgee Run","Halifax","NS","B3P 0C9","75 Burgee Run
Halifax, NS B3P 0C9
(44.635614, -63.613497)"
"003086","Eating Establishment","Pizza Delight (Barrington Passage)","3469 Highway #3","Barrington Passage","NS","B0W 1G0","3469 Highway #3
Barrington Passage, NS B0W 1G0
(43.530235, -65.608461)"
"006578","Eating Establishment","Old Road BBQ","190 Industrial AV","Truro","NS","B2N 6V4","190 Industrial AV
Truro, NS B2N 6V4
(45.349053, -63.289231)"
"006653","Eating Establishment","Moxie's Grill / Bar Nova Center","1610 Argyle ST","Halifax",,"B3J0G2","1610 Argyle ST
Halifax,  B3J0G2
(44.646171, -63.574332)"
"006064","Eating Establishment","The Frolic & Folk Pub & Grill","4115 Highway 223","Iona","NS","B2C 1A3","4115 Highway 223
Iona, NS B2C 1A3
(45.947631, -60.816902)"
"005845","Eating Establishment","Gaia Global Kitchen","222 Main ST","Yarmouth","NS","B5A 1C8","222 Main ST
Yarmouth, NS B5A 1C8
(43.832723, -66.120229)"
"006024","Eating Establishment","Mizu All You Can Eat","644 Portland ST","Dartmouth","NS","B2W 2M3","644 Portland ST
Dartmouth, NS B2W 2M3
(44.671564, -63.526554)"
"001133","Special Premises","Air Canada - Maple Leaf Lounge","1 Bell BL","Halifax","NS","B2T 1K2","1 Bell BL
Halifax, NS B2T 1K2
(44.886264, -63.515307)"
"006367","Eating Establishment","The Millstone Public House 2 Inc.","50 Gary Martin DR","Bedford","NS","B4B 1H3","50 Gary Martin DR
Bedford, NS B4B 1H3
(44.725261, -63.703562)"
"006280","Lounge","Colleen's Pub & Grill","245 Waverley","Dartmouth","NS","B2X 2C4","245 Waverley
Dartmouth, NS B2X 2C4
(44.697549, -63.547605)"
"004139","Eating Establishment","Jake's Dining Room & Lounge","7464 Main ST","Louisbourg","NS","B1C 1H4","7464 Main ST
Louisbourg, NS B1C 1H4
(45.922551, -59.96823)"
"005571","Eating Establishment","Bistro East Dining Room","274 St. George ST","Annapolis Royal","NS","B0S 1A0","274 St. George ST
Annapolis Royal, NS B0S 1A0
(44.743545, -65.51954)"
"006290","Club","Clare Veterans Association","9938 Highway 1","Saulnierville","NS","B0W 2Z0","9938 Highway 1
Saulnierville, NS B0W 2Z0
(44.255934, -66.129287)"
"006851","Eating Establishment","The Annex Restaurant","66 Lower Railway ST","Inverness","NS","B0E 1N0","66 Lower Railway ST
Inverness, NS B0E 1N0
(46.230729, -61.309272)"
"006214","Beverage Room","Wayfarers' Ale Ltd.","1116 Kars ST","Port Williams","NS","B0P 1T0","1116 Kars ST
Port Williams, NS B0P 1T0
(45.096614, -64.406579)"
"003030","Lounge","Melville Heights Lounge","24 Ramsgate LN","Halifax","NS","B3P 2R6","24 Ramsgate LN
Halifax, NS B3P 2R6
(44.630554, -63.614929)"
"006731","Eating Establishment","Cafe Salvador","125 Montague ST","Lunenburg","NS","B0J 2C0","125 Montague ST
Lunenburg, NS B0J 2C0
(44.376319, -64.309369)"
"005956","Eating Establishment","Beaver Bank Station Limited","991 Windgate DR","Lower Sackville","NS","B4G 0A7","991 Windgate DR
Lower Sackville, NS B4G 0A7
(44.7956, -63.690613)"
"001446","Club","G.B. Centennial Citizens Band Radio Club","50 West AV","Glace Bay","NS","B1A 5P3","50 West AV
Glace Bay, NS B1A 5P3
(46.211289, -59.959478)"
"004132","Lounge","Marina Bar & Grill","67 Caladh AV","Pictou","NS","B0K 1H0","67 Caladh AV
Pictou, NS B0K 1H0
(45.675262, -62.711009)"
"001973","Lounge","Brass Stallion Lounge","7499 Main ST","Louisbourg","NS","B1C 1H8","7499 Main ST
Louisbourg, NS B1C 1H8
(45.921421, -59.970172)"
"005669","Eating Establishment","Song's Korean Restaurant","6249 Quinpool RD","Halifax","NS","B3L 1A3","6249 Quinpool RD
Halifax, NS B3L 1A3
(44.645445, -63.597281)"
"005685","Club","Creignish Recreation Centre","2123 Highway 19","Creignish","NS","B9A 1B7","2123 Highway 19
Creignish, NS B9A 1B7
(45.732885, -61.459943)"
"006511","Lounge","Halimac Axe Throwing Halifax","1920 Brunswick ST","Halifax","NS","B3J0C5","1920 Brunswick ST
Halifax, NS B3J0C5
(44.649809, -63.578358)"
"006895","Cabaret","Highlander Beverage Room","16 Twinning ST","Pictou","NS","B0K 1H0","16 Twinning ST
Pictou, NS B0K 1H0
(45.676485, -62.708028)"
"006121","Eating Establishment","La Shoppe Verte Ltee","1474 Patrice RD","Church Point","NS","B0W 1M0","1474 Patrice RD
Church Point, NS B0W 1M0
(44.289493, -66.070828)"
"004849","Lounge","Boston Pizza Lounge, Bayers Lake","194 Chain Lake DR","Halifax","NS","B3S 1C5","194 Chain Lake DR
Halifax, NS B3S 1C5
(44.651006, -63.6758)"
"004955","Club","Walton Shore Fire Department","4281 Walton Woods RD","Walton","NS","B0N 2R0","4281 Walton Woods RD
Walton, NS B0N 2R0
(45.228356, -64.002774)"
"001315","Club","RCL Br. 60, Pugwash","10778 Durham ST","Pugwash",,"B0K 1L0","10778 Durham ST
Pugwash,  B0K 1L0
(45.84524, -63.648228)"
"002932","Eating Establishment","Mexi's","222 Chain Lake DR","Halifax","NS","B3S 1C5","222 Chain Lake DR
Halifax, NS B3S 1C5
(44.65543, -63.677752)"
"001172","Club","Stellar Curling Club","234 Foord ST","Stellarton","NS","B0K 1S0","234 Foord ST
Stellarton, NS B0K 1S0
(45.560785, -62.65974)"
"005131","Eating Establishment","Krave Burger","5680 Spring Garden RD","Halifax",,"B3J 1H5","5680 Spring Garden RD
Halifax,  B3J 1H5
(44.642443, -63.579159)"
"003035","Eating Establishment","Timberlea Dining Room","1820 St. Margaret's Bay RD","Timberlea","NS","B3T 1K8","1820 St. Margaret's Bay RD
Timberlea, NS B3T 1K8
(44.645618, -63.712448)"
"005249","Lounge","Boston Pizza Lounge, Bridgewater","485 Highway #10","Cookville","NS","B4V 1A9","485 Highway #10
Cookville, NS B4V 1A9
(44.399548, -64.536828)"
"004678","Eating Establishment","Dooly's Dining Room (Lr. Sackville)","776 Sackville DR","Lr. Sackville","NS","B4E 1R7","776 Sackville DR
Lr. Sackville, NS B4E 1R7
(44.77328, -63.692437)"
"000795","Eating Establishment","Smitty's Pancake House (Halifax)","1490 Cathedral LN","Halifax","NS","B3H 4L4","1490 Cathedral LN
Halifax, NS B3H 4L4
(44.641841, -63.580246)"
"006060","Eating Establishment","Lanna Thai Kitchen","547 King ST","Bridgewater","NS","B4V 1B3","547 King ST
Bridgewater, NS B4V 1B3
(44.37752, -64.518612)"
"006333","Special Premises","Lightfoot & Wolfville Vineyards","11143 Highway 1","Wolfville","NS","B4P 2R1","11143 Highway 1
Wolfville, NS B4P 2R1
(45.0943, -64.335507)"
"001909","Eating Establishment","Pizza Delight (Bridgewater)","236 Dufferin ST","Bridgewater","NS","B4V 2G7","236 Dufferin ST
Bridgewater, NS B4V 2G7
(44.369725, -64.524117)"
"005620","Eating Establishment","Swiss Chalet-Bedford","1658 Bedford Highway","Bedford","NS","B4A 2X9","1658 Bedford Highway
Bedford, NS B4A 2X9
(44.735967, -63.654777)"
"005068","Eating Establishment","Mateus Bistro","533 South Main ST","Mahone Bay","NS","B0J 2E0","533 South Main ST
Mahone Bay, NS B0J 2E0
(44.448648, -64.381252)"
"006689","Eating Establishment","Bubba Magoos Inc.","48 Peggy's Cove RD","Peggy's Cove","NS","B3Z 2S3","48 Peggy's Cove RD
Peggy's Cove, NS B3Z 2S3
(44.495574, -63.914824)"
"001065","Club","Dartmouth Curling Club","35 Canal ST","Dartmouth","NS","B2Y 2W1","35 Canal ST
Dartmouth, NS B2Y 2W1
(44.66662, -63.563072)"
"003649","Club","St Ninian's Parish","121 St. Ninian's ST","Antigonish","NS","B2G 1Y9","121 St. Ninian's ST
Antigonish, NS B2G 1Y9
(45.620868, -61.993411)"
"002896","Lounge","La Tavern Lounge","8946 Route 1","Meteghan River","NS","B0W 2L0","8946 Route 1
Meteghan River, NS B0W 2L0
(44.21368, -66.143605)"
"001267","Eating Establishment","Smitty's Family Restaurant (Dartmouth)","107 Main ST","Dartmouth","NS","B2X 1R6","107 Main ST
Dartmouth, NS B2X 1R6
(44.681826, -63.540254)"
"001886","Club","Wolfville Curling Club","22 Elm AV","Wolfville","NS","B4P 1Z9","22 Elm AV
Wolfville, NS B4P 1Z9
(45.092393, -64.363927)"
"006844","Eating Establishment","Krave Vero Dual Pleasant Street","370 Pleasant ST","Dartmouth","NS","B2Y 3S5","370 Pleasant ST
Dartmouth, NS B2Y 3S5
(44.649136, -63.545842)"
"004244","Lounge","Seal Cove Lounge","474 Main RD","Louisdale","NS","B0E 1V0","474 Main RD
Louisdale, NS B0E 1V0
(46.026586, -61.537299)"
"005202","Eating Establishment","Red Shoe Pub & Eatery Dining Room","11533 Highway 19","Mabou","NS","B0E 1X0","11533 Highway 19
Mabou, NS B0E 1X0
(46.072366, -61.391023)"
"006173","Eating Establishment","Ugly Mug Cafe & Emporium","1290 Kings RD","Sydney","NS","B1S 1E1","1290 Kings RD
Sydney, NS B1S 1E1
(46.107079, -60.22467)"
"005748","Eating Establishment","The Cheeky Neighbour","6024 Quinpool RD","Halifax","NS","B3Z 1L7","6024 Quinpool RD
Halifax, NS B3Z 1L7
(44.646983, -63.591455)"
"005910","Eating Establishment","Sociables Pub and Eatery","25 Main ST","Springhill","NS","B0M 1X0","25 Main ST
Springhill, NS B0M 1X0
(45.649034, -64.059855)"
"002395","Special Premises","Maritime Inn (Pt. Hawkesbury)","717 Reeves ST","Port Hawkesbury","NS","B9A 2S2","717 Reeves ST
Port Hawkesbury, NS B9A 2S2
(45.6145, -61.350791)"
"001728","Eating Establishment","Canton Restaurant","294 Commercial ST","North Sydney","NS","B2A 1C1","294 Commercial ST
North Sydney, NS B2A 1C1
(46.209541, -60.248278)"
"006630","Eating Establishment","Juniper Food & Wine","389 Main ST","Wolfville","NS","B4P 1E1","389 Main ST
Wolfville, NS B4P 1E1
(45.091647, -64.360352)"
"001087","Club","Lunenburg Curling Club","13 Green ST","Lunenburg","NS","B0J 2C0","13 Green ST
Lunenburg, NS B0J 2C0
(44.376257, -64.320024)"
"001121","Special Premises","Halifax Forum","2901 Windsor ST","Halifax","NS","B3K 5E5","2901 Windsor ST
Halifax, NS B3K 5E5
(44.65502, -63.604511)"
"006875","Lounge","Bar Sofia","1709 Lower Water ST","Halifax","NS","B3J 1S5","1709 Lower Water ST
Halifax, NS B3J 1S5
(44.648102, -63.571625)"
"001699","Club","Berwick & District Lions Club","250 Veterans DR","Berwick","NS","B0P 1E0","250 Veterans DR
Berwick, NS B0P 1E0
(45.044276, -64.743695)"
"004017","Lounge","Pilot's Pub Lounge","10 Atlantic ST","Dartmouth","NS","B2Y 3S5","10 Atlantic ST
Dartmouth, NS B2Y 3S5
(44.64864, -63.54708)"
"006796","Special Premises","Ross Creek Centre for the Arts","555 Ross Creek RD","Canning","NS","B0P 1H0","555 Ross Creek RD
Canning, NS B0P 1H0
(45.223648, -64.43197)"
"004084","Club","Abercrombie Fire Department","2030 Abercrombie RD","New Glasgow","NS","B2H 5C6",
"006512","Eating Establishment","Bent Ridge Winery","4499 Hwy #14","Windsor Forks","NS","B0N 2T0","4499 Hwy #14
Windsor Forks, NS B0N 2T0
(44.94958, -64.174608)"
"005398","Eating Establishment","New Century Restaurant","280 Main ST","Yarmouth","NS","B4A 1C9","280 Main ST
Yarmouth, NS B4A 1C9
(43.834757, -66.120082)"
"001013","Club","RCL Br. 110,  Lower L'Ardoise","20 St. Peters-Forchu RD","Lower L'Ardoise","NS","B0E 1W0","20 St. Peters-Forchu RD
Lower L'Ardoise, NS B0E 1W0
(45.602031, -60.740025)"
"002539","Eating Establishment","Tattingstone Inn Dining Room","620 Main ST","Wolfville","NS","B4P 1E8","620 Main ST
Wolfville, NS B4P 1E8
(45.089772, -64.373715)"
"004319","Eating Establishment","Bambino's Pizzeria & Fine Foods","12 Prince Arthur ST","Amherst","NS","B4H 1V4","12 Prince Arthur ST
Amherst, NS B4H 1V4
(45.83174, -64.211216)"
"006231","Eating Establishment","The Brown Hound Pub Incorporated","2394 Agricola ST","Halifax","NS","B3K 4B9","2394 Agricola ST
Halifax, NS B3K 4B9
(44.652823, -63.589897)"
"005061","Lounge","Mic Mac Lounge","219 Waverley RD","Dartmouth","NS","B2X 2C3","219 Waverley RD
Dartmouth, NS B2X 2C3
(44.694989, -63.547304)"
"001453","Club","Royal N.S. Yacht Squadron","376 Purcell's Cove RD","Halifax","NS","B3P 1C7","376 Purcell's Cove RD
Halifax, NS B3P 1C7
(44.620886, -63.582779)"
"006791","Eating Establishment","Bliss Caffeine Bar","1451 South Park ST","Halifax","NS","B3J 2L1","1451 South Park ST
Halifax, NS B3J 2L1
(44.641345, -63.579316)"
"002367","Eating Establishment","Pizza Delight (Yarmouth)","77 Starrs RD","Yarmouth","NT","B5A 2T6","77 Starrs RD
Yarmouth, NT B5A 2T6
(43.843732, -66.106011)"
"003738","Eating Establishment","Ziggy's Pub and Grill","1167 Kings RD","Sydney River","NS","B1S 3B3","1167 Kings RD
Sydney River, NS B1S 3B3
(46.110551, -60.220975)"
"005295","Eating Establishment","Reel Pizza","15862 Central AV","Inverness","NS","B0E 1N0","15862 Central AV
Inverness, NS B0E 1N0
(46.232564, -61.303818)"
"003850","Eating Establishment","Golden Harvest Restaurant","12 Old Enfield RD","Enfield","NS","B2T 1C9","12 Old Enfield RD
Enfield, NS B2T 1C9
(44.944036, -63.536631)"
"005885","Eating Establishment","Three Doors Down Diner","474 Chebucto ST","Baddeck","NS","B0E 1B0","474 Chebucto ST
Baddeck, NS B0E 1B0
(46.099904, -60.752317)"
"001374","Eating Establishment","Blomidon Inn Dining Room","195 Main ST","Wolfville","NS","B4P 1C3","195 Main ST
Wolfville, NS B4P 1C3
(45.092216, -64.350549)"
"006729","Eating Establishment","Honey Bee Ice Cream Parlor","409 Hwy #1","Dayton","NS","B5A 5A2","409 Hwy #1
Dayton, NS B5A 5A2
(43.873726, -66.103854)"
"006680","Special Premises","Estabrooks Community Hall","4408 St. Margaret's Bay RD","Lewis Lake","NS","B3Z 1E1","4408 St. Margaret's Bay RD
Lewis Lake, NS B3Z 1E1
(44.684023, -63.840659)"
"004057","Special Premises","Delta Halifax","1990 Barrington ST","Halifax","NS","B3J 1P2","1990 Barrington ST
Halifax, NS B3J 1P2
(44.650557, -63.575787)"
"003503","Eating Establishment","Palladium Family Restaurant","942 Cole Harbour RD","Dartmouth","NS","B2V 1E6","942 Cole Harbour RD
Dartmouth, NS B2V 1E6
(44.671305, -63.496437)"
"006715","Eating Establishment","Odell's Gluten Free Bakery & Cafe","30 Farnham Gate RD","Halifax","NS","B3M 4R8","30 Farnham Gate RD
Halifax, NS B3M 4R8
(44.67329, -63.664683)"
"003355","Special Premises","Octagon Room","802 Dingwall RD","Dingwall","NS","B0C 1G0","802 Dingwall RD
Dingwall, NS B0C 1G0
(46.898638, -60.450515)"
"005772","Special Premises","Harrietsfield Williamswood Community Centre","1138 Old Sambro RD","Harrietsfield","NS","B3V 1B1","1138 Old Sambro RD
Harrietsfield, NS B3V 1B1
(44.569528, -63.634664)"
"006092","Special Premises","Smith Rock Chalets","378 Fitzpatrick Mtn. RD","Scotsburn","NS","B0K 1R0","378 Fitzpatrick Mtn. RD
Scotsburn, NS B0K 1R0
(45.64496, -62.880118)"
"002219","Eating Establishment","Freeman's Little New York Restaurant","6092 Quinpool RD","Halifax","NS","B3L 1A1","6092 Quinpool RD
Halifax, NS B3L 1A1
(44.646593, -63.593156)"
"006167","Lounge","Chameleon Cafe & Supper Club","7071 Bayers RD","Halifax","NS","B3L 2C2","7071 Bayers RD
Halifax, NS B3L 2C2
(44.653682, -63.627016)"
"003432","Eating Establishment","Anchor's Away Family Restaurant","10341 Highway 103","Clyde River","NS","B0W 1R0","10341 Highway 103
Clyde River, NS B0W 1R0
(43.635714, -65.468222)"
"003007","Lounge","Doryman Pub & Grill","15528 Cabot Trail","Cheticamp","NS","B0E 1H0","15528 Cabot Trail
Cheticamp, NS B0E 1H0
(46.64036, -61.005096)"
"004604","Lounge","Finbar's Irish Pub Lounge","1595 Bedford Highway","Bedford","NS","B4A 3Y4","1595 Bedford Highway
Bedford, NS B4A 3Y4
(44.73313, -63.655999)"
"001739","Eating Establishment","House of Jade Restaurant","8164 Main RD","Sherbrooke","NS","B0J 3C0",
"006855","Lounge","Blue Lobster Public House","230 Foord ST","New Glasgow","NS","B0K 0A2","230 Foord ST
New Glasgow, NS B0K 0A2
(45.561355, -62.659696)"
"005880","Lounge","The Nook on Gottingen  Lounge","2118 Gottingen ST","Halifax","NS","B3K 0C5","2118 Gottingen ST
Halifax, NS B3K 0C5
(44.652102, -63.583511)"
"005661","Lounge","The Middle Spoon","1563 Barrington ST","Halifax","NS","B3J 1Z7","1563 Barrington ST
Halifax, NS B3J 1Z7
(44.645468, -63.573144)"
"005585","Special Premises","Kings Riverside Court","125 Webster ST","Kentville","NS","B4N 0C6","125 Webster ST
Kentville, NS B4N 0C6
(45.078579, -64.49848)"
"006334","Eating Establishment","The Freight Shed Waterside Bistro & Market Ltd.","2 Jones ST","Baddeck","NS","B0E 1B0","2 Jones ST
Baddeck, NS B0E 1B0
(46.100308, -60.747824)"
"004769","Special Premises","Trout Point Lodge","189 Trout Point RD","East Kemptville","NS","B5A 5X9","189 Trout Point RD
East Kemptville, NS B5A 5X9
(44.129016, -65.739158)"
"002770","Special Premises","Gisele Country Inn","387 Shore RD","Baddeck","NS","B0E 1B0","387 Shore RD
Baddeck, NS B0E 1B0
(46.097728, -60.756017)"
"006765","Eating Establishment","MediTerra Kitchen","111 Cobequid RD","Lower Sackville","NS","B4C 2N1","111 Cobequid RD
Lower Sackville, NS B4C 2N1
(44.756092, -63.661873)"
"005709","Eating Establishment","Seamus David's Pub","21 Logiealmond Close","Dartmouth Crossing","NS","B3B0C7","21 Logiealmond Close
Dartmouth Crossing, NS B3B0C7
(44.704198, -63.563828)"
"006312","Eating Establishment","Anja Henschel","3452 Hwy # 332","Rose Bay","NS","B0J 2X0","3452 Hwy # 332
Rose Bay, NS B0J 2X0
(44.298717, -64.304577)"
"002926","Eating Establishment","Bearly's Dining Room","1269 Barrington ST","Halifax","NS","B3J 1Y2","1269 Barrington ST
Halifax, NS B3J 1Y2
(44.641323, -63.571059)"
"004117","Special Premises","Big Intervale Fishing Lodge","3719 Big Intervale RD","Margaree Valley","NS","B0E 2C0","3719 Big Intervale RD
Margaree Valley, NS B0E 2C0
(46.42642, -60.945372)"
"006574","Lounge","Gahan House Nova","5239 Sackville ST","Halifax","NS","B3J 2C4","5239 Sackville ST
Halifax, NS B3J 2C4
(44.646099, -63.574151)"
"003848","Lounge","Big Leagues Lounge","920 Cole Harbour RD","Dartmouth","NS","B2V 2J5","920 Cole Harbour RD
Dartmouth, NS B2V 2J5
(44.671258, -63.497913)"
"003381","Lounge","King's Lounge","100 Kings RD","Sydney","NS","B1S 1A1","100 Kings RD
Sydney, NS B1S 1A1
(46.13074, -60.195285)"
"003809","Eating Establishment","Ong's Restaurant","9101 Highway #7","Head of Jeddore","NS","B0J 1P0","9101 Highway #7
Head of Jeddore, NS B0J 1P0
(44.778666, -63.084915)"
"005785","Eating Establishment","Marquee Ballroom (The)","2037 Gottingen ST","Halifax","NS","B3K 3B1","2037 Gottingen ST
Halifax, NS B3K 3B1
(44.651131, -63.582071)"
"005546","Eating Establishment","The Savvy Sailor Cafe","100 Montague ST","Lunenburg","NS","B0J 2C0","100 Montague ST
Lunenburg, NS B0J 2C0
(44.376436, -64.310424)"
"006718","Special Premises","Ingonish Landing Marina","38613 Cabot Trail RD","Ingonish Beach","NS","B0C 1L0","38613 Cabot Trail RD
Ingonish Beach, NS B0C 1L0
(46.627833, -60.417222)"
"006163","Eating Establishment","Joe's Pizzeria and Italian Fare","324 Commercial ST","North Sydney","NS","B2A 1C2","324 Commercial ST
North Sydney, NS B2A 1C2
(46.210308, -60.247551)"
"002471","Eating Establishment","Kai Wing Restaurant","7299 Hwy.#1","Coldbrook","NS","B4R 1B9","7299 Hwy.#1
Coldbrook, NS B4R 1B9
(45.068833, -64.559319)"
"005132","Lounge","Krave Burger","5680 Spring Garden RD","Halifax",,"B3J 1H5","5680 Spring Garden RD
Halifax,  B3J 1H5
(44.642443, -63.579159)"
"001568","Club","RCL Br. 35, Westville","2066 Spring Garden RD","Westville","NS","B0K 2A0","2066 Spring Garden RD
Westville, NS B0K 2A0
(45.567304, -62.707074)"
"004016","Eating Establishment","Pilot's Pub Dining Room","10 Atlantic ST","Dartmouth","NS","B2Y 3S5","10 Atlantic ST
Dartmouth, NS B2Y 3S5
(44.64864, -63.54708)"
"001038","Club","Albert Bridge Vol. Fire Dept.","4330 Highway 22","Albert Bridge","NS","B1K 2P4","4330 Highway 22
Albert Bridge, NS B1K 2P4
(46.014954, -60.060117)"
"006724","Eating Establishment","Cheese Curds","380 Pleasant ST","Dartmouth","NS","B2Y 3Y5","380 Pleasant ST
Dartmouth, NS B2Y 3Y5
(44.648472, -63.545438)"
"003166","Eating Establishment","Mountain View Motel Dining Room","23659 Cabot Trail RD","Pleasant Bay","NS","B0E 2P0","23659 Cabot Trail RD
Pleasant Bay, NS B0E 2P0
(46.820101, -60.796283)"
"004967","Eating Establishment","Redwood Grill Dining Room","30 Fairfax DR","Halifax","NS","B3S 1P1","30 Fairfax DR
Halifax, NS B3S 1P1
(44.658931, -63.671445)"
"006035","Lounge","TALO Cafebar","195 Commercial ST","Glace Bay","NS","B1A 3B9","195 Commercial ST
Glace Bay, NS B1A 3B9
(46.195706, -59.956251)"
"006567","Eating Establishment","Sweet Side of the Moon","78 McKeen ST","Glace Bay","NS","B1A 5B9","78 McKeen ST
Glace Bay, NS B1A 5B9
(46.19935, -59.958482)"
"006454","Special Premises","The Maples Supportive Living","31 Smith WA","Antigonish","NS","B2G 0G7",
"005895","Club","Strait of Canso Yacht Club","2 MacSween ST","Port Hawkesbury","NS","B9A 2H6","2 MacSween ST
Port Hawkesbury, NS B9A 2H6
(45.614822, -61.364766)"
