"objectid","filenum","occurred_d","occurred_tm","current_ba","offsex","offrace","hire_dt","off_injure","offcondtyp","off_hospit","service_ty","uofnum","forcetype","uof_reason","cycles_num","forceeffec","citnum","citrace","citsex","cit_injure","citcondtyp","cit_arrest","cit_infl_a","citcharget","arc_street","ra","beat","sector","division","dist_name"
"194","UF2014-1999","2014-12-04T00:00:00.000","9:25","10027","Female","White","2009-11-11T00:00:00.000","No"," No injuries noted or visible","No","Traffic Stop","22070"," Weapon display at Person","Weapon Display","NULL"," Yes"," 36706, 36707","Hispanic","Male","No"," No injuries noted or visible","No","FD-Motor Vehicle"," No Arrest","800 S WALTON WALKER BLVD","4441","431","430","SOUTHWEST","D6"
"195","UF2014-1724","2014-12-04T00:00:00.000","22:45","10336","Female","White","2012-03-28T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22103, 22104, 22105"," Verbal Command, Take Down - Arm, Held Suspect Down","Active Aggression","NULL"," No, Yes, Yes","25757","Hispanic","Male","No"," No injuries noted or visible","Yes","Alchohol"," APOWW","838 N BISHOP AVE","4104","413","410","SOUTHWEST","D1"
"196","UF2014-1946","2014-12-04T00:00:00.000","22:11","10341","Male","White","2012-03-28T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22099, 22100, 22843"," Joint Locks, BD - Grabbed, Verbal Command","Danger to self or others","NULL"," No, Yes, No","36736","Black","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","9515 RUTHERGLEN DR","1231","323","320","SOUTHEAST","D7"
"197","UF2014-1746","2014-12-03T00:00:00.000","23:15","10394","Male","White","2012-06-20T00:00:00.000","No"," No injuries noted or visible","No","Suspicious Activity"," 22118, 22119"," Weapon display at Person, Verbal Command","Arrest","NULL"," Yes, Yes","36752","Hispanic","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," DWI","10740 GARLAND RD","1128","232","230","NORTHEAST","D9"
"198","UF2014-1886","2014-12-03T00:00:00.000","23:30","9639","Male","White","2008-10-15T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22061, 22062"," Verbal Command, Held Suspect Down","Detention/Frisk","NULL"," No, Yes","36702","White","Male","No"," Abrasion/Scrape","Yes","Alchohol"," Resisting Search and Transport, DWI","4600 BRIARGROVE LN","1001","622","620","NORTH CENTRAL","D12"
"199","UF2014-1886","2014-12-03T00:00:00.000","3:20","7652","Male","White","1998-07-10T00:00:00.000","No"," No injuries noted or visible","No","Call for Cover","22079"," BD - Pushed","Arrest","NULL"," Yes","36702","White","Male","Yes"," Bruise","Yes","Alchohol"," Resisting Search and Transport, DWI","4600 BRIARGROVE LN","1001","622","620","NORTH CENTRAL","D12"
"200","UF2014-1885","2014-12-03T00:00:00.000","17:02","9994","Male","White","2009-09-30T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22046, 22147"," Take Down - Head, Held Suspect Down","Detention/Frisk","NULL"," Yes, Yes","36694","Hispanic","Male","No"," No injuries noted or visible","No","Unknown"," No Arrest","9015 ORINOCO DR","2217","337","330","SOUTHEAST","D5"
"826","UF2014-1307","2014-09-19T00:00:00.000","11:28","7974","Male","White","2001-01-05T00:00:00.000","Yes"," Redness/Swelling, HEADACHE","No","Service Call","20032"," Take Down - Arm","Danger to self or others","NULL"," Yes","35508","White","Male","No"," No injuries noted or visible","Yes","NULL"," APOWW","8907 WESTGLEN DR","1176","236","230","NORTHEAST","D9"
"201","UF2014-1885","2014-12-03T00:00:00.000","3:40","9672","Male","White","2008-12-10T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22047, 22048"," Take Down - Arm, Verbal Command","Detention/Frisk","NULL"," Yes, No","36694","Hispanic","Male","Yes"," Non-Visible Injury/Pain","No","Unknown"," No Arrest","9016 ORINOCO DR","2217","337","330","SOUTHEAST","D5"
"202","UF2014-1677","2014-12-02T00:00:00.000","23:15","10313","Male","White","2012-03-28T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22059, 22060"," Verbal Command, Weapon display at Person","Danger to self or others","NULL"," Yes, Yes","36701","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","125 S MURDEAUX LN","2215","351","350","SOUTHEAST","D8"
"203","UF2014-1677","2014-12-02T00:00:00.000","16:57","10320","Male","White","2012-03-28T00:00:00.000","No"," No injuries noted or visible","No","Arrest","22117"," Weapon display at Person","Danger to self or others","NULL"," Yes"," 36700, 36701","Black","Female","Yes"," Injury Not Related to Force","Yes","FD-Unknown if Armed"," APOWW","125 S MURDEAUX LN","2215","351","350","SOUTHEAST","D8"
"204","UF2014-1677","2014-12-02T00:00:00.000","23:15","10320","Male","White","2012-03-28T00:00:00.000","No"," No injuries noted or visible","No","Arrest","22117"," Weapon display at Person","Danger to self or others","NULL"," Yes"," 36700, 36701","Black","Male","Yes"," Injury Not Related to Force","Yes","FD-Unknown if Armed"," No Arrest","125 S MURDEAUX LN","2215","351","350","SOUTHEAST","D8"
"205","UF2014-1803","2014-12-01T00:00:00.000","1:00","10754","Female","White","2014-01-29T00:00:00.000","No"," No injuries noted or visible","No","Service Call","21995"," BD - Pushed","Arrest","NULL"," Yes","36656","White","Male","Yes"," Injured prior to contact","Yes","Alchohol"," Public Intoxication","111 COMMERCE ST","2403","424","420","SOUTHWEST","D6"
"206","UF2014-1952","2014-12-01T00:00:00.000","0:50","10615","Male","Black","2013-08-14T00:00:00.000","No"," No injuries noted or visible","No","Arrest","22002"," Held Suspect Down","Arrest","NULL"," Yes","NULL","Black","Female","Yes"," Injury Not Related to Force, Injured prior to contact","Yes","Alchohol"," DWI, Resisting Search and Transport","1441 N BECKLEY AVE","4092","412","410","SOUTHWEST","D1"
"207","UF2014-1952","2014-12-01T00:00:00.000","4:25","10364","Male","White","2012-05-09T00:00:00.000","No"," No injuries noted or visible","No","Warrant Execution","22006"," Held Suspect Down","Danger to self or others","NULL"," Yes","36660","Black","Female","Yes"," Injury Not Related to Force","Yes","Alchohol and unknown drugs"," DWI, Resisting Search and Transport","1441 N BECKLEY AVE","4092","412","410","SOUTHWEST","D1"
"208","UF2014-1942","2014-12-01T00:00:00.000","17:00","10031","Male","White","2009-11-11T00:00:00.000","No"," No injuries noted or visible","No","Arrest","22034"," Hand Controlled Escort","Arrest","NULL"," Yes","34186","Hispanic","Male","No"," No injuries noted or visible","Yes","Unknown Drugs"," Drug Possession - Felony","1500 BURLEW ST","2018","155","150","CENTRAL","D2"
"209","UF2014-1721","2014-12-01T00:00:00.000","16:32","6282","Male","White","1990-03-26T00:00:00.000","Yes"," No injuries noted or visible","No","Arrest","21998"," Leg Restraint System","Arrest","NULL"," No","36658","Black","Male","No"," Abrasion/Scrape","Yes","Alchohol and unknown drugs"," Robbery, Resisting Search and Transport","2332 W NORTHWEST HWY","4451","521","520","NORTHWEST","D6"
"210","UF2014-1676","2014-12-01T00:00:00.000","21:50","7616","Male","Black","1998-04-08T00:00:00.000","No"," No injuries noted or visible","No","Arrest","22016"," Take Down - Arm","Active Aggression","NULL"," Yes","36680","Black","Male","No"," No injuries noted or visible","Yes","FD-Suspect Unarmed"," Assault/FV, Resisting Arrest","3030 S LANCASTER RD","4247","722","720","SOUTH CENTRAL","D4"
"211","UF2014-1676","2014-12-01T00:00:00.000","16:57","10780","Male","Hispanic","2014-03-12T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 22017, 22018, 22019, 22020"," BD - Grabbed, Held Suspect Down, Verbal Command, BD - Grabbed","Arrest","NULL"," Yes, Yes, Yes, Yes","36680","Black","Male","No"," No injuries noted or visible","Yes","Unknown"," Assault/FV, Resisting Arrest","3030 S LANCASTER RD","4247","722","720","SOUTH CENTRAL","D4"
"212","UF2014-1805","2014-12-01T00:00:00.000","2:47","9923","Male","White","2009-08-19T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22025, 22026"," Joint Locks, BD - Pushed","Arrest","NULL"," Yes, Yes","36682","Other","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Warrant/Hold","4354 HARRY HINES BLVD","3118","517","510","NORTHWEST","D2"
"213","UF2014-1805","2014-12-01T00:00:00.000","22:30","8009","Male","Asian","2001-04-13T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22027, 22028"," BD - Pushed, Joint Locks","Detention/Frisk","NULL"," No, Yes","36682","Other","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Warrant/Hold","4354 HARRY HINES BLVD","3118","517","510","NORTHWEST","D2"
"214","UF2014-1804","2014-12-01T00:00:00.000","2:52","8648","Male","Black","2013-08-14T00:00:00.000","Yes"," Abrasion/Scrape","No","Suspicious Activity"," 22080, 22081, 22082, 22083"," Pressure Points, Take Down - Body, Verbal Command, Held Suspect Down","Active Aggression","NULL"," No, No, No, Yes","NULL","White","Male","Yes"," Abrasion/Scrape, Treated by DFD, OC Spray Treatment, Redness/Swelling","Yes","Alchohol and unknown drugs"," Fail to ID, Evading Arrest, Resisting Arrest","5000 SAN JACINTO ST","1182","145","140","CENTRAL","D2"
"215","UF2014-1804","2014-12-01T00:00:00.000","1:00","8954","Male","White","2006-10-25T00:00:00.000","Yes"," pain in leg from elbow strik","No","Call for Cover","21997"," Taser","Active Aggression","3"," Yes","22131","White","Male","No"," Puncture","Yes","Unknown Drugs"," Evading Arrest, Resisting Arrest","5025 SAN JACINTO ST","1182","145","140","CENTRAL","D2"
"216","UF2014-1804","2014-12-01T00:00:00.000","3:30","8773","Male","White","2006-01-25T00:00:00.000","No"," No injuries noted or visible","No","Arrest","22001"," Feet/Leg/Knee Strike","Arrest","NULL"," No","NULL","White","Male","Yes"," Redness/Swelling","Yes","FD-Suspect Unarmed"," Assault/Public Servant","5025 SAN JACINTO ST","1182","145","140","CENTRAL","D2"
"217","UF2014-1658","2014-12-01T00:00:00.000","18:55","6749","Male","White","1991-08-26T00:00:00.000","No"," No injuries noted or visible","No","Service Call","22013"," BD - Grabbed","Danger to self or others","NULL"," Yes","36677","White","Male","No"," No injuries noted or visible","Yes","Alchohol"," Assault/FV","6643 GARLINGHOUSE LN","4422","621","620","NORTH CENTRAL","D12"
"218","UF2014-1658","2014-12-01T00:00:00.000","14:45","10439","Male","White","2012-09-26T00:00:00.000","No"," No injuries noted or visible","No","Service Call","22014"," Joint Locks","Detention/Frisk","NULL"," Yes","36677","White","Male","No"," No injuries noted or visible","Yes","Alchohol"," Assault/FV","6643 GARLINGHOUSE LN","4422","621","620","NORTH CENTRAL","D12"
"442","UF2014-1626","2014-11-02T00:00:00.000","3:23","8929","Male","White","2006-09-27T00:00:00.000","No"," No injuries noted or visible","No","Arrest","21269"," Taser","Danger to self or others","2"," Yes","36219","White","Male","Yes"," Puncture","Yes","FD-Unknown if Armed"," Robbery","6200 SHADY BROOK LN","4622","215","210","NORTHEAST","D14"
"219","UF2014-1720","2014-11-30T00:00:00.000","17:30","10005","Male","Hispanic","2009-09-30T00:00:00.000","Yes"," Abrasion/Scrape","No","Arrest"," 21985, 21986"," Verbal Command, Held Suspect Down","Arrest","NULL"," No, Yes","36653","Hispanic","Female","No"," No injuries noted or visible","Yes","Unknown Drugs"," APOWW","2561 GLENFIELD AVE","4208","445","440","SOUTHWEST","D3"
"220","UF2014-1720","2014-11-30T00:00:00.000","16:35","10002","Male","Hispanic","2009-09-30T00:00:00.000","Yes"," No injuries noted or visible","Yes","Service Call"," 21988, 21989"," Verbal Command, Take Down - Arm","Danger to self or others","NULL"," No, Yes","36653","Hispanic","Female","Yes"," Injured prior to contact","Yes","Mentally unstable"," APOWW","2561 GLENFIELD AVE","4208","445","440","SOUTHWEST","D3"
"221","UF2014-1911","2014-11-30T00:00:00.000","19:56","10266","Male","White","2012-09-26T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21979, 21980, 21981"," Verbal Command, BD - Pushed, BD - Grabbed","Arrest","NULL"," No, Yes, Yes","36643","Black","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Public Intoxication, Resisting Arrest, Warrant/Hold","3900 CEDAR SPRINGS RD","3116","546","540","NORTHWEST","D14"
"222","UF2014-1870","2014-11-29T00:00:00.000","2:18","9812","Female","Hispanic","2009-04-29T00:00:00.000","No"," No injuries noted or visible","No","Arrest","21950"," Taser","Active Aggression","2"," Limited","33510","Black","Male","Yes"," Abrasion/Scrape, Taser Burn Marks","Yes","Unknown Drugs"," Public Intoxication","1000 ELM ST","2061","133","130","CENTRAL","D14"
"223","UF2014-1870","2014-11-29T00:00:00.000","20:32","10271","Female","White","2010-09-29T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21951, 21952, 21953, 21954"," Verbal Command, BD - Grabbed, Held Suspect Down, Held Suspect Down","Active Aggression","NULL"," No, No, No, Yes","33510","Black","Male","Yes"," Abrasion/Scrape, Puncture","Yes","Unknown Drugs"," Public Intoxication","1000 ELM ST","2061","133","130","CENTRAL","D14"
"224","UF2014-1870","2014-11-29T00:00:00.000","20:30","10528","Male","Black","2013-04-10T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21957, 21958"," Take Down - Body, Held Suspect Down","Active Aggression","NULL"," Yes, Yes","33510","Black","Male","Yes"," Abrasion/Scrape, Puncture","Yes","Unknown Drugs"," Public Intoxication","1000 ELM ST","2061","133","130","CENTRAL","D14"
"225","UF2014-1675","2014-11-29T00:00:00.000","5:20","10401","Male","White","2012-06-20T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 21955, 21956"," Verbal Command, Weapon display at Person","Arrest","NULL"," No, Yes","36638","Hispanic","Male","No"," No injuries noted or visible","Yes","FD-Unknown if Armed"," Burglary/Habitation, Evading Arrest, Warrant/Hold","10006 KITTYHAWK LN","2205","334","330","SOUTHEAST","D5"
"226","UF2014-1797","2014-11-29T00:00:00.000","2:00","10273","Male","White","2010-09-29T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 21965, 21966, 21967, 21968"," Verbal Command, BD - Pushed, Held Suspect Down, Verbal Command","Detention/Frisk","NULL"," No, Yes, Yes, Yes","NULL","Hispanic","Male","No"," No injuries noted or visible","No","Alchohol"," No Arrest","10032 HERITAGE PL","2218","338","330","SOUTHEAST","D5"
"227","UF2014-1797","2014-11-29T00:00:00.000","6:30","10466","Male","White","2012-09-26T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21973, 21974, 21975, 21976, 21977, 21978"," Verbal Command, Held Suspect Down, Joint Locks, BD - Pushed, Held Suspect Down, Joint Locks","Arrest","NULL"," No, Yes, Yes, Yes, Yes, Yes","NULL","Hispanic","Male","Yes"," Laceration/Cut","Yes","Alchohol and unknown drugs"," Assault/FV, Crim Trespass/Hab/Weapon, Resisting Search and Transport, Warrant/Hold","10032 HERITAGE PL","2218","338","330","SOUTHEAST","D5"
"228","UF2014-1797","2014-11-29T00:00:00.000","5:10","10662","Male","Hispanic","2013-09-25T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 22068, 23369"," Held Suspect Down, Verbal Command","Detention/Frisk","NULL"," Yes, No","NULL","Hispanic","Male","Yes"," Injured prior to contact","Yes","Alchohol"," Assault/FV, Crim Trespass/Hab/Weapon, Resisting Arrest, Warrant/Hold","10032 HERITAGE PL","2218","338","330","SOUTHEAST","D5"
"229","UF2014-1796","2014-11-29T00:00:00.000","2:15","9314","Male","Hispanic","2007-11-28T00:00:00.000","No"," No injuries noted or visible","No","Off-Duty Incident","21927"," Hand Controlled Escort","Active Aggression","NULL"," Yes","36628","Hispanic","Male","No"," No injuries noted or visible","Yes","Alchohol"," Public Intoxication, Resisting Arrest","10310 TECHNOLOGY BLVD E","3055","521","520","NORTHWEST","D6"
"230","UF2014-1796","2014-11-29T00:00:00.000","1:00","8900","Male","White","2006-08-11T00:00:00.000","No"," No injuries noted or visible","No","Arrest","21931"," Handcuffing Take Down","Arrest","NULL"," Yes","NULL","Unknown","Male","Yes"," Abrasion/Scrape","Yes","Alchohol"," Public Intoxication, Resisting Arrest","10310 TECHNOLOGY BLVD E","3055","521","520","NORTHWEST","D6"
"231","UF2014-1796","2014-11-29T00:00:00.000","1:26","10314","Male","White","2012-03-28T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21932, 21933, 21934, 21935, 21936"," Hand Controlled Escort, Hand Controlled Escort, Handcuffing Take Down, Held Suspect Down, Verbal Command","Arrest","NULL"," No, Yes, Yes, Yes, No","36628","Hispanic","Male","Yes"," Laceration/Cut","Yes","Alchohol"," Public Intoxication, Resisting Arrest","10310 TECHNOLOGY BLVD E","3055","521","520","NORTHWEST","D6"
"232","UF2014-1796","2014-11-29T00:00:00.000","1:00","10314","Male","White","2012-03-28T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21932, 21933, 21934, 21935, 21936"," Hand Controlled Escort, Hand Controlled Escort, Handcuffing Take Down, Held Suspect Down, Verbal Command","Arrest","NULL"," No, Yes, Yes, Yes, No","36628","Unknown","Male","Yes"," No injuries noted or visible","Yes","Alchohol"," Public Intoxication, Resisting Arrest","10310 TECHNOLOGY BLVD E","3055","521","520","NORTHWEST","D6"
"233","UF2014-1796","2014-11-29T00:00:00.000","1:00","7601","Female","White","1998-02-06T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 21939, 21940"," BD - Grabbed, Held Suspect Down","Active Aggression","NULL"," No, Yes","36630","Unknown","Male","Yes"," Abrasion/Scrape","Yes","Alchohol"," Public Intoxication, Resisting Arrest","10310 TECHNOLOGY BLVD E","3055","521","520","NORTHWEST","D6"
