"impound_no","animal_id","data_source","record_type","link","current_location","animal_name","animal_type","age","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo","temperament"
"K22-149167","A669500","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2476442","LOST","Savage","Dog","Over 1 year<p/>","Male","American Pit Bull Terrier","Unknown","2022-08-01T00:00:00.000","Date Lost","35TH  AVE S TUKWILA WA",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2476442","Image Copyright HLP Inc. 2022","Description: Savage is a black and white colored dog. American pit bull with brown-ish black-ish eyes. He wears a dark green collar. He has a black patch of hair on his left eye. With a little bit of red around his nose, mouth, eye , and ear area. <p/>Age: Over 1 year<p/>Location Lost: 35th ave s tukwila wa , Seattle WA  98168<p/>Lost Date: 2022-08-01<p/>",
"K22-150087","A671160","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486439","LOST","Coffee","Cat","Over 1 year<p/>","Male","Ragdoll","Brown","2022-08-22T00:00:00.000","Date Lost","92ND  AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486439","Image Copyright HLP Inc. 2022","Description: Seal Bicolor (dark brown on the back, white on belly)<p/>Age: Over 1 year<p/>Location Lost: 92nd ave NE, Bothell WA  98011<p/>Lost Date: 2022-08-22<p/>",
"K22-150150","A671238","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486969","LOST","Coffee","Cat","Over 1 year<p/>","Male","Ragdoll","Brown","2022-08-22T00:00:00.000","Date Lost","92ND  AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486969","Image Copyright HLP Inc. 2022","Description: Seal Bicolor (dark brown on the back, white on belly)<p/>Age: Over 1 year<p/>Location Lost: 92nd ave NE, Bothell WA  98011<p/>Lost Date: 2022-08-22<p/>",
"K22-150104","A671180","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486514","LOST","Coffee","Cat","Over 1 year<p/>","Male","Ragdoll","Brown","2022-08-22T00:00:00.000","Date Lost","92ND  AVE NE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486514","Image Copyright HLP Inc. 2022","Description: Seal Bicolor (dark brown on the back, white on belly)<p/>Age: Over 1 year<p/>Location Lost: 92nd ave NE, Bothell WA  98011<p/>Lost Date: 2022-08-22<p/>",
"K22-149661","A670329","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481166","LOST","Sphinx","Cat","Over 1 year<p/>","Female","Bengal","Brown","2022-08-11T00:00:00.000","Date Lost","AVONDALE  RD NE AND NE 95TH ST (REDMOND)",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481166","Image Copyright HLP Inc. 2022","Description: Senior female bengal. Brown/red coat with spots. Bright green eyes. <p/>Age: Over 1 year<p/>Location Lost: Avondale Rd NE and NE 95th St (Redmond), Redmond WA  98052<p/>Lost Date: 2022-08-11<p/>",
"K22-149657","A670316","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2481084","LOST","Sphinx","Cat","Over 1 year<p/>","Female","Bengal","Brown","2022-08-11T00:00:00.000","Date Lost","AVONDALE  RD NE AND NE 95TH ST (REDMOND)",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2481084","Image Copyright HLP Inc. 2022","Description: Senior female bengal. Brown/red coat with spots. Bright green eyes. <p/>Age: Over 1 year<p/>Location Lost: Avondale Rd NE and NE 95th St (Redmond), Redmond WA  98052<p/>Lost Date: 2022-08-11<p/>",
"K22-150891","A672406","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2495783","LOST","Babies","Cat","Unknown<p/>","Unknown","American Shorthair","Unknown","2022-09-12T00:00:00.000","Date Lost","700 block of  BLANCHARD ST","SEATTLE","WA","98121","SEATTLE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2495783","Image Copyright HLP Inc. 2022","Description: She has a short tail and is about 8 years old <p/>Age: Unknown<p/>Location Lost: 720 Blanchard St, Seattle WA  98121<p/>Lost Date: 2022-09-12<p/>",
"K22-149607","A670239","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480731","LOST","Manchita","Dog","Over 1 year<p/>","Female","Shih Tzu","White","2022-08-09T00:00:00.000","Date Lost","1500 block of  G ST SE","AUBURN","WA","98002","AUBURN",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480731","Image Copyright HLP Inc. 2022","Description: She has a white hair and a little brown in the ears. <p/>Age: Over 1 year<p/>Location Lost: 1509 g st se Auburn , Renton WA  98056<p/>Lost Date: 2022-08-09<p/>",
"K22-149382","A669871","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478664","LOST","Ehu","Cat","Under 1 year<p/>","Female","Domestic Shorthair","Brown","2022-08-05T00:00:00.000","Date Lost","3500 block of  NE 146TH PL","SHORELINE","WA","98155","LAKE FOREST PAR",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478664","Image Copyright HLP Inc. 2022","Description: She is a Brown tabby, black-footed kitten. She is only about 4-month old, 4.6 lbs, super shy.<p/>Age: Under 1 year<p/>Location Lost: 3531 ne 146th pl, Seattle WA  98155<p/>Lost Date: 2022-08-05<p/>",
"K22-150420","A671494","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488579","LOST","Helga","Dog","Over 1 year<p/>","Female","Rottweiler","Black","2022-08-29T00:00:00.000","Date Lost","17500 block of  462ND AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488579","Image Copyright HLP Inc. 2022","Description: She is an intact 8 yr old Rottweiler. Has a lump on the top of her neck about nickel sized you can feel under the skin<p/>Age: Over 1 year<p/>Location Lost: 17505 462nd Ave SE, North Bend WA  98045<p/>Lost Date: 2022-08-29<p/>",
"K22-149191","A669544","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2476820","LOST","Zoe","Cat","Over 1 year<p/>","Female","Domestic Longhair","Unknown","2022-07-31T00:00:00.000","Date Lost","23RD  AVENUE NE & NE NORTHGATE WAY","SEATTLE","WA","98125","SEATTLE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2476820","Image Copyright HLP Inc. 2022","Description: She is a tortoise.  She has an orange line down the middle of her face. She has green eyes. Her coat is quite matted.<p/>Age: Over 1 year<p/>Location Lost: 23rd Ave NE and Northgate Way, Seattle, Seattle WA  98125<p/>Lost Date: 2022-07-31<p/>",
"K22-150086","A671159","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2486433","LOST","Tally","Cat","Unknown<p/>","Unknown","Domestic Mediumhair","Unknown","2022-08-22T00:00:00.000","Date Lost","NE  203RD PLACE","AND 156TH IN WOODIN",,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2486433","Image Copyright HLP Inc. 2022","Description: She is a tortoise shell black/brown with orange splashes.<p/>Age: Unknown<p/>Location Lost:  NE 203rd Place, and 156th in Woodinville, Woodinville WA  98072<p/>Lost Date: 2022-08-22<p/>",
"K22-150778","A672074","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2494569","LOST","Poppy","Dog","Over 1 year<p/>","Female","American Pit Bull Terrier","Unknown","2022-09-09T00:00:00.000","Date Lost","S  139TH ST AND INTERNATIONAL BLVD",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2494569","Image Copyright HLP Inc. 2022","Description: She is pit bull blue healer mix 1 yr old female not spayed <p/>Age: Over 1 year<p/>Location Lost: S 139th st and international blvd , Seattle WA  98168<p/>Lost Date: 2022-09-09<p/>",
"K22-149789","A670566","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2482713","LOST","Sweetie P","Dog","Under 1 year<p/>","Female","Chihuahua - Long Haired","Black","2022-08-10T00:00:00.000","Date Lost","N  115TH STREET & AURORA AVENUE N","SEATTLE","WA","98133","SEATTLE",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2482713","Image Copyright HLP Inc. 2022","Description: She is very small, only 3lbs and she has a very small white spot on her chest and two small white spots on both of her back paws on her toes she is not spayed<p/>Age: Under 1 year<p/>Location Lost: 115th and Aurora Seattle wa , Seattle WA  98102<p/>Lost Date: 2022-08-10<p/>",
"K22-150470","A671585","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2489049","LOST","Kiki","Cat","Over 1 year<p/>","Female","American Shorthair","Unknown","2022-08-28T00:00:00.000","Date Lost","CENTRAL  AVE - CENTRAL FLATS APARTMENTS",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2489049","Image Copyright HLP Inc. 2022","Description: She’s a black/brown tabby. She’s very small, she looks like a kitten. She’s only 5-7lbs at most. She’s an indoor only cat and got out by accident, and is not wearing a collar. She doesn’t like to be touched or held unless it’s by me, her owner. She’ll probably be super scared and skittish if Found.<p/>Age: Over 1 year<p/>Location Lost: Central ave - central flats apartments , Kent WA  98032<p/>Lost Date: 2022-08-28<p/>",
"K22-149615","A670246","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2480771","LOST","Coco","Cat","Over 1 year<p/>","Female","American Shorthair","Brown","2022-08-10T00:00:00.000","Date Lost","SE  274TH PL AND 255TH AVE SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2480771","Image Copyright HLP Inc. 2022","Description: She's a mix of Tiger and Siamese. The coloring is Siamese (tan and brown with blue eyes) but with stripes on her face and sides like a Tiger kitty. Size small, spade female.<p/>Age: Over 1 year<p/>Location Lost: SE 274th PL and 255th Ave SE, Maple Valley WA  98038<p/>Lost Date: 2022-08-10<p/>",
"K22-150507","A671648","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2490511","LOST","Machi","Cat","Over 1 year<p/>","Female","Domestic Shorthair","Unknown","2022-08-31T00:00:00.000","Date Lost","60TH  AVE SOUTH & SOUTH 236TH ST",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2490511","Image Copyright HLP Inc. 2022","Description: she's a tabby cat named Machi, she kind of fat, she's has a pink collar on. she responds to her name well she does have a chip. Machi is black, white and gray she does have a white belly. <p/>Age: Over 1 year<p/>Location Lost: 60th Ave South & South 236th st , Kent WA  98032<p/>Lost Date: 2022-08-31<p/>",
"K22-149383","A669872","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478677","LOST","Milly","Dog","Under 1 year<p/>","Female","French Bulldog","Black","2022-08-06T00:00:00.000","Date Lost","24800 block of  34TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478677","Image Copyright HLP Inc. 2022","Description: She’s black with a white chest and has a little stye on her right eyelid .. she wasn’t wearing any collar or harness<p/>Age: Under 1 year<p/>Location Lost: 24829 34th ave s kent, Kent WA  98032<p/>Lost Date: 2022-08-06<p/>",
"K22-150350","A671378","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2488028","In Public Home","No Name. We","Cat","Over 1 year<p/>","Male","American Shorthair","Unknown","2022-08-25T00:00:00.000","Date Found","N  40TH ST AND CORLLIS AVE N",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2488028","Image Copyright HLP Inc. 2022","Description: Short haired striped and spots tabby with white on belly and front legs.  Has distinct markings on front legs and a white mark down his back.  Pink nose. He's not fixed.  Shy but very friendly with me once he trusted me.  Follows me everywhere.  High pitched meow.  Probably 1 to 2 years old is my guess.  <p/>Age: Over 1 year<p/>Found Near: N 40th st and Corllis ave N, Seattle WA  98103<p/>Notes: Found Date: 2022-08-25<p/>Found Date: 2022-08-25<p/>",
"K22-150025","A670933","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2485807","LOST","Angie","Cat","Over 1 year<p/>","Female","Domestic Shorthair","Unknown","2022-08-21T00:00:00.000","Date Lost","38200 block of  297TH PL SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2485807","Image Copyright HLP Inc. 2022","Description: Short hair gray tabby. Old chip/ cut in one ear from a previous cat fight. Mostly an outdoor mousing cat. She is fixed. Haven't been home in 3 days. A little chubby.<p/>Age: Over 1 year<p/>Location Lost: 38216 297th pl se, Enumclaw WA  98022<p/>Lost Date: 2022-08-21<p/>",
"K22-149841","A670625","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483082","LOST","Dexter","Dog","Over 1 year<p/>","Male","Chihuahua - Smooth Coated","Unknown","2022-08-16T00:00:00.000","Date Lost","LES  GOVE PARK","AUBU",,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483082","Image Copyright HLP Inc. 2022","Description: Short hair light tan chihuahua. About 4 pounds. Shy. <p/>Age: Over 1 year<p/>Location Lost: Les Gove Park, Auburn, Wa, Auburn WA  98002<p/>Lost Date: 2022-08-16<p/>",
"K22-149939","A670788","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2484650","LOST","Wall-E","Cat","Over 1 year<p/>","Female","Snowshoe","Unknown","2022-08-18T00:00:00.000","Date Lost","AUBURN  WAY SOUTH AND REDWOOD CT",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2484650","Image Copyright HLP Inc. 2022","Description: Shy/skittish indoor only cat but is VERY food motivated Blue eyes, white smudge between her eyes, black nose with a pink/white patch right beneath it, white chest and feet<p/>Age: Over 1 year<p/>Location Lost: Auburn way south and redwood ct, Auburn WA  98092<p/>Lost Date: 2022-08-18<p/>",
"K22-149888","A670701","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483842","LOST","Simba","Dog","Under 1 year<p/>","Female","Pug","Brown","2022-08-17T00:00:00.000","Date Lost","29TH  219TH AVE S",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483842","Image Copyright HLP Inc. 2022","Description: Simba is a pug/ chihuahua mix female. Responds to her name kinda but definitely to treats. Very friendly.<p/>Age: Under 1 year<p/>Location Lost: 29th 219th Ave S, Seattle WA  98198-7752<p/>Lost Date: 2022-08-17<p/>",
"K22-149348","A669800","Regional Animal Services of King County","LOST","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2478253","LOST","Pearl","Dog","Over 1 year<p/>","Female","Chihuahua - Smooth Coated","Unknown","2022-08-05T00:00:00.000","Date Lost","2900 block of  224TH PL SE",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2478253","Image Copyright HLP Inc. 2022","Description: Small black and white short hair. White  tip on tail. 10 years old .<p/>Age: Over 1 year<p/>Location Lost: 2924 224th Pl SE, Sammamish WA  98075<p/>Lost Date: 2022-08-05<p/>",
"K22-149855","A670643","Regional Animal Services of King County","FOUND","https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2483315","In Public Home",,"Cat","Unknown<p/>","Unknown","Domestic Shorthair","Black","2022-08-17T00:00:00.000","Date Found","124TH  AVE SE AND SE 216TH",,,,"JURISDICTION",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2483315","Image Copyright HLP Inc. 2022","Description: Small black kitty.  Not feral for sure.<p/>Age: Unknown<p/>Found Near: 124th Ave SE and SE 216th, Kent WA  98031<p/>Found Date: 2022-08-17<p/>",
