"name","type","website","location","city","hours","comments","how_to_help_this_business","availability","meta_row_index","meta_row_id"
"HK High Kicks LLC","Entertainment & Recreation","https://www.hkhighkicks.com","PO Box 2324","Fort Collins","7 days a week 8am-6pm",,"Send loved ones an online gift card or holiday wellness gift from HK. Connect with HK and comment on social media posts @hkhighkicks. Refer HK to your friends for yoga, wellness and gemstones.","Delivery","222","652b993ba3a1636cf738a2ce5c44cfac4aa6b36e"
"Happy Horse Tack and Saddle Shop","Retail","shop.happyhorsetack.com/","113 Peterson Street","Fort Collins","11AM-5PM Monday-Saturday","https://www.facebook.com/happyhorsetack/","Please like and follow us on Social media! @happyhorsetack https://www.facebook.com/happyhorsetack. Please check out our online shopping page!  Please buy a gift card if possible.","Delivery","223","9db99af1cf078c9fe3f3f58d1144d84333d38fbc"
"Hayven Design","Business & Professional","hayvendesign.com/",,"Fort Collins","9am-5pm M-F","https://www.instagram.com/hayven_design/","https://www.facebook.com/hayvendesign/","Delivery","224","58e45792c555e995bb6886120f845cb4a81947e6"
"Hearne's Footwear & Clothing","Retail","www.hearnesfinegoods.com","15 Old Town Square","Fort Collins","10:00-6:00 Monday-Saturday 11:00-4:00 Sunday",,"Please follow us on Instagram and Facebook and like and share our posts @hearnesfootwearandclothing.  Please buy local.","Delivery","225","af3e492f537ca1acd300ff4af8b98af5366ec7cf"
"Heart & Soul Transport","Health & Wellness",,"200 E Swallow Rd","Fort Collins",,"Contact us at 970-690-3338. We are dedicated to keeping our riders, employees and the community as safe as possible. We started using PPE on March 13th and continue to use n95 masks while a rider is in the vehicle and a cloth or surgical mask when only the driver is in the vehicle. We are cleaning and disinfecting vehicles before every shift and after every shift. Drivers also disinfect after every rider. All rides are for individual riders. (Unless assistant is medically needed) All riders are required to wear either a cloth mask or better. Each rider is given 3-4 spritzes of hand sanitizer before entering the vehicle. We are in the process of installing plastic shielding separating riders and drivers to add another layer of safety. We have reduced our rides but we are still providing rides to essential medical appointments. We also have free food and medication delivery for folks over 60 in Larimer county",,"Delivery","226","2d3cd6e45dfc02e1b7b2b6fe253e7aa2b4eca325"
"Heart and Soul Paratransit","Health & Wellness","http://heartandsoulparatransit.com/","200 East Swallow Rd.","Fort Collins","5am-6pm","Pay-it-forward. Can pay in increments of $25-$100","Call us for non-medical senior tansport or deliveries","Delivery","227","f29d62fc8f2ab2fe1cd8cadd829c319f36925706"
"Henry's Pub","Restaurant/Bar",,"234 E. 4th Street","Loveland",,"Contact us at 970-613-1896. We are Level-Up certified! Our dining room is open at a 25% capacity. Beginning Monday, January 11th, we have indoor dining available! We ask that you make reservations online in order to expedite your check-in, and to assist contract tracing data collection. For your convenience, we are currently accepting reservations up to one week in advance. At our reduced capacity, we are asking guests to limit their visit at dinner time to under 1.5 hours, so that we can honor our other guest's reservation times. Masks are required for entry, exit and anytime you get up from your table. We are still offering takeout and delivery through NoCoNosh, GrubHub and DoorDash. To make a reservation, please follow the Reservations link at the top of the page, and to order online for pickup or delivery, please follow the links below and choose either pickup or delivery on the order page. Thank you and welcome back!",,"Delivery","228","4a5ec4aace5566aa39de596f272063d0439d168a"
"Houska Automotive","Auto",,"899 Riverside Ave","Fort Collins",,"Contact us at 970-482-0156. Open 7am - 6pm Monday - Friday and our Tire/Oil center is open 8am - 4pm. We are offering complimentary pick up and delivery as well as curbside service and early bird/night owl envelope drop off. All cars are sanitized before and after service. We also offer an ozone interior sanitation service to kill any germs/viruses in the vehicle.",,"Delivery","229","0b5e28647fb100770b46e04d5c0b0fcbdd5c993a"
"Illegal Pete's","Restaurant/Bar",,"320 Walnut St.","Fort Collins",,"Contact us at 970-999-3051. All location are open! This location is open for patio dining, delivery and pickup. Open MON-THURS: 11AM - 9:00PM FRI-SUN: 10:00AM - 9:00PM Offering Breakfast every Fri, Sat, & Sun from 10am-1pm!",,"Delivery","230","7dba816e9b081198211d2f534568fa5cc2ad69cf"
"Independent Avon Representative Anita Wear","Retail","Www.youravon.com/awear","108 Victoria Drive","Fort Collins","Open 24/7 online",,"Shop for personal care products,  makeup, holiday decor,  gifts, and more! Google My Business Pinterest Avon by Anita","Delivery","231","616b1deebfb79ea3c7418a98b22b976d4e161669"
"Ink Works","Construction, Trades & Landscaping","https://www.inkworksfc.com/","2217 Airway Ave","Fort Collins","9 am - 5 pm Monday - Friday",,"Order your holiday printing needs online.","Delivery","232","baaa8f8cce14efa4194f70ded8049e5996e01163"
"Innovative Openings","Retail","innovativeopenings.com","Multiple Loations","Fort Collins","Mon-Fri: 9-5:00pm. Online, Telephone, and virtual appointments only","https://www.innovativeopenings.com/covid-19-response/","https://www.facebook.com/innovativeopenings/","Delivery","233","84844bd45b770b060cdd5f96bb150b902fa53095"
"Intersect Brewing","Brewery","http://www.intersectbrewing.com/",,"Fort Collins",,"3-6 wkdays, 11-4 wknds, discounted gift card promo ($75 card for $50)",,"Delivery","234","983cac05e27b819bcf558072f66d71aa70a92d61"
"Jason's Deli","Restaurant/Bar","Jasonsdeli.com","1538 E Harmony Road","Fort Collins",,"Contact us at 970-204-9203. Offering dine-in, curbside pickup, and delivery. If you'd rather have your meal delivered, or you have a big event planned, contact us at 970-204-9203. You can also create a group order online, so you can ensure each person receives exactly what they want.",,"Delivery","235","1b86fbd1c756a0accdbdeada84ff0699cb19399f"
"Jax Fish House & Oyster Bar","Restaurant/Bar",,"123 N. College Ave","Fort Collins",,"Contact us at 970-682-2275. Dine with us indoors or on our heated patio, or let our trusted, super-sanitized staff deliver sustainable seafood & big-batch cocktails right to you! Visit our website for WeDeliver service and curbside pickup.",,"Delivery","236","d83621bad47637172aa1720be72e7e3be8c23376"
"Jax Liqour","Liquor Store","http://jaxliquor.com","1581 Taft Avenue","Loveland","10am-11:30pm","5% discount thru website orders code: 2231904",,"Delivery","237","991fb18d424ec599a2d418ab2a3866378a920390"
"Jay's Bistro","Restaurant/Bar","https://jaysbistro.com/","135 W Oak St","Fort Collins","See website","Contact us at 970-482-1876. We are now offering dine in along with our heated patio (weather permitting) and takeout. Open 4pm-9pm everyday. For takeout call 970.482.1876 or for delivery use our friends at Noco Nosh.",,"Delivery","238","319f36ad81aa46134afc2db8947ff46002da0df8"
"Jimmy John's","Restaurant/Bar","www.jimmyjohns.com","2337 S Shields St","Fort Collins",,"Contact us at 970-493-7500, 970-484-7300, 970-282-1600, 970-484-1405, 970-223-7200. locations are serving customers via delivery, takeout,  and curbside  pick-up service (a drive-thru location as well)",,"Delivery","239","a24868e740a3e79cc854dbadad380613090d5c05"
"Kaiser Permanente","Health & Wellness",,"2950 E Harmony Rd #190","Fort Collins",,"All Kaiser Permanente Colorado medical offices are open. We have safety measures in place, including requiring masks at all Kaiser Permanente locations. Kaiser Permanente is committed to helping shape the future of health care. We are recognized as one of America's leading health care providers and not-for-profit health plans. Founded in 1945, our mission is to provide high-quality, affordable health care services and to improve the health of our members and the communities we serve. We serve 11.8 million members in eight states and the District of Columbia. Care for members and patients is focused on their total health and guided by their personal physicians, specialists and team of caregivers. Our expert and caring medical teams are empowered and supported by industry-leading technology advances and tools for health promotion, disease prevention, state-of-the art care delivery and world-class chronic disease management. Kaiser Permanente is dedicated to care innovations, clinical research, health education and the support of community health. For more information, go to: kp.org/share.",,"Delivery","240","19177c4c036c17afc21b8fbc10a3d8a4bd8c54ce"
"Ken's Muffler and Automotive","Auto","www.kensmuffler.net","1219 N College ave","Fort Collins","7:30 am - 5:00 pm","We can pick up and deliver your vehicle in surrounding areas.","Please rate and like us on social media","Delivery","241","5c0a5e9a4146fd907da2299eb1db5c097a8b057f"
"Kilwins Chocolates & Ice Cream","Restaurant/Bar","https://www.kilwins.com/stores/kilwins-fort-collins","114 S College Ave","Fort Collins","970-221-9444","Contact us at 970-221-9444. Kilwins Fort Collins is open for business! We are open to the public. We have a few ways to connect you to the sweets:   1.Come in the shop, with your mask on, and order what you want. 2.Delivery of our most popular items with NoCo Nosh, our homegrown delivery service 3.Delivery of anything else, just call the shop, and we'll get you what you need. 4.Drive into Old Town, and we'll bring your purchase to your car. Call the shop to set that up.",,"Delivery","242","6f13ba2ec5c2ba5d6b2f817171d402a1b1abc69d"
"Krazy Karl's Elizabeth","Restaurant/Bar","www.krazykarlspizza.com/","1124 W. Elizabeth St","Fort Collins","Thurs - Sat 10:30am - 2am",,,"Delivery","243","1f6a816045c3c25c75cb5dc4a3ffd8abbd829c10"
"Krazy Karl's Pizza Campus West","Restaurant/Bar","www.krazykarlspizza.com","1124 W. Elizabeth St","Fort Collins","M-Sun 10:30am-2am","Beer and wine for delivery. We deliver for ourselves, avoid unnecessary fees.",,"Delivery","244","fb2ba00f0aace54c1b42fb4bd856c92c345a53f7"
"Krazy Karl's Timberline","Restaurant/Bar","www.krazykarlspizza.com/","2620 S. Timberline Rd.","Fort Collins","10:30am - 12 am","Beer and wine for delivery. We deliver for ourselves, avoid unnecessary fees.","Check out our online ordering for take out and delivery! Gifts cards also available online. Support local!","Delivery","245","ec162aa3b89d47be472b59e54792b1ab27c4b0d1"
"Learning Express Toys of Fort Collins","Retail",,"4357 Corbett Drive","Fort Collins",,"Contact us at 970-282-6501. Open to the public daily 10am to 5pm. Curbside pickup, delivery, and shipping still available! View our catalog online at learningexpress.com/stores/ft-collins/?store=111. We will call you for payment.",,"Delivery","246","0425e790e525e3d863b7bcd8e803d5af4171051e"
"Life's a Buch","Restaurant/Bar","www.lifesabuch.com","1800 E. Lincoln Ave Unit D","Fort Collins","See website","Contact us at 719-429-4628. Now offering pick-up or home delivery with focomarket.com",,"Delivery","247","96f50e46475166c2b3f3f2e2f124f6d1bf365f07"
"Light Center","Retail","www.Lightcenterinc.com","2725 S College Ave","Fort Collins","Monday - Saturday 9a-5p","Contact us at 970-364-3944. Our showroom is now open and newly designed. Call us at (970) 364-3944 or email sales@lightcenterinc.com if you are in need of any assistance. During this time, safe pick up and delivery services are still available. You can now shop much of our inventory online! Electrician and construction services remain open.","1. Spread the word that we have a fantastic gift selection in stock! Chess sets, lava lamps, unique candles, specialty lights, etc. We can do virtual design or gift shopping appointments. 2. Share a contract sales connection - we are looking for someone to sell our UV light boxes for sanitization. 3. Follow us on social media: Instagram - www.instagram.com/lightcenterinc/. & Facebook - www.facebook.com/LightCenterInc/.","Delivery","248","0c5448282674a2214e6baa1fe68c0b846486120b"
"Liquor Kabinet","Retail",,"3035 West Prospect Road","Fort Collins","10am-10pm Sun-Th & open till 11pm Fri/Sat",,"Call ahead for delivery or pickup, same-day or schedule for later.","Delivery","249","3d0a49883a4f621683a012605d6d90933fc0d8a4"
"Little on Mountain","Restaurant/Bar","www.facebook.com/littleonmountain/","1046 W Mountain Ave","Fort Collins","Monday:  CLOSED  Tuesday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Wednesday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Thursday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Friday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 AM  Saturday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM  Sunday:  8:00 AM - 11:00 AM  4:00 PM - 9:00 PM","Family style meals available","How to help this business:","Delivery","250","544d893b0af8f908a6aa6fd5f8b3d9afb2738901"
"Los Tarascos","Restaurant/Bar","lostarascos.com","622 S College Ave","Fort Collins","Mon-Fri 3pm-8pm, Sat-Sun 12pm-8pm","Offering margaritas w/ takeout",,"Delivery","251","9a80bc03dc80cb95cd170b1b835cccbf665e8d45"
"Loveland Aleworks","Brewery","http://www.lovelandaleworks.com/","118 West 4th Street","Loveland",,"Open daily 11-7. Curbside pickup available, $30 minimum order for delivery. Order by 3:45pm for 4-7pm Delivery.  See website for delivery area.",,"Delivery","252","818b014b6b346290530197d678ffcc6e9b1dfff0"
"Loyalty Liqours","Liquor Store","https://www.loyaltyliquors.com","1630 S Lemay","Fort Collins","9am-11:59pm","Info posted on Facebook page: call (970) 482-5967 for delivery",,"Delivery","253","d0d604163e3315af28a9a97041ead22d6f3871ac"
"Makerfolk","Retail","www.makerfolk.com/","144 N College Ave","Fort Collins","7am-5pm",,"We would love for you to follow us on Instagram and Facebook @makerfolk, shop online or in-person with us (free local deliveries and pick up also available) and share our info with as many friends, customers, family and people that you know!","Delivery","254","fc0f325f1f079b84b446f586faf8106dcd03df20"
"Markley Motors","Auto",,"3401 S College Ave","Fort Collins",,"Contact us at 970-226-2213. Currently open for business.  We are doing things differently by offering concierge pick up and delivery for service as well as ""Shop, Click, Drive"" for sales. You can do an entire purchase from the comfort of your home and we will deliver the vehicle to you. Our hours of operation have decreased and are as follows: Markley Motors Sales department - Online only Honda Service/Parts - M-F 7am-4pm, Sat 7am-12pm GM Service/Parts -M-F 7am-3PM closed Saturday.",,"Delivery","255","5808a6411884bbfb99c8ef1f9a5c3c4de2ebfb7c"
"Mary's Mountain Cookies","Restaurant/Bar","mmcookie.com/","123 N College Ave, Suite 106","Fort Collins","10 am - 10 pm",,"Cookie Hoarders are welcome!","Delivery","256","8b10eb5fe863478528d6d3ea28d381a5489b198b"
"MazTech All-Tech Automotive","Auto","https://all-techautomotive.com/","450 Industrial Dr.","Fort Collins","7:30am-5:00pm","We work on all makes and models and do everything from oil change to engine replacement.","Like us on social media","Delivery","257","5df39dfd749f2997704ff0a94037597b9ac72e40"
"Meraki Yoga Studio","Entertainment & Recreation","www.merakiyogastudio.com","2620 S Timberline Road #110","Fort Collins","varies daily, open 7 days a week",,"1) Purchase a gift card 2) Purchase a class pass for yourself or a friend 3) rate us online and tell a friend about us","Delivery","258","c5aab5e02e4cb497661eec428f26ae78af336902"
