Facility Name,Address,County,City,Zip,Phone,Fax,Facility ID,Operator,Certificate Number,Number of Beds,Assisted Living Program Beds,Assisted Living Residence (ALR) Beds,Enhanced ALR Beds,Special Needs ALR Beds,Type,Classification,Regional Office,Location
Loretto EHP #1 Bernardine Apartments,417 Churchill Avenue,Onondaga,Syracuse,13205,3154697786,3154694048,14902,"Loretto Adult Community, Inc.",520-S-054,148,117,,,,Enriched Housing Program,Not for Profit Corporation,Central New York Regional Office,"417 Churchill Avenue
Syracuse, NY 13205
(43.0089, -76.139562)"
Atria on the Hudson,321 North Highland Avenue,Westchester,Ossining,10562,9147621980,9147623501,15142,"ATR New York LH, Inc.",800-S-147,185,,185,29,29,Enriched Housing Program,Business Corporation,Metropolitan Area Regional Office - New York City,"321 North Highland Avenue
Ossining, NY 10562
(41.178931, -73.869032)"
The Bristal at Massapequa,400 County Line Road,Nassau,Massapequa,11758,5166910706,5166917204,14840,"EB CARE at Massapequa, LLC",400-S-314,86,,,,,Enriched Housing Program,LLC,Metropolitan Area Regional Office - Long Island,"400 County Line Road
Massapequa, NY 11758
(40.686036, -73.425797)"
Dutchess Care,186 Washington Street,Dutchess,Poughkeepsie,12601,8454717930,8454738189,14671,Azzy Reckess Paula Reckess,230-F-044,92,92,,,,Adult Home,Individual,Metropolitan Area Regional Office - New York City,"186 Washington Street
Poughkeepsie, NY 12601
(41.714475, -73.929507)"
Foltsbrook Center for Senior Living,104 North Washington Street,Herkimer,Herkimer,13350,3158666964,3158666760,14733,"ClaxtonManor, LLC (as Receiver)",320-E-008,80,,,,,Adult Home,Not for Profit Corporation,Central New York Regional Office,
Sage Harbor at Baywinde,100 Kidd Castle Way,Monroe,Webster,14580,5856707000,5857872249,14779,"SL Sage Harbor, LLC",370-F-236,88,,88,,24,Adult Home,LLC,Western Regional Office - Buffalo,"100 Kidd Castle Way
Webster, NY 14580
(43.192951, -77.509176)"
Masonic Home,2150 Bleecker Street,Oneida,Utica,13501,3157984800,3157984901,14876,Trustees of The Masonic Hall and Asylym Fund,510-E-033,96,,,,,Adult Home,Not for Profit Corporation,Central New York Regional Office,
Dawn Hill Adult Home,65 Lisa Drive,Suffolk,North Port,11768,6312618088,6312618088,15040,"Flowerfield Associates, Inc.",700-F-897,30,,,,,Adult Home,Business Corporation,Metropolitan Area Regional Office - Long Island,"65 Lisa Drive
North Port, NY 11768
(40.891866, -73.348777)"
Elderwood Village at Greece,1404 Long Pond Road,Monroe,Rochester,14626,5852257210,5852256411,14783,"1404 Long Pond Road Operating Company, LLC",370-F-248,72,,,,,Adult Home,LLC,Western Regional Office - Buffalo,"1404 Long Pond Road
Rochester, NY 14626
(43.200872, -77.699038)"
Morningside at Home Assisted Living Program,1000 Pelham Parkway South,Bronx,Bronx,10461,7184098266,7189046587,14620,"Morningside Acquisition III, LLC",020-F-821,40,40,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,
Valley Vista Adult Home and Assisted Living Program,141 North Road,Ulster,Highland,12528,8456917400,8456913787,15094,"New York Senior Care in the Valley, LLC",740-F-076,89,71,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"141 North Road
Highland, NY 12528
(41.735739, -73.963792)"
"Camphill Ghent, Inc.",2542 Route 66,Columbia,Chatham,12037,5183922760,5183922760,14664,"Camphill Ghent, Inc.",200-E-007,31,18,,,,Adult Home,Business Corporation,Capital District Regional Office,"2542 Route 66
Chatham, NY 12037
(42.342823, -73.608222)"
Dosberg Manor,2680 North Forest Road,Erie,Amherst,14068,7166393311,7166393309,14682,"Menorah Campus Adult Home, Inc.",240-E-141,96,30,,,,Adult Home,Not for Profit Corporation,Western Regional Office - Buffalo,"2680 North Forest Road
Amherst, NY 14068
(43.014946, -78.785382)"
Atria Glen Cove,146 Glen Street,Nassau,Glen Cove,11542,5166717008,5166717810,14844,"ATR New York LH, Inc.",400-S-324,128,,,,,Enriched Housing Program,Business Corporation,Metropolitan Area Regional Office - Long Island,"146 Glen Street
Glen Cove, NY 11542
(40.863196, -73.62517)"
Morgan Estates,4588 Morgan View Road,Livingston,Geneseo,14454,5852436000,5852430286,14762,Peter S. Bruckel,350-F-008,78,,78,39,27,Adult Home,Individual,Western Regional Office - Buffalo,"4588 Morgan View Road
Geneseo, NY 14454
(42.796053, -77.778042)"
Camillus Ridge Terrace,2453 W. Genesee Turnpike,Onondaga,Camillus,13031,3156723790,3156725607,14893,"Eastview Associates, LLC",520-F-157,56,,56,,15,Adult Home,LLC,Central New York Regional Office,"2453 W. Genesee Turnpike
Camillus, NY 13031
(43.035978, -76.338717)"
Tappan Zee Manor,51 Mountainview Avenue,Rockland,Nyack,10960,8453536100,8453531660,14987,"TZ Manor, LLC",620-F-087,150,,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"51 Mountainview Avenue
Nyack, NY 10960
(41.096427, -73.93647)"
Cobbs Hill Manor,1175 Monroe Avenue,Monroe,Rochester,14620,5858518696,5857305397,14781,"Cobbs Hill Manor, Inc.",370-F-242,127,93,,,,Adult Home,Business Corporation,Western Regional Office - Buffalo,"1175 Monroe Avenue
Rochester, NY 14620
(43.138097, -77.57882)"
Harbor View Home for Adults,3900 Shore Parkway,Kings,Brooklyn,11235,7187699700,7189340680,14748,"Harbor View Senior Living Residence, LLC",331-F-282,162,,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"3900 Shore Parkway
Brooklyn, NY 11235
(40.58518, -73.930487)"
St. Francis Park,5229 South Park Avenue,Erie,Hamburg,14075,7166491205,7169612034,14716,"St. Francis Geriatric and Healthcare Services, Inc.",240-S-129,36,,,,,Enriched Housing Program,Not for Profit Corporation,Western Regional Office - Buffalo,"5229 South Park Avenue
Hamburg, NY 14075
(42.754294, -78.824626)"
Maryville Assisted Living,70 Greenlawn Road,Suffolk,Huntington,11743,6314277685,6316734636,15037,"Maryville Adult Home, Inc.",700-F-891,32,,32,32,,Adult Home,Business Corporation,Metropolitan Area Regional Office - Long Island,"70 Greenlawn Road
Huntington, NY 11743
(40.873834, -73.393183)"
Arkell Hall,55 Montgomery Street,Montgomery,Canajoharie,13317,5186735514,5186735612,14804,Arkell Hall Foundation,380-E-002,24,,,,,Adult Home,Not for Profit Corporation,Capital District Regional Office,"55 Montgomery Street
Canajoharie, NY 13317
(42.904189, -74.568867)"
Brooklyn Adult Care Center,2830 Pitkin Avenue,Kings,Brooklyn,11208,7182350900,7182355916,14745,"Brooklyn Adult Care Center, LLC",331-F-278,210,200,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"2830 Pitkin Avenue
Brooklyn, NY 11208
(40.675998, -73.867745)"
The Belvedere,5110 19th Avenue,Kings,Brooklyn,11204,7182231800,7182231801,14750,Boro Park Senior Living Community LLC,331-F-288,200,,200,50,32,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"5110 19th Avenue
Brooklyn, NY 11204
(40.625593, -73.979995)"
St. Mary's Manor,60 Doughty Boulevard,Nassau,Inwood,11096,5162503234,5162395272,14839,"St. Mary's Manor for Senior Citizen Housing Development Fund Company, Inc.",400-S-312,28,,,,,Enriched Housing Program,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,"60 Doughty Boulevard
Inwood, NY 11096
(40.613528, -73.745846)"
Quail Summit,5102 Parrish Street Ext.,Ontario,Canandaigua,14424,5853961010,5853961741,14914,"Quail Summit, Inc.",530-S-001,55,,,,,Enriched Housing Program,Not for Profit Corporation,Western Regional Office - Buffalo,"5102 Parrish Street Ext.
Canandaigua, NY 14424
(42.872398, -77.296394)"
St. Joseph's Assisted Living,125 Sisters Servants Lane P.O. Box 8,Rockland,Sloatsburg,10974,8457532555,8457536910,14978,"St. Joseph'S Adult Care Home, Inc.",620-E-016,31,20,,,,Adult Home,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,
Rosewood on the Sound,59 Bayville Avenue,Nassau,Bayville,11709,5166281350,5166282839,14829,"Rosewood on the Sound, LLC",400-F-333,50,,50,22,,Adult Home,LLC,Metropolitan Area Regional Office - Long Island,"59 Bayville Avenue
Bayville, NY 11709
(40.910502, -73.57357)"
Argyle Center for Independent Living,4573 State Route 40,Washington,Argyle,12809,5186388274,5186386420,15105,Washington AH Operations Associates LLC,760-F-016,35,35,,,,Adult Home,LLC,Capital District Regional Office,"4573 State Route 40
Argyle, NY 12809
(43.203374, -73.486272)"
Tennyson Court,49 Tennyson Court,Erie,Williamsville,14221,7166329496,7166321822,14691,"Tennyson Court, LLC",240-F-874,93,,93,40,32,Adult Home,LLC,Western Regional Office - Buffalo,"49 Tennyson Court
Williamsville, NY 14221
(42.971049, -78.698756)"
Artis Senior Living of Commack,1131 Jericho Turnpike,Suffolk,Commack,11725,6313437942,6313437946,15069,"Artis Senior Living Operator of Commack, LLC",700-F-961,64,,64,64,64,Adult Home,LLC,Metropolitan Area Regional Office - Long Island,"1131 Jericho Turnpike
Commack, NY 11725
(40.846857, -73.263166)"
Vista on 5th,1261 Fifth Avenue,New York,New York,10029,2125346464,6468548568,14863,Vista on 5th Corp.,420-S-395,127,127,,,,Enriched Housing Program,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"1261 Fifth Avenue
New York, NY 10029
(40.79539, -73.950289)"
Sunrise of East Meadow,1555 Glenn Curtiss Blvd.,Nassau,East Meadow,11554,5165420990,5165420999,14821,"GWC - East Meadow, Inc.",400-F-322,107,,107,107,26,Adult Home,Business Corporation,Metropolitan Area Regional Office - Long Island,"1555 Glenn Curtiss Blvd.
East Meadow, NY 11554
(40.716891, -73.575557)"
River View Gardens NY Foundation EHP #8,4-12 49th Avenue,Queens,Long Island City,11101,7183618442,7183618534,14958,"New York Foundation for Senior Citizens, Inc.",590-S-303,46,,,,,Enriched Housing Program,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"4-12 49th Avenue
Long Island City, NY 11101
(40.744217, -73.957969)"
Inspire of McClelland,126 Old Castle Point Road,Dutchess,Wappinger Falls,12590,8458311909,8458311846,14678,"Inspire of McClelland, LLC",230-F-284,75,,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"126 Old Castle Point Road
Wappinger Falls, NY 12590
(41.54165, -73.96333)"
McHarrie Pointe,7740 Meigs Road,Onondaga,Baldwinsville,13027,3156382521,3156382552,14887,Syracuse Home Association,520-E-093,47,,47,47,27,Adult Home,Not for Profit Corporation,Central New York Regional Office,"7740 Meigs Road
Baldwinsville, NY 13027
(43.143853, -76.344759)"
Brookdale Ithaca Assisted Living,103 Bundy Road,Tompkins,Ithaca,14850,6072562580,6072562446,15091,"SH Ithaca Operator, Inc.",730-S-011,53,,53,53,,Enriched Housing Program,Business Corporation,Central New York Regional Office,"103 Bundy Road
Ithaca, NY 14850
(42.460437, -76.530455)"
"Seaview Manor, LLC",210 Beach 47th Street,Queens,Far Rockaway,11691,7184711311,7184711352,14949,"Seaview Manor, Llc",590-F-313,118,118,118,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"210 Beach 47th Street
Far Rockaway, NY 11691
(40.593169, -73.777934)"
Castle Gardens Keepsake Village,1715 Castle Gardens Road,Broome,Vestal,13850,6077485700,6074844826,14633,"Hearth Management, LLC",030-F-062,48,,48,14,48,Adult Home,LLC,Central New York Regional Office,"1715 Castle Gardens Road
Vestal, NY 13850
(42.078757, -76.082013)"
The Bristal at Lake Success,69 North Service Road,Nassau,Lake Success,11020,5166001800,5166001900,14831,EB Care at Lake Success LLC,400-F-337,110,,110,50,110,Adult Home,LLC,Metropolitan Area Regional Office - Long Island,"69 North Service Road
Lake Success, NY 11020
(40.768489, -73.712202)"
Ashley Woods,400 YMCA Way,Monroe,Penfield,14526,5859788889,5855107334,15166,"Episcopal Senior Housing, Penfield, LLC",370-E-206,30,,30,4,30,Adult Home,Not for Profit Corporation,Western Regional Office - Rochester,
Village Green A Carlisle Assisted Living Community,90 Schoolhouse Road,Nassau,Levittown,11756,5162712500,5162034307,14833,"D & F Levittown, A.L., LLC",400-F-341,103,,103,103,46,Adult Home,LLC,Metropolitan Area Regional Office - Long Island,"90 Schoolhouse Road
Levittown, NY 11756
(40.729042, -73.531719)"
Clark Meadows at Ferris Hills,One Clark Meadows,Ontario,Canandaigua,14424,5853934330,5853930567,14915,"FF Thompson Senior Communities, Inc.",530-S-003,54,,,,,Enriched Housing Program,Business Corporation,Western Regional Office - Buffalo,
Peregrine Senior Living at Onondaga Hill,4701 Peregrine Way,Onondaga,Syracuse,13207,3154698900,3154221420,14901,Peregrine Senior Living Onondaga Hill LLC,520-F-171,68,,68,15,68,Adult Home,LLC,Central New York Regional Office,
Gurwin Jewish Fay J. Lindner Residence,50 Hauppauge Road,Suffolk,Commack,11725,6317156500,6317158580,15025,"Gurwin Jewish - Fay J. Lindner Residences, Inc.",700-E-288,65,,65,40,14,Adult Home,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,"50 Hauppauge Road
Commack, NY 11725
(40.828338, -73.298129)"
Promenade at Chestnut Ridge,168 Red Schoolhouse Road,Rockland,Chestnut Ridge,10977,8456200606,8456209056,14985,"Chestnut Operating Company, LLC",620-F-081,198,54,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"168 Red Schoolhouse Road
Chestnut Ridge, NY 10977
(41.073666, -74.054168)"
The Arbors at Islandia West,1515 Veterans Memorial Highway,Suffolk,Islandia,11749,6315823600,6315826082,15048,"Arcadia Management, Inc.",700-F-915,200,,200,,,Adult Home,Business Corporation,Metropolitan Area Regional Office - Long Island,"1515 Veterans Memorial Highway
Islandia, NY 11749
(40.809947, -73.186175)"
"Glen Arden, Inc.",214 Harriman Drive,Orange,Goshen,10924,8452917822,8452917878,14926,"Glen Arden, Inc.",540-S-003,28,,,,,Enriched Housing Program,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"214 Harriman Drive
Goshen, NY 10924
(41.387222, -74.315188)"
Echo Arms Adult Home,204 Patchogue Road,Suffolk,Port Jefferson Stat.,11776,6314730166,6314736803,15027,"Katz, Harry",700-F-020,49,,,,,Adult Home,Individual,Metropolitan Area Regional Office - Long Island,
Hilton East Assisted Living,231 East Avenue,Monroe,Hilton,14468,5853927171,5853923631,14770,Hilton East Assisted Living LLC,370-F-208,205,119,,,,Adult Home,LLC,Western Regional Office - Buffalo,"231 East Avenue
Hilton, NY 14468
(43.289973, -77.786253)"
RPH-West,48 Cottage Grove Circle,Monroe,North Chili,14514,5852359100,5852351315,14767,"Rochester Presbyterian Home, Inc.",370-E-200,52,,52,19,52,Adult Home,Not for Profit Corporation,Western Regional Office - Buffalo,"48 Cottage Grove Circle
North Chili, NY 14514
(43.120494, -77.810089)"
Pine Harbour,15 New Hampshire Street,Clinton,Plattsburgh,12903,5185615307,5185615377,14663,"Pine Harbour, Inc.",090-S-001,66,,,,,Enriched Housing Program,Not for Profit Corporation,Capital District Regional Office,"15 New Hampshire Street
Plattsburgh, NY 12903
(44.676466, -73.444242)"
Brookdale East Side,7164 East Genesee Street,Onondaga,Fayetteville,13066,3156375127,3156371429,14897,"Painted Post, LLC",520-F-164,88,,,,,Adult Home,LLC,Central New York Regional Office,"7164 East Genesee Street
Fayetteville, NY 13066
(43.028816, -76.027096)"
Maplewood Commons,1015 Saw Mill River Road,Westchester,Ardsley,10502,9144001103,9144780602,15143,"ATR New York LH, Inc.",800-S-149,80,,,,,Enriched Housing Program,Business Corporation,Metropolitan Area Regional Office - New York City,"1015 Saw Mill River Road
Ardsley, NY 10502
(41.022987, -73.843787)"
"Tanglewood Manor, Inc.",560 Fairmount Avenue,Chautauqua,Jamestown,14701,7164832876,7164832832,14652,"Tanglewood Manor, Inc.",060-F-036,158,158,158,,36,Adult Home,Business Corporation,Western Regional Office - Buffalo,"560 Fairmount Avenue
Jamestown, NY 14701
(42.097086, -79.272001)"
Home of the Good Shepherd Saratoga,394-402 Church Street,Saratoga,Saratoga Springs,12866,5184507360,5184507525,15001,"The Church Aid of the Protestant Episcopal Church in the Town of Saratoga Springs, Inc.",640-E-042,105,,105,57,,Adult Home,Not for Profit Corporation,Capital District Regional Office,"394-402 Church Street
Saratoga Springs, NY 12866
(43.0862, -73.818638)"
Symphony Manor at Lancaster,5539 Broadway,Erie,Lancaster,14086,7166835150,7166834049,14701,"Symphony Manor, LLC",240-F-902,117,,,,,Adult Home,LLC,Western Regional Office - Buffalo,
The Waterford on the Bay,2900 Bragg Street,Kings,Brooklyn,11235,7188918400,7187691006,14743,"The Palm Beach Home for Adults, LLC",331-F-272,200,53,147,147,38,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"2900 Bragg Street
Brooklyn, NY 11235
(40.583515, -73.93289)"
"Lakeside Manor Home for Adults, Inc.",797 Brighton Avenue,Richmond,Staten Island,10301,7187209600,7188165356,14970,"Lakeside Manor Home For Adults, Inc.",610-F-037,200,200,,,,Adult Home,Business Corporation,Metropolitan Area Regional Office - New York City,"797 Brighton Avenue
Staten Island, NY 10301
(40.632189, -74.097166)"
The Lodge at Ives Hill,1200 Jewell Drive,Jefferson,Watertown,13601,3156814038,3156816039,14737,"The Lodge at Ives Hill, Inc.",330-S-038,24,,,,,Enriched Housing Program,Not for Profit Corporation,Central New York Regional Office,
Orchard Heights,5200 Chestnut Ridge Road,Erie,Orchard Park,14127,7166620651,7166623870,14695,"Orchard Heights, Inc.",240-F-884,200,,200,200,22,Adult Home,Business Corporation,Western Regional Office - Buffalo,"5200 Chestnut Ridge Road
Orchard Park, NY 14127
(42.744271, -78.748162)"
Brookdale Vestal West,421 Plaza Drive,Broome,Vestal,13850,6077711700,6077710001,14630,"Painted Post, LLC",030-F-056,65,,65,65,65,Adult Home,LLC,Central New York Regional Office,"421 Plaza Drive
Vestal, NY 13850
(42.089853, -75.955659)"
Sunrise of Crestwood,65 Crisfield Street,Westchester,Yonkers,10710,9143953500,9143953510,15130,"GWC-Crestwood, Inc.",800-F-994,116,,116,116,25,Adult Home,Business Corporation,Metropolitan Area Regional Office - New York City,"65 Crisfield Street
Yonkers, NY 10710
(40.975667, -73.828602)"
Castle Senior Living at Forest Hills,108-25 Horace Harding,Queens,Forest Hills,11368,7187604600,7185921808,14960,"Midway A.L., LLC",590-S-307,177,138,,,,Enriched Housing Program,LLC,Metropolitan Area Regional Office - New York City,
Marchand Manor,"121 Main Street, Route 10",Schoharie,Sharon Springs,13459,5182842357,5182842357,15013,"Marchand Manor, LLC",660-F-051,36,36,,,,Adult Home,LLC,Capital District Regional Office,"121 Main Street, Route 10
Sharon Springs, NY 13459
(42.790589, -74.620801)"
Atria Penfield,2006 Five Mile Line Road,Monroe,Penfield,14526,5853810282,5853810788,14772,"ATR New York LH, Inc.",370-F-212,120,,,,,Adult Home,Business Corporation,Western Regional Office - Buffalo,"2006 Five Mile Line Road
Penfield, NY 14526
(43.138181, -77.475664)"
Cohocton Valley Home for Adults,64 South Main Street,Steuben,Avoca,14809,6075662543,6075664144,15019,Cohocton Valley Home for Adults LLC,690-F-031,10,,,,,Adult Home,LLC,Western Regional Office - Buffalo,"64 South Main Street
Avoca, NY 14809
(42.406152, -77.420892)"
Park Inn Home,115-02 Ocean Promenade,Queens,Rockaway Park,11694,7186343400,7186343403,14942,"Konig, Samuel",590-F-104,181,,,,,Adult Home,Individual,Metropolitan Area Regional Office - New York City,"115-02 Ocean Promenade
Rockaway Park, NY 11694
(40.577971, -73.835499)"
Sunrise at Mill Basin,5905 Strickland Avenue,Kings,Brooklyn,11234,7184442600,7184442167,14756,"GWC-Mill Basin, Inc.",331-S-011,142,,142,142,39,Enriched Housing Program,Business Corporation,Metropolitan Area Regional Office - New York City,"5905 Strickland Avenue
Brooklyn, NY 11234
(40.607478, -73.916069)"
Atria Huntington,165 Beverly Road,Suffolk,Huntington,11746,6315493533,6315470439,15058,"ATR New York LH, Inc.",700-F-931,198,,,,,Adult Home,Business Corporation,Metropolitan Area Regional Office - Long Island,"165 Beverly Road
Huntington, NY 11746
(40.830291, -73.380657)"
Rainier Grove at Cherry Ridge,900 Cherry Ridge Road,Monroe,Webster,14580,5856976700,5856718255,14777,"The Glen at Cherry Ridge, LLC",370-F-229,87,,87,15,26,Adult Home,LLC,Western Regional Office - Buffalo,
