"county","priority_area_order","priority_area","focus_area_order","focus_area","partner","partner_information","partner_main_address","phone_number","email"
"Cattaraugus","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","ACCORD","Comprehensive Adolescent Pregnancy Prevention","84 Schuyler Street , Belmont, NY 14813","(585) 268-7605","hmcpherson@accordcorp.org"
"Cattaraugus","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Cattaraugus County Health Department","Family Planning Program","303 Court Street , Little Valley, NY 14755","(716) 373-8050","kdwatkins@cattco.org"
"Jefferson","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","University of Rochester","Comprehensive Care Centers for Eating Disorders","518 Hylan Building  RC Box 270140  Rochester, NY 14627","585-273-2137","anne.corriveau@rochester.edu"
"Cayuga","1","Promote a Healthy and Safe Environment","2","Water Quality","NYS Parks, Recreation & Historic Preservation","Beach Act Program","625 Broadway, Albany, NY 12207","(518) 474-0456","linda.langlais@parks.ny.gov"
"Cayuga","1","Promote a Healthy and Safe Environment","4","Injuries, Violence And Occupational Health","Cayuga Counseling Services","Rape Crisis & Sexual Violence Prevention","17 East Genesee St., Auburn, NY 13021","(315) 253-9795","rhondasz@cayugacounseling.org"
"Tompkins","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Harlem United Community AIDS Center, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","306 Lenox Ave 3rd Fl New York , NY 10027","(212) 803-2863","jkilmer@harlemunited.org"
"Franklin","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Albany Medical Center, Inc.","Comprehensive Care Centers for Eating Disorders","43 New Scotland Ave. MC-34  Albany, NY 12208","518-262-6008","verdilv@mail.amc.edu"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Gay Men's Health Crisis, Inc.","HIV/STD/HCV Prevention & Related Services for Young Gay Men/MSM with a focus on COC","446 West 33rd St 6th Fl New York , NY 10001","(212) 367-1248","billb@gmhc.org"
"Orleans","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Breast Cancer Coalition of Rochester, Inc.","Community-Based Breast Cancer Support and Wellness Services","1048 University Ave.  Rochester, NY 14607","585-473-8177","holly@bccr.org"
"Tompkins","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Research Foundation of SUNY","Health and Human Services for LGBT Individuals, Families and Communities","Binghamton University, Office of Sponsored Programs, PO Box 6000 Binghamton, NY  13902","(607) 777-6136","pparker@binghamton.edu"
"Fulton","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Cayuga","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","East Hill Family Medical","Family Planning Program","Metcalf Plaza 144 Genesee St, Suite 500, Auburn, NY 13021","(315) 253-6796","jrose@easthillmedical.com"
"Allegany","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","Harm Reduction/Syringe Exchange","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Yates","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Health & Human Svcs for LGBT Individuals, Families and Communities","259 Monroe Ave, Suite 100 Rochester, NY 14607","(585) 545-7200","bbelecz@trilliumhealth.org"
"Washington","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Washington","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","To Life!, Inc.","Community-Based Breast Cancer Support and Wellness Services","410 Kenwood Ave.  Delmar, NY 12054","518-439-5975","ebird@tolife.org"
"Niagara","4","Promote Healthy Women, Infants, and Children","2","Child Health","Niagara County Department of Health","Children with Special Health Care Needs Program","1001 11th Street, Niagara Falls, New York 14301","(716) 278-1991","Lisa.Chester@niagaracounty.com"
"Cortland","4","Promote Healthy Women, Infants, and Children","2","Child Health","Cortland County Department of Health","Children with Special Health Care Needs Program","60 Central Avenue Cortland NY 13045-2746","(607) 753-5140","lbeers@cortland.co.org"
"Lewis","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Westchester","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","The Osborne Association, Inc.","Criminal Justice Positive Pathways","809 Westchester Ave Bronx , NY 10455","(718) 707-2600","egaynes@osborneny.org"
"Broome","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Steuben","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Harm Reduction/Syringe Exchange","259 Monroe Ave Suite 100 Rochester, NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
"Clinton","1","Promote a Healthy and Safe Environment","2","Water Quality","Clinton County","Drinking Water Enhancement","133 Margaret Street, Plattsburgh, NY 12901","(518) 565-4840","kanozaj@co.clinton.ny.us"
"Warren","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Onondaga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","AIDS Community Resources, Inc.","STD Testing and Awareness","627 West Genesee St Syracuse , NY 13204","(315) 475-2430","wmurtaugh@acrhealth.org"
"Dutchess","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Breast Cancer Options, Inc.","Community-Based Breast Cancer Support and Wellness Services","678 Ohayo Mountain Rd.  Glenford, NY 12433","845-339-4673","hopenemiroff@yahoo.com"
"Chemung","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Research Foundation of SUNY","Health and Human Services for LGBT Individuals, Families and Communities","PO Box 6000 Binghamton, NY  13902","(607)777-6136","pparker@binghamton.edu"
"Otsego","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Yates","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Expanded Syringe Access Program","259 Monroe Ave, Suite 100 Rochester, NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
"Fulton","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Catholic Charities AIDS Services","Harm Reduction/Syringe Exchange","100 Slingerland St Albany , NY 12202","(518) 449-3581","stephaniel@ccalbany.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Housing Works, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","57 Willoughby St 2nd Fl Brooklyn , NY 11201","(347)473-7403","smith@housingworks.org"
"Queens","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Lesbian, Gay, Bisexual, and Transgender Community Center of Long Island, Inc.","STD Testing and Awareness","20 Crossway Park Drive North Suite 110 Woodbury, NY  11706","(516) 323-0011","david@lgbtnetwork.org"
"Ontario","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Harm Reduction/Syringe Exchange","259 Monroe Ave Rochester , NY 14607","(585) 210-4168","ademeo@trillumhealth.org"
"Wyoming","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","Regional Prevention and Support Programs (formerly CSPs)","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Cayuga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-3001","Richard.Hershberger@roswellPark.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Bronx-Lebanon Hospital Center","Prevention Services for Women","1276 Fulton Avenue Bronx, NY 10456","(718)901-8600","vdemarco@bronxleb.org"
"Cayuga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","SAGE/Upstate, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","431 E Fayette St, Suite 050, Syracuse, NY 13202","(315) 478-1923","kdill@sageupstate.org"
"Steuben","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","University of Rochester","Comprehensive Care Centers for Eating Disorders","518 Hylan Building  RC Box 270140  Rochester, NY 14627","585-273-2137","anne.corriveau@rochester.edu"
"Saratoga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Catholic Charities AIDS Services","Expanded Syringe Access Program","100 Slingerland St Albany , NY 12202","(518) 449-3581","stephaniel@ccalbany.org"
"Orange","4","Promote Healthy Women, Infants, and Children","2","Child Health","Cornerstone Family Healthcare, Inc.","Special Supplemental Food Program for Women, Infants, and Children (WIC)","147 Lake Street
Newburgh, NY 12550","(845) 568-5473","LMuller@ghvfhc.org"
"Rockland","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Five Towns Community Center, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","270 Lawrence Ave Lawrence , NY 11559","(516) 239-6244","lsistrunk@fivetownsmail.org"
"Cayuga","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Crouse Hospital - Regional Perinatal Center","Regional Perinatal Centers","736 Irving Ave, Syracuse, NY 13210","(315) 470-8747","barbaramiller@crouse.org"
"Cayuga","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Finger Lakes Migrant Healthcare Project","Migrant and Seasonal Farmworker Health Program","165 Main Street Ossining NY 10562","(315) 531-9102","Maryz@flchealth.org"
"Greene","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Catholic Charities AIDS Services","Expanded Syringe Access Program","100 Slingerland St Albany , NY 12202","(518) 449-3581","stephaniel@ccalbany.org"
"Oneida","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","AIDS Community Resources, Inc.","Expanded Syringe Access Program","627 West Genesee St Syracuse , NY 13204","(315) 475-2430","wmurtaugh@acrhealth.org"
"Orange","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Criminal Justice - Men","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Schuyler","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Cayuga","4","Promote Healthy Women, Infants, and Children","2","Child Health","East Hill Family Medical Center","School Based Health Centers- Dental Clinics","Metcalf Plaza 144 Genesee St, Suite 500, Auburn, NY 13021","(315) 253-6796","jrose@easthillmedical.com"
