School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location,Counties
NYC DOE,X451,Bronx,Public School,1,No,0,0,0,1,Yes,,1,0,No,Yes,06/27/2018,http://schools.nyc.gov/schools/X312,"X312,X376,X377,X432,X452,X561,X017",,Bronx,NY,10473,04/03/2019,04/03/2019,40 821218,"1980 LAFAYETTE AVENUE
Bronx, NY 10473
(40.821453000000076, -73.85597099999995)",
NYC DOE,X455,Bronx,Public School,366,No,0,0,0,366,Yes,,366,0,No,Yes,02/15/2017,http://schools.nyc.gov/schools/X455,"X249,X455,X176",,Bronx,NY,10475,04/03/2019,04/03/2019,40 874035,"750 BAYCHESTER AVENUE
Bronx, NY 10475
(40.87406226400003, -73.83381330499998)",
NYC DOE,X456,Bronx,Public School,4,No,0,0,0,4,Yes,,4,0,No,Yes,03/31/2017,http://schools.nyc.gov/schools/X455,X455,,Bronx,NY,10475,04/03/2019,04/03/2019,40 874035,"750 BAYCHESTER AVENUE
Bronx, NY 10475
(40.87406226400003, -73.83381330499998)",
NYC DOE,X460,Bronx,Public School,106,No,0,0,0,106,Yes,,106,0,No,Yes,01/31/2017,http://schools.nyc.gov/schools/X505,X505,,Bronx,NY,10451,04/03/2019,04/03/2019,40 827461,"244 EAST 163 STREET
Bronx, NY 10451
(40.82765534200007, -73.91887928699998)",
NYC DOE,X465,Bronx,Public School,67,No,0,0,0,67,Yes,,67,0,No,Yes,03/06/2017,http://schools.nyc.gov/schools/X231,X231,,Bronx,NY,10457,04/03/2019,04/03/2019,40 845366,"4143 THIRD AVENUE
Bronx, NY 10457
(40.84520444000003, -73.89696363699994)",
NYC DOE,X470,Bronx,Public School,54,No,0,0,0,54,Yes,,54,0,No,Yes,03/13/2018,http://schools.nyc.gov/schools/X473,"X473,X495",,Bronx,NY,10455,04/03/2019,04/03/2019,40 818041,"701 ST. ANNS AVENUE
Bronx, NY 10455
(40.818321000000026, -73.91118149999994)",
NYC DOE,X471,Bronx,Public School,1,No,0,0,0,1,Yes,,1,0,No,Yes,01/10/2017,http://schools.nyc.gov/schools/X471,"X473,X495",,Bronx,NY,10455,04/03/2019,04/03/2019,40 818041,"701 ST. ANNS AVENUE
Bronx, NY 10455
(40.818321000000026, -73.91118149999994)",
NYC DOE,X475,Bronx,Public School,200,No,0,0,0,200,Yes,,200,0,No,Yes,01/31/2017,http://schools.nyc.gov/schools/X213,"X213,X284,X397,X477,X546,X539,X553",,Bronx,NY,10463,04/03/2019,04/03/2019,40 877379,"99 TERRACE VIEW AVENUE
Bronx, NY 10463
(40.877010459000076, -73.91237994399995)",
NYC DOE,X476,Bronx,Public School,3,No,0,0,0,3,Yes,,3,0,No,Yes,04/27/2017,http://schools.nyc.gov/schools/X213,"X213,X284,X397,X477,X546,X539,X553",,Bronx,NY,10463,04/03/2019,04/03/2019,40 877379,"99 TERRACE VIEW AVENUE
Bronx, NY 10463
(40.877010459000076, -73.91237994399995)",
NYC DOE,X498,Bronx,Public School,120,No,0,0,0,120,Yes,,120,0,No,Yes,12/21/2018,http://schools.nyc.gov/schools/X498,"X498,X596,X378",,Bronx,NY,10462,04/03/2019,04/03/2019,40 845023,"1640 BRONXDALE AVE
Bronx, NY 10462
(40.84498750700004, -73.85838499199997)",
NYC DOE,X500,Bronx,Public School,25,No,0,0,0,25,Yes,,25,0,No,Yes,04/07/2017,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Bronx,NY,10451,04/03/2019,04/03/2019,40 818118,"475 GRAND CONCOURSE
Bronx, NY 10451
(40.81795729000004, -73.92759744099999)",
NYC DOE,X582,Bronx,Public School,39,No,0,0,0,39,Yes,,39,0,No,Yes,02/01/2017,http://schools.nyc.gov/schools/X582,X582,,Bronx,NY,10452,04/03/2019,04/03/2019,40 843378,"1434 OGDEN AVENUE
Bronx, NY 10452
(40.843635842000026, -73.92366870199999)",
NYC DOE,X600,Bronx,Public School,163,No,0,0,0,163,Yes,,163,0,No,Yes,01/23/2017,http://schools.nyc.gov/schools/X600,"X381,X522,X600",,Bronx,NY,10451,04/03/2019,04/03/2019,40 818645,"333 EAST 151 STREET
Bronx, NY 10451
(40.81823236200006, -73.91967307899995)",
NYC DOE,X601,Bronx,Public School,5,No,0,0,0,5,Yes,,5,0,No,Yes,05/25/2018,http://schools.nyc.gov/schools/X601,X600,,Bronx,NY,10451,04/03/2019,04/03/2019,40 818645,"333 EAST 151 STREET
Bronx, NY 10451
(40.81823236200006, -73.91967307899995)",
NYC DOE,X650,Bronx,Public School,105,No,0,0,0,105,Yes,,105,0,No,Yes,01/24/2017,http://schools.nyc.gov/schools/X650,"X559,X202",,Bronx,NY,10456,04/03/2019,04/03/2019,40 821723,"900 TINTON AVENUE
Bronx, NY 10456
(40.82170967400003, -73.90351264899994)",
NYC DOE,X655,Bronx,Public School,93,No,0,0,0,93,Yes,,93,0,No,Yes,01/26/2017,http://schools.nyc.gov/schools/X259,"X259,X557,X208",,Bronx,NY,10455,04/03/2019,04/03/2019,40 810671,"455 SOUTHERN BLVD
Bronx, NY 10455
(40.810527000000036, -73.90730249999996)",
NYC DOE,X660,Bronx,Public School,92,No,0,0,0,92,Yes,,92,0,No,Yes,03/03/2017,http://schools.nyc.gov/schools/X264,"X264,X524,X565",,Bronx,NY,10458,04/03/2019,04/03/2019,40 855392,"2474 CROTONA AVENUE
Bronx, NY 10458
(40.85538094800006, -73.88286188699993)",
NYC DOE,X701,Bronx,Public School,9,No,0,0,0,9,Yes,,9,0,No,Yes,01/18/2017,http://schools.nyc.gov/schools/X723,X723,,Bronx,NY,10475,04/03/2019,04/03/2019,40 88298,"3540 BIVONA STREET
Bronx, NY 10475
(40.883121000000074, -73.83144149999998)",
NYC DOE,X716,Bronx,Public School,50,No,0,0,0,50,Yes,,50,0,No,Yes,01/28/2018,http://schools.nyc.gov/schools/X185,X185,,Bronx,NY,10459,04/03/2019,04/03/2019,40 823228,"1001 INTERVALE AVENUE
Bronx, NY 10459
(40.82322432400008, -73.89689073999995)",
NYC DOE,X717,Bronx,Public School,22,No,0,0,0,22,Yes,,22,0,No,Yes,04/07/2017,http://schools.nyc.gov/schools/X717,X717,,Bronx,NY,10457,04/03/2019,04/03/2019,40 838654,"1506-30 BROOK AVENUE
Bronx, NY 10457
(40.838425921000066, -73.90511337399994)",
NYC DOE,X722,Bronx,Public School,106,No,0,0,0,106,Yes,,106,0,No,Yes,02/01/2017,http://schools.nyc.gov/schools/X721,X721,,Bronx,NY,10461,04/03/2019,04/03/2019,40 842725,"2697 WESTCHESTER AVENUE
Bronx, NY 10461
(40.84244132400005, -73.83871106399994)",
NYC DOE,X781,Bronx,Public School,78,No,0,0,0,78,Yes,,78,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/X051,X051,,Bronx,NY,10457,04/03/2019,04/03/2019,40 850674,"695 EAST 182ND STREET
Bronx, NY 10457
(40.85058262600006, -73.88681350299998)",
NYC DOE,X790,Bronx,Public School,289,No,0,0,0,289,Yes,,289,0,No,Yes,05/16/2018,http://schools.nyc.gov/schools/X527,"X527,X548,X188,X581,X704",,Bronx,NY,10451,04/03/2019,04/03/2019,40 821828,"730 CONCOURSE VILLAGE WEST
Bronx, NY 10451
(40.82261484900005, -73.92362053299996)",
NYC DOE,X808,Bronx,Public School,12,No,0,0,0,12,Yes,,12,0,No,Yes,02/01/2017,http://schools.nyc.gov/schools/X008,X008,,Bronx,NY,10458,04/03/2019,04/03/2019,40 872259,"3010 BRIGGS AVENUE
Bronx, NY 10458
(40.87249084800004, -73.88371269399994)",
NYC DOE,X817,Bronx,Public School,22,No,0,0,0,22,Yes,,22,0,No,Yes,12/14/2017,http://schools.nyc.gov/schools/X010,X010,,Bronx,NY,10460,04/03/2019,04/03/2019,40 835849,"1680 HOE AVENUE
Bronx, NY 10460
(40.83606260900007, -73.88738404399999)",
NYC DOE,X819,Bronx,Public School,22,No,0,0,0,22,Yes,,22,0,No,Yes,07/10/2018,http://schools.nyc.gov/schools/X207,X207,,Bronx,NY,10463,04/03/2019,04/03/2019,40 878327,"3030 GODWIN TERRACE
Bronx, NY 10463
(40.878427841000075, -73.90647072399997)",
NYC DOE,X822,Bronx,Public School,31,No,0,0,0,31,Yes,,31,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/X310,X310,,Bronx,NY,10463,04/03/2019,04/03/2019,40 872477,"260 W KINGSBRIDGE RD
Bronx, NY 10463
(40.872867005000046, -73.90522953999994)",
NYC DOE,X823,Bronx,Public School,14,No,0,0,0,14,Yes,,14,0,No,Yes,02/07/2017,http://schools.nyc.gov/schools/X465,X465,,Bronx,NY,10472,04/03/2019,04/03/2019,40 824989,"1025 MORRISON AVENUE
Bronx, NY 10472
(40.824963000000025, -73.87403849999998)",
NYC DOE,X824,Bronx,Public School,24,No,0,0,0,24,Yes,,24,0,No,Yes,01/27/2017,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Bronx,NY,10453,04/03/2019,04/03/2019,40 846755,"108 WEST 174 STREET
Bronx, NY 10453
(40.84695891700005, -73.91827897399997)",
NYC DOE,X826,Bronx,Public School,98,No,0,0,0,98,Yes,,98,0,No,Yes,05/30/2018,http://schools.nyc.gov/schools/X226,X226,,Bronx,NY,10453,04/03/2019,04/03/2019,40 855822,"1950 SEDGWICK AVENUE
Bronx, NY 10453
(40.85600521600003, -73.91631965799996)",
NYC DOE,X831,Bronx,Public School,41,No,0,0,0,41,Yes,,41,0,No,Yes,04/26/2017,http://schools.nyc.gov/schools/X168,"X046,X168",,Bronx,NY,10458,04/03/2019,04/03/2019,40 866552,"290 EAST 196 STREET
Bronx, NY 10458
(40.86668507300004, -73.89054485099996)",
NYC DOE,X832,Bronx,Public School,8,No,0,0,0,8,Yes,,8,0,No,Yes,01/26/2017,http://schools.nyc.gov/schools/X032,X032,,Bronx,NY,10458,04/03/2019,04/03/2019,40 851724,"690 EAST 183 STREET
Bronx, NY 10458
(40.85211322400005, -73.88603084299996)",
NYC DOE,X833,Bronx,Public School,16,No,0,0,0,16,Yes,,16,0,No,Yes,02/22/2017,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Bronx,NY,10462,04/03/2019,04/03/2019,40 833936,"1230 ZEREGA AVENUE
Bronx, NY 10462
(40.83387300000004, -73.84454549999998)",
NYC DOE,X834,Bronx,Public School,15,No,0,0,0,15,Yes,,15,0,No,Yes,02/01/2017,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Bronx,NY,10459,04/03/2019,04/03/2019,40 831613,"1330 BRISTOW STREET
Bronx, NY 10459
(40.831463556000074, -73.89480843099994)",
NYC DOE,X839,Bronx,Public School,50,No,0,0,0,50,Yes,,50,0,No,Yes,01/20/2017,http://schools.nyc.gov/schools/X418,"X418,X811",,Bronx,NY,10462,04/03/2019,04/03/2019,40 851577,"2040 ANTIN PL
Bronx, NY 10462
(40.851608396000074, -73.86475131799995)",
NYC DOE,X840,Bronx,Public School,8,No,0,0,0,8,Yes,,8,0,No,Yes,01/25/2017,http://schools.nyc.gov/schools/X186,X186,,Bronx,NY,10456,04/03/2019,04/03/2019,40 823318,"916 EAGLE AVENUE
Bronx, NY 10456
(40.82337000000007, -73.90741499999996)",
NYC DOE,X842,Bronx,Public School,18,No,0,0,0,18,Yes,,18,0,No,Yes,04/18/2017,http://schools.nyc.gov/schools/X168,X168,,Bronx,NY,10463,04/03/2019,04/03/2019,40 883588,"3990 HILLMAN AVENUE
Bronx, NY 10463
(40.883702407000044, -73.89056985099995)",
NYC DOE,X843,Bronx,Public School,40,No,0,0,0,40,Yes,,40,0,No,Yes,07/25/2017,http://schools.nyc.gov/schools/X246,X246,,Bronx,NY,10468,04/03/2019,04/03/2019,40 865972,"2641 GRAND CONCOURSE
Bronx, NY 10468
(40.86578080700008, -73.89481729799996)",
NYC DOE,X848,Bronx,Public School,24,No,0,0,0,24,Yes,,24,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/X048,X048,,Bronx,NY,10474,04/03/2019,04/03/2019,40 813637,"659 COSTER STREET
Bronx, NY 10474
(40.813601805000076, -73.88723597299997)",
NYC DOE,X851,Bronx,Public School,18,No,0,0,0,18,Yes,,18,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/X053,X053,,Bronx,NY,10456,04/03/2019,04/03/2019,40 832648,"360 EAST 168 STREET
Bronx, NY 10456
(40.83286292500003, -73.91161627099996)",
NYC DOE,X852,Bronx,Public School,30,No,0,0,0,30,Yes,,30,0,No,Yes,01/31/2017,http://schools.nyc.gov/schools/X308,X308,,Bronx,NY,10467,04/03/2019,04/03/2019,40 885428,"3617 BAINBRIDGE AVENUE
Bronx, NY 10467
(40.88537834500005, -73.87767650499995)",
NYC DOE,X853,Bronx,Public School,17,No,0,0,0,17,Yes,,17,0,No,Yes,12/12/2017,http://schools.nyc.gov/schools/X853,X059,,Bronx,NY,10457,04/03/2019,04/03/2019,40 850852,"2120 QUARRY ROAD
Bronx, NY 10457
(40.85106893100004, -73.89297715099997)",
NYC DOE,X855,Bronx,Public School,27,No,0,0,0,27,Yes,,27,0,No,Yes,07/10/2018,http://schools.nyc.gov/schools/X469,X469,,Bronx,NY,10454,04/03/2019,04/03/2019,40 807422,"577 EAST 139 STREET
Bronx, NY 10454
(40.807289472000036, -73.91643275899997)",
NYC DOE,X859,Bronx,Public School,19,No,0,0,0,19,Yes,,19,0,No,Yes,03/27/2018,http://schools.nyc.gov/schools/X598,X598,,Bronx,NY,10453,04/03/2019,04/03/2019,40 857932,"2246 JEROME AVENUE
Bronx, NY 10453
(40.85796660800003, -73.90412270399997)",
NYC DOE,X862,Bronx,Public School,7,No,0,0,0,7,Yes,,7,0,No,Yes,02/02/2017,http://schools.nyc.gov/schools/X177,X177,,Bronx,NY,10456,04/03/2019,04/03/2019,40 83093,"1260 FRANKLIN AVENUE
Bronx, NY 10456
(40.83121530900007, -73.90237584499994)",
NYC DOE,X864,Bronx,Public School,44,No,0,0,0,44,Yes,,44,0,No,Yes,10/15/2018,http://schools.nyc.gov/schools/X205,X205,,Bronx,NY,10460,04/03/2019,04/03/2019,40 853238,"2375 SOUTHERN BOULEVARD
Bronx, NY 10460
(40.85308452100003, -73.88181335199994)",
NYC DOE,X868,Bronx,Public School,35,No,0,0,0,35,Yes,,35,0,No,Yes,06/12/2018,http://schools.nyc.gov/schools/X868,X086,,Bronx,NY,10468,04/03/2019,04/03/2019,40 869061,"2756 RESERVOIR AVENUE
Bronx, NY 10468
(40.870175533000065, -73.89836549599994)",
NYC DOE,X869,Bronx,Public School,15,No,0,0,0,15,Yes,,15,0,No,Yes,01/30/2017,http://schools.nyc.gov/schools/X069,X069,,Bronx,NY,10472,04/03/2019,04/03/2019,40 8167,"560 THERIOT AVENUE
Bronx, NY 10472
(40.816803478000054, -73.86091065999994)",
NYC DOE,X870,Bronx,Public School,10,No,0,0,0,10,Yes,,10,0,No,Yes,01/30/2017,http://schools.nyc.gov/schools/X070,X070,,Bronx,NY,10457,04/03/2019,04/03/2019,40 844236,"1691 WEEKS AVENUE
Bronx, NY 10457
(40.844381930000054, -73.90762968399997)",
NYC DOE,X873,Bronx,Public School,7,No,0,0,0,7,Yes,,7,0,No,Yes,02/06/2017,http://schools.nyc.gov/schools/X073,X073,,Bronx,NY,10452,04/03/2019,04/03/2019,40 832609,"1020 ANDERSON AVENUE
Bronx, NY 10452
(40.83281246800004, -73.92674389999996)",
NYC DOE,X874,Bronx,Public School,18,No,0,0,0,18,Yes,,18,0,No,Yes,03/16/2018,http://schools.nyc.gov/schools/X874,X053,,Bronx,NY,10456,04/03/2019,04/03/2019,40 832648,"360 EAST 168 STREET
Bronx, NY 10456
(40.83286292500003, -73.91161627099996)",
NYC DOE,X876,Bronx,Public School,49,No,0,0,0,49,Yes,,49,0,No,Yes,02/03/2017,http://schools.nyc.gov/schools/X525,X525,,Bronx,NY,10457,04/03/2019,04/03/2019,40 84325,"1710 WEBSTER AVENUE
Bronx, NY 10457
(40.84349268100004, -73.90328335699996)",
NYC DOE,X878,Bronx,Public School,43,No,0,0,0,43,Yes,,43,0,No,Yes,02/02/2017,http://schools.nyc.gov/schools/X682,X682,,Bronx,NY,10460,04/03/2019,04/03/2019,40 831212,"1021 JENNINGS STREET
Bronx, NY 10460
(40.830849785000055, -73.88614466299998)",
NYC DOE,X879,Bronx,Public School,35,No,0,0,0,35,Yes,,35,0,No,Yes,03/03/2017,http://schools.nyc.gov/schools/X684,X684,,Bronx,NY,10460,04/03/2019,04/03/2019,40 841376,"1122 EAST 180 STREET
Bronx, NY 10460
(40.84161617500007, -73.87489270299994)",
NYC DOE,X880,Bronx,Public School,33,No,0,0,0,33,Yes,,33,0,No,Yes,01/26/2017,http://schools.nyc.gov/schools/X069,X069,,Bronx,NY,10472,04/03/2019,04/03/2019,40 817852,"639 THIERIOT AVENUE
Bronx, NY 10472
(40.81827185100008, -73.86130928199998)",
NYC DOE,X884,Bronx,Public School,68,No,0,0,0,68,Yes,,68,0,No,Yes,01/24/2017,http://schools.nyc.gov/schools/X427,"X427,X670",,Bronx,NY,10451,04/03/2019,04/03/2019,40 815712,"350 GERARD AVENUE
Bronx, NY 10451
(40.81556911700005, -73.93051752399998)",
NYC DOE,X885,Bronx,Public School,11,No,0,0,0,11,Yes,,11,0,No,Yes,01/17/2017,http://schools.nyc.gov/schools/X085,X085,,Bronx,NY,10458,04/03/2019,04/03/2019,40 858689,"2400 MARION AVENUE
Bronx, NY 10458
(40.85884354800004, -73.89513342199996)",
NYC DOE,X886,Bronx,Public School,29,No,0,0,0,29,Yes,,29,0,No,Yes,01/30/2017,http://schools.nyc.gov/schools/X307,X307,,Bronx,NY,10468,04/03/2019,04/03/2019,40 869142,"124 EAMES PLACE
Bronx, NY 10468
(40.869281546000025, -73.90158909799999)",
NYC DOE,X890,Bronx,Public School,7,No,0,0,0,7,Yes,,7,0,No,Yes,04/18/2018,http://schools.nyc.gov/schools/X890,X443,,Bronx,NY,10456,04/03/2019,04/03/2019,40 831873,"1116 SHERIDAN AVENUE
Bronx, NY 10456
(40.832132700000045, -73.91786118299996)",
NYC DOE,X891,Bronx,Public School,10,No,0,0,0,10,Yes,,10,0,No,Yes,12/19/2017,http://schools.nyc.gov/schools/X891,X091,,Bronx,NY,10453,04/03/2019,04/03/2019,40 858286,"2200 AQUEDUCT AVENUE
Bronx, NY 10453
(40.85808872100006, -73.90796060599996)",
NYC DOE,X893,Bronx,Public School,13,No,0,0,0,13,Yes,,13,0,No,Yes,01/18/2017,http://schools.nyc.gov/schools/X093,X093,,Bronx,NY,10473,04/03/2019,04/03/2019,40 822522,"1535 STORY AVENUE
Bronx, NY 10473
(40.82177304900006, -73.87698201299997)",
NYC DOE,X896,Bronx,Public School,17,No,0,0,0,17,Yes,,17,0,No,Yes,06/18/2018,http://schools.nyc.gov/schools/X279,X279,,Bronx,NY,10453,04/03/2019,04/03/2019,40 857248,"2240 WALTON AVENUE
Bronx, NY 10453
(40.85734853100007, -73.90338221499997)",
NYC DOE,X899,Bronx,Public School,12,No,0,0,0,12,Yes,,12,0,No,Yes,02/03/2017,http://schools.nyc.gov/schools/X109,X109,,Bronx,NY,10453,04/03/2019,04/03/2019,40 851661,"1771 POPHAM AVENUE
Bronx, NY 10453
(40.85141994000003, -73.91855272499998)",
NYC DOE,X905,Bronx,Public School,11,No,0,0,0,11,Yes,,11,0,No,Yes,04/18/2017,http://schools.nyc.gov/schools/X696,X696,,Bronx,NY,10468,04/03/2019,04/03/2019,40 874725,"2925 GOULDEN AVENUE
Bronx, NY 10468
(40.87442380400006, -73.89502219799994)",
NYC DOE,X906,Bronx,Public School,3,No,0,0,0,3,Yes,,3,0,No,Yes,05/16/2018,http://schools.nyc.gov/schools/X906,X175,,Bronx,NY,10464,04/03/2019,04/03/2019,40 843881,"200 CITY ISLAND AVENUE
Bronx, NY 10464
(40.84352369000004, -73.78506945699996)",
NYC DOE,X915,Bronx,Public School,4,No,0,0,0,4,Yes,,4,0,No,Yes,01/11/2017,http://schools.nyc.gov/schools/X915,X119,,Bronx,NY,10472,04/03/2019,04/03/2019,40 828474,"1075 PUGSLEY AVENUE
Bronx, NY 10472
(40.828722465000055, -73.85663023999996)",
NYC DOE,X916,Bronx,Public School,4,No,0,0,0,4,Yes,,4,0,No,Yes,01/26/2017,http://schools.nyc.gov/schools/X016,X016,,Bronx,NY,10470,04/03/2019,04/03/2019,40 902311,"4550 CARPENTER AVENUE
Bronx, NY 10470
(40.902441518000046, -73.85463356899999)",
NYC DOE,X917,Bronx,Public School,8,No,0,0,0,8,Yes,,7,1,Yes,Yes,01/24/2017,http://schools.nyc.gov/schools/X097,X097,,Bronx,NY,10469,04/03/2019,04/03/2019,40 85589,"1375 MACE AVENUE
Bronx, NY 10469
(40.86285434900003, -73.84678412199997)",
NYC DOE,X918,Bronx,Public School,10,No,0,0,0,10,Yes,,10,0,No,Yes,05/31/2018,http://schools.nyc.gov/schools/X918,X068,,Bronx,NY,10466,04/03/2019,04/03/2019,40 891603,"4011 MONTICELLO AVENUE
Bronx, NY 10466
(40.891524350000054, -73.83840490599994)",
NYC DOE,X919,Bronx,Public School,10,No,0,0,0,10,Yes,,10,0,No,Yes,03/03/2017,http://schools.nyc.gov/schools/X089,X089,,Bronx,NY,10469,04/03/2019,04/03/2019,40 862481,"980 MACE AVENUE
Bronx, NY 10469
(40.86302882100006, -73.85923414399997)",
NYC DOE,X920,Bronx,Public School,4,No,0,0,0,4,Yes,,4,0,No,Yes,01/20/2017,http://schools.nyc.gov/schools/X495,X495,,Bronx,NY,10455,04/03/2019,04/03/2019,40 818041,"701 SAINT ANN'S AVENUE
Bronx, NY 10455
(40.818321000000026, -73.91118149999994)",
NYC DOE,X921,Bronx,Public School,6,No,0,0,0,6,Yes,,6,0,No,Yes,01/17/2017,http://schools.nyc.gov/schools/X121,X121,,Bronx,NY,10469,04/03/2019,04/03/2019,40 866474,"2750 THROOP AVENUE
Bronx, NY 10469
(40.866999873000054, -73.85093385599998)",
NYC DOE,X922,Bronx,Public School,4,No,0,0,0,4,Yes,,4,0,No,Yes,03/04/2017,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Bronx,NY,10473,04/03/2019,04/03/2019,40 821218,"1980 LAFAYETTE AVENUE
Bronx, NY 10473
(40.821453000000076, -73.85597099999995)",
NYC DOE,X923,Bronx,Public School,12,No,0,0,0,12,Yes,,12,0,No,Yes,01/26/2017,http://schools.nyc.gov/schools/X103,X103,,Bronx,NY,10466,04/03/2019,04/03/2019,40 892198,"4125 CARPENTER AVENUE
Bronx, NY 10466
(40.892168629000025, -73.86147824499994)",
NYC DOE,X924,Bronx,Public School,5,No,0,0,0,5,Yes,,5,0,No,Yes,02/01/2017,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Bronx,NY,10452,04/03/2019,04/03/2019,40 8404,"1425 WALTON AVENUE
Bronx, NY 10452
(40.840217161000055, -73.91550832999997)",
NYC DOE,X926,Bronx,Public School,10,No,0,0,0,10,Yes,,10,0,No,Yes,01/25/2017,http://schools.nyc.gov/schools/X076,X076,,Bronx,NY,10469,04/03/2019,04/03/2019,40 869059,"900 ADEE AVENUE
Bronx, NY 10469
(40.869573529000036, -73.86103856099999)",
NYC DOE,X927,Bronx,Public School,4,No,0,0,0,4,Yes,,4,0,No,Yes,04/04/2017,http://schools.nyc.gov/schools/X723,X723,,Bronx,NY,10456,04/03/2019,04/03/2019,40 837829,"1455 WEBSTER AVENUE
Bronx, NY 10456
(40.83760270700003, -73.90664880599996)",
NYC DOE,X930,Bronx,Public School,12,No,0,0,0,12,Yes,,12,0,No,Yes,02/01/2017,http://schools.nyc.gov/schools/X009,X009,,Bronx,NY,10458,04/03/2019,04/03/2019,40 85644,"230 EAST 183 STREET
Bronx, NY 10458
(40.85661600000003, -73.89856349999997)",
NYC DOE,X931,Bronx,Public School,15,No,0,0,0,15,Yes,,15,0,No,Yes,02/01/2017,http://schools.nyc.gov/schools/X020,X020,,Bronx,NY,10467,04/03/2019,04/03/2019,40 869482,"3020 WEBSTER AVENUE
Bronx, NY 10467
(40.86951248300005, -73.87963602299999)",
NYC DOE,X932,Bronx,Public School,12,No,0,0,0,12,Yes,,12,0,No,Yes,01/27/2017,http://schools.nyc.gov/schools/X118,X118,,Bronx,NY,10457,04/03/2019,04/03/2019,40 848702,"577 EAST 179 STREET
Bronx, NY 10457
(40.848516000000075, -73.89238949999998)",
NYC DOE,X933,Bronx,Public School,8,No,0,0,0,8,Yes,,8,0,No,Yes,01/31/2017,http://schools.nyc.gov/schools/X163,X163,,Bronx,NY,10457,04/03/2019,04/03/2019,40 8517,"2075 WEBSTER AVENUE
Bronx, NY 10457
(40.85159386300006, -73.89860179799996)",
NYC DOE,X935,Bronx,Public School,16,No,0,0,0,16,Yes,,16,0,No,Yes,01/30/2017,http://schools.nyc.gov/schools/X105,X105,,Bronx,NY,10462,04/03/2019,04/03/2019,40 853075,"725 BRADY AVENUE
Bronx, NY 10462
(40.852413512000055, -73.86644951499994)",
NYC DOE,X936,Bronx,Public School,12,No,0,0,0,12,Yes,,12,0,No,Yes,02/02/2017,http://schools.nyc.gov/schools/X006,X006,,Bronx,NY,10460,04/03/2019,04/03/2019,40 840445,"1000 EAST TREMONT AVENUE
Bronx, NY 10460
(40.84094342900005, -73.88215382799996)",
NYC DOE,X937,Bronx,Public School,23,No,0,0,0,23,Yes,,23,0,No,Yes,05/16/2018,http://schools.nyc.gov/schools/X718,X718,,Bronx,NY,10466,04/03/2019,04/03/2019,40 884371,"3740 BAYCHESTER AVENUE
Bronx, NY 10466
(40.884440521000045, -73.84023600499995)",
NYC DOE,X938,Bronx,Public School,4,No,0,0,0,4,Yes,,4,0,No,Yes,02/16/2017,http://schools.nyc.gov/schools/X138,X138,,Bronx,NY,10473,04/03/2019,04/03/2019,40 822288,"2060 LAFAYETTE AVENUE
Bronx, NY 10473
(40.82271779100006, -73.85286159499998)",
NYC DOE,X939,Bronx,Public School,10,No,0,0,0,10,Yes,,10,0,No,Yes,12/20/2017,http://schools.nyc.gov/schools/X939,X033,,Bronx,NY,10468,04/03/2019,04/03/2019,40 861081,"2392 JEROME AVENUE
Bronx, NY 10468
(40.86122189500003, -73.90214516099996)",
NYC DOE,X941,Bronx,Public School,4,No,0,0,0,4,Yes,,4,0,No,Yes,02/04/2017,http://schools.nyc.gov/schools/X300,X300,,Bronx,NY,10460,04/03/2019,04/03/2019,40 846128,"2055 MAPES AVENUE
Bronx, NY 10460
(40.845602462000045, -73.88643888599995)",
NYC DOE,X942,Bronx,Public School,4,No,0,0,0,4,Yes,,4,0,No,Yes,01/26/2017,http://schools.nyc.gov/schools/X016,X016,,Bronx,NY,10470,04/03/2019,04/03/2019,40 902311,"4550 CARPENTER AVENUE
Bronx, NY 10470
(40.902441518000046, -73.85463356899999)",
NYC DOE,X945,Bronx,Public School,8,No,0,0,0,8,Yes,,8,0,No,Yes,01/24/2017,http://schools.nyc.gov/schools/X087,X087,,Bronx,NY,10466,04/03/2019,04/03/2019,40 895741,"1935 BUSSING AVENUE
Bronx, NY 10466
(40.89553200000006, -73.84585049999998)",
NYC DOE,X946,Bronx,Public School,8,No,0,0,0,8,Yes,,8,0,No,Yes,01/30/2017,http://schools.nyc.gov/schools/X108,X108,,Bronx,NY,10461,04/03/2019,04/03/2019,40 854277,"1166 NEILL AVENUE
Bronx, NY 10461
(40.85483606500003, -73.85293858699998)",
