"county","priority_area_order","priority_area","focus_area_order","focus_area","contractor","contract_information","contractor_main_address","phone_number","email"
"Cortland","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cortland County Health Department/Tobacco Free Cortland","Advancing Tobacco Free Communities","60 Central Avenue, Cortland NY 13045","(607) 753-5135","cfeuerherm@cortland-co.org"
"Livingston","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Herkimer","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Schuyler","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","County of Chemung","Advancing Tobacco Free Communities","103 Washington Street, PO Box 588, Elmira, NY 14902","(607) 737-2028 x 22856","mklossner@co.chemung.ny.us"
"Niagara","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Cooperative Extension Association in the State of New York (Niagara County) ","Creating Healthy Schools and Communities","1522 Main St, Niagara Falls NY 14305","716-229-0905 ext 288","jlt235@cornell.edu"
"Ulster","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Orange","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Yates","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","University of Rochester","Health Systems for a Tobacco Free New York","265 Crittenden Blvd., CU420644, Rochester, NY 14627-8969","(585) 276-4512","tammie_martin@urmc.rochester.edu"
"Niagara","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Roswell Park Cancer Institute Division, HRI","Health Systems for a Tobacco Free New York","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-5790","Martin.Mahoney@roswellpark.org"
"Chautauqua","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741 ext 214","michelle@caiglobal.org"
"Greene","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Warren","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Glens Falls Hospital","Health Systems for a Tobacco Free New York","100 Park St Glens Falls NY 12801","(518) 926-5904","TMills@glensfallshosp.org"
"Putnam","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Bronx","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYCHHC - Lincoln Medical & Mental Health Ctr","Cancer Services Partnerships","Lincoln Medical and Mental Health Center 234 East 149th St, Rm. 1B1 Bronx NY 10451","(718) 579-5985","annette.clark@nychhc.org"
"Oneida","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Oneida County DOH","Cancer Services Partnerships","185 Genesee St., 5 Fl., Utica, NY 13501","(315) 798-5099","madams@ocgov.net"
"Schuyler","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Broome County Health Department","Cancer Services Partnerships","225 Front Street Binghamton, NY 13905","(607) 778-2884","cabbott@co.broome.ny.us"
"Cattaraugus","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Erie 1 Board of Cooperative Educational Services ","Creating Healthy Schools and Communities","355 Harlem Rd., Building C, West Seneca, NY 14224","(716) 821-7566","khuber@e1b.org"
"Monroe","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","University of Rochester Medical Ctr Ctr for Community Health","Cancer Services Partnerships","46 Prince St., Rochester, NY 14607","(585) 224-3071","candice_lucas@urmc.rochester.edu"
"Oswego","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","St. Joseph's Hospital Health Center/Cessation Center","Health Systems for a Tobacco Free New York","7246 Janus Park Drive Liverpool, NY 13088","(315) 458-3600 x 378","christopher.owens@sjhsyr.org"
"New York","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","The New York Presbyterian Hospital","A Systems Approach for Reducing the Burden of Asthma in New York State","622 W. 168th Street PH 46, New York, NY 10032","212-305-1997","tac9078@nyp.org"
"Sullivan","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Kingston Hospital ","Advancing Tobacco Free Communities","741 Grant Avenue Lake Katrine, NY 12449","(845) 943-6024","steven.haas@hahv.org"
"Saratoga","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Orange","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Schoharie","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Columbia","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Dutchess","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Open Door Family Medical Center Inc","Cancer Services Partnerships","2 Church St., Ste 110 Ossining NY 10562","(914) 488-6406","lcassarino@hitch.org"
"Orange","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","American Lung Association 
(Hudson Valley Asthma Coalition)","A Systems Approach for Reducing the Burden of Asthma in New York State","14 Wall Street Suite 8C New York, NY 10005","(914) 407-2215","jrubino@lungne.org"
"Dutchess","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Kingston Hospital ","Advancing Tobacco Free Communities","741 Grant Avenue Lake Katrine, NY 12449","(845) 943-6024","steven.haas@hahv.org"
"Orange","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Bronx","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext 228","ejones@caiglobal.org"
"Jefferson","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","St. Joseph's Hospital Center","Health Systems for a Tobacco Free New York","7246 Janus Park Drive Liverpool, NY 13088","(315) 458-3600 x378","christopher.owens@sjhsyr.org"
"Warren","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Glens Falls Hospital","Cancer Services Partnerships","GFH 100 Park St., Glens Falls, NY 12801","(518) 926-6577","ginfante@glensfallshosp.org"
"Monroe","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Schenectady","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Oneida","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Warren","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Queens","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","American Lung Association
(Asthma Coalition of Queens)","A Systems Approach for Reducing the Burden of Asthma in New York State","14 Wall Street Suite 8C New York, NY 10005","(631) 415-0941","cguglielmo@lungne.org"
"Tompkins","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Albany","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741 ext 214","michelle@caiglobal.org"
"Orange","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Fulton","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","St. Mary's Hospital of Amsterdam","Cancer Services Partnerships","427 Guy Park Ave Amsterdam NY 12010","(518) 770-7573","brodiem@smha.org"
