"year","region","program_name","indicator_name","master_id","eligible_patients","indicator_value","quintile","facility_type","address","city","zip","location"
"2014","Bronx","AECOM DOSA-Port Morris","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Drug Treatment Center","804 E. 138th Street, Hub 1, Hub 2, Hub 3","Bronx","10454","(40.803392, -73.91062)"
"2014","Long Island","Hudson River Healthcare - Health Center at Patchogue [Suffolk DOH until 11/1/14]","Suppressed at Last VL of Review Period","VL_1","28","92.90","First","Community Health Center","365 East Main Street","Patchogue","11722","(40.767311, -73.00216)"
"2014","Brooklyn","Wyckoff Heights Medical Center","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","28","0.00",,"Hospital (non-DAC)","342 Stanhope Street","Brooklyn","11237","(40.703537, -73.91723)"
"2014","Brooklyn","Lutheran Medical Center - Adult Medicine at Sunset Park","Suppressed at Last VL of Review Period","VL_1","19","73.70","Fourth","Community Health Center","150 55th Street","Brooklyn","11220","(40.646758, -74.02153)"
"2014","Central-West","Rochester Regional Health System - Unity Infectious Disease","Visit Frequency (24-month)","RET_2","60","73.30","Fourth","Hospital (non-DAC)","89 Genesee Street- BK-3","Rochester","14611","(43.148435, -77.63717)"
"2014","Manhattan","Daytop Village-Outpatient 35th Street Medical Center","Chlamydia Treatment - Genital Infection","STI_5",,,,"Drug Treatment Center","500 Eighth Avenue - 3rd Floor","New York","10018","(40.752973, -73.99253)"
"2014","Manhattan","Betances Health Center","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","34","94.10",,"Community Health Center","280 Henry St","New York","10002","(40.71367, -73.98373)"
"2014","Brooklyn","Kings County Hospital Center-NYC Health and Hosp. Corp.","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7","26","80.80",,"Designated AIDS Center","451 Clarkson Avenue, E Building 4th Floor","Brooklyn","11203","(40.656719, -73.94616)"
"2014","Central-West","Erie County Medical Center","Suppressed at Last VL of Review Period","VL_1","105","80.00","Third","Designated AIDS Center","462 Grider Street","Buffalo","14215","(42.925422, -78.83133)"
"2014","Brooklyn","Staten Island University Hospital-North Shore LIJ-Coney Island Multi-Service Center (MMTP)","Tobacco Use Screening","TOB_1","21","100.00",,"Drug Treatment Center","425 Coney Island Ave","Brooklyn","11218","(40.647345, -73.97073)"
"2014","Bronx","AECOM DOSA-Port Morris","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Drug Treatment Center","804 E. 138th Street, Hub 1, Hub 2, Hub 3","Bronx","10454","(40.803392, -73.91062)"
"2014","Brooklyn","Kingsbrook Jewish Medical Center","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Designated AIDS Center","1110 Eastern Parkway at Pierre Toussaint Family Health Center (PTFHC)","Brooklyn","11213","(40.668368, -73.93165)"
"2014","Manhattan","New York Presbyterian Hospital","Baseline Resistance Test (All newly diagnosed patients)","BR_1","30","93.30",,"Designated AIDS Center","622 West 168th Street","New York","10032","(40.840854, -73.94139)"
"2014","Long Island","David E. Rogers Center for HIV/AIDS Care","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Community Health Center","335B Meeting House Lane","Southampton","11968","(40.886987, -72.3779)"
"2014","Bronx","Morris Heights Health Center-Walton","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4",,,,"Community Health Center","25 East 183rd street","Bronx","10453","(40.858719, -73.90289)"
"2014","Manhattan","START Treatment and Recovery Centers-Kaleidoscope","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8",,,,"Drug Treatment Center","119-121 West 124th Street","New York","10027","(40.807609, -73.94688)"
"2014","Bronx","Community Healthcare Network-Bronx Health Center","Gonorrhea Treatment - Pharyngeal Infection","STI_11","10","90.00",,"Community Health Center","975 Westchester Avenue","Bronx","10459","(40.823206, -73.89525)"
"2014","Manhattan","Heritage HealthCare Center","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","29","0.00",,"Community Health Center","1727 Amsterdam Avenue","New York","10031","(40.825421, -73.94691)"
"2014","Bronx","Montefiore Health System-Substance Abuse Treatment Program- Unit III","Antiretroviral Therapy","AR_1","43","95.30","Third","Drug Treatment Center","2005 Jerome Ave.","Bronx","10453","(40.85315, -73.9084)"
"2014","Central-West","Erie County Medical Center","Antiretroviral Therapy","AR_1","105","98.10","Second","Designated AIDS Center","462 Grider Street","Buffalo","14215","(42.925422, -78.83133)"
"2014","Bronx","AECOM DOSA-Waters Place","Genital Gonorrhea Testing","STI_7","44","68.20","Third","Drug Treatment Center","1510 Waters Place","Bronx","10461","(40.845876, -73.84075)"
"2014","Brooklyn","Community Healthcare Network-CABS Health Center","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","83","47.00",,"Community Health Center","94-98 Manhattan Avenue","Brooklyn","11206","(40.705636, -73.94439)"
"2014","Brooklyn","START Treatment and Recovery Centers-Fort Greene","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Drug Treatment Center","937 Fulton Street","Brooklyn","11238","(40.683512, -73.96565)"
"2014","Bronx","Project Samaritan Health Services-Starhill Clinic","Suppressed at Last VL of Review Period","VL_1","38","78.90","Third","Drug Treatment Center","1600 Macombs Road","Bronx","10452","(40.846012, -73.91654)"
"2014","Brooklyn","Lutheran Medical Center - Community Medicine Program","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Community Health Center","Multiple locations","Various boroughs","Vario","(40.646758, -74.02153)"
"2014","Bronx","AECOM DOSA-Melrose Complex","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9",,,,"Drug Treatment Center","260 E. 161st Street, MOT, M9","Bronx","10451","(40.825482, -73.91898)"
"2014","Central-West","Rochester Regional Health System - Unity Infectious Disease","Antiretroviral Therapy","AR_1","64","98.40","Second","Hospital (non-DAC)","89 Genesee Street- BK-3","Rochester","14611","(43.148435, -77.63717)"
"2014","Manhattan","Harlem United-Upper Room AIDS Ministries-El Faro","Suppressed at Last VL of Review Period","VL_1","223","61.40","Fifth","Community Health Center","179 E116th Street","New York","10029","(40.798463, -73.94029)"
"2014","Lower Hudson","Lower Hudson_AVERAGE (Before Redaction)","Genital Chlamydia Testing","STI_3","603","61.80","Third",,,,,
"2013","Central-West","Central-West_AVERAGE (After Redaction)","Hepatitis C (HCV) RNA Assay for Positives","HEP_2","170","85.10",,,,,,
"2014","Manhattan","Renaissance Healthcare Network-Sydenham-NYC Health and Hospitals Corp.","Genital Gonorrhea Testing","STI_7","61","57.40","Fourth","Community Health Center","215 West 125th Street","New York","10027","(40.809702, -73.94891)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-West Farms Family Practice","Antiretroviral Therapy","AR_1","30","93.30","Fourth","Community Health Center","1055 East Tremont Avenue","Bronx","10460","(40.840538, -73.8795)"
"2014","Central-West","Syracuse Community Health Center","Chlamydia Treatment - Genital Infection","STI_5",,,,"Community Health Center","819 South Salina Street","Syracuse","13202","(43.039904, -76.15002)"
"2014","Brooklyn","SUNY Downstate Medical Center-STAR Health Center-Research Foundation of SUNY","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Designated AIDS Center","450 Clarkson Ave, Box 1240","Brooklyn","11203","(40.655129, -73.94513)"
"2014","Manhattan","Institute for Family Health-Sidney Hillman and Phillips Family Practice","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","42","2.40",,"Community Health Center","16 East 16th Street","New York","10003","(40.73676, -73.99188)"
"2014","Manhattan","Mount Sinai Health System-Mount Sinai Beth Israel","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Designated AIDS Center","317 East 17th Street, Fierman Hall 1st Floor","New York","10003","(40.734149, -73.98264)"
"2014","Long Island","Nassau University Medical Center-Center for Positive Health-Designated AIDS Center","Visit Frequency (24-month)","RET_2","76","67.10","Fourth","Designated AIDS Center","2201 Hempstead Turnpike","East Meadow","11554","(40.726176, -73.55374)"
"2014","Long Island","North Shore Long Island Jewish-North Shore University Hospital-Center for AIDS Research & Treatment","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","36","2.80",,"Designated AIDS Center","400 Community Drive","Manhasset","11030","(40.774313, -73.70161)"
"2014","Bronx","Bronx Lebanon Hospital Center Comprehensive Care Center AIDS Program Department of Infectious Disease","New Patient Visit Frequency","RET_3","17","70.60",,"Designated AIDS Center","1650 Selwyn Avenue, 9th Floor","Bronx","10457","(40.843376, -73.91006)"
"2014","Manhattan","Housing Works-West Village Health Center","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Community Health Center","320 West 13th Street","New York","10014","(40.739077, -74.00413)"
"2014","Central-West","St. Elizabeth Medical Center-Sister Rose Vincent Family Medicine Center ID Clinic","Tobacco Use Screening","TOB_1","73","100.00",,"Hospital (non-DAC)","120 Hobart Street","Utica","13501","(43.093191, -75.24134)"
"2014","Central-West","Evergreen Health Services","Tobacco Cessation Counseling","TOB_2","35","88.60",,"Community Health Center","206 South Elmwood Ave.","Buffalo","14201","(42.890859, -78.87864)"
"2014","Brooklyn","Lutheran Medical Center - Community Medicine Program","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","Multiple locations","Various boroughs","Vario","(40.646758, -74.02153)"
"2014","Manhattan","Housing Works-Keith D. Cylar House Health Center","Baseline Resistance Test (All newly diagnosed patients)","BR_1","17","47.10",,"Community Health Center","743 E. 9th Street","New York","10009","(40.724602, -73.97601)"
"2014","Bronx","Project Samaritan Health Services-Highbridge Clinic","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Drug Treatment Center","1381 University Ave","Bronx","10452","(40.842601, -73.9258)"
"2014","Lower Hudson","Lower Hudson_AVERAGE (Before Redaction)","Tobacco Cessation Counseling","TOB_2","195","82.10",,,,,,
"2014","Bronx","Urban Health Plan, Inc. - Bella Vista Health Center","Suppressed at Last VL of Review Period","VL_1","8","75.00","Fourth","Community Health Center","890 Hunts Point Avenue","Brxonx","10474","(40.819328, -73.88931)"
"2014","Lower Hudson","St. John's Riverside Hospital-The HOPE Center","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","21","19.00",,"Designated AIDS Center","2 Park Ave.","Yonkers","10703","(40.940274, -73.89148)"
"2014","Manhattan","Lenox Hill Hospital-Retroviral Disease Clinic/Primary Care Center","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","43","44.20",,"Designated AIDS Center","210 E. 64th street","New York","10065","(40.764064, -73.96327)"
"2014","Bronx","Montefiore Health System-Montefiore Medical Center (Moses Division)-Center for Positive Living-Designated AIDS Center","Chlamydia Treatment - Genital Infection","STI_5",,,,"Designated AIDS Center","3444 Kossuth Avenue, 3rd Floor","Bronx","10467","(40.881239, -73.88109)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-South Bronx Center for Child. & Fam.","Suppressed at Last VL of Review Period","VL_1","57","77.20","Third","Community Health Center","311 East 161st Street","Bronx","10451","(40.825107, -73.91689)"
"2014","Central-West","Central-West_AVERAGE (Before Redaction)","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","368","16.10",,,,,,
"2014","Bronx","Acacia Network-Promesa Claremont Family Health Clinic","Chlamydia Treatment - Genital Infection","STI_5",,,,"Drug Treatment Center","262-4 174th Street","Bronx","10457","(40.844492, -73.90605)"
"2014","Manhattan","Institute for Family Health-North General","Baseline Resistance Test (All newly diagnosed patients)","BR_1","13","76.90",,"Community Health Center","1824 Madison Ave","New York","10035","(40.80185, -73.94376)"
"2014","Long Island","Hudson River Healthcare - Health Center at Patchogue [Suffolk DOH until 11/1/14]","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Community Health Center","365 East Main Street","Patchogue","11722","(40.767311, -73.00216)"
"2014","Manhattan","Community Healthcare Network-Helen B. Atkinson Health Center","Visit Frequency (12-month)","RET_1","58","82.80","Fourth","Community Health Center","81 West 115th Street","New York","10026","(40.801292, -73.94946)"
"2014","Brooklyn","Lutheran Medical Center-Sunset Terrace Family Health Center/Special Care Immunology Services","Baseline Resistance Test (All newly diagnosed patients)","BR_1","10","30.00",,"Designated AIDS Center","514 49th Street","Brooklyn","11220","(40.645136, -74.00928)"
"2014","Manhattan","Center for Comprehensive Health Practice","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Drug Treatment Center","1900 Second Avenue, 9th Floor","New York","10029","(40.785409, -73.94583)"
"2014","Central-West","Central-West_AVERAGE (After Redaction)","Gonorrhea Treatment - Rectal Infection","STI_12",,,,,,,,
"2014","Brooklyn","Lutheran Medical Center - Adult Medicine at Sunset Park","Visit Frequency (24-month)","RET_2","9","88.90","Second","Community Health Center","150 55th Street","Brooklyn","11220","(40.646758, -74.02153)"
"2014","Lower Hudson","Open Door Family Medical Center, Inc.-Ossining","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Community Health Center","165 Main Street","Ossining","10562","(41.161549, -73.86271)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Williamsbridge Family Practice","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Community Health Center","3448 Boston Road","Bronx","10469","(40.876028, -73.84854)"
"2014","Brooklyn","Lutheran Medical Center-Caribbean American Family Health Center","Tobacco Cessation Counseling","TOB_2","18","66.70",,"Community Health Center","3414 Church Avenue","Brooklyn","11203","(40.650807, -73.94516)"
"2014","Bronx","Morris Heights Health Center-137th Street (St. Ann's)","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Community Health Center","625 East 137th street","Bronx","10454","(40.805521, -73.91589)"
"2014","Bronx","VIP Community Services","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Drug Treatment Center","1910 Arthur Ave., 9th Floor","Bronx","10457","(40.845477, -73.89298)"
"2014","Brooklyn","Wyckoff Heights Medical Center","Baseline Resistance Test (All newly diagnosed patients)","BR_1","19","78.90",,"Hospital (non-DAC)","342 Stanhope Street","Brooklyn","11237","(40.703537, -73.91723)"
"2014","Lower Hudson","St. John's Riverside Hospital-The HOPE Center","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","21","19.00",,"Designated AIDS Center","2 Park Ave.","Yonkers","10703","(40.940274, -73.89148)"
