"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","licensestatus","licensestatusdesc","ubi","bondfirmname","bondaccountid","bondamt","receivedbyl_i","bondeffectivedate","bondexpirationdate","bondcanceldate","bondimpaired","bondimpaireddate"
"2H CONSTRUCTION COMPANY","2HCONCC830LB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603171925","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN3782","6000","2022-06-13T00:00:00.000","2022-05-13T00:00:00.000","Until Canceled",,,
"2HOUSE SOLUTIONS LLC","2HOUSSL784LP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604924834","NORTH RIVER INSURANCE COMPANY THE","46CF804796","12000","2022-06-17T00:00:00.000","2022-06-07T00:00:00.000","Until Canceled",,,
"2J CONSTRUCTION LLC","2JCONCL793N3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604785143","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK9819","12000","2021-08-23T00:00:00.000","2021-08-17T00:00:00.000","Until Canceled",,,
"2 J &J CONSTRUCTION CO LLC","2JJCOCC781KP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604907271","Western Pacific Mutual Ins Co","66208456","6000","2022-05-17T00:00:00.000","2022-04-08T00:00:00.000","Until Canceled",,,
"2J REMODEL SOLUTIONS LLC","2JREMRS798KO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604715849","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK2497","12000","2021-06-01T00:00:00.000","2021-04-02T00:00:00.000","Until Canceled",,,
"2K CONSTRUCTION","2KCONC*790PO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604446461","Western Surety Co","64679059","12000","2021-10-20T00:00:00.000","2021-06-11T00:00:00.000","Until Canceled",,,
"2K ELECTRIC LLC","2KELEEL831BT","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604076723","Wesco Insurance Co","46WB082961","4000","2017-01-30T00:00:00.000","2017-01-25T00:00:00.000",,"2021-03-14T00:00:00.000",,
"2K ELECTRIC LLC","2KELEEL831BT","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604076723","Western Surety Co","64907069","4000","2021-03-09T00:00:00.000","2020-01-25T00:00:00.000","Until Canceled",,,
"2KG CONTRACTORS INC","2KGCOI*057BZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601597721","RLI INS CO","SSB408979","12000","2010-11-08T00:00:00.000","2010-11-01T00:00:00.000","Until Canceled",,,
"2M Home Services","2MHOMHS884DK","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603187695","Contractors Bonding & Insurance Co","SJ5510","6000","2012-03-12T00:00:00.000","2012-03-01T00:00:00.000",,"2017-03-01T00:00:00.000",,
"2-MILE ENERGY INC","2MILEEI802Q5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604665550","Hudson Insurance Company","10114409","12000","2020-11-25T00:00:00.000","2020-11-05T00:00:00.000","Until Canceled",,,
"2 Monkeys Enterprises","2MONKME833KS","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604125204","Western Surety Co","63177754","12000","2017-05-10T00:00:00.000","2017-04-26T00:00:00.000",,"2018-06-09T00:00:00.000",,
"2 Monkeys Enterprises","2MONKME833KS","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604125204","Western Surety Co","63645076","12000","2018-05-10T00:00:00.000","2018-05-10T00:00:00.000",,"2019-03-05T00:00:00.000",,
"2 Monkeys Enterprises","2MONKME834KA","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603591125","Western Surety Co","63177754","12000","2017-05-01T00:00:00.000","2017-04-26T00:00:00.000","05/10/2017",,,
"2M SERVICES LLC","2MSERSL825OK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603201104","American Contractors Indem CO","100406885","12000","2018-09-12T00:00:00.000","2018-09-11T00:00:00.000","Until Canceled",,,
"2ND CHANCE RENOVATIONS","2NDCHCR790JG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603488967","Hudson Insurance Company","802006","12000","2021-04-07T00:00:00.000","2021-04-02T00:00:00.000",,"2022-04-02T00:00:00.000",,
"2ND CHANCE RENOVATIONS","2NDCHCR790JG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603488967","Travelers Cas and Surety Co of America","107605600","12000","2022-04-14T00:00:00.000","2022-04-02T00:00:00.000","Until Canceled",,,
"2nd Coat Painters","2NDCOCP870N8","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603320914","Western Surety Co","62814693","12000","2016-06-22T00:00:00.000","2016-06-21T00:00:00.000",,"2020-09-10T00:00:00.000",,
"2ND GENERATION FLOORING LLC","2NDGEGF844NP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603605133","Ironshore Indemnity Inc","SUR40009070","6000","2016-08-17T00:00:00.000","2016-04-08T00:00:00.000","04/08/2020",,,
"2ND GENERATION FLOORING LLC","2NDGEGF844NP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603605133","Lexon Ins Co","9830481","6000","2020-04-08T00:00:00.000","2020-04-08T00:00:00.000","Until Canceled",,,
"2ND GENERATION TILE INC","2NDGEGT829O8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604329258","American Contractors Indem CO","100409334","12000","2018-09-28T00:00:00.000","2018-10-01T00:00:00.000",,"2021-11-21T00:00:00.000",,
"2ND GENERATION TILE INC","2NDGEGT829O8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604329258","Western Surety Co","65538881","12000","2021-06-24T00:00:00.000","2021-09-30T00:00:00.000","Until Canceled",,,
"2ND HOME SERVICES LLC","2NDHOHS969NO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602422558","OLD REPUBLIC SURETY CO","W150076673","12000","2010-11-19T00:00:00.000","2010-11-04T00:00:00.000",,"2018-11-04T00:00:00.000",,
"2ND HOME SERVICES LLC","2NDHOHS969NO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602422558","Nationwide Mutual Ins Co","7901099183","12000","2022-07-19T00:00:00.000","2022-05-23T00:00:00.000","Until Canceled",,,
"2ND HOME SERVICES LLC","2NDHOHS969NO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602422558","Western Surety Co","63776266","12000","2018-12-10T00:00:00.000","2018-12-10T00:00:00.000",,"2021-12-23T00:00:00.000",,
"2ND NATURE","2NDNAN*790JG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604718867","NORTH RIVER INSURANCE COMPANY THE","46CF803243","12000","2022-03-03T00:00:00.000","2022-03-17T00:00:00.000","Until Canceled",,,
"2ND NATURE","2NDNAN*790JG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604718867","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK2026","12000","2021-04-07T00:00:00.000","2021-04-07T00:00:00.000",,"2022-03-26T00:00:00.000",,
"2ND STORY CONSTRUCTION INC","2NDSTCI940JA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602104996","CBIC","SE8248","12000","2003-03-26T00:00:00.000","2003-04-01T00:00:00.000","Until Canceled",,,
"2NL LLC","2NL*LL*853LR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603513334","American Contractors Indem CO","100277912","12000","2015-06-19T00:00:00.000","2015-06-17T00:00:00.000","Until Canceled",,,
"2 OLD DOGS MILLWRK & CBNT INST","2OLDDOD828LM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604291106","RLI Ins Co","LSM1041925","6000","2018-06-14T00:00:00.000","2018-06-05T00:00:00.000","Until Canceled",,,
"2 PINES LLC","2PINEPL827PW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604268828","Wesco Insurance Co","46WB098168","12000","2018-10-16T00:00:00.000","2018-10-15T00:00:00.000","Until Canceled",,,
"2 THE POINT","2POINP*828DK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604230160","Western Surety Co","63523736","12000","2018-03-12T00:00:00.000","2018-03-12T00:00:00.000","Until Canceled",,,
"2R CONSTRUCTION LLC","2RCONCL849DM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603592492","NORTH RIVER INSURANCE COMPANY THE","46CF803472","12000","2022-03-25T00:00:00.000","2022-03-05T00:00:00.000","Until Canceled",,,
"2R CONSTRUCTION LLC","2RCONCL849DM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603592492","Navigators Ins Co","NAV00019328","12000","2021-03-05T00:00:00.000","2021-03-05T00:00:00.000",,"2022-03-05T00:00:00.000",,
"2R CONSTRUCTION LLC","2RCONCL849DM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603592492","Wesco Insurance Co","46WB018515","12000","2016-03-14T00:00:00.000","2016-03-09T00:00:00.000",,"2020-03-07T00:00:00.000",,
"2S DESIGN BUILD LLC","2SDESDB818RR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604552460","NORTH RIVER INSURANCE COMPANY THE","46CF802379","12000","2021-12-21T00:00:00.000","2021-12-19T00:00:00.000","Until Canceled",,,
"2S DESIGN BUILD LLC","2SDESDB818RR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604552460","Navigators Ins Co","NAV00014138","12000","2019-12-19T00:00:00.000","2019-12-19T00:00:00.000",,"2021-12-19T00:00:00.000",,
"2S DESIGN LLC","2SDESDL825M5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603579008","Navigators Ins Co","NAV00029182","12000","2020-07-30T00:00:00.000","2020-07-25T00:00:00.000",,"2021-08-15T00:00:00.000",,
"2S DESIGN LLC","2SDESDL825M5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603579008","Wesco Insurance Co","46WB096206","12000","2018-07-25T00:00:00.000","2018-07-25T00:00:00.000","Until Canceled",,,
"2S DESIGN LLC","2SDESDL825M5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603579008","NORTH RIVER INSURANCE COMPANY THE","46CF800641","12000","2021-08-03T00:00:00.000","2021-08-01T00:00:00.000","Until Canceled",,,
"2-SHEA'S PAINTING LLC","2SHEAPL937L2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602730669","Ohio Cas Ins Co","747329C","6000","2021-03-03T00:00:00.000","2019-08-26T00:00:00.000","03/01/2020",,,
"2-SHEA'S PAINTING LLC","2SHEAPL937L2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602730669","Developers Surety & Indem Co","747329C","6000","2007-06-22T00:00:00.000","2007-06-19T00:00:00.000","08/26/2019",,,
"2-SHEA'S PAINTING LLC","2SHEAPL937L2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602730669","Ohio Cas Ins Co","747329C","12000","2020-10-06T00:00:00.000","2019-08-26T00:00:00.000","Until Canceled",,,
"2 SONS PLUMBING LLC","2SONSSP833OF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604160920","Western Surety Co","63336202","12000","2017-09-06T00:00:00.000","2017-09-01T00:00:00.000",,"2019-08-03T00:00:00.000",,
"2 SONS PLUMBING LLC","2SONSSP833OF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604160920","RLI Ins Co","LSM1200620","12000","2019-08-08T00:00:00.000","2019-08-03T00:00:00.000","Until Canceled",,,
"2 SOUND CONSTRUCTION INC","2SOUNSC798QW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602242900","Lexon Ins Co","9834001","12000","2021-11-16T00:00:00.000","2021-11-05T00:00:00.000","Until Canceled",,,
"2 A T CONSTRUCTION","2TCONTC872MB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601682764","Wesco Insurance Co","46WB029985","12000","2013-07-02T00:00:00.000","2013-06-28T00:00:00.000",,"2020-07-01T00:00:00.000",,
"2 A T CONSTRUCTION","2TCONTC872MB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601682764","Western Surety Co","65099332","12000","2020-06-19T00:00:00.000","2020-06-28T00:00:00.000","Until Canceled",,,
"2 A T PAINTING LLC","2TPAITP858CF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603444796","RLI Ins Co","LSM1536283","12000","2022-06-16T00:00:00.000","2022-02-06T00:00:00.000","Until Canceled",,,
"2 A T PAINTING LLC","2TPAITP858CF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603444796","Western Surety Co","62665113","12000","2016-02-05T00:00:00.000","2016-02-05T00:00:00.000",,"2022-04-24T00:00:00.000",,
"2VP","2VP****786DN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604380917","Suretec Insurance Company","3500051","6000","2022-03-15T00:00:00.000","2022-02-08T00:00:00.000","Until Canceled",,,
"2Z ENERGY LLC","2ZENEEL877CA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603263596","State Farm Fire & Cas Co","98BFR2453","12000","2013-02-01T00:00:00.000","2013-01-25T00:00:00.000","Until Canceled",,,
"A 2 Z HANDYMAN SERVICE","2ZHAN2Z848L3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604004032","Ohio Cas Ins Co","32S508162","6000","2016-06-23T00:00:00.000","2016-06-17T00:00:00.000","Until Canceled",,,
"316 INSULATION LLC","316INIL832PK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603577989","Ironshore Indemnity Inc","SUR40016337","6000","2017-10-12T00:00:00.000","2017-10-05T00:00:00.000","10/05/2019",,,
"316 INSULATION LLC","316INIL832PK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603577989","Lexon Ins Co","9827670","6000","2019-09-20T00:00:00.000","2019-10-05T00:00:00.000","Until Canceled",,,
"3 IN 1 CONSTRUCTION LLC","31CON1C796D2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604713173","Hanover Insurance Company, The","57BSBIK1512","12000","2021-03-22T00:00:00.000","2021-03-08T00:00:00.000",,"2022-04-10T00:00:00.000",,
"3 IN 1 CONSTRUCTION LLC","31CON1C796D2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604713173","NORTH RIVER INSURANCE COMPANY THE","46CF803505","12000","2022-03-09T00:00:00.000","2022-03-08T00:00:00.000","Until Canceled",,,
"320SOLAR LLC","320SOL*803DP","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604588449","Western Surety Co","65008504","12000","2020-03-17T00:00:00.000","2020-03-09T00:00:00.000","Until Canceled",,,
"323DESIGNS","323DE**802CQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604579715","Western Surety Co","64981070","12000","2020-02-18T00:00:00.000","2020-02-18T00:00:00.000","Until Canceled",,,
"345 CONSTRUCTION & FLOORING CO","345COCF826CE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604207327","Western Surety Co","63495543","12000","2018-02-05T00:00:00.000","2018-02-01T00:00:00.000","Until Canceled",,,
"3-4-5 Construction Inc","345COCI854BO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603459960","Ohio Cas Ins Co","666265C","6000","2020-10-06T00:00:00.000","2019-08-26T00:00:00.000","Until Canceled",,,
"3-4-5 Construction Inc","345COCI854BO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603459960","Developers Surety & Indem Co","666265C","6000","2015-01-20T00:00:00.000","2015-01-14T00:00:00.000","08/26/2019",,,
"345 CONCRETE LLC","345COCL926B8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602766620","Ohio Cas Ins Co","790490C","12000","2020-10-06T00:00:00.000","2020-10-06T00:00:00.000","Until Canceled",,,
"345 CONCRETE LLC","345COCL926B8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602766620","Developers Surety & Indem Co","790490C","12000","2008-01-28T00:00:00.000","2007-11-29T00:00:00.000","08/26/2019",,,
"34TH ST GENERAL CONTRACTORS","34THSSG861L5","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","603258310","American Contractors Indem CO","100244111","12000","2014-06-25T00:00:00.000","2014-03-24T00:00:00.000",,"2017-10-22T00:00:00.000",,
"360 CARPENTRY LLC","360CACL878M2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603316331","Contractors Bonding & Insurance Co","SJ9623","12000","2013-07-22T00:00:00.000","2013-07-19T00:00:00.000",,"2021-07-19T00:00:00.000",,
"360 CARPENTRY LLC","360CACL878M2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603316331","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK7617","12000","2021-07-06T00:00:00.000","2021-07-19T00:00:00.000","Until Canceled",,,
"360 CONSTRUCTION","360COC*857K1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603433401","Navigators Ins Co","NAV00023836","12000","2020-05-11T00:00:00.000","2020-05-21T00:00:00.000",,"2021-05-21T00:00:00.000",,
"360 CONSTRUCTION","360COC*857K1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603433401","HARTFORD INSURANCE CO THE MIDWEST","57BSGIK3715","12000","2021-04-30T00:00:00.000","2021-05-21T00:00:00.000","Until Canceled",,,
"360 CONSTRUCTION","360COC*857K1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603433401","Wesco Insurance Co","46WB063868","12000","2015-05-21T00:00:00.000","2015-05-21T00:00:00.000",,"2020-05-23T00:00:00.000",,
"360 CONCRETE DESIGN LLC","360COCD823RJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604351003","Western Surety Co","64424560","12000","2018-12-11T00:00:00.000","2018-11-16T00:00:00.000","Until Canceled",,,
"360 Dirt Works LLC","360DIDW835NJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604002904","Ironshore Indemnity Inc","SUR40015276","12000","2017-08-11T00:00:00.000","2017-08-07T00:00:00.000","08/07/2019",,,
"360 Dirt Works LLC","360DIDW835NJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604002904","Lexon Ins Co","9826958","12000","2019-08-06T00:00:00.000","2019-08-07T00:00:00.000","Until Canceled",,,
"360 ELECTRIC SERVICES INC","360ELES786C4","EC","ELECTRICAL CONTRACTOR","A","ACTIVE","604822948","Travelers Cas and Surety Co of America","107576663","4000","2022-02-07T00:00:00.000","2022-02-01T00:00:00.000","Until Canceled",,,
"360 EXCAVATING LLC","360EXEL864JS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603386072","Navigators Ins Co","NAV00018897","12000","2020-03-13T00:00:00.000","2020-03-07T00:00:00.000","Until Canceled",,,
"360 EXCAVATING LLC","360EXEL864JS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603386072","Wesco Insurance Co","46WB044177","12000","2014-04-10T00:00:00.000","2014-03-07T00:00:00.000",,"2020-03-08T00:00:00.000",,
"360 FLOORS & DESIGN LLC","360FLFD818D1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604410759","Lexon Ins Co","9816896","12000","2019-03-21T00:00:00.000","2019-03-18T00:00:00.000","Until Canceled",,,
"360 FRAMING + LLC","360FRFL856RZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603555746","Western Surety Co","62601845","12000","2015-12-09T00:00:00.000","2015-12-01T00:00:00.000",,"2017-02-11T00:00:00.000",,
"360 FRAMING + LLC","360FRFL856RZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603555746","Western Surety Co","63031386","12000","2017-01-12T00:00:00.000","2017-01-10T00:00:00.000","Until Canceled",,,
"360 HANDY LLC","360HAHL780CP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604730779","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN3224","12000","2022-02-17T00:00:00.000","2022-02-11T00:00:00.000","Until Canceled",,,
"360 HOME SOLUTIONS LLC","360HOHS789KC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604001590","American Contractors Indem CO","100636738","12000","2022-02-23T00:00:00.000","2022-02-15T00:00:00.000","Until Canceled",,,
"360 HOME SOLUTIONS LLC","360HOHS844MN","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604001590","Wesco Insurance Co","46WB077663","12000","2016-07-15T00:00:00.000","2016-07-01T00:00:00.000",,"2018-08-13T00:00:00.000","Y","2019-04-16T00:00:00.000"
"360 INDUSTRIES LLC","360INIL819CM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604347516","Western Surety Co","64430387","12000","2019-02-14T00:00:00.000","2018-11-26T00:00:00.000","Until Canceled",,,
"360 LANDSCAPE & CONSTRUCTION","360LALC845D8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603598985","Ironshore Indemnity Inc","SUR40008782","6000","2016-03-28T00:00:00.000","2016-03-15T00:00:00.000","03/15/2020",,,
"360 LANDSCAPE & CONSTRUCTION","360LALC845D8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603598985","Lexon Ins Co","9829770","6000","2020-03-03T00:00:00.000","2020-03-15T00:00:00.000","Until Canceled",,,
"360 Marble and Granite LLC","360MAMG866LB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603405242","Wesco Insurance Co","46WB049047","6000","2014-06-02T00:00:00.000","2014-05-30T00:00:00.000",,"2021-05-30T00:00:00.000",,
"360 Marble and Granite LLC","360MAMG866LB","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603405242","HARTFORD INSURANCE CO THE MIDWEST","57BSBIK5612","6000","2021-06-01T00:00:00.000","2021-05-30T00:00:00.000","Until Canceled",,,
"360 NORTHWEST CONSTRUCTION","360NONC792C3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604576973","Lexon Ins Co","9829505","12000","2021-02-23T00:00:00.000","2021-02-18T00:00:00.000","Until Canceled",,,
"360 Northwest Services","360NONS832CA","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604050183","Ironshore Indemnity Inc","SUR40012394","12000","2017-02-01T00:00:00.000","2017-02-01T00:00:00.000","02/01/2020",,,
"360 Northwest Services","360NONS832CA","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604050183","Lexon Ins Co","9829505","12000","2020-02-01T00:00:00.000","2020-02-01T00:00:00.000","Until Canceled",,,
"360 PAINTING OF BELLEVUE","360PAPB791DN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603033423","Ohio Cas Ins Co","999095958","6000","2021-03-15T00:00:00.000","2021-03-11T00:00:00.000","Until Canceled",,,
"360 PAINTING LLC","360PAPL835K5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604112713","Navigators Ins Co","NAV00022296","12000","2020-04-29T00:00:00.000","2020-04-19T00:00:00.000","Until Canceled",,,
"360 PAINTING LLC","360PAPL835K5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604112713","Wesco Insurance Co","46WB085305","6000","2017-05-25T00:00:00.000","2017-04-19T00:00:00.000","04/19/2018",,,
"360 PAINTING LLC","360PAPL835K5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604112713","Wesco Insurance Co","46WB085305","12000","2018-04-20T00:00:00.000","2018-04-19T00:00:00.000",,"2020-04-24T00:00:00.000",,
"360 PAINTING OF NORTHWEST WA","360PAPN810R7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604496138","American Contractors Indem CO","100476742","12000","2019-12-27T00:00:00.000","2019-12-26T00:00:00.000","Until Canceled",,,
"360 PAVER SYSTEM LLC","360PAPS781CN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604732339","HARTFORD INSURANCE CO THE MIDWEST","57BSBIN3143","12000","2022-02-15T00:00:00.000","2022-02-10T00:00:00.000","Until Canceled",,,
"360 PAINTING SOLUTIONS LLC","360PAPS830KA","CC","CONSTRUCTION CONTRACTOR","R","RE-LICENSED","604072649","Wesco Insurance Co","46WB082840","12000","2017-05-01T00:00:00.000","2017-01-18T00:00:00.000",,"2018-02-22T00:00:00.000",,
"360 PAVING OF WASHINGTON CORP","360PAPW798OW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604712958","Travelers Cas and Surety Co of America","107478859","6000","2021-08-27T00:00:00.000","2021-07-28T00:00:00.000","Until Canceled",,,
"360 PEST SOLUTIONS LLC","360PEPS797OG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604779008","Ohio Cas Ins Co","999126399","12000","2021-09-07T00:00:00.000","2021-08-12T00:00:00.000","Until Canceled",,,
