"school_name","school_year","reported_enrollment","percent_complete_for_all_immunizations","percent_conditional","percent_out_of_compliance","percent_with_any_exemption","percent_with_medical_exemption","percent_with_personal_exemption","percent_with_religious_exemption","percent_with_religious_membership_exemption","percent_complete_for_diphtheria_tetanus","percent_complete_for_pertussis","percent_complete_for_measles_mumps_rubella","percent_complete_for_polio","percent_complete_for_hepatitisb","percent_complete_for_varicella","number_complete_for_all_immunizations","number_conditional","number_out_of_compliance","number_with_any_exemption","number_with_medical_exemption","number_with_personal_exemption","number_with_religious_exemption","number_with_religious_membership_exemption","number_incomplete_for_diphtheria_tetanus","number_incomplete_for_pertussis","number_incomplete_for_measles_mumps_rubella","number_incomplete_for_polio","number_incomplete_for_hepatitisb","number_incomplete_for_varicella","reported","address","city","school_district","county","esd","grade_levels","has_kindergarten","has_6thgrade","location_1"
"DAY REPORTING SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","5501 6TH AVENUE","TACOMA","TACOMA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"FOSS HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2112 S TYLER ST","TACOMA","TACOMA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"BATTLE GROUND HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 200","BATTLE GROUND","BATTLE GROUND SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","9-12","N","N",
"CHIAWANA HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","CHIAWANA HIGH SCHOOL","PASCO","PASCO SCHOOL DISTRICT","FRANKLIN","EDUCATIONAL SERVICE DISTRICT 123","9-12","N","N",
"EAST VALLEY CENTRAL MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2010 BEAUDRY RD","YAKIMA","EAST VALLEY SCHOOL DISTRICT (YAKIMA)","YAKIMA","EDUCATIONAL SERVICE DISTRICT 105","6-8","N","Y",
"DARTMOOR SCHOOL--WOODINVILLE","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","17305 139TH AVE NE","WOODINVILLE","NORTHSHORE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","1-12","N","Y",
"ALMIRA COULEE HARTLINE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","413 N. 4TH STREET","COULEE CITY","COULEE-HARTLINE SCHOOL DISTRICT","GRANT","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","9-12","N","N",
"ALBERT EINSTEIN MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","19343 3RD AVENUE N.W.","SHORELINE","SHORELINE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-8","N","N",
"BLAINE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","975 H STREET","BLAINE","BLAINE SCHOOL DISTRICT","WHATCOM","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
"EMERSON HIGH SCHOOL (BEST SR HIGH)","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","10903 NE 53RD ST","KIRKLAND","LAKE WASHINGTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"BRIER TERRACE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","22200 BRIER ROAD","BRIER","EDMONDS SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","7-8","N","N",
"CLARK COUNTY SKILLS CENTER","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","12200 NE 28TH STREET","VANCOUVER","EVERGREEN SCHOOL DISTRICT (CLARK)","CLARK","EDUCATIONAL SERVICE DISTRICT 112","9-12","N","N",
"BOWDISH MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2109 S SKIPWORTH ROAD","SPOKANE VALLEY","CENTRAL VALLEY SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","6-8","N","Y",
"FIR GROVE CHILDRENS CENTER","2014-15","1","0.0","0.0","100.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","1","0","0","0","0","0","1","1","1","1","1","1","Y","2920 FALK RD","VANCOUVER","VANCOUVER SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","1-12","N","Y",
"FRIDAY HARBOR MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","PO BOX 458","FRIDAY HARBOR","SAN JUAN ISLAND SCHOOL DISTRICT","SAN JUAN","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","7-8","N","N",
"ACADEMY OF CITIZENSHIP AND EMPOWERMENT","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","4424 SOUTH 188TH STREET","SEATAC","HIGHLINE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"IMAGINATION SCHOOL OF EDUCATION","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","14917 9TH AVE CT E","TACOMA","BETHEL SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","P-10","Y","Y",
"CASTLE ROCK MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","615 FRONT AVE SW","CASTLE ROCK","CASTLE ROCK SCHOOL DISTRICT","COWLITZ","EDUCATIONAL SERVICE DISTRICT 112","7-8","N","N",
"APP AT LINCOLN","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","4400 INTERLAKE AVE N","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","1-5","N","N",
"HARRISON MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1110 S 6TH ST","SUNNYSIDE","SUNNYSIDE SCHOOL DISTRICT","YAKIMA","EDUCATIONAL SERVICE DISTRICT 105","6-8","N","Y",
"CAP SANTE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1600 20TH STREET","ANACORTES","ANACORTES SCHOOL DISTRICT","SKAGIT","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"COLUMBIA MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","755 MAPLE STREET","BURBANK","COLUMBIA (WALLA WALLA) SCHOOL DISTRICT","WALLA WALLA","EDUCATIONAL SERVICE DISTRICT 123","6-8","N","Y",
"EPHRATA HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","333 4TH AVE NW","EPHRATA","EPHRATA SCHOOL DISTRICT","GRANT","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","9-12","N","N",
"HAZEN SENIOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1101 HOQUIAM AVE NE","RENTON","RENTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"JEFFERSON MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","3000 NW 119TH ST","VANCOUVER","VANCOUVER SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","6-8","N","Y",
"COUPEVILLE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","501 SOUTH MAIN","COUPEVILLE","COUPEVILLE SCHOOL DISTRICT","ISLAND","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"CASCADE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","11212 10TH AVE SW","SEATTLE","HIGHLINE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","7-8","N","N",
"HARBOR CHRISTIAN SCHOOLS","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","4819 NW HUNT ST","GIG HARBOR","PENINSULA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","P-12","Y","Y",
"GLENWOOD SECONDARY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","320 BUNNELL ST.","GLENWOOD","GLENWOOD SCHOOL DISTRICT","KLICKITAT","EDUCATIONAL SERVICE DISTRICT 112","7-12","N","N",
"DISCOVERY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2150 FIRCREST DR SE","PORT ORCHARD","SOUTH KITSAP SCHOOL DISTRICT","KITSAP","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","9-13","N","N",
"DEER PARK HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","S. 800 WEBER ROAD","DEER PARK","DEER PARK SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","9-12","N","N",
"AUBURN ADVENTIST ACADEMY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","5000 AUBURN WAY S","AUBURN","AUBURN SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"INTERNATIONAL SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","445 128TH AVE SE","BELLEVUE","BELLEVUE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-12","N","Y",
"GARFIELD HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","400 23 AVE","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"CASHMERE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","300 TIGNER ROAD","CASHMERE","CASHMERE SCHOOL DISTRICT","CHELAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","5-8","N","Y",
"FORKS ALTERNATIVE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","161 EAST E STREET","FORKS","QUILLAYUTE VALLEY SCHOOL DISTRICT","CLALLAM","OLYMPIC EDUCATIONAL SERVICE DISTRICT 114","9-12","N","N",
"CEDARCREST HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","29000 NE 150TH ST","DUVALL","RIVERVIEW SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"COLUMBIA JUNIOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2901 54TH AVENUE E","TACOMA","FIFE SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","8-9","N","N",
"GLOBAL CONNECTIONS HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","4424 SOUTH 188TH STREET","SEATAC","HIGHLINE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"HILLSIDE STUDENT COMMUNITY SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","5027 159TH PL SE","BELLEVUE","BELLEVUE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","5-12","N","Y",
"BILLINGS MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","7217 WOODLAWN AVE NE","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"ALDERWOOD MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","20000 28TH AVE W","LYNNWOOD","EDMONDS SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","7-8","N","N",
"ANACORTES HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1600 20TH STREET","ANACORTES","ANACORTES SCHOOL DISTRICT","SKAGIT","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"CLE ELUM ROSLYN HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2692 SR 903","CLE ELUM","CLE ELUM-ROSLYN SCHOOL DISTRICT","KITTITAS","EDUCATIONAL SERVICE DISTRICT 105","9-12","N","N",
"BRIGHTMONT ACADEMY--SAMMAMISH CAMPUS","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","711 228TH AVE NE","SAMMAMISH","LAKE WASHINGTON SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-12","N","Y",
"BRIDGEPORT MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1300 DOUGLAS","BRIDGEPORT","BRIDGEPORT SCHOOL DISTRICT","DOUGLAS","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","6-8","N","Y",
"GAISER MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","3000 NE 99TH ST","VANCOUVER","VANCOUVER SCHOOL DISTRICT","CLARK","EDUCATIONAL SERVICE DISTRICT 112","6-8","N","Y",
"CASCADE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2821 PARKVIEW DRIVE","LONGVIEW","LONGVIEW SCHOOL DISTRICT","COWLITZ","EDUCATIONAL SERVICE DISTRICT 112","6-8","N","Y",
"CHIEF SEALTH INTERNATIONAL HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2600 SW THISTLE","SEATTLE","SEATTLE PUBLIC SCHOOLS","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"FIRST CREEK MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1801 E. 56TH STREET","TACOMA","TACOMA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"CEDAR RIVER MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","22615 SWEENEY ROAD SE","MAPLE VALLEY","TAHOMA SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-7","N","Y",
"CENTENNIAL MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","915 N ELLA RD","SPOKANE","WEST VALLEY SCHOOL DISTRICT (SPOKANE)","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","6-8","N","Y",
"BETHEL HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","22215 38TH AVE E","SPANAWAY","BETHEL SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","10-12","N","N",
"CASCADE INDEPENDENT HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","1849 MARSHALL AVE","ENUMCLAW","ENUMCLAW SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","5-12","N","Y",
"CHENEY MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2716 N SIXTH ST","CHENEY","CHENEY SCHOOL DISTRICT","SPOKANE","EDUCATIONAL SERVICE DISTRICT 101","6-8","N","Y",
"GATEWAY MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","15404 SILVER FIRS DR","EVERETT","EVERETT SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
"HANFORD HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","450 HANFORD STREET","RICHLAND","RICHLAND SCHOOL DISTRICT","BENTON","EDUCATIONAL SERVICE DISTRICT 123","9-12","N","N",
"ENTIAT MIDDLE AND HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","2650 ENTIAT WAY","ENTIAT","ENTIAT SCHOOL DISTRICT","CHELAN","NORTH CENTRAL EDUCATIONAL SERVICE DISTRICT 171","6-12","N","Y",
"HIGHLINE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","225 S 152ND ST","BURIEN","HIGHLINE SCHOOL DISTRICT","KING","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"DECATUR ELEMENTARY","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","DECATUR ISLAND","ANACORTES","LOPEZ SCHOOL DISTRICT","SKAGIT","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","K -8","Y","Y",
"JASON LEE MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","602 N SPRAGUE AVE","TACOMA","TACOMA SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-8","N","Y",
"EXCEL HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","400 EAST UNIVERSITY WAY","ELLENSBURG","ELLENSBURG SCHOOL DISTRICT","KITTITAS","EDUCATIONAL SERVICE DISTRICT 105","9-12","N","N",
"BAINBRIDGE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","9330 NE HIGH SCHOOL RD","BAINBRIDGE ISLAND","BAINBRIDGE ISLAND SCHOOL DISTRICT","KITSAP","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"FIRWOOD","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","8805 STEILACOOM BLVD SW","LAKEWOOD","CLOVER PARK SCHOOL DISTRICT","PIERCE","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","6-12","N","Y",
"EAGLE HARBOR HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","9530 NE HIGH SCHOOL RD","BAINBRIDGE ISLAND","BAINBRIDGE ISLAND SCHOOL DISTRICT","KITSAP","PUGET SOUND EDUCATIONAL SERVICE DISTRICT 121","9-12","N","N",
"CONCRETE HIGH SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","7830 S SUPERIOR AVE","CONCRETE","CONCRETE SCHOOL DISTRICT","SKAGIT","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","9-12","N","N",
"GRANITE FALLS MIDDLE SCHOOL","2014-15","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","205 NORTH ALDER AVENUE","GRANITE FALLS","GRANITE FALLS SCHOOL DISTRICT","SNOHOMISH","NORTHWEST EDUCATIONAL SERVICE DISTRICT 189","6-8","N","Y",
