"funding_program","proj","recip","website","administrative_organization","current_status","primary_contact","alternate_contact","grant_or_loan","program_description","eligible_projects_description","administrative_sub","percent_match","match_requirement_description","funding_limitation","funding_limitation_description","application_open_yr_1","application_closed_yr_1","application_open_yr_2","application_closed_yr_2","funding_award_duration","additional_application","supplemental_information","last_updated"
"National Coastal Resilience Fund (NFWF)","Monitoring","Conservation Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Monitoring","Counties, Cities, Towns","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Monitoring","Flood Control Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Monitoring","Governmental Agencies (State)","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Monitoring","Irrigation Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Monitoring","Lead Entities","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Monitoring","Non-Governmental Organizations","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Monitoring","Nonprofit Organizations","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Monitoring","Port Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Monitoring","Private Landowners","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Monitoring","Private or Public Corporations","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Monitoring","Regional Fisheries Enhancement Groups","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Monitoring","Small Forest Landowners","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
"National Coastal Resilience Fund (NFWF)","Monitoring","Special Purpose Districts","http://www.nfwf.org/coastalresilience/Pages/home.aspx","National Fish and Wildlife Foundation","Active","Michelle Pico; 262-567-0601; pico@nfwf.org","Erika Feller; 202-857-0166; erika.feller@nfwf.org","Grant","This funding supports projects that work to restore, increase or strengthen natural infrastructure to increase resilience and protection of coastal communities while also enhancing habitats for fish and wildlife.","n/a","n/a","1","Non-federal match, recommended 1:1.","$250,000 to $3,000,000","Estimated 18-month design/permit projects at $250K, and estimated three-year implementation projects at $3M.","6/1/2018","8/8/2018","n/a","n/a","n/a","Application dates are estimates at this time, pending appropriations.","Update provided by pico@nfwf.org","2018-08-19T00:00:00.000"
