"businessname","contractorlicensenumber","contractorlicensetypecode","contractorlicensetypecodedesc","licensestatus","licensestatusdesc","ubi","insurancecompany","insurancepolicyno","insuranceamt","effectivedate","expirationdate","canceldate","createdate","createdby_waoic_id","lastupdatedate","updatedby_waoic_id","insuranceagencyname"
"3MC DESIGN GROUP","3MCDEG*014OW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","601213078","Ohio Security Ins Co","BKS54247268","300000","2022-09-08T00:00:00.000","2023-09-08T00:00:00.000",,"2022-08-30T00:00:00.000","0","2022-08-30T00:00:00.000","0","GRIFFIN MACLEAN INSURANCE"
"3MICHAEL'S EXVTNG & LNDSCP LLC","3MICHEL811OT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604345273","Obsidian Specialty Insurance C","SCB-GL-000015862","1000000","2022-09-12T00:00:00.000","2023-09-12T00:00:00.000",,"2022-09-07T00:00:00.000","742974","2022-09-07T00:00:00.000","742974","C Randy McCready Agency"
"3 MILE CONSTRUCTION CO LLC","3MILEMC814P1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604521865","Contractors Bonding & Insuranc","C11SM3827","1000000","2021-09-23T00:00:00.000","2022-09-23T00:00:00.000",,"2021-09-15T00:00:00.000","187188","2021-09-15T00:00:00.000","187188","C DON FILER AGENCY INC"
"3MMM CONSTRUCTION LLC","3MMMCCL791MA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604764132","Nautilus Ins Co","NN1423265","1000000","2022-06-24T00:00:00.000","2023-06-24T00:00:00.000",,"2022-07-05T00:00:00.000","1014193","2022-07-05T00:00:00.000","1014193","Rodricor Multi-Finances"
"3MX CONTRACTORS","3MXCOC*794QD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604507228","Ohio Security Ins Co","BLS60550102","1000000","2021-10-31T00:00:00.000","2022-10-31T00:00:00.000",,"2021-11-04T00:00:00.000","L&I Staff","2021-11-04T00:00:00.000","L&I Staff",
"3MX CONTRACTORS","3MXCOC*794QD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604507228","Continental Cas Co","C6983082550","1000000","2022-08-17T00:00:00.000","2023-08-17T00:00:00.000",,"2022-08-17T00:00:00.000","255557","2022-08-17T00:00:00.000","255557","INSURANCE SERVICES INC"
"3 Nails Construction Inc","3NAILNC812C7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604315223","Atlantic Cas Ins Co","l179003275-0","2000000","2021-02-26T00:00:00.000","2023-02-26T00:00:00.000",,"2021-08-13T00:00:00.000","164680","2022-02-23T00:00:00.000","164680","PEREZ INSURANCE INC"
"3 PEAKS NORTHWEST LLC","3PEAKPN785DQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604889543","Travelers Indemnity Co of Conn","68G001S881593","1000000","2022-04-12T00:00:00.000","2023-04-12T00:00:00.000",,"2022-03-18T00:00:00.000","L&I Staff","2022-03-18T00:00:00.000","L&I Staff",
"3 PEAKS NORTHWEST LLC","3PEAKPN785DQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604889543","Travelers Indemnity Co of Conn","68G001S881593","1000000","2021-04-12T00:00:00.000","2023-04-12T00:00:00.000",,"2022-03-18T00:00:00.000","L&I Staff","2022-03-28T00:00:00.000","733434","ASSOCIATED AGENTS GROUP INC"
"3 PHASE CONSTRUCTION LLC","3PHASPC806BC","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604524386","Contractors Bonding & Insuranc","C11SM6410","1000000","2021-12-26T00:00:00.000","2022-12-26T00:00:00.000",,"2021-12-20T00:00:00.000","270348","2021-12-20T00:00:00.000","270348","BECKLER INS AGENCY INC"
"3 POINT CONSTRUCTION","3POINPC972LZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602301512","Ohio Security Ins Co","BKS57227888","1000000","2017-07-26T00:00:00.000","2023-07-26T00:00:00.000",,"2017-06-06T00:00:00.000","917363","2022-06-27T00:00:00.000","201438","LIBERTY MUTUAL AGENCY CORP"
"3 POINT CONTRACTING LLC","3POINCL781K4","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604892008","Houston Casualty Co","H22AC8841100","1000000","2022-04-25T00:00:00.000","2023-04-25T00:00:00.000",,"2022-05-27T00:00:00.000","L&I Staff","2022-05-27T00:00:00.000","L&I Staff",
"3PS FLOORING LLC","3PSFLFL796N5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604788970","Ohio Security Ins Co","BKS63662968","1000000","2021-08-18T00:00:00.000","2023-08-18T00:00:00.000",,"2021-08-25T00:00:00.000","L&I Staff","2022-06-29T00:00:00.000","135342","Kuresman Insurance LLC"
"3PS LLC","3PSLLL*781BE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603320199","Scottsdale Ins Co","CPS7498333","300000","2022-01-01T00:00:00.000","2023-01-01T00:00:00.000",,"2022-01-05T00:00:00.000","L&I Staff","2022-01-05T00:00:00.000","L&I Staff",
"3-R CONSTRUCTION","3RCON**025DE","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600319621","Contractors Bonding & Insuranc","G11FC9495","300000","2022-05-14T00:00:00.000","2023-05-14T00:00:00.000",,"2022-05-23T00:00:00.000","L&I Staff","2022-05-23T00:00:00.000","L&I Staff",
"3R CONSTRUCTION LLC","3RCONCL791LM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604746512","State National Ins Co Inc","NXTIO2GMYP-01-GL","1000000","2022-04-24T00:00:00.000","2023-04-24T00:00:00.000",,"2022-03-02T00:00:00.000","943639","2022-03-02T00:00:00.000","943639","Next Insurance Inc"
"3RD GEN CONSTRUCTION INC","3RDGEGC895BM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602140637","Cincinnati Ins Co","EPP0058423","2000000","2022-01-13T00:00:00.000","2023-01-13T00:00:00.000",,"2022-01-12T00:00:00.000","0","2022-01-12T00:00:00.000","0","HUB INTERNATIONAL Bothell"
"3RD GENERATION CONST INC","3RDGEGC853OD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603534322","Underwriters at Lloyds","AC266002591","1000000","2022-08-25T00:00:00.000","2023-08-25T00:00:00.000",,"2022-08-23T00:00:00.000","L&I Staff","2022-08-23T00:00:00.000","L&I Staff",
"3RD GENERATION CONST INC","3RDGEGC853OD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603534322","Underwriters at Lloyds London","AC266001950","1000000","2022-08-25T00:00:00.000","2023-08-25T00:00:00.000",,"2022-08-16T00:00:00.000","174903","2022-08-16T00:00:00.000","174903","Peter Mirkovich Agency"
"3RD GENERATION FLOORING INC","3RDGEGF854BF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603450625","Ohio Security Ins Co","BKS54727888","1000000","2019-02-03T00:00:00.000","2023-02-03T00:00:00.000",,"2019-01-15T00:00:00.000","807237","2021-12-13T00:00:00.000","704037","WHITFIELD UNITED INSURANCE"
"3RD GENERATION PAINTING","3RDGEGP826RL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604357535","Farmers Ins Exchange","606719170","1000000","2018-11-12T00:00:00.000","2022-11-12T00:00:00.000",,"2018-12-13T00:00:00.000","L&I Staff","2021-09-29T00:00:00.000","907584","ZARZANA FAMILY INSURANCE AGENC"
"3RD HERITAGE","3RDHEH*788CP","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604801034","CLEAR SPRING PROPERTY AND CASU","CB001998100","1000000","2021-10-11T00:00:00.000","2022-10-11T00:00:00.000",,"2022-02-17T00:00:00.000","L&I Staff","2022-02-17T00:00:00.000","L&I Staff",
"3 RING SERVICES INC","3RINGRS844C5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602278670","Liberty Mutual Ins Co","BKS57652721","1000000","2018-11-16T00:00:00.000","2022-11-16T00:00:00.000",,"2018-11-26T00:00:00.000","221223","2021-10-19T00:00:00.000","221223","ANDERSON & BLACK INS LLC"
"3 RIVERS CUTTING INC","3RIVERC858LA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","600589460","Everest National Insurance Com","9100001910-211","1000000","2021-10-15T00:00:00.000","2022-10-15T00:00:00.000",,"2021-10-14T00:00:00.000","77041","2021-10-14T00:00:00.000","77041","ERIC N WAGNER INS INC"
"3 RIVERS DRYWALL INC","3RIVERD800L3","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604620831","Contractors Bonding & Insuranc","C11SM8670","1000000","2021-06-06T00:00:00.000","2023-06-06T00:00:00.000",,"2021-06-09T00:00:00.000","1030607","2022-05-27T00:00:00.000","1030607","Brooks Insurance Services LLC"
"3 Rivers Heating & Air LLC","3RIVERH834Q7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604193925","Northfield Ins Co","ws488010","1000000","2022-01-20T00:00:00.000","2023-01-20T00:00:00.000","2022-07-21T00:00:00.000","2022-03-08T00:00:00.000","L&I Staff","2022-07-21T00:00:00.000","L&I Staff",
"3 Rivers Heating & Air LLC","3RIVERH834Q7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604193925","Northfield Ins Co","WS440590","1000000","2021-01-20T00:00:00.000","2023-01-20T00:00:00.000",,"2021-01-20T00:00:00.000","0","2022-01-20T00:00:00.000","0","WHEATLAND INSURANCE CENTER INC"
"3 Rivers Heating & Air LLC","3RIVERH834Q7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604193925","WESTERN NATIONAL MUTUAL INS CO","0001193770","1000000","2022-07-19T00:00:00.000","2023-07-19T00:00:00.000",,"2022-07-15T00:00:00.000","0","2022-07-15T00:00:00.000","0","WHEATLAND INSURANCE CENTER INC"
"3 Rivers Maintenance LLC","3RIVERM829BJ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604140674","American Family Insurance Co","BKS58508230","1000000","2022-01-09T00:00:00.000","2023-01-09T00:00:00.000",,"2022-01-11T00:00:00.000","126374","2022-01-11T00:00:00.000","126374","American Family Insurance"
"3 RIVERS PRESSURE WASHING LLC","3RIVERP787L8","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604903798","Preferred Contractors Ins Co R","PCA5042PC437023","1000000","2022-06-27T00:00:00.000","2023-06-27T00:00:00.000",,"2022-06-28T00:00:00.000","L&I Staff","2022-06-28T00:00:00.000","L&I Staff",
"3 RIVERS RESTORATION INC","3RIVERR802BN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604562449","Obsidian Specialty Insurance C","SCB-GL-000000411","1000000","2022-01-14T00:00:00.000","2023-01-14T00:00:00.000",,"2022-01-17T00:00:00.000","798223","2022-01-17T00:00:00.000","798223","AMERICAN MATAR INTERNATIONAL I"
"3R PROPERTY SERVICE LLC","3RPROPS822LD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604286429","Nautilus Ins Co","3RPROPS822LD","1000000","2022-03-10T00:00:00.000","2023-03-10T00:00:00.000",,"2022-03-09T00:00:00.000","268392","2022-03-09T00:00:00.000","268392","Blue Lion Brokers LLC"
"3 R's Cabinet and Doors LLC","3RSCARC809N6","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604632931","HISCOX INSURANCE COMPANY INC","P1003838853","2000000","2022-07-10T00:00:00.000","2023-07-10T00:00:00.000",,"2022-08-04T00:00:00.000","L&I Staff","2022-08-04T00:00:00.000","L&I Staff",
"3 RULES CONSTRUCTION","3RULERC782LW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604902200","Atlantic Cas Ins Co","L179003610-0","1000000","2022-04-21T00:00:00.000","2023-04-21T00:00:00.000",,"2022-06-16T00:00:00.000","1118583","2022-06-16T00:00:00.000","1118583","OTTER INS AGENCY INC"
"3R WORKS LLC","3RWORWL826DM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604229533","Developers Surety & Indem Co","BIS00038219-01","1000000","2022-03-14T00:00:00.000","2023-03-14T00:00:00.000",,"2022-03-09T00:00:00.000","0","2022-03-09T00:00:00.000","0","HEFFERNAN INS BROKERS-CA"
"3 SANTOS CONSTRUCTION LLC","3SANTSC784CN","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604863183","Continental Cas Co","C6982046410","1000000","2022-02-10T00:00:00.000","2023-02-10T00:00:00.000",,"2022-02-15T00:00:00.000","L&I Staff","2022-02-15T00:00:00.000","L&I Staff",
"3SIX0 QUALITY CONSTRUCTION LLC","3SIX0QC819B2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604389248","Penn-Star Ins Co","PAV0308945","1000000","2022-01-17T00:00:00.000","2023-01-17T00:00:00.000",,"2022-01-03T00:00:00.000","864428","2022-01-03T00:00:00.000","864428","CREEK INSURANCE LLC"
"3 SIXTY LANDSCAPE LLC","3SIXTSL873KZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603205999","General Ins Co of America","BWG64592080","1000000","2022-03-24T00:00:00.000","2023-03-24T00:00:00.000",,"2022-05-12T00:00:00.000","739294","2022-05-12T00:00:00.000","739294","RICE INSURANCE LLC"
"3SK CONSTRUCTION LLC","3SKCOCL811BD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604314841","CLEAR SPRING PROPERTY AND CASU","CB002193400","1000000","2022-01-11T00:00:00.000","2023-01-11T00:00:00.000",,"2022-01-10T00:00:00.000","926137","2022-01-10T00:00:00.000","926137","VANCLARK INS AGENCY LLC"
"3SK CONSTRUCTION LLC","3SKCOCL811BD","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604314841","Security National Insurance","NAV00015883","1000000","2021-01-11T00:00:00.000","2023-01-11T00:00:00.000",,"2021-01-18T00:00:00.000","926137","2022-01-10T00:00:00.000","926137","VANCLARK INS AGENCY LLC"
"3 SONS CARPET","3SONSSC799DW","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604708397","CLEAR SPRING PROPERTY AND CASU","CB002361700","1000000","2022-03-05T00:00:00.000","2023-03-05T00:00:00.000",,"2022-03-04T00:00:00.000","873784","2022-03-04T00:00:00.000","873784","Pabon Insurance Agency"
"3TG REMODELING LLC","3TGRERL783CS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604865153","Contractors Bonding & Insuranc","C11SN5742","1000000","2022-02-03T00:00:00.000","2023-02-03T00:00:00.000",,"2022-02-10T00:00:00.000","L&I Staff","2022-02-10T00:00:00.000","L&I Staff",
"3V COMPANY","3VCOMC*838JK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604086477","Ohio Security Ins Co","BKS60445307","1000000","2021-12-31T00:00:00.000","2022-12-31T00:00:00.000",,"2022-01-22T00:00:00.000","L&I Staff","2022-01-22T00:00:00.000","L&I Staff",
"3WARRIORS LWN CRE & LNDSCP LLC","3WARRLC793OT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604811643","Scottsdale Ins Co","CPS7448615","1000000","2021-09-27T00:00:00.000","2022-09-27T00:00:00.000",,"2021-09-30T00:00:00.000","L&I Staff","2021-09-30T00:00:00.000","L&I Staff",
"3 W CONSTRUCTION LLC","3WCONWC928MG","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602842296","Contractors Bonding & Insuranc","G11FD9962","1000000","2018-06-04T00:00:00.000","2023-06-04T00:00:00.000",,"2018-06-05T00:00:00.000","L&I Staff","2022-04-11T00:00:00.000","211937","Herbert Snowden Agency"
"405 DOOR LLC","405DODL861Q1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603393214","CLEAR SPRING PROPERTY AND CASU","CB002085500","1000000","2021-11-16T00:00:00.000","2022-11-16T00:00:00.000",,"2021-11-16T00:00:00.000","734660","2021-11-16T00:00:00.000","734660","SEXTON AGENCY, THE"
"40 ACRES CONSTRUCTION LLC","40ACRAC780CZ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604766734","Western World Ins Co","NPP8879437","1000000","2022-01-24T00:00:00.000","2023-01-24T00:00:00.000",,"2022-02-09T00:00:00.000","L&I Staff","2022-02-09T00:00:00.000","L&I Staff",
"411 Plumber Inc","411PLPI885CF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603169384","Federated Mutual Ins Co","6082439","1000000","2022-08-01T00:00:00.000","2023-08-01T00:00:00.000",,"2022-07-20T00:00:00.000","L&I Staff","2022-07-20T00:00:00.000","L&I Staff",
"411 PLUMBING LLC","411PLPL780DG","PC","PLUMBING CONTRACTOR","A","ACTIVE","604880043","Federated Mutual Ins Co","6082439","1000000","2022-03-08T00:00:00.000","2023-08-01T00:00:00.000",,"2022-03-21T00:00:00.000","981621","2022-03-21T00:00:00.000","981621","Federated Mutual Ins -Lk Tapps"
"425 CONSTRUCTION LLC","425COCL906QA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603058478","Contractors Bonding & Insuranc","C11SM3046","1000000","2020-09-11T00:00:00.000","2023-09-11T00:00:00.000",,"2020-09-17T00:00:00.000","899668","2022-09-09T00:00:00.000","899668","KLEIN INSURANCE AGENCY INC"
"425 REMODEL LLC","425RERL793BO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604554184","Developers Surety & Indem Co","BIS0003581902","1000000","2021-12-15T00:00:00.000","2022-12-15T00:00:00.000",,"2021-12-02T00:00:00.000","77108","2021-12-02T00:00:00.000","77108","DEFRANCO-MERRILL INS INC"
"4437 GREENWOOD LLC","4437GGL784NA","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604572016","Atlantic Cas Ins Co","4898114b","1000000","2022-05-05T00:00:00.000","2023-05-05T00:00:00.000",,"2022-08-01T00:00:00.000","L&I Staff","2022-08-01T00:00:00.000","L&I Staff",
"45 DEGREE LLC","45DEGDL784C2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604846856","Ohio Security Ins Co","BLS2364261919","1000000","2022-02-15T00:00:00.000","2023-02-15T00:00:00.000",,"2022-02-22T00:00:00.000","L&I Staff","2022-02-22T00:00:00.000","L&I Staff",
"45 DEGREES CARPENTRY LLC","45DEGDC791LQ","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604755090","State National Ins Co Inc","NXTR2EZ3VZ-01-GL","1000000","2022-07-01T00:00:00.000","2023-07-01T00:00:00.000",,"2022-05-09T00:00:00.000","943639","2022-05-09T00:00:00.000","943639","Next Insurance Inc"
"45TH STREET HOMES LLC","45THSSH795D5","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603401358","State National Ins Co Inc","NXTF4PLYQ00GL","1000000","2022-06-20T00:00:00.000","2023-06-20T00:00:00.000",,"2022-06-22T00:00:00.000","L&I Staff","2022-06-22T00:00:00.000","L&I Staff",
"47K SOLUTIONS LLC","47KSOSL791O1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604803121","Western World Ins Co","NPP8819390","1000000","2021-10-04T00:00:00.000","2022-10-04T00:00:00.000",,"2021-09-21T00:00:00.000","L&I Staff","2021-09-21T00:00:00.000","L&I Staff",
"47 NORTH APARTMENTS LLC","47NORNA783JK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604741216","Scottsdale Indemnity Co","BCS0039894","1000000","2022-04-05T00:00:00.000","2023-10-05T00:00:00.000",,"2022-04-12T00:00:00.000","L&I Staff","2022-04-12T00:00:00.000","L&I Staff",
"47 NORTH CUSTOM HOMES","47NORNC814RR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604192623","Kinsale Insurance Company","9285650-A","1000000","2021-04-21T00:00:00.000","2023-04-21T00:00:00.000",,"2021-04-21T00:00:00.000","792907","2022-04-14T00:00:00.000","792907","HARVEY-MONTEITH INSURANCE"
"48 NORTH DEVELOPMENT INC","48NORND815DL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604404143","Contractors Bonding & Insuranc","G11FE0283","1000000","2021-01-16T00:00:00.000","2023-01-16T00:00:00.000",,"2021-02-03T00:00:00.000","885713","2022-01-10T00:00:00.000","885713","Guardian Insurance Northwest"
"493 EARTHMOVERS","493EAE*834DO","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604098052","Nautilus Ins Co","NN1432313","1000000","2022-07-14T00:00:00.000","2023-07-14T00:00:00.000",,"2022-07-13T00:00:00.000","935571","2022-07-13T00:00:00.000","935571","MCCOY HOLLISTON INS INC"
"49NORTH LLC","49NORL*781KS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604284264","Kinsale Insurance Company","01001840380","1000000","2022-03-17T00:00:00.000","2023-03-17T00:00:00.000",,"2022-05-10T00:00:00.000","L&I Staff","2022-05-10T00:00:00.000","L&I Staff",
"4 ACES CONSTRUCTION INC","4ACESAC843O2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604007163","Contractors Bonding & Insuranc","G11FE0744","1000000","2021-09-21T00:00:00.000","2022-09-21T00:00:00.000",,"2021-09-02T00:00:00.000","862300","2021-09-02T00:00:00.000","862300","ALL LINES INSURANCE"
"4 ACES DRYWALL & PAINT","4ACESAD803DL","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604584043","Ohio Security Ins Co","BLS61143376","1000000","2020-03-12T00:00:00.000","2023-03-12T00:00:00.000",,"2020-03-13T00:00:00.000","L&I Staff","2022-02-14T00:00:00.000","852714","RICE INSURANCE LLC"
"4 ACES RESTORATION LLC","4ACESAR838DF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603586543","Westchester Surp Lines Ins Co","G46874195 005","1000000","2022-03-28T00:00:00.000","2023-03-28T00:00:00.000",,"2022-03-16T00:00:00.000","742974","2022-03-16T00:00:00.000","742974","C Randy McCready Agency"
"4A FARMS LLC","4AFARFL828OF","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604297551","Country Mutual Ins Co","AB9268019","1000000","2018-08-30T00:00:00.000","2023-08-30T00:00:00.000",,"2018-09-06T00:00:00.000","L&I Staff","2022-07-28T00:00:00.000","182881","CC Services Inc"
"4 A ROOFING","4ROOFR*807L2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604571921","Kinsale Insurance Company","0100117447-2","1000000","2022-06-08T00:00:00.000","2023-06-08T00:00:00.000",,"2022-06-14T00:00:00.000","225139","2022-06-14T00:00:00.000","225139","PINO INSURANCE AGENCY"
"4A'S CONCRETE & MORE LLC","4ASCOCM780KK","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604831184","Contractors Bonding & Insuranc","C11SN6758","1000000","2022-05-10T00:00:00.000","2023-05-10T00:00:00.000",,"2022-05-12T00:00:00.000","L&I Staff","2022-05-12T00:00:00.000","L&I Staff",
"4 AS DRYWALL LLC","4ASDRAD814D2","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604397237","Ohio Security Ins Co","BLS59636036","1000000","2020-03-01T00:00:00.000","2023-03-01T00:00:00.000",,"2020-02-12T00:00:00.000","142837","2022-02-18T00:00:00.000","160184","ROBERT M TRASK AGENCY INC"
"4 A's Tree Services LLC","4ASTRAT923OT","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","602863358","Scottsdale Ins Co","CPS7603514","1000000","2022-06-27T00:00:00.000","2023-06-27T00:00:00.000",,"2022-06-21T00:00:00.000","0","2022-06-21T00:00:00.000","0","COLUMBIA INS GROUP LLC"
"4 BOYS ROOFING LLC","4BOYSBR794M7","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604728383","Preferred Contractors Ins Co R","PCCM432489","2000000","2022-04-20T00:00:00.000","2023-04-20T00:00:00.000",,"2022-04-29T00:00:00.000","723908","2022-04-29T00:00:00.000","723908","GASLAMP INS SERVICE"
"4B PARTNERS INC","4BPARPI860OR","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603239086","Western Pacific Mutual Ins Co","WP4600057321","2000000","2021-09-16T00:00:00.000","2022-09-16T00:00:00.000",,"2021-08-09T00:00:00.000","161466","2021-08-09T00:00:00.000","161466","INTEGRITY UNDERWRITERS"
"4 BRO'S LANDSCAPING","4BROSBL823JS","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","603304492","Hanover Insurance Company, The","LHWD55895004","1000000","2022-05-16T00:00:00.000","2023-05-23T00:00:00.000",,"2022-05-26T00:00:00.000","L&I Staff","2022-05-26T00:00:00.000","L&I Staff",
"4 BROTHERS CONCRETE LLC","4BROTBC804O1","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604628427","HISCOX INSURANCE COMPANY INC","P100.317.859.3","1000000","2022-06-09T00:00:00.000","2023-06-09T00:00:00.000",,"2022-04-29T00:00:00.000","1040624","2022-04-29T00:00:00.000","1040624","Heuman Insurance Agency"
"4 BROTHERS HOME","4BROTBH785DM","CC","CONSTRUCTION CONTRACTOR","A","ACTIVE","604713667","Contractors Bonding & Insuranc","C11SN6174","1000000","2022-03-09T00:00:00.000","2023-03-09T00:00:00.000",,"2022-03-14T00:00:00.000","L&I Staff","2022-03-14T00:00:00.000","L&I Staff",
