"projectgroupid","fiscalyear_budgets","project_unique","orgname","shortdesc","fund_category_description","fund_parent_source","project_category_label","project_category_description","budget"
"7802113.0","2021","78021-13","Rail Division Project Management","Statewide Rail Plan","Commonwealth Rail Fund","State Funds","Rail","Rail Planning","375000.0"
"7802114.0","2021","78021-14","Rail Division Project Management","Statewide Rail Plan","Commonwealth Rail Fund","State Funds","Rail","Rail Planning","450000.0"
"7802010.0","2021","78021-15","Rail Division Project Management","Bedford Station Study","Commonwealth Rail Fund","State Funds","Rail","Rail Planning","100000.0"
"7802116.0","2021","78021-16","Rail Division Project Management","Station Improvement Planning","Commonwealth Rail Fund","State Funds","Rail","Rail Planning","300000.0"
"7552109.0","2020","75521-09","Norfolk and Portsmouth Belt Line RR Co","RPF - 2021 - Norfolk Portsmouth - Southern Branch Rehab - Chesapeake  -  Bonds","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","794264.0"
"7552110.0","2020","75521-10","Norfolk and Portsmouth Belt Line RR Co","RPF - 2021 - Norfolk Portsmouth - Rehab Main Line Bridge Ties & W Approach -  CRF Xfer","Short Line Railway Preservation","State Funds","Rail","Rail Preservation","70395.0"
"5004300.0","2021","50043-01","NVTC - VRE","VRE - Debt Service for Rail Projects - 71 Railcars","Transportation Trust Fund / VW Trust Fund","State Funds","Transit","Multi-year Capital Projects","979483.0"
"5004300.0","2021","50043-01","NVTC - VRE","VRE - Debt Service for Rail Projects - 71 Railcars","Federal Share","Federal Funds","Transit","Multi-year Capital Projects","4897413.0"
"5004300.0","2021","50043-01","NVTC - VRE","VRE - Debt Service for Rail Projects - 71 Railcars","Local Share","Local Funds","Transit","Multi-year Capital Projects","244870.0"
"7802102.0","2021","78021-02","Rail Division Project Management","General Assembly study of Gainesville VRE extension studies cost and infrastructure assumptions.","Commonwealth Rail Fund","State Funds","Rail","Rail Planning","99667.08"
"7012005.0","2021","78721-01","Rail Division Project Management","Ongoing consultant support for NS Corridor infrastructure discussions.","Commonwealth Rail Fund","State Funds","Transit",,"76485.28"
