"project_name","preserve","vicinity","latitude","longitude","approx_size_in_acres","species_common_name","objectives","status","year","season","ipm_method_type","methods","crew","notes","upload_date","geo_location"
"Camino Alto Fuelbreak: Phase I","Camino Alto","East of Camino Alto Fire Road (excluding northern portion)","37.91252521","-122.5280128","16","Broom","Fire fuel reduction, Invasive species control, Defensible space","Completed","2011","Spring","Non-chemical","Burn piles","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.5280128 37.91252521)"
"Pacheco Creek Drive","Pacheco Valle","Pacheco Creek Drive","38.04948286","-122.5486142","2","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2020","Summer","Non-chemical","Thinning","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.5486142 38.04948286)"
"Maintenance: Camino Alto Mow","Camino Alto","Fairway Drive","37.91155","-122.534406","0.22","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.534406 37.91155)"
"King Mountain Fuelbreak","King Mountain","Above Citron Fire Road","37.939359","-122.542514","10","Acacia, Broom, Eucalyptus","Fire fuel reduction, Invasive species control","Completed","2014","Spring","Chemical","Triclopyr (Garlon)","Cotnracted Services",,"2022-01-04T00:00:00.000","POINT (-122.542514 37.939359)"
"Maintenance: Rush Creek Lighting & Landscape DIstrict Mow","Rush Creek Lighting & Landscape DIstrict",,"38.12362","-122.54472","0.02","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.54472 38.12362)"
"Maintenance: Maurice Thorner Mow","Maurice Thorner","Thorner Ridge","38.017841","-122.670118","1.32","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.670118 38.017841)"
"Blithedale Ridge Access and Fuelbreak","Blithedale Summit","Blithedale Ridge Fire Road from Corte Madera Ridge intersection to Two Tanks intersection","37.925509","-122.552242","11","Broom","Fire fuel reduction","Upcoming","2022","Winter","Non-chemical","Hand pull","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.552242 37.925509)"
"Sanchez Way","Verissimo Hills","Sanchez Way","38.11038787","-122.6285982","2.1","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2020","Winter","Non-chemical","Burn piles","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.6285982 38.11038787)"
"Cascade Canyon Broom Control","Cascade Canyon","Western areas of the preserve; west of Toyon Fire Road","37.98092","-122.61523","2.8","Broom","Fire fuel reduction, Invasive species control, Emergency access","Completed","2018","Spring","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.61523 37.98092)"
"Corte Madera Ridge Access and Fuelbreak","Blithedale Summit","East end Corte Madera Ridge Fire Road","37.923088","-122.541672","13","Broom","Fire fuel reduction","Completed","2020","Winter","Non-chemical","Weed whip, Hand pull","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.541672 37.923088)"
"Maintenance: Blithedale Summit Mow","Blithedale Summit","Elinor Fire Rd","37.915405","-122.543008","3.81","Mixed vegetation","Emergency Access",,"2022",,"Non-chemical","Mow","Ranger","As Needed","2022-01-04T00:00:00.000","POINT (-122.543008 37.915405)"
"Maintenance: Stafford Lake Mow","Stafford Lake","area 2 lawn","38.112507","-122.652356","2.28","Mixed vegetation","Other",,"2022",,"Non-chemical","Mow",,"As Needed","2022-01-04T00:00:00.000","POINT (-122.652356 38.112507)"
"King Mountain Fuelbreak","King Mountain","Above and below Citron Fire Road","37.939359","-122.542514","20","Acacia, Broom, Eucalyptus","Fire fuel reduction, Invasive species control","Completed","2019","Summer","Non-chemical","Grazing, Thinning","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.542514 37.939359)"
"Mount Burdell Yellow Star Thistle Control","Mount Burdell","Eagle Rim Trail, Cobblestone Fire Road, Middle Burdell Fire Road, San Andreas Fire Road, San Marin Fire Road, Dwarf Oak Trail","38.13588","-122.59513",,"Yellow star thistle","Invasive species control","Upcoming","2022","Summer","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.59513 38.13588)"
"Big Rock Ridge Broom Control","Pacheco Valle","Chicken Shack Fire Road","38.054878","-122.551543","11","Broom","Fire fuel reduction, Invasive species control","Completed","2007","Summer","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.551543 38.054878)"
"Maintenance: Point Reyes Playground Mow","Point Reyes Playground","Pt Reyes Playground field","38.067884","-122.803442","2.73","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.803442 38.067884)"
"Maintenance: Tiburon Ridge Mow","Tiburon Ridge","Creekside Apartments to Ring Mt.","37.906416","-122.508015","4","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.508015 37.906416)"
"Middle Summit Access and Fuelbreak","Blithedale Summit","Middle Summit Fire Road","37.920314","-122.535311","5","Broom","Emergency Access","Upcoming","2022","Summer","Non-chemical","Weed whip","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.535311 37.920314)"
"Deer Island Goatgrass Control","Deer Island","Deer Island Loop Trail x Russel Antonio Trail","38.098445","-122.54227","0.1","Goatgrass","Invasive species control","Completed","2021","Summer","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.54227 38.098445)"
"Maintenance: Loma Verde Mow","Loma Verde","POSADA DEL SOL FIRE ROAD","38.05903","-122.535962","0.32","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.535962 38.05903)"
"Maintenance: French Ranch Mow","French Ranch","Moon Hill Trail","38.021123","-122.662963","0.62","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.662963 38.021123)"
"Maintenance: Terra Linda/Sleepy Hollow Mow","Terra Linda Sleepy Hollow","Terra Linda Drive to Esmeyer Drive","38.001365","-122.563334","1.28","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.563334 38.001365)"
"Terra Linda/Sleepy Hollow Grazing","Terra Linda Sleepy Hollow","Ridgetop fuel break/defensible space behind homes","38.01649232","-122.5716472","100","Mixed vegetation","Fire fuel reduction, defensible space","Upcoming","2022","Spring, Summer","Non-chemical","Grazing","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.5716472 38.01649232)"
"Maintenance: Mount Burdell Mow","Mount Burdell","Dwarf Oak Trail","38.12443","-122.609715","3.12","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.609715 38.12443)"
"Maintenance: Little Mountain Mow","Little Mountain","Doe Hill Fire Road- Kathleen Dr. to Center Rd.","38.112802","-122.628936","0.53","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.628936 38.112802)"
"Maintenance: Deer Island Mow","Deer Island","Deer Island Loop","38.094933","-122.539424","4.55","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.539424 38.094933)"
"King Mountain Fuelbreak","King Mountain","Above and below Citron Fire Road","37.939359","-122.542514","20","Acacia, Broom, Eucalyptus","Fire fuel reduction, Invasive species control","Upcoming","2022","Spring, Fall","Chemical","Triclopyr (Vastlan)","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.542514 37.939359)"
"Maintenance: Bothin Marsh Mow","Bothin Marsh",,"37.887843","-122.509816","0.31","Mixed vegetation","Other",,"2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.509816 37.887843)"
"Maintenance: Loma Alta Mow","Loma Alta","Wilder Road","38.006294","-122.588578","0.01","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.588578 38.006294)"
"Maintenance: Bayside Park Mow","Bayside Park",,"37.978093","-122.475036","0.04","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.475036 37.978093)"
"Hillside Fuelbreak","Blithedale Summit","South end of Blithedale Ridge Fire Road above Hillside Ave.","37.91252962","-122.542517","14","Broom","Emergency access, Fire fuel reduction","Upcoming","2022","Winter","Non-chemical","Hand pull","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.542517 37.91252962)"
"Maintenance: Terra Linda/Sleepy Hollow Prune","Terra Linda Sleepy Hollow","Old Lucas Valley Road","38.024885","-122.562706","5.08","Mixed woody vegetation","Emergency Access",,"2022","Fall","Non-chemical","Prune","Ranger","As Needed","2022-01-04T00:00:00.000","POINT (-122.562706 38.024885)"
"Aries Lane","Verissimo Hills","Aries Lane","38.11091965","-122.6251821","1.9","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2020","Summer","Non-chemical","Thinning","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.6251821 38.11091965)"
"Crown to Coronet Fuelbreak","Baltimore Canyon","Crown Road, Coronet Way","37.947609","-122.5692","4","Broom, Acacia","Emergency access, Fire fuel reduction","Completed","2013","Spring","Chemical","Triclopyr (Garlon)","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.5692 37.947609)"
"Hillside Fuelbreak","Blithedale Summit","South end of Blithedale Ridge Fire Road above Hillside Ave.","37.91252962","-122.542517","14","Broom","Fire fuel reduction, Invasive species control, Defensible space","Completed","2013","Spring","Chemical","Glyphosate (Aquamaster)","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.542517 37.91252962)"
"Deer Island Pepperweed Control","Deer Island","Deer Island Loop Trail","38.100412","-122.540356","0.1","Pepperweed","Invasive species control","Completed","2020","Summer","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.540356 38.100412)"
"Maintenance: Santa Margarita Island Mow","Santa Margarita Island","Meadow Dr Street End","38.008451","-122.523365","0.07","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.523365 38.008451)"
"Mount Burdell Grazing","Mount Burdell","Preserve-wide, excluding areas near Dwarf Oak Trail and southeast of Creekside Fire Road","38.135996","-122.593221","1270","Mixed vegetation","Fire fuel reduction","Completed","2015","Spring","Non-chemical","Grazing","Grazing",,"2022-01-04T00:00:00.000","POINT (-122.593221 38.135996)"
"Lower Summit Fire Road","Camino Alto","Summit Road","37.91967957","-122.5324837","4.3","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2020","Spring","Non-chemical","Thinning, Chipping","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.5324837 37.91967957)"
"Maintenance: Terra Linda/Sleepy Hollow Mow","Terra Linda Sleepy Hollow","Montecillo Road to Las Ovejas Avenue","38.013724","-122.568267","0.88","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.568267 38.013724)"
"Big Rock Ridge Broom Control","Pacheco Valle","Chicken Shack Fire Road","38.054878","-122.551543","11","Broom","Fire fuel reduction, Invasive species control","Completed","2017","Summer","Chemical","Triclopyr (Garlon)","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.551543 38.054878)"
"Maintenance: Horse Hill Mow","Horse Hill","Vasco Road","37.910253","-122.524148","0.3","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.524148 37.910253)"
"Partridge Drive","Mount Burdell","Partridge Drive","38.12690789","-122.5827285","0.5","Mixed woody vegetation","Fire fuel reduction, defensible space","Completed","2020","Summer","Non-chemical","Thinning, Chipping","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.5827285 38.12690789)"
"Maintenance: Mount Burdell Mow","Mount Burdell","Partridge Knolls Trail","38.123663","-122.571435","1.51","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow",,,"2022-01-04T00:00:00.000","POINT (-122.571435 38.123663)"
"Hillside Fuelbreak","Blithedale Summit","South end of Blithedale Ridge Fire Road above Hillside Ave.","37.91252962","-122.542517","14","Broom","Fire fuel reduction, Invasive species control, Defensible space","Completed","2012","Spring","Chemical","Glyphosate (Aquamaster)","Contracted Services",,"2022-01-04T00:00:00.000","POINT (-122.542517 37.91252962)"
"Ring Mountain Tocalote Thistle Control","Ring Mountain","Ring Mountain Fire Road","37.91177","-122.49128",,"Tocalote","Invasive species control","Upcoming","2022","Spring","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.49128 37.91177)"
"Ring Mountain Broom Control","Ring Mountain","Phyllis Ellman Trail, Loop Trail, Taylor Fire Road, Ring Mountain Fire Road, Reed Ranch Fire Road, Shepherd Way Fire Road","37.91252","-122.49155","6.2","Broom","Invasive species control, Fire fuel reduction","Completed","2020","Spring","Non-chemical","Hand pull","Parks Resources Team, Contracted Services, Conservation Corps North Bay, Volunteers",,"2022-01-04T00:00:00.000","POINT (-122.49155 37.91252)"
"Maintenance: Indian Valley Mow","Indian Valley","PACHECO PON DAM FACE","38.074053","-122.586872","0.29","Mixed vegetation","Other",,"2022",,"Non-chemical","Mow",,"As Needed","2022-01-04T00:00:00.000","POINT (-122.586872 38.074053)"
"Maintenance: Terra Linda/Sleepy Hollow Prune","Terra Linda Sleepy Hollow","Luiz Ridge Fire Road","38.023005","-122.582386","2.97","Mixed woody vegetation","Emergency Access","Upcoming","2022","Fall","Non-chemical","Prune","Ranger","As Needed","2022-01-04T00:00:00.000","POINT (-122.582386 38.023005)"
"Maintenance: Alto Bowl Mow","Alto Bowl","Coach Fire Road","37.915706","-122.520249","0.67","Mixed vegetation","Emergency Access","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.520249 37.915706)"
"Maintenance: Novato Stafford Multi-Use Path Mow","Novato Stafford Multi-Use Path",,"38.120336","-122.631095","14.05","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.631095 38.120336)"
"Districtwide Purple Star Thistle Control","All preserves","All preserves","38.1","-122.45","15","Purple starthistle","Invasive species control","Completed","2020","Summer","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.45 38.1)"
"Maintenance: Lucas Valley Field Office Mow","Lucas Valley Field Office","Lucas Valley Rd at Mt. Lassen Dr","38.025506","-122.568261","0.78","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger - Parks",,"2022-01-04T00:00:00.000","POINT (-122.568261 38.025506)"
"Mount Burdell Yellow Star Thistle Control","Mount Burdell","Eagle Rim Trail, Cobblestone Fire Road, Middle Burdell Fire Road, San Andreas Fire Road, San Marin Fire Road, Dwarf Oak Trail","38.13588","-122.59513","52","Yellow star thistle","Invasive species control","Completed","2021","Summer","Non-chemical","Hand pull","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.59513 38.13588)"
"Maintenance: Homestead Valley Mow","Homestead Valley",,"37.902087","-122.55668","0.08","Mixed vegetation","Other","Upcoming","2022",,"Non-chemical","Mow","Ranger",,"2022-01-04T00:00:00.000","POINT (-122.55668 37.902087)"
"Big Rock Ridge Broom Control","Pacheco Valle","Chicken Shack Fire Road","38.054878","-122.551543","11","Broom","Fire fuel reduction, Invasive species control","Completed","2012","Summer","Chemical","Glyphosate (Aquamaster)","Parks Resources Team",,"2022-01-04T00:00:00.000","POINT (-122.551543 38.054878)"
"Ridgewood Fuelbreak","Terra Linda Sleepy Hollow","Ridgewood Fire Road","37.9919","-122.55341","6.46","Blue gum eucalyptus","Fire fuel reduction, Invasive species control, Emergency access","Completed","2015","Summer","Non-chemical","Thinning","Tam Crew",,"2022-01-04T00:00:00.000","POINT (-122.55341 37.9919)"
"Maintenance: Santa Venetia Marsh Mow","Santa Venetia Marsh","La Playa Way","38.014178","-122.511541","0.01","Mixed vegetation","Ignition Prevention","Upcoming","2022",,"Non-chemical","Mow","Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.511541 38.014178)"
"Maintenance: Terra Linda/Sleepy Hollow Mow","Terra Linda Sleepy Hollow","Mahogany to Butternut","38.010345","-122.566751","1.61","Mixed vegetation","Defensible Space","Upcoming","2022",,"Non-chemical","Mow","Ranger, Conservation Corps North Bay",,"2022-01-04T00:00:00.000","POINT (-122.566751 38.010345)"
