"woreda","age","sex","head_hh","sex_hh","main_livelihood","number_in_hh","disabilities","camels_gc","camels_mc","camels_pc","total_camel","cattle_gc","cattle_mc","cattle_pc","total_cattle","sheep_gc","sheep_mc","sheep_pc","total_sheep","goats_gc","goats_pc","goats_mc","total_goats","camels_dry_2004ec","camels_die_2004ec","camel_sold_2004ec","camels_dry_2005ec","camels_sold_2005ec","camel_dry_2006ec","camels_die_2006ec","camel_sold_2006ec","cattle_dry_2004ec","cattle_die_2004ec","cattle_sold_2004ec","cattle_dry_2005ec","cattle_die_2005ec","cattle_sold_2005ec","cattle_dry_2006ec","cattle_die_2006ec","sheep_dry_2004ec","sheep_die_2004ec","sheep_sold_2004ec","sheep_dry_2005ec","sheep_die_2005ec","sheep_sold_2005ec","sheep_dry_2006ec","sheep_die_2006ec","sheep_sold_2006ec","goats_dry_2004ec","goats_die_2004ec","goats_sold_2004ec","goats_dry_2005ec","goats_die_2005ec","goats_sold_2005ec","goats_dry_2006ec","goats_die_2006ec","goats_sold_2006ec","lost_pasture","lost_disease","lost_water","lost_theft","migrate_jan","migrate_feb","migrate_mar","migrate_apr","migrate_may","migrate_jun","migrate_jul","migrate_aug","migrate_sept","migrate_oct","migrate_nov","migrate_dec","move_pasture","times_migrated","number_days_migrated","migrate_experience","migrate_scout","migrate_dagu","migration_govt","migration_other","migration_other_text","best_info_source","reliable_scouting","reliable_dagu","reliable_government","reliable_experience","reliable_other","coping_strategy_csa","coping_strategy_csb","coping_strategy_csc","coping_strategy_csd","coping_strategy_csi_score","coping_strategy_cse","coping_strategy_cs2","coping_strategy_drought_threat","coping_strategy_flood_threat","coping_strategy_too_much","coping_strategy_early_rain","coping_strategy_late_rain","coping_strategy_hail_threat","coping_strategy_wind_threat","coping_strategy_landslide","coping_strategy_cold_threat","coping_strategy_heat_threat","coping_strategy_livestock","coping_strategy_crop_disease","coping_strategy_other_threat","coping_strategy_other_threat_1","coping_strategy_risk_actions","coping_strategy_other_risk","coping_strategy_food_jan","coping_strategy_food_feb","coping_strategy_food_mar","coping_strategy_food_apr","coping_strategy_food_may","coping_strategy_food_june","coping_strategy_food_july","coping_strategy_food_aug","coping_strategy_food_sep","coping_strategy_food_oct","coping_strategy_food_nov","coping_strategy_food_dec","coping_strategy_food_stock","coping_strategy_water_and","coping_strategy_water_and_1","coping_strategy_water_and_2","coping_strategy_water_and_3","coping_strategy_water_and_4","coping_strategy_water_and_5","coping_strategy_water_and_6","coping_strategy_water_and_7","coping_strategy_water_and_8","coping_strategy_water_and_9","coping_strategy_water_and_10","coping_strategy_water_and_11","coping_strategy_water_and_12","coping_strategy_water_and_13","coping_strategy_water_and_14","coping_strategy_water_and_15","coping_strategy_water_and_16","coping_strategy_water_and_17","coping_strategy_water_and_18","coping_strategy_water_and_19","coping_strategy_water_and_20","coping_strategy_water_and_21","coping_strategy_water_and_22","coping_strategy_water_and_23","coping_strategy_water_and_24","coping_strategy_water_and_25","cattle_sold_2006ec","camels_die_2005ec"
"Rayitu","51-60","Male","true","---","Livestock_and_Farming","8","false","0","0","0","0","1","0","0","1","0","4","0","4","10","0","0","10","0","0","0","0","0","0","0","0","20 or more","20 or more","1","1","1","0","1","1","0","0","0","0","0","0","4","0","0","0","0","0","20 or more","0","2","10","0","0","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","0","0","No","No","No","No","No","---","Other","Same","Same","Same","Same","Same","2","3","1","2","73.225","0","true","true","false","false","false","true","false","false","false","false","true","true","false","false","---","borrow reduce_meal spend_saving govt_program","---","false","true","true","true","true","true","false","false","true","true","true","false","3","Unprotected_well","1","60","2","false","Unprotected_well","true","No","Livestock","Crop","Dec","govt inputs credit climate","---","Dec","govt inputs climate","---","Dec","govt climate","---","false","Other_tech","nothing haddone","false","DK","---","true","0","0"
"Rayitu","21-30","Male","true","---","Livestock","6","false","0","0","0","0","20 or more","0","1","3","20 or more","1","2","5","20 or more","1","2","7","0","0","0","0","0","0","0","0","20 or more","20 or more","2","20 or more","20 or more","0","20 or more","20 or more","20 or more","1","1","2","0","0","3","0","1","0","0","0","0","0","0","20 or more","1","1","Yes","Yes","Yes","Yes","yes","yes","yes","No","No","No","No","yes","yes","No","No","yes","Yes","2","60","yes","yes","No","yes","No","---","Scouting","more","Same","Less","Less","Same","2","3","2","1","75.01","1","true","true","false","false","true","true","false","false","true","true","true","true","true","false","---","borrow reduce_meal spend_saving sell_assets reduce_livestock","---","true","true","true","false","false","false","true","true","false","false","false","true","3","Protected_Well","2","100","2","false","Protected_Well","true","No","Livestock","Livestock","Dec","govt inputs credit climate","---","---","---","---","Dec","govt inputs credit climate","---","false","Other_tech","hint hojjetamne","false","DK","---","true","1","0"
"Rayitu","21-30","Female_","true","---","Livestock_and_Farming","4","false","0","0","0","0","0","0","3","3","20 or more","0","3","7","20 or more","0","0","3","0","0","0","0","0","0","0","0","20 or more","0","2","20 or more","20 or more","0","20 or more","20 or more","20 or more","0","0","5","0","0","7","0","0","20 or more","0","20 or more","20 or more","0","0","20 or more","0","0","Yes","Yes","Yes","No","yes","yes","No","No","No","No","No","No","No","No","No","yes","Yes","1","30","yes","yes","No","No","No","---","Scouting","more","Same","Less","Less","Same","2","2","2","1","78.58","1","true","true","false","false","false","true","false","false","false","false","true","true","false","false","---","borrow reduce_meal sell_assets reduce_livestock","---","true","true","true","true","false","false","false","true","true","false","true","true","2","Unprotected_well","1","40","2","false","Unprotected_well","true","No","Livestock","Crop","Dec","govt inputs climate","---","Dec","govt inputs climate","---","Dec","govt inputs climate","---","false","Other_tech","nothing is done","false","DK","---","true","1","0"
"Rayitu","21-30","Male","true","---","Livestock_and_Farming","3","false","0","0","0","0","0","0","3","3","0","0","2","2","0","2","3","5","0","0","0","0","0","0","0","0","10","20 or more","2","20 or more","20 or more","0","20 or more","20 or more","15","10","20 or more","0","0","0","2","0","0","12","0","20 or more","20 or more","0","2","20 or more","1","0","Yes","Yes","Yes","No","yes","No","No","No","No","No","No","No","No","yes","yes","yes","Yes","3","60","yes","yes","No","yes","No","---","Scouting","Less","Same","Less","Less","Same","2","3","1","1","78.58","0","true","true","false","false","false","true","false","false","false","false","true","true","true","false","---","borrow reduce_meal reduce_livestock children_work govt_program","---","true","true","true","false","false","false","true","true","true","false","true","true","3","Unprotected_well","1","280","2","false","Unprotected_well","false","---","Livestock","Crop","Dec","govt price credit climate","---","Dec","inputs climate","---","Dec","govt inputs climate","---","false","Other_tech","nothing isdone","false","DK","---","true","0","0"
"Rayitu","31-40","Female_","true","---","Livestock_and_Farming","12","false","0","0","0","0","0","0","1","1","0","4","0","4","20 or more","0","0","6","0","0","0","0","0","0","0","0","20 or more","20 or more","1","20 or more","20 or more","2","1","1","10","2","20 or more","4","1","0","4","1","0","16","20 or more","20 or more","20 or more","1","0","20 or more","0","0","Yes","Yes","Yes","Yes","No","No","yes","yes","yes","No","No","No","yes","yes","yes","No","Yes","1","60","yes","yes","No","No","No","---","Scouting","more","Same","Same","Less","Same","2","2","1","1","80.365","1","true","true","false","false","false","true","false","false","false","false","true","true","false","false","---","borrow reduce_meal reduce_livestock govt_program","---","false","true","true","true","true","true","false","false","true","true","true","true","6","Unprotected_well","1","60","2","false","Unprotected_well","true","No","Crop","Livestock","Dec","govt inputs climate","---","Dec","govt inputs climate","---","Dec","govt inputs climate","---","false","Other_tech","nothing has done","true","Ethiopian_gov","---","true","0","0"
"Rayitu","51-60","Male","true","---","Livestock_and_Farming","10","false","0","1","2","3","20 or more","2","2","6","20 or more","1","2","7","20 or more","4","3","12","4","1","1","2","0","3","0","0","20 or more","1","1","20 or more","20 or more","0","1","20 or more","20 or more","2","1","6","0","1","7","1","1","15","1","1","12","1","1","12","1","0","Yes","Yes","Yes","Yes","yes","yes","yes","No","No","No","yes","yes","No","No","No","yes","Yes","2","90","No","yes","No","yes","No","---","Scouting","more","Same","Less","Less","Same","2","3","2","0","78.58","2","true","true","false","false","true","true","false","false","true","true","true","true","true","false","---","borrow spend_saving reduce_livestock govt_program hum_assistance water_source","---","true","true","true","false","false","false","true","true","false","false","false","true","3","Protected_Well","1","120","2","false","Protected_Well","true","No","Livestock","Crop Livestock Food_aid","Dec","govt inputs credit climate","---","Dec","govt inputs credit climate","---","Dec","govt inputs credit climate","---","false","Other_tech","hojii hammayaa hub hojjenne","false","DK","---","true","0","0"
"Dolo_Mena","21-30","Female_","true","---","Livestock_and_Farming","4","false","0","0","0","0","20 or more","4","0","8","0","0","0","0","20 or more","2","0","6","0","0","0","0","0","0","0","0","20 or more","0","0","20 or more","20 or more","0","20 or more","20 or more","0","0","0","0","0","0","0","0","0","20 or more","0","0","20 or more","0","0","20 or more","0","0","Yes","No","Yes","No","No","No","yes","yes","yes","No","No","No","yes","yes","yes","No","No","2","60","yes","yes","No","No","No","---","Scouting","more","Same","Less","more","Same","2","2","1","1","80.365","1","false","false","false","false","false","true","false","true","false","false","true","true","false","false","---","borrow reduce_meal spend_saving sell_assets reduce_livestock","---","false","false","true","false","true","false","false","true","true","false","false","false","6","Unprotected_spring","1","60","2","false","Unprotected_spring","false","---","Livestock","Crop Agro-forestry","same","---","---","same","---","---","same","---","---","false","---","---","false","---","---","true","0","0"
"Rayitu","21-30","Female_","true","---","Livestock_and_Farming","7","false","0","0","0","0","20 or more","0","0","3","0","3","1","4","0","3","2","5","0","0","0","0","0","0","0","0","20 or more","1","1","20 or more","20 or more","0","20 or more","20 or more","0","0","0","0","0","0","4","0","0","10","20 or more","20 or more","20 or more","1","1","20 or more","0","0","Yes","Yes","Yes","No","No","yes","yes","yes","yes","No","No","No","yes","yes","No","No","Yes","2","40","yes","yes","No","No","No","---","Scouting","more","Same","Same","Same","Same","2","3","1","1","76.795","1","true","true","false","false","false","false","false","false","false","false","true","true","true","false","---","borrow reduce_meal spend_saving sell_assets reduce_livestock govt_program","---","false","true","true","true","true","false","false","true","true","true","true","false","3","Unprotected_well","1","60","2","false","Unprotected_well","true","No","Crop","Livestock","Dec","govt inputs credit climate","---","Dec","govt inputs climate","---","Dec","govt climate","---","false","Other_tech","nothing has done","false","DK","---","true","0","0"
"Dolo_Mena","21-30","Female_","true","---","Livestock_and_Farming","8","false","0","0","0","0","20 or more","4","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","20 or more","2","13","13","0","12","12","0","0","0","0","0","0","0","0","0","20 or more","20 or more","0","20 or more","0","4","0","0","0","Yes","No","No","No","yes","yes","yes","No","No","No","No","No","No","yes","yes","yes","Yes","2","90","yes","yes","No","No","No","---","Scouting","more","Same","Less","more","Same","2","2","1","2","76.795","0","false","true","false","false","true","true","false","false","false","false","true","true","true","false","---","borrow reduce_meal spend_saving sell_assets reduce_livestock","---","true","true","true","false","false","false","true","true","true","false","false","true","6","Unprotected_spring","1","60","2","false","Unprotected_spring","false","---","Crop","Livestock Agro-forestry","Dec","govt inputs climate","---","Dec","inputs climate","---","Dec","inputs climate","---","false","---","---","false","---","---","true","0","0"
"Rayitu","21-30","Female_","true","---","Livestock_and_Farming","7","false","0","0","0","0","0","2","2","4","0","5","0","5","20 or more","3","3","13","0","0","0","0","0","0","0","0","20 or more","1","0","20 or more","20 or more","0","20 or more","20 or more","20 or more","1","20 or more","4","0","0","5","0","0","20 or more","20 or more","20 or more","13","0","0","13","0","0","Yes","Yes","Yes","Yes","yes","yes","yes","No","No","No","No","No","No","No","yes","yes","Yes","1","90","No","yes","No","yes","No","---","Scouting","more","Same","Less","Less","Same","1","3","2","1","76.795","1","true","true","false","false","false","true","false","false","false","false","true","true","false","false","---","borrow reduce_meal sell_assets seed_stock hum_assistance","---","true","true","true","false","false","false","true","true","false","false","true","true","2","Unprotected_well","1","50","2","false","Unprotected_well","true","Yes","Livestock","Crop Agro-forestry","same","---","---","Dec","govt inputs credit climate","---","Dec","govt inputs credit climate","---","false","Other_tech","Nothing is done","true","Ethiopian_gov","---","true","0","0"
"Dolo_Mena","31-40","Female_","true","---","Livestock_and_Farming","8","false","0","0","0","0","0","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20 or more","20 or more","0","20 or more","20 or more","0","20 or more","20 or more","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","0","0","No","No","No","No","No","---","Other","Same","Same","Same","Same","Same","2","2","1","1","80.365","1","false","false","false","true","true","true","false","false","false","false","true","true","true","false","---","borrow reduce_meal spend_saving sell_assets seed_stock","---","true","true","true","false","false","false","true","true","false","false","true","true","6","Unprotected_spring","1","60","2","false","Protected_spring","true","No","Crop","Livestock","Dec","govt inputs climate","---","Dec","inputs credit climate","---","Dec","inputs climate","---","false","---","---","false","---","---","true","0","0"
