SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,ReasonCode,ResolutionCode,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct,Zip Codes,Census Tracts,Precinct Boundaries,LA Specific Plans,Council Districts,Neighborhood Councils (Certified)
1-408596021,12/29/2016 09:56:00 AM,01/03/2017 07:28:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WLA,01/03/2017 12:00:00 AM,01/03/2017 07:28:00 AM,,A,Y,N,"12530 W MITCHELL AVE, 90066",12530,W,MITCHELL,AVE,90066,33.99880409,-118.4333752,"(33.9988040924, -118.433375203)",672,C,4,West Los Angeles APC,11,Mike Bonin,67,MAR VISTA CC,PACIFIC,24031,901,1244,10,10,27
1-408584341,12/29/2016 09:51:00 AM,12/31/2016 06:54:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/31/2016 12:00:00 AM,12/31/2016 06:54:00 AM,,A,Y,N,"405 E 104TH ST, 90003",405,E,104TH,ST,90003,33.94202227,-118.2671659,"(33.942022274, -118.267165902)",704,D,5,South Los Angeles APC,8,Marqueece Harris-Dawson,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,SOUTHEAST,22352,805,1177,7,14,45
1-408579081,12/29/2016 09:48:00 AM,12/30/2016 01:23:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/30/2016 12:00:00 AM,12/30/2016 01:23:00 PM,,A,Y,N,"6502 N PEACH AVE, 91406",6502,N,PEACH,AVE,91406,34.18875714,-118.4674765,"(34.1887571401, -118.4674765)",531,H,6,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19735,227,560,,3,18
1-408571091,12/29/2016 09:43:00 AM,01/07/2017 10:53:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,01/05/2017 12:00:00 AM,01/07/2017 10:53:00 AM,,A,Y,N,"1216 W COURT ST, 90026",1216,W,COURT,ST,90026,34.06298264,-118.2546156,"(34.0629826397, -118.254615568)",634,E,2,Central APC,1,Gilbert Cedillo,44,GREATER ECHO PARK ELYSIAN NC,RAMPART,23444,548,397,54,11,31
1-408570801,12/29/2016 09:43:00 AM,01/03/2017 04:59:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/31/2016 12:00:00 AM,01/03/2017 04:59:00 AM,,A,Y,N,"4428 N PAMPAS ROAD, 91364",4428,N,PAMPAS,ROAD,91364,34.15070886,-118.6011544,"(34.1507088597, -118.601154364)",560,A,5,South Valley APC,3,Bob Blumenfield,16,WOODLAND HILLS-WARNER CENTER NC,TOPANGA,19346,314,653,11,4,49
1-408534471,12/29/2016 09:29:00 AM,01/03/2017 10:43:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/30/2016 12:00:00 AM,01/03/2017 10:43:00 AM,,A,Y,N,"4564 W FINLEY AVE, 90027",4564,W,FINLEY,AVE,90027,34.10755293,-118.2898039,"(34.107552929, -118.289803857)",594,A,3,Central APC,4,David Ryu,36,LOS FELIZ NC,NORTHEAST,23445,399,1313,,7,3
1-408537091,12/29/2016 09:29:00 AM,01/05/2017 08:11:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,01/05/2017 12:00:00 AM,01/05/2017 08:11:00 AM,,A,Y,N,"7900 S AVALON BLVD, 90003",7900,S,AVALON,BLVD,90003,33.9672342,-118.2650026,"(33.9672342014, -118.265002603)",704,D,1,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET,22350,796,999,7,13,46
1-408528591,12/29/2016 09:23:00 AM,12/31/2016 10:47:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/31/2016 12:00:00 AM,12/31/2016 10:47:00 AM,,A,Y,N,"10429 S PACE AVE, 90002",10429,S,PACE,AVE,90002,33.94158647,-118.253226,"(33.9415864731, -118.253225955)",704,F,5,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST,22351,817,1182,7,15,40
1-408524591,12/29/2016 09:20:00 AM,12/30/2016 07:46:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/30/2016 12:00:00 AM,12/30/2016 07:46:00 AM,,A,Y,N,"7800 S HOOVER ST, 90044",7800,S,HOOVER,ST,90044,33.96843206,-118.2869732,"(33.9684320622, -118.286973199)",704,B,1,South Los Angeles APC,8,Marqueece Harris-Dawson,,,77TH STREET,23675,776,1360,7,14,
1-408500401,12/29/2016 09:08:00 AM,12/31/2016 01:29:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,HB,12/31/2016 12:00:00 AM,12/31/2016 01:29:00 PM,,A,Y,N,"1215 S LELAND ST, 90731",1215,S,LELAND,ST,90731,33.73306786,-118.3013294,"(33.7330678567, -118.301329361)",824,A,6,Harbor APC,15,Joe Buscaino,94,NORTHWEST SAN PEDRO NC,HARBOR,3342,978,1450,,15,25
1-408493281,12/29/2016 09:02:00 AM,01/03/2017 02:17:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/03/2017 12:00:00 AM,01/03/2017 02:17:00 PM,,A,Y,N,"11300 W FOOTHILL BLVD, 91342",11300,W,FOOTHILL,BLVD,91342,34.27557638,-118.3767817,"(34.275576381, -118.376781747)",502,J,1,North Valley APC,7,Vacant,9,FOOTHILL TRAILS DISTRICT NC,FOOTHILL,18912,19,1087,8,1,9
1-408486841,12/29/2016 08:58:00 AM,01/03/2017 10:22:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/02/2017 12:00:00 AM,01/03/2017 10:22:00 AM,52,A,Y,Y,"10354 S HICKORY ST, 90002",10354,S,HICKORY,ST,90002,33.941511,-118.2358054,"(33.9415110022, -118.235805387)",704,H,5,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST,22351,823,705,7,15,40
1-408486071,12/29/2016 08:57:00 AM,12/31/2016 01:10:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,EV,12/31/2016 12:00:00 AM,12/31/2016 01:10:00 PM,,Q,Y,N,"13216 W BRANFORD ST, 91331",13216,W,BRANFORD,ST,91331,34.23512566,-118.4208922,"(34.2351256567, -118.420892179)",502,D,7,North Valley APC,6,Nury Martinez,6,ARLETA NC,MISSION,18907,128,454,,3,41
1-408483711,12/29/2016 08:55:00 AM,01/07/2017 01:24:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,01/05/2017 12:00:00 AM,01/07/2017 01:24:00 PM,,A,Y,N,"420 S ALVARADO ST, 90057",420,S,ALVARADO,ST,90057,34.06075289,-118.2739222,"(34.0607528868, -118.273922157)",634,C,3,Central APC,1,Gilbert Cedillo,121,WESTLAKE SOUTH NC,RAMPART,24352,562,836,,11,68
1-408475531,12/29/2016 08:49:00 AM,01/04/2017 03:59:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/30/2016 12:00:00 AM,01/04/2017 03:59:00 PM,,Q,Y,N,"3200 W 2ND ST, 90004",3200,W,2ND,ST,90004,34.07034233,-118.2844204,"(34.0703423283, -118.284420446)",634,B,1,Central APC,13,Mitch O'Farrell,53,RAMPART VILLAGE NC,OLYMPIC,22721,579,885,,8,80
1-408474781,12/29/2016 08:49:00 AM,01/05/2017 11:07:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/05/2017 12:00:00 AM,01/05/2017 11:07:00 AM,,Q,Y,N,"120 W 66TH ST, 90003",120,W,66TH,ST,90003,33.97952365,-118.2748448,"(33.9795236507, -118.274844761)",674,C,7,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),NEWTON,22352,787,995,7,13,46
1-408465581,12/29/2016 08:44:00 AM,01/04/2017 04:13:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,NC,12/30/2016 12:00:00 AM,01/04/2017 04:13:00 PM,,Q,Y,N,"1107 N HOOVER ST, 90029",1107,N,HOOVER,ST,90029,34.09118826,-118.2847166,"(34.09118826, -118.284716568)",594,B,5,Central APC,13,Mitch O'Farrell,34,EAST HOLLYWOOD NC,NORTHEAST,23447,433,1285,,8,58
1-408445981,12/29/2016 08:34:00 AM,01/03/2017 01:03:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,01/03/2017 12:00:00 AM,01/03/2017 01:03:00 PM,,A,Y,N,"MASCAGNI ST AT SHORT AVE, 90066",,,,,90066,33.99077198,-118.4276561,"(33.9907719752, -118.427656098)",672,D,5,West Los Angeles APC,11,Mike Bonin,70,DEL REY NC,PACIFIC,24031,920,1136,10,10,85
1-408442161,12/29/2016 08:33:00 AM,01/03/2017 12:05:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,01/03/2017 12:00:00 AM,01/03/2017 12:05:00 PM,,A,Y,N,"18340 W KESWICK ST, 91335",18340,W,KESWICK,ST,91335,34.21001402,-118.5332321,"(34.2100140174, -118.533232135)",530,J,3,South Valley APC,12,Mitchell Englander,15,RESEDA NC,WEST VALLEY,18909,254,283,,2,12
1-408436201,12/29/2016 08:28:00 AM,12/31/2016 01:30:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,HB,12/31/2016 12:00:00 AM,12/31/2016 01:30:00 PM,,A,Y,N,"339 W O'FARRELL ST, 90731",339,W,O'FARRELL,ST,90731,33.74586461,-118.2844551,"(33.7458646108, -118.284455062)",824,C,4,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR,3342,969,1310,,15,36
1-408435541,12/29/2016 08:27:00 AM,01/05/2017 11:31:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,01/05/2017 12:00:00 AM,01/05/2017 11:31:00 AM,52,A,Y,N,"VERNON AVE AT WESTERN AVE, 90062",,,,,90062,34.0037062,-118.3089566,"(34.0037062049, -118.308956561)",673,H,3,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,77TH STREET,24027,732,1044,7,14,35
1-408421871,12/29/2016 08:21:00 AM,01/13/2017 10:48:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,01/09/2017 12:00:00 AM,01/13/2017 10:48:00 AM,56,A,Y,N,"1154 S CAMULOS ST, 90023",1154,S,CAMULOS,ST,90023,34.02622988,-118.2134938,"(34.026229884, -118.213493798)",635,A,7,East Los Angeles APC,14,Jose Huizar,50,BOYLE HEIGHTS NC,HOLLENBECK,23441,524,959,,9,38
1-408416301,12/29/2016 08:17:00 AM,01/03/2017 12:34:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/03/2017 12:00:00 AM,01/03/2017 12:34:00 PM,,A,Y,N,"1809 W 24TH ST, 90018",1809,W,24TH,ST,90018,34.03464548,-118.3035349,"(34.034645478, -118.303534883)",633,J,6,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST,23079,679,643,7,14,32
1-408404261,12/29/2016 08:13:00 AM,01/03/2017 03:47:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/02/2017 12:00:00 AM,01/03/2017 03:47:00 PM,56,A,Y,N,"1633 E 114TH ST, 90059",1633,E,114TH,ST,90059,33.93119591,-118.2450311,"(33.9311959132, -118.245031108)",704,G,6,South Los Angeles APC,15,Joe Buscaino,88,WATTS NC,SOUTHEAST,24354,822,658,7,15,40
1-408397961,12/29/2016 08:08:00 AM,12/31/2016 01:06:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/31/2016 12:00:00 AM,12/31/2016 01:06:00 PM,,A,Y,N,"BRADLEY AVE AT OLDEN ST, 91342",,,,,91342,34.31634415,-118.4739381,"(34.3163441483, -118.473938101)",481,G,3,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18912,48,366,,1,47
1-408394401,12/29/2016 08:06:00 AM,12/30/2016 12:45:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,SLA,12/30/2016 12:00:00 AM,12/30/2016 12:45:00 PM,,A,Y,N,"8625 S GRAMERCY PL, 90047",8625,S,GRAMERCY,PL,90047,33.95925858,-118.313913,"(33.959258576, -118.31391296)",703,H,3,South Los Angeles APC,8,Marqueece Harris-Dawson,84,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,77TH STREET,23678,784,357,7,14,20
1-408372241,12/29/2016 07:46:00 AM,12/30/2016 12:10:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/30/2016 12:00:00 AM,12/30/2016 12:10:00 PM,,A,Y,N,"BURBANK BLVD AT HAYVENHURST AVE, 91436",,,,,91436,34.16700151,-118.4924011,"(34.1670015054, -118.492401141)",561,E,2,South Valley APC,6,Nury Martinez,19,LAKE BALBOA NC,WEST VALLEY,19737,2337,561,,6,62
1-408368001,12/29/2016 07:39:00 AM,01/03/2017 06:55:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,EV,01/03/2017 12:00:00 AM,01/03/2017 06:55:00 AM,,Q,Y,N,"14194 W BEAVER ST, 91342",14194,W,BEAVER,ST,91342,34.29935212,-118.4424398,"(34.2993521182, -118.442439818)",482,A,5,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18912,59,1225,,1,47
1-408355731,12/29/2016 05:55:00 AM,01/03/2017 08:25:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,EV,01/03/2017 12:00:00 AM,01/03/2017 08:25:00 AM,,A,Y,N,"14365 W FOOTHILL BLVD, 91342",14365,W,FOOTHILL,BLVD,91342,34.32040721,-118.4467955,"(34.3204072094, -118.446795535)",482,A,2,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18912,44,1529,,1,47
1-408357631,12/29/2016 05:50:00 AM,01/03/2017 08:26:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,EV,01/03/2017 12:00:00 AM,01/03/2017 08:26:00 AM,,A,Y,N,"14333 W TYLER ST, 91342",14333,W,TYLER,ST,91342,34.31775667,-118.4451528,"(34.3177566659, -118.445152757)",482,A,2,North Valley APC,7,Vacant,5,SYLMAR NC,MISSION,18912,44,1529,,1,47
1-408332821,12/28/2016 11:17:00 PM,05/26/2017 06:52:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/04/2017 12:00:00 AM,05/26/2017 06:52:00 AM,55,A,Y,N,"COLISEUM ST AT MARTIN LUTHER KING,",,,,,0,34.01761433,-118.3457945,"(34.0176143297, -118.345794475)",673,D,2,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST,22725,763,1024,7,12,54
1-408324351,12/28/2016 11:09:00 PM,01/04/2017 03:10:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,Y,NC,12/31/2016 12:00:00 AM,01/04/2017 03:10:00 PM,,Q,Y,N,"2113 N HOLLY DR, 90068",2113,N,HOLLY,DR,90068,34.10930128,-118.330078,"(34.1093012765, -118.330077977)",593,F,3,Central APC,4,David Ryu,30,HOLLYWOOD UNITED NC,HOLLYWOOD,24033,406,716,,7,64
1-408323579,12/28/2016 10:43:00 PM,01/04/2017 03:22:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,Android,N,NC,01/03/2017 12:00:00 AM,01/04/2017 03:22:00 PM,,A,Y,N,"3100 N PUEBLO AVE, 90032",3100,N,PUEBLO,AVE,90032,34.08094789,-118.1745182,"(34.0809478942, -118.174518199)",595,E,7,East Los Angeles APC,14,Jose Huizar,48,LA-32 NC,HOLLENBECK,23449,504,775,,9,91
1-408306321,12/28/2016 09:07:00 PM,01/03/2017 11:44:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,WV,01/03/2017 12:00:00 AM,01/03/2017 11:44:00 AM,,A,Y,N,"18710 CANTLAY ST, 91335",18710,,CANTLAY,ST,91335,34.20195443,-118.5410277,"(34.2019544319, -118.541027692)",530,H,5,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,250,278,,4,12
1-408282071,12/28/2016 07:31:00 PM,01/04/2017 04:19:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,Y,NC,12/31/2016 12:00:00 AM,01/04/2017 04:19:00 PM,,Q,Y,N,"422 S MARIPOSA AVE, 90020",422,S,MARIPOSA,AVE,90020,34.06645394,-118.2990674,"(34.0664539411, -118.299067436)",633,J,2,Central APC,10,Herb J. Wesson Jr.,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC,23081,594,1028,,12,89
1-408273359,12/28/2016 07:00:00 PM,12/31/2016 12:46:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Mobile App,iOS,N,EV,12/31/2016 12:00:00 AM,12/31/2016 12:46:00 PM,,A,Y,,"13706 W JUDD ST, 91331",13706,W,JUDD,ST,91331,34.26294911,-118.4312977,"(34.2629491127, -118.431297694)",502,C,3,North Valley APC,7,Vacant,7,PACOIMA NC,FOOTHILL,18907,27,505,,1,11
1-408273191,12/28/2016 06:56:00 PM,12/30/2016 12:47:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,12/30/2016 12:00:00 AM,12/30/2016 12:47:00 PM,,Q,Y,N,"7200 WILLOUGHBY AV, 90046",7200,,WILLOUGHBY,AV,90046,34.08700744,-118.346564,"(34.0870074406, -118.346564046)",593,D,6,Central APC,5,Paul Koretz,58,MID CITY WEST CC,WILSHIRE,23677,446,805,,6,26
1-408262301,12/28/2016 06:17:00 PM,12/30/2016 12:44:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,,N,SLA,12/30/2016 12:00:00 AM,12/30/2016 12:44:00 PM,,A,Y,N,"2030 W MANCHESTER AVE, 90047",2030,W,MANCHESTER,AVE,90047,33.95978261,-118.3144726,"(33.9597826092, -118.314472583)",703,H,3,South Los Angeles APC,8,Marqueece Harris-Dawson,84,EMPOWERMENT CONGRESS SOUTHWEST AREA NDC,77TH STREET,23678,784,357,7,14,20
1-408260221,12/28/2016 06:14:00 PM,12/29/2016 01:16:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/29/2016 12:00:00 AM,12/29/2016 01:16:00 PM,,Q,Y,N,"724 W ALPINE ST, 90012",724,W,ALPINE,ST,90012,34.06344199,-118.2435996,"(34.0634419897, -118.243599626)",634,G,2,Central APC,1,Gilbert Cedillo,46,HISTORIC CULTURAL NC,CENTRAL,22728,538,449,,11,28
1-408254831,12/28/2016 05:53:00 PM,01/10/2017 10:46:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,01/10/2017 12:00:00 AM,01/10/2017 10:46:00 AM,51,A,Y,N,"3333 N ANDRITA ST, 90065",3333,N,ANDRITA,ST,90065,34.11972821,-118.2415106,"(34.119728212, -118.241510555)",594,G,1,East Los Angeles APC,13,Mitch O'Farrell,39,GLASSELL PARK NC,NORTHEAST,24030,386,476,,8,56
1-408242211,12/28/2016 05:36:00 PM,12/30/2016 01:46:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/30/2016 12:00:00 AM,12/30/2016 01:46:00 PM,,Q,Y,N,"14229 W SYLVAN ST, 91401",14229,W,SYLVAN,ST,91401,34.18478366,-118.4431505,"(34.1847836551, -118.443150518)",532,A,7,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS,19729,237,1338,,3,18
1-408241641,12/28/2016 05:28:00 PM,12/30/2016 08:05:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WV,12/30/2016 12:00:00 AM,12/30/2016 08:05:00 AM,,A,Y,N,"6545 N RESEDA BLVD, 91335",6545,N,RESEDA,BLVD,91335,34.1897261,-118.5362692,"(34.1897260998, -118.536269231)",530,J,6,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY,18909,270,312,,4,12
1-408220891,12/28/2016 04:55:00 PM,12/30/2016 09:35:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/30/2016 12:00:00 AM,12/30/2016 09:35:00 AM,,A,Y,N,"6703 S ARLINGTON AVE, 90043",6703,S,ARLINGTON,AVE,90043,33.97801541,-118.3188812,"(33.9780154141, -118.318881187)",673,G,7,South Los Angeles APC,8,Marqueece Harris-Dawson,80,PARK MESA HEIGHTS CC,77TH STREET,23674,758,1060,7,14,24
1-408219921,12/28/2016 04:54:00 PM,01/06/2017 01:34:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,HB,01/04/2017 12:00:00 AM,01/06/2017 01:34:00 PM,56,A,Y,N,"12916 S VERMONT AVE, 90247",12916,S,VERMONT,,90247,33.91488178,-118.2914717,"(33.9148817844, -118.291471678)",734,A,2,Harbor APC,15,,,HARBOR GATEWAY NORTH NC,,24684,939,900,7,15,53
1-408203961,12/28/2016 04:43:00 PM,01/03/2017 11:03:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/30/2016 12:00:00 AM,01/03/2017 11:03:00 AM,,Q,Y,N,"1502 N BENTON WAY, 90026",1502,N,BENTON,WAY,90026,34.08499008,-118.2671955,"(34.0849900825, -118.267195543)",594,D,6,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,NORTHEAST,23444,468,594,,8,90
1-408189251,12/28/2016 04:36:00 PM,01/04/2017 10:03:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,01/04/2017 12:00:00 AM,01/04/2017 10:03:00 AM,,A,Y,N,"2919 W RODEO ROAD, 90018",2919,W,RODEO,ROAD,90018,34.02000612,-118.3282441,"(34.0200061152, -118.328244094)",673,F,1,South Los Angeles APC,10,Herb J. Wesson Jr.,74,"UNITED NEIGHBORHOODS OF THE HISTORIC ARLINGTON HEIGHTS, WEST ADAMS, AND JEFFERSON PARK COMMUNITY",SOUTHWEST,23079,748,1015,7,12,19
1-408186491,12/28/2016 04:35:00 PM,01/04/2017 01:13:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,01/04/2017 12:00:00 AM,01/04/2017 01:13:00 PM,,A,Y,N,"5533 N WILLOW CREST AVE, 91601",5533,N,WILLOW CREST,AVE,91601,34.17090098,-118.3628174,"(34.1709009766, -118.362817434)",563,B,2,South Valley APC,2,Paul Krekorian,24,MID-TOWN NORTH HOLLYWOOD NC,NORTH HOLLYWOOD,8488,208,526,,5,13
1-408186121,12/28/2016 04:34:00 PM,12/29/2016 02:09:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/29/2016 12:00:00 AM,12/29/2016 02:09:00 PM,,A,Y,N,"837 LAVETA TER, 90026",837,,LAVETA,TER,90026,34.07194578,-118.2572697,"(34.0719457778, -118.257269746)",634,E,1,East Los Angeles APC,1,Gilbert Cedillo,44,GREATER ECHO PARK ELYSIAN NC,RAMPART,23444,482,579,,11,31
1-408181321,12/28/2016 04:32:00 PM,12/31/2016 10:35:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,SLA,12/31/2016 12:00:00 AM,12/31/2016 10:35:00 AM,,A,Y,N,"922 E 83RD ST, 90001",922,E,83RD,ST,90001,33.96366906,-118.257808,"(33.9636690573, -118.257807998)",704,E,2,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET,22350,797,1209,7,13,46
1-408171861,12/28/2016 04:24:00 PM,12/30/2016 01:58:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/30/2016 12:00:00 AM,12/30/2016 01:58:00 PM,,A,Y,N,"14302 W KITTRIDGE ST, 91405",14302,W,KITTRIDGE,ST,91405,34.19055448,-118.4446283,"(34.1905544808, -118.444628284)",532,A,6,South Valley APC,2,Paul Krekorian,20,VAN NUYS NC,VAN NUYS,19733,236,316,,5,18
1-408165671,12/28/2016 04:21:00 PM,12/31/2016 07:39:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,WLA,12/31/2016 12:00:00 AM,12/31/2016 07:39:00 AM,,Q,Y,N,"1755 S ROBERTSON BLVD, 90035",1755,S,ROBERTSON,BLVD,90035,34.04768911,-118.3861312,"(34.0476891062, -118.386131231)",632,H,5,Central APC,5,Paul Koretz,61,SOUTH ROBERTSON NC,WEST LOS ANGELES,23666,644,819,,6,95
1-408164901,12/28/2016 04:20:00 PM,12/31/2016 01:23:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,HB,12/31/2016 12:00:00 AM,12/31/2016 01:23:00 PM,,A,Y,N,"1001 S PACIFIC AVE, 90731",1001,S,PACIFIC,AVE,90731,33.73490792,-118.2881347,"(33.7349079196, -118.28813471)",824,B,5,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR,3342,977,1206,,15,36
1-408159371,12/28/2016 04:18:00 PM,12/31/2016 01:25:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,HB,12/31/2016 12:00:00 AM,12/31/2016 01:25:00 PM,,A,Y,N,"1001 S PACIFIC AVE, 90731",1001,S,PACIFIC,AVE,90731,33.73490792,-118.2881347,"(33.7349079196, -118.28813471)",824,B,5,Harbor APC,15,Joe Buscaino,95,CENTRAL SAN PEDRO NC,HARBOR,3342,977,1206,,15,36
1-408147621,12/28/2016 04:09:00 PM,12/30/2016 08:04:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,WV,12/30/2016 12:00:00 AM,12/30/2016 08:04:00 AM,,A,Y,N,"6251 N RESEDA BLVD, 91335",6251,N,RESEDA,BLVD,91335,34.18411812,-118.5362631,"(34.1841181186, -118.536263147)",530,J,7,South Valley APC,3,Bob Blumenfield,17,TARZANA NC,WEST VALLEY,18909,270,312,,4,10
1-408133331,12/28/2016 04:03:00 PM,12/29/2016 01:16:00 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,N,EV,12/29/2016 12:00:00 AM,12/29/2016 01:16:00 PM,,A,Y,N,"4837 N COLFAX AVE, 91601",4837,N,COLFAX,AVE,91601,34.15881391,-118.3879243,"(34.1588139116, -118.387924341)",562,H,3,South Valley APC,2,Paul Krekorian,25,NC VALLEY VILLAGE,NORTH HOLLYWOOD,8890,206,1331,17,5,39
1-408133581,12/28/2016 04:01:00 PM,12/29/2016 09:03:00 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,,Y,NC,12/29/2016 12:00:00 AM,12/29/2016 09:03:00 AM,,A,Y,N,"227 S RENO ST, 90057",227,S,RENO,ST,90057,34.06925061,-118.2828554,"(34.0692506129, -118.282855407)",634,B,1,Central APC,13,Mitch O'Farrell,53,RAMPART VILLAGE NC,RAMPART,24352,555,941,,8,80
