LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION,Zip Codes,Council Districts,Census Tracts,Precinct Boundaries,LA Specific Plans,Neighborhood Councils (Certified)
0000022632-0002-3,TITAN MUSIC INC,,13547 VENTURA BLVD #REAR,SHERMAN OAKS,91423-3825,13547 VENTURA 91423-3825,,,,"Independent artists, writers, & performers",4,10/03/1992,"(34.1475, -118.4286)",19736,7,332,697,6,83
0000023465-0001-1,PARAPHRASE LLC,,5433 COLDWATER CANYON AVENUE,SHERMAN OAKS,91401-5416,5433 COLDWATER CANYON 91401-5416,POST OFFICE BOX #56508,SHERMAN OAKS,91413-1508,"Management, scientific, & technical consulting services",4,01/06/2003,"(34.1697, -118.4142)",19729,7,185,515,,83
0000023486-0001-2,CRUEL INTENTIONS INC,,1362 N DOHENY DRIVE,LOS ANGELES,90069-1725,1362 DOHENY 90069-1725,9000 W SUNSET BLVD SUITE #709,WEST HOLLYWOOD,90069-5828,"Independent artists, writers, & performers",4,01/01/2003,"(34.0954, -118.392)",24034,7,459,729,,81
0000023731-0001-6,TEAM ONE EMPLOYMENT SPECIALISTS LLC,,15720   VENTURA BLVD   #607,ENCINO,91436-2914,15720 VENTURA 91436-2914,15720   VENTURA BLVD   SUITE #607,ENCINO,91436-4731,Employment services,4,01/01/2002,"(34.1552, -118.4758)",19737,6,338,670,6,62
0000023784-0001-8,ZHIRAYR SARUKHANUAN,PIZZA MAN,18109 SATICOY STREET,RESEDA,91335-3120,18109 SATICOY 91335-3120,,,,Full-service restaurants,4,07/27/1992,"(34.2084, -118.5275)",18909,2,254,284,,12
0000023809-0001-0,GUSTAVO A MARIOSA,ACER FREIGHT SYSTEMS,817 S ST ANDREWS PLACE APT #203,LOS ANGELES,90005-3338,817 ST ANDREWS 90005-3338,817 S ST ANDREWS PLACE APT #203,LOS ANGELES,90005-3338,Employment services,4,01/02/2003,"(0.0, 0.0)",,,,,,
0000023983-0001-0,PAUL SISLIN/ PAUL SISLIN CO TR SISLIN FAMILY TRUST,,2238 BEN LOMOND DRIVE,LOS ANGELES,90027-2905,2238 BEN LOMOND 90027-2905,POST OFFICE BOX #39817,LOS ANGELES,90039-0817,Lessors of real estate (including mini warehouses & self-storage units),4,10/01/1973,"(34.1097, -118.282)",23445,7,464,1218,,3
0000024153-0001-1,"BERNSTEIN,SAMUELS & CO, LLP","BERNSTEIN, SAMUELS & CO",16430 VENTURA BLVD #305,ENCINO,91436-2133,16430 VENTURA 91436-2133,,,,Lessors of real estate (including mini warehouses & self-storage units),4,08/01/1991,"(34.1573, -118.4907)",19737,6,326,1500,6,62
0000024161-0001-5,HAROLD/SIDNEY MATORIN ET AL,REGAL PROPERTIES LTD,3650 REGAL PLACE #,LOS ANGELES,90068-1258,3650 REGAL 90068-1258,5120 W GOLDLEAF CIRCLE SUITE #300,LOS ANGELES,90056-1293,Lessors of real estate (including mini warehouses & self-storage units),4,12/01/1973,"(34.1341, -118.3615)",24033,7,350,591,11,82
0000024509-0001-2,SAFE T WALK INC,,"15131   CLARK AVENUE   BUILDING #D, E,F",LA PUENTE,91745-1434,15131 CLARK 91745-1434,1621 W 25TH STREET   #PMB 174,SAN PEDRO,90732-4301,Commercial & industrial machinery & equipment rental & leasing,4,06/01/1992,"(34.0188, -117.9747)",9325,,1245,,,
0000024612-0001-2,VICTOR M BENOUN,THE MORTGAGE SOURCE,13107 VENTURA BLVD #210,STUDIO CITY,91604-2241,13107 VENTURA 91604-2241,,,,Nondepository credit intermediation (including sales financing & consumer lending),4,08/01/1992,"(34.1459, -118.4184)",8492,5,353,421,6,84
0000025108-0001-2,PACE TECHPUBS RESOURCES INC,,4919 ALCOVE AVENUE,VALLEY VILLAGE,91607-3304,4919 ALCOVE 91607-3304,11684 VENTURA BLVD #364,STUDIO CITY,91604-2699,Employment services,4,05/22/1992,"(34.1601, -118.4127)",8890,7,203,689,,
0000025185-0001-8,MACRESCUE LLC,,17800 BURBANK BLVD #110,ENCINO,91316-1663,17800 BURBANK 91316-1663,,,,Computer systems design & related services,4,07/24/1992,"(34.1722, -118.5204)",4286,6,316,339,,62
0000025403-0001-4,CAAN BOYS PRODUCTIONS INC,,16030 VENTURA BLVD #380,ENCINO,91436-2778,16030 VENTURA 91436-2778,,,,"Promoters of performing arts, sports, & similar events",4,09/27/2002,"(34.1561, -118.4821)",19737,6,338,1500,6,62
0000025715-0001-1,WESTERN IMPERIAL TRADING CORP,IMPERIAL DESIGNS,13946 VENTURA BLVD,SHERMAN OAKS,91423-3530,13946 VENTURA 91423-3530,13946 VENTURA BLVD,SHERMAN OAKS,91423-3530,"Jewelry, watch, precious stone, & precious metals",4,01/01/1985,"(34.1489, -118.4366)",19736,7,334,682,6,83
0000025730-0001-6,MAXWELL REALTY INC,,5805 SEPULVEDA BLVD SUITE #530,SHERMAN OAKS,91411-2587,5805 SEPULVEDA 91411-2587,5805 SEPULVEDA BLVD SUITE #530,SHERMAN OAKS,91411-2587,Offices of real estate agents & brokers,4,03/01/2003,"(0.0, 0.0)",,,,,,
0000025774-0001-9,SHTETEL CORP,,15915 VENTURA BLVD #203,ENCINO,91436-4434,15915 VENTURA 91436-4434,8025 MARYLAND AVENUE UNIT #2J,SAINT LOUIS,63105-3940,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/2000,"(34.1558, -118.4795)",19737,6,338,1500,6,62
0000025842-0001-7,GREENOTION INC,FIRST SECURITY LENDING,15315 MAGNOLIA BLVD UNIT #215,SHERMAN OAKS,91403-1176,15315 MAGNOLIA 91403-1176,,,,Nondepository credit intermediation (including sales financing & consumer lending),4,04/01/2003,"(34.1648, -118.4665)",19732,7,248,675,,83
0000025891-0001-1,VOLVO-BENZ SERVICE INC,RANKINS VOLVO BENZ SERVICE,5905 KESTER AVENUE,VAN NUYS,91411-3016,5905 KESTER 91411-3016,,,,General merchandise stores,4,05/01/1975,"(34.1776, -118.4574)",19735,7,241,1337,,18
0000025920-0001-9,BROOKLYN SISTERS SIGN CO,SIGN A RAMA,14421 BURBANK BLVD,VAN NUYS,91401-4824,14421 BURBANK 91401-4824,14421 BURBANK BLVD,VAN NUYS,91401-4824,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",4,05/19/2003,"(34.1721, -118.447)",19729,7,242,323,,83
0000026125-0001-3,KRANE & SMITH APLC,,16255 VENTURA BLVD #600,ENCINO,91436-2311,16255 VENTURA 91436-2311,,,,Legal services,4,05/01/1992,"(34.1568, -118.4873)",19737,6,326,1500,6,62
0000026139-0001-5,BOULEVARD AUTO REPAIR INC,,14857 BURBANK BLVD,VAN NUYS,91411-3339,14857 BURBANK 91411-3339,,,,General merchandise stores,4,05/01/1975,"(34.1721, -118.4564)",19735,7,247,666,,83
0000026182-0001-1,HEIDI ST JOHN LANDERER,LTH STUDIO,12215   VENTURA BLVD   SUITE #103,STUDIO CITY,91604-2533,12215 VENTURA 91604-2533,,,,Jewelry stores,4,10/10/2003,"(34.1439, -118.399)",8492,5,352,710,6,84
0000026268-0001-0,FINEST WATCHES INC,,16000   VENTURA BLVD   #1206,ENCINO,91436-2744,16000 VENTURA 91436-2744,16000 VENTURA BLVD SUITE #1206,ENCINO,91436-2767,"Jewelry, watch, precious stone, & precious metals",4,12/01/2002,"(34.1556, -118.4818)",19737,6,338,1500,6,62
0000026408-0001-4,JODY WICKS DDS,,6915 RESEDA BLVD #2,RESEDA,91335-4245,6915 RESEDA 91335-4245,20750 VENTURA BLVD SUITE #204,WOODLAND HILLS,91364-6204,Offices of physicians (except mental health specialists),4,03/18/1991,"(34.196, -118.536)",18909,4,264,578,,12
0000026446-0002-8,SUPER EYE INVESTIGATIONS INC,,15720 VENTURA BLVD SUITE #404,ENCINO,91436-2998,15720 VENTURA 91436-2998,15136 MAGNOLIA BLVD APT #203,SHERMAN OAKS,91403-1268,Business service centers (including private mail centers & copy shops),4,01/01/2006,"(34.1552, -118.4753)",19737,6,338,670,6,62
0000026493-0001-4,"BEAUTY SYSTEMS GROUP, LLC",COSMOPROF | COSMOPROF #9301,15620 VENTURA BLVD,ENCINO,91436-3129,15620 VENTURA 91436-3129,POST OFFICE BOX #90220,DENTON,76202-5220,"Cosmetics, beauty supplies, & perfume stores",4,07/02/1992,"(34.155, -118.474)",19737,6,338,670,6,62
0000026528-0001-0,DAVID NIDETZ,BOOKTALK / HEALTH POINT PRESS,4335   VAN NUYS BLVD,SHERMAN OAKS,91403-3727,4335 VAN NUYS 91403-3727,4335 VAN NUYS BLVD,SHERMAN OAKS,91403-3727,Employment services,4,07/08/1992,"(34.15, -118.449)",19736,7,337,680,6,83
0000026662-0001-5,HERBA LOGICS INC,HERBALOGICS/ACUPUNCTURE CLINIC,17530 VENTURA BLVD #220,ENCINO,91316-3871,17530 VENTURA 91316-3871,,,,Home furnishings stores,4,08/01/1991,"(34.1616, -118.515)",4286,6,325,328,6,62
0000026666-0001-3,JOYCE HAGEN,407 OCEAN FRONT WALK,2913 HOLLYRIDGE DRIVE,LOS ANGELES,90068-1949,2913 HOLLYRIDGE 90068-1949,POST OFFICE BOX #66035,LOS ANGELES,90066-0035,Lessors of real estate (including mini warehouses & self-storage units),4,02/01/1975,"(34.1217, -118.3194)",24033,7,404,550,42,64
0000026670-0026-5,C G INVESTMENTS INC,,10610 VENTURA BLVD,STUDIO CITY,91604-3536,10610 VENTURA 91604-3536,7755 HASKELL AVENUE,VAN NUYS,91406-1906,,4,07/18/2006,"(34.1376, -118.3638)",8492,5,351,973,6,84
0000026691-0001-1,PARIS OPTIQUE INC,PARIS OPTIQUE II,11946 1/2 VENTURA BLVD,STUDIO CITY,91604-2645,11946 VENTURA 91604-2645,,,,Optical goods stores,4,08/01/1992,"(34.1432, -118.392)",8492,5,351,1353,6,84
0000026738-0001-0,MIRIAM KOENIG MFCC,,5535 BALBOA BLVD #206,ENCINO,91316-1545,5535 BALBOA 91316-1545,16962 BLANCHE PLACE,GRANADA HILLS,91344-1706,Hospitals,4,08/01/1992,"(34.1713, -118.5011)",19737,6,315,561,,62
0000026827-0001-0,CASPIAN INSURANCE SERVICES INC,,4523   VAN NUYS BLVD   SUITE #200,SHERMAN OAKS,91403-5724,4523 VAN NUYS 91403-5724,20770   NASHVILLE STREET,CHATSWORTH,91311-1522,Insurance agencies & brokerages,4,02/03/1991,"(34.1537, -118.4491)",19732,7,337,676,6,83
0000026922-0001-5,ARYE ZEHERGARI,A-Z UPHOLSTERY FABRIC CO,17933 SANTA RITA STREET,ENCINO,91316-3602,17933 SANTA RITA 91316-3602,,,,Transportation equipment mfg.,4,07/01/1998,"(34.163, -118.5234)",4286,6,322,328,,62
0000026935-0001-2,SUY QUOC NGUYEN,,5846 COLUMBUS AVENUE,VAN NUYS,91411-3022,5846 COLUMBUS 91411-3022,,,,Tax preparation services,4,01/02/1992,"(34.1762, -118.4639)",19735,7,241,882,,18
0000026942-0001-2,EMILIO'S MOLTO BENE TRATTORIA INC,EMILIO'S TRATTORIA | EMILIO'S TRATTORIA RESTAURANT,16234 VENTURA BLVD,ENCINO,91436-2202,16234 VENTURA 91436-2202,16234 VENTURA BLVD,ENCINO,91436-2202,Full-service restaurants,4,07/01/2003,"(34.1567, -118.4863)",19737,6,326,1500,6,62
0000026996-0001-9,NETRO MEDIA,GAME GIVER,5900 NOBLE AVENUE,VAN NUYS,91411-3025,5900 NOBLE 91411-3025,,,,Toy & hobby goods & supplies,4,07/09/2003,"(34.1775, -118.4618)",19735,7,241,882,,18
0000027051-0002-3,BUSY LITTLE FINGERS EEC,BUSY LITTLE FINGERS E. E. C.,7556 HESPERIA AVENUE,RESEDA,91335-3241,7556 HESPERIA 91335-3241,7556 HESPERIA AVENUE,RESEDA,91335-3241,Child day care services,4,10/07/2005,"(34.2076, -118.5262)",18909,4,258,284,,12
0000027056-0001-8,JUSTIN WILNER,AMERICAN PIANO SERVICE,1924 HYPERION AVENUE,LOS ANGELES,90027-4740,1924 HYPERION 90027-4740,1924 Hyperion,Los Angeles,90027-4740,Employment services,4,07/07/2003,"(34.0975, -118.2754)",23670,7,463,599,,90
0000027102-0001-0,BIG 5 CORP,BIG 5 SPORTING GOODS STORE #188,17019 VENTURA BLVD,ENCINO,91316-4128,17019 VENTURA 91316-4128,POST OFFICE BOX #92088,LOS ANGELES,90009-2088,Sporting goods stores,4,05/01/1975,"(34.1599, -118.504)",4286,6,325,328,6,62
0000027128-0001-4,DANNY K LLC,DANNY K HANDBAGS,1924 HYPERION AVENUE,LOS ANGELES,90027-4740,1924 HYPERION 90027-4740,POST OFFICE BOX #481268,LOS ANGELES,90048-9759,"Apparel, piece goods, & notions",4,07/07/2003,"(34.0975, -118.2754)",23670,7,463,599,,90
0000027145-0001-8,ANDREW/ANN ROTH,,4010 LOS FELIZ BLVD,LOS ANGELES,90027-2359,4010 LOS FELIZ 90027,6660 W 5TH STREET,LOS ANGELES,90048-4602,Lessors of real estate (including mini warehouses & self-storage units),4,04/28/1986,,,,,,,
0000027178-0001-2,MICHAEL E SMITH,SMITH AIR CONDENSER REPAIR,14408 1/2 OXNARD STREET,VAN NUYS,91401-3312,14408 OXNARD 91401-3312,14408 1/2 OXNARD STREET,VAN NUYS,91401-3312,General merchandise stores,4,10/01/1974,"(34.1793, -118.4465)",19729,7,243,948,,18
0000027297-0001-3,SUNSET RANCH HOLLYWOOD STABLES INC,,3400 N BEACHWOOD DRIVE,LOS ANGELES,90068-1946,3400 BEACHWOOD 90068-1946,POST OFFICE BOX #2917,CARSON CITY,89702-2917,"Other amusement & recreation services (including golf courses, skiing facilities, marinas, fitness centers, bowling centers, skating rinks, miniature golf courses)",4,10/01/1992,"(34.1302, -118.3148)",24033,7,2326,543,,64
0000027362-0001-8,"RADFORD STUDIO CENTER, LLC",RADFORD STUDIO CENTER LLC,4024 RADFORD AVENUE,STUDIO CITY,91604-2101,4024 RADFORD 91604-2101,,,,Motion picture & video industries (except video rental),4,03/13/1992,"(34.1453, -118.3924)",8492,5,347,390,,84
0000027362-0002-6,"RADFORD STUDIO CENTER, LLC",CBS STUDIO CENTER,4024 RADFORD AVENUE,STUDIO CITY,91604-2101,4024 RADFORD 91604-2101,,,,Parking lots & garages,4,04/09/1998,"(34.1453, -118.3924)",8492,5,347,390,,84
0000027379-0001-3,SAGE ACADEMY INC,,5901 LINDLEY AVENUE,TARZANA,91356-1722,5901 LINDLEY 91356-1722,705 LAKEFIELD ROAD UNIT #A,WESTLAKE VILLAGE,91361-5911,"Educational services (including schools, colleges, & universities)",4,09/08/2002,"(34.1775, -118.5272)",4286,6,316,339,,62
0000027383-0001-0,ALLAN J SARKIN,LAW OFFICES OF ALLAN J SARKIN & ASSOCIATES,16400 VENTURA BLVD #305,ENCINO,91436-2175,16400 VENTURA 91436-2175,,,,Legal services,4,,"(34.1572, -118.4901)",19737,6,326,1500,6,62
0000027392-0001-9,LAW OFFICES OF BRIAN J VIRAG APLC,MYBEDBUGLAWYER,16400   VENTURA BLVD   #301,ENCINO,91436-2137,16400 VENTURA 91436-2137,,,,Legal services,4,10/06/2004,"(34.1569, -118.4904)",19737,6,326,1500,6,62
0000027853-0001-0,CA BEST DIAGNOSTIC INC,,3488 COLDWATER CANYON AVENUE,STUDIO CITY,91604-4040,3488 COLDWATER CANYON 91604-4040,POST OFFICE BOX #17852,BEVERLY HILLS,90209-3852,Offices of all other miscellaneous health practitioners,4,07/01/2003,"(34.1348, -118.4125)",8492,5,353,1236,11,84
0000027880-0001-7,BRUCE GREGORY PHD A MARRIAGE FAMILY CHILD COUNSELLING /C,,15235 BURBANK BLVD #225,VAN NUYS,91411-3500,15235 BURBANK 91411-3500,,,,"All other professional, scientific, & technical services",4,04/01/1975,"(34.1721, -118.4647)",19735,7,246,649,,83
0000027899-0001-1,"THE JOHN STEINBERG COMPANY, INC",,18001 MEDLEY DRIVE,ENCINO,91316-4373,18001 MEDLEY 91316-4373,,,,Electrical & electronic goods,4,05/01/1975,"(34.1492, -118.5252)",4286,6,328,662,,62
0000027923-0001-7,VIDA BENHARASH,LAW OFFICE OF VIDA BENHARASH,15760 VENTURA BLVD #700,ENCINO,91436-3016,15760 VENTURA 91436-3016,,,,Legal services,4,09/01/2001,"(34.1553, -118.4762)",19737,6,338,670,6,62
0000027934-0001-5,A. ANTONIO RAMIREZ-GEA,LA DESIGNS,4545 ALONZO AVENUE,ENCINO,91316-4315,4545 ALONZO 91316-4315,,,,Furniture stores,4,10/01/2003,"(34.1534, -118.5204)",4286,6,327,662,,62
0000028200-0001-6,G1 GROUP INC,THE OAKS TAVERN,13625 MOORPARK STREET,SHERMAN OAKS,91423-3722,13625 MOORPARK 91423-3722,,,,Full-service restaurants,4,08/01/2003,"(34.1503, -118.43)",19736,7,331,694,,83
0000028218-0001-6,MITCHELL C COMP,COMP ARCHITECTURE,8427 KIRKWOOD DRIVE,LOS ANGELES,90046-1927,8427 KIRKWOOD 90046-1927,,,,Architectural services,4,11/01/1992,"(34.1035, -118.3741)",23677,7,458,727,,81
0000028288-0001-1,BORODA HOLM A PROFESSIONAL CORPORATION,,15760 VENTURA BLVD #1030,ENCINO,91436-3020,15760 VENTURA 91436-3020,,,,Other accounting services,4,07/01/1948,"(34.1553, -118.4762)",19737,6,338,670,6,62
0000028290-0001-9,STANLEY A ZAMEL,STANLEY A ZAMEL ATTORNEY AT LAW,4201 WOODMAN AVENUE,SHERMAN OAKS,91423-4333,4201 WOODMAN 91423-4333,,,,Legal services,4,04/16/2001,"(34.1459, -118.4308)",19736,7,332,682,,83
0000028364-0001-4,ANB CONSULTING INC,ANB CONSULTING,5460 WHITE OAK AVENUE #G317,ENCINO,91316-4592,5460 WHITE OAK 91316-4592,5500 LINDLEY AVENUE #202,ENCINO,91316-1941,Other accounting services,4,06/23/2003,"(34.1694, -118.5183)",4286,6,325,1495,,62
0000028382-0001-2,ROBERT F DANELEN TRUST,,14117   CHANDLER BLVD,SHERMAN OAKS,91401-5715,14117 CHANDLER 91401-5715,13240   CHANDLER BLVD,SHERMAN OAKS,91401-6018,Lessors of real estate (including mini warehouses & self-storage units),4,06/01/2003,,,,,,,
0000028419-0001-7,H M INTERNATIONAL TRADE/MARKETING CORP,,3801 WOODCLIFF ROAD,SHERMAN OAKS,91403-5053,3801 WOODCLIFF 91403-5053,13701 RIVERSIDE DRIVE ##400,SHERMAN OAKS,91423-2448,Motor vehicle & motor vehicle parts & supplies,4,05/01/1975,"(34.1375, -118.4675)",19732,7,340,672,11,83
0000028468-0001-1,L E WATERS CONSTRUCTION CO,LE WATERS CONSTRUCTION CO,6767   FOREST LAWN DRIVE   SUITE #300,LOS ANGELES,90068-1052,6767 FOREST LAWN 90068-1052,6767   FOREST LAWN DRIVE   SUITE #300,LOS ANGELES,90068-1052,Single Family Housing Construction (1997 NAICS),4,10/09/1992,"(34.1444, -118.3403)",24033,7,407,1198,,82
0000028469-0001-5,ERIC WEIMAN,,15124 WEDDINGTON STREET,SHERMAN OAKS,91411-3943,15124 WEDDINGTON 91411-3943,,,,Other Clothing Stores,4,08/01/2003,"(34.1672, -118.4637)",19732,7,246,649,,83
0000028500-0001-1,WLS1 LLC,MIDORI SUSHI RESTAURANT,13905 VENTURA BLVD,SHERMAN OAKS,91423-3501,13905 VENTURA 91423-3501,13905 VENTURA BLVD,SHERMAN OAKS,91423-3501,Full-service restaurants,4,05/03/2003,"(34.1487, -118.4356)",19736,7,332,682,6,83
0000028694-0004-4,MOHAMMAD H GHADRI,CUGURT,1904 1/2 HILLHURST AVENUE,LOS ANGELES,90027-2712,1904 HILLHURST 90027-2712,571 FAIRVIEW AVENUE #22,LOS ANGELES,90033-1667,Full-service restaurants,4,03/01/2012,"(34.1055, -118.2874)",23445,7,399,1313,16,3
0000028700-0002-5,PAMELA A JAYE,,1917   RODNEY DRIVE   #319,LOS ANGELES,90027-3180,1917 RODNEY 90027-3180,,,,,4,03/28/2019,,,,,,,
0000028749-0001-2,COLBATH CHALET LLC,,4539 COLBATH AVENUE,SHERMAN OAKS,91423-2976,4539 COLBATH 91423-2976,15442 VENTURA BLVD #200,SHERMAN OAKS,91403-3067,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/1973,"(34.1537, -118.4365)",19736,7,332,693,,83
0000028846-0001-7,ALL IN MEDIA INC,,2155 LYRIC AVENUE,LOS ANGELES,90027-4753,2155 LYRIC 90027-4753,,,,Motion picture & video industries (except video rental),4,,"(34.1001, -118.2742)",23445,7,465,548,,3
0000028862-0001-6,GENNADIY MAY,GM SOLUTIONS,5452 HALBRENT AVENUE,SHERMAN OAKS,91411-3523,5452 HALBRENT 91411-3523,720 N CATALINA STREET,BURBANK,91505-3017,Internet publishing & broadcasting,4,08/01/2000,"(34.1694, -118.4647)",19735,7,246,649,,83
0000028865-0001-0,LIPTON & MARGOLIN APLC,LIPTON/MARGOLIN,12522   MOORPARK STREET,STUDIO CITY,91604-1355,12522 MOORPARK 91604-1355,,,,Legal services,4,05/01/1975,"(34.1501, -118.406)",8492,5,346,1505,,84
0000029001-0001-1,JOHN M STRELKO,PACIFIC LOCK & KEY,4635 VISTA DEL MONTE AVENUE ##7,SHERMAN OAKS,91403-2971,4635 VISTA DEL MONTE 91403-2971,528 PALISADES DRIVE #144,PACIFIC PALISADES,90272-2844,Other miscellaneous nondurable goods,4,02/19/1998,"(34.1551, -118.4498)",19732,7,337,676,,83
0000029142-0001-9,10822 VENTURA BLVD PROPERTY LLC,,12930 VENTURA BLVD SUITE #800,STUDIO CITY,91604-2200,12930 VENTURA 91604-2200,3950   LAUREL CANYON BLVD   SUITE #7410,STUDIO CITY,91604-3709,Lessors of real estate (including mini warehouses & self-storage units),4,01/01/2006,"(34.1451, -118.4142)",8492,5,353,421,6,84
0000029166-0001-4,HARMON SIEFF ALC,,15760   VENTURA BLVD   #1600,ENCINO,91436-3027,15760 VENTURA 91436-3027,,,,Legal services,4,06/01/2003,"(34.1548, -118.4766)",19737,6,338,670,6,62
0000029280-0002-1,SPECIALTY EYE CARE MEDICAL CENTER INC,,13739 RIVERSIDE DRIVE #A,SHERMAN OAKS,91423-2417,13739 RIVERSIDE 91423-2417,409 N CENTRAL AVENUE,GLENDALE,91203-2001,Offices of optometrists,4,03/04/2002,"(34.1576, -118.4322)",19736,7,245,964,,83
0000029280-0003-9,SPECIALTY EYE CARE MEDICAL CENTER INC,,18250   ROSCOE BLVD   SUITE #330,NORTHRIDGE,91325-4281,18250 ROSCOE 91325-4281,409 N CENTRAL AVENUE,GLENDALE,91203-2001,Offices of optometrists,4,06/01/2016,"(34.2204, -118.5313)",18909,2,254,282,,12
0000029332-0001-1,ELLEN A MERSEREAU,,5799 VALLEY OAK DRIVE,LOS ANGELES,90068-3648,5799 VALLEY OAK 90068-3648,,,,Employment services,4,01/01/1997,"(34.1096, -118.3155)",24033,7,403,1296,,64
0000029359-0001-1,GABRIEL GOLD / SUSANA SARDAS,G & G REAL ESTATE INVESTMENTS INC,14753 OTSEGO STREET,SHERMAN OAKS,91403-1440,14753 OTSEGO 91403-1440,,,,Employment services,4,01/01/1996,"(34.163, -118.4542)",19732,7,248,674,,83
0000029533-0001-2,STEPHANIE MEADE,THE COLLEGIATE EDGE,12400 VENTURA BLVD SUITE #712,STUDIO CITY,91604-2406,12400 VENTURA 91604-2406,,,,"Educational services (including schools, colleges, & universities)",4,01/01/2000,"(34.1428, -118.403)",8492,5,352,710,6,84
0000029550-0001-6,TATYANA KLOCHKO EA MBA,,5412 HAZELTINE AVENUE,SHERMAN OAKS,91401-5743,5412 HAZELTINE 91401-5743,,,,Other accounting services,4,01/01/2003,"(34.1687, -118.4399)",19729,7,244,323,,83
0000029686-0001-2,TWOPOP MUSIC INC,,4837 TYRONE AVENUE,SHERMAN OAKS,91423-2321,4837 TYRONE 91423-2321,,,,Computer systems design & related services,4,07/01/1999,"(34.1582, -118.4443)",19736,7,245,562,,83
0000029854-0001-9,STEVE KWANG YOUL CHOI,EINSTEIN BAGEL #4186,12046 VENTURA BLVD,STUDIO CITY,91604-2608,12046 VENTURA 91604-2608,,,,Full-service restaurants,4,06/11/2003,"(34.1437, -118.3932)",8492,5,351,1353,6,84
0000029931-0001-6,SYNERGY MANAGEMENT/C,,11271 VENTURA BLVD UNIT #495,STUDIO CITY,91604-3136,11271 VENTURA 91604-3136,,,,"Management, scientific, & technical consulting services",4,01/01/2002,"(34.141, -118.3755)",8492,5,351,712,6,84
0000030180-0001-5,NANCY GULLA,,4860 VAN NOORD AVENUE #3,SHERMAN OAKS,91423-2263,4860 VAN NOORD 91423-2263,,,,Travel arrangement & reservation services,4,01/01/1999,"(34.1589, -118.4148)",19736,7,203,689,,83
0000030228-0001-8,CAROL L KOPLAN,,13914 HARTSOOK STREET,SHERMAN OAKS,91423-1210,13914 HARTSOOK 91423-1210,,,,Other miscellaneous nondurable goods,4,07/01/1975,"(34.1634, -118.4361)",19736,7,245,687,,83
0000030357-0001-2,LAW OFFICES OF ALLEN SARALOU APLC,LAW OFFICES OF ALLEN SARALOU,16661 VENTURA BLVD #224,ENCINO,91436-1945,16661 VENTURA 91436-1945,,,,Legal services,4,06/01/2003,"(34.1581, -118.4964)",19737,6,326,1499,6,62
0000030367-0001-6,LISA S SPICER,LISA SPICER PUBLIC RELATIONS,15300   VENTURA BLVD   UNIT #503,SHERMAN OAKS,91403-5842,15300 VENTURA 91403-5842,5633 CEDROS AVENUE,SHERMAN OAKS,91411-3342,Advertising & related services,4,01/04/2002,"(34.1536, -118.4667)",19732,7,335,565,6,83
0000030446-0001-2,GUILLERMO LOPEZ LARA,AQUA LANDSCAPE & IRRIGATION,13351 RIVERSIDE DRIVE #331,SHERMAN OAKS,91423-2542,13351 RIVERSIDE 91423-2542,13351 RIVERSIDE DRIVE #331,SHERMAN OAKS,91423-2542,Landscape architecture services,4,07/09/2003,"(34.1576, -118.4241)",19736,7,202,964,,83
0000030573-0002-6,GAAM INC,BASKIN ROBBINS,7628 RESEDA BLVD,RESEDA,91335-2822,7628 RESEDA 91335-2822,416 N GLENDALE AVENUE #202,GLENDALE,91206-3327,Limited-service eating places,4,08/21/2006,"(34.2088, -118.536)",18909,2,254,283,,12
0000030743-0001-3,DANA ALTSCHULER,,13547 VENTURA BLVD #160,SHERMAN OAKS,91423-3825,13547 VENTURA 91423-3825,13547 VENTURA BLVD #160,SHERMAN OAKS,91423-3825,Travel arrangement & reservation services,4,06/01/2003,"(34.1475, -118.4286)",19736,7,332,697,6,83
0000030748-0001-6,YAKOV BRAND,,15050   MOORPARK STREET   APT #25,SHERMAN OAKS,91403-2453,15050 MOORPARK 91403-2453,15050   MOORPARK STREET   #25,SHERMAN OAKS,91403-2453,Employment services,4,07/10/2003,"(34.1537, -118.4614)",19732,7,335,883,,83
0000031052-0001-2,FRANCISCO Q AVITIA,,17922 VANOWEN STREET,RESEDA,91335-5636,17922 VANOWEN 91335-5636,17922 VANOWEN STREET,RESEDA,91335-5636,Lessors of real estate (including mini warehouses & self-storage units),4,12/06/2000,"(34.1938, -118.5237)",18909,4,267,247,,12
